Orthogroup	MHP_Ue273_genes	MHP_MHP679_genes
OG0000320	VQY17_RS02365	DR086_RS03145
OG0000321	VQY17_RS01350	DR086_RS02000
OG0000322	VQY17_RS01400	DR086_RS01955
OG0000323	VQY17_RS01530	DR086_RS01820
OG0000324	VQY17_RS02275	DR086_RS02060
OG0000325	VQY17_RS00700	DR086_RS03035
OG0000326	VQY17_RS00800	DR086_RS03370
OG0000327	VQY17_RS00805	DR086_RS03365
OG0000328	VQY17_RS00890	DR086_RS02855
OG0000329	VQY17_RS00915	DR086_RS02875
OG0000330	VQY17_RS01135	DR086_RS01690
OG0000331	VQY17_RS02960	DR086_RS02930
OG0000332	VQY17_RS03100	DR086_RS01370
OG0000333	VQY17_RS03110	DR086_RS01360
OG0000334	VQY17_RS03215	DR086_RS03540
OG0000335	VQY17_RS03225	DR086_RS02315
OG0000336	VQY17_RS03400	DR086_RS04855
OG0000337	VQY17_RS03575	DR086_RS01270
OG0000338	VQY17_RS03615	DR086_RS01230
OG0000339	VQY17_RS02340	DR086_RS03465
OG0000340	VQY17_RS01330	DR086_RS02020
OG0000341	VQY17_RS02295	DR086_RS02040
OG0000342	VQY17_RS00730	DR086_RS03065
OG0000343	VQY17_RS03120	DR086_RS01350
OG0000344	VQY17_RS00575	DR086_RS02290
OG0000345	VQY17_RS01055	DR086_RS02665
OG0000346	VQY17_RS03405	DR086_RS05090
OG0000347	VQY17_RS01425	DR086_RS01930
OG0000348	VQY17_RS00810	DR086_RS03360
OG0000349	VQY17_RS03470	DR086_RS04845
OG0000350	VQY17_RS02735	DR086_RS03205
OG0000351	VQY17_RS00495	DR086_RS00370
OG0000352	VQY17_RS02010	DR086_RS00435
OG0000353	VQY17_RS01390	DR086_RS01960
OG0000354	VQY17_RS00635	DR086_RS02760
OG0000355	VQY17_RS01985	DR086_RS04750
OG0000356	VQY17_RS02065	DR086_RS04755
OG0000357	VQY17_RS03080	DR086_RS04840
OG0000358	VQY17_RS03085	DR086_RS01385
OG0000359	VQY17_RS00780	DR086_RS05045
OG0000360	VQY17_RS00280	DR086_RS00145
OG0000361	VQY17_RS00310	DR086_RS00175
OG0000362	VQY17_RS02535	DR086_RS00965
OG0000363	VQY17_RS01465	DR086_RS04910
OG0000365	VQY17_RS02110	DR086_RS00535
OG0000366	VQY17_RS02140	DR086_RS00555
OG0000367	VQY17_RS02150	DR086_RS00565
OG0000368	VQY17_RS00060	DR086_RS01165
OG0000369	VQY17_RS00025	DR086_RS04830
OG0000370	VQY17_RS00020	DR086_RS01205
OG0000371	VQY17_RS00015	DR086_RS01210
OG0000372	VQY17_RS00010	DR086_RS01215
OG0000373	VQY17_RS03605	DR086_RS01240
OG0000374	VQY17_RS03595	DR086_RS01250
OG0000375	VQY17_RS02230	DR086_RS02105
OG0000376	VQY17_RS02380	DR086_RS03130
OG0000377	VQY17_RS02370	DR086_RS03140
OG0000378	VQY17_RS01310	DR086_RS03415
OG0000379	VQY17_RS01385	DR086_RS01965
OG0000380	VQY17_RS01415	DR086_RS01940
OG0000382	VQY17_RS01485	DR086_RS01865
OG0000383	VQY17_RS01525	DR086_RS01825
OG0000384	VQY17_RS00515	DR086_RS02230
OG0000385	VQY17_RS00520	DR086_RS02235
OG0000386	VQY17_RS00540	DR086_RS02255
OG0000387	VQY17_RS00565	DR086_RS02280
OG0000388	VQY17_RS00570	DR086_RS04925
OG0000389	VQY17_RS00615	DR086_RS02785
OG0000390	VQY17_RS02880	DR086_RS01110
OG0000391	VQY17_RS02870	DR086_RS01100
OG0000392	VQY17_RS02845	DR086_RS01075
OG0000393	VQY17_RS02790	DR086_RS04815
OG0000394	VQY17_RS02715	DR086_RS03645
OG0000395	VQY17_RS02710	DR086_RS03015
OG0000396	VQY17_RS02425	DR086_RS02215
OG0000397	VQY17_RS01995	DR086_RS00420
OG0000398	VQY17_RS02000	DR086_RS00425
OG0000399	VQY17_RS02045	DR086_RS00470
OG0000400	VQY17_RS03045	DR086_RS01425
OG0000401	VQY17_RS03105	DR086_RS01365
OG0000402	VQY17_RS03115	DR086_RS01355
OG0000403	VQY17_RS03125	DR086_RS01345
OG0000404	VQY17_RS03150	DR086_RS01315
OG0000405	VQY17_RS03165	DR086_RS01300
OG0000406	VQY17_RS03230	DR086_RS02320
OG0000407	VQY17_RS03235	DR086_RS04930
OG0000408	VQY17_RS03240	DR086_RS02330
OG0000409	VQY17_RS03245	DR086_RS02335
OG0000410	VQY17_RS03310	DR086_RS02395
OG0000411	VQY17_RS03300	DR086_RS02385
OG0000412	VQY17_RS03295	DR086_RS02380
OG0000413	VQY17_RS01540	DR086_RS01810
OG0000414	VQY17_RS01550	DR086_RS01800
OG0000415	VQY17_RS01555	DR086_RS01795
OG0000416	VQY17_RS01565	DR086_RS01785
OG0000417	VQY17_RS02290	DR086_RS02045
OG0000418	VQY17_RS02285	DR086_RS02050
OG0000419	VQY17_RS00710	DR086_RS03045
OG0000420	VQY17_RS00745	DR086_RS03080
OG0000421	VQY17_RS00785	DR086_RS03385
OG0000422	VQY17_RS00795	DR086_RS03375
OG0000423	VQY17_RS00850	DR086_RS02815
OG0000424	VQY17_RS00855	DR086_RS02820
OG0000425	VQY17_RS00865	DR086_RS02830
OG0000426	VQY17_RS00870	DR086_RS04980
OG0000427	VQY17_RS00900	DR086_RS04985
OG0000428	VQY17_RS00925	DR086_RS02885
OG0000429	VQY17_RS01045	DR086_RS02655
OG0000430	VQY17_RS01090	DR086_RS02700
OG0000431	VQY17_RS01100	DR086_RS02710
OG0000432	VQY17_RS01130	DR086_RS01685
OG0000433	VQY17_RS01145	DR086_RS01700
OG0000434	VQY17_RS01150	DR086_RS01705
OG0000435	VQY17_RS01170	DR086_RS01720
OG0000436	VQY17_RS01195	DR086_RS01750
OG0000438	VQY17_RS01210	DR086_RS01765
OG0000439	VQY17_RS01215	DR086_RS01770
OG0000440	VQY17_RS02940	DR086_RS02950
OG0000441	VQY17_RS02975	DR086_RS02910
OG0000442	VQY17_RS00145	DR086_RS03280
OG0000443	VQY17_RS00190	DR086_RS00055
OG0000444	VQY17_RS00205	DR086_RS00070
OG0000445	VQY17_RS00230	DR086_RS00095
OG0000446	VQY17_RS00260	DR086_RS00125
OG0000447	VQY17_RS00265	DR086_RS00130
OG0000448	VQY17_RS00295	DR086_RS00160
OG0000449	VQY17_RS00320	DR086_RS00185
OG0000450	VQY17_RS00330	DR086_RS00195
OG0000451	VQY17_RS00370	DR086_RS00235
OG0000452	VQY17_RS00395	DR086_RS00260
OG0000453	VQY17_RS00430	DR086_RS00295
OG0000455	VQY17_RS03515	DR086_RS02435
OG0000456	VQY17_RS03390	DR086_RS01515
OG0000458	VQY17_RS02505	DR086_RS03680
OG0000459	VQY17_RS02530	DR086_RS00970
OG0000460	VQY17_RS02540	DR086_RS00960
OG0000461	VQY17_RS02585	DR086_RS00915
OG0000462	VQY17_RS02580	DR086_RS00920
OG0000463	VQY17_RS02575	DR086_RS00925
OG0000464	VQY17_RS02570	DR086_RS00930
OG0000465	VQY17_RS02565	DR086_RS00935
OG0000466	VQY17_RS00400	DR086_RS00265
OG0000467	VQY17_RS02665	DR086_RS04810
OG0000468	VQY17_RS02040	DR086_RS00465
OG0000469	VQY17_RS02100	DR086_RS00525
OG0000470	VQY17_RS00845	DR086_RS03975
OG0000471	VQY17_RS00930	DR086_RS02890
OG0000472	VQY17_RS03320	DR086_RS03165
OG0000473	VQY17_RS03500	DR086_RS02420
OG0000474	VQY17_RS03505	DR086_RS02425
OG0000475	VQY17_RS03510	DR086_RS02430
OG0000476	VQY17_RS01575	DR086_RS01775
OG0000477	VQY17_RS02610	DR086_RS00890
OG0000478	VQY17_RS03445	DR086_RS01465
OG0000479	VQY17_RS01345	DR086_RS02005
OG0000480	VQY17_RS02105	DR086_RS03935
OG0000481	VQY17_RS00820	DR086_RS03350
OG0000482	VQY17_RS01235	DR086_RS02505
OG0000483	VQY17_RS02155	DR086_RS00570
OG0000484	VQY17_RS00200	DR086_RS04740
OG0000485	VQY17_RS01205	DR086_RS01755
OG0000486	VQY17_RS02310	DR086_RS02025
OG0000487	VQY17_RS02080	DR086_RS04765
OG0000488	VQY17_RS02120	DR086_RS00540
OG0000489	VQY17_RS00050	DR086_RS01175
OG0000490	VQY17_RS03610	DR086_RS01235
OG0000491	VQY17_RS01365	DR086_RS01985
OG0000492	VQY17_RS01445	DR086_RS01910
OG0000493	VQY17_RS00580	DR086_RS02295
OG0000494	VQY17_RS00640	DR086_RS02755
OG0000495	VQY17_RS02815	DR086_RS01045
OG0000496	VQY17_RS02805	DR086_RS01035
OG0000497	VQY17_RS02800	DR086_RS01030
OG0000498	VQY17_RS02720	DR086_RS03185
OG0000499	VQY17_RS02685	DR086_RS02985
OG0000500	VQY17_RS02005	DR086_RS00430
OG0000501	VQY17_RS03055	DR086_RS01415
OG0000502	VQY17_RS01225	DR086_RS02495
OG0000503	VQY17_RS00760	DR086_RS03095
OG0000504	VQY17_RS00905	DR086_RS02865
OG0000505	VQY17_RS00965	DR086_RS02575
OG0000506	VQY17_RS00975	DR086_RS02585
OG0000507	VQY17_RS01010	DR086_RS02620
OG0000508	VQY17_RS00255	DR086_RS00120
OG0000509	VQY17_RS00290	DR086_RS00155
OG0000510	VQY17_RS00305	DR086_RS00165
OG0000511	VQY17_RS00435	DR086_RS00300
OG0000512	VQY17_RS02545	DR086_RS00955
OG0000513	VQY17_RS03425	DR086_RS01480
OG0000514	VQY17_RS02840	DR086_RS01070
OG0000516	VQY17_RS02085	DR086_RS04770
OG0000517	VQY17_RS00065	DR086_RS01160
OG0000518	VQY17_RS03095	DR086_RS01375
OG0000519	VQY17_RS00790	DR086_RS03380
OG0000520	VQY17_RS00920	DR086_RS02880
OG0000521	VQY17_RS00270	DR086_RS00135
OG0000523	VQY17_RS03360	DR086_RS01545
OG0000524	VQY17_RS02660	DR086_RS00840
OG0000525	VQY17_RS03325	DR086_RS05020
OG0000526	VQY17_RS01905	DR086_RS04135
OG0000527	VQY17_RS01825	DR086_RS00635
OG0000528	VQY17_RS02090	DR086_RS04775
OG0000529	VQY17_RS02245	DR086_RS02090
OG0000530	VQY17_RS02350	DR086_RS03450
OG0000531	VQY17_RS01420	DR086_RS01935
OG0000532	VQY17_RS01660	DR086_RS03285
OG0000533	VQY17_RS00600	DR086_RS02795
OG0000534	VQY17_RS00385	DR086_RS00250
OG0000535	VQY17_RS00045	DR086_RS04825
OG0000536	VQY17_RS03545	DR086_RS02465
OG0000537	VQY17_RS00725	DR086_RS03060
OG0000538	VQY17_RS01160	DR086_RS01710
OG0000539	VQY17_RS00215	DR086_RS00080
OG0000540	VQY17_RS02630	DR086_RS00870
OG0000541	VQY17_RS02700	DR086_RS03000
OG0000542	VQY17_RS00355	DR086_RS00220
OG0000543	VQY17_RS01675, VQY17_RS01600	DR086_RS03960
OG0000544	VQY17_RS01275	DR086_RS04960
OG0000545	VQY17_RS01895	DR086_RS00685
OG0000546	VQY17_RS02765	DR086_RS04500
OG0000547	VQY17_RS02895	DR086_RS01120
OG0000548	VQY17_RS01625	DR086_RS03320
OG0000549	VQY17_RS03315	DR086_RS05015
