Orthogroup	MHP_Ue273_genes	MHP_112B_genes
OG0000238	VQY17_RS01190	NBX26_RS01295
OG0000239	VQY17_RS02930	NBX26_RS03115
OG0000240	VQY17_RS02935	NBX26_RS03120
OG0000241	VQY17_RS02945	NBX26_RS03130
OG0000242	VQY17_RS02950	NBX26_RS03135
OG0000243	VQY17_RS02955	NBX26_RS03140
OG0000244	VQY17_RS02965	NBX26_RS03150
OG0000245	VQY17_RS02970	NBX26_RS03160
OG0000246	VQY17_RS00140	NBX26_RS00130
OG0000247	VQY17_RS00150	NBX26_RS00140
OG0000248	VQY17_RS00160	NBX26_RS00150
OG0000249	VQY17_RS00165	NBX26_RS00155
OG0000250	VQY17_RS00180	NBX26_RS00180
OG0000251	VQY17_RS00210	NBX26_RS00210
OG0000252	VQY17_RS00220	NBX26_RS00215
OG0000253	VQY17_RS00225	NBX26_RS00220
OG0000254	VQY17_RS00235	NBX26_RS00230
OG0000255	VQY17_RS00245	NBX26_RS00235
OG0000256	VQY17_RS00250	NBX26_RS00240
OG0000257	VQY17_RS00275	NBX26_RS00265
OG0000258	VQY17_RS00285	NBX26_RS00280
OG0000259	VQY17_RS00315	NBX26_RS00305
OG0000260	VQY17_RS00325	NBX26_RS00315
OG0000261	VQY17_RS00335	NBX26_RS00325
OG0000262	VQY17_RS00350	NBX26_RS00340
OG0000263	VQY17_RS00365	NBX26_RS00355
OG0000264	VQY17_RS00380	NBX26_RS00370
OG0000265	VQY17_RS00390	NBX26_RS00380
OG0000266	VQY17_RS00405	NBX26_RS00395
OG0000267	VQY17_RS00420	NBX26_RS00410
OG0000268	VQY17_RS00425	NBX26_RS00415
OG0000269	VQY17_RS00440	NBX26_RS00430
OG0000270	VQY17_RS03495	NBX26_RS03690
OG0000271	VQY17_RS03490	NBX26_RS03685
OG0000272	VQY17_RS03485	NBX26_RS03680
OG0000273	VQY17_RS03480	NBX26_RS03675
OG0000274	VQY17_RS03460	NBX26_RS03660
OG0000275	VQY17_RS03455	NBX26_RS03650
OG0000276	VQY17_RS03450	NBX26_RS03645
OG0000277	VQY17_RS03435	NBX26_RS03635
OG0000278	VQY17_RS03430	NBX26_RS03630
OG0000279	VQY17_RS03420	NBX26_RS03620
OG0000280	VQY17_RS03415	NBX26_RS03615
OG0000281	VQY17_RS03410	NBX26_RS03610
OG0000282	VQY17_RS03380	NBX26_RS03585
OG0000283	VQY17_RS03375	NBX26_RS03580
OG0000284	VQY17_RS03370	NBX26_RS03575
OG0000285	VQY17_RS03365	NBX26_RS03570
OG0000286	VQY17_RS02420	NBX26_RS02585
OG0000287	VQY17_RS02510	NBX26_RS02680
OG0000288	VQY17_RS02520	NBX26_RS02690
OG0000289	VQY17_RS02525	NBX26_RS02695
OG0000290	VQY17_RS02635	NBX26_RS02815
OG0000291	VQY17_RS02625	NBX26_RS02800
OG0000292	VQY17_RS02620	NBX26_RS02795
OG0000293	VQY17_RS02615	NBX26_RS02785
OG0000294	VQY17_RS02605	NBX26_RS02775
OG0000295	VQY17_RS02600	NBX26_RS02770
OG0000296	VQY17_RS02560	NBX26_RS02730
OG0000297	VQY17_RS02555	NBX26_RS02725
OG0000298	VQY17_RS00175	NBX26_RS00165
OG0000299	VQY17_RS00195	NBX26_RS00190
OG0000300	VQY17_RS00375	NBX26_RS00365
OG0000301	VQY17_RS00410	NBX26_RS00400
OG0000302	VQY17_RS00415	NBX26_RS00405
OG0000303	VQY17_RS00560	NBX26_RS00560
OG0000304	VQY17_RS01110	NBX26_RS01215
OG0000305	VQY17_RS02860	NBX26_RS03055
OG0000306	VQY17_RS02785	NBX26_RS02980
OG0000307	VQY17_RS02745	NBX26_RS02940
OG0000308	VQY17_RS02655	NBX26_RS02850
OG0000309	VQY17_RS02590	NBX26_RS02760
OG0000310	VQY17_RS02515	NBX26_RS02685
OG0000311	VQY17_RS02480	NBX26_RS02645
OG0000312	VQY17_RS02465	NBX26_RS02630
OG0000313	VQY17_RS01630	NBX26_RS01720
OG0000314	VQY17_RS02030	NBX26_RS02145
OG0000315	VQY17_RS02060	NBX26_RS02115
OG0000316	VQY17_RS02070	NBX26_RS02105
OG0000317	VQY17_RS02170	NBX26_RS02005
OG0000318	VQY17_RS02075	NBX26_RS02100
OG0000319	VQY17_RS02235	NBX26_RS02380
OG0000320	VQY17_RS02365	NBX26_RS02510
OG0000321	VQY17_RS01350	NBX26_RS01455
OG0000322	VQY17_RS01400	NBX26_RS01510
OG0000323	VQY17_RS01530	NBX26_RS01640
OG0000324	VQY17_RS02275	NBX26_RS02420
OG0000325	VQY17_RS00700	NBX26_RS00710
OG0000326	VQY17_RS00800	NBX26_RS00805
OG0000327	VQY17_RS00805	NBX26_RS00810
OG0000328	VQY17_RS00890	NBX26_RS00895
OG0000329	VQY17_RS00915	NBX26_RS00920
OG0000330	VQY17_RS01135	NBX26_RS01240
OG0000331	VQY17_RS02960	NBX26_RS03145
OG0000332	VQY17_RS03100	NBX26_RS03285
OG0000333	VQY17_RS03110	NBX26_RS03295
OG0000334	VQY17_RS03215	NBX26_RS03400
OG0000335	VQY17_RS03225	NBX26_RS03410
OG0000336	VQY17_RS03400	NBX26_RS03600
OG0000337	VQY17_RS03575	NBX26_RS03765
OG0000338	VQY17_RS03615	NBX26_RS03805
OG0000339	VQY17_RS02340	NBX26_RS02485
OG0000340	VQY17_RS01330	NBX26_RS01435
OG0000341	VQY17_RS02295	NBX26_RS02445
OG0000342	VQY17_RS00730	NBX26_RS00740
OG0000343	VQY17_RS03120	NBX26_RS03305
OG0000344	VQY17_RS00575	NBX26_RS00575
OG0000345	VQY17_RS01055	NBX26_RS01160
OG0000346	VQY17_RS03405	NBX26_RS03605
OG0000347	VQY17_RS01425	NBX26_RS01535
OG0000348	VQY17_RS00810	NBX26_RS00815
OG0000349	VQY17_RS03470	NBX26_RS03665
OG0000350	VQY17_RS02735	NBX26_RS02930
OG0000351	VQY17_RS00495	NBX26_RS00485
OG0000352	VQY17_RS02010	NBX26_RS02165
OG0000353	VQY17_RS01390	NBX26_RS01500
OG0000354	VQY17_RS00635	NBX26_RS00635
OG0000355	VQY17_RS01985	NBX26_RS02190
OG0000356	VQY17_RS02065	NBX26_RS02110
OG0000357	VQY17_RS03080	NBX26_RS03260
OG0000358	VQY17_RS03085	NBX26_RS03265
OG0000359	VQY17_RS00780	NBX26_RS00785
OG0000360	VQY17_RS00280	NBX26_RS00270
OG0000361	VQY17_RS00310	NBX26_RS00300
OG0000362	VQY17_RS02535	NBX26_RS02705
OG0000363	VQY17_RS01465	NBX26_RS01575
OG0000364	VQY17_RS01955	NBX26_RS02215
OG0000365	VQY17_RS02110	NBX26_RS02065
OG0000366	VQY17_RS02140	NBX26_RS02040
OG0000367	VQY17_RS02150	NBX26_RS02025
OG0000368	VQY17_RS00060	NBX26_RS00060
OG0000369	VQY17_RS00025	NBX26_RS00025
OG0000370	VQY17_RS00020	NBX26_RS00020
OG0000371	VQY17_RS00015	NBX26_RS00015
OG0000372	VQY17_RS00010	NBX26_RS00010
OG0000373	VQY17_RS03605	NBX26_RS03795
OG0000374	VQY17_RS03595	NBX26_RS03785
OG0000375	VQY17_RS02230	NBX26_RS02375
OG0000376	VQY17_RS02380	NBX26_RS02525
OG0000377	VQY17_RS02370	NBX26_RS02515
OG0000378	VQY17_RS01310	NBX26_RS01415
OG0000379	VQY17_RS01385	NBX26_RS01495
OG0000380	VQY17_RS01415	NBX26_RS01530
OG0000382	VQY17_RS01485	NBX26_RS01595
OG0000383	VQY17_RS01525	NBX26_RS01635
OG0000384	VQY17_RS00515	NBX26_RS00515
OG0000385	VQY17_RS00520	NBX26_RS00525
OG0000386	VQY17_RS00540	NBX26_RS00540
OG0000387	VQY17_RS00565	NBX26_RS00565
OG0000388	VQY17_RS00570	NBX26_RS00570
OG0000389	VQY17_RS00615	NBX26_RS00615
OG0000390	VQY17_RS02880	NBX26_RS03075
OG0000391	VQY17_RS02870	NBX26_RS03065
OG0000392	VQY17_RS02845	NBX26_RS03040
OG0000393	VQY17_RS02790	NBX26_RS02985
OG0000394	VQY17_RS02715	NBX26_RS02905
OG0000395	VQY17_RS02710	NBX26_RS02900
OG0000396	VQY17_RS02425	NBX26_RS02590
OG0000397	VQY17_RS01995	NBX26_RS02180
OG0000398	VQY17_RS02000	NBX26_RS02175
OG0000399	VQY17_RS02045	NBX26_RS02130
OG0000400	VQY17_RS03045	NBX26_RS03225
OG0000401	VQY17_RS03105	NBX26_RS03290
OG0000402	VQY17_RS03115	NBX26_RS03300
OG0000403	VQY17_RS03125	NBX26_RS03310
OG0000404	VQY17_RS03150	NBX26_RS03345
OG0000405	VQY17_RS03165	NBX26_RS03360
OG0000406	VQY17_RS03230	NBX26_RS03415
OG0000407	VQY17_RS03235	NBX26_RS03420
OG0000408	VQY17_RS03240	NBX26_RS03425
OG0000409	VQY17_RS03245	NBX26_RS03430
OG0000410	VQY17_RS03310	NBX26_RS03505
OG0000411	VQY17_RS03300	NBX26_RS03490
OG0000412	VQY17_RS03295	NBX26_RS03485
OG0000413	VQY17_RS01540	NBX26_RS01650
OG0000414	VQY17_RS01550	NBX26_RS01660
OG0000415	VQY17_RS01555	NBX26_RS01665
OG0000416	VQY17_RS01565	NBX26_RS01675
OG0000417	VQY17_RS02290	NBX26_RS02440
OG0000418	VQY17_RS02285	NBX26_RS02430
OG0000419	VQY17_RS00710	NBX26_RS00720
OG0000420	VQY17_RS00745	NBX26_RS00755
OG0000421	VQY17_RS00785	NBX26_RS00795
OG0000422	VQY17_RS00795	NBX26_RS00800
OG0000423	VQY17_RS00850	NBX26_RS00855
OG0000424	VQY17_RS00855	NBX26_RS00860
OG0000425	VQY17_RS00865	NBX26_RS00870
OG0000426	VQY17_RS00870	NBX26_RS00875
OG0000427	VQY17_RS00900	NBX26_RS00900
OG0000428	VQY17_RS00925	NBX26_RS00925
OG0000429	VQY17_RS01045	NBX26_RS01150
OG0000430	VQY17_RS01090	NBX26_RS01195
OG0000431	VQY17_RS01100	NBX26_RS01205
OG0000432	VQY17_RS01130	NBX26_RS01235
OG0000433	VQY17_RS01145	NBX26_RS01260
OG0000435	VQY17_RS01170	NBX26_RS01270
OG0000438	VQY17_RS01210	NBX26_RS01310
OG0000439	VQY17_RS01215	NBX26_RS01315
OG0000440	VQY17_RS02940	NBX26_RS03125
OG0000441	VQY17_RS02975	NBX26_RS03165
OG0000442	VQY17_RS00145	NBX26_RS00135
OG0000443	VQY17_RS00190	NBX26_RS00185
OG0000444	VQY17_RS00205	NBX26_RS00200
OG0000445	VQY17_RS00230	NBX26_RS00225
OG0000446	VQY17_RS00260	NBX26_RS00250
OG0000447	VQY17_RS00265	NBX26_RS00255
OG0000448	VQY17_RS00295	NBX26_RS00290
OG0000449	VQY17_RS00320	NBX26_RS00310
OG0000450	VQY17_RS00330	NBX26_RS00320
OG0000451	VQY17_RS00370	NBX26_RS00360
OG0000452	VQY17_RS00395	NBX26_RS00385
OG0000453	VQY17_RS00430	NBX26_RS00420
OG0000454	VQY17_RS01595	NBX26_RS01695
OG0000455	VQY17_RS03515	NBX26_RS03710
OG0000456	VQY17_RS03390	NBX26_RS03590
OG0000458	VQY17_RS02505	NBX26_RS02675
OG0000459	VQY17_RS02530	NBX26_RS02700
OG0000460	VQY17_RS02540	NBX26_RS02710
OG0000461	VQY17_RS02585	NBX26_RS02755
OG0000462	VQY17_RS02580	NBX26_RS02750
OG0000463	VQY17_RS02575	NBX26_RS02745
OG0000464	VQY17_RS02570	NBX26_RS02740
OG0000465	VQY17_RS02565	NBX26_RS02735
OG0000466	VQY17_RS00400	NBX26_RS00390
OG0000467	VQY17_RS02665	NBX26_RS02855
OG0000468	VQY17_RS02040	NBX26_RS02135
OG0000469	VQY17_RS02100	NBX26_RS02075
OG0000470	VQY17_RS00845	NBX26_RS00850
OG0000471	VQY17_RS00930	NBX26_RS00930
OG0000472	VQY17_RS03320	NBX26_RS03515
OG0000473	VQY17_RS03500	NBX26_RS03695
OG0000474	VQY17_RS03505	NBX26_RS03700
OG0000475	VQY17_RS03510	NBX26_RS03705
OG0000476	VQY17_RS01575	NBX26_RS01685
OG0000477	VQY17_RS02610	NBX26_RS02780
OG0000478	VQY17_RS03445	NBX26_RS03640
OG0000479	VQY17_RS01345	NBX26_RS01450
OG0000480	VQY17_RS02105	NBX26_RS02070
OG0000481	VQY17_RS00820	NBX26_RS00825
OG0000482	VQY17_RS01235	NBX26_RS01335
OG0000483	VQY17_RS02155	NBX26_RS02020
OG0000484	VQY17_RS00200	NBX26_RS00195
OG0000485	VQY17_RS01205	NBX26_RS01300
OG0000486	VQY17_RS02310	NBX26_RS02460
OG0000487	VQY17_RS02080	NBX26_RS02095
OG0000488	VQY17_RS02120	NBX26_RS02055
OG0000489	VQY17_RS00050	NBX26_RS00050
OG0000490	VQY17_RS03610	NBX26_RS03800
OG0000492	VQY17_RS01445	NBX26_RS01555
OG0000493	VQY17_RS00580	NBX26_RS00580
OG0000494	VQY17_RS00640	NBX26_RS00640
OG0000495	VQY17_RS02815	NBX26_RS03015
OG0000496	VQY17_RS02805	NBX26_RS03000
OG0000497	VQY17_RS02800	NBX26_RS02995
OG0000498	VQY17_RS02720	NBX26_RS02910
OG0000499	VQY17_RS02685	NBX26_RS02875
OG0000500	VQY17_RS02005	NBX26_RS02170
OG0000501	VQY17_RS03055	NBX26_RS03235
OG0000502	VQY17_RS01225	NBX26_RS01325
OG0000503	VQY17_RS00760	NBX26_RS00770
OG0000504	VQY17_RS00905	NBX26_RS00905
OG0000505	VQY17_RS00965	NBX26_RS01070
OG0000507	VQY17_RS01010	NBX26_RS01115
OG0000508	VQY17_RS00255	NBX26_RS00245
OG0000511	VQY17_RS00435	NBX26_RS00425
OG0000512	VQY17_RS02545	NBX26_RS02715
OG0000513	VQY17_RS03425	NBX26_RS03625
OG0000514	VQY17_RS02840	NBX26_RS03035
OG0000515	VQY17_RS01590	NBX26_RS02255
OG0000516	VQY17_RS02085	NBX26_RS02090
OG0000517	VQY17_RS00065	NBX26_RS00065
OG0000518	VQY17_RS03095	NBX26_RS03275
OG0000521	VQY17_RS00270	NBX26_RS00260
OG0000523	VQY17_RS03360	NBX26_RS03560
