Orthogroup	MHP_168_genes	MHP_KM014_genes
OG0000116	MHP168_RS01380	CIB43_RS02165
OG0000117	MHP168_RS01385	CIB43_RS02170
OG0000118	MHP168_RS01425	CIB43_RS02205
OG0000119	MHP168_RS01430	CIB43_RS02210
OG0000120	MHP168_RS01445	CIB43_RS02230
OG0000121	MHP168_RS01470	CIB43_RS02250
OG0000122	MHP168_RS01475	CIB43_RS02255
OG0000123	MHP168_RS01495	CIB43_RS02275
OG0000124	MHP168_RS01500	CIB43_RS02280
OG0000125	MHP168_RS01505	CIB43_RS02285
OG0000126	MHP168_RS01515	CIB43_RS02295
OG0000127	MHP168_RS01525	CIB43_RS02305
OG0000128	MHP168_RS01540	CIB43_RS02320
OG0000129	MHP168_RS01545	CIB43_RS02330
OG0000130	MHP168_RS01555	CIB43_RS02335
OG0000131	MHP168_RS01585	CIB43_RS02370
OG0000132	MHP168_RS01600	CIB43_RS02385
OG0000133	MHP168_RS00510	CIB43_RS01415
OG0000134	MHP168_RS00515	CIB43_RS01425
OG0000135	MHP168_RS00530	CIB43_RS01435
OG0000136	MHP168_RS00535	CIB43_RS01440
OG0000137	MHP168_RS00570	CIB43_RS01470
OG0000138	MHP168_RS01030	CIB43_RS01495
OG0000139	MHP168_RS01000	CIB43_RS01525
OG0000140	MHP168_RS00995	CIB43_RS01540
OG0000141	MHP168_RS02945	CIB43_RS03850
OG0000142	MHP168_RS02940	CIB43_RS03845
OG0000143	MHP168_RS02915	CIB43_RS03835
OG0000144	MHP168_RS02905	CIB43_RS03815
OG0000145	MHP168_RS02895	CIB43_RS03805
OG0000146	MHP168_RS02885	CIB43_RS03790
OG0000147	MHP168_RS02880	CIB43_RS03785
OG0000148	MHP168_RS02865	CIB43_RS03780
OG0000149	MHP168_RS02855	CIB43_RS03760
OG0000150	MHP168_RS02840	CIB43_RS03745
OG0000151	MHP168_RS02790	CIB43_RS03700
OG0000152	MHP168_RS02785	CIB43_RS03695
OG0000153	MHP168_RS02780	CIB43_RS03690
OG0000154	MHP168_RS02770	CIB43_RS03680
OG0000155	MHP168_RS02730	CIB43_RS03645
OG0000156	MHP168_RS02720	CIB43_RS03635
OG0000157	MHP168_RS02715	CIB43_RS03625
OG0000158	MHP168_RS04090	CIB43_RS03620
OG0000159	MHP168_RS02465	CIB43_RS03385
OG0000160	MHP168_RS02460	CIB43_RS03380
OG0000161	MHP168_RS02455	CIB43_RS03375
OG0000163	MHP168_RS02440	CIB43_RS03370
OG0000164	MHP168_RS01810	CIB43_RS02495
OG0000165	MHP168_RS02010	CIB43_RS02840
OG0000166	MHP168_RS02035	CIB43_RS02860
OG0000167	MHP168_RS02050	CIB43_RS02875
OG0000168	MHP168_RS02055	CIB43_RS02880
OG0000169	MHP168_RS03030	CIB43_RS00130
OG0000171	MHP168_RS03055	CIB43_RS00155
OG0000172	MHP168_RS03060	CIB43_RS00160
OG0000173	MHP168_RS03065	CIB43_RS00165
OG0000174	MHP168_RS03070	CIB43_RS00170
OG0000175	MHP168_RS03085	CIB43_RS00190
OG0000176	MHP168_RS03135	CIB43_RS00235
OG0000177	MHP168_RS03140	CIB43_RS00240
OG0000178	MHP168_RS03145	CIB43_RS00245
OG0000179	MHP168_RS03155	CIB43_RS00255
OG0000180	MHP168_RS03160	CIB43_RS00260
OG0000181	MHP168_RS03200	CIB43_RS00310
OG0000182	MHP168_RS03210	CIB43_RS00320
OG0000183	MHP168_RS03245	CIB43_RS00355
OG0000184	MHP168_RS03285	CIB43_RS00430
OG0000185	MHP168_RS03270	CIB43_RS00380
OG0000186	MHP168_RS01610	CIB43_RS02400
OG0000187	MHP168_RS01625	CIB43_RS02410
OG0000188	MHP168_RS01635	CIB43_RS02425
OG0000189	MHP168_RS02300	CIB43_RS03200
OG0000190	MHP168_RS02295	CIB43_RS03195
OG0000191	MHP168_RS02275	CIB43_RS03180
OG0000192	MHP168_RS01290	CIB43_RS02085
OG0000193	MHP168_RS01280	CIB43_RS02075
OG0000194	MHP168_RS00965	CIB43_RS01560
OG0000195	MHP168_RS00960	CIB43_RS01565
OG0000196	MHP168_RS00940	CIB43_RS01585
OG0000197	MHP168_RS00935	CIB43_RS01590
OG0000198	MHP168_RS00920	CIB43_RS01605
OG0000199	MHP168_RS00915	CIB43_RS01615
OG0000200	MHP168_RS00905	CIB43_RS01630
OG0000201	MHP168_RS00895	CIB43_RS01635
OG0000202	MHP168_RS00840	CIB43_RS01690
OG0000203	MHP168_RS00835	CIB43_RS01695
OG0000204	MHP168_RS00830	CIB43_RS01700
OG0000205	MHP168_RS00825	CIB43_RS01705
OG0000206	MHP168_RS00805	CIB43_RS01735
OG0000207	MHP168_RS00790	CIB43_RS01740
OG0000208	MHP168_RS00785	CIB43_RS01745
OG0000209	MHP168_RS00780	CIB43_RS01750
OG0000210	MHP168_RS00730	CIB43_RS01800
OG0000211	MHP168_RS00715	CIB43_RS01805
OG0000212	MHP168_RS00705	CIB43_RS01815
OG0000213	MHP168_RS03705	CIB43_RS01820
OG0000214	MHP168_RS00700	CIB43_RS01825
OG0000215	MHP168_RS00695	CIB43_RS01830
OG0000216	MHP168_RS00690	CIB43_RS01835
OG0000217	MHP168_RS00685	CIB43_RS01845
OG0000218	MHP168_RS00675	CIB43_RS01850
OG0000219	MHP168_RS00670	CIB43_RS01855
OG0000220	MHP168_RS00665	CIB43_RS01860
OG0000221	MHP168_RS00660	CIB43_RS01865
OG0000222	MHP168_RS00655	CIB43_RS01870
OG0000223	MHP168_RS00650	CIB43_RS01875
OG0000225	MHP168_RS00630	CIB43_RS01895
OG0000226	MHP168_RS00625	CIB43_RS01900
OG0000227	MHP168_RS00620	CIB43_RS01905
OG0000228	MHP168_RS04100	CIB43_RS01910
OG0000229	MHP168_RS00610	CIB43_RS01915
OG0000230	MHP168_RS00605	CIB43_RS01920
OG0000231	MHP168_RS00595	CIB43_RS01935
OG0000232	MHP168_RS00585	CIB43_RS01940
OG0000233	MHP168_RS01075	CIB43_RS01965
OG0000234	MHP168_RS01110	CIB43_RS02000
OG0000235	MHP168_RS01120	CIB43_RS02005
OG0000236	MHP168_RS01125	CIB43_RS02010
OG0000237	MHP168_RS01130	CIB43_RS02015
OG0000238	MHP168_RS01140	CIB43_RS02025
OG0000239	MHP168_RS02955	CIB43_RS03860
OG0000240	MHP168_RS02960	CIB43_RS03870
OG0000241	MHP168_RS02970	CIB43_RS03875
OG0000242	MHP168_RS02975	CIB43_RS03880
OG0000243	MHP168_RS02980	CIB43_RS03885
OG0000244	MHP168_RS02990	CIB43_RS03900
OG0000245	MHP168_RS03000	CIB43_RS03905
OG0000246	MHP168_RS00115	CIB43_RS00845
OG0000247	MHP168_RS00125	CIB43_RS00850
OG0000248	MHP168_RS00135	CIB43_RS00875
OG0000250	MHP168_RS00155	CIB43_RS00885
OG0000251	MHP168_RS00180	CIB43_RS00925
OG0000252	MHP168_RS00190	CIB43_RS00930
OG0000253	MHP168_RS00195	CIB43_RS00940
OG0000254	MHP168_RS00205	CIB43_RS00950
OG0000255	MHP168_RS00215	CIB43_RS00955
OG0000256	MHP168_RS00220	CIB43_RS00960
OG0000257	MHP168_RS00245	CIB43_RS00985
OG0000258	MHP168_RS00255	CIB43_RS01015
OG0000259	MHP168_RS00285	CIB43_RS01030
OG0000260	MHP168_RS00295	CIB43_RS01045
OG0000262	MHP168_RS00320	CIB43_RS01075
OG0000263	MHP168_RS00335	CIB43_RS01080
OG0000264	MHP168_RS00350	CIB43_RS01100
OG0000265	MHP168_RS00360	CIB43_RS01110
OG0000266	MHP168_RS00375	CIB43_RS01120
OG0000267	MHP168_RS00390	CIB43_RS01135
OG0000268	MHP168_RS00395	CIB43_RS01305
OG0000269	MHP168_RS00410	CIB43_RS01320
OG0000270	MHP168_RS03460	CIB43_RS00575
OG0000271	MHP168_RS03455	CIB43_RS00570
OG0000272	MHP168_RS03450	CIB43_RS00565
OG0000273	MHP168_RS03445	CIB43_RS00560
OG0000274	MHP168_RS03425	CIB43_RS00545
OG0000275	MHP168_RS03420	CIB43_RS00535
OG0000276	MHP168_RS03415	CIB43_RS00530
OG0000277	MHP168_RS03405	CIB43_RS00525
OG0000278	MHP168_RS03400	CIB43_RS00515
OG0000279	MHP168_RS03390	CIB43_RS00510
OG0000280	MHP168_RS03385	CIB43_RS00500
OG0000281	MHP168_RS03790	CIB43_RS00495
OG0000283	MHP168_RS03355	CIB43_RS00475
OG0000284	MHP168_RS03350	CIB43_RS00460
OG0000285	MHP168_RS03345	CIB43_RS00455
OG0000286	MHP168_RS02425	CIB43_RS03345
OG0000287	MHP168_RS02525	CIB43_RS03440
OG0000288	MHP168_RS02535	CIB43_RS03450
OG0000289	MHP168_RS02540	CIB43_RS03455
OG0000290	MHP168_RS02650	CIB43_RS03565
OG0000291	MHP168_RS02640	CIB43_RS03560
OG0000292	MHP168_RS02635	CIB43_RS03550
OG0000293	MHP168_RS02630	CIB43_RS03545
OG0000294	MHP168_RS02620	CIB43_RS03540
OG0000295	MHP168_RS02615	CIB43_RS03530
OG0000296	MHP168_RS02575	CIB43_RS03495
OG0000297	MHP168_RS02570	CIB43_RS03485
OG0000298	MHP168_RS00150	CIB43_RS00880
OG0000299	MHP168_RS03690	CIB43_RS00915
OG0000300	MHP168_RS00345	CIB43_RS01090
OG0000301	MHP168_RS00380	CIB43_RS01125
OG0000302	MHP168_RS00385	CIB43_RS01130
OG0000303	MHP168_RS00540	CIB43_RS01455
OG0000304	MHP168_RS00580	CIB43_RS01950
OG0000305	MHP168_RS02890	CIB43_RS03795
OG0000306	MHP168_RS02810	CIB43_RS03725
OG0000307	MHP168_RS02775	CIB43_RS03685
OG0000308	MHP168_RS02675	CIB43_RS03600
OG0000309	MHP168_RS02605	CIB43_RS03520
OG0000310	MHP168_RS02530	CIB43_RS03445
OG0000311	MHP168_RS02485	CIB43_RS03405
OG0000312	MHP168_RS02470	CIB43_RS03390
OG0000313	MHP168_RS01820	CIB43_RS02485
OG0000314	MHP168_RS02030	CIB43_RS02855
OG0000315	MHP168_RS02060	CIB43_RS02885
OG0000316	MHP168_RS02070	CIB43_RS02895
OG0000317	MHP168_RS02205	CIB43_RS02985
OG0000318	MHP168_RS02075	CIB43_RS02900
OG0000319	MHP168_RS02145	CIB43_RS03125
OG0000320	MHP168_RS02360	CIB43_RS03270
OG0000321	MHP168_RS01420	CIB43_RS02200
OG0000322	MHP168_RS01465	CIB43_RS02245
OG0000323	MHP168_RS01595	CIB43_RS02375
OG0000324	MHP168_RS02270	CIB43_RS03170
OG0000325	MHP168_RS00955	CIB43_RS01570
OG0000326	MHP168_RS00865	CIB43_RS01665
OG0000327	MHP168_RS00860	CIB43_RS01670
OG0000328	MHP168_RS00775	CIB43_RS01760
OG0000329	MHP168_RS00750	CIB43_RS01775
OG0000330	MHP168_RS01085	CIB43_RS01970
OG0000331	MHP168_RS02985	CIB43_RS03890
OG0000332	MHP168_RS03095	CIB43_RS00200
OG0000333	MHP168_RS03105	CIB43_RS00210
OG0000334	MHP168_RS03205	CIB43_RS00315
OG0000335	MHP168_RS03215	CIB43_RS00340
OG0000336	MHP168_RS03375	CIB43_RS00485
OG0000337	MHP168_RS03615	CIB43_RS00655
OG0000338	MHP168_RS03655	CIB43_RS00695
OG0000339	MHP168_RS02330	CIB43_RS03235
OG0000340	MHP168_RS01395	CIB43_RS02185
OG0000341	MHP168_RS02290	CIB43_RS03190
OG0000342	MHP168_RS00925	CIB43_RS01600
OG0000343	MHP168_RS03115	CIB43_RS00215
OG0000344	MHP168_RS00555	CIB43_RS01465
OG0000345	MHP168_RS00635	CIB43_RS01890
OG0000346	MHP168_RS03380	CIB43_RS00490
OG0000347	MHP168_RS01490	CIB43_RS02270
OG0000348	MHP168_RS00855	CIB43_RS01685
OG0000349	MHP168_RS03435	CIB43_RS00550
OG0000350	MHP168_RS02765	CIB43_RS03675
OG0000351	MHP168_RS00475	CIB43_RS01385
OG0000352	MHP168_RS02005	CIB43_RS02830
OG0000353	MHP168_RS01460	CIB43_RS02240
OG0000354	MHP168_RS01015	CIB43_RS01515
OG0000355	MHP168_RS01975	CIB43_RS02805
OG0000356	MHP168_RS02065	CIB43_RS02890
OG0000357	MHP168_RS03075	CIB43_RS00175
OG0000358	MHP168_RS03080	CIB43_RS00180
OG0000359	MHP168_RS00885	CIB43_RS01650
OG0000360	MHP168_RS00250	CIB43_RS00990
OG0000361	MHP168_RS00280	CIB43_RS01020
OG0000362	MHP168_RS02550	CIB43_RS03475
OG0000363	MHP168_RS01530	CIB43_RS02310
OG0000364	MHP168_RS01955	CIB43_RS02775
OG0000369	MHP168_RS00025	CIB43_RS00725
OG0000370	MHP168_RS00020	CIB43_RS00720
OG0000378	MHP168_RS01375	CIB43_RS02160
OG0000379	MHP168_RS01455	CIB43_RS02235
OG0000380	MHP168_RS01480	CIB43_RS02260
OG0000381	MHP168_RS01520	CIB43_RS02300
OG0000385	MHP168_RS00500	CIB43_RS01405
OG0000389	MHP168_RS01035	CIB43_RS01490
OG0000394	MHP168_RS02740	CIB43_RS03660
OG0000396	MHP168_RS02430	CIB43_RS03350
OG0000403	MHP168_RS03120	CIB43_RS00220
OG0000404	MHP168_RS03150	CIB43_RS00250
OG0000405	MHP168_RS03165	CIB43_RS00265
OG0000409	MHP168_RS03235	CIB43_RS00345
OG0000412	MHP168_RS03275	CIB43_RS00390
OG0000417	MHP168_RS03990	CIB43_RS03185
OG0000428	MHP168_RS00740	CIB43_RS01785
OG0000429	MHP168_RS00645	CIB43_RS01885
OG0000430	MHP168_RS00600	CIB43_RS01925
OG0000434	MHP168_RS01100	CIB43_RS01985
OG0000436	MHP168_RS01145	CIB43_RS02030
OG0000437	MHP168_RS01155	CIB43_RS02065
OG0000441	MHP168_RS03010	CIB43_RS03910
OG0000451	MHP168_RS00340	CIB43_RS01085
OG0000453	MHP168_RS00400	CIB43_RS01315
OG0000457	MHP168_RS03340	CIB43_RS00450
OG0000459	MHP168_RS02545	CIB43_RS03460
OG0000463	MHP168_RS02590	CIB43_RS03515
OG0000464	MHP168_RS02585	CIB43_RS03500
OG0000466	MHP168_RS00370	CIB43_RS01115
OG0000468	MHP168_RS02040	CIB43_RS02870
OG0000471	MHP168_RS00735	CIB43_RS01790
OG0000473	MHP168_RS03465	CIB43_RS00580
OG0000474	MHP168_RS03470	CIB43_RS00585
OG0000475	MHP168_RS03475	CIB43_RS00595
OG0000482	MHP168_RS01285	CIB43_RS02080
OG0000485	MHP168_RS01150	CIB43_RS02035
OG0000486	MHP168_RS02305	CIB43_RS03205
OG0000487	MHP168_RS02080	CIB43_RS02915
OG0000488	MHP168_RS02250	CIB43_RS02940
OG0000489	MHP168_RS00050	CIB43_RS00750
OG0000491	MHP168_RS01435	CIB43_RS02220
OG0000492	MHP168_RS01510	CIB43_RS02290
OG0000495	MHP168_RS02845	CIB43_RS03750
OG0000502	MHP168_RS01275	CIB43_RS02070
OG0000506	MHP168_RS00710	CIB43_RS01810
OG0000508	MHP168_RS00225	CIB43_RS00980
OG0000519	MHP168_RS00875	CIB43_RS01660
OG0000520	MHP168_RS00745	CIB43_RS01780
OG0000523	MHP168_RS03335	CIB43_RS00445
OG0000526	MHP168_RS03975	CIB43_RS02720
OG0000527	MHP168_RS03970	CIB43_RS02640
OG0000529	MHP168_RS02135	CIB43_RS03135
OG0000530	MHP168_RS02345	CIB43_RS03250
OG0000531	MHP168_RS01485	CIB43_RS02265
OG0000537	MHP168_RS00930	CIB43_RS01595
OG0000538	MHP168_RS01105	CIB43_RS01990
OG0000543	MHP168_RS03525	CIB43_RS01215
OG0000544	MHP168_RS01330	CIB43_RS02125
OG0000545	MHP168_RS01905	CIB43_RS02715
OG0000546	MHP168_RS02795	CIB43_RS03705
OG0000553	MHP168_RS02695	CIB43_RS03610
OG0000554	MHP168_RS02390	CIB43_RS03295
OG0000556	MHP168_RS01195	CIB43_RS01290
OG0000557	MHP168_RS01340	CIB43_RS02130
OG0000558	MHP168_RS01310	CIB43_RS02100
OG0000559	MHP168_RS01725	CIB43_RS02575
OG0000560	MHP168_RS01895	CIB43_RS02680
OG0000561	MHP168_RS01090	CIB43_RS01980
OG0000562	MHP168_RS01900	CIB43_RS02685
OG0000563	MHP168_RS01885	CIB43_RS02670
OG0000564	MHP168_RS03865	CIB43_RS02155
OG0000565	MHP168_RS01945	CIB43_RS02760
OG0000566	MHP168_RS01935	CIB43_RS02740
OG0000568	MHP168_RS00970	CIB43_RS01555
OG0000569	MHP168_RS01315	CIB43_RS02105
OG0000570	MHP168_RS01320	CIB43_RS02110
OG0000571	MHP168_RS01325	CIB43_RS02115
OG0000572	MHP168_RS01345	CIB43_RS02135
OG0000573	MHP168_RS01730	CIB43_RS02570
OG0000574	MHP168_RS01390	CIB43_RS02175
OG0000575	MHP168_RS01300	CIB43_RS02090
OG0000576	MHP168_RS01765	CIB43_RS02530
OG0000577	MHP168_RS02670	CIB43_RS03580
OG0000579	MHP168_RS01875	CIB43_RS02660
OG0000580	MHP168_RS04025	CIB43_RS03710
OG0000581	MHP168_RS01860	CIB43_RS02645
OG0000584	MHP168_RS01240	CIB43_RS01255
OG0000585	MHP168_RS02165	CIB43_RS03105
OG0000588	MHP168_RS01770	CIB43_RS02525
OG0000590	MHP168_RS01250	CIB43_RS00030
OG0000590	MHP168_RS03540	CIB43_RS01190
OG0000592	MHP168_RS02655	CIB43_RS03570
OG0000594	MHP168_RS01305	CIB43_RS02095
OG0000600	MHP168_RS01235	CIB43_RS01175, CIB43_RS00040
OG0000601	MHP168_RS01890	CIB43_RS02675
OG0000603	MHP168_RS01220	CIB43_RS00060
OG0000606	MHP168_RS01865	CIB43_RS02655
OG0000609	MHP168_RS03880	CIB43_RS02730
OG0000613	MHP168_RS03980	CIB43_RS02785
OG0000616	MHP168_RS03555	CIB43_RS01280
OG0000620	MHP168_RS03840	CIB43_RS04010
OG0000628	MHP168_RS01185	CIB43_RS00090
OG0000629	MHP168_RS01260	CIB43_RS00015
OG0000630	MHP168_RS01175	CIB43_RS00100
OG0000631	MHP168_RS01180	CIB43_RS00095
