Orthogroup	MHP_168_genes	MHP_111A_genes
OG0000449	MHP168_RS00290	NB623_RS00305
OG0000450	MHP168_RS00300	NB623_RS00315
OG0000451	MHP168_RS00340	NB623_RS00355
OG0000452	MHP168_RS00365	NB623_RS00380
OG0000453	MHP168_RS00400	NB623_RS00415
OG0000454	MHP168_RS01785	NB623_RS01755
OG0000455	MHP168_RS03480	NB623_RS03705
OG0000456	MHP168_RS03365	NB623_RS03580
OG0000457	MHP168_RS03340	NB623_RS03545
OG0000458	MHP168_RS02520	NB623_RS02670
OG0000459	MHP168_RS02545	NB623_RS02700
OG0000460	MHP168_RS02555	NB623_RS02710
OG0000461	MHP168_RS02600	NB623_RS02755
OG0000462	MHP168_RS02595	NB623_RS02750
OG0000463	MHP168_RS02590	NB623_RS02745
OG0000464	MHP168_RS02585	NB623_RS02740
OG0000465	MHP168_RS02580	NB623_RS02735
OG0000466	MHP168_RS00370	NB623_RS00385
OG0000467	MHP168_RS02685	NB623_RS02845
OG0000468	MHP168_RS02040	NB623_RS02130
OG0000469	MHP168_RS02100	NB623_RS02070
OG0000470	MHP168_RS03855	NB623_RS00850
OG0000471	MHP168_RS00735	NB623_RS00930
OG0000472	MHP168_RS03300	NB623_RS03500
OG0000473	MHP168_RS03465	NB623_RS03690
OG0000474	MHP168_RS03470	NB623_RS03695
OG0000475	MHP168_RS03475	NB623_RS03700
OG0000476	MHP168_RS01640	NB623_RS01675
OG0000477	MHP168_RS02625	NB623_RS02785
OG0000478	MHP168_RS03410	NB623_RS03630
OG0000479	MHP168_RS01415	NB623_RS01445
OG0000480	MHP168_RS03890	NB623_RS02065
OG0000481	MHP168_RS00845	NB623_RS00825
OG0000482	MHP168_RS01285	NB623_RS01330
OG0000483	MHP168_RS02220	NB623_RS02020
OG0000484	MHP168_RS00170	NB623_RS00190
OG0000485	MHP168_RS01150	NB623_RS01295
OG0000486	MHP168_RS02305	NB623_RS02450
OG0000488	MHP168_RS02250	NB623_RS02055
OG0000490	MHP168_RS03650	NB623_RS03800
OG0000493	MHP168_RS00560	NB623_RS00575
OG0000494	MHP168_RS01010	NB623_RS00635
OG0000495	MHP168_RS02845	NB623_RS03005
OG0000496	MHP168_RS02835	NB623_RS02990
OG0000497	MHP168_RS02830	NB623_RS02985
OG0000498	MHP168_RS02745	NB623_RS02900
OG0000499	MHP168_RS02710	NB623_RS02865
OG0000500	MHP168_RS02000	NB623_RS02165
OG0000501	MHP168_RS03050	NB623_RS03220
OG0000502	MHP168_RS01275	NB623_RS01320
OG0000503	MHP168_RS00900	NB623_RS00765
OG0000505	MHP168_RS00720	NB623_RS01065
OG0000506	MHP168_RS00710	NB623_RS01075
OG0000507	MHP168_RS00680	NB623_RS01110
OG0000509	MHP168_RS00260	NB623_RS00275
OG0000510	MHP168_RS00270	NB623_RS00285
OG0000511	MHP168_RS00405	NB623_RS00420
OG0000512	MHP168_RS02560	NB623_RS02715
OG0000514	MHP168_RS02870	NB623_RS03025
OG0000516	MHP168_RS02085	NB623_RS02090
OG0000519	MHP168_RS00875	NB623_RS00795
OG0000520	MHP168_RS00745	NB623_RS00920
OG0000522	MHP168_RS00275	NB623_RS00290
OG0000523	MHP168_RS03335	NB623_RS03540
OG0000524	MHP168_RS02680	NB623_RS02840
OG0000525	MHP168_RS03305	NB623_RS03505
OG0000526	MHP168_RS03975	NB623_RS02260
OG0000527	MHP168_RS03970	NB623_RS02315
OG0000528	MHP168_RS02090	NB623_RS02080
OG0000531	MHP168_RS01485	NB623_RS01520
OG0000532	MHP168_RS01790	NB623_RS01745
OG0000533	MHP168_RS01060	NB623_RS00595
OG0000534	MHP168_RS00355	NB623_RS00370
OG0000536	MHP168_RS03515	NB623_RS03735
OG0000540	MHP168_RS02645	NB623_RS02805
OG0000541	MHP168_RS02725	NB623_RS02880
OG0000543	MHP168_RS03525	NB623_RS01930
OG0000544	MHP168_RS01330	NB623_RS01375
OG0000545	MHP168_RS01905	NB623_RS02270
OG0000546	MHP168_RS02795	NB623_RS02950
OG0000552	MHP168_RS03125	NB623_RS03300
OG0000553	MHP168_RS02695	NB623_RS02855
OG0000554	MHP168_RS02390	NB623_RS02535
OG0000555	MHP168_RS02925	NB623_RS03080
OG0000556	MHP168_RS03550	NB623_RS01970
OG0000557	MHP168_RS01340	NB623_RS01385
OG0000558	MHP168_RS01310	NB623_RS01355
OG0000559	MHP168_RS01725	NB623_RS01825
OG0000560	MHP168_RS01895	NB623_RS02290
OG0000561	MHP168_RS01090	NB623_RS01240
OG0000562	MHP168_RS01900	NB623_RS02280
