Orthogroup	MFC_ATCC27716_genes	MHP_232_genes
OG0000105	MFC_RS00425	MHP_RS02110
OG0000106	MFC_RS00435	MHP_RS02120
OG0000107	MFC_RS00445	MHP_RS02130
OG0000108	MFC_RS00450	MHP_RS02135
OG0000109	MFC_RS00455	MHP_RS02140
OG0000110	MFC_RS00460	MHP_RS02260
OG0000111	MFC_RS00465	MHP_RS02255
OG0000112	MFC_RS00475	MHP_RS02245
OG0000113	MFC_RS00490	MHP_RS02225
OG0000114	MFC_RS00500	MHP_RS02215
OG0000115	MFC_RS00510	MHP_RS02205
OG0000116	MFC_RS00520	MHP_RS00705
OG0000117	MFC_RS00525	MHP_RS00700
OG0000118	MFC_RS00555	MHP_RS00665
OG0000119	MFC_RS00560	MHP_RS00660
OG0000120	MFC_RS00575	MHP_RS00645
OG0000121	MFC_RS00600	MHP_RS00620
OG0000122	MFC_RS00605	MHP_RS00615
OG0000123	MFC_RS00625	MHP_RS00595
OG0000124	MFC_RS00630	MHP_RS00590
OG0000125	MFC_RS00635	MHP_RS00585
OG0000126	MFC_RS00645	MHP_RS00575
OG0000127	MFC_RS00655	MHP_RS00565
OG0000128	MFC_RS00670	MHP_RS00550
OG0000129	MFC_RS00675	MHP_RS00545
OG0000130	MFC_RS00685	MHP_RS00535
OG0000131	MFC_RS00715	MHP_RS00505
OG0000132	MFC_RS00735	MHP_RS00490
OG0000133	MFC_RS00805	MHP_RS01455
OG0000134	MFC_RS00810	MHP_RS01450
OG0000135	MFC_RS00825	MHP_RS01435
OG0000136	MFC_RS00830	MHP_RS01430
OG0000137	MFC_RS00860	MHP_RS01400
OG0000138	MFC_RS00885	MHP_RS01370
OG0000139	MFC_RS00915	MHP_RS01340
OG0000140	MFC_RS00920	MHP_RS01335
OG0000141	MFC_RS00955	MHP_RS02880
OG0000142	MFC_RS00960	MHP_RS02875
OG0000143	MFC_RS00985	MHP_RS02850
OG0000144	MFC_RS00995	MHP_RS02840
OG0000145	MFC_RS01005	MHP_RS02830
OG0000146	MFC_RS01015	MHP_RS02820
OG0000147	MFC_RS01020	MHP_RS02815
OG0000148	MFC_RS01035	MHP_RS02800
OG0000149	MFC_RS01045	MHP_RS02790
OG0000150	MFC_RS01060	MHP_RS02775
OG0000151	MFC_RS01115	MHP_RS02645
OG0000152	MFC_RS01120	MHP_RS02640
OG0000153	MFC_RS01125	MHP_RS02635
OG0000154	MFC_RS01135	MHP_RS02625
OG0000155	MFC_RS01155	MHP_RS02585
OG0000156	MFC_RS01175	MHP_RS02575
OG0000157	MFC_RS01180	MHP_RS02570
OG0000158	MFC_RS01190	MHP_RS04005
OG0000159	MFC_RS01245	MHP_RS04015
OG0000160	MFC_RS01250	MHP_RS02325
OG0000161	MFC_RS01255	MHP_RS02320
OG0000162	MFC_RS01265	MHP_RS02310
OG0000163	MFC_RS01270	MHP_RS02305
OG0000164	MFC_RS01300	MHP_RS01605
OG0000165	MFC_RS01345	MHP_RS01905
OG0000166	MFC_RS01365	MHP_RS01925
OG0000167	MFC_RS01380	MHP_RS01940
OG0000168	MFC_RS01385	MHP_RS01945
OG0000169	MFC_RS01430	MHP_RS02980
OG0000170	MFC_RS01455	MHP_RS02995
OG0000171	MFC_RS01465	MHP_RS03005
OG0000172	MFC_RS01470	MHP_RS03010
OG0000173	MFC_RS01475	MHP_RS03015
OG0000174	MFC_RS01480	MHP_RS03020
OG0000175	MFC_RS01495	MHP_RS03035
OG0000176	MFC_RS01540	MHP_RS03085
OG0000177	MFC_RS01545	MHP_RS03090
OG0000178	MFC_RS01550	MHP_RS03095
OG0000179	MFC_RS01560	MHP_RS03105
OG0000180	MFC_RS01565	MHP_RS03110
OG0000181	MFC_RS01580	MHP_RS03145
OG0000182	MFC_RS01590	MHP_RS03155
OG0000183	MFC_RS01625	MHP_RS03190
OG0000184	MFC_RS01655	MHP_RS03235
OG0000185	MFC_RS01670	MHP_RS03220
OG0000186	MFC_RS01710	MHP_RS00480
OG0000187	MFC_RS01725	MHP_RS00465
OG0000188	MFC_RS01735	MHP_RS00455
OG0000189	MFC_RS03385	MHP_RS02175
OG0000190	MFC_RS01750	MHP_RS02170
OG0000191	MFC_RS01770	MHP_RS02150
OG0000192	MFC_RS01780	MHP_RS00790
OG0000193	MFC_RS01795	MHP_RS00800
OG0000194	MFC_RS01805	MHP_RS01305
OG0000195	MFC_RS01810	MHP_RS01300
OG0000196	MFC_RS01830	MHP_RS01280
OG0000197	MFC_RS01835	MHP_RS01275
OG0000198	MFC_RS01850	MHP_RS01260
OG0000199	MFC_RS01855	MHP_RS01255
OG0000200	MFC_RS01865	MHP_RS01245
OG0000201	MFC_RS01875	MHP_RS01235
OG0000202	MFC_RS01930	MHP_RS01180
OG0000203	MFC_RS01935	MHP_RS01175
OG0000204	MFC_RS01940	MHP_RS01170
OG0000205	MFC_RS01945	MHP_RS01165
OG0000206	MFC_RS01965	MHP_RS01145
OG0000207	MFC_RS01980	MHP_RS01130
OG0000208	MFC_RS01985	MHP_RS01125
OG0000209	MFC_RS01990	MHP_RS01120
OG0000210	MFC_RS02040	MHP_RS01075
OG0000211	MFC_RS02050	MHP_RS01065
OG0000212	MFC_RS02060	MHP_RS01055
OG0000213	MFC_RS02065	MHP_RS03600
OG0000214	MFC_RS02070	MHP_RS01050
OG0000215	MFC_RS02075	MHP_RS01045
OG0000216	MFC_RS02080	MHP_RS01040
OG0000217	MFC_RS02085	MHP_RS01035
OG0000218	MFC_RS02095	MHP_RS01025
OG0000219	MFC_RS02100	MHP_RS01020
OG0000220	MFC_RS02105	MHP_RS01015
OG0000221	MFC_RS02110	MHP_RS01010
OG0000222	MFC_RS03235	MHP_RS01005
OG0000223	MFC_RS02115	MHP_RS01000
OG0000224	MFC_RS02125	MHP_RS00990
OG0000225	MFC_RS02135	MHP_RS00980
OG0000226	MFC_RS02140	MHP_RS00975
OG0000227	MFC_RS02145	MHP_RS00970
OG0000228	MFC_RS03530	MHP_RS04010
OG0000229	MFC_RS02155	MHP_RS00960
OG0000230	MFC_RS02160	MHP_RS00955
OG0000231	MFC_RS02170	MHP_RS00945
OG0000232	MFC_RS02180	MHP_RS00935
OG0000233	MFC_RS02190	MHP_RS00915
OG0000234	MFC_RS02220	MHP_RS00880
OG0000235	MFC_RS02230	MHP_RS00870
OG0000236	MFC_RS02235	MHP_RS00865
OG0000237	MFC_RS02250	MHP_RS00860
OG0000238	MFC_RS02255	MHP_RS00850
OG0000239	MFC_RS02285	MHP_RS02890
OG0000240	MFC_RS02290	MHP_RS02895
OG0000241	MFC_RS02300	MHP_RS02905
OG0000242	MFC_RS02305	MHP_RS02910
OG0000243	MFC_RS02310	MHP_RS02915
OG0000244	MFC_RS02320	MHP_RS02925
OG0000245	MFC_RS02330	MHP_RS02935
OG0000246	MFC_RS02345	MHP_RS00150
OG0000247	MFC_RS02355	MHP_RS00160
OG0000248	MFC_RS02380	MHP_RS00170
OG0000249	MFC_RS02385	MHP_RS00175
OG0000250	MFC_RS02400	MHP_RS00190
OG0000251	MFC_RS02430	MHP_RS00215
OG0000252	MFC_RS02440	MHP_RS00225
OG0000253	MFC_RS02445	MHP_RS00230
OG0000254	MFC_RS02455	MHP_RS00240
OG0000255	MFC_RS02465	MHP_RS00250
OG0000256	MFC_RS02470	MHP_RS00255
OG0000257	MFC_RS02495	MHP_RS00280
OG0000258	MFC_RS02505	MHP_RS00290
OG0000259	MFC_RS02535	MHP_RS00320
OG0000260	MFC_RS02545	MHP_RS00330
OG0000261	MFC_RS02555	MHP_RS00340
OG0000262	MFC_RS02570	MHP_RS00355
OG0000263	MFC_RS02585	MHP_RS00370
OG0000264	MFC_RS02600	MHP_RS00385
OG0000265	MFC_RS02610	MHP_RS00395
OG0000266	MFC_RS02625	MHP_RS00415
OG0000267	MFC_RS02640	MHP_RS00430
OG0000268	MFC_RS02645	MHP_RS01570
OG0000269	MFC_RS02660	MHP_RS01555
OG0000270	MFC_RS02720	MHP_RS03410
OG0000271	MFC_RS02725	MHP_RS03405
OG0000272	MFC_RS02730	MHP_RS03400
OG0000273	MFC_RS02735	MHP_RS03395
OG0000274	MFC_RS02755	MHP_RS03375
OG0000275	MFC_RS03455	MHP_RS03370
OG0000276	MFC_RS02765	MHP_RS03365
OG0000277	MFC_RS02775	MHP_RS03355
OG0000278	MFC_RS02780	MHP_RS03350
OG0000279	MFC_RS02790	MHP_RS03340
OG0000280	MFC_RS02795	MHP_RS03335
OG0000281	MFC_RS03255	MHP_RS03680
OG0000282	MFC_RS02820	MHP_RS03310
OG0000283	MFC_RS02825	MHP_RS03305
OG0000284	MFC_RS02830	MHP_RS03300
OG0000285	MFC_RS02835	MHP_RS03295
OG0000286	MFC_RS02865	MHP_RS02290
OG0000287	MFC_RS02890	MHP_RS02380
OG0000288	MFC_RS02900	MHP_RS02390
OG0000289	MFC_RS02905	MHP_RS02395
OG0000290	MFC_RS03030	MHP_RS02510
OG0000291	MFC_RS03040	MHP_RS02500
OG0000292	MFC_RS03045	MHP_RS02495
OG0000293	MFC_RS03050	MHP_RS02490
OG0000294	MFC_RS03060	MHP_RS02475
OG0000295	MFC_RS03065	MHP_RS02470
OG0000296	MFC_RS03110	MHP_RS02430
OG0000297	MFC_RS03115	MHP_RS02425
OG0000298	MFC_RS02395	MHP_RS00185
OG0000299	MFC_RS02415	MHP_RS03590
OG0000300	MFC_RS02595	MHP_RS00380
OG0000301	MFC_RS02630	MHP_RS00420
OG0000302	MFC_RS02635	MHP_RS00425
OG0000303	MFC_RS00835	MHP_RS01425
OG0000304	MFC_RS00865	MHP_RS00930
OG0000305	MFC_RS01010	MHP_RS02825
OG0000306	MFC_RS01090	MHP_RS02665
OG0000307	MFC_RS01130	MHP_RS02630
OG0000308	MFC_RS03020	MHP_RS02530
OG0000309	MFC_RS03075	MHP_RS02460
OG0000310	MFC_RS02895	MHP_RS02385
OG0000311	MFC_RS01220	MHP_RS02350
OG0000312	MFC_RS01240	MHP_RS02335
OG0000313	MFC_RS01290	MHP_RS01595
OG0000314	MFC_RS01360	MHP_RS01920
OG0000315	MFC_RS01390	MHP_RS01950
OG0000316	MFC_RS01400	MHP_RS01960
OG0000317	MFC_RS00110	MHP_RS02050
OG0000318	MFC_RS00020	MHP_RS01965
OG0000319	MFC_RS00420	MHP_RS02105
OG0000320	MFC_RS00485	MHP_RS02235
OG0000321	MFC_RS00550	MHP_RS00670
OG0000322	MFC_RS00595	MHP_RS00625
OG0000323	MFC_RS00725	MHP_RS00495
OG0000324	MFC_RS01775	MHP_RS02145
OG0000325	MFC_RS01815	MHP_RS01295
OG0000326	MFC_RS01905	MHP_RS01205
OG0000327	MFC_RS01910	MHP_RS01200
OG0000328	MFC_RS01995	MHP_RS01115
OG0000329	MFC_RS02020	MHP_RS01095
OG0000330	MFC_RS02200	MHP_RS00905
OG0000331	MFC_RS02315	MHP_RS02920
OG0000332	MFC_RS01505	MHP_RS03045
OG0000333	MFC_RS01515	MHP_RS03055
OG0000334	MFC_RS01585	MHP_RS03150
OG0000335	MFC_RS01595	MHP_RS03160
OG0000336	MFC_RS02805	MHP_RS03325
OG0000337	MFC_RS00280	MHP_RS03495
OG0000338	MFC_RS00240	MHP_RS03535
OG0000339	MFC_RS00505	MHP_RS02210
OG0000340	MFC_RS00530	MHP_RS00690
OG0000341	MFC_RS01755	MHP_RS02165
OG0000342	MFC_RS01845	MHP_RS01265
OG0000343	MFC_RS01525	MHP_RS03065
OG0000344	MFC_RS00850	MHP_RS01410
OG0000345	MFC_RS02130	MHP_RS00985
OG0000346	MFC_RS02800	MHP_RS03330
OG0000347	MFC_RS00620	MHP_RS00600
OG0000348	MFC_RS01915	MHP_RS01195
OG0000349	MFC_RS02745	MHP_RS03385
OG0000350	MFC_RS03345	MHP_RS02620
OG0000351	MFC_RS00785	MHP_RS01495
OG0000352	MFC_RS01340	MHP_RS01900
OG0000353	MFC_RS00590	MHP_RS00630
OG0000354	MFC_RS00900	MHP_RS01355
OG0000355	MFC_RS01315	MHP_RS01875
OG0000356	MFC_RS01395	MHP_RS01955
OG0000357	MFC_RS01485	MHP_RS03025
OG0000358	MFC_RS01490	MHP_RS03030
OG0000359	MFC_RS01885	MHP_RS01225
OG0000360	MFC_RS02500	MHP_RS00285
OG0000361	MFC_RS02530	MHP_RS00315
OG0000362	MFC_RS02915	MHP_RS02405
OG0000363	MFC_RS00660	MHP_RS03990
OG0000365	MFC_RS00050	MHP_RS01995
OG0000366	MFC_RS00080	MHP_RS02020
OG0000367	MFC_RS00090	MHP_RS02030
OG0000368	MFC_RS00175	MHP_RS00060
OG0000369	MFC_RS00210	MHP_RS00025
OG0000370	MFC_RS00215	MHP_RS00020
OG0000371	MFC_RS00220	MHP_RS00015
OG0000372	MFC_RS00225	MHP_RS00010
OG0000373	MFC_RS00250	MHP_RS03525
OG0000374	MFC_RS00260	MHP_RS03515
OG0000375	MFC_RS00415	MHP_RS02100
OG0000376	MFC_RS00470	MHP_RS02250
OG0000377	MFC_RS00480	MHP_RS02240
OG0000378	MFC_RS00515	MHP_RS00710
OG0000379	MFC_RS00585	MHP_RS00635
OG0000380	MFC_RS00610	MHP_RS00610
OG0000381	MFC_RS00650	MHP_RS00570
OG0000382	MFC_RS00680	MHP_RS00540
OG0000383	MFC_RS00720	MHP_RS00500
OG0000384	MFC_RS00790	MHP_RS01470
OG0000385	MFC_RS00795	MHP_RS01465
OG0000386	MFC_RS00815	MHP_RS01445
OG0000387	MFC_RS00840	MHP_RS01420
OG0000388	MFC_RS00845	MHP_RS01415
OG0000389	MFC_RS00880	MHP_RS01375
OG0000390	MFC_RS00990	MHP_RS02845
OG0000391	MFC_RS01000	MHP_RS02835
OG0000392	MFC_RS01030	MHP_RS02810
OG0000393	MFC_RS01080	MHP_RS02755
OG0000394	MFC_RS01145	MHP_RS02595
OG0000395	MFC_RS01150	MHP_RS02590
OG0000396	MFC_RS01280	MHP_RS02295
OG0000397	MFC_RS01325	MHP_RS01885
OG0000398	MFC_RS01330	MHP_RS01890
OG0000399	MFC_RS01375	MHP_RS01935
OG0000400	MFC_RS01450	MHP_RS02990
OG0000401	MFC_RS01510	MHP_RS03050
OG0000402	MFC_RS01520	MHP_RS03060
OG0000403	MFC_RS01530	MHP_RS03070
OG0000404	MFC_RS03375, MFC_RS01555	MHP_RS03100
OG0000405	MFC_RS01570	MHP_RS03115
OG0000406	MFC_RS01600	MHP_RS03165
OG0000407	MFC_RS01605	MHP_RS03170
OG0000408	MFC_RS01610	MHP_RS03175
OG0000409	MFC_RS01615	MHP_RS03180
OG0000410	MFC_RS01650	MHP_RS03240
OG0000411	MFC_RS01660	MHP_RS03230
OG0000412	MFC_RS01665	MHP_RS03225
OG0000413	MFC_RS01705	MHP_RS00485
OG0000414	MFC_RS01715	MHP_RS00475
OG0000415	MFC_RS01720	MHP_RS00470
OG0000416	MFC_RS01730	MHP_RS00460
OG0000417	MFC_RS01760	MHP_RS02160
OG0000418	MFC_RS01765	MHP_RS02155
OG0000419	MFC_RS01825	MHP_RS01285
OG0000420	MFC_RS01860	MHP_RS01250
OG0000421	MFC_RS01890	MHP_RS01220
OG0000422	MFC_RS01900	MHP_RS01210
OG0000423	MFC_RS01955	MHP_RS01155
OG0000424	MFC_RS01960	MHP_RS01150
OG0000425	MFC_RS01970	MHP_RS01140
OG0000426	MFC_RS01975	MHP_RS01135
OG0000427	MFC_RS02000	MHP_RS01110
OG0000428	MFC_RS02030	MHP_RS01085
OG0000429	MFC_RS02120	MHP_RS00995
OG0000430	MFC_RS02165	MHP_RS00950
OG0000431	MFC_RS02175	MHP_RS00940
OG0000432	MFC_RS02195	MHP_RS00910
OG0000433	MFC_RS02205	MHP_RS00895
OG0000434	MFC_RS02210	MHP_RS00890
OG0000435	MFC_RS02225	MHP_RS00875
OG0000436	MFC_RS03535	MHP_RS00845
OG0000437	MFC_RS02270	MHP_RS00835
OG0000438	MFC_RS02275	MHP_RS00830
OG0000439	MFC_RS02280	MHP_RS00825
OG0000440	MFC_RS02295	MHP_RS02900
OG0000441	MFC_RS02335	MHP_RS02940
OG0000442	MFC_RS02350	MHP_RS00155
OG0000443	MFC_RS02410	MHP_RS00200
OG0000444	MFC_RS02425	MHP_RS00210
OG0000445	MFC_RS02450	MHP_RS00235
OG0000446	MFC_RS02480	MHP_RS00265
OG0000447	MFC_RS02485	MHP_RS00270
OG0000448	MFC_RS02515	MHP_RS00300
OG0000449	MFC_RS02540	MHP_RS00325
OG0000450	MFC_RS02550	MHP_RS00335
OG0000451	MFC_RS02590	MHP_RS00375
OG0000452	MFC_RS02615	MHP_RS00405
OG0000453	MFC_RS02650	MHP_RS01565
OG0000454	MFC_RS03440, MFC_RS03435	MHP_RS02745
OG0000455	MFC_RS02700	MHP_RS03430
OG0000456	MFC_RS02815	MHP_RS03315
OG0000457	MFC_RS02840	MHP_RS03290
OG0000458	MFC_RS02885	MHP_RS02375
OG0000459	MFC_RS02910	MHP_RS02400
OG0000460	MFC_RS02920	MHP_RS02410
OG0000461	MFC_RS03080	MHP_RS02455
OG0000462	MFC_RS03085	MHP_RS02450
OG0000463	MFC_RS03090	MHP_RS02445
OG0000464	MFC_RS03100	MHP_RS02440
OG0000465	MFC_RS03105	MHP_RS02435
OG0000466	MFC_RS02620	MHP_RS00410
OG0000467	MFC_RS03500	MHP_RS02540
OG0000468	MFC_RS01370	MHP_RS01930
OG0000469	MFC_RS00045	MHP_RS01990
OG0000470	MFC_RS01950	MHP_RS03750
OG0000471	MFC_RS02035	MHP_RS01080
OG0000472	MFC_RS01680	MHP_RS03250
OG0000473	MFC_RS02715	MHP_RS03415
OG0000474	MFC_RS02710	MHP_RS03420
OG0000475	MFC_RS02705	MHP_RS03425
OG0000476	MFC_RS00345	MHP_RS00450
OG0000477	MFC_RS03055	MHP_RS02485
OG0000478	MFC_RS02770	MHP_RS03360
OG0000479	MFC_RS00545	MHP_RS00675
OG0000480	MFC_RS03300	MHP_RS03795
OG0000481	MFC_RS01925	MHP_RS01185
OG0000482	MFC_RS01790	MHP_RS00795
OG0000483	MFC_RS00095	MHP_RS02035
OG0000484	MFC_RS02420	MHP_RS00205
OG0000487	MFC_RS00025	MHP_RS01970
OG0000488	MFC_RS00065	MHP_RS02005
OG0000489	MFC_RS00185	MHP_RS00050
OG0000490	MFC_RS00245	MHP_RS03530
OG0000491	MFC_RS00565	MHP_RS00655
OG0000492	MFC_RS00640	MHP_RS00580
OG0000493	MFC_RS00855	MHP_RS01405
OG0000494	MFC_RS00905	MHP_RS01350
OG0000495	MFC_RS01055	MHP_RS02780
OG0000496	MFC_RS01065	MHP_RS02770
OG0000497	MFC_RS01070	MHP_RS02765
OG0000498	MFC_RS01140	MHP_RS02600
OG0000499	MFC_RS01185	MHP_RS02565
OG0000500	MFC_RS01335	MHP_RS01895
OG0000501	MFC_RS01460	MHP_RS03000
OG0000502	MFC_RS01800	MHP_RS00805
OG0000503	MFC_RS01870	MHP_RS01240
OG0000504	MFC_RS02005	MHP_RS01105
OG0000505	MFC_RS02045	MHP_RS01070
OG0000506	MFC_RS02055	MHP_RS01060
OG0000507	MFC_RS02090	MHP_RS01030
OG0000508	MFC_RS02475	MHP_RS00260
OG0000509	MFC_RS02510	MHP_RS00295
OG0000510	MFC_RS02520	MHP_RS00305
OG0000511	MFC_RS02655	MHP_RS01560
OG0000512	MFC_RS02925	MHP_RS02415
OG0000513	MFC_RS02785	MHP_RS03345
OG0000516	MFC_RS00030	MHP_RS01975
OG0000517	MFC_RS00170	MHP_RS00065
OG0000518	MFC_RS01500	MHP_RS03040
OG0000519	MFC_RS01895	MHP_RS01215
OG0000520	MFC_RS02025	MHP_RS01090
OG0000521	MFC_RS02490	MHP_RS00275
OG0000522	MFC_RS02525	MHP_RS00310
OG0000523	MFC_RS02845	MHP_RS03285
OG0000524	MFC_RS03015	MHP_RS02535
OG0000525	MFC_RS01685	MHP_RS03255
OG0000528	MFC_RS00035	MHP_RS01980
OG0000529	MFC_RS00430	MHP_RS02115
OG0000530	MFC_RS00495	MHP_RS02220
OG0000531	MFC_RS00615	MHP_RS00605
OG0000532	MFC_RS00940	MHP_RS01630
OG0000533	MFC_RS02185	MHP_RS01395
OG0000534	MFC_RS02605	MHP_RS00390
OG0000535	MFC_RS00190	MHP_RS00045
OG0000536	MFC_RS00315	MHP_RS03460
OG0000537	MFC_RS01840	MHP_RS01270
OG0000538	MFC_RS02215	MHP_RS00885
OG0000539	MFC_RS02435	MHP_RS00220
OG0000540	MFC_RS03035	MHP_RS02505
OG0000541	MFC_RS01170	MHP_RS02580
OG0000542	MFC_RS02575	MHP_RS00360
OG0000547	MFC_RS00980	MHP_RS02855
OG0000548	MFC_RS01285	MHP_RS01590
OG0000549	MFC_RS01675	MHP_RS03245
OG0000550	MFC_RS02750	MHP_RS03380
OG0000551	MFC_RS02325	MHP_RS02930
OG0000555	MFC_RS03340	MHP_RS03950
OG0000598	MFC_RS02365	MHP_RS01730
OG0000599	MFC_RS02360	MHP_RS01735
OG0000602	MFC_RS00055	MHP_RS02000
