Orthogroup	MHP_MHP679_proteins	MHP_LH_proteins
OG0000076	WP_160584756.1	WP_011289987.1
OG0000077	WP_160590009.1	WP_233688625.1
OG0000078	WP_160590237.1	WP_233688734.1
OG0000079	WP_020835797.1	WP_233688475.1
OG0000080	WP_179695988.1	WP_233688480.1
OG0000081	WP_160590000.1	WP_233688621.1
OG0000082	WP_258555711.1	WP_233688453.1
OG0000083	WP_160590043.1	WP_011206216.1
OG0000084	WP_011284142.1	WP_011284142.1
OG0000085	WP_160590049.1	WP_233688415.1
OG0000086	WP_160590052.1	WP_233688416.1
OG0000087	WP_020835732.1	WP_011206228.1
OG0000088	WP_160590058.1	WP_044272480.1
OG0000089	WP_011206231.1	WP_011206231.1
OG0000090	WP_094521535.1	WP_233688592.1
OG0000091	WP_160584849.1	WP_233688590.1
OG0000092	WP_011205847.1	WP_011205847.1
OG0000093	WP_020835484.1	WP_020835484.1
OG0000094	WP_014579519.1	WP_233688588.1
OG0000095	WP_044272251.1	WP_044272251.1
OG0000096	WP_011206529.1	WP_011206529.1
OG0000097	WP_146379771.1	WP_233688583.1
OG0000098	WP_146379769.1	WP_233688581.1
OG0000099	WP_160590366.1	WP_233688575.1
OG0000100	WP_011290432.1	WP_233688571.1
OG0000101	WP_011206510.1	WP_011206510.1
OG0000102	WP_135619192.1	WP_233688736.1
OG0000103	WP_160590311.1	WP_233688430.1
OG0000104	WP_011206239.1	WP_011206239.1
OG0000105	WP_160588282.1	WP_135618882.1
OG0000106	WP_146379631.1	WP_135618884.1
OG0000107	WP_011284169.1	WP_011284169.1
OG0000108	WP_192894278.1	WP_011206247.1
OG0000109	WP_160590309.1	WP_233688434.1
OG0000110	WP_146379648.1	WP_233688451.1
OG0000111	WP_258555712.1	WP_233688450.1
OG0000112	WP_258555585.1	WP_233688448.1
OG0000113	WP_160590507.1	WP_233688444.1
OG0000114	WP_258555347.1	WP_233688443.1
OG0000115	WP_011290245.1	WP_011206264.1
OG0000116	WP_160590505.1	WP_233688702.1
OG0000117	WP_160590503.1	WP_233688703.1
OG0000118	WP_179696056.1	WP_233688707.1
OG0000119	WP_135618686.1	WP_179696055.1
OG0000120	WP_160590292.1	WP_160600844.1
OG0000121	WP_011284032.1	WP_011284032.1
OG0000122	WP_020835643.1	WP_011205958.1
OG0000123	WP_011205954.1	WP_233688711.1
OG0000124	WP_011205953.1	WP_011290118.1
OG0000125	WP_011205952.1	WP_011205952.1
OG0000126	WP_011290120.1	WP_011205950.1
OG0000127	WP_160590282.1	WP_011284040.1
OG0000128	WP_160590278.1	WP_233688714.1
OG0000129	WP_014579732.1	WP_014579732.1
OG0000130	WP_160590274.1	WP_011284046.1
OG0000131	WP_146379566.1	WP_233688716.1
OG0000132	WP_160590270.1	WP_233688719.1
OG0000133	WP_014579589.1	WP_014579589.1
OG0000134	WP_233688635.1	WP_233688635.1
OG0000135	WP_011206120.1	WP_011206120.1
OG0000136	WP_135618546.1	WP_233688636.1
OG0000137	WP_011206113.1	WP_011206113.1
OG0000138	WP_160584793.1	WP_011206106.1
OG0000139	WP_011206102.1	WP_179221023.1
OG0000140	WP_160584795.1	WP_011206101.1
OG0000141	WP_011290345.1	WP_011284290.1
OG0000142	WP_160587865.1	WP_011284289.1
OG0000143	WP_135619026.1	WP_233688509.1
OG0000144	WP_044272582.1	WP_233688507.1
OG0000145	WP_258555674.1	WP_228365394.1
OG0000146	WP_011206385.1	WP_011206385.1
OG0000147	WP_011206384.1	WP_233688504.1
OG0000148	WP_160587854.1	WP_233688502.1
OG0000149	WP_011290331.1	WP_011206379.1
OG0000150	WP_160590153.1	WP_135619006.1
OG0000151	WP_160590464.1	WP_179696082.1
OG0000152	WP_160590462.1	WP_160606405.1
OG0000153	WP_011206347.1	WP_233688497.1
OG0000154	WP_160587842.1	WP_011206345.1
OG0000155	WP_020835820.1	WP_233688493.1
OG0000156	WP_011206335.1	WP_011206335.1
OG0000157	WP_014579918.1	WP_011206334.1
OG0000158	WP_160590424.1	WP_275092455.1
OG0000159	WP_160590317.1	WP_011206289.1
OG0000160	WP_160590318.1	WP_233688466.1
OG0000161	WP_011206287.1	WP_011206287.1
OG0000162	WP_135619210.1	WP_135619210.1
OG0000163	WP_160590321.1	WP_233688464.1
OG0000164	WP_146379571.1	WP_233688726.1
OG0000165	WP_011206200.1	WP_011206200.1
OG0000166	WP_160590029.1	WP_233688759.1
OG0000167	WP_011206207.1	WP_011206207.1
OG0000168	WP_160585173.1	WP_233688406.1
OG0000169	WP_160585654.1	WP_094521497.1
OG0000170	WP_160585651.1	WP_233688526.1
OG0000171	WP_160590197.1	WP_011206422.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_160585649.1	WP_094521499.1
OG0000174	WP_160590195.1	WP_233688528.1
OG0000175	WP_160590193.1	WP_233688530.1
OG0000176	WP_160590187.1	WP_233688535.1
OG0000177	WP_160585273.1	WP_233688536.1
OG0000178	WP_044272620.1	WP_011206441.1
OG0000179	WP_160590183.1	WP_233688538.1
OG0000180	WP_160590181.1	WP_160600945.1
OG0000181	WP_160590523.1	WP_020835888.1
OG0000182	WP_011206453.1	WP_011206453.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_011206468.1	WP_011206468.1
OG0000185	WP_020835897.1	WP_011206465.1
OG0000186	WP_160590268.1	WP_135618718.1
OG0000187	WP_011284055.1	WP_011284055.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_160590301.1	WP_233688438.1
OG0000190	WP_011206256.1	WP_011206256.1
OG0000191	WP_135619204.1	WP_011206251.1
OG0000192	WP_011284001.1	WP_011284001.1
OG0000193	WP_011283999.1	WP_011283999.1
OG0000194	WP_160590430.1	WP_011283923.1
OG0000195	WP_011290024.1	WP_011283924.1
OG0000196	WP_179695841.1	WP_014579648.1
OG0000197	WP_041361572.1	WP_041361572.1
OG0000198	WP_011283930.1	WP_011283930.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_020835575.1	WP_233688647.1
OG0000201	WP_011283934.1	WP_011283934.1
OG0000202	WP_160590491.1	WP_233688653.1
OG0000203	WP_011206072.1	WP_233688654.1
OG0000204	WP_308704708.1	WP_014579633.1
OG0000205	WP_160585610.1	WP_233688655.1
OG0000206	WP_011290044.1	WP_135618589.1
OG0000207	WP_094521594.1	WP_011283951.1
OG0000208	WP_160590413.1	WP_011283952.1
OG0000209	WP_011206061.1	WP_011206061.1
OG0000210	WP_011206052.1	WP_233688662.1
OG0000211	WP_011206050.1	WP_233688663.1
OG0000212	WP_011206048.1	WP_011206048.1
OG0000213	WP_011283963.1	WP_011283963.1
OG0000214	WP_011206047.1	WP_011206047.1
OG0000215	WP_011290055.1	WP_011206046.1
OG0000216	WP_160590389.1	WP_233688664.1
OG0000217	WP_011206044.1	WP_011206044.1
OG0000218	WP_011290058.1	WP_233688666.1
OG0000219	WP_011206041.1	WP_020835591.1
OG0000220	WP_160590391.1	WP_011283968.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_041361589.1	WP_041361589.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_160590395.1	WP_233688667.1
OG0000226	WP_011206032.1	WP_011206032.1
OG0000227	WP_011206031.1	WP_011206031.1
OG0000228	WP_094521599.1	WP_233688668.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_160585185.1	WP_014579605.1
OG0000231	WP_011206025.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_011290071.1	WP_233688672.1
OG0000234	WP_160590255.1	WP_044284822.1
OG0000235	WP_011290078.1	WP_233688676.1
OG0000236	WP_011283989.1	WP_011283989.1
OG0000237	WP_160590257.1	WP_233688687.1
OG0000238	WP_011283991.1	WP_233688688.1
OG0000239	WP_146379700.1	WP_011206399.1
OG0000240	WP_020835851.1	WP_011206400.1
OG0000241	WP_044272588.1	WP_011206402.1
OG0000242	WP_146379702.1	WP_233688513.1
OG0000243	WP_146379703.1	WP_011206404.1
OG0000244	WP_011206406.1	WP_160615603.1
OG0000245	WP_135619044.1	WP_146379707.1
OG0000246	WP_258555717.1	WP_050195463.1
OG0000247	WP_308704696.1	WP_233688602.1
OG0000248	WP_160585552.1	WP_014579535.1
OG0000249	WP_160589978.1	WP_233688604.1
OG0000250	WP_011289957.1	WP_011289957.1
OG0000251	WP_146379462.1	WP_014579544.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_160589983.1	WP_233688610.1
OG0000254	WP_160589986.1	WP_020835510.1
OG0000255	WP_014579550.1	WP_044284572.1
OG0000256	WP_011205889.1	WP_011283865.1
OG0000257	WP_011289973.1	WP_233688613.1
OG0000258	WP_011289974.1	WP_011283871.1
OG0000259	WP_020835520.1	WP_233688617.1
OG0000260	WP_011289982.1	WP_011283879.1
OG0000261	WP_160589998.1	WP_233688620.1
OG0000262	WP_135618519.1	WP_014579569.1
OG0000263	WP_160590002.1	WP_011283885.1
OG0000264	WP_011283887.1	WP_011283887.1
OG0000265	WP_044284579.1	WP_233688622.1
OG0000266	WP_011205923.1	WP_011205923.1
OG0000267	WP_146379477.1	WP_233688623.1
OG0000268	WP_146379478.1	WP_011283894.1
OG0000269	WP_011206134.1	WP_179695953.1
OG0000270	WP_160590356.1	WP_233688568.1
OG0000271	WP_160590354.1	WP_233688567.1
OG0000272	WP_146379758.1	WP_011284373.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_160590207.1	WP_233688565.1
OG0000275	WP_228366117.1	WP_011206497.1
OG0000276	WP_011290421.1	WP_011290421.1
OG0000277	WP_011206494.1	WP_233688563.1
OG0000278	WP_011206493.1	WP_011206493.1
OG0000279	WP_011290418.1	WP_233688561.1
OG0000280	WP_011206490.1	WP_011206490.1
OG0000281	WP_011290416.1	WP_011290416.1
OG0000282	WP_160590212.1	WP_011206486.1
OG0000283	WP_160590214.1	WP_044272663.1
OG0000284	WP_160590216.1	WP_011206484.1
OG0000285	WP_160584909.1	WP_011290413.1
OG0000286	WP_146379652.1	WP_334301383.1
OG0000287	WP_160590143.1	WP_011206297.1
OG0000288	WP_011206299.1	WP_233688472.1
OG0000289	WP_160590139.1	WP_233688473.1
OG0000290	WP_160590123.1	WP_014579908.1
OG0000291	WP_011206320.1	WP_011206320.1
OG0000292	WP_160590127.1	WP_044272553.1
OG0000293	WP_160590129.1	WP_233688482.1
OG0000294	WP_160590133.1	WP_233688481.1
OG0000295	WP_160590135.1	WP_011206315.1
OG0000296	WP_041361673.1	WP_233688476.1
OG0000297	WP_011284225.1	WP_011206306.1
OG0000298	WP_160589980.1	WP_233688606.1
OG0000299	WP_011205878.1	WP_011205878.1
OG0000300	WP_041361533.1	WP_041361533.1
OG0000301	WP_160590003.1	WP_011283891.1
OG0000302	WP_011205925.1	WP_014579576.1
OG0000303	WP_011206118.1	WP_146379484.1
OG0000304	WP_011283978.1	WP_011283978.1
OG0000305	WP_160590159.1	WP_233688505.1
OG0000306	WP_160590147.1	WP_233688499.1
OG0000307	WP_160590460.1	WP_044272560.1
OG0000308	WP_160590117.1	WP_233688487.1
OG0000309	WP_160590137.1	WP_160600978.1
OG0000310	WP_160590141.1	WP_233688471.1
OG0000311	WP_011206293.1	WP_011206293.1
OG0000312	WP_160590316.1	WP_233688467.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_160590026.1	WP_233688758.1
OG0000315	WP_160585171.1	WP_233688407.1
OG0000316	WP_160590036.1	WP_014579818.1
OG0000317	WP_146379589.1	WP_233688419.1
OG0000318	WP_220190711.1	WP_233688408.1
OG0000319	WP_308704706.1	WP_233688431.1
OG0000320	WP_160590446.1	WP_233688446.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_233688709.1
OG0000323	WP_160590272.1	WP_233688718.1
OG0000324	WP_094521693.1	WP_011206250.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_160590495.1	WP_233688651.1
OG0000327	WP_160590493.1	WP_011206076.1
OG0000328	WP_041361583.1	WP_233688658.1
OG0000329	WP_011206056.1	WP_044284742.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_146379704.1	WP_011206405.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_160590521.1	WP_160601134.1
OG0000335	WP_160590338.1	WP_233688545.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011290441.1	WP_011206520.1
OG0000338	WP_011284394.1	WP_011284394.1
OG0000339	WP_160590509.1	WP_233688442.1
OG0000340	WP_011205973.1	WP_011205973.1
OG0000341	WP_160590303.1	WP_233688437.1
OG0000342	WP_094521586.1	WP_233688646.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160590335.1	WP_233688639.1
OG0000345	WP_160590393.1	WP_014579611.1
OG0000346	WP_232039558.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_240536364.1	WP_160600882.1
OG0000349	WP_094521522.1	WP_094521522.1
OG0000350	WP_160590468.1	WP_233688496.1
OG0000351	WP_308704698.1	WP_233688626.1
OG0000352	WP_160590018.1	WP_233688755.1
OG0000353	WP_160590290.1	WP_233688708.1
OG0000354	WP_308507047.1	WP_011283917.1
OG0000355	WP_011206194.1	WP_011206194.1
OG0000356	WP_308704699.1	WP_232039529.1
OG0000357	WP_228366113.1	WP_011206427.1
OG0000358	WP_160588052.1	WP_233688529.1
OG0000359	WP_308704713.1	WP_233688649.1
OG0000360	WP_225973008.1	WP_225973008.1
OG0000361	WP_160589992.1	WP_233688616.1
OG0000362	WP_011290282.1	WP_094521719.1
OG0000363	WP_308704679.1	WP_233688761.1
OG0000365	WP_160590046.1	WP_233688412.1
OG0000366	WP_146379594.1	WP_011206224.1
OG0000367	WP_220200603.1	WP_233688417.1
OG0000368	WP_160590170.1	WP_233688591.1
OG0000369	WP_160588112.1	WP_233688587.1
OG0000370	WP_044272260.1	WP_135618444.1
OG0000371	WP_044272256.1	WP_233688586.1
OG0000372	WP_160590172.1	WP_233688585.1
OG0000373	WP_160585758.1	WP_233688584.1
OG0000374	WP_160590174.1	WP_233688582.1
OG0000375	WP_146379628.1	WP_011284163.1
OG0000376	WP_160590440.1	WP_233688449.1
OG0000377	WP_160590444.1	WP_233688447.1
OG0000378	WP_011290102.1	WP_233688701.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_146379558.1	WP_233688710.1
OG0000381	WP_160590284.1	WP_233688712.1
OG0000382	WP_160590276.1	WP_233688715.1
OG0000383	WP_014579735.1	WP_233688717.1
OG0000384	WP_041361727.1	WP_334301384.1
OG0000385	WP_160590327.1	WP_233688633.1
OG0000386	WP_011206121.1	WP_011206121.1
OG0000387	WP_160590331.1	WP_233688637.1
OG0000388	WP_160590333.1	WP_233688638.1
OG0000389	WP_160590407.1	WP_233688643.1
OG0000390	WP_160590163.1	WP_233688508.1
OG0000391	WP_160590161.1	WP_233688506.1
OG0000392	WP_020835840.1	WP_135619016.1
OG0000393	WP_160590149.1	WP_233688500.1
OG0000394	WP_160590539.1	WP_014579921.1
OG0000395	WP_160585121.1	WP_233688494.1
OG0000396	WP_160585153.1	WP_233688463.1
OG0000397	WP_160585022.1	WP_044284644.1
OG0000398	WP_146379611.1	WP_011206197.1
OG0000399	WP_160590031.1	WP_233688760.1
OG0000400	WP_160590199.1	WP_233688525.1
OG0000401	WP_135619070.1	WP_135619070.1
OG0000402	WP_160590189.1	WP_233688532.1
OG0000403	WP_220200769.1	WP_233688533.1
OG0000404	WP_160590185.1	WP_233688537.1
OG0000405	WP_160590179.1	WP_233688539.1
OG0000406	WP_160590340.1	WP_233688546.1
OG0000407	WP_160590342.1	WP_233688547.1
OG0000408	WP_011206457.1	WP_011206457.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_011206469.1	WP_011206469.1
OG0000411	WP_160590352.1	WP_146379742.1
OG0000412	WP_160590350.1	WP_233688552.1
OG0000413	WP_146379568.1	WP_011284051.1
OG0000414	WP_011290131.1	WP_011284053.1
OG0000415	WP_160590266.1	WP_233688720.1
OG0000416	WP_011284056.1	WP_233688721.1
OG0000417	WP_160590305.1	WP_233688436.1
OG0000418	WP_258555694.1	WP_233688435.1
OG0000419	WP_160590432.1	WP_020835572.1
OG0000420	WP_020835574.1	WP_160600868.1
OG0000421	WP_011206080.1	WP_011290034.1
OG0000422	WP_146379504.1	WP_233688650.1
OG0000423	WP_135618585.1	WP_233688656.1
OG0000424	WP_135618587.1	WP_233688657.1
OG0000425	WP_011206065.1	WP_011283949.1
OG0000426	WP_011206064.1	WP_011283950.1
OG0000427	WP_160590415.1	WP_233688659.1
OG0000428	WP_011206054.1	WP_011206054.1
OG0000429	WP_011206036.1	WP_011206036.1
OG0000430	WP_094521600.1	WP_014579604.1
OG0000431	WP_160590397.1	WP_011283976.1
OG0000432	WP_160590251.1	WP_233688673.1
OG0000433	WP_011206014.1	WP_011206014.1
OG0000434	WP_160590253.1	WP_233688674.1
OG0000435	WP_160584678.1	WP_020835610.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_160590259.1	WP_233688689.1
OG0000438	WP_160590261.1	WP_233688690.1
OG0000439	WP_160590263.1	WP_020835619.1
OG0000440	WP_160585229.1	WP_014579953.1
OG0000441	WP_135619046.1	WP_233688514.1
OG0000442	WP_258555718.1	WP_179220985.1
OG0000443	WP_044272282.1	WP_233688608.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_044284571.1	WP_044284571.1
OG0000446	WP_135618497.1	WP_233688612.1
OG0000447	WP_014579553.1	WP_160600671.1
OG0000448	WP_011205897.1	WP_233688615.1
OG0000449	WP_160584763.1	WP_233688618.1
OG0000450	WP_160589995.1	WP_233688619.1
OG0000451	WP_011205913.1	WP_160606509.1
OG0000452	WP_160584747.1	WP_160584747.1
OG0000453	WP_160590005.1	WP_233688624.1
OG0000454	WP_160590247.1	WP_233688728.1
OG0000455	WP_160590360.1	WP_233688570.1
OG0000456	WP_011206487.1	WP_233688560.1
OG0000457	WP_160590218.1	WP_233688559.1
OG0000458	WP_020835790.1	WP_020835790.1
OG0000459	WP_014579890.1	WP_014579890.1
OG0000460	WP_044272549.1	WP_011206303.1
OG0000461	WP_220200762.1	WP_233688479.1
OG0000462	WP_011284228.1	WP_011206311.1
OG0000463	WP_011206310.1	WP_011206310.1
OG0000464	WP_011206309.1	WP_011206309.1
OG0000465	WP_011284227.1	WP_233688477.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_160590113.1	WP_233688489.1
OG0000468	WP_011290194.1	WP_014579812.1
OG0000469	WP_014579824.1	WP_233688411.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_014579622.1	WP_014579622.1
OG0000472	WP_160590454.1	WP_233688554.1
OG0000473	WP_160588156.1	WP_011206506.1
OG0000474	WP_041361711.1	WP_011284377.1
OG0000475	WP_160590358.1	WP_233688569.1
OG0000476	WP_011205931.1	WP_011205931.1
OG0000477	WP_160590131.1	WP_011206317.1
OG0000478	WP_160590209.1	WP_233688564.1
OG0000479	WP_160590295.1	WP_233688706.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_308704712.1	WP_160600884.1
OG0000482	WP_160590377.1	WP_020835622.1
OG0000483	WP_160590070.1	WP_011206227.1
OG0000484	WP_225973007.1	WP_233688609.1
OG0000485	WP_020835615.1	WP_011206004.1
OG0000486	WP_160585249.1	WP_160585249.1
OG0000487	WP_220200751.1	WP_233688409.1
OG0000488	WP_011206221.1	WP_233688414.1
OG0000489	WP_160584852.1	WP_233688589.1
OG0000490	WP_146379773.1	WP_160606487.1
OG0000491	WP_160588241.1	WP_011205966.1
OG0000492	WP_160590286.1	WP_160607802.1
OG0000493	WP_160585737.1	WP_011206114.1
OG0000494	WP_160590403.1	WP_233688644.1
OG0000495	WP_146379689.1	WP_135619008.1
OG0000496	WP_160590151.1	WP_011206375.1
OG0000497	WP_160585682.1	WP_044272567.1
OG0000498	WP_011290314.1	WP_011290314.1
OG0000499	WP_011206333.1	WP_011284249.1
OG0000500	WP_146379610.1	WP_233688754.1
OG0000501	WP_220200770.1	WP_233688527.1
OG0000502	WP_160590375.1	WP_233688692.1
OG0000503	WP_020835576.1	WP_233688648.1
OG0000504	WP_011283955.1	WP_233688660.1
OG0000505	WP_011290053.1	WP_146379519.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_160585191.1	WP_233688665.1
OG0000508	WP_094521758.1	WP_233688611.1
OG0000509	WP_020835518.1	WP_233688614.1
OG0000510	WP_011289977.1	WP_050195448.1
OG0000511	WP_160590007.1	WP_179695952.1
OG0000512	WP_160585006.1	WP_160585006.1
OG0000513	WP_041361708.1	WP_233688562.1
OG0000514	WP_160590157.1	WP_233688503.1
OG0000516	WP_011206214.1	WP_011206214.1
OG0000517	WP_011283834.1	WP_011283834.1
OG0000518	WP_160590191.1	WP_233688531.1
OG0000519	WP_160590497.1	WP_135618573.1
OG0000520	WP_146379514.1	WP_011283957.1
OG0000521	WP_146379468.1	WP_160600673.1
OG0000522	WP_135618505.1	WP_135618505.1
OG0000523	WP_258555679.1	WP_233688558.1
OG0000524	WP_160590115.1	WP_233688488.1
OG0000525	WP_160590456.1	WP_233688555.1
OG0000526	WP_258555664.1	WP_233688749.1
OG0000527	WP_258555658.1	WP_233688743.1
OG0000528	WP_160590040.1	WP_233688410.1
OG0000529	WP_014579831.1	WP_233688432.1
OG0000530	WP_146379640.1	WP_011284186.1
OG0000531	WP_160590288.1	WP_011205956.1
OG0000532	WP_160590479.1	WP_011290141.1
OG0000533	WP_160584784.1	WP_011206110.1
OG0000534	WP_020835528.1	WP_011289989.1
OG0000535	WP_160584854.1	WP_160588116.1
OG0000536	WP_160590368.1	WP_233688576.1
OG0000537	WP_011290028.1	WP_233688645.1
OG0000538	WP_146379532.1	WP_233688675.1
OG0000539	WP_146379463.1	WP_160600661.1
OG0000540	WP_160590125.1	WP_233688483.1
OG0000541	WP_160590426.1	WP_233688492.1
OG0000542	WP_011289986.1	WP_044284771.1
OG0000543	WP_220191275.1	WP_167513696.1, WP_233688685.1
OG0000544	WP_308507054.1	WP_014579703.1
OG0000545	WP_160590087.1	WP_011290175.1
OG0000546	WP_258555239.1	WP_179696083.1
OG0000547	WP_011284286.1	WP_233688510.1
OG0000548	WP_135618730.1	WP_233688724.1
OG0000549	WP_160590452.1	WP_233688553.1
OG0000550	WP_220191147.1	WP_233688566.1
OG0000553	WP_160590422.1	WP_233688491.1
OG0000554	WP_160590436.1	WP_233688452.1
OG0000556	WP_160590095.1	WP_094521569.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_160590381.1	WP_014579699.1
OG0000559	WP_014579758.1	WP_011206161.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_011290073.1	WP_011206015.1
OG0000562	WP_160585755.1	WP_146379618.1
OG0000563	WP_160590085.1	WP_011284098.1
OG0000564	WP_258555724.1	WP_233688700.1
OG0000565	WP_146379612.1	WP_160606463.1
OG0000566	WP_258555665.1	WP_233688751.1
OG0000567	WP_308704700.1	WP_233688748.1
OG0000568	WP_160590428.1	WP_160585617.1
OG0000569	WP_160590383.1	WP_160585559.1
OG0000570	WP_160590385.1	WP_233688695.1
OG0000571	WP_011205986.1	WP_044284610.1
OG0000572	WP_160590387.1	WP_233688697.1
