Orthogroup	MHP_LH_genes	MHP_7422_genes
OG0000095	KUD10_RS00005	MHL_RS00010
OG0000096	KUD10_RS03690	MHL_RS03615
OG0000097	KUD10_RS03670	MHL_RS03595
OG0000099	KUD10_RS03610	MHL_RS03535
OG0000100	KUD10_RS03590	MHL_RS03520
OG0000101	KUD10_RS03585	MHL_RS03515
OG0000102	KUD10_RS01765	MHL_RS01780
OG0000103	KUD10_RS02280	MHL_RS02275
OG0000104	KUD10_RS02285	MHL_RS02280
OG0000105	KUD10_RS02300	MHL_RS02295
OG0000106	KUD10_RS02310	MHL_RS02305
OG0000107	KUD10_RS02320	MHL_RS02315
OG0000108	KUD10_RS02325	MHL_RS02320
OG0000109	KUD10_RS02330	MHL_RS02325
OG0000110	KUD10_RS02450	MHL_RS02450
OG0000111	KUD10_RS02445	MHL_RS02445
OG0000112	KUD10_RS02435	MHL_RS02435
OG0000113	KUD10_RS02415	MHL_RS02415
OG0000114	KUD10_RS02405	MHL_RS02405
OG0000115	KUD10_RS02395	MHL_RS02395
OG0000116	KUD10_RS01370	MHL_RS01380
OG0000117	KUD10_RS01375	MHL_RS01385
OG0000118	KUD10_RS01410	MHL_RS01420
OG0000119	KUD10_RS01415	MHL_RS01425
OG0000120	KUD10_RS01430	MHL_RS01440
OG0000121	KUD10_RS01455	MHL_RS01465
OG0000122	KUD10_RS01460	MHL_RS01470
OG0000123	KUD10_RS01480	MHL_RS01490
OG0000124	KUD10_RS01485	MHL_RS01495
OG0000125	KUD10_RS01490	MHL_RS01500
OG0000126	KUD10_RS01500	MHL_RS01510
OG0000127	KUD10_RS01510	MHL_RS01520
OG0000128	KUD10_RS01525	MHL_RS01535
OG0000129	KUD10_RS01530	MHL_RS01540
OG0000130	KUD10_RS01540	MHL_RS01550
OG0000131	KUD10_RS01570	MHL_RS01580
OG0000132	KUD10_RS01585	MHL_RS01595
OG0000133	KUD10_RS00535	MHL_RS00530
OG0000134	KUD10_RS00540	MHL_RS00535
OG0000135	KUD10_RS00555	MHL_RS00550
OG0000136	KUD10_RS00560	MHL_RS00555
OG0000137	KUD10_RS00600	MHL_RS00585
OG0000138	KUD10_RS00630	MHL_RS00710
OG0000139	KUD10_RS00660	MHL_RS00740
OG0000140	KUD10_RS00665	MHL_RS00745
OG0000141	KUD10_RS03005	MHL_RS02980
OG0000142	KUD10_RS03000	MHL_RS02975
OG0000143	KUD10_RS02980	MHL_RS02950
OG0000144	KUD10_RS02970	MHL_RS02940
OG0000145	KUD10_RS02960	MHL_RS02930
OG0000146	KUD10_RS02950	MHL_RS02920
OG0000147	KUD10_RS02945	MHL_RS02915
OG0000148	KUD10_RS02930	MHL_RS02900
OG0000149	KUD10_RS02920	MHL_RS02890
OG0000150	KUD10_RS02905	MHL_RS02875
OG0000151	KUD10_RS02860	MHL_RS02830
OG0000152	KUD10_RS02855	MHL_RS02825
OG0000153	KUD10_RS02850	MHL_RS02820
OG0000154	KUD10_RS02840	MHL_RS02810
OG0000155	KUD10_RS02805	MHL_RS02770
OG0000156	KUD10_RS02795	MHL_RS02760
OG0000157	KUD10_RS02790	MHL_RS02755
OG0000158	KUD10_RS03710	MHL_RS04195
OG0000159	KUD10_RS02545	MHL_RS02525
OG0000160	KUD10_RS02540	MHL_RS02520
OG0000161	KUD10_RS02535	MHL_RS02515
OG0000162	KUD10_RS02525	MHL_RS02505
OG0000163	KUD10_RS02520	MHL_RS02500
OG0000164	KUD10_RS01670	MHL_RS01690
OG0000165	KUD10_RS01990	MHL_RS02015
OG0000166	KUD10_RS02010	MHL_RS02035
OG0000167	KUD10_RS02025	MHL_RS02050
OG0000168	KUD10_RS02030	MHL_RS04040
OG0000169	KUD10_RS03115	MHL_RS03055
OG0000170	KUD10_RS03130	MHL_RS03070
OG0000171	KUD10_RS03140	MHL_RS03080
OG0000172	KUD10_RS03145	MHL_RS03085
OG0000173	KUD10_RS03150	MHL_RS03090
OG0000174	KUD10_RS03155	MHL_RS03095
OG0000175	KUD10_RS03170	MHL_RS03110
OG0000176	KUD10_RS03215	MHL_RS03160
OG0000177	KUD10_RS03220	MHL_RS03165
OG0000178	KUD10_RS03225	MHL_RS03170
OG0000179	KUD10_RS03235	MHL_RS03180
OG0000180	KUD10_RS03240	MHL_RS03185
OG0000181	KUD10_RS03285	MHL_RS03225
OG0000182	KUD10_RS03295	MHL_RS03235
OG0000183	KUD10_RS03330	MHL_RS03270
OG0000184	KUD10_RS03375	MHL_RS03310
OG0000185	KUD10_RS03360	MHL_RS03295
OG0000186	KUD10_RS01595	MHL_RS01605
OG0000187	KUD10_RS01610	MHL_RS01620
OG0000188	KUD10_RS01620	MHL_RS01630
OG0000189	KUD10_RS02365	MHL_RS02365
OG0000190	KUD10_RS02360	MHL_RS02360
OG0000191	KUD10_RS02340	MHL_RS02340
OG0000192	KUD10_RS01290	MHL_RS01300
OG0000193	KUD10_RS01275	MHL_RS01290
OG0000194	KUD10_RS00685	MHL_RS00780
OG0000195	KUD10_RS00690	MHL_RS00785
OG0000196	KUD10_RS00710	MHL_RS00805
OG0000197	KUD10_RS00715	MHL_RS00810
OG0000198	KUD10_RS00730	MHL_RS00825
OG0000199	KUD10_RS00735	MHL_RS00830
OG0000200	KUD10_RS00750	MHL_RS00840
OG0000201	KUD10_RS00760	MHL_RS00850
OG0000202	KUD10_RS00815	MHL_RS00905
OG0000203	KUD10_RS00820	MHL_RS00910
OG0000204	KUD10_RS00825	MHL_RS00915
OG0000205	KUD10_RS00830	MHL_RS00920
OG0000206	KUD10_RS00850	MHL_RS00940
OG0000207	KUD10_RS00865	MHL_RS00955
OG0000208	KUD10_RS00870	MHL_RS00960
OG0000209	KUD10_RS00875	MHL_RS00965
OG0000210	KUD10_RS00920	MHL_RS01010
OG0000211	KUD10_RS00930	MHL_RS01020
OG0000212	KUD10_RS00940	MHL_RS01030
OG0000213	KUD10_RS00945	MHL_RS01035
OG0000214	KUD10_RS00950	MHL_RS01040
OG0000215	KUD10_RS00955	MHL_RS01045
OG0000216	KUD10_RS00960	MHL_RS01050
OG0000217	KUD10_RS00965	MHL_RS01055
OG0000218	KUD10_RS00975	MHL_RS01065
OG0000219	KUD10_RS00980	MHL_RS01070
OG0000220	KUD10_RS00985	MHL_RS01075
OG0000221	KUD10_RS00990	MHL_RS01080
OG0000222	KUD10_RS00995	MHL_RS01085
OG0000223	KUD10_RS01000	MHL_RS01090
OG0000224	KUD10_RS01010	MHL_RS01100
OG0000225	KUD10_RS01020	MHL_RS01110
OG0000226	KUD10_RS01025	MHL_RS01115
OG0000227	KUD10_RS01030	MHL_RS01120
OG0000228	KUD10_RS03740	MHL_RS04215
OG0000229	KUD10_RS01040	MHL_RS01130
OG0000230	KUD10_RS01045	MHL_RS01135
OG0000231	KUD10_RS01055	MHL_RS01145
OG0000232	KUD10_RS01065	MHL_RS01155
OG0000233	KUD10_RS01090	MHL_RS01175
OG0000234	KUD10_RS01125	MHL_RS01210
OG0000235	KUD10_RS01135	MHL_RS01220
OG0000236	KUD10_RS01140	MHL_RS01225
OG0000237	KUD10_RS01230	MHL_RS01230
OG0000238	KUD10_RS01235	MHL_RS01240
OG0000239	KUD10_RS03015	MHL_RS02990
OG0000240	KUD10_RS03020	MHL_RS02995
OG0000241	KUD10_RS03030	MHL_RS03005
OG0000242	KUD10_RS03035	MHL_RS03010
OG0000243	KUD10_RS03040	MHL_RS03015
OG0000244	KUD10_RS03050	MHL_RS03025
OG0000245	KUD10_RS03055	MHL_RS03035
OG0000246	KUD10_RS00140	MHL_RS00145
OG0000247	KUD10_RS00150	MHL_RS00155
OG0000248	KUD10_RS00160	MHL_RS00165
OG0000249	KUD10_RS00165	MHL_RS00170
OG0000250	KUD10_RS00180	MHL_RS00185
OG0000251	KUD10_RS00210	MHL_RS00210
OG0000252	KUD10_RS00220	MHL_RS00220
OG0000253	KUD10_RS00225	MHL_RS00225
OG0000254	KUD10_RS00235	MHL_RS00235
OG0000255	KUD10_RS00240	MHL_RS00245
OG0000256	KUD10_RS00245	MHL_RS00250
OG0000257	KUD10_RS00270	MHL_RS00275
OG0000258	KUD10_RS00280	MHL_RS00285
OG0000259	KUD10_RS00310	MHL_RS00315
OG0000260	KUD10_RS00320	MHL_RS00325
OG0000261	KUD10_RS00330	MHL_RS00335
OG0000262	KUD10_RS00345	MHL_RS00350
OG0000263	KUD10_RS00360	MHL_RS00370
OG0000264	KUD10_RS00375	MHL_RS00380
OG0000265	KUD10_RS00385	MHL_RS00390
OG0000266	KUD10_RS00400	MHL_RS00405
OG0000267	KUD10_RS00415	MHL_RS00420
OG0000268	KUD10_RS00420	MHL_RS00425
OG0000269	KUD10_RS00435	MHL_RS00440
OG0000270	KUD10_RS03560	MHL_RS03490
OG0000271	KUD10_RS03555	MHL_RS03485
OG0000272	KUD10_RS03550	MHL_RS03480
OG0000273	KUD10_RS03545	MHL_RS03475
OG0000274	KUD10_RS03525	MHL_RS03455
OG0000275	KUD10_RS03520	MHL_RS03450
OG0000276	KUD10_RS03515	MHL_RS03445
OG0000277	KUD10_RS03505	MHL_RS03435
OG0000278	KUD10_RS03500	MHL_RS03430
OG0000279	KUD10_RS03490	MHL_RS03420
OG0000280	KUD10_RS03485	MHL_RS03415
OG0000281	KUD10_RS03480	MHL_RS03760
OG0000282	KUD10_RS03455	MHL_RS03390
OG0000283	KUD10_RS03450	MHL_RS03385
OG0000284	KUD10_RS03445	MHL_RS03380
OG0000285	KUD10_RS03440	MHL_RS03375
OG0000286	KUD10_RS02505	MHL_RS02485
OG0000287	KUD10_RS02600	MHL_RS02575
OG0000288	KUD10_RS02610	MHL_RS02585
OG0000289	KUD10_RS02615	MHL_RS02590
OG0000290	KUD10_RS02730	MHL_RS02700
OG0000291	KUD10_RS02720	MHL_RS02690
OG0000292	KUD10_RS02715	MHL_RS02685
OG0000293	KUD10_RS02710	MHL_RS02680
OG0000294	KUD10_RS02700	MHL_RS02670
OG0000295	KUD10_RS02695	MHL_RS02665
OG0000296	KUD10_RS02650	MHL_RS02625
OG0000297	KUD10_RS02645	MHL_RS02620
OG0000298	KUD10_RS00175	MHL_RS00180
OG0000299	KUD10_RS00195	MHL_RS03650
OG0000300	KUD10_RS00370	MHL_RS00375
OG0000301	KUD10_RS00405	MHL_RS00410
OG0000302	KUD10_RS00410	MHL_RS00415
OG0000303	KUD10_RS00565	MHL_RS00560
OG0000304	KUD10_RS01070	MHL_RS01160
OG0000305	KUD10_RS02955	MHL_RS02925
OG0000306	KUD10_RS02880	MHL_RS02850
OG0000307	KUD10_RS02845	MHL_RS02815
OG0000308	KUD10_RS02750	MHL_RS02720
OG0000309	KUD10_RS02685	MHL_RS02655
OG0000310	KUD10_RS02605	MHL_RS02580
OG0000311	KUD10_RS02565	MHL_RS02545
OG0000312	KUD10_RS02550	MHL_RS02530
OG0000313	KUD10_RS01660	MHL_RS01680
OG0000314	KUD10_RS02005	MHL_RS02030
OG0000315	KUD10_RS02035	MHL_RS02060
OG0000316	KUD10_RS02045	MHL_RS02070
OG0000317	KUD10_RS02140	MHL_RS02160
OG0000318	KUD10_RS02050	MHL_RS02075
OG0000319	KUD10_RS02295	MHL_RS02290
OG0000320	KUD10_RS02425	MHL_RS02425
OG0000321	KUD10_RS01405	MHL_RS01415
OG0000322	KUD10_RS01450	MHL_RS01460
OG0000323	KUD10_RS01580	MHL_RS01590
OG0000324	KUD10_RS02335	MHL_RS02335
OG0000325	KUD10_RS00695	MHL_RS00790
OG0000326	KUD10_RS00790	MHL_RS00880
OG0000327	KUD10_RS00795	MHL_RS00885
OG0000328	KUD10_RS00880	MHL_RS00970
OG0000329	KUD10_RS00900	MHL_RS00990
OG0000330	KUD10_RS01100	MHL_RS01185
OG0000331	KUD10_RS03045	MHL_RS03020
OG0000332	KUD10_RS03180	MHL_RS03120
OG0000333	KUD10_RS03190	MHL_RS03130
OG0000334	KUD10_RS03290	MHL_RS03230
OG0000335	KUD10_RS03300	MHL_RS03240
OG0000336	KUD10_RS03470	MHL_RS03405
OG0000337	KUD10_RS03645	MHL_RS03570
OG0000338	KUD10_RS03685	MHL_RS03610
OG0000339	KUD10_RS02400	MHL_RS02400
OG0000340	KUD10_RS01385	MHL_RS01395
OG0000341	KUD10_RS02355	MHL_RS02355
OG0000342	KUD10_RS00725	MHL_RS00820
OG0000343	KUD10_RS03200	MHL_RS03140
OG0000344	KUD10_RS00580	MHL_RS00580
OG0000345	KUD10_RS01015	MHL_RS01105
OG0000346	KUD10_RS03475	MHL_RS03410
OG0000347	KUD10_RS01475	MHL_RS01485
OG0000348	KUD10_RS00800	MHL_RS00890
OG0000349	KUD10_RS03535	MHL_RS03640
OG0000350	KUD10_RS02835	MHL_RS02805
OG0000351	KUD10_RS00490	MHL_RS00505
OG0000352	KUD10_RS01985	MHL_RS02010
OG0000353	KUD10_RS01445	MHL_RS01455
OG0000354	KUD10_RS00645	MHL_RS00725
OG0000355	KUD10_RS01960	MHL_RS01980
OG0000356	KUD10_RS02040	MHL_RS02065
OG0000357	KUD10_RS03160	MHL_RS03100
OG0000358	KUD10_RS03165	MHL_RS03105
OG0000359	KUD10_RS00770	MHL_RS00860
OG0000360	KUD10_RS00275	MHL_RS00280
OG0000361	KUD10_RS00305	MHL_RS00310
OG0000362	KUD10_RS02625	MHL_RS02600
OG0000363	KUD10_RS01515	MHL_RS03985
OG0000364	KUD10_RS01940	MHL_RS01955
OG0000365	KUD10_RS02085	MHL_RS02105
OG0000366	KUD10_RS02110	MHL_RS02130
OG0000367	KUD10_RS02120	MHL_RS02140
OG0000368	KUD10_RS00060	MHL_RS00065
OG0000369	KUD10_RS00025	MHL_RS00030
OG0000370	KUD10_RS00020	MHL_RS00025
OG0000371	KUD10_RS00015	MHL_RS00020
OG0000372	KUD10_RS00010	MHL_RS00015
OG0000373	KUD10_RS03675	MHL_RS03605
OG0000374	KUD10_RS03665	MHL_RS03590
OG0000375	KUD10_RS02290	MHL_RS02285
OG0000376	KUD10_RS02440	MHL_RS02440
OG0000377	KUD10_RS02430	MHL_RS02430
OG0000378	KUD10_RS01365	MHL_RS01375
OG0000379	KUD10_RS01440	MHL_RS01450
OG0000380	KUD10_RS01465	MHL_RS01475
OG0000381	KUD10_RS01505	MHL_RS01515
OG0000382	KUD10_RS01535	MHL_RS01545
OG0000383	KUD10_RS01575	MHL_RS01585
OG0000384	KUD10_RS00520	MHL_RS00520
OG0000386	KUD10_RS00545	MHL_RS00540
OG0000387	KUD10_RS00570	MHL_RS00565
OG0000388	KUD10_RS00575	MHL_RS00570
OG0000389	KUD10_RS00625	MHL_RS00705
OG0000390	KUD10_RS02975	MHL_RS02945
OG0000391	KUD10_RS02965	MHL_RS02935
OG0000392	KUD10_RS02940	MHL_RS02910
OG0000393	KUD10_RS02885	MHL_RS02855
OG0000394	KUD10_RS02815	MHL_RS02780
OG0000395	KUD10_RS02810	MHL_RS02775
OG0000396	KUD10_RS02510	MHL_RS02490
OG0000397	KUD10_RS01970	MHL_RS01995
OG0000398	KUD10_RS01975	MHL_RS02000
OG0000399	KUD10_RS02020	MHL_RS02045
OG0000400	KUD10_RS03125	MHL_RS03065
OG0000401	KUD10_RS03185	MHL_RS03125
OG0000402	KUD10_RS03195	MHL_RS03135
OG0000403	KUD10_RS03205	MHL_RS03145
OG0000404	KUD10_RS03230	MHL_RS03175
OG0000405	KUD10_RS03245	MHL_RS03190
OG0000406	KUD10_RS03305	MHL_RS03245
OG0000407	KUD10_RS03310	MHL_RS03250
OG0000408	KUD10_RS03315	MHL_RS03255
OG0000409	KUD10_RS03320	MHL_RS03260
OG0000410	KUD10_RS03380	MHL_RS03315
OG0000411	KUD10_RS03370	MHL_RS03305
OG0000412	KUD10_RS03365	MHL_RS03300
OG0000413	KUD10_RS01590	MHL_RS01600
OG0000414	KUD10_RS01600	MHL_RS01610
OG0000415	KUD10_RS01605	MHL_RS01615
OG0000416	KUD10_RS01615	MHL_RS01625
OG0000417	KUD10_RS02350	MHL_RS02350
OG0000418	KUD10_RS02345	MHL_RS02345
OG0000419	KUD10_RS00705	MHL_RS00800
OG0000420	KUD10_RS00740	MHL_RS00835
OG0000421	KUD10_RS00775	MHL_RS00865
OG0000422	KUD10_RS00785	MHL_RS00875
OG0000423	KUD10_RS00840	MHL_RS00930
OG0000424	KUD10_RS00845	MHL_RS00935
OG0000425	KUD10_RS00855	MHL_RS00945
OG0000426	KUD10_RS00860	MHL_RS00950
OG0000427	KUD10_RS00885	MHL_RS00975
OG0000428	KUD10_RS00910	MHL_RS01000
OG0000429	KUD10_RS01005	MHL_RS01095
OG0000430	KUD10_RS01050	MHL_RS01140
OG0000431	KUD10_RS01060	MHL_RS01150
OG0000432	KUD10_RS01095	MHL_RS01180
OG0000433	KUD10_RS01110	MHL_RS01195
OG0000434	KUD10_RS01115	MHL_RS01200
OG0000435	KUD10_RS01130	MHL_RS01215
OG0000436	KUD10_RS01240	MHL_RS01245
OG0000437	KUD10_RS01250	MHL_RS01255
OG0000438	KUD10_RS01255	MHL_RS03965
OG0000439	KUD10_RS01260	MHL_RS01265
OG0000440	KUD10_RS03025	MHL_RS03000
OG0000441	KUD10_RS03060	MHL_RS03040
OG0000442	KUD10_RS00145	MHL_RS00150
OG0000443	KUD10_RS00190	MHL_RS00195
OG0000444	KUD10_RS00205	MHL_RS00205
OG0000445	KUD10_RS00230	MHL_RS00230
OG0000446	KUD10_RS00255	MHL_RS00260
OG0000447	KUD10_RS00260	MHL_RS00265
OG0000448	KUD10_RS00290	MHL_RS00295
OG0000449	KUD10_RS00315	MHL_RS00320
OG0000450	KUD10_RS00325	MHL_RS00330
OG0000452	KUD10_RS00390	MHL_RS00395
OG0000453	KUD10_RS00425	MHL_RS00430
OG0000455	KUD10_RS03580	MHL_RS03510
OG0000456	KUD10_RS03460	MHL_RS03395
OG0000457	KUD10_RS03435	MHL_RS03370
OG0000458	KUD10_RS02595	MHL_RS02570
OG0000459	KUD10_RS02620	MHL_RS02595
OG0000460	KUD10_RS02630	MHL_RS02605
OG0000461	KUD10_RS02680	MHL_RS02650
OG0000462	KUD10_RS02670	MHL_RS02645
OG0000463	KUD10_RS02665	MHL_RS02640
OG0000464	KUD10_RS02660	MHL_RS02635
OG0000465	KUD10_RS02655	MHL_RS02630
OG0000466	KUD10_RS00395	MHL_RS00400
OG0000467	KUD10_RS02760	MHL_RS02730
OG0000468	KUD10_RS02015	MHL_RS02040
OG0000469	KUD10_RS02075	MHL_RS02100
OG0000470	KUD10_RS00835	MHL_RS03825
OG0000471	KUD10_RS00915	MHL_RS01005
OG0000472	KUD10_RS03390	MHL_RS03325
OG0000473	KUD10_RS03565	MHL_RS03495
OG0000474	KUD10_RS03570	MHL_RS03500
OG0000475	KUD10_RS03575	MHL_RS03505
OG0000476	KUD10_RS01625	MHL_RS01635
OG0000477	KUD10_RS02705	MHL_RS02675
OG0000478	KUD10_RS03510	MHL_RS03440
OG0000479	KUD10_RS01400	MHL_RS01410
OG0000480	KUD10_RS02080	MHL_RS03850
OG0000481	KUD10_RS00810	MHL_RS00900
OG0000482	KUD10_RS01280	MHL_RS01295
OG0000483	KUD10_RS02125	MHL_RS02145
OG0000484	KUD10_RS00200	MHL_RS00200
OG0000485	KUD10_RS01245	MHL_RS01250
OG0000486	KUD10_RS02370	MHL_RS02370
OG0000487	KUD10_RS02055	MHL_RS02080
OG0000488	KUD10_RS02095	MHL_RS02115
OG0000489	KUD10_RS00050	MHL_RS00055
OG0000491	KUD10_RS01420	MHL_RS01430
OG0000492	KUD10_RS01495	MHL_RS01505
OG0000494	KUD10_RS00650	MHL_RS00730
OG0000495	KUD10_RS02910	MHL_RS02880
OG0000496	KUD10_RS02900	MHL_RS04090
OG0000497	KUD10_RS02895	MHL_RS02865
OG0000498	KUD10_RS02820	MHL_RS02785
OG0000499	KUD10_RS02785	MHL_RS02750
OG0000500	KUD10_RS01980	MHL_RS02005
OG0000501	KUD10_RS03135	MHL_RS03075
OG0000502	KUD10_RS01270	MHL_RS01285
OG0000503	KUD10_RS00755	MHL_RS00845
OG0000504	KUD10_RS00890	MHL_RS00980
OG0000505	KUD10_RS00925	MHL_RS01015
OG0000506	KUD10_RS00935	MHL_RS01025
OG0000507	KUD10_RS00970	MHL_RS01060
OG0000508	KUD10_RS00250	MHL_RS00255
OG0000509	KUD10_RS00285	MHL_RS00290
OG0000510	KUD10_RS00295	MHL_RS00300
OG0000511	KUD10_RS00430	MHL_RS00435
OG0000512	KUD10_RS02635	MHL_RS02610
OG0000513	KUD10_RS03495	MHL_RS03425
OG0000514	KUD10_RS02935	MHL_RS02905
OG0000516	KUD10_RS02060	MHL_RS02085
OG0000517	KUD10_RS00065	MHL_RS00070
OG0000518	KUD10_RS03175	MHL_RS03115
OG0000519	KUD10_RS00780	MHL_RS00870
OG0000520	KUD10_RS00905	MHL_RS00995
OG0000521	KUD10_RS00265	MHL_RS00270
OG0000522	KUD10_RS00300	MHL_RS00305
OG0000523	KUD10_RS03430	MHL_RS03365
OG0000524	KUD10_RS02755	MHL_RS02725
OG0000525	KUD10_RS03395	MHL_RS03330
OG0000526	KUD10_RS01895	MHL_RS04020
OG0000527	KUD10_RS01830	MHL_RS01840
OG0000528	KUD10_RS02065	MHL_RS02090
OG0000529	KUD10_RS02305	MHL_RS02300
OG0000530	KUD10_RS02410	MHL_RS02410
OG0000531	KUD10_RS01470	MHL_RS01480
OG0000532	KUD10_RS01685	MHL_RS01715
OG0000533	KUD10_RS00605	MHL_RS03945, MHL_RS03940
OG0000534	KUD10_RS00380	MHL_RS00385
OG0000535	KUD10_RS00045	MHL_RS00050
OG0000536	KUD10_RS03615	MHL_RS03540
OG0000537	KUD10_RS00720	MHL_RS00815
OG0000538	KUD10_RS01120	MHL_RS01205
OG0000539	KUD10_RS00215	MHL_RS00215
OG0000540	KUD10_RS02725	MHL_RS02695
OG0000541	KUD10_RS02800	MHL_RS02765
OG0000542	KUD10_RS00350	MHL_RS00355
OG0000543	KUD10_RS01695, KUD10_RS01215	MHL_RS01650
