Orthogroup	MHP_KM014_genes	MHP_MHP682_genes
OG0000106	CIB43_RS03140	DR097_RS02740
OG0000107	CIB43_RS03150	DR097_RS02750
OG0000108	CIB43_RS03155	DR097_RS02755
OG0000109	CIB43_RS03160	DR097_RS02760
OG0000110	CIB43_RS03290	DR097_RS02155
OG0000111	CIB43_RS03285	DR097_RS02150
OG0000112	CIB43_RS03280	DR097_RS02140
OG0000113	CIB43_RS03260	DR097_RS04705
OG0000114	CIB43_RS03245	DR097_RS02110
OG0000115	CIB43_RS03230	DR097_RS02095
OG0000116	CIB43_RS02165	DR097_RS00320
OG0000117	CIB43_RS02170	DR097_RS00315
OG0000118	CIB43_RS02205	DR097_RS01690
OG0000119	CIB43_RS02210	DR097_RS01685
OG0000120	CIB43_RS02230	DR097_RS01670
OG0000121	CIB43_RS02250	DR097_RS01645
OG0000122	CIB43_RS02255	DR097_RS01640
OG0000123	CIB43_RS02275	DR097_RS01620
OG0000124	CIB43_RS02280	DR097_RS01615
OG0000125	CIB43_RS02285	DR097_RS01610
OG0000126	CIB43_RS02295	DR097_RS01600
OG0000127	CIB43_RS02305	DR097_RS01590
OG0000128	CIB43_RS02320	DR097_RS03460
OG0000129	CIB43_RS02330	DR097_RS03355
OG0000130	CIB43_RS02335	DR097_RS03345
OG0000131	CIB43_RS02370	DR097_RS04820
OG0000132	CIB43_RS02385	DR097_RS04815
OG0000133	CIB43_RS01415	DR097_RS02400
OG0000134	CIB43_RS01425	DR097_RS02395
OG0000135	CIB43_RS01435	DR097_RS02380
OG0000136	CIB43_RS01440	DR097_RS02375
OG0000137	CIB43_RS01470	DR097_RS02345
OG0000138	CIB43_RS01495	DR097_RS03080
OG0000139	CIB43_RS01525	DR097_RS03050
OG0000140	CIB43_RS01540	DR097_RS03045
OG0000141	CIB43_RS03850	DR097_RS01260
OG0000142	CIB43_RS03845	DR097_RS04625
OG0000143	CIB43_RS03835	DR097_RS01230
OG0000144	CIB43_RS03815	DR097_RS01220
OG0000145	CIB43_RS03805	DR097_RS01210
OG0000146	CIB43_RS03790	DR097_RS01200
OG0000147	CIB43_RS03785	DR097_RS01195
OG0000148	CIB43_RS03780	DR097_RS01180
OG0000149	CIB43_RS03760	DR097_RS01170
OG0000150	CIB43_RS03745	DR097_RS01155
OG0000151	CIB43_RS03700	DR097_RS01755
OG0000152	CIB43_RS03695	DR097_RS01760
OG0000153	CIB43_RS03690	DR097_RS01765
OG0000154	CIB43_RS03680	DR097_RS01775
OG0000155	CIB43_RS03645	DR097_RS01820
OG0000156	CIB43_RS03635	DR097_RS01490
OG0000157	CIB43_RS03625	DR097_RS04640
OG0000158	CIB43_RS03620	DR097_RS04645
OG0000159	CIB43_RS03385	DR097_RS04905
OG0000160	CIB43_RS03380	DR097_RS01950
OG0000161	CIB43_RS03375	DR097_RS01955
OG0000163	CIB43_RS03370	DR097_RS01970
OG0000164	CIB43_RS02495	DR097_RS03125
OG0000165	CIB43_RS02840	DR097_RS00830
OG0000166	CIB43_RS02860	DR097_RS00810
OG0000167	CIB43_RS02875	DR097_RS00795
OG0000168	CIB43_RS02880	DR097_RS00790
OG0000169	CIB43_RS00130	DR097_RS01475
OG0000171	CIB43_RS00155	DR097_RS01450
OG0000172	CIB43_RS00160	DR097_RS01445
OG0000173	CIB43_RS00165	DR097_RS01440
OG0000174	CIB43_RS00170	DR097_RS01435
OG0000175	CIB43_RS00190	DR097_RS01420
OG0000176	CIB43_RS00235	DR097_RS01370
OG0000177	CIB43_RS00240	DR097_RS01365
OG0000178	CIB43_RS00245	DR097_RS01360
OG0000179	CIB43_RS00255	DR097_RS01350
OG0000180	CIB43_RS00260	DR097_RS01345
OG0000181	CIB43_RS00310	DR097_RS04805
OG0000182	CIB43_RS00320	DR097_RS03155
OG0000183	CIB43_RS00355	DR097_RS03570
OG0000184	CIB43_RS00430	DR097_RS02975
OG0000185	CIB43_RS00380	DR097_RS02990
OG0000186	CIB43_RS02400	DR097_RS04760
OG0000187	CIB43_RS02410	DR097_RS02915
OG0000188	CIB43_RS02425	DR097_RS02905
OG0000189	CIB43_RS03200	DR097_RS04790
OG0000190	CIB43_RS03195	DR097_RS03030
OG0000191	CIB43_RS03180	DR097_RS03010
OG0000192	CIB43_RS02085	DR097_RS00400
OG0000193	CIB43_RS02075	DR097_RS00415
OG0000194	CIB43_RS01560	DR097_RS01130
OG0000195	CIB43_RS01565	DR097_RS01125
OG0000196	CIB43_RS01585	DR097_RS01105
OG0000197	CIB43_RS01590	DR097_RS01100
OG0000198	CIB43_RS01605	DR097_RS01085
OG0000199	CIB43_RS01615	DR097_RS01080
OG0000200	CIB43_RS01630	DR097_RS01065
OG0000201	CIB43_RS01635	DR097_RS01055
OG0000202	CIB43_RS01690	DR097_RS01000
OG0000203	CIB43_RS01695	DR097_RS00995
OG0000204	CIB43_RS01700	DR097_RS00990
OG0000205	CIB43_RS01705	DR097_RS00985
OG0000206	CIB43_RS01735	DR097_RS00965
OG0000207	CIB43_RS01740	DR097_RS00950
OG0000208	CIB43_RS01745	DR097_RS00945
OG0000209	CIB43_RS01750	DR097_RS00940
OG0000210	CIB43_RS01800	DR097_RS04925
OG0000211	CIB43_RS01805	DR097_RS02185
OG0000212	CIB43_RS01815	DR097_RS02195
OG0000213	CIB43_RS01820	DR097_RS02200
OG0000214	CIB43_RS01825	DR097_RS02205
OG0000215	CIB43_RS01830	DR097_RS02210
OG0000216	CIB43_RS01835	DR097_RS02215
OG0000217	CIB43_RS01845	DR097_RS02220
OG0000218	CIB43_RS01850	DR097_RS02230
OG0000219	CIB43_RS01855	DR097_RS02235
OG0000220	CIB43_RS01860	DR097_RS02240
OG0000221	CIB43_RS01865	DR097_RS02245
OG0000222	CIB43_RS01870	DR097_RS02250
OG0000223	CIB43_RS01875	DR097_RS02255
OG0000225	CIB43_RS01895	DR097_RS02275
OG0000226	CIB43_RS01900	DR097_RS02280
OG0000227	CIB43_RS01905	DR097_RS02285
OG0000228	CIB43_RS01910	DR097_RS04910
OG0000229	CIB43_RS01915	DR097_RS02295
OG0000230	CIB43_RS01920	DR097_RS02300
OG0000231	CIB43_RS01935	DR097_RS02310
OG0000232	CIB43_RS01940	DR097_RS02320
OG0000233	CIB43_RS01965	DR097_RS00535
OG0000234	CIB43_RS02000	DR097_RS00495
OG0000235	CIB43_RS02005	DR097_RS00485
OG0000236	CIB43_RS02010	DR097_RS00480
OG0000237	CIB43_RS02015	DR097_RS00475
OG0000238	CIB43_RS02025	DR097_RS00465
OG0000239	CIB43_RS03860	DR097_RS01270
OG0000240	CIB43_RS03870	DR097_RS01275
OG0000241	CIB43_RS03875	DR097_RS01285
OG0000242	CIB43_RS03880	DR097_RS01290
OG0000243	CIB43_RS03885	DR097_RS01295
OG0000244	CIB43_RS03900	DR097_RS01305
OG0000245	CIB43_RS03905	DR097_RS01315
OG0000246	CIB43_RS00845	DR097_RS00300
OG0000247	CIB43_RS00850	DR097_RS00290
OG0000248	CIB43_RS00875	DR097_RS00280
OG0000250	CIB43_RS00885	DR097_RS00260
OG0000251	CIB43_RS00925	DR097_RS00225
OG0000252	CIB43_RS00930	DR097_RS00215
OG0000253	CIB43_RS00940	DR097_RS00210
OG0000254	CIB43_RS00950	DR097_RS00200
OG0000255	CIB43_RS00955	DR097_RS00190
OG0000256	CIB43_RS00960	DR097_RS00185
OG0000257	CIB43_RS00985	DR097_RS00160
OG0000258	CIB43_RS01015	DR097_RS00150
OG0000259	CIB43_RS01030	DR097_RS00120
OG0000260	CIB43_RS01045	DR097_RS00110
OG0000262	CIB43_RS01075	DR097_RS00085
OG0000263	CIB43_RS01080	DR097_RS00070
OG0000264	CIB43_RS01100	DR097_RS00055
OG0000265	CIB43_RS01110	DR097_RS00045
OG0000266	CIB43_RS01120	DR097_RS00030
OG0000267	CIB43_RS01135	DR097_RS00015
OG0000268	CIB43_RS01305	DR097_RS00010
OG0000269	CIB43_RS01320	DR097_RS03285
OG0000270	CIB43_RS00575	DR097_RS04530
OG0000271	CIB43_RS00570	DR097_RS00590
OG0000272	CIB43_RS00565	DR097_RS00595
OG0000273	CIB43_RS00560	DR097_RS00600
OG0000274	CIB43_RS00545	DR097_RS00620
OG0000275	CIB43_RS00535	DR097_RS04540
OG0000276	CIB43_RS00530	DR097_RS00630
OG0000277	CIB43_RS00525	DR097_RS00640
OG0000278	CIB43_RS00515	DR097_RS00645
OG0000279	CIB43_RS00510	DR097_RS00655
OG0000280	CIB43_RS00500	DR097_RS00660
OG0000281	CIB43_RS00495	DR097_RS00665
OG0000283	CIB43_RS00475	DR097_RS00695
OG0000284	CIB43_RS00460	DR097_RS00700
OG0000285	CIB43_RS00455	DR097_RS04555
OG0000286	CIB43_RS03345	DR097_RS01985
OG0000287	CIB43_RS03440	DR097_RS02680
OG0000288	CIB43_RS03450	DR097_RS02670
OG0000289	CIB43_RS03455	DR097_RS02665
OG0000290	CIB43_RS03565	DR097_RS01555
OG0000291	CIB43_RS03560	DR097_RS01565
OG0000292	CIB43_RS03550	DR097_RS01570
OG0000293	CIB43_RS03545	DR097_RS01575
OG0000294	CIB43_RS03540	DR097_RS03220
OG0000295	CIB43_RS03530	DR097_RS03210
OG0000296	CIB43_RS03495	DR097_RS02630
OG0000297	CIB43_RS03485	DR097_RS02635
OG0000298	CIB43_RS00880	DR097_RS00265
OG0000299	CIB43_RS00915	DR097_RS00240
OG0000300	CIB43_RS01090	DR097_RS00060
OG0000301	CIB43_RS01125	DR097_RS00025
OG0000302	CIB43_RS01130	DR097_RS00020
OG0000303	CIB43_RS01455	DR097_RS02370
OG0000304	CIB43_RS01950	DR097_RS02325
OG0000305	CIB43_RS03795	DR097_RS01205
OG0000306	CIB43_RS03725	DR097_RS01735
OG0000307	CIB43_RS03685	DR097_RS01770
OG0000308	CIB43_RS03600	DR097_RS01535
OG0000309	CIB43_RS03520	DR097_RS03200
OG0000310	CIB43_RS03445	DR097_RS02675
OG0000311	CIB43_RS03405	DR097_RS01925
OG0000312	CIB43_RS03390	DR097_RS01940
OG0000313	CIB43_RS02485	DR097_RS03115
OG0000314	CIB43_RS02855	DR097_RS00815
OG0000315	CIB43_RS02885	DR097_RS00785
OG0000316	CIB43_RS02895	DR097_RS00775
OG0000317	CIB43_RS02985	DR097_RS02840
OG0000318	CIB43_RS02900	DR097_RS04590
OG0000319	CIB43_RS03125	DR097_RS02725
OG0000320	CIB43_RS03270	DR097_RS02130
OG0000321	CIB43_RS02200	DR097_RS01695
OG0000322	CIB43_RS02245	DR097_RS01650
OG0000323	CIB43_RS02375	DR097_RS03305
OG0000324	CIB43_RS03170	DR097_RS03005
OG0000325	CIB43_RS01570	DR097_RS01120
OG0000326	CIB43_RS01665	DR097_RS01025
OG0000327	CIB43_RS01670	DR097_RS01020
OG0000328	CIB43_RS01760	DR097_RS00935
OG0000329	CIB43_RS01775	DR097_RS00915
OG0000330	CIB43_RS01970	DR097_RS00520
OG0000331	CIB43_RS03890	DR097_RS01300
OG0000332	CIB43_RS00200	DR097_RS01410
OG0000333	CIB43_RS00210	DR097_RS01400
OG0000334	CIB43_RS00315	DR097_RS03150
OG0000335	CIB43_RS00340	DR097_RS03160
OG0000336	CIB43_RS00485	DR097_RS04545
OG0000337	CIB43_RS00655	DR097_RS02600
OG0000338	CIB43_RS00695	DR097_RS03540
OG0000339	CIB43_RS03235	DR097_RS02100
OG0000340	CIB43_RS02185	DR097_RS01715
OG0000341	CIB43_RS03190	DR097_RS03025
OG0000342	CIB43_RS01600	DR097_RS01090
OG0000343	CIB43_RS00215	DR097_RS01390
OG0000344	CIB43_RS01465	DR097_RS02355
OG0000345	CIB43_RS01890	DR097_RS02270
OG0000346	CIB43_RS00490	DR097_RS04870
OG0000347	CIB43_RS02270	DR097_RS01625
OG0000348	CIB43_RS01685	DR097_RS01015
OG0000349	CIB43_RS00550	DR097_RS04535
OG0000350	CIB43_RS03675	DR097_RS01780
OG0000351	CIB43_RS01385	DR097_RS03225
OG0000352	CIB43_RS02830	DR097_RS00835
OG0000353	CIB43_RS02240	DR097_RS01655
OG0000354	CIB43_RS01515	DR097_RS03065
OG0000355	CIB43_RS02805	DR097_RS04600
OG0000356	CIB43_RS02890	DR097_RS04595
OG0000357	CIB43_RS00175	DR097_RS04635
OG0000358	CIB43_RS00180	DR097_RS01425
OG0000359	CIB43_RS01650	DR097_RS04620
OG0000360	CIB43_RS00990	DR097_RS00155
OG0000361	CIB43_RS01020	DR097_RS00125
OG0000362	CIB43_RS03475	DR097_RS02655
OG0000363	CIB43_RS02310	DR097_RS04660
OG0000364	CIB43_RS02775	DR097_RS00890
OG0000369	CIB43_RS00725	DR097_RS04750
OG0000370	CIB43_RS00720	DR097_RS02810
OG0000378	CIB43_RS02160	DR097_RS00325
OG0000379	CIB43_RS02235	DR097_RS01660
OG0000380	CIB43_RS02260	DR097_RS01635
OG0000381	CIB43_RS02300	DR097_RS01595
OG0000385	CIB43_RS01405	DR097_RS02090
OG0000389	CIB43_RS01490	DR097_RS03085
OG0000394	CIB43_RS03660	DR097_RS01805
OG0000396	CIB43_RS03350	DR097_RS01980
OG0000403	CIB43_RS00220	DR097_RS01385
OG0000404	CIB43_RS00250	DR097_RS01355
OG0000405	CIB43_RS00265	DR097_RS01340
OG0000412	CIB43_RS00390	DR097_RS02985
OG0000417	CIB43_RS03185	DR097_RS03020
OG0000428	CIB43_RS01785	DR097_RS00905
OG0000429	CIB43_RS01885	DR097_RS02260
OG0000430	CIB43_RS01925	DR097_RS02305
OG0000434	CIB43_RS01985	DR097_RS00505
OG0000436	CIB43_RS02030	DR097_RS00460
OG0000437	CIB43_RS02065	DR097_RS00450
OG0000441	CIB43_RS03910	DR097_RS03780
OG0000451	CIB43_RS01085	DR097_RS00065
OG0000457	CIB43_RS00450	DR097_RS00710
OG0000459	CIB43_RS03460	DR097_RS02660
OG0000463	CIB43_RS03515	DR097_RS03185
OG0000464	CIB43_RS03500	DR097_RS02620
OG0000466	CIB43_RS01115	DR097_RS00035
OG0000468	CIB43_RS02870	DR097_RS00805
OG0000473	CIB43_RS00580	DR097_RS00580
OG0000474	CIB43_RS00585	DR097_RS00575
OG0000475	CIB43_RS00595	DR097_RS00570
OG0000482	CIB43_RS02080	DR097_RS00410
OG0000485	CIB43_RS02035	DR097_RS00455
OG0000486	CIB43_RS03205	DR097_RS03040
OG0000487	CIB43_RS02915	DR097_RS04585
OG0000489	CIB43_RS00750	DR097_RS02780
OG0000491	CIB43_RS02220	DR097_RS01680
OG0000492	CIB43_RS02290	DR097_RS01605
OG0000495	CIB43_RS03750	DR097_RS01160
OG0000502	CIB43_RS02070	DR097_RS00420
OG0000504	CIB43_RS01770	DR097_RS00925
OG0000506	CIB43_RS01810	DR097_RS02190
OG0000508	CIB43_RS00980	DR097_RS00180
OG0000519	CIB43_RS01660	DR097_RS01035
OG0000520	CIB43_RS01780	DR097_RS00910
OG0000523	CIB43_RS00445	DR097_RS00715
OG0000526	CIB43_RS02720	DR097_RS04225, DR097_RS04230
OG0000527	CIB43_RS02640	DR097_RS04395
OG0000529	CIB43_RS03135	DR097_RS02735
OG0000530	CIB43_RS03250	DR097_RS02115
OG0000531	CIB43_RS02265	DR097_RS01630
OG0000537	CIB43_RS01595	DR097_RS01095
OG0000538	CIB43_RS01990	DR097_RS00500
OG0000543	CIB43_RS01215	DR097_RS02005
OG0000544	CIB43_RS02125	DR097_RS04515
OG0000545	CIB43_RS02715	DR097_RS02535
OG0000546	CIB43_RS03705	DR097_RS01750
OG0000553	CIB43_RS03610	DR097_RS04650
OG0000554	CIB43_RS03295	DR097_RS02160
OG0000556	CIB43_RS01290	DR097_RS04700
OG0000557	CIB43_RS02130	DR097_RS00355
OG0000558	CIB43_RS02100	DR097_RS00385
OG0000559	CIB43_RS02575	DR097_RS01855
OG0000560	CIB43_RS02680	DR097_RS02550
OG0000561	CIB43_RS01980	DR097_RS00515
OG0000562	CIB43_RS02685	DR097_RS02545
OG0000563	CIB43_RS02670	DR097_RS02565
OG0000564	CIB43_RS02155	DR097_RS03805
OG0000565	CIB43_RS02760	DR097_RS02490
OG0000566	CIB43_RS02740	DR097_RS02505
OG0000568	CIB43_RS01555	DR097_RS01135
OG0000569	CIB43_RS02105	DR097_RS00380
OG0000570	CIB43_RS02110	DR097_RS04520
OG0000571	CIB43_RS02115	DR097_RS00370
OG0000572	CIB43_RS02135	DR097_RS00350
OG0000573	CIB43_RS02570	DR097_RS01860
OG0000575	CIB43_RS02090	DR097_RS00395
OG0000576	CIB43_RS02530	DR097_RS01905
OG0000577	CIB43_RS03580	DR097_RS01540
OG0000579	CIB43_RS02660	DR097_RS03415
OG0000580	CIB43_RS03710	DR097_RS04150
OG0000581	CIB43_RS02645	DR097_RS03400
OG0000584	CIB43_RS01255	DR097_RS02035
OG0000585	CIB43_RS03105	DR097_RS02705
OG0000589	CIB43_RS03055	DR097_RS03505
OG0000590	CIB43_RS01190	DR097_RS02025
OG0000592	CIB43_RS03570	DR097_RS01550
OG0000594	CIB43_RS02095	DR097_RS00390
OG0000600	CIB43_RS01175, CIB43_RS00040	DR097_RS02040
OG0000601	CIB43_RS02675	DR097_RS02555
OG0000603	CIB43_RS00060, CIB43_RS01270, CIB43_RS01170	DR097_RS02045
OG0000606	CIB43_RS02655	DR097_RS03405
OG0000608	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690	DR097_RS04730
OG0000614	CIB43_RS03070	DR097_RS03455
OG0000616	CIB43_RS01280	DR097_RS02065
OG0000624	CIB43_RS00230	DR097_RS04940
OG0000642	CIB43_RS03975	DR097_RS02015
