Orthogroup	MHP_KM014_genes	MHP_MHP653_genes
OG0000135	CIB43_RS01435	DR096_RS02620
OG0000136	CIB43_RS01440	DR096_RS02625
OG0000137	CIB43_RS01470	DR096_RS02665
OG0000138	CIB43_RS01495	DR096_RS03305
OG0000139	CIB43_RS01525	DR096_RS03275
OG0000140	CIB43_RS01540	DR096_RS03270
OG0000141	CIB43_RS03850	DR096_RS01055
OG0000142	CIB43_RS03845	DR096_RS04575
OG0000143	CIB43_RS03835	DR096_RS01085
OG0000144	CIB43_RS03815	DR096_RS01095
OG0000145	CIB43_RS03805	DR096_RS01105
OG0000146	CIB43_RS03790	DR096_RS01115
OG0000147	CIB43_RS03785	DR096_RS01120
OG0000148	CIB43_RS03780	DR096_RS01135
OG0000149	CIB43_RS03760	DR096_RS01145
OG0000150	CIB43_RS03745	DR096_RS01160
OG0000151	CIB43_RS03700	DR096_RS01530
OG0000152	CIB43_RS03695	DR096_RS01525
OG0000153	CIB43_RS03690	DR096_RS01520
OG0000154	CIB43_RS03680	DR096_RS01510
OG0000155	CIB43_RS03645	DR096_RS01470
OG0000156	CIB43_RS03635	DR096_RS01460
OG0000157	CIB43_RS03625	DR096_RS04635
OG0000158	CIB43_RS03620	DR096_RS04630
OG0000159	CIB43_RS03385	DR096_RS03005
OG0000160	CIB43_RS03380	DR096_RS03010
OG0000161	CIB43_RS03375	DR096_RS03015
OG0000163	CIB43_RS03370	DR096_RS03030
OG0000164	CIB43_RS02495	DR096_RS01375
OG0000165	CIB43_RS02840	DR096_RS00480
OG0000166	CIB43_RS02860	DR096_RS00500
OG0000167	CIB43_RS02875	DR096_RS00515
OG0000168	CIB43_RS02880	DR096_RS00520
OG0000169	CIB43_RS00130	DR096_RS00775
OG0000171	CIB43_RS00155	DR096_RS00750
OG0000172	CIB43_RS00160	DR096_RS00740
OG0000173	CIB43_RS00165	DR096_RS00735
OG0000174	CIB43_RS00170	DR096_RS00730
OG0000175	CIB43_RS00190	DR096_RS00715
OG0000176	CIB43_RS00235	DR096_RS00665
OG0000177	CIB43_RS00240	DR096_RS00660
OG0000178	CIB43_RS00245	DR096_RS00655
OG0000179	CIB43_RS00255	DR096_RS00645
OG0000180	CIB43_RS00260	DR096_RS00640
OG0000181	CIB43_RS00310	DR096_RS04745
OG0000182	CIB43_RS00320	DR096_RS03095
OG0000183	CIB43_RS00355	DR096_RS03060
OG0000184	CIB43_RS00430	DR096_RS03135
OG0000185	CIB43_RS00380	DR096_RS03120
OG0000186	CIB43_RS02400	DR096_RS04605
OG0000187	CIB43_RS02410	DR096_RS01320
OG0000188	CIB43_RS02425	DR096_RS01330
OG0000189	CIB43_RS03200	DR096_RS04750
OG0000190	CIB43_RS03195	DR096_RS03155
OG0000191	CIB43_RS03180	DR096_RS03175
OG0000192	CIB43_RS02085	DR096_RS02270
OG0000193	CIB43_RS02075	DR096_RS02285
OG0000194	CIB43_RS01560	DR096_RS02075
OG0000195	CIB43_RS01565	DR096_RS02080
OG0000196	CIB43_RS01585	DR096_RS02100
OG0000197	CIB43_RS01590	DR096_RS02105
OG0000198	CIB43_RS01605	DR096_RS02120
OG0000199	CIB43_RS01615	DR096_RS02125
OG0000200	CIB43_RS01630	DR096_RS02140
OG0000201	CIB43_RS01635	DR096_RS02150
OG0000202	CIB43_RS01690	DR096_RS02205
OG0000203	CIB43_RS01695	DR096_RS02215
OG0000204	CIB43_RS01700	DR096_RS04690
OG0000205	CIB43_RS01705	DR096_RS02315
OG0000206	CIB43_RS01735	DR096_RS02335
OG0000207	CIB43_RS01740	DR096_RS02350
OG0000208	CIB43_RS01745	DR096_RS02355
OG0000209	CIB43_RS01750	DR096_RS02360
OG0000210	CIB43_RS01800	DR096_RS02405
OG0000211	CIB43_RS01805	DR096_RS02680
OG0000212	CIB43_RS01815	DR096_RS02690
OG0000213	CIB43_RS01820	DR096_RS02695
OG0000214	CIB43_RS01825	DR096_RS02700
OG0000215	CIB43_RS01830	DR096_RS02705
OG0000216	CIB43_RS01835	DR096_RS02710
OG0000217	CIB43_RS01845	DR096_RS02715
OG0000218	CIB43_RS01850	DR096_RS02725
OG0000219	CIB43_RS01855	DR096_RS02730
OG0000220	CIB43_RS01860	DR096_RS02735
OG0000221	CIB43_RS01865	DR096_RS02740
OG0000222	CIB43_RS01870	DR096_RS02745
OG0000223	CIB43_RS01875	DR096_RS02750
OG0000225	CIB43_RS01895	DR096_RS02770
OG0000226	CIB43_RS01900	DR096_RS02775
OG0000227	CIB43_RS01905	DR096_RS02780
OG0000228	CIB43_RS01910	DR096_RS04885
OG0000229	CIB43_RS01915	DR096_RS02790
OG0000230	CIB43_RS01920	DR096_RS02795
OG0000231	CIB43_RS01935	DR096_RS02805
OG0000232	CIB43_RS01940	DR096_RS02815
OG0000233	CIB43_RS01965	DR096_RS01885
OG0000234	CIB43_RS02000	DR096_RS01920
OG0000235	CIB43_RS02005	DR096_RS01930
OG0000236	CIB43_RS02010	DR096_RS01935
OG0000237	CIB43_RS02015	DR096_RS01940
OG0000238	CIB43_RS02025	DR096_RS01950
OG0000239	CIB43_RS03860	DR096_RS00850
OG0000240	CIB43_RS03870	DR096_RS00845
OG0000241	CIB43_RS03875	DR096_RS00835
OG0000242	CIB43_RS03880	DR096_RS00830
OG0000243	CIB43_RS03885	DR096_RS00825
OG0000244	CIB43_RS03900	DR096_RS00815
OG0000245	CIB43_RS03905	DR096_RS00805
OG0000246	CIB43_RS00845	DR096_RS02525
OG0000247	CIB43_RS00850	DR096_RS00365
OG0000248	CIB43_RS00875	DR096_RS00355
OG0000250	CIB43_RS00885	DR096_RS00335
OG0000251	CIB43_RS00925	DR096_RS00300
OG0000252	CIB43_RS00930	DR096_RS00290
OG0000253	CIB43_RS00940	DR096_RS00285
OG0000254	CIB43_RS00950	DR096_RS00275
OG0000255	CIB43_RS00955	DR096_RS00265
OG0000256	CIB43_RS00960	DR096_RS00260
OG0000257	CIB43_RS00985	DR096_RS00235
OG0000258	CIB43_RS01015	DR096_RS00225
OG0000259	CIB43_RS01030	DR096_RS00195
OG0000260	CIB43_RS01045	DR096_RS00185
OG0000262	CIB43_RS01075	DR096_RS00160
OG0000263	CIB43_RS01080	DR096_RS00145
OG0000264	CIB43_RS01100	DR096_RS00130
OG0000265	CIB43_RS01110	DR096_RS00120
OG0000266	CIB43_RS01120	DR096_RS00105
OG0000267	CIB43_RS01135	DR096_RS00090
OG0000268	CIB43_RS01305	DR096_RS00085
OG0000269	CIB43_RS01320	DR096_RS00070
OG0000270	CIB43_RS00575	DR096_RS04570
OG0000271	CIB43_RS00570	DR096_RS01000
OG0000272	CIB43_RS00565	DR096_RS00995
OG0000273	CIB43_RS00560	DR096_RS00990
OG0000274	CIB43_RS00545	DR096_RS00970
OG0000275	CIB43_RS00535	DR096_RS04560
OG0000276	CIB43_RS00530	DR096_RS00960
OG0000277	CIB43_RS00525	DR096_RS00950
OG0000278	CIB43_RS00515	DR096_RS00945
OG0000279	CIB43_RS00510	DR096_RS00935
OG0000280	CIB43_RS00500	DR096_RS00930
OG0000281	CIB43_RS00495	DR096_RS00925
OG0000283	CIB43_RS00475	DR096_RS00895
OG0000284	CIB43_RS00460	DR096_RS00890
OG0000285	CIB43_RS00455	DR096_RS04545
OG0000286	CIB43_RS03345	DR096_RS03490
OG0000287	CIB43_RS03440	DR096_RS02920
OG0000288	CIB43_RS03450	DR096_RS02930
OG0000289	CIB43_RS03455	DR096_RS02935
OG0000290	CIB43_RS03565	DR096_RS02450
OG0000291	CIB43_RS03560	DR096_RS02460
OG0000292	CIB43_RS03550	DR096_RS02465
OG0000293	CIB43_RS03545	DR096_RS02470
OG0000294	CIB43_RS03540	DR096_RS02480
OG0000295	CIB43_RS03530	DR096_RS02485
OG0000296	CIB43_RS03495	DR096_RS02970
OG0000297	CIB43_RS03485	DR096_RS02965
OG0000298	CIB43_RS00880	DR096_RS00340
OG0000299	CIB43_RS00915	DR096_RS00315
OG0000300	CIB43_RS01090	DR096_RS00135
OG0000301	CIB43_RS01125	DR096_RS00100
OG0000302	CIB43_RS01130	DR096_RS00095
OG0000303	CIB43_RS01455	DR096_RS02630
OG0000304	CIB43_RS01950	DR096_RS02820
OG0000305	CIB43_RS03795	DR096_RS01110
OG0000306	CIB43_RS03725	DR096_RS01185
OG0000307	CIB43_RS03685	DR096_RS01515
OG0000308	CIB43_RS03600	DR096_RS02430
OG0000309	CIB43_RS03520	DR096_RS02495
OG0000310	CIB43_RS03445	DR096_RS02925
OG0000311	CIB43_RS03405	DR096_RS02985
OG0000312	CIB43_RS03390	DR096_RS03000
OG0000313	CIB43_RS02485	DR096_RS01365
OG0000314	CIB43_RS02855	DR096_RS00495
OG0000315	CIB43_RS02885	DR096_RS00525
OG0000316	CIB43_RS02895	DR096_RS00535
OG0000317	CIB43_RS02985	DR096_RS00625
OG0000318	CIB43_RS02900	DR096_RS04510
OG0000319	CIB43_RS03125	DR096_RS02875
OG0000320	CIB43_RS03270	DR096_RS01700
OG0000321	CIB43_RS02200	DR096_RS01630
OG0000322	CIB43_RS02245	DR096_RS01585
OG0000323	CIB43_RS02375	DR096_RS01290
OG0000324	CIB43_RS03170	DR096_RS03180
OG0000325	CIB43_RS01570	DR096_RS02085
OG0000326	CIB43_RS01665	DR096_RS02180
OG0000327	CIB43_RS01670	DR096_RS02185
OG0000328	CIB43_RS01760	DR096_RS02365
OG0000329	CIB43_RS01775	DR096_RS02385
OG0000330	CIB43_RS01970	DR096_RS01895
OG0000331	CIB43_RS03890	DR096_RS00820
OG0000332	CIB43_RS00200	DR096_RS00705
OG0000333	CIB43_RS00210	DR096_RS00695
OG0000334	CIB43_RS00315	DR096_RS03100
OG0000335	CIB43_RS00340	DR096_RS04740
OG0000336	CIB43_RS00485	DR096_RS04555
OG0000337	CIB43_RS00655	DR096_RS01765
OG0000338	CIB43_RS00695	DR096_RS01805
OG0000339	CIB43_RS03235	DR096_RS03250
OG0000340	CIB43_RS02185	DR096_RS01650
OG0000341	CIB43_RS03190	DR096_RS03160
OG0000342	CIB43_RS01600	DR096_RS02115
OG0000343	CIB43_RS00215	DR096_RS00685
OG0000344	CIB43_RS01465	DR096_RS02645
OG0000345	CIB43_RS01890	DR096_RS02765
OG0000346	CIB43_RS00490	DR096_RS04835
OG0000347	CIB43_RS02270	DR096_RS01560
OG0000348	CIB43_RS01685	DR096_RS02190
OG0000349	CIB43_RS00550	DR096_RS04565
OG0000350	CIB43_RS03675	DR096_RS01505
OG0000351	CIB43_RS01385	DR096_RS00010
OG0000352	CIB43_RS02830	DR096_RS00475
OG0000353	CIB43_RS02240	DR096_RS01590
OG0000354	CIB43_RS01515	DR096_RS03290
OG0000355	CIB43_RS02805	DR096_RS04500
OG0000356	CIB43_RS02890	DR096_RS04505
OG0000357	CIB43_RS00175	DR096_RS04530
OG0000358	CIB43_RS00180	DR096_RS00720
OG0000359	CIB43_RS01650	DR096_RS04670
OG0000360	CIB43_RS00990	DR096_RS00230
OG0000361	CIB43_RS01020	DR096_RS00200
OG0000362	CIB43_RS03475	DR096_RS02945
OG0000363	CIB43_RS02310	DR096_RS01225
OG0000369	CIB43_RS00725	DR096_RS04650
OG0000370	CIB43_RS00720	DR096_RS01830
OG0000378	CIB43_RS02160	DR096_RS01670
OG0000379	CIB43_RS02235	DR096_RS01595
OG0000380	CIB43_RS02260	DR096_RS01570
OG0000381	CIB43_RS02300	DR096_RS01215
OG0000385	CIB43_RS01405	DR096_RS03375
OG0000389	CIB43_RS01490	DR096_RS03310
OG0000394	CIB43_RS03660	DR096_RS01480
OG0000396	CIB43_RS03350	DR096_RS03045
OG0000403	CIB43_RS00220	DR096_RS00680
OG0000404	CIB43_RS00250	DR096_RS00650
OG0000405	CIB43_RS00265	DR096_RS00635
OG0000409	CIB43_RS00345	DR096_RS03070
OG0000412	CIB43_RS00390	DR096_RS03125
OG0000417	CIB43_RS03185	DR096_RS03165
OG0000428	CIB43_RS01785	DR096_RS02395
OG0000429	CIB43_RS01885	DR096_RS02755
OG0000430	CIB43_RS01925	DR096_RS02800
OG0000434	CIB43_RS01985	DR096_RS01910
OG0000436	CIB43_RS02030	DR096_RS01955
OG0000437	CIB43_RS02065	DR096_RS01965
OG0000441	CIB43_RS03910	DR096_RS00800
OG0000451	CIB43_RS01085	DR096_RS00140
OG0000453	CIB43_RS01315	DR096_RS00080
OG0000457	CIB43_RS00450	DR096_RS00880
OG0000459	CIB43_RS03460	DR096_RS02940
OG0000463	CIB43_RS03515	DR096_RS02510
OG0000464	CIB43_RS03500	DR096_RS02980
OG0000466	CIB43_RS01115	DR096_RS00110
OG0000468	CIB43_RS02870	DR096_RS00505
OG0000471	CIB43_RS01790	DR096_RS02400
OG0000473	CIB43_RS00580	DR096_RS01010
OG0000474	CIB43_RS00585	DR096_RS01015
OG0000475	CIB43_RS00595	DR096_RS01020
OG0000482	CIB43_RS02080	DR096_RS02280
OG0000485	CIB43_RS02035	DR096_RS01960
OG0000486	CIB43_RS03205	DR096_RS03145
OG0000487	CIB43_RS02915	DR096_RS04515
OG0000488	CIB43_RS02940	DR096_RS00580
OG0000489	CIB43_RS00750	DR096_RS01860
OG0000491	CIB43_RS02220	DR096_RS01615
OG0000492	CIB43_RS02290	DR096_RS01540
OG0000495	CIB43_RS03750	DR096_RS01155
OG0000502	CIB43_RS02070	DR096_RS02290
OG0000504	CIB43_RS01770	DR096_RS02375
OG0000506	CIB43_RS01810	DR096_RS02685
OG0000508	CIB43_RS00980	DR096_RS00255
OG0000517	CIB43_RS00765	DR096_RS01880
OG0000519	CIB43_RS01660	DR096_RS02170
OG0000520	CIB43_RS01780	DR096_RS02390
OG0000523	CIB43_RS00445	DR096_RS00875
OG0000526	CIB43_RS02720	DR096_RS03880
OG0000527	CIB43_RS02640	DR096_RS03455
OG0000529	CIB43_RS03135	DR096_RS02865
OG0000530	CIB43_RS03250	DR096_RS03260
OG0000531	CIB43_RS02265	DR096_RS01565
OG0000537	CIB43_RS01595	DR096_RS02110
OG0000538	CIB43_RS01990	DR096_RS01915
OG0000543	CIB43_RS01215	DR096_RS03760
OG0000544	CIB43_RS02125	DR096_RS04680
OG0000545	CIB43_RS02715	DR096_RS03395
OG0000546	CIB43_RS03705	DR096_RS01200, DR096_RS04090
OG0000553	CIB43_RS03610	DR096_RS04625
OG0000554	CIB43_RS03295	DR096_RS01730
OG0000557	CIB43_RS02130	DR096_RS02225
OG0000558	CIB43_RS02100	DR096_RS02255
OG0000559	CIB43_RS02575	DR096_RS02035
OG0000560	CIB43_RS02680	DR096_RS03410
OG0000561	CIB43_RS01980	DR096_RS01900
OG0000562	CIB43_RS02685	DR096_RS03405
OG0000563	CIB43_RS02670	DR096_RS03420
OG0000564	CIB43_RS02155	DR096_RS01675
OG0000565	CIB43_RS02760	DR096_RS00410
OG0000566	CIB43_RS02740	DR096_RS00400
OG0000568	CIB43_RS01555	DR096_RS02070
OG0000569	CIB43_RS02105	DR096_RS02250
OG0000570	CIB43_RS02110	DR096_RS04685
OG0000571	CIB43_RS02115	DR096_RS02240
OG0000572	CIB43_RS02135	DR096_RS02220
OG0000573	CIB43_RS02570	DR096_RS02030
OG0000574	CIB43_RS02175	DR096_RS01655
OG0000575	CIB43_RS02090	DR096_RS02265
OG0000576	CIB43_RS02530	DR096_RS01985
OG0000579	CIB43_RS02660	DR096_RS03475
OG0000580	CIB43_RS03710	DR096_RS04010
OG0000581	CIB43_RS02645	DR096_RS03460
OG0000585	CIB43_RS03105	DR096_RS02895
OG0000588	CIB43_RS02525	DR096_RS01980
OG0000589	CIB43_RS03055	DR096_RS03445
OG0000592	CIB43_RS03570	DR096_RS02445
OG0000594	CIB43_RS02095	DR096_RS02260
OG0000595	CIB43_RS03920	DR096_RS00790
OG0000597	CIB43_RS03915	DR096_RS00795
OG0000601	CIB43_RS02675	DR096_RS03415
OG0000606	CIB43_RS02655	DR096_RS03465
OG0000608	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690	DR096_RS04805
OG0000613	CIB43_RS02785	DR096_RS03890
OG0000614	CIB43_RS03070	DR096_RS03560
