Orthogroup	MHP_KM014_genes	MHP_4284_genes
OG0000102	CIB43_RS02580	ABLE99_RS01655
OG0000103	CIB43_RS03110	ABLE99_RS02050
OG0000104	CIB43_RS03120	ABLE99_RS02055
OG0000105	CIB43_RS03130	ABLE99_RS02070
OG0000106	CIB43_RS03140	ABLE99_RS02080
OG0000107	CIB43_RS03150	ABLE99_RS02090
OG0000108	CIB43_RS03155	ABLE99_RS02095
OG0000109	CIB43_RS03160	ABLE99_RS02100
OG0000110	CIB43_RS03290	ABLE99_RS02290
OG0000111	CIB43_RS03285	ABLE99_RS02285
OG0000112	CIB43_RS03280	ABLE99_RS02275
OG0000113	CIB43_RS03260	ABLE99_RS02255
OG0000114	CIB43_RS03245	ABLE99_RS02245
OG0000115	CIB43_RS03230	ABLE99_RS02235
OG0000116	CIB43_RS02165	ABLE99_RS01265
OG0000117	CIB43_RS02170	ABLE99_RS01270
OG0000118	CIB43_RS02205	ABLE99_RS01305
OG0000119	CIB43_RS02210	ABLE99_RS01310
OG0000120	CIB43_RS02230	ABLE99_RS01325
OG0000121	CIB43_RS02250	ABLE99_RS01350
OG0000122	CIB43_RS02255	ABLE99_RS01355
OG0000123	CIB43_RS02275	ABLE99_RS01375
OG0000124	CIB43_RS02280	ABLE99_RS01380
OG0000125	CIB43_RS02285	ABLE99_RS01385
OG0000126	CIB43_RS02295	ABLE99_RS01395
OG0000127	CIB43_RS02305	ABLE99_RS01405
OG0000128	CIB43_RS02320	ABLE99_RS01420
OG0000129	CIB43_RS02330	ABLE99_RS01425
OG0000130	CIB43_RS02335	ABLE99_RS01435
OG0000131	CIB43_RS02370	ABLE99_RS01465
OG0000132	CIB43_RS02385	ABLE99_RS01480
OG0000133	CIB43_RS01415	ABLE99_RS00525
OG0000134	CIB43_RS01425	ABLE99_RS00530
OG0000135	CIB43_RS01435	ABLE99_RS00545
OG0000136	CIB43_RS01440	ABLE99_RS00550
OG0000137	CIB43_RS01470	ABLE99_RS00580
OG0000138	CIB43_RS01495	ABLE99_RS01040
OG0000139	CIB43_RS01525	ABLE99_RS01010
OG0000140	CIB43_RS01540	ABLE99_RS01005
OG0000141	CIB43_RS03850	ABLE99_RS02825
OG0000142	CIB43_RS03845	ABLE99_RS02820
OG0000143	CIB43_RS03835	ABLE99_RS02800
OG0000144	CIB43_RS03815	ABLE99_RS02790
OG0000145	CIB43_RS03805	ABLE99_RS02780
OG0000146	CIB43_RS03790	ABLE99_RS02770
OG0000147	CIB43_RS03785	ABLE99_RS02765
OG0000148	CIB43_RS03780	ABLE99_RS02750
OG0000149	CIB43_RS03760	ABLE99_RS02740
OG0000150	CIB43_RS03745	ABLE99_RS02725
OG0000151	CIB43_RS03700	ABLE99_RS02675
OG0000152	CIB43_RS03695	ABLE99_RS02670
OG0000153	CIB43_RS03690	ABLE99_RS02665
OG0000154	CIB43_RS03680	ABLE99_RS02655
OG0000155	CIB43_RS03645	ABLE99_RS02615
OG0000156	CIB43_RS03635	ABLE99_RS02610
OG0000157	CIB43_RS03625	ABLE99_RS02600
OG0000158	CIB43_RS03620	ABLE99_RS02590
OG0000159	CIB43_RS03385	ABLE99_RS02365
OG0000160	CIB43_RS03380	ABLE99_RS02360
OG0000161	CIB43_RS03375	ABLE99_RS02355
OG0000163	CIB43_RS03370	ABLE99_RS02340
OG0000164	CIB43_RS02495	ABLE99_RS01560
OG0000165	CIB43_RS02840	ABLE99_RS01855
OG0000166	CIB43_RS02860	ABLE99_RS01875
OG0000167	CIB43_RS02875	ABLE99_RS01890
OG0000168	CIB43_RS02880	ABLE99_RS01895
OG0000169	CIB43_RS00130	ABLE99_RS02935
OG0000171	CIB43_RS00155	ABLE99_RS02960
OG0000172	CIB43_RS00160	ABLE99_RS02965
OG0000173	CIB43_RS00165	ABLE99_RS02970
OG0000174	CIB43_RS00170	ABLE99_RS02975
OG0000175	CIB43_RS00190	ABLE99_RS02990
OG0000176	CIB43_RS00235	ABLE99_RS03040
OG0000177	CIB43_RS00240	ABLE99_RS03045
OG0000178	CIB43_RS00245	ABLE99_RS03050
OG0000179	CIB43_RS00255	ABLE99_RS03060
OG0000180	CIB43_RS00260	ABLE99_RS03065
OG0000181	CIB43_RS00310	ABLE99_RS03105
OG0000182	CIB43_RS00320	ABLE99_RS03115
OG0000183	CIB43_RS00355	ABLE99_RS03150
OG0000184	CIB43_RS00430	ABLE99_RS03175
OG0000185	CIB43_RS00380	ABLE99_RS03190
OG0000186	CIB43_RS02400	ABLE99_RS01490
OG0000187	CIB43_RS02410	ABLE99_RS01505
OG0000188	CIB43_RS02425	ABLE99_RS01515
OG0000189	CIB43_RS03200	ABLE99_RS02135
OG0000190	CIB43_RS03195	ABLE99_RS02130
OG0000191	CIB43_RS03180	ABLE99_RS02110
OG0000192	CIB43_RS02085	ABLE99_RS01185
OG0000193	CIB43_RS02075	ABLE99_RS01170
OG0000194	CIB43_RS01560	ABLE99_RS00985
OG0000195	CIB43_RS01565	ABLE99_RS00980
OG0000196	CIB43_RS01585	ABLE99_RS00960
OG0000197	CIB43_RS01590	ABLE99_RS00955
OG0000198	CIB43_RS01605	ABLE99_RS00940
OG0000199	CIB43_RS01615	ABLE99_RS00935
OG0000200	CIB43_RS01630	ABLE99_RS00920
OG0000201	CIB43_RS01635	ABLE99_RS00910
OG0000202	CIB43_RS01690	ABLE99_RS00855
OG0000203	CIB43_RS01695	ABLE99_RS00850
OG0000204	CIB43_RS01700	ABLE99_RS00845
OG0000205	CIB43_RS01705	ABLE99_RS00840
OG0000206	CIB43_RS01735	ABLE99_RS00820
OG0000207	CIB43_RS01740	ABLE99_RS00805
OG0000208	CIB43_RS01745	ABLE99_RS00800
OG0000209	CIB43_RS01750	ABLE99_RS00795
OG0000210	CIB43_RS01800	ABLE99_RS00750
OG0000211	CIB43_RS01805	ABLE99_RS00740
OG0000212	CIB43_RS01815	ABLE99_RS00730
OG0000213	CIB43_RS01820	ABLE99_RS00725
OG0000214	CIB43_RS01825	ABLE99_RS00720
OG0000215	CIB43_RS01830	ABLE99_RS00715
OG0000216	CIB43_RS01835	ABLE99_RS00710
OG0000217	CIB43_RS01845	ABLE99_RS00705
OG0000218	CIB43_RS01850	ABLE99_RS00695
OG0000219	CIB43_RS01855	ABLE99_RS00690
OG0000220	CIB43_RS01860	ABLE99_RS00685
OG0000221	CIB43_RS01865	ABLE99_RS00680
OG0000222	CIB43_RS01870	ABLE99_RS00675
OG0000223	CIB43_RS01875	ABLE99_RS00670
OG0000225	CIB43_RS01895	ABLE99_RS00650
OG0000226	CIB43_RS01900	ABLE99_RS00645
OG0000227	CIB43_RS01905	ABLE99_RS00640
OG0000228	CIB43_RS01910	ABLE99_RS00635
OG0000229	CIB43_RS01915	ABLE99_RS00630
OG0000230	CIB43_RS01920	ABLE99_RS00625
OG0000231	CIB43_RS01935	ABLE99_RS00615
OG0000232	CIB43_RS01940	ABLE99_RS00605
OG0000233	CIB43_RS01965	ABLE99_RS01065
OG0000234	CIB43_RS02000	ABLE99_RS01100
OG0000235	CIB43_RS02005	ABLE99_RS01110
OG0000236	CIB43_RS02010	ABLE99_RS01115
OG0000237	CIB43_RS02015	ABLE99_RS01120
OG0000238	CIB43_RS02025	ABLE99_RS01125
OG0000239	CIB43_RS03860	ABLE99_RS02835
OG0000240	CIB43_RS03870	ABLE99_RS02840
OG0000241	CIB43_RS03875	ABLE99_RS02850
OG0000242	CIB43_RS03880	ABLE99_RS02855
OG0000243	CIB43_RS03885	ABLE99_RS02860
OG0000244	CIB43_RS03900	ABLE99_RS02870
OG0000245	CIB43_RS03905	ABLE99_RS02880
OG0000246	CIB43_RS00845	ABLE99_RS00140
OG0000247	CIB43_RS00850	ABLE99_RS00150
OG0000248	CIB43_RS00875	ABLE99_RS00160
OG0000250	CIB43_RS00885	ABLE99_RS00185
OG0000251	CIB43_RS00925	ABLE99_RS00210
OG0000252	CIB43_RS00930	ABLE99_RS00220
OG0000253	CIB43_RS00940	ABLE99_RS00225
OG0000254	CIB43_RS00950	ABLE99_RS00235
OG0000255	CIB43_RS00955	ABLE99_RS00240
OG0000256	CIB43_RS00960	ABLE99_RS00245
OG0000257	CIB43_RS00985	ABLE99_RS00270
OG0000258	CIB43_RS01015	ABLE99_RS00280
OG0000259	CIB43_RS01030	ABLE99_RS00310
OG0000260	CIB43_RS01045	ABLE99_RS00320
OG0000262	CIB43_RS01075	ABLE99_RS00345
OG0000263	CIB43_RS01080	ABLE99_RS00360
OG0000264	CIB43_RS01100	ABLE99_RS00375
OG0000265	CIB43_RS01110	ABLE99_RS00385
OG0000266	CIB43_RS01120	ABLE99_RS00400
OG0000267	CIB43_RS01135	ABLE99_RS00415
OG0000268	CIB43_RS01305	ABLE99_RS00420
OG0000269	CIB43_RS01320	ABLE99_RS00435
OG0000270	CIB43_RS00575	ABLE99_RS03355
OG0000271	CIB43_RS00570	ABLE99_RS03350
OG0000272	CIB43_RS00565	ABLE99_RS03345
OG0000273	CIB43_RS00560	ABLE99_RS03340
OG0000274	CIB43_RS00545	ABLE99_RS03320
OG0000275	CIB43_RS00535	ABLE99_RS03315
OG0000276	CIB43_RS00530	ABLE99_RS03310
OG0000277	CIB43_RS00525	ABLE99_RS03300
OG0000278	CIB43_RS00515	ABLE99_RS03295
OG0000279	CIB43_RS00510	ABLE99_RS03285
OG0000280	CIB43_RS00500	ABLE99_RS03280
OG0000281	CIB43_RS00495	ABLE99_RS03275
OG0000283	CIB43_RS00475	ABLE99_RS03245
OG0000284	CIB43_RS00460	ABLE99_RS03240
OG0000285	CIB43_RS00455	ABLE99_RS03235
OG0000286	CIB43_RS03345	ABLE99_RS02325
OG0000287	CIB43_RS03440	ABLE99_RS02415
OG0000288	CIB43_RS03450	ABLE99_RS02425
OG0000289	CIB43_RS03455	ABLE99_RS02430
OG0000290	CIB43_RS03565	ABLE99_RS02540
OG0000291	CIB43_RS03560	ABLE99_RS02530
OG0000292	CIB43_RS03550	ABLE99_RS02525
OG0000293	CIB43_RS03545	ABLE99_RS02520
OG0000294	CIB43_RS03540	ABLE99_RS02510
OG0000295	CIB43_RS03530	ABLE99_RS02505
OG0000296	CIB43_RS03495	ABLE99_RS02465
OG0000297	CIB43_RS03485	ABLE99_RS02460
OG0000298	CIB43_RS00880	ABLE99_RS00175
OG0000299	CIB43_RS00915	ABLE99_RS00195
OG0000300	CIB43_RS01090	ABLE99_RS00370
OG0000301	CIB43_RS01125	ABLE99_RS00405
OG0000302	CIB43_RS01130	ABLE99_RS00410
OG0000303	CIB43_RS01455	ABLE99_RS00555
OG0000304	CIB43_RS01950	ABLE99_RS00600
OG0000305	CIB43_RS03795	ABLE99_RS02775
OG0000306	CIB43_RS03725	ABLE99_RS02700
OG0000307	CIB43_RS03685	ABLE99_RS02660
OG0000308	CIB43_RS03600	ABLE99_RS02560
OG0000309	CIB43_RS03520	ABLE99_RS02495
OG0000310	CIB43_RS03445	ABLE99_RS02420
OG0000311	CIB43_RS03405	ABLE99_RS02385
OG0000312	CIB43_RS03390	ABLE99_RS02370
OG0000313	CIB43_RS02485	ABLE99_RS01550
OG0000314	CIB43_RS02855	ABLE99_RS01870
OG0000315	CIB43_RS02885	ABLE99_RS01900
OG0000316	CIB43_RS02895	ABLE99_RS01910
OG0000317	CIB43_RS02985	ABLE99_RS02005
OG0000318	CIB43_RS02900	ABLE99_RS01915
OG0000319	CIB43_RS03125	ABLE99_RS02065
OG0000320	CIB43_RS03270	ABLE99_RS02265
OG0000321	CIB43_RS02200	ABLE99_RS01300
OG0000322	CIB43_RS02245	ABLE99_RS01345
OG0000323	CIB43_RS02375	ABLE99_RS01475
OG0000324	CIB43_RS03170	ABLE99_RS02105
OG0000325	CIB43_RS01570	ABLE99_RS00975
OG0000326	CIB43_RS01665	ABLE99_RS00880
OG0000327	CIB43_RS01670	ABLE99_RS00875
OG0000328	CIB43_RS01760	ABLE99_RS00790
OG0000329	CIB43_RS01775	ABLE99_RS00770
OG0000330	CIB43_RS01970	ABLE99_RS01075
OG0000331	CIB43_RS03890	ABLE99_RS02865
OG0000332	CIB43_RS00200	ABLE99_RS03000
OG0000333	CIB43_RS00210	ABLE99_RS03010
OG0000334	CIB43_RS00315	ABLE99_RS03110
OG0000335	CIB43_RS00340	ABLE99_RS03120
OG0000336	CIB43_RS00485	ABLE99_RS03265
OG0000337	CIB43_RS00655	ABLE99_RS03435
OG0000338	CIB43_RS00695	ABLE99_RS03475
OG0000339	CIB43_RS03235	ABLE99_RS02240
OG0000340	CIB43_RS02185	ABLE99_RS01280
OG0000341	CIB43_RS03190	ABLE99_RS02125
OG0000342	CIB43_RS01600	ABLE99_RS00945
OG0000343	CIB43_RS00215	ABLE99_RS03020
OG0000344	CIB43_RS01465	ABLE99_RS00570
OG0000345	CIB43_RS01890	ABLE99_RS00655
OG0000346	CIB43_RS00490	ABLE99_RS03270
OG0000347	CIB43_RS02270	ABLE99_RS01370
OG0000348	CIB43_RS01685	ABLE99_RS00870
OG0000349	CIB43_RS00550	ABLE99_RS03330
OG0000350	CIB43_RS03675	ABLE99_RS02650
OG0000351	CIB43_RS01385	ABLE99_RS00490
OG0000352	CIB43_RS02830	ABLE99_RS01850
OG0000353	CIB43_RS02240	ABLE99_RS01340
OG0000354	CIB43_RS01515	ABLE99_RS01025
OG0000355	CIB43_RS02805	ABLE99_RS01825
OG0000356	CIB43_RS02890	ABLE99_RS01905
OG0000357	CIB43_RS00175	ABLE99_RS02980
OG0000358	CIB43_RS00180	ABLE99_RS02985
OG0000359	CIB43_RS01650	ABLE99_RS00900
OG0000360	CIB43_RS00990	ABLE99_RS00275
OG0000361	CIB43_RS01020	ABLE99_RS00305
OG0000362	CIB43_RS03475	ABLE99_RS02440
OG0000363	CIB43_RS02310	ABLE99_RS01410
OG0000364	CIB43_RS02775	ABLE99_RS01800
OG0000369	CIB43_RS00725	ABLE99_RS00025
OG0000370	CIB43_RS00720	ABLE99_RS00020
OG0000378	CIB43_RS02160	ABLE99_RS01260
OG0000379	CIB43_RS02235	ABLE99_RS01335
OG0000380	CIB43_RS02260	ABLE99_RS01360
OG0000381	CIB43_RS02300	ABLE99_RS01400
OG0000385	CIB43_RS01405	ABLE99_RS00515
OG0000389	CIB43_RS01490	ABLE99_RS01050
OG0000394	CIB43_RS03660	ABLE99_RS02625
OG0000396	CIB43_RS03350	ABLE99_RS02330
OG0000403	CIB43_RS00220	ABLE99_RS03025
OG0000404	CIB43_RS00250	ABLE99_RS03055
OG0000405	CIB43_RS00265	ABLE99_RS03075
OG0000409	CIB43_RS00345	ABLE99_RS03140
OG0000412	CIB43_RS00390	ABLE99_RS03185
OG0000417	CIB43_RS03185	ABLE99_RS02120
OG0000428	CIB43_RS01785	ABLE99_RS00760
OG0000429	CIB43_RS01885	ABLE99_RS00665
OG0000430	CIB43_RS01925	ABLE99_RS00620
OG0000434	CIB43_RS01985	ABLE99_RS01090
OG0000436	CIB43_RS02030	ABLE99_RS01130
OG0000437	CIB43_RS02065	ABLE99_RS01140
OG0000451	CIB43_RS01085	ABLE99_RS00365
OG0000453	CIB43_RS01315	ABLE99_RS00425
OG0000457	CIB43_RS00450	ABLE99_RS03230
OG0000459	CIB43_RS03460	ABLE99_RS02435
OG0000463	CIB43_RS03515	ABLE99_RS02480
OG0000464	CIB43_RS03500	ABLE99_RS02475
OG0000466	CIB43_RS01115	ABLE99_RS00395
OG0000468	CIB43_RS02870	ABLE99_RS01880
OG0000471	CIB43_RS01790	ABLE99_RS00755
OG0000473	CIB43_RS00580	ABLE99_RS03360
OG0000474	CIB43_RS00585	ABLE99_RS03365
OG0000475	CIB43_RS00595	ABLE99_RS03370
OG0000482	CIB43_RS02080	ABLE99_RS01175
OG0000485	CIB43_RS02035	ABLE99_RS01135
OG0000486	CIB43_RS03205	ABLE99_RS02140
OG0000487	CIB43_RS02915	ABLE99_RS01920
OG0000488	CIB43_RS02940	ABLE99_RS01960
OG0000489	CIB43_RS00750	ABLE99_RS00050
OG0000491	CIB43_RS02220	ABLE99_RS01315
OG0000492	CIB43_RS02290	ABLE99_RS01390
OG0000495	CIB43_RS03750	ABLE99_RS02730
OG0000502	CIB43_RS02070	ABLE99_RS01165
OG0000504	CIB43_RS01770	ABLE99_RS00780
OG0000506	CIB43_RS01810	ABLE99_RS00735
OG0000508	CIB43_RS00980	ABLE99_RS00250
OG0000517	CIB43_RS00765	ABLE99_RS00065
OG0000519	CIB43_RS01660	ABLE99_RS00890
OG0000520	CIB43_RS01780	ABLE99_RS00765
OG0000523	CIB43_RS00445	ABLE99_RS03225
OG0000526	CIB43_RS02720	ABLE99_RS01755
OG0000527	CIB43_RS02640	ABLE99_RS01700
OG0000529	CIB43_RS03135	ABLE99_RS02075
OG0000530	CIB43_RS03250	ABLE99_RS02250
OG0000531	CIB43_RS02265	ABLE99_RS01365
OG0000537	CIB43_RS01595	ABLE99_RS00950
OG0000538	CIB43_RS01990	ABLE99_RS01095
OG0000544	CIB43_RS02125	ABLE99_RS01225
OG0000545	CIB43_RS02715	ABLE99_RS01745
OG0000546	CIB43_RS03705	ABLE99_RS02680
OG0000552	CIB43_RS00225	ABLE99_RS03030
OG0000553	CIB43_RS03610	ABLE99_RS02580
OG0000554	CIB43_RS03295	ABLE99_RS02295
OG0000557	CIB43_RS02130	ABLE99_RS01235
OG0000558	CIB43_RS02100	ABLE99_RS01205
OG0000559	CIB43_RS02575	ABLE99_RS01650
OG0000560	CIB43_RS02680	ABLE99_RS01735
OG0000561	CIB43_RS01980	ABLE99_RS01080
OG0000562	CIB43_RS02685	ABLE99_RS01740
OG0000563	CIB43_RS02670	ABLE99_RS01725
OG0000564	CIB43_RS02155	ABLE99_RS01255
OG0000565	CIB43_RS02760	ABLE99_RS01790
OG0000566	CIB43_RS02740	ABLE99_RS01775
OG0000568	CIB43_RS01555	ABLE99_RS00990
OG0000569	CIB43_RS02105	ABLE99_RS01210
OG0000570	CIB43_RS02110	ABLE99_RS01215
OG0000571	CIB43_RS02115	ABLE99_RS01220
OG0000572	CIB43_RS02135	ABLE99_RS01240
OG0000573	CIB43_RS02570	ABLE99_RS01645
OG0000574	CIB43_RS02175	ABLE99_RS01275
OG0000575	CIB43_RS02090	ABLE99_RS01195
OG0000576	CIB43_RS02530	ABLE99_RS01600
OG0000577	CIB43_RS03580	ABLE99_RS02555
OG0000579	CIB43_RS02660	ABLE99_RS01715
OG0000580	CIB43_RS03710	ABLE99_RS02685
OG0000581	CIB43_RS02645	ABLE99_RS01705
OG0000585	CIB43_RS03105	ABLE99_RS02045
OG0000588	CIB43_RS02525	ABLE99_RS01595
OG0000589	CIB43_RS03055	ABLE99_RS02205
OG0000592	CIB43_RS03570	ABLE99_RS02545
OG0000594	CIB43_RS02095	ABLE99_RS01200
OG0000595	CIB43_RS03920	ABLE99_RS02890
OG0000597	CIB43_RS03915	ABLE99_RS02885
OG0000601	CIB43_RS02675	ABLE99_RS01730
OG0000606	CIB43_RS02655	ABLE99_RS01710
OG0000609	CIB43_RS02730	ABLE99_RS01765
OG0000614	CIB43_RS03070	ABLE99_RS02180
OG0000624	CIB43_RS00230	ABLE99_RS03035
OG0000700	CIB43_RS03985	ABLE99_RS01190
