Orthogroup	MHP_KM014_genes	MHP_1257_genes
OG0000049	CIB43_RS00150	ABKJ22_RS02955
OG0000051	CIB43_RS03575	ABKJ22_RS02600
OG0000052	CIB43_RS00775	ABKJ22_RS00075
OG0000053	CIB43_RS02315	ABKJ22_RS01465
OG0000054	CIB43_RS03395	ABKJ22_RS02420
OG0000055	CIB43_RS00835	ABKJ22_RS00130
OG0000056	CIB43_RS00630, CIB43_RS03960	ABKJ22_RS03415
OG0000057	CIB43_RS03840	ABKJ22_RS02865
OG0000060	CIB43_RS00780	ABKJ22_RS00080
OG0000061	CIB43_RS02745	ABKJ22_RS01845
OG0000062	CIB43_RS00675	ABKJ22_RS03470
OG0000063	CIB43_RS00660	ABKJ22_RS03465
OG0000064	CIB43_RS00650	ABKJ22_RS03455
OG0000065	CIB43_RS03145	ABKJ22_RS02160
OG0000068	CIB43_RS01520	ABKJ22_RS01055
OG0000069	CIB43_RS03740	ABKJ22_RS02760
OG0000070	CIB43_RS03400	ABKJ22_RS02425
OG0000071	CIB43_RS00360	ABKJ22_RS03155
OG0000072	CIB43_RS00375	ABKJ22_RS03160
OG0000073	CIB43_RS01580	ABKJ22_RS00995
OG0000075	CIB43_RS01060	ABKJ22_RS00335
OG0000077	CIB43_RS01330	ABKJ22_RS00445
OG0000078	CIB43_RS02560	ABKJ22_RS01675
OG0000079	CIB43_RS03480	ABKJ22_RS02505
OG0000080	CIB43_RS03525	ABKJ22_RS02550
OG0000081	CIB43_RS01055	ABKJ22_RS00330
OG0000082	CIB43_RS03315	ABKJ22_RS02350
OG0000083	CIB43_RS02935	ABKJ22_RS01995
OG0000084	CIB43_RS02955	ABKJ22_RS02025
OG0000086	CIB43_RS02970	ABKJ22_RS02040
OG0000087	CIB43_RS02975	ABKJ22_RS02055
OG0000088	CIB43_RS02980	ABKJ22_RS02060
OG0000089	CIB43_RS02990	ABKJ22_RS02070
OG0000090	CIB43_RS00770	ABKJ22_RS00070
OG0000091	CIB43_RS00760	ABKJ22_RS00055
OG0000092	CIB43_RS00745	ABKJ22_RS00040
OG0000093	CIB43_RS00735	ABKJ22_RS00035
OG0000094	CIB43_RS00730	ABKJ22_RS00030
OG0000095	CIB43_RS00715	ABKJ22_RS00005
OG0000096	CIB43_RS00700	ABKJ22_RS03505
OG0000097	CIB43_RS00690	ABKJ22_RS03485
OG0000100	CIB43_RS00610	ABKJ22_RS03405
OG0000101	CIB43_RS00600	ABKJ22_RS03400
OG0000102	CIB43_RS02580	ABKJ22_RS01700
OG0000103	CIB43_RS03110	ABKJ22_RS02195
OG0000104	CIB43_RS03120	ABKJ22_RS02190
OG0000105	CIB43_RS03130	ABKJ22_RS02175
OG0000106	CIB43_RS03140	ABKJ22_RS02165
OG0000107	CIB43_RS03150	ABKJ22_RS02155
OG0000108	CIB43_RS03155	ABKJ22_RS02150
OG0000109	CIB43_RS03160	ABKJ22_RS02145
OG0000110	CIB43_RS03290	ABKJ22_RS02340
OG0000111	CIB43_RS03285	ABKJ22_RS02335
OG0000112	CIB43_RS03280	ABKJ22_RS02325
OG0000113	CIB43_RS03260	ABKJ22_RS02305
OG0000114	CIB43_RS03245	ABKJ22_RS02295
OG0000115	CIB43_RS03230	ABKJ22_RS02285
OG0000116	CIB43_RS02165	ABKJ22_RS01315
OG0000117	CIB43_RS02170	ABKJ22_RS01320
OG0000118	CIB43_RS02205	ABKJ22_RS01355
OG0000119	CIB43_RS02210	ABKJ22_RS01360
OG0000120	CIB43_RS02230	ABKJ22_RS01375
OG0000121	CIB43_RS02250	ABKJ22_RS01400
OG0000122	CIB43_RS02255	ABKJ22_RS01405
OG0000123	CIB43_RS02275	ABKJ22_RS01425
OG0000124	CIB43_RS02280	ABKJ22_RS01430
OG0000125	CIB43_RS02285	ABKJ22_RS01435
OG0000126	CIB43_RS02295	ABKJ22_RS01445
OG0000127	CIB43_RS02305	ABKJ22_RS01455
OG0000128	CIB43_RS02320	ABKJ22_RS01470
OG0000129	CIB43_RS02330	ABKJ22_RS01475
OG0000130	CIB43_RS02335	ABKJ22_RS01485
OG0000131	CIB43_RS02370	ABKJ22_RS01515
OG0000132	CIB43_RS02385	ABKJ22_RS01530
OG0000133	CIB43_RS01415	ABKJ22_RS00530
OG0000134	CIB43_RS01425	ABKJ22_RS00535
OG0000135	CIB43_RS01435	ABKJ22_RS00550
OG0000136	CIB43_RS01440	ABKJ22_RS00555
OG0000137	CIB43_RS01470	ABKJ22_RS00585
OG0000138	CIB43_RS01495	ABKJ22_RS01080
OG0000139	CIB43_RS01525	ABKJ22_RS01050
OG0000140	CIB43_RS01540	ABKJ22_RS01045
OG0000141	CIB43_RS03850	ABKJ22_RS02875
OG0000142	CIB43_RS03845	ABKJ22_RS02870
OG0000143	CIB43_RS03835	ABKJ22_RS02850
OG0000144	CIB43_RS03815	ABKJ22_RS02840
OG0000145	CIB43_RS03805	ABKJ22_RS02830
OG0000146	CIB43_RS03790	ABKJ22_RS02820
OG0000147	CIB43_RS03785	ABKJ22_RS02815
OG0000148	CIB43_RS03780	ABKJ22_RS02800
OG0000149	CIB43_RS03760	ABKJ22_RS02790
OG0000150	CIB43_RS03745	ABKJ22_RS02775
OG0000151	CIB43_RS03700	ABKJ22_RS02720
OG0000152	CIB43_RS03695	ABKJ22_RS02715
OG0000153	CIB43_RS03690	ABKJ22_RS02710
OG0000154	CIB43_RS03680	ABKJ22_RS02700
OG0000155	CIB43_RS03645	ABKJ22_RS02660
OG0000156	CIB43_RS03635	ABKJ22_RS02650
OG0000157	CIB43_RS03625	ABKJ22_RS02645
OG0000158	CIB43_RS03620	ABKJ22_RS02635
OG0000159	CIB43_RS03385	ABKJ22_RS02410
OG0000160	CIB43_RS03380	ABKJ22_RS02405
OG0000161	CIB43_RS03375	ABKJ22_RS02400
OG0000163	CIB43_RS03370	ABKJ22_RS02385
OG0000164	CIB43_RS02495	ABKJ22_RS01610
OG0000165	CIB43_RS02840	ABKJ22_RS01915
OG0000166	CIB43_RS02860	ABKJ22_RS01935
OG0000167	CIB43_RS02875	ABKJ22_RS01950
OG0000168	CIB43_RS02880	ABKJ22_RS01955
OG0000169	CIB43_RS00130	ABKJ22_RS02950
OG0000171	CIB43_RS00155	ABKJ22_RS02975
OG0000172	CIB43_RS00160	ABKJ22_RS02980
OG0000173	CIB43_RS00165	ABKJ22_RS02985
OG0000174	CIB43_RS00170	ABKJ22_RS02990
OG0000175	CIB43_RS00190	ABKJ22_RS03005
OG0000176	CIB43_RS00235	ABKJ22_RS03050
OG0000177	CIB43_RS00240	ABKJ22_RS03055
OG0000178	CIB43_RS00245	ABKJ22_RS03060
OG0000179	CIB43_RS00255	ABKJ22_RS03070
OG0000180	CIB43_RS00260	ABKJ22_RS03075
OG0000181	CIB43_RS00310	ABKJ22_RS03105
OG0000182	CIB43_RS00320	ABKJ22_RS03115
OG0000183	CIB43_RS00355	ABKJ22_RS03150
OG0000184	CIB43_RS00430	ABKJ22_RS03190
OG0000185	CIB43_RS00380	ABKJ22_RS03175
OG0000186	CIB43_RS02400	ABKJ22_RS01540
OG0000187	CIB43_RS02410	ABKJ22_RS01555
OG0000188	CIB43_RS02425	ABKJ22_RS01565
OG0000189	CIB43_RS03200	ABKJ22_RS02110
OG0000190	CIB43_RS03195	ABKJ22_RS02115
OG0000191	CIB43_RS03180	ABKJ22_RS02135
OG0000192	CIB43_RS02085	ABKJ22_RS01230
OG0000193	CIB43_RS02075	ABKJ22_RS01220
OG0000194	CIB43_RS01560	ABKJ22_RS01010
OG0000195	CIB43_RS01565	ABKJ22_RS01005
OG0000196	CIB43_RS01585	ABKJ22_RS00985
OG0000197	CIB43_RS01590	ABKJ22_RS00980
OG0000198	CIB43_RS01605	ABKJ22_RS00965
OG0000199	CIB43_RS01615	ABKJ22_RS00960
OG0000200	CIB43_RS01630	ABKJ22_RS00945
OG0000201	CIB43_RS01635	ABKJ22_RS00935
OG0000202	CIB43_RS01690	ABKJ22_RS00880
OG0000203	CIB43_RS01695	ABKJ22_RS00875
OG0000204	CIB43_RS01700	ABKJ22_RS00870
OG0000205	CIB43_RS01705	ABKJ22_RS00865
OG0000206	CIB43_RS01735	ABKJ22_RS00845
OG0000207	CIB43_RS01740	ABKJ22_RS00830
OG0000208	CIB43_RS01745	ABKJ22_RS00825
OG0000209	CIB43_RS01750	ABKJ22_RS00820
OG0000210	CIB43_RS01800	ABKJ22_RS00775
OG0000211	CIB43_RS01805	ABKJ22_RS00745
OG0000212	CIB43_RS01815	ABKJ22_RS00735
OG0000213	CIB43_RS01820	ABKJ22_RS00730
OG0000214	CIB43_RS01825	ABKJ22_RS00725
OG0000215	CIB43_RS01830	ABKJ22_RS00720
OG0000216	CIB43_RS01835	ABKJ22_RS00715
OG0000217	CIB43_RS01845	ABKJ22_RS00710
OG0000218	CIB43_RS01850	ABKJ22_RS00700
OG0000219	CIB43_RS01855	ABKJ22_RS00695
OG0000220	CIB43_RS01860	ABKJ22_RS00690
OG0000221	CIB43_RS01865	ABKJ22_RS00685
OG0000222	CIB43_RS01870	ABKJ22_RS00680
OG0000223	CIB43_RS01875	ABKJ22_RS00675
OG0000225	CIB43_RS01895	ABKJ22_RS00655
OG0000226	CIB43_RS01900	ABKJ22_RS00650
OG0000227	CIB43_RS01905	ABKJ22_RS00645
OG0000228	CIB43_RS01910	ABKJ22_RS00640
OG0000229	CIB43_RS01915	ABKJ22_RS00635
OG0000230	CIB43_RS01920	ABKJ22_RS00630
OG0000231	CIB43_RS01935	ABKJ22_RS00620
OG0000232	CIB43_RS01940	ABKJ22_RS00610
OG0000233	CIB43_RS01965	ABKJ22_RS01110
OG0000234	CIB43_RS02000	ABKJ22_RS01145
OG0000235	CIB43_RS02005	ABKJ22_RS01155
OG0000236	CIB43_RS02010	ABKJ22_RS01160
OG0000237	CIB43_RS02015	ABKJ22_RS01165
OG0000238	CIB43_RS02025	ABKJ22_RS01170
OG0000239	CIB43_RS03860	ABKJ22_RS02885
OG0000240	CIB43_RS03870	ABKJ22_RS02890
OG0000241	CIB43_RS03875	ABKJ22_RS02900
OG0000242	CIB43_RS03880	ABKJ22_RS02905
OG0000243	CIB43_RS03885	ABKJ22_RS02910
OG0000244	CIB43_RS03900	ABKJ22_RS02920
OG0000245	CIB43_RS03905	ABKJ22_RS02930
OG0000246	CIB43_RS00845	ABKJ22_RS00135
OG0000247	CIB43_RS00850	ABKJ22_RS00145
OG0000248	CIB43_RS00875	ABKJ22_RS00155
OG0000250	CIB43_RS00885	ABKJ22_RS00175
OG0000251	CIB43_RS00925	ABKJ22_RS00205
OG0000252	CIB43_RS00930	ABKJ22_RS00215
OG0000253	CIB43_RS00940	ABKJ22_RS00220
OG0000254	CIB43_RS00950	ABKJ22_RS00230
OG0000255	CIB43_RS00955	ABKJ22_RS00235
OG0000256	CIB43_RS00960	ABKJ22_RS00240
OG0000257	CIB43_RS00985	ABKJ22_RS00265
OG0000258	CIB43_RS01015	ABKJ22_RS00275
OG0000259	CIB43_RS01030	ABKJ22_RS00305
OG0000260	CIB43_RS01045	ABKJ22_RS00315
OG0000262	CIB43_RS01075	ABKJ22_RS00340
OG0000263	CIB43_RS01080	ABKJ22_RS00355
OG0000264	CIB43_RS01100	ABKJ22_RS00370
OG0000265	CIB43_RS01110	ABKJ22_RS00380
OG0000266	CIB43_RS01120	ABKJ22_RS00395
OG0000267	CIB43_RS01135	ABKJ22_RS00410
OG0000268	CIB43_RS01305	ABKJ22_RS00415
OG0000269	CIB43_RS01320	ABKJ22_RS00440
OG0000270	CIB43_RS00575	ABKJ22_RS03375
OG0000271	CIB43_RS00570	ABKJ22_RS03370
OG0000272	CIB43_RS00565	ABKJ22_RS03365
OG0000273	CIB43_RS00560	ABKJ22_RS03360
OG0000274	CIB43_RS00545	ABKJ22_RS03340
OG0000275	CIB43_RS00535	ABKJ22_RS03335
OG0000276	CIB43_RS00530	ABKJ22_RS03330
OG0000277	CIB43_RS00525	ABKJ22_RS03320
OG0000278	CIB43_RS00515	ABKJ22_RS03315
OG0000279	CIB43_RS00510	ABKJ22_RS03305
OG0000280	CIB43_RS00500	ABKJ22_RS03300
OG0000281	CIB43_RS00495	ABKJ22_RS03295
OG0000283	CIB43_RS00475	ABKJ22_RS03265
OG0000284	CIB43_RS00460	ABKJ22_RS03260
OG0000285	CIB43_RS00455	ABKJ22_RS03255
OG0000286	CIB43_RS03345	ABKJ22_RS02370
OG0000287	CIB43_RS03440	ABKJ22_RS02465
OG0000288	CIB43_RS03450	ABKJ22_RS02475
OG0000289	CIB43_RS03455	ABKJ22_RS02480
OG0000290	CIB43_RS03565	ABKJ22_RS02590
OG0000291	CIB43_RS03560	ABKJ22_RS02580
OG0000292	CIB43_RS03550	ABKJ22_RS02575
OG0000293	CIB43_RS03545	ABKJ22_RS02570
OG0000294	CIB43_RS03540	ABKJ22_RS02560
OG0000295	CIB43_RS03530	ABKJ22_RS02555
OG0000296	CIB43_RS03495	ABKJ22_RS02515
OG0000297	CIB43_RS03485	ABKJ22_RS02510
OG0000298	CIB43_RS00880	ABKJ22_RS00170
OG0000299	CIB43_RS00915	ABKJ22_RS00190
OG0000300	CIB43_RS01090	ABKJ22_RS00365
OG0000301	CIB43_RS01125	ABKJ22_RS00400
OG0000302	CIB43_RS01130	ABKJ22_RS00405
OG0000303	CIB43_RS01455	ABKJ22_RS00560
OG0000304	CIB43_RS01950	ABKJ22_RS00605
OG0000305	CIB43_RS03795	ABKJ22_RS02825
OG0000306	CIB43_RS03725	ABKJ22_RS02745
OG0000307	CIB43_RS03685	ABKJ22_RS02705
OG0000308	CIB43_RS03600	ABKJ22_RS02610
OG0000309	CIB43_RS03520	ABKJ22_RS02545
OG0000310	CIB43_RS03445	ABKJ22_RS02470
OG0000311	CIB43_RS03405	ABKJ22_RS02430
OG0000312	CIB43_RS03390	ABKJ22_RS02415
OG0000313	CIB43_RS02485	ABKJ22_RS01600
OG0000314	CIB43_RS02855	ABKJ22_RS01930
OG0000315	CIB43_RS02885	ABKJ22_RS01960
OG0000316	CIB43_RS02895	ABKJ22_RS01970
OG0000317	CIB43_RS02985	ABKJ22_RS02065
OG0000318	CIB43_RS02900	ABKJ22_RS01975
OG0000319	CIB43_RS03125	ABKJ22_RS02180
OG0000320	CIB43_RS03270	ABKJ22_RS02315
OG0000321	CIB43_RS02200	ABKJ22_RS01350
OG0000322	CIB43_RS02245	ABKJ22_RS01395
OG0000323	CIB43_RS02375	ABKJ22_RS01525
OG0000324	CIB43_RS03170	ABKJ22_RS02140
OG0000325	CIB43_RS01570	ABKJ22_RS01000
OG0000326	CIB43_RS01665	ABKJ22_RS00905
OG0000327	CIB43_RS01670	ABKJ22_RS00900
OG0000328	CIB43_RS01760	ABKJ22_RS00815
OG0000329	CIB43_RS01775	ABKJ22_RS00795
OG0000330	CIB43_RS01970	ABKJ22_RS01120
OG0000331	CIB43_RS03890	ABKJ22_RS02915
OG0000332	CIB43_RS00200	ABKJ22_RS03015
OG0000333	CIB43_RS00210	ABKJ22_RS03025
OG0000334	CIB43_RS00315	ABKJ22_RS03110
OG0000335	CIB43_RS00340	ABKJ22_RS03120
OG0000336	CIB43_RS00485	ABKJ22_RS03285
OG0000337	CIB43_RS00655	ABKJ22_RS03460
OG0000338	CIB43_RS00695	ABKJ22_RS03500
OG0000339	CIB43_RS03235	ABKJ22_RS02290
OG0000340	CIB43_RS02185	ABKJ22_RS01330
OG0000341	CIB43_RS03190	ABKJ22_RS02120
OG0000342	CIB43_RS01600	ABKJ22_RS00970
OG0000343	CIB43_RS00215	ABKJ22_RS03035
OG0000344	CIB43_RS01465	ABKJ22_RS00575
OG0000345	CIB43_RS01890	ABKJ22_RS00660
OG0000346	CIB43_RS00490	ABKJ22_RS03290
OG0000347	CIB43_RS02270	ABKJ22_RS01420
OG0000348	CIB43_RS01685	ABKJ22_RS00895
OG0000349	CIB43_RS00550	ABKJ22_RS03350
OG0000350	CIB43_RS03675	ABKJ22_RS02695
OG0000351	CIB43_RS01385	ABKJ22_RS00495
OG0000352	CIB43_RS02830	ABKJ22_RS01910
OG0000353	CIB43_RS02240	ABKJ22_RS01390
OG0000354	CIB43_RS01515	ABKJ22_RS01065
OG0000355	CIB43_RS02805	ABKJ22_RS01885
OG0000356	CIB43_RS02890	ABKJ22_RS01965
OG0000357	CIB43_RS00175	ABKJ22_RS02995
OG0000358	CIB43_RS00180	ABKJ22_RS03000
OG0000359	CIB43_RS01650	ABKJ22_RS00925
OG0000360	CIB43_RS00990	ABKJ22_RS00270
OG0000361	CIB43_RS01020	ABKJ22_RS00300
OG0000362	CIB43_RS03475	ABKJ22_RS02490
OG0000363	CIB43_RS02310	ABKJ22_RS01460
OG0000369	CIB43_RS00725	ABKJ22_RS00025
OG0000370	CIB43_RS00720	ABKJ22_RS00020
OG0000378	CIB43_RS02160	ABKJ22_RS01310
OG0000379	CIB43_RS02235	ABKJ22_RS01385
OG0000380	CIB43_RS02260	ABKJ22_RS01410
OG0000381	CIB43_RS02300	ABKJ22_RS01450
OG0000385	CIB43_RS01405	ABKJ22_RS00520
OG0000389	CIB43_RS01490	ABKJ22_RS01085
OG0000394	CIB43_RS03660	ABKJ22_RS02670
OG0000396	CIB43_RS03350	ABKJ22_RS02375
OG0000403	CIB43_RS00220	ABKJ22_RS03040
OG0000404	CIB43_RS00250	ABKJ22_RS03065
OG0000405	CIB43_RS00265	ABKJ22_RS03080
OG0000409	CIB43_RS00345	ABKJ22_RS03140
OG0000412	CIB43_RS00390	ABKJ22_RS03180
OG0000417	CIB43_RS03185	ABKJ22_RS02125
OG0000428	CIB43_RS01785	ABKJ22_RS00785
OG0000429	CIB43_RS01885	ABKJ22_RS00670
OG0000430	CIB43_RS01925	ABKJ22_RS00625
OG0000434	CIB43_RS01985	ABKJ22_RS01135
OG0000436	CIB43_RS02030	ABKJ22_RS01175
OG0000437	CIB43_RS02065	ABKJ22_RS01185
OG0000441	CIB43_RS03910	ABKJ22_RS02935
OG0000451	CIB43_RS01085	ABKJ22_RS00360
OG0000453	CIB43_RS01315	ABKJ22_RS00420
OG0000457	CIB43_RS00450	ABKJ22_RS03250
OG0000459	CIB43_RS03460	ABKJ22_RS02485
OG0000463	CIB43_RS03515	ABKJ22_RS02530
OG0000464	CIB43_RS03500	ABKJ22_RS02525
OG0000466	CIB43_RS01115	ABKJ22_RS00390
OG0000468	CIB43_RS02870	ABKJ22_RS01940
OG0000471	CIB43_RS01790	ABKJ22_RS00780
OG0000473	CIB43_RS00580	ABKJ22_RS03380
OG0000474	CIB43_RS00585	ABKJ22_RS03385
OG0000475	CIB43_RS00595	ABKJ22_RS03390
OG0000482	CIB43_RS02080	ABKJ22_RS01225
OG0000485	CIB43_RS02035	ABKJ22_RS01180
OG0000486	CIB43_RS03205	ABKJ22_RS02105
OG0000487	CIB43_RS02915	ABKJ22_RS01980
OG0000488	CIB43_RS02940	ABKJ22_RS02020
OG0000489	CIB43_RS00750	ABKJ22_RS00050
OG0000491	CIB43_RS02220	ABKJ22_RS01365
OG0000492	CIB43_RS02290	ABKJ22_RS01440
OG0000495	CIB43_RS03750	ABKJ22_RS02780
OG0000502	CIB43_RS02070	ABKJ22_RS01215
OG0000504	CIB43_RS01770	ABKJ22_RS00805
OG0000506	CIB43_RS01810	ABKJ22_RS00740
OG0000508	CIB43_RS00980	ABKJ22_RS00245
OG0000517	CIB43_RS00765	ABKJ22_RS00065
OG0000519	CIB43_RS01660	ABKJ22_RS00915
OG0000520	CIB43_RS01780	ABKJ22_RS00790
OG0000523	CIB43_RS00445	ABKJ22_RS03245
OG0000526	CIB43_RS02720	ABKJ22_RS01820
OG0000527	CIB43_RS02640	ABKJ22_RS01745
OG0000529	CIB43_RS03135	ABKJ22_RS02170
OG0000530	CIB43_RS03250	ABKJ22_RS02300
OG0000531	CIB43_RS02265	ABKJ22_RS01415
OG0000537	CIB43_RS01595	ABKJ22_RS00975
OG0000538	CIB43_RS01990	ABKJ22_RS01140
OG0000544	CIB43_RS02125	ABKJ22_RS01265
OG0000545	CIB43_RS02715	ABKJ22_RS01810
OG0000546	CIB43_RS03705	ABKJ22_RS02730, ABKJ22_RS02725
OG0000552	CIB43_RS00225	ABKJ22_RS03045
OG0000553	CIB43_RS03610	ABKJ22_RS02630
OG0000554	CIB43_RS03295	ABKJ22_RS02345
OG0000557	CIB43_RS02130	ABKJ22_RS01275
OG0000558	CIB43_RS02100	ABKJ22_RS01245
OG0000559	CIB43_RS02575	ABKJ22_RS01695
OG0000560	CIB43_RS02680	ABKJ22_RS01795
OG0000561	CIB43_RS01980	ABKJ22_RS01125
OG0000562	CIB43_RS02685	ABKJ22_RS01800
OG0000563	CIB43_RS02670	ABKJ22_RS01785
OG0000564	CIB43_RS02155	ABKJ22_RS01305
OG0000565	CIB43_RS02760	ABKJ22_RS01850
OG0000566	CIB43_RS02740	ABKJ22_RS01840
OG0000568	CIB43_RS01555	ABKJ22_RS01015
OG0000569	CIB43_RS02105	ABKJ22_RS01250
OG0000570	CIB43_RS02110	ABKJ22_RS01255
OG0000571	CIB43_RS02115	ABKJ22_RS01260
OG0000572	CIB43_RS02135	ABKJ22_RS01280
OG0000573	CIB43_RS02570	ABKJ22_RS01690
OG0000574	CIB43_RS02175	ABKJ22_RS01325
OG0000575	CIB43_RS02090	ABKJ22_RS01235
OG0000576	CIB43_RS02530	ABKJ22_RS01650
OG0000577	CIB43_RS03580	ABKJ22_RS02605
OG0000579	CIB43_RS02660	ABKJ22_RS01760
OG0000580	CIB43_RS03710	ABKJ22_RS02735
OG0000581	CIB43_RS02645	ABKJ22_RS01750
OG0000585	CIB43_RS03105	ABKJ22_RS02200
OG0000588	CIB43_RS02525	ABKJ22_RS01640
OG0000589	CIB43_RS03055	ABKJ22_RS02245
OG0000592	CIB43_RS03570	ABKJ22_RS02595
OG0000594	CIB43_RS02095	ABKJ22_RS01240
OG0000601	CIB43_RS02675	ABKJ22_RS01790
OG0000608	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690	ABKJ22_RS01805
OG0000609	CIB43_RS02730	ABKJ22_RS01830
OG0000613	CIB43_RS02785	ABKJ22_RS01865
