Orthogroup	MHP_KM014_genes	MHP_MHP650_genes
OG0000156	CIB43_RS03635	DR083_RS02140
OG0000157	CIB43_RS03625	DR083_RS04765
OG0000158	CIB43_RS03620	DR083_RS04770
OG0000159	CIB43_RS03385	DR083_RS04945
OG0000160	CIB43_RS03380	DR083_RS00360
OG0000161	CIB43_RS03375	DR083_RS00355
OG0000163	CIB43_RS03370	DR083_RS00340
OG0000164	CIB43_RS02495	DR083_RS03555
OG0000165	CIB43_RS02840	DR083_RS01545
OG0000166	CIB43_RS02860	DR083_RS01565
OG0000167	CIB43_RS02875	DR083_RS01580
OG0000168	CIB43_RS02880	DR083_RS01585
OG0000169	CIB43_RS00130	DR083_RS01655
OG0000171	CIB43_RS00155	DR083_RS01680
OG0000172	CIB43_RS00160	DR083_RS01690
OG0000173	CIB43_RS00165	DR083_RS01695
OG0000174	CIB43_RS00170	DR083_RS01700
OG0000175	CIB43_RS00190	DR083_RS01715
OG0000176	CIB43_RS00235	DR083_RS01765
OG0000177	CIB43_RS00240	DR083_RS01770
OG0000178	CIB43_RS00245	DR083_RS01775
OG0000179	CIB43_RS00255	DR083_RS01785
OG0000180	CIB43_RS00260	DR083_RS01790
OG0000181	CIB43_RS00310	DR083_RS04830
OG0000182	CIB43_RS00320	DR083_RS02830
OG0000183	CIB43_RS00355	DR083_RS02795
OG0000184	CIB43_RS00430	DR083_RS03100
OG0000185	CIB43_RS00380	DR083_RS03085
OG0000186	CIB43_RS02400	DR083_RS04900
OG0000187	CIB43_RS02410	DR083_RS03415
OG0000188	CIB43_RS02425	DR083_RS03405
OG0000189	CIB43_RS03200	DR083_RS04865
OG0000190	CIB43_RS03195	DR083_RS03025
OG0000191	CIB43_RS03180	DR083_RS03005
OG0000192	CIB43_RS02085	DR083_RS02475
OG0000193	CIB43_RS02075	DR083_RS02490
OG0000194	CIB43_RS01560	DR083_RS01250
OG0000195	CIB43_RS01565	DR083_RS01255
OG0000196	CIB43_RS01585	DR083_RS01275
OG0000197	CIB43_RS01590	DR083_RS01280
OG0000198	CIB43_RS01605	DR083_RS01295
OG0000199	CIB43_RS01615	DR083_RS01300
OG0000200	CIB43_RS01630	DR083_RS01315
OG0000201	CIB43_RS01635	DR083_RS01325
OG0000202	CIB43_RS01690	DR083_RS04685
OG0000203	CIB43_RS01695	DR083_RS01385
OG0000204	CIB43_RS01700	DR083_RS01390
OG0000205	CIB43_RS01705	DR083_RS01395
OG0000206	CIB43_RS01735	DR083_RS01415
OG0000207	CIB43_RS01740	DR083_RS01430
OG0000208	CIB43_RS01745	DR083_RS01435
OG0000209	CIB43_RS01750	DR083_RS01440
OG0000210	CIB43_RS01800	DR083_RS02680
OG0000211	CIB43_RS01805	DR083_RS02670
OG0000212	CIB43_RS01815	DR083_RS02660
OG0000213	CIB43_RS01820	DR083_RS02655
OG0000214	CIB43_RS01825	DR083_RS02650
OG0000215	CIB43_RS01830	DR083_RS02645
OG0000216	CIB43_RS01835	DR083_RS02640
OG0000217	CIB43_RS01845	DR083_RS02635
OG0000218	CIB43_RS01850	DR083_RS02625
OG0000219	CIB43_RS01855	DR083_RS02620
OG0000220	CIB43_RS01860	DR083_RS02615
OG0000221	CIB43_RS01865	DR083_RS02610
OG0000222	CIB43_RS01870	DR083_RS02605
OG0000223	CIB43_RS01875	DR083_RS02600
OG0000225	CIB43_RS01895	DR083_RS02580
OG0000226	CIB43_RS01900	DR083_RS02575
OG0000227	CIB43_RS01905	DR083_RS02570
OG0000228	CIB43_RS01910	DR083_RS05030
OG0000229	CIB43_RS01915	DR083_RS02560
OG0000230	CIB43_RS01920	DR083_RS02555
OG0000231	CIB43_RS01935	DR083_RS02545
OG0000232	CIB43_RS01940	DR083_RS02535
OG0000233	CIB43_RS01965	DR083_RS02035
OG0000234	CIB43_RS02000	DR083_RS01995
OG0000235	CIB43_RS02005	DR083_RS01985
OG0000236	CIB43_RS02010	DR083_RS01980
OG0000237	CIB43_RS02015	DR083_RS01975
OG0000238	CIB43_RS02025	DR083_RS01965
OG0000239	CIB43_RS03860	DR083_RS00735
OG0000240	CIB43_RS03870	DR083_RS00740
OG0000241	CIB43_RS03875	DR083_RS00750
OG0000242	CIB43_RS03880	DR083_RS00755
OG0000243	CIB43_RS03885	DR083_RS00760
OG0000244	CIB43_RS03900	DR083_RS00770
OG0000245	CIB43_RS03905	DR083_RS00780
OG0000246	CIB43_RS00845	DR083_RS00010
OG0000247	CIB43_RS00850	DR083_RS00020
OG0000248	CIB43_RS00875	DR083_RS00030
OG0000250	CIB43_RS00885	DR083_RS00050
OG0000251	CIB43_RS00925	DR083_RS00085
OG0000252	CIB43_RS00930	DR083_RS00095
OG0000253	CIB43_RS00940	DR083_RS00100
OG0000254	CIB43_RS00950	DR083_RS00110
OG0000255	CIB43_RS00955	DR083_RS00120
OG0000256	CIB43_RS00960	DR083_RS00125
OG0000257	CIB43_RS00985	DR083_RS00150
OG0000258	CIB43_RS01015	DR083_RS00160
OG0000259	CIB43_RS01030	DR083_RS00190
OG0000260	CIB43_RS01045	DR083_RS00200
OG0000262	CIB43_RS01075	DR083_RS00225
OG0000263	CIB43_RS01080	DR083_RS00240
OG0000264	CIB43_RS01100	DR083_RS00255
OG0000265	CIB43_RS01110	DR083_RS00265
OG0000266	CIB43_RS01120	DR083_RS00280
OG0000267	CIB43_RS01135	DR083_RS00295
OG0000268	CIB43_RS01305	DR083_RS00300
OG0000269	CIB43_RS01320	DR083_RS03225
OG0000270	CIB43_RS00575	DR083_RS04615
OG0000271	CIB43_RS00570	DR083_RS00515
OG0000272	CIB43_RS00565	DR083_RS00510
OG0000273	CIB43_RS00560	DR083_RS00505
OG0000274	CIB43_RS00545	DR083_RS00485
OG0000275	CIB43_RS00535	DR083_RS04605
OG0000276	CIB43_RS00530	DR083_RS00475
OG0000277	CIB43_RS00525	DR083_RS00465
OG0000278	CIB43_RS00515	DR083_RS00460
OG0000279	CIB43_RS00510	DR083_RS00450
OG0000280	CIB43_RS00500	DR083_RS00445
OG0000281	CIB43_RS00495	DR083_RS00440
OG0000283	CIB43_RS00475	DR083_RS00410
OG0000284	CIB43_RS00460	DR083_RS00405
OG0000285	CIB43_RS00455	DR083_RS04590
OG0000286	CIB43_RS03345	DR083_RS00325
OG0000287	CIB43_RS03440	DR083_RS01805
OG0000288	CIB43_RS03450	DR083_RS01815
OG0000289	CIB43_RS03455	DR083_RS01820
OG0000290	CIB43_RS03565	DR083_RS02205
OG0000291	CIB43_RS03560	DR083_RS01920
OG0000292	CIB43_RS03550	DR083_RS01915
OG0000293	CIB43_RS03545	DR083_RS01910
OG0000294	CIB43_RS03540	DR083_RS01900
OG0000295	CIB43_RS03530	DR083_RS01895
OG0000296	CIB43_RS03495	DR083_RS01855
OG0000297	CIB43_RS03485	DR083_RS01850
OG0000298	CIB43_RS00880	DR083_RS00045
OG0000299	CIB43_RS00915	DR083_RS00070
OG0000300	CIB43_RS01090	DR083_RS00250
OG0000301	CIB43_RS01125	DR083_RS00285
OG0000302	CIB43_RS01130	DR083_RS00290
OG0000303	CIB43_RS01455	DR083_RS02385
OG0000304	CIB43_RS01950	DR083_RS02530
OG0000305	CIB43_RS03795	DR083_RS00670
OG0000306	CIB43_RS03725	DR083_RS00595
OG0000307	CIB43_RS03685	DR083_RS00560
OG0000308	CIB43_RS03600	DR083_RS02185
OG0000309	CIB43_RS03520	DR083_RS01885
OG0000310	CIB43_RS03445	DR083_RS01810
OG0000311	CIB43_RS03405	DR083_RS00385
OG0000312	CIB43_RS03390	DR083_RS00370
OG0000313	CIB43_RS02485	DR083_RS03565
OG0000314	CIB43_RS02855	DR083_RS01560
OG0000315	CIB43_RS02885	DR083_RS01590
OG0000316	CIB43_RS02895	DR083_RS01600
OG0000317	CIB43_RS02985	DR083_RS02870
OG0000318	CIB43_RS02900	DR083_RS04715
OG0000319	CIB43_RS03125	DR083_RS02735
OG0000320	CIB43_RS03270	DR083_RS03115
OG0000321	CIB43_RS02200	DR083_RS01150
OG0000322	CIB43_RS02245	DR083_RS01105
OG0000323	CIB43_RS02375	DR083_RS00975
OG0000324	CIB43_RS03170	DR083_RS03000
OG0000325	CIB43_RS01570	DR083_RS01260
OG0000326	CIB43_RS01665	DR083_RS01355
OG0000327	CIB43_RS01670	DR083_RS01360
OG0000328	CIB43_RS01760	DR083_RS01445
OG0000329	CIB43_RS01775	DR083_RS01470
OG0000330	CIB43_RS01970	DR083_RS02020
OG0000331	CIB43_RS03890	DR083_RS00765
OG0000332	CIB43_RS00200	DR083_RS01725
OG0000333	CIB43_RS00210	DR083_RS01735
OG0000334	CIB43_RS00315	DR083_RS02835
OG0000335	CIB43_RS00340	DR083_RS02825
OG0000336	CIB43_RS00485	DR083_RS04600
OG0000337	CIB43_RS00655	DR083_RS00855
OG0000338	CIB43_RS00695	DR083_RS00895
OG0000339	CIB43_RS03235	DR083_RS03295
OG0000340	CIB43_RS02185	DR083_RS01170
OG0000341	CIB43_RS03190	DR083_RS03020
OG0000342	CIB43_RS01600	DR083_RS01290
OG0000343	CIB43_RS00215	DR083_RS01745
OG0000344	CIB43_RS01465	DR083_RS02400
OG0000345	CIB43_RS01890	DR083_RS02585
OG0000346	CIB43_RS00490	DR083_RS04950
OG0000347	CIB43_RS02270	DR083_RS01080
OG0000348	CIB43_RS01685	DR083_RS01365
OG0000349	CIB43_RS00550	DR083_RS04610
OG0000350	CIB43_RS03675	DR083_RS00550
OG0000351	CIB43_RS01385	DR083_RS03285
OG0000352	CIB43_RS02830	DR083_RS01540
OG0000353	CIB43_RS02240	DR083_RS01110
OG0000354	CIB43_RS01515	DR083_RS03170
OG0000355	CIB43_RS02805	DR083_RS04705
OG0000356	CIB43_RS02890	DR083_RS04710
OG0000357	CIB43_RS00175	DR083_RS04740
OG0000358	CIB43_RS00180	DR083_RS01710
OG0000359	CIB43_RS01650	DR083_RS04680
OG0000360	CIB43_RS00990	DR083_RS00155
OG0000361	CIB43_RS01020	DR083_RS00185
OG0000362	CIB43_RS03475	DR083_RS01830
OG0000363	CIB43_RS02310	DR083_RS04670
OG0000369	CIB43_RS00725	DR083_RS04650
OG0000370	CIB43_RS00720	DR083_RS00920
OG0000378	CIB43_RS02160	DR083_RS01190
OG0000379	CIB43_RS02235	DR083_RS01115
OG0000380	CIB43_RS02260	DR083_RS01090
OG0000381	CIB43_RS02300	DR083_RS01050
OG0000385	CIB43_RS01405	DR083_RS02345
OG0000394	CIB43_RS03660	DR083_RS03350
OG0000396	CIB43_RS03350	DR083_RS00330
OG0000403	CIB43_RS00220	DR083_RS01750
OG0000404	CIB43_RS00250	DR083_RS01780
OG0000409	CIB43_RS00345	DR083_RS02805
OG0000412	CIB43_RS00390	DR083_RS03090
OG0000417	CIB43_RS03185	DR083_RS03015
OG0000428	CIB43_RS01785	DR083_RS01475
OG0000429	CIB43_RS01885	DR083_RS02595
OG0000430	CIB43_RS01925	DR083_RS02550
OG0000434	CIB43_RS01985	DR083_RS02005
OG0000436	CIB43_RS02030	DR083_RS01960
OG0000437	CIB43_RS02065	DR083_RS01950
OG0000441	CIB43_RS03910	DR083_RS00785
OG0000451	CIB43_RS01085	DR083_RS00245
OG0000453	CIB43_RS01315	DR083_RS00305
OG0000457	CIB43_RS00450	DR083_RS00395
OG0000459	CIB43_RS03460	DR083_RS01825
OG0000463	CIB43_RS03515	DR083_RS01870
OG0000464	CIB43_RS03500	DR083_RS01865
OG0000466	CIB43_RS01115	DR083_RS00275
OG0000468	CIB43_RS02870	DR083_RS01570
OG0000471	CIB43_RS01790	DR083_RS03775
OG0000473	CIB43_RS00580	DR083_RS00525
OG0000474	CIB43_RS00585	DR083_RS00530
OG0000482	CIB43_RS02080	DR083_RS02485
OG0000485	CIB43_RS02035	DR083_RS01955
OG0000486	CIB43_RS03205	DR083_RS03035
OG0000487	CIB43_RS02915	DR083_RS04720
OG0000489	CIB43_RS00750	DR083_RS00950
OG0000491	CIB43_RS02220	DR083_RS01135
OG0000492	CIB43_RS02290	DR083_RS01060
OG0000495	CIB43_RS03750	DR083_RS00625
OG0000502	CIB43_RS02070	DR083_RS02495
OG0000504	CIB43_RS01770	DR083_RS01455
OG0000506	CIB43_RS01810	DR083_RS02665
OG0000508	CIB43_RS00980	DR083_RS00130
OG0000519	CIB43_RS01660	DR083_RS01345
OG0000526	CIB43_RS02720	DR083_RS04265
OG0000527	CIB43_RS02640	DR083_RS02220
OG0000529	CIB43_RS03135	DR083_RS02725
OG0000530	CIB43_RS03250	DR083_RS03310
OG0000531	CIB43_RS02265	DR083_RS01085
OG0000537	CIB43_RS01595	DR083_RS01285
OG0000538	CIB43_RS01990	DR083_RS02000
OG0000543	CIB43_RS01215	DR083_RS02950, DR083_RS03635
OG0000544	CIB43_RS02125	DR083_RS04805
OG0000545	CIB43_RS02715	DR083_RS04260, DR083_RS04250
OG0000546	CIB43_RS03705	DR083_RS00580
OG0000553	CIB43_RS03610	DR083_RS04775
OG0000554	CIB43_RS03295	DR083_RS03145
OG0000556	CIB43_RS01290	DR083_RS04895
OG0000557	CIB43_RS02130	DR083_RS02430
OG0000558	CIB43_RS02100	DR083_RS02460
OG0000559	CIB43_RS02575	DR083_RS02095
OG0000560	CIB43_RS02680	DR083_RS02260
OG0000561	CIB43_RS01980	DR083_RS02015
OG0000562	CIB43_RS02685	DR083_RS02265
OG0000563	CIB43_RS02670	DR083_RS02250
OG0000564	CIB43_RS02155	DR083_RS01195
OG0000565	CIB43_RS02760	DR083_RS02325
OG0000566	CIB43_RS02740	DR083_RS02310
OG0000568	CIB43_RS01555	DR083_RS01245
OG0000569	CIB43_RS02105	DR083_RS02455
OG0000570	CIB43_RS02110	DR083_RS04810
OG0000571	CIB43_RS02115	DR083_RS02445
OG0000572	CIB43_RS02135	DR083_RS02425
OG0000573	CIB43_RS02570	DR083_RS02090
OG0000574	CIB43_RS02175	DR083_RS01175
OG0000575	CIB43_RS02090	DR083_RS02470
OG0000576	CIB43_RS02530	DR083_RS05080
OG0000577	CIB43_RS03580	DR083_RS02190
OG0000579	CIB43_RS02660	DR083_RS02240
OG0000580	CIB43_RS03710	DR083_RS03955
OG0000581	CIB43_RS02645	DR083_RS02225
OG0000584	CIB43_RS01255	DR083_RS02920, DR083_RS03400
OG0000585	CIB43_RS03105	DR083_RS04315
OG0000588	CIB43_RS02525	DR083_RS02040
OG0000589	CIB43_RS03055	DR083_RS03545
OG0000590	CIB43_RS01190	DR083_RS02930
OG0000592	CIB43_RS03570	DR083_RS02200
OG0000594	CIB43_RS02095	DR083_RS02465
OG0000600	CIB43_RS01175, CIB43_RS00040	DR083_RS03395
OG0000601	CIB43_RS02675	DR083_RS02255
OG0000603	CIB43_RS00060, CIB43_RS01270, CIB43_RS01170	DR083_RS03390
OG0000606	CIB43_RS02655	DR083_RS02230
OG0000608	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690	DR083_RS02270
OG0000609	CIB43_RS02730	DR083_RS05095
OG0000613	CIB43_RS02785	DR083_RS04125
OG0000614	CIB43_RS03070	DR083_RS03615
OG0000616	CIB43_RS01280	DR083_RS03370
OG0000620	CIB43_RS04010	DR083_RS04270
OG0000624	CIB43_RS00230	DR083_RS05075
OG0000642	CIB43_RS03975	DR083_RS02940
