Orthogroup	MHP_KM014_genes	MHP_131B_genes
OG0000077	CIB43_RS01330	NB627_RS00550
OG0000078	CIB43_RS02560	NB627_RS01810
OG0000079	CIB43_RS03480	NB627_RS02745
OG0000080	CIB43_RS03525	NB627_RS02795
OG0000081	CIB43_RS01055	NB627_RS00340
OG0000083	CIB43_RS02935	NB627_RS02160
OG0000084	CIB43_RS02955	NB627_RS02190
OG0000086	CIB43_RS02970	NB627_RS02210
OG0000087	CIB43_RS02975	NB627_RS02225
OG0000088	CIB43_RS02980	NB627_RS02230
OG0000089	CIB43_RS02990	NB627_RS02240
OG0000090	CIB43_RS00770	NB627_RS00070
OG0000091	CIB43_RS00760	NB627_RS00055
OG0000092	CIB43_RS00745	NB627_RS00050
OG0000093	CIB43_RS00735	NB627_RS00035
OG0000094	CIB43_RS00730	NB627_RS00030
OG0000095	CIB43_RS00715	NB627_RS00005
OG0000096	CIB43_RS00700	NB627_RS03825
OG0000097	CIB43_RS00690	NB627_RS03805
OG0000100	CIB43_RS00610	NB627_RS03725
OG0000101	CIB43_RS00600	NB627_RS03720
OG0000102	CIB43_RS02580	NB627_RS01835
OG0000103	CIB43_RS03110	NB627_RS02375
OG0000104	CIB43_RS03120	NB627_RS02380
OG0000105	CIB43_RS03130	NB627_RS02400
OG0000106	CIB43_RS03140	NB627_RS02405
OG0000107	CIB43_RS03150	NB627_RS02415
OG0000108	CIB43_RS03155	NB627_RS02420
OG0000109	CIB43_RS03160	NB627_RS02425
OG0000110	CIB43_RS03290	NB627_RS02555
OG0000111	CIB43_RS03285	NB627_RS02550
OG0000112	CIB43_RS03280	NB627_RS02540
OG0000113	CIB43_RS03260	NB627_RS02515
OG0000114	CIB43_RS03245	NB627_RS02510
OG0000115	CIB43_RS03230	NB627_RS02495
OG0000116	CIB43_RS02165	NB627_RS01420
OG0000117	CIB43_RS02170	NB627_RS01425
OG0000118	CIB43_RS02205	NB627_RS01460
OG0000119	CIB43_RS02210	NB627_RS01465
OG0000120	CIB43_RS02230	NB627_RS01485
OG0000121	CIB43_RS02250	NB627_RS01515
OG0000122	CIB43_RS02255	NB627_RS01520
OG0000123	CIB43_RS02275	NB627_RS01540
OG0000124	CIB43_RS02280	NB627_RS01545
OG0000125	CIB43_RS02285	NB627_RS01550
OG0000126	CIB43_RS02295	NB627_RS01560
OG0000127	CIB43_RS02305	NB627_RS01570
OG0000128	CIB43_RS02320	NB627_RS01585
OG0000129	CIB43_RS02330	NB627_RS01590
OG0000130	CIB43_RS02335	NB627_RS01600
OG0000131	CIB43_RS02370	NB627_RS01630
OG0000132	CIB43_RS02385	NB627_RS01645
OG0000133	CIB43_RS01415	NB627_RS00640
OG0000134	CIB43_RS01425	NB627_RS00645
OG0000135	CIB43_RS01435	NB627_RS00660
OG0000136	CIB43_RS01440	NB627_RS00665
OG0000137	CIB43_RS01470	NB627_RS00695
OG0000138	CIB43_RS01495	NB627_RS00730
OG0000139	CIB43_RS01525	NB627_RS00760
OG0000140	CIB43_RS01540	NB627_RS00765
OG0000141	CIB43_RS03850	NB627_RS03120
OG0000142	CIB43_RS03845	NB627_RS03115
OG0000143	CIB43_RS03835	NB627_RS03100
OG0000144	CIB43_RS03815	NB627_RS03085
OG0000145	CIB43_RS03805	NB627_RS03075
OG0000146	CIB43_RS03790	NB627_RS03065
OG0000147	CIB43_RS03785	NB627_RS03060
OG0000148	CIB43_RS03780	NB627_RS03045
OG0000149	CIB43_RS03760	NB627_RS03035
OG0000150	CIB43_RS03745	NB627_RS03025
OG0000151	CIB43_RS03700	NB627_RS02970
OG0000152	CIB43_RS03695	NB627_RS02965
OG0000153	CIB43_RS03690	NB627_RS02960
OG0000154	CIB43_RS03680	NB627_RS02950
OG0000155	CIB43_RS03645	NB627_RS02910
OG0000156	CIB43_RS03635	NB627_RS02905
OG0000157	CIB43_RS03625	NB627_RS02895
OG0000158	CIB43_RS03620	NB627_RS02885
OG0000159	CIB43_RS03385	NB627_RS02645
OG0000160	CIB43_RS03380	NB627_RS02640
OG0000161	CIB43_RS03375	NB627_RS02635
OG0000163	CIB43_RS03370	NB627_RS02620
OG0000164	CIB43_RS02495	NB627_RS01735
OG0000165	CIB43_RS02840	NB627_RS02080
OG0000166	CIB43_RS02860	NB627_RS02100
OG0000167	CIB43_RS02875	NB627_RS02115
OG0000168	CIB43_RS02880	NB627_RS02120
OG0000169	CIB43_RS00130	NB627_RS03235
OG0000171	CIB43_RS00155	NB627_RS03265
OG0000172	CIB43_RS00160	NB627_RS03270
OG0000173	CIB43_RS00165	NB627_RS03275
OG0000174	CIB43_RS00170	NB627_RS03280
OG0000175	CIB43_RS00190	NB627_RS03295
OG0000176	CIB43_RS00235	NB627_RS03350
OG0000177	CIB43_RS00240	NB627_RS03355
OG0000178	CIB43_RS00245	NB627_RS03365
OG0000179	CIB43_RS00255	NB627_RS03370
OG0000180	CIB43_RS00260	NB627_RS03375
OG0000181	CIB43_RS00310	NB627_RS03415
OG0000182	CIB43_RS00320	NB627_RS03425
OG0000183	CIB43_RS00355	NB627_RS03460
OG0000184	CIB43_RS00430	NB627_RS03505
OG0000185	CIB43_RS00380	NB627_RS03490
OG0000186	CIB43_RS02400	NB627_RS01655
OG0000187	CIB43_RS02410	NB627_RS01670
OG0000188	CIB43_RS02425	NB627_RS01680
OG0000189	CIB43_RS03200	NB627_RS02465
OG0000190	CIB43_RS03195	NB627_RS02460
OG0000191	CIB43_RS03180	NB627_RS02435
OG0000192	CIB43_RS02085	NB627_RS01335
OG0000193	CIB43_RS02075	NB627_RS01315
OG0000194	CIB43_RS01560	NB627_RS00800
OG0000195	CIB43_RS01565	NB627_RS00805
OG0000196	CIB43_RS01585	NB627_RS00830
OG0000197	CIB43_RS01590	NB627_RS00840
OG0000198	CIB43_RS01605	NB627_RS00850
OG0000199	CIB43_RS01615	NB627_RS00855
OG0000200	CIB43_RS01630	NB627_RS00875
OG0000201	CIB43_RS01635	NB627_RS00880
OG0000202	CIB43_RS01690	NB627_RS00940
OG0000203	CIB43_RS01695	NB627_RS00945
OG0000204	CIB43_RS01700	NB627_RS00950
OG0000205	CIB43_RS01705	NB627_RS00955
OG0000206	CIB43_RS01735	NB627_RS00975
OG0000207	CIB43_RS01740	NB627_RS00990
OG0000208	CIB43_RS01745	NB627_RS00995
OG0000209	CIB43_RS01750	NB627_RS01000
OG0000210	CIB43_RS01800	NB627_RS01045
OG0000211	CIB43_RS01805	NB627_RS01055
OG0000212	CIB43_RS01815	NB627_RS01065
OG0000213	CIB43_RS01820	NB627_RS01070
OG0000214	CIB43_RS01825	NB627_RS01075
OG0000215	CIB43_RS01830	NB627_RS01080
OG0000216	CIB43_RS01835	NB627_RS01085
OG0000217	CIB43_RS01845	NB627_RS01090
OG0000218	CIB43_RS01850	NB627_RS01100
OG0000219	CIB43_RS01855	NB627_RS01105
OG0000220	CIB43_RS01860	NB627_RS01110
OG0000221	CIB43_RS01865	NB627_RS01115
OG0000222	CIB43_RS01870	NB627_RS01120
OG0000223	CIB43_RS01875	NB627_RS01125
OG0000225	CIB43_RS01895	NB627_RS01145
OG0000226	CIB43_RS01900	NB627_RS01150
OG0000227	CIB43_RS01905	NB627_RS01155
OG0000228	CIB43_RS01910	NB627_RS01160
OG0000229	CIB43_RS01915	NB627_RS01165
OG0000230	CIB43_RS01920	NB627_RS01170
OG0000231	CIB43_RS01935	NB627_RS01180
OG0000232	CIB43_RS01940	NB627_RS01190
OG0000233	CIB43_RS01965	NB627_RS01210
OG0000234	CIB43_RS02000	NB627_RS01245
OG0000235	CIB43_RS02005	NB627_RS01255
OG0000236	CIB43_RS02010	NB627_RS01260
OG0000237	CIB43_RS02015	NB627_RS01265
OG0000238	CIB43_RS02025	NB627_RS01270
OG0000239	CIB43_RS03860	NB627_RS03130
OG0000240	CIB43_RS03870	NB627_RS03135
OG0000241	CIB43_RS03875	NB627_RS03145
OG0000242	CIB43_RS03880	NB627_RS03150
OG0000243	CIB43_RS03885	NB627_RS03155
OG0000244	CIB43_RS03900	NB627_RS03165
OG0000245	CIB43_RS03905	NB627_RS03175
OG0000246	CIB43_RS00845	NB627_RS00140
OG0000247	CIB43_RS00850	NB627_RS00150
OG0000248	CIB43_RS00875	NB627_RS00160
OG0000250	CIB43_RS00885	NB627_RS00180
OG0000251	CIB43_RS00925	NB627_RS00215
OG0000252	CIB43_RS00930	NB627_RS00220
OG0000253	CIB43_RS00940	NB627_RS00225
OG0000254	CIB43_RS00950	NB627_RS00235
OG0000255	CIB43_RS00955	NB627_RS00240
OG0000256	CIB43_RS00960	NB627_RS00245
OG0000257	CIB43_RS00985	NB627_RS00270
OG0000258	CIB43_RS01015	NB627_RS00280
OG0000259	CIB43_RS01030	NB627_RS00310
OG0000260	CIB43_RS01045	NB627_RS00320
OG0000262	CIB43_RS01075	NB627_RS00360
OG0000263	CIB43_RS01080	NB627_RS00375
OG0000264	CIB43_RS01100	NB627_RS00395
OG0000265	CIB43_RS01110	NB627_RS00400
OG0000266	CIB43_RS01120	NB627_RS00415
OG0000267	CIB43_RS01135	NB627_RS00430
OG0000268	CIB43_RS01305	NB627_RS00530
OG0000269	CIB43_RS01320	NB627_RS00545
OG0000270	CIB43_RS00575	NB627_RS03700
OG0000271	CIB43_RS00570	NB627_RS03690
OG0000272	CIB43_RS00565	NB627_RS03685
OG0000273	CIB43_RS00560	NB627_RS03680
OG0000274	CIB43_RS00545	NB627_RS03665
OG0000275	CIB43_RS00535	NB627_RS03655
OG0000276	CIB43_RS00530	NB627_RS03650
OG0000277	CIB43_RS00525	NB627_RS03640
OG0000278	CIB43_RS00515	NB627_RS03635
OG0000279	CIB43_RS00510	NB627_RS03625
OG0000280	CIB43_RS00500	NB627_RS03620
OG0000281	CIB43_RS00495	NB627_RS03615
OG0000283	CIB43_RS00475	NB627_RS03585
OG0000284	CIB43_RS00460	NB627_RS03580
OG0000285	CIB43_RS00455	NB627_RS03575
OG0000286	CIB43_RS03345	NB627_RS02605
OG0000287	CIB43_RS03440	NB627_RS02705
OG0000288	CIB43_RS03450	NB627_RS02715
OG0000289	CIB43_RS03455	NB627_RS02720
OG0000290	CIB43_RS03565	NB627_RS02840
OG0000291	CIB43_RS03560	NB627_RS02825
OG0000292	CIB43_RS03550	NB627_RS02820
OG0000293	CIB43_RS03545	NB627_RS02815
OG0000294	CIB43_RS03540	NB627_RS02805
OG0000295	CIB43_RS03530	NB627_RS02800
OG0000296	CIB43_RS03495	NB627_RS02755
OG0000297	CIB43_RS03485	NB627_RS02750
OG0000298	CIB43_RS00880	NB627_RS00175
OG0000299	CIB43_RS00915	NB627_RS00195
OG0000300	CIB43_RS01090	NB627_RS00385
OG0000301	CIB43_RS01125	NB627_RS00420
OG0000302	CIB43_RS01130	NB627_RS00425
OG0000303	CIB43_RS01455	NB627_RS00670
OG0000304	CIB43_RS01950	NB627_RS01195
OG0000305	CIB43_RS03795	NB627_RS03070
OG0000306	CIB43_RS03725	NB627_RS02995
OG0000307	CIB43_RS03685	NB627_RS02955
OG0000308	CIB43_RS03600	NB627_RS02855
OG0000309	CIB43_RS03520	NB627_RS02790
OG0000310	CIB43_RS03445	NB627_RS02710
OG0000311	CIB43_RS03405	NB627_RS02665
OG0000312	CIB43_RS03390	NB627_RS02650
OG0000313	CIB43_RS02485	NB627_RS01725
OG0000314	CIB43_RS02855	NB627_RS02095
OG0000315	CIB43_RS02885	NB627_RS02125
OG0000316	CIB43_RS02895	NB627_RS02135
OG0000317	CIB43_RS02985	NB627_RS02235
OG0000318	CIB43_RS02900	NB627_RS02155
OG0000319	CIB43_RS03125	NB627_RS02390
OG0000320	CIB43_RS03270	NB627_RS02530
OG0000321	CIB43_RS02200	NB627_RS01455
OG0000322	CIB43_RS02245	NB627_RS01510
OG0000323	CIB43_RS02375	NB627_RS01640
OG0000324	CIB43_RS03170	NB627_RS02430
OG0000325	CIB43_RS01570	NB627_RS00815
OG0000326	CIB43_RS01665	NB627_RS00910
OG0000327	CIB43_RS01670	NB627_RS00915
OG0000328	CIB43_RS01760	NB627_RS01005
OG0000329	CIB43_RS01775	NB627_RS01025
OG0000330	CIB43_RS01970	NB627_RS01220
OG0000331	CIB43_RS03890	NB627_RS03160
OG0000332	CIB43_RS00200	NB627_RS03305
OG0000333	CIB43_RS00210	NB627_RS03315
OG0000334	CIB43_RS00315	NB627_RS03420
OG0000335	CIB43_RS00340	NB627_RS03430
OG0000336	CIB43_RS00485	NB627_RS03605
OG0000337	CIB43_RS00655	NB627_RS03780
OG0000338	CIB43_RS00695	NB627_RS03820
OG0000339	CIB43_RS03235	NB627_RS02500
OG0000340	CIB43_RS02185	NB627_RS01435
OG0000341	CIB43_RS03190	NB627_RS02455
OG0000342	CIB43_RS01600	NB627_RS00845
OG0000343	CIB43_RS00215	NB627_RS03325
OG0000344	CIB43_RS01465	NB627_RS00685
OG0000345	CIB43_RS01890	NB627_RS01140
OG0000346	CIB43_RS00490	NB627_RS03610
OG0000347	CIB43_RS02270	NB627_RS01535
OG0000348	CIB43_RS01685	NB627_RS00920
OG0000349	CIB43_RS00550	NB627_RS03670
OG0000350	CIB43_RS03675	NB627_RS02945
OG0000351	CIB43_RS01385	NB627_RS00600
OG0000352	CIB43_RS02830	NB627_RS02075
OG0000353	CIB43_RS02240	NB627_RS01500
OG0000354	CIB43_RS01515	NB627_RS00745
OG0000355	CIB43_RS02805	NB627_RS02050
OG0000356	CIB43_RS02890	NB627_RS02130
OG0000357	CIB43_RS00175	NB627_RS03285
OG0000358	CIB43_RS00180	NB627_RS03290
OG0000359	CIB43_RS01650	NB627_RS00890
OG0000360	CIB43_RS00990	NB627_RS00275
OG0000361	CIB43_RS01020	NB627_RS00305
OG0000362	CIB43_RS03475	NB627_RS02730
OG0000363	CIB43_RS02310	NB627_RS01575
OG0000364	CIB43_RS02775	NB627_RS02025
OG0000369	CIB43_RS00725	NB627_RS00025
OG0000370	CIB43_RS00720	NB627_RS00020
OG0000378	CIB43_RS02160	NB627_RS01415
OG0000379	CIB43_RS02235	NB627_RS01495
OG0000380	CIB43_RS02260	NB627_RS01525
OG0000381	CIB43_RS02300	NB627_RS01565
OG0000385	CIB43_RS01405	NB627_RS00630
OG0000389	CIB43_RS01490	NB627_RS00725
OG0000394	CIB43_RS03660	NB627_RS02920
OG0000396	CIB43_RS03350	NB627_RS02610
OG0000403	CIB43_RS00220	NB627_RS03330
OG0000405	CIB43_RS00265	NB627_RS03380
OG0000409	CIB43_RS00345	NB627_RS03450
OG0000412	CIB43_RS00390	NB627_RS03495
OG0000417	CIB43_RS03185	NB627_RS02450
OG0000429	CIB43_RS01885	NB627_RS01130
OG0000430	CIB43_RS01925	NB627_RS01175
OG0000434	CIB43_RS01985	NB627_RS01235
OG0000436	CIB43_RS02030	NB627_RS01275
OG0000437	CIB43_RS02065	NB627_RS01285
OG0000441	CIB43_RS03910	NB627_RS03185
OG0000451	CIB43_RS01085	NB627_RS00380
OG0000453	CIB43_RS01315	NB627_RS00535
OG0000457	CIB43_RS00450	NB627_RS03565
OG0000459	CIB43_RS03460	NB627_RS02725
OG0000463	CIB43_RS03515	NB627_RS02770
OG0000464	CIB43_RS03500	NB627_RS02765
OG0000466	CIB43_RS01115	NB627_RS00410
OG0000468	CIB43_RS02870	NB627_RS02105
OG0000471	CIB43_RS01790	NB627_RS01040
OG0000474	CIB43_RS00585	NB627_RS03705
OG0000475	CIB43_RS00595	NB627_RS03710
OG0000482	CIB43_RS02080	NB627_RS01320
OG0000485	CIB43_RS02035	NB627_RS01280
OG0000486	CIB43_RS03205	NB627_RS02470
OG0000488	CIB43_RS02940	NB627_RS02185
OG0000491	CIB43_RS02220	NB627_RS01470
OG0000492	CIB43_RS02290	NB627_RS01555
OG0000504	CIB43_RS01770	NB627_RS01015
OG0000506	CIB43_RS01810	NB627_RS01060
OG0000508	CIB43_RS00980	NB627_RS00250
OG0000517	CIB43_RS00765	NB627_RS00065
OG0000520	CIB43_RS01780	NB627_RS01035
OG0000523	CIB43_RS00445	NB627_RS03560
OG0000526	CIB43_RS02720	NB627_RS01970, NB627_RS01965
OG0000527	CIB43_RS02640	NB627_RS01910
OG0000531	CIB43_RS02265	NB627_RS01530
OG0000538	CIB43_RS01990	NB627_RS01240
OG0000543	CIB43_RS01215	NB627_RS00515
OG0000544	CIB43_RS02125	NB627_RS01370
OG0000545	CIB43_RS02715	NB627_RS01955
OG0000546	CIB43_RS03705	NB627_RS02975
OG0000552	CIB43_RS00225	NB627_RS03340
OG0000553	CIB43_RS03610	NB627_RS02875
OG0000554	CIB43_RS03295	NB627_RS02565
OG0000557	CIB43_RS02130	NB627_RS01385
OG0000558	CIB43_RS02100	NB627_RS01345
OG0000559	CIB43_RS02575	NB627_RS01830
OG0000560	CIB43_RS02680	NB627_RS01940
OG0000561	CIB43_RS01980	NB627_RS01225
OG0000562	CIB43_RS02685	NB627_RS01945
OG0000563	CIB43_RS02670	NB627_RS01935
OG0000564	CIB43_RS02155	NB627_RS01410
OG0000565	CIB43_RS02760	NB627_RS02010
OG0000566	CIB43_RS02740	NB627_RS01990
OG0000568	CIB43_RS01555	NB627_RS00795
OG0000569	CIB43_RS02105	NB627_RS01350
OG0000570	CIB43_RS02110	NB627_RS01355
OG0000571	CIB43_RS02115	NB627_RS01360
OG0000572	CIB43_RS02135	NB627_RS01390
OG0000573	CIB43_RS02570	NB627_RS01825
OG0000574	CIB43_RS02175	NB627_RS01430
OG0000576	CIB43_RS02530	NB627_RS01780
OG0000577	CIB43_RS03580	NB627_RS02850
OG0000579	CIB43_RS02660	NB627_RS01920
OG0000580	CIB43_RS03710	NB627_RS02980
OG0000581	CIB43_RS02645	NB627_RS01915
OG0000584	CIB43_RS01255	NB627_RS00485
OG0000585	CIB43_RS03105	NB627_RS02370
OG0000588	CIB43_RS02525	NB627_RS01770
OG0000589	CIB43_RS03055	NB627_RS02300
OG0000590	CIB43_RS01190	NB627_RS00495
OG0000594	CIB43_RS02095	NB627_RS01340
OG0000595	CIB43_RS03920	NB627_RS03195
OG0000597	CIB43_RS03915	NB627_RS03190
OG0000600	CIB43_RS01175, CIB43_RS00040	NB627_RS00480
OG0000603	CIB43_RS00060, CIB43_RS01270, CIB43_RS01170	NB627_RS00475
OG0000608	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690	NB627_RS01950
OG0000613	CIB43_RS02785	NB627_RS02030
OG0000616	CIB43_RS01280	NB627_RS00455
OG0000620	CIB43_RS04010	NB627_RS02015
OG0000624	CIB43_RS00230	NB627_RS03345
OG0000642	CIB43_RS03975	NB627_RS00505
