Orthogroup	MHP_KM014_genes	MHP_MHP696_genes
OG0000055	CIB43_RS00835	DR090_RS03105
OG0000056	CIB43_RS00630, CIB43_RS03960	DR090_RS01170
OG0000057	CIB43_RS03840	DR090_RS01695
OG0000060	CIB43_RS00780	DR090_RS03905
OG0000061	CIB43_RS02745	DR090_RS00925
OG0000062	CIB43_RS00675	DR090_RS01220
OG0000063	CIB43_RS00660	DR090_RS01215
OG0000064	CIB43_RS00650	DR090_RS01205
OG0000065	CIB43_RS03145	DR090_RS03030
OG0000067	CIB43_RS01410	DR090_RS02685
OG0000068	CIB43_RS01520	DR090_RS00170
OG0000069	CIB43_RS03740	DR090_RS01590
OG0000070	CIB43_RS03400	DR090_RS02610
OG0000071	CIB43_RS00360	DR090_RS02030
OG0000072	CIB43_RS00375	DR090_RS04500
OG0000073	CIB43_RS01580	DR090_RS00125
OG0000075	CIB43_RS01060	DR090_RS00610
OG0000077	CIB43_RS01330	DR090_RS00505
OG0000078	CIB43_RS02560	DR090_RS02395
OG0000079	CIB43_RS03480	DR090_RS02780
OG0000080	CIB43_RS03525	DR090_RS03915
OG0000081	CIB43_RS01055	DR090_RS00615
OG0000082	CIB43_RS03315	DR090_RS04165
OG0000083	CIB43_RS02935	DR090_RS01095
OG0000084	CIB43_RS02955	DR090_RS02885
OG0000086	CIB43_RS02970	DR090_RS02900
OG0000087	CIB43_RS02975	DR090_RS02915
OG0000088	CIB43_RS02980	DR090_RS02920
OG0000089	CIB43_RS02990	DR090_RS02930
OG0000090	CIB43_RS00770	DR090_RS01325
OG0000091	CIB43_RS00760	DR090_RS01310
OG0000092	CIB43_RS00745	DR090_RS01295
OG0000093	CIB43_RS00735	DR090_RS01290
OG0000094	CIB43_RS00730	DR090_RS01285
OG0000095	CIB43_RS00715	DR090_RS01260
OG0000096	CIB43_RS00700	DR090_RS01255
OG0000097	CIB43_RS00690	DR090_RS01235
OG0000100	CIB43_RS00610	DR090_RS01160
OG0000101	CIB43_RS00600	DR090_RS01155
OG0000102	CIB43_RS02580	DR090_RS02370
OG0000103	CIB43_RS03110	DR090_RS03065
OG0000104	CIB43_RS03120	DR090_RS03060
OG0000105	CIB43_RS03130	DR090_RS03045
OG0000106	CIB43_RS03140	DR090_RS03035
OG0000107	CIB43_RS03150	DR090_RS03025
OG0000108	CIB43_RS03155	DR090_RS03020
OG0000109	CIB43_RS03160	DR090_RS03015
OG0000110	CIB43_RS03290	DR090_RS02655
OG0000111	CIB43_RS03285	DR090_RS02660
OG0000112	CIB43_RS03280	DR090_RS02670
OG0000113	CIB43_RS03260	DR090_RS04615
OG0000114	CIB43_RS03245	DR090_RS03300
OG0000115	CIB43_RS03230	DR090_RS03285
OG0000116	CIB43_RS02165	DR090_RS00435
OG0000117	CIB43_RS02170	DR090_RS00440
OG0000118	CIB43_RS02205	DR090_RS02460
OG0000119	CIB43_RS02210	DR090_RS02465
OG0000120	CIB43_RS02230	DR090_RS02480
OG0000121	CIB43_RS02250	DR090_RS02505
OG0000122	CIB43_RS02255	DR090_RS02510
OG0000123	CIB43_RS02275	DR090_RS02530
OG0000124	CIB43_RS02280	DR090_RS02535
OG0000125	CIB43_RS02285	DR090_RS02540
OG0000126	CIB43_RS02295	DR090_RS02835
OG0000127	CIB43_RS02305	DR090_RS02845
OG0000128	CIB43_RS02320	DR090_RS02860
OG0000129	CIB43_RS02330	DR090_RS02865
OG0000130	CIB43_RS02335	DR090_RS02875
OG0000131	CIB43_RS02370	DR090_RS03150
OG0000132	CIB43_RS02385	DR090_RS04600
OG0000133	CIB43_RS01415	DR090_RS02690
OG0000134	CIB43_RS01425	DR090_RS02695
OG0000135	CIB43_RS01435	DR090_RS02710
OG0000136	CIB43_RS01440	DR090_RS02715
OG0000137	CIB43_RS01470	DR090_RS02755
OG0000138	CIB43_RS01495	DR090_RS00195
OG0000139	CIB43_RS01525	DR090_RS00165
OG0000140	CIB43_RS01540	DR090_RS00160
OG0000141	CIB43_RS03850	DR090_RS01705
OG0000142	CIB43_RS03845	DR090_RS04450
OG0000143	CIB43_RS03835	DR090_RS01680
OG0000144	CIB43_RS03815	DR090_RS01670
OG0000145	CIB43_RS03805	DR090_RS01660
OG0000146	CIB43_RS03790	DR090_RS01650
OG0000147	CIB43_RS03785	DR090_RS01645
OG0000148	CIB43_RS03780	DR090_RS01630
OG0000149	CIB43_RS03760	DR090_RS01620
OG0000150	CIB43_RS03745	DR090_RS01605
OG0000151	CIB43_RS03700	DR090_RS01555
OG0000152	CIB43_RS03695	DR090_RS01550
OG0000153	CIB43_RS03690	DR090_RS01545
OG0000154	CIB43_RS03680	DR090_RS01535
OG0000155	CIB43_RS03645	DR090_RS01495
OG0000156	CIB43_RS03635	DR090_RS01485
OG0000157	CIB43_RS03625	DR090_RS04440
OG0000158	CIB43_RS03620	DR090_RS04435
OG0000159	CIB43_RS03385	DR090_RS02595
OG0000160	CIB43_RS03380	DR090_RS02590
OG0000161	CIB43_RS03375	DR090_RS02585
OG0000163	CIB43_RS03370	DR090_RS02570
OG0000164	CIB43_RS02495	DR090_RS03230
OG0000165	CIB43_RS02840	DR090_RS01015
OG0000166	CIB43_RS02860	DR090_RS01035
OG0000167	CIB43_RS02875	DR090_RS01050
OG0000168	CIB43_RS02880	DR090_RS01055
OG0000169	CIB43_RS00130	DR090_RS02070
OG0000171	CIB43_RS00155	DR090_RS02095
OG0000172	CIB43_RS00160	DR090_RS02105
OG0000173	CIB43_RS00165	DR090_RS02110
OG0000174	CIB43_RS00170	DR090_RS02115
OG0000175	CIB43_RS00190	DR090_RS02130
OG0000176	CIB43_RS00235	DR090_RS02180
OG0000177	CIB43_RS00240	DR090_RS02185
OG0000178	CIB43_RS00245	DR090_RS02190
OG0000179	CIB43_RS00255	DR090_RS02200
OG0000180	CIB43_RS00260	DR090_RS02205
OG0000181	CIB43_RS00310	DR090_RS04655
OG0000182	CIB43_RS00320	DR090_RS03515
OG0000183	CIB43_RS00355	DR090_RS02035
OG0000184	CIB43_RS00430	DR090_RS01995
OG0000185	CIB43_RS00380	DR090_RS02010
OG0000186	CIB43_RS02400	DR090_RS04605
OG0000187	CIB43_RS02410	DR090_RS03190
OG0000188	CIB43_RS02425	DR090_RS03200
OG0000189	CIB43_RS03200	DR090_RS04625
OG0000190	CIB43_RS03195	DR090_RS03370
OG0000191	CIB43_RS03180	DR090_RS03395
OG0000192	CIB43_RS02085	DR090_RS00355
OG0000193	CIB43_RS02075	DR090_RS00340
OG0000194	CIB43_RS01560	DR090_RS00140
OG0000195	CIB43_RS01565	DR090_RS00135
OG0000196	CIB43_RS01585	DR090_RS00115
OG0000197	CIB43_RS01590	DR090_RS00110
OG0000198	CIB43_RS01605	DR090_RS00095
OG0000199	CIB43_RS01615	DR090_RS00090
OG0000200	CIB43_RS01630	DR090_RS00075
OG0000201	CIB43_RS01635	DR090_RS00065
OG0000202	CIB43_RS01690	DR090_RS00010
OG0000203	CIB43_RS01695	DR090_RS00005
OG0000204	CIB43_RS01700	DR090_RS04470
OG0000205	CIB43_RS01705	DR090_RS01955
OG0000206	CIB43_RS01735	DR090_RS01935
OG0000207	CIB43_RS01740	DR090_RS01920
OG0000208	CIB43_RS01745	DR090_RS01915
OG0000209	CIB43_RS01750	DR090_RS01910
OG0000210	CIB43_RS01800	DR090_RS01865
OG0000211	CIB43_RS01805	DR090_RS01855
OG0000212	CIB43_RS01815	DR090_RS01845
OG0000213	CIB43_RS01820	DR090_RS01840
OG0000214	CIB43_RS01825	DR090_RS01835
OG0000215	CIB43_RS01830	DR090_RS01830
OG0000216	CIB43_RS01835	DR090_RS01825
OG0000217	CIB43_RS01845	DR090_RS01820
OG0000218	CIB43_RS01850	DR090_RS01810
OG0000219	CIB43_RS01855	DR090_RS01805
OG0000220	CIB43_RS01860	DR090_RS01800
OG0000221	CIB43_RS01865	DR090_RS01795
OG0000222	CIB43_RS01870	DR090_RS01790
OG0000223	CIB43_RS01875	DR090_RS01785
OG0000225	CIB43_RS01895	DR090_RS01765
OG0000226	CIB43_RS01900	DR090_RS01760
OG0000227	CIB43_RS01905	DR090_RS01755
OG0000228	CIB43_RS01910	DR090_RS04680
OG0000229	CIB43_RS01915	DR090_RS01745
OG0000230	CIB43_RS01920	DR090_RS01740
OG0000231	CIB43_RS01935	DR090_RS01730
OG0000232	CIB43_RS01940	DR090_RS01720
OG0000233	CIB43_RS01965	DR090_RS00225
OG0000234	CIB43_RS02000	DR090_RS00260
OG0000235	CIB43_RS02005	DR090_RS00270
OG0000236	CIB43_RS02010	DR090_RS00275
OG0000237	CIB43_RS02015	DR090_RS00280
OG0000238	CIB43_RS02025	DR090_RS00290
OG0000239	CIB43_RS03860	DR090_RS03000
OG0000240	CIB43_RS03870	DR090_RS02995
OG0000241	CIB43_RS03875	DR090_RS02985
OG0000242	CIB43_RS03880	DR090_RS02980
OG0000243	CIB43_RS03885	DR090_RS02975
OG0000244	CIB43_RS03900	DR090_RS02965
OG0000245	CIB43_RS03905	DR090_RS02955
OG0000246	CIB43_RS00845	DR090_RS03110
OG0000247	CIB43_RS00850	DR090_RS00810
OG0000248	CIB43_RS00875	DR090_RS00800
OG0000250	CIB43_RS00885	DR090_RS00780
OG0000251	CIB43_RS00925	DR090_RS00745
OG0000252	CIB43_RS00930	DR090_RS00735
OG0000253	CIB43_RS00940	DR090_RS00730
OG0000254	CIB43_RS00950	DR090_RS00720
OG0000255	CIB43_RS00955	DR090_RS00710
OG0000256	CIB43_RS00960	DR090_RS00705
OG0000257	CIB43_RS00985	DR090_RS00680
OG0000258	CIB43_RS01015	DR090_RS00670
OG0000259	CIB43_RS01030	DR090_RS00640
OG0000260	CIB43_RS01045	DR090_RS00630
OG0000262	CIB43_RS01075	DR090_RS00605
OG0000263	CIB43_RS01080	DR090_RS00590
OG0000264	CIB43_RS01100	DR090_RS00575
OG0000265	CIB43_RS01110	DR090_RS00565
OG0000266	CIB43_RS01120	DR090_RS00550
OG0000267	CIB43_RS01135	DR090_RS00535
OG0000268	CIB43_RS01305	DR090_RS00530
OG0000269	CIB43_RS01320	DR090_RS00515
OG0000270	CIB43_RS00575	DR090_RS04395
OG0000271	CIB43_RS00570	DR090_RS01125
OG0000272	CIB43_RS00565	DR090_RS01120
OG0000273	CIB43_RS00560	DR090_RS01115
OG0000274	CIB43_RS00545	DR090_RS02335
OG0000275	CIB43_RS00535	DR090_RS04540
OG0000276	CIB43_RS00530	DR090_RS02325
OG0000277	CIB43_RS00525	DR090_RS02315
OG0000278	CIB43_RS00515	DR090_RS02310
OG0000279	CIB43_RS00510	DR090_RS02300
OG0000280	CIB43_RS00500	DR090_RS02295
OG0000281	CIB43_RS00495	DR090_RS02290
OG0000283	CIB43_RS00475	DR090_RS02260
OG0000284	CIB43_RS00460	DR090_RS02255
OG0000285	CIB43_RS00455	DR090_RS04525
OG0000286	CIB43_RS03345	DR090_RS02555
OG0000287	CIB43_RS03440	DR090_RS02820
OG0000288	CIB43_RS03450	DR090_RS02810
OG0000289	CIB43_RS03455	DR090_RS02805
OG0000290	CIB43_RS03565	DR090_RS01425
OG0000291	CIB43_RS03560	DR090_RS01415
OG0000292	CIB43_RS03550	DR090_RS01410
OG0000293	CIB43_RS03545	DR090_RS01405
OG0000294	CIB43_RS03540	DR090_RS01395
OG0000295	CIB43_RS03530	DR090_RS01390
OG0000296	CIB43_RS03495	DR090_RS02770
OG0000297	CIB43_RS03485	DR090_RS02775
OG0000298	CIB43_RS00880	DR090_RS00785
OG0000299	CIB43_RS00915	DR090_RS03800
OG0000300	CIB43_RS01090	DR090_RS00580
OG0000301	CIB43_RS01125	DR090_RS00545
OG0000302	CIB43_RS01130	DR090_RS00540
OG0000303	CIB43_RS01455	DR090_RS02720
OG0000304	CIB43_RS01950	DR090_RS01715
OG0000305	CIB43_RS03795	DR090_RS01655
OG0000306	CIB43_RS03725	DR090_RS01580
OG0000307	CIB43_RS03685	DR090_RS01540
OG0000308	CIB43_RS03600	DR090_RS01445
OG0000309	CIB43_RS03520	DR090_RS01380
OG0000310	CIB43_RS03445	DR090_RS02815
OG0000311	CIB43_RS03405	DR090_RS02615
OG0000312	CIB43_RS03390	DR090_RS02600
OG0000313	CIB43_RS02485	DR090_RS03240
OG0000314	CIB43_RS02855	DR090_RS01030
OG0000315	CIB43_RS02885	DR090_RS01060
OG0000316	CIB43_RS02895	DR090_RS01070
OG0000317	CIB43_RS02985	DR090_RS02925
OG0000318	CIB43_RS02900	DR090_RS04370
OG0000319	CIB43_RS03125	DR090_RS03050
OG0000320	CIB43_RS03270	DR090_RS02680
OG0000321	CIB43_RS02200	DR090_RS02455
OG0000322	CIB43_RS02245	DR090_RS02500
OG0000323	CIB43_RS02375	DR090_RS03160
OG0000324	CIB43_RS03170	DR090_RS03400
OG0000325	CIB43_RS01570	DR090_RS00130
OG0000326	CIB43_RS01665	DR090_RS00035
OG0000327	CIB43_RS01670	DR090_RS00030
OG0000328	CIB43_RS01760	DR090_RS01905
OG0000329	CIB43_RS01775	DR090_RS01885
OG0000330	CIB43_RS01970	DR090_RS00235
OG0000331	CIB43_RS03890	DR090_RS02970
OG0000332	CIB43_RS00200	DR090_RS02140
OG0000333	CIB43_RS00210	DR090_RS02150
OG0000334	CIB43_RS00315	DR090_RS03510
OG0000335	CIB43_RS00340	DR090_RS02065
OG0000336	CIB43_RS00485	DR090_RS04535
OG0000337	CIB43_RS00655	DR090_RS01210
OG0000338	CIB43_RS00695	DR090_RS01250
OG0000339	CIB43_RS03235	DR090_RS03290
OG0000340	CIB43_RS02185	DR090_RS03610
OG0000341	CIB43_RS03190	DR090_RS03365
OG0000342	CIB43_RS01600	DR090_RS00100
OG0000343	CIB43_RS00215	DR090_RS02160
OG0000344	CIB43_RS01465	DR090_RS02735
OG0000345	CIB43_RS01890	DR090_RS01770
OG0000346	CIB43_RS00490	DR090_RS02285
OG0000347	CIB43_RS02270	DR090_RS02525
OG0000348	CIB43_RS01685	DR090_RS00025
OG0000349	CIB43_RS00550	DR090_RS04545
OG0000350	CIB43_RS03675	DR090_RS01530
OG0000351	CIB43_RS01385	DR090_RS00455
OG0000352	CIB43_RS02830	DR090_RS01010
OG0000353	CIB43_RS02240	DR090_RS02495
OG0000354	CIB43_RS01515	DR090_RS00180
OG0000355	CIB43_RS02805	DR090_RS04360
OG0000356	CIB43_RS02890	DR090_RS04365
OG0000357	CIB43_RS00175	DR090_RS04510
OG0000358	CIB43_RS00180	DR090_RS02125
OG0000359	CIB43_RS01650	DR090_RS04320
OG0000360	CIB43_RS00990	DR090_RS00675
OG0000361	CIB43_RS01020	DR090_RS00645
OG0000362	CIB43_RS03475	DR090_RS02795
OG0000363	CIB43_RS02310	DR090_RS02850
OG0000364	CIB43_RS02775	DR090_RS00955
OG0000369	CIB43_RS00725	DR090_RS04415
OG0000370	CIB43_RS00720	DR090_RS01275
OG0000378	CIB43_RS02160	DR090_RS00430
OG0000379	CIB43_RS02235	DR090_RS02490
OG0000380	CIB43_RS02260	DR090_RS02515
OG0000381	CIB43_RS02300	DR090_RS02840
OG0000385	CIB43_RS01405	DR090_RS03320
OG0000389	CIB43_RS01490	DR090_RS00200
OG0000394	CIB43_RS03660	DR090_RS01505
OG0000396	CIB43_RS03350	DR090_RS02560
OG0000403	CIB43_RS00220	DR090_RS02165
OG0000404	CIB43_RS00250	DR090_RS02195
OG0000405	CIB43_RS00265	DR090_RS02210
OG0000409	CIB43_RS00345	DR090_RS02045
OG0000412	CIB43_RS00390	DR090_RS02005
OG0000428	CIB43_RS01785	DR090_RS01875
OG0000429	CIB43_RS01885	DR090_RS01780
OG0000430	CIB43_RS01925	DR090_RS01735
OG0000434	CIB43_RS01985	DR090_RS00250
OG0000436	CIB43_RS02030	DR090_RS00295
OG0000437	CIB43_RS02065	DR090_RS00305
OG0000441	CIB43_RS03910	DR090_RS02950
OG0000451	CIB43_RS01085	DR090_RS00585
OG0000453	CIB43_RS01315	DR090_RS00525
OG0000457	CIB43_RS00450	DR090_RS02245
OG0000459	CIB43_RS03460	DR090_RS02800
OG0000463	CIB43_RS03515	DR090_RS01365
OG0000464	CIB43_RS03500	DR090_RS02760
OG0000466	CIB43_RS01115	DR090_RS00555
OG0000468	CIB43_RS02870	DR090_RS01040
OG0000471	CIB43_RS01790	DR090_RS01870
OG0000473	CIB43_RS00580	DR090_RS01135
OG0000474	CIB43_RS00585	DR090_RS01140
OG0000475	CIB43_RS00595	DR090_RS01145
OG0000482	CIB43_RS02080	DR090_RS00345
OG0000485	CIB43_RS02035	DR090_RS00300
OG0000486	CIB43_RS03205	DR090_RS03385
OG0000487	CIB43_RS02915	DR090_RS04375
OG0000488	CIB43_RS02940	DR090_RS02880
OG0000489	CIB43_RS00750	DR090_RS01305
OG0000491	CIB43_RS02220	DR090_RS02470
OG0000492	CIB43_RS02290	DR090_RS02545
OG0000495	CIB43_RS03750	DR090_RS01610
OG0000502	CIB43_RS02070	DR090_RS00335
OG0000504	CIB43_RS01770	DR090_RS01895
OG0000506	CIB43_RS01810	DR090_RS01850
OG0000508	CIB43_RS00980	DR090_RS00700
OG0000517	CIB43_RS00765	DR090_RS01320
OG0000519	CIB43_RS01660	DR090_RS00045
OG0000520	CIB43_RS01780	DR090_RS01880
OG0000523	CIB43_RS00445	DR090_RS02240
OG0000526	CIB43_RS02720	DR090_RS03810
OG0000527	CIB43_RS02640	DR090_RS00830
OG0000529	CIB43_RS03135	DR090_RS03040
OG0000530	CIB43_RS03250	DR090_RS03305
OG0000531	CIB43_RS02265	DR090_RS02520
OG0000537	CIB43_RS01595	DR090_RS00105
OG0000538	CIB43_RS01990	DR090_RS00255
OG0000544	CIB43_RS02125	DR090_RS04340
OG0000545	CIB43_RS02715	DR090_RS00885
OG0000546	CIB43_RS03705	DR090_RS03955
OG0000552	CIB43_RS00225	DR090_RS02170
OG0000553	CIB43_RS03610	DR090_RS04430
OG0000554	CIB43_RS03295	DR090_RS02650
OG0000557	CIB43_RS02130	DR090_RS00400
OG0000558	CIB43_RS02100	DR090_RS00370
OG0000559	CIB43_RS02575	DR090_RS02375
OG0000560	CIB43_RS02680	DR090_RS00870
OG0000561	CIB43_RS01980	DR090_RS00240
OG0000562	CIB43_RS02685	DR090_RS00875
OG0000563	CIB43_RS02670	DR090_RS00860
OG0000564	CIB43_RS02155	DR090_RS00425
OG0000565	CIB43_RS02760	DR090_RS00935
OG0000566	CIB43_RS02740	DR090_RS00920
OG0000568	CIB43_RS01555	DR090_RS00145
OG0000569	CIB43_RS02105	DR090_RS00375
OG0000570	CIB43_RS02110	DR090_RS04335
OG0000571	CIB43_RS02115	DR090_RS00385
OG0000572	CIB43_RS02135	DR090_RS00405
OG0000573	CIB43_RS02570	DR090_RS02380
OG0000574	CIB43_RS02175	DR090_RS00445
OG0000575	CIB43_RS02090	DR090_RS00360
OG0000576	CIB43_RS02530	DR090_RS02425
OG0000577	CIB43_RS03580	DR090_RS01440
OG0000579	CIB43_RS02660	DR090_RS00850
OG0000580	CIB43_RS03710	DR090_RS03960
OG0000581	CIB43_RS02645	DR090_RS00835
OG0000585	CIB43_RS03105	DR090_RS03575
OG0000588	CIB43_RS02525	DR090_RS02430
OG0000589	CIB43_RS03055	DR090_RS03725
OG0000592	CIB43_RS03570	DR090_RS01430
OG0000594	CIB43_RS02095	DR090_RS00365
OG0000595	CIB43_RS03920	DR090_RS03450
OG0000597	CIB43_RS03915	DR090_RS03460
OG0000601	CIB43_RS02675	DR090_RS00865
OG0000606	CIB43_RS02655	DR090_RS00840
OG0000608	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690	DR090_RS00880
OG0000609	CIB43_RS02730	DR090_RS00905
OG0000614	CIB43_RS03070	DR090_RS03535
OG0000620	CIB43_RS04010	DR090_RS00945
