Orthogroup	MHP_1257_genes	MHP_131B_genes
OG0000029	ABKJ22_RS01090	NB627_RS00720
OG0000030	ABKJ22_RS03215	NB627_RS03530
OG0000030	ABKJ22_RS03235	NB627_RS03550
OG0000031	ABKJ22_RS01605	NB627_RS01730
OG0000032	ABKJ22_RS01585	NB627_RS01700
OG0000032	ABKJ22_RS03230	NB627_RS03545
OG0000033	ABKJ22_RS02360	NB627_RS02575
OG0000035	ABKJ22_RS03095	NB627_RS03385
OG0000036	ABKJ22_RS00110	NB627_RS00115
OG0000036	ABKJ22_RS00125	NB627_RS00130
OG0000037	ABKJ22_RS01590	NB627_RS01710, NB627_RS01720, NB627_RS01705
OG0000038	ABKJ22_RS01735	NB627_RS01895
OG0000039	ABKJ22_RS01615	NB627_RS01740
OG0000040	ABKJ22_RS03165	NB627_RS03475
OG0000041	ABKJ22_RS01030	NB627_RS00780
OG0000043	ABKJ22_RS01890	NB627_RS02055
OG0000044	ABKJ22_RS01670	NB627_RS01805
OG0000045	ABKJ22_RS01620	NB627_RS01745
OG0000046	ABKJ22_RS03170	NB627_RS03480
OG0000048	ABKJ22_RS02075	NB627_RS02245
OG0000049	ABKJ22_RS02955	NB627_RS03240
OG0000050	ABKJ22_RS02395	NB627_RS02630
OG0000051	ABKJ22_RS02600	NB627_RS02845
OG0000052	ABKJ22_RS00075	NB627_RS00075
OG0000053	ABKJ22_RS01465	NB627_RS01580
OG0000054	ABKJ22_RS02420	NB627_RS02655
OG0000055	ABKJ22_RS00130	NB627_RS00135
OG0000056	ABKJ22_RS03415	NB627_RS03735
OG0000057	ABKJ22_RS02865	NB627_RS03110
OG0000060	ABKJ22_RS00080	NB627_RS00080
OG0000061	ABKJ22_RS01845	NB627_RS01995
OG0000062	ABKJ22_RS03470	NB627_RS03790
OG0000063	ABKJ22_RS03465	NB627_RS03785
OG0000064	ABKJ22_RS03455	NB627_RS03775
OG0000065	ABKJ22_RS02160	NB627_RS02410
OG0000066	ABKJ22_RS01370	NB627_RS01480
OG0000067	ABKJ22_RS00525	NB627_RS00635
OG0000068	ABKJ22_RS01055	NB627_RS00755
OG0000069	ABKJ22_RS02760	NB627_RS03005
OG0000070	ABKJ22_RS02425	NB627_RS02660
OG0000071	ABKJ22_RS03155	NB627_RS03465
OG0000072	ABKJ22_RS03160	NB627_RS03470
OG0000073	ABKJ22_RS00995	NB627_RS00820
OG0000074	ABKJ22_RS00800	NB627_RS01020
OG0000075	ABKJ22_RS00335	NB627_RS00350
OG0000076	ABKJ22_RS00350	NB627_RS00365, NB627_RS00370
OG0000077	ABKJ22_RS00445	NB627_RS00550
OG0000078	ABKJ22_RS01675	NB627_RS01810
OG0000079	ABKJ22_RS02505	NB627_RS02745
OG0000080	ABKJ22_RS02550	NB627_RS02795
OG0000081	ABKJ22_RS00330	NB627_RS00340
OG0000083	ABKJ22_RS01995	NB627_RS02160
OG0000084	ABKJ22_RS02025	NB627_RS02190
OG0000085	ABKJ22_RS02030	NB627_RS02195
OG0000086	ABKJ22_RS02040	NB627_RS02210
OG0000087	ABKJ22_RS02055	NB627_RS02225
OG0000088	ABKJ22_RS02060	NB627_RS02230
OG0000089	ABKJ22_RS02070	NB627_RS02240
OG0000090	ABKJ22_RS00070	NB627_RS00070
OG0000091	ABKJ22_RS00055	NB627_RS00055
OG0000092	ABKJ22_RS00040	NB627_RS00050
OG0000093	ABKJ22_RS00035	NB627_RS00035
OG0000094	ABKJ22_RS00030	NB627_RS00030
OG0000095	ABKJ22_RS00005	NB627_RS00005
OG0000096	ABKJ22_RS03505	NB627_RS03825
OG0000097	ABKJ22_RS03485	NB627_RS03805
OG0000098	ABKJ22_RS03475	NB627_RS03795
OG0000099	ABKJ22_RS03425	NB627_RS03745
OG0000100	ABKJ22_RS03405	NB627_RS03725
OG0000101	ABKJ22_RS03400	NB627_RS03720
OG0000102	ABKJ22_RS01700	NB627_RS01835
OG0000103	ABKJ22_RS02195	NB627_RS02375
OG0000104	ABKJ22_RS02190	NB627_RS02380
OG0000105	ABKJ22_RS02175	NB627_RS02400
OG0000106	ABKJ22_RS02165	NB627_RS02405
OG0000107	ABKJ22_RS02155	NB627_RS02415
OG0000108	ABKJ22_RS02150	NB627_RS02420
OG0000109	ABKJ22_RS02145	NB627_RS02425
OG0000110	ABKJ22_RS02340	NB627_RS02555
OG0000111	ABKJ22_RS02335	NB627_RS02550
OG0000112	ABKJ22_RS02325	NB627_RS02540
OG0000113	ABKJ22_RS02305	NB627_RS02515
OG0000114	ABKJ22_RS02295	NB627_RS02510
OG0000115	ABKJ22_RS02285	NB627_RS02495
OG0000116	ABKJ22_RS01315	NB627_RS01420
OG0000117	ABKJ22_RS01320	NB627_RS01425
OG0000118	ABKJ22_RS01355	NB627_RS01460
OG0000119	ABKJ22_RS01360	NB627_RS01465
OG0000120	ABKJ22_RS01375	NB627_RS01485
OG0000121	ABKJ22_RS01400	NB627_RS01515
OG0000122	ABKJ22_RS01405	NB627_RS01520
OG0000123	ABKJ22_RS01425	NB627_RS01540
OG0000124	ABKJ22_RS01430	NB627_RS01545
OG0000125	ABKJ22_RS01435	NB627_RS01550
OG0000126	ABKJ22_RS01445	NB627_RS01560
OG0000127	ABKJ22_RS01455	NB627_RS01570
OG0000128	ABKJ22_RS01470	NB627_RS01585
OG0000129	ABKJ22_RS01475	NB627_RS01590
OG0000130	ABKJ22_RS01485	NB627_RS01600
OG0000131	ABKJ22_RS01515	NB627_RS01630
OG0000132	ABKJ22_RS01530	NB627_RS01645
OG0000133	ABKJ22_RS00530	NB627_RS00640
OG0000134	ABKJ22_RS00535	NB627_RS00645
OG0000135	ABKJ22_RS00550	NB627_RS00660
OG0000136	ABKJ22_RS00555	NB627_RS00665
OG0000137	ABKJ22_RS00585	NB627_RS00695
OG0000138	ABKJ22_RS01080	NB627_RS00730
OG0000139	ABKJ22_RS01050	NB627_RS00760
OG0000140	ABKJ22_RS01045	NB627_RS00765
OG0000141	ABKJ22_RS02875	NB627_RS03120
OG0000142	ABKJ22_RS02870	NB627_RS03115
OG0000143	ABKJ22_RS02850	NB627_RS03100
OG0000144	ABKJ22_RS02840	NB627_RS03085
OG0000145	ABKJ22_RS02830	NB627_RS03075
OG0000146	ABKJ22_RS02820	NB627_RS03065
OG0000147	ABKJ22_RS02815	NB627_RS03060
OG0000148	ABKJ22_RS02800	NB627_RS03045
OG0000149	ABKJ22_RS02790	NB627_RS03035
OG0000150	ABKJ22_RS02775	NB627_RS03025
OG0000151	ABKJ22_RS02720	NB627_RS02970
OG0000152	ABKJ22_RS02715	NB627_RS02965
OG0000153	ABKJ22_RS02710	NB627_RS02960
OG0000154	ABKJ22_RS02700	NB627_RS02950
OG0000155	ABKJ22_RS02660	NB627_RS02910
OG0000156	ABKJ22_RS02650	NB627_RS02905
OG0000157	ABKJ22_RS02645	NB627_RS02895
OG0000158	ABKJ22_RS02635	NB627_RS02885
OG0000159	ABKJ22_RS02410	NB627_RS02645
OG0000160	ABKJ22_RS02405	NB627_RS02640
OG0000161	ABKJ22_RS02400	NB627_RS02635
OG0000162	ABKJ22_RS02390	NB627_RS02625
OG0000163	ABKJ22_RS02385	NB627_RS02620
OG0000164	ABKJ22_RS01610	NB627_RS01735
OG0000165	ABKJ22_RS01915	NB627_RS02080
OG0000166	ABKJ22_RS01935	NB627_RS02100
OG0000167	ABKJ22_RS01950	NB627_RS02115
OG0000168	ABKJ22_RS01955	NB627_RS02120
OG0000169	ABKJ22_RS02950	NB627_RS03235
OG0000170	ABKJ22_RS02965	NB627_RS03255
OG0000171	ABKJ22_RS02975	NB627_RS03265
OG0000172	ABKJ22_RS02980	NB627_RS03270
OG0000173	ABKJ22_RS02985	NB627_RS03275
OG0000174	ABKJ22_RS02990	NB627_RS03280
OG0000175	ABKJ22_RS03005	NB627_RS03295
OG0000176	ABKJ22_RS03050	NB627_RS03350
OG0000177	ABKJ22_RS03055	NB627_RS03355
OG0000178	ABKJ22_RS03060	NB627_RS03365
OG0000179	ABKJ22_RS03070	NB627_RS03370
OG0000180	ABKJ22_RS03075	NB627_RS03375
OG0000181	ABKJ22_RS03105	NB627_RS03415
OG0000182	ABKJ22_RS03115	NB627_RS03425
OG0000183	ABKJ22_RS03150	NB627_RS03460
OG0000184	ABKJ22_RS03190	NB627_RS03505
OG0000185	ABKJ22_RS03175	NB627_RS03490
OG0000186	ABKJ22_RS01540	NB627_RS01655
OG0000187	ABKJ22_RS01555	NB627_RS01670
OG0000188	ABKJ22_RS01565	NB627_RS01680
OG0000189	ABKJ22_RS02110	NB627_RS02465
OG0000190	ABKJ22_RS02115	NB627_RS02460
OG0000191	ABKJ22_RS02135	NB627_RS02435
OG0000192	ABKJ22_RS01230	NB627_RS01335
OG0000193	ABKJ22_RS01220	NB627_RS01315
OG0000194	ABKJ22_RS01010	NB627_RS00800
OG0000195	ABKJ22_RS01005	NB627_RS00805
OG0000196	ABKJ22_RS00985	NB627_RS00830
OG0000197	ABKJ22_RS00980	NB627_RS00840
OG0000198	ABKJ22_RS00965	NB627_RS00850
OG0000199	ABKJ22_RS00960	NB627_RS00855
OG0000200	ABKJ22_RS00945	NB627_RS00875
OG0000201	ABKJ22_RS00935	NB627_RS00880
OG0000202	ABKJ22_RS00880	NB627_RS00940
OG0000203	ABKJ22_RS00875	NB627_RS00945
OG0000204	ABKJ22_RS00870	NB627_RS00950
OG0000205	ABKJ22_RS00865	NB627_RS00955
OG0000206	ABKJ22_RS00845	NB627_RS00975
OG0000207	ABKJ22_RS00830	NB627_RS00990
OG0000208	ABKJ22_RS00825	NB627_RS00995
OG0000209	ABKJ22_RS00820	NB627_RS01000
OG0000210	ABKJ22_RS00775	NB627_RS01045
OG0000211	ABKJ22_RS00745	NB627_RS01055
OG0000212	ABKJ22_RS00735	NB627_RS01065
OG0000213	ABKJ22_RS00730	NB627_RS01070
OG0000214	ABKJ22_RS00725	NB627_RS01075
OG0000215	ABKJ22_RS00720	NB627_RS01080
OG0000216	ABKJ22_RS00715	NB627_RS01085
OG0000217	ABKJ22_RS00710	NB627_RS01090
OG0000218	ABKJ22_RS00700	NB627_RS01100
OG0000219	ABKJ22_RS00695	NB627_RS01105
OG0000220	ABKJ22_RS00690	NB627_RS01110
OG0000221	ABKJ22_RS00685	NB627_RS01115
OG0000222	ABKJ22_RS00680	NB627_RS01120
OG0000223	ABKJ22_RS00675	NB627_RS01125
OG0000224	ABKJ22_RS00665	NB627_RS01135
OG0000225	ABKJ22_RS00655	NB627_RS01145
OG0000226	ABKJ22_RS00650	NB627_RS01150
OG0000227	ABKJ22_RS00645	NB627_RS01155
OG0000228	ABKJ22_RS00640	NB627_RS01160
OG0000229	ABKJ22_RS00635	NB627_RS01165
OG0000230	ABKJ22_RS00630	NB627_RS01170
OG0000231	ABKJ22_RS00620	NB627_RS01180
OG0000232	ABKJ22_RS00610	NB627_RS01190
OG0000233	ABKJ22_RS01110	NB627_RS01210
OG0000234	ABKJ22_RS01145	NB627_RS01245
OG0000235	ABKJ22_RS01155	NB627_RS01255
OG0000236	ABKJ22_RS01160	NB627_RS01260
OG0000237	ABKJ22_RS01165	NB627_RS01265
OG0000238	ABKJ22_RS01170	NB627_RS01270
OG0000239	ABKJ22_RS02885	NB627_RS03130
OG0000240	ABKJ22_RS02890	NB627_RS03135
OG0000241	ABKJ22_RS02900	NB627_RS03145
OG0000242	ABKJ22_RS02905	NB627_RS03150
OG0000243	ABKJ22_RS02910	NB627_RS03155
OG0000244	ABKJ22_RS02920	NB627_RS03165
OG0000245	ABKJ22_RS02930	NB627_RS03175
OG0000246	ABKJ22_RS00135	NB627_RS00140
OG0000247	ABKJ22_RS00145	NB627_RS00150
OG0000248	ABKJ22_RS00155	NB627_RS00160
OG0000249	ABKJ22_RS00160	NB627_RS00165
OG0000250	ABKJ22_RS00175	NB627_RS00180
OG0000251	ABKJ22_RS00205	NB627_RS00215
OG0000252	ABKJ22_RS00215	NB627_RS00220
OG0000253	ABKJ22_RS00220	NB627_RS00225
OG0000254	ABKJ22_RS00230	NB627_RS00235
OG0000255	ABKJ22_RS00235	NB627_RS00240
OG0000256	ABKJ22_RS00240	NB627_RS00245
OG0000257	ABKJ22_RS00265	NB627_RS00270
OG0000258	ABKJ22_RS00275	NB627_RS00280
OG0000259	ABKJ22_RS00305	NB627_RS00310
OG0000260	ABKJ22_RS00315	NB627_RS00320
OG0000261	ABKJ22_RS00325	NB627_RS00330, NB627_RS00335
OG0000262	ABKJ22_RS00340	NB627_RS00360
OG0000263	ABKJ22_RS00355	NB627_RS00375
OG0000264	ABKJ22_RS00370	NB627_RS00395
OG0000265	ABKJ22_RS00380	NB627_RS00400
OG0000266	ABKJ22_RS00395	NB627_RS00415
OG0000267	ABKJ22_RS00410	NB627_RS00430
OG0000268	ABKJ22_RS00415	NB627_RS00530
OG0000269	ABKJ22_RS00440	NB627_RS00545
OG0000270	ABKJ22_RS03375	NB627_RS03700
OG0000271	ABKJ22_RS03370	NB627_RS03690
OG0000272	ABKJ22_RS03365	NB627_RS03685
OG0000273	ABKJ22_RS03360	NB627_RS03680
OG0000274	ABKJ22_RS03340	NB627_RS03665
OG0000275	ABKJ22_RS03335	NB627_RS03655
OG0000276	ABKJ22_RS03330	NB627_RS03650
OG0000277	ABKJ22_RS03320	NB627_RS03640
OG0000278	ABKJ22_RS03315	NB627_RS03635
OG0000279	ABKJ22_RS03305	NB627_RS03625
OG0000280	ABKJ22_RS03300	NB627_RS03620
OG0000281	ABKJ22_RS03295	NB627_RS03615
OG0000282	ABKJ22_RS03270	NB627_RS03590
OG0000283	ABKJ22_RS03265	NB627_RS03585
OG0000284	ABKJ22_RS03260	NB627_RS03580
OG0000285	ABKJ22_RS03255	NB627_RS03575
OG0000286	ABKJ22_RS02370	NB627_RS02605
OG0000287	ABKJ22_RS02465	NB627_RS02705
OG0000288	ABKJ22_RS02475	NB627_RS02715
OG0000289	ABKJ22_RS02480	NB627_RS02720
OG0000290	ABKJ22_RS02590	NB627_RS02840
OG0000291	ABKJ22_RS02580	NB627_RS02825
OG0000292	ABKJ22_RS02575	NB627_RS02820
OG0000293	ABKJ22_RS02570	NB627_RS02815
OG0000294	ABKJ22_RS02560	NB627_RS02805
OG0000295	ABKJ22_RS02555	NB627_RS02800
OG0000296	ABKJ22_RS02515	NB627_RS02755
OG0000297	ABKJ22_RS02510	NB627_RS02750
OG0000298	ABKJ22_RS00170	NB627_RS00175
OG0000299	ABKJ22_RS00190	NB627_RS00195
OG0000300	ABKJ22_RS00365	NB627_RS00385
OG0000301	ABKJ22_RS00400	NB627_RS00420
OG0000302	ABKJ22_RS00405	NB627_RS00425
OG0000303	ABKJ22_RS00560	NB627_RS00670
OG0000304	ABKJ22_RS00605	NB627_RS01195
OG0000305	ABKJ22_RS02825	NB627_RS03070
OG0000306	ABKJ22_RS02745	NB627_RS02995
OG0000307	ABKJ22_RS02705	NB627_RS02955
OG0000308	ABKJ22_RS02610	NB627_RS02855
OG0000309	ABKJ22_RS02545	NB627_RS02790
OG0000310	ABKJ22_RS02470	NB627_RS02710
OG0000311	ABKJ22_RS02430	NB627_RS02665
OG0000312	ABKJ22_RS02415	NB627_RS02650
OG0000313	ABKJ22_RS01600	NB627_RS01725
OG0000314	ABKJ22_RS01930	NB627_RS02095
OG0000315	ABKJ22_RS01960	NB627_RS02125
OG0000316	ABKJ22_RS01970	NB627_RS02135
OG0000317	ABKJ22_RS02065	NB627_RS02235
OG0000318	ABKJ22_RS01975	NB627_RS02155
OG0000319	ABKJ22_RS02180	NB627_RS02390
OG0000320	ABKJ22_RS02315	NB627_RS02530
OG0000321	ABKJ22_RS01350	NB627_RS01455
OG0000322	ABKJ22_RS01395	NB627_RS01510
OG0000323	ABKJ22_RS01525	NB627_RS01640
OG0000324	ABKJ22_RS02140	NB627_RS02430
OG0000325	ABKJ22_RS01000	NB627_RS00815
OG0000326	ABKJ22_RS00905	NB627_RS00910
OG0000327	ABKJ22_RS00900	NB627_RS00915
OG0000328	ABKJ22_RS00815	NB627_RS01005
OG0000329	ABKJ22_RS00795	NB627_RS01025
OG0000330	ABKJ22_RS01120	NB627_RS01220
OG0000331	ABKJ22_RS02915	NB627_RS03160
OG0000332	ABKJ22_RS03015	NB627_RS03305
OG0000333	ABKJ22_RS03025	NB627_RS03315
OG0000334	ABKJ22_RS03110	NB627_RS03420
OG0000335	ABKJ22_RS03120	NB627_RS03430
OG0000336	ABKJ22_RS03285	NB627_RS03605
OG0000337	ABKJ22_RS03460	NB627_RS03780
OG0000338	ABKJ22_RS03500	NB627_RS03820
OG0000339	ABKJ22_RS02290	NB627_RS02500
OG0000340	ABKJ22_RS01330	NB627_RS01435
OG0000341	ABKJ22_RS02120	NB627_RS02455
OG0000342	ABKJ22_RS00970	NB627_RS00845
OG0000343	ABKJ22_RS03035	NB627_RS03325
OG0000344	ABKJ22_RS00575	NB627_RS00685
OG0000345	ABKJ22_RS00660	NB627_RS01140
OG0000346	ABKJ22_RS03290	NB627_RS03610
OG0000347	ABKJ22_RS01420	NB627_RS01535
OG0000348	ABKJ22_RS00895	NB627_RS00920
OG0000349	ABKJ22_RS03350	NB627_RS03670
OG0000350	ABKJ22_RS02695	NB627_RS02945
OG0000351	ABKJ22_RS00495	NB627_RS00600
OG0000352	ABKJ22_RS01910	NB627_RS02075
OG0000353	ABKJ22_RS01390	NB627_RS01500
OG0000354	ABKJ22_RS01065	NB627_RS00745
OG0000355	ABKJ22_RS01885	NB627_RS02050
OG0000356	ABKJ22_RS01965	NB627_RS02130
OG0000357	ABKJ22_RS02995	NB627_RS03285
OG0000358	ABKJ22_RS03000	NB627_RS03290
OG0000359	ABKJ22_RS00925	NB627_RS00890
OG0000360	ABKJ22_RS00270	NB627_RS00275
OG0000361	ABKJ22_RS00300	NB627_RS00305
OG0000362	ABKJ22_RS02490	NB627_RS02730
OG0000363	ABKJ22_RS01460	NB627_RS01575
OG0000364	ABKJ22_RS01860	NB627_RS02025
OG0000365	ABKJ22_RS02015	NB627_RS02180
OG0000366	ABKJ22_RS02035	NB627_RS02200
OG0000367	ABKJ22_RS02045	NB627_RS02215
OG0000368	ABKJ22_RS00060	NB627_RS00060
OG0000369	ABKJ22_RS00025	NB627_RS00025
OG0000370	ABKJ22_RS00020	NB627_RS00020
OG0000371	ABKJ22_RS00015	NB627_RS00015
OG0000372	ABKJ22_RS00010	NB627_RS00010
OG0000373	ABKJ22_RS03490	NB627_RS03810
OG0000374	ABKJ22_RS03480	NB627_RS03800
OG0000375	ABKJ22_RS02185	NB627_RS02385
OG0000376	ABKJ22_RS02330	NB627_RS02545
OG0000377	ABKJ22_RS02320	NB627_RS02535
OG0000378	ABKJ22_RS01310	NB627_RS01415
OG0000379	ABKJ22_RS01385	NB627_RS01495
OG0000380	ABKJ22_RS01410	NB627_RS01525
OG0000381	ABKJ22_RS01450	NB627_RS01565
OG0000382	ABKJ22_RS01480	NB627_RS01595
OG0000383	ABKJ22_RS01520	NB627_RS01635
OG0000384	ABKJ22_RS00515	NB627_RS00625
OG0000385	ABKJ22_RS00520	NB627_RS00630
OG0000386	ABKJ22_RS00540	NB627_RS00650
OG0000387	ABKJ22_RS00565	NB627_RS00675
OG0000388	ABKJ22_RS00570	NB627_RS00680
OG0000389	ABKJ22_RS01085	NB627_RS00725
OG0000390	ABKJ22_RS02845	NB627_RS03090
OG0000391	ABKJ22_RS02835	NB627_RS03080
OG0000392	ABKJ22_RS02810	NB627_RS03055
OG0000393	ABKJ22_RS02755	NB627_RS03000
OG0000394	ABKJ22_RS02670	NB627_RS02920
OG0000395	ABKJ22_RS02665	NB627_RS02915
OG0000396	ABKJ22_RS02375	NB627_RS02610
OG0000397	ABKJ22_RS01895	NB627_RS02060
OG0000398	ABKJ22_RS01900	NB627_RS02065
OG0000399	ABKJ22_RS01945	NB627_RS02110
OG0000400	ABKJ22_RS02960	NB627_RS03250
OG0000401	ABKJ22_RS03020	NB627_RS03310
OG0000402	ABKJ22_RS03030	NB627_RS03320
OG0000403	ABKJ22_RS03040	NB627_RS03330
OG0000405	ABKJ22_RS03080	NB627_RS03380
OG0000406	ABKJ22_RS03125	NB627_RS03435
OG0000407	ABKJ22_RS03130	NB627_RS03440
OG0000408	ABKJ22_RS03135	NB627_RS03445
OG0000409	ABKJ22_RS03140	NB627_RS03450
OG0000410	ABKJ22_RS03195	NB627_RS03515
OG0000411	ABKJ22_RS03185	NB627_RS03500
OG0000412	ABKJ22_RS03180	NB627_RS03495
OG0000413	ABKJ22_RS01535	NB627_RS01650
OG0000414	ABKJ22_RS01545	NB627_RS01660
OG0000415	ABKJ22_RS01550	NB627_RS01665
OG0000416	ABKJ22_RS01560	NB627_RS01675
OG0000417	ABKJ22_RS02125	NB627_RS02450
OG0000418	ABKJ22_RS02130	NB627_RS02440
OG0000419	ABKJ22_RS00990	NB627_RS00825
OG0000420	ABKJ22_RS00955	NB627_RS00860
OG0000421	ABKJ22_RS00920	NB627_RS00900
OG0000422	ABKJ22_RS00910	NB627_RS00905
OG0000423	ABKJ22_RS00855	NB627_RS00965
OG0000424	ABKJ22_RS00850	NB627_RS00970
OG0000425	ABKJ22_RS00840	NB627_RS00980
OG0000426	ABKJ22_RS00835	NB627_RS00985
OG0000427	ABKJ22_RS00810	NB627_RS01010
OG0000429	ABKJ22_RS00670	NB627_RS01130
OG0000430	ABKJ22_RS00625	NB627_RS01175
OG0000431	ABKJ22_RS00615	NB627_RS01185
OG0000432	ABKJ22_RS01115	NB627_RS01215
OG0000433	ABKJ22_RS01130	NB627_RS01230
OG0000434	ABKJ22_RS01135	NB627_RS01235
OG0000435	ABKJ22_RS01150	NB627_RS01250
OG0000436	ABKJ22_RS01175	NB627_RS01275
OG0000437	ABKJ22_RS01185	NB627_RS01285
OG0000438	ABKJ22_RS01190	NB627_RS01290
OG0000439	ABKJ22_RS01195	NB627_RS01295
OG0000440	ABKJ22_RS02895	NB627_RS03140
OG0000441	ABKJ22_RS02935	NB627_RS03185
OG0000442	ABKJ22_RS00140	NB627_RS00145
OG0000443	ABKJ22_RS00185	NB627_RS00190
OG0000444	ABKJ22_RS00200	NB627_RS00205
OG0000445	ABKJ22_RS00225	NB627_RS00230
OG0000446	ABKJ22_RS00250	NB627_RS00255
OG0000447	ABKJ22_RS00255	NB627_RS00260
OG0000448	ABKJ22_RS00285	NB627_RS00290
OG0000449	ABKJ22_RS00310	NB627_RS00315
OG0000450	ABKJ22_RS00320	NB627_RS00325
OG0000451	ABKJ22_RS00360	NB627_RS00380
OG0000452	ABKJ22_RS00385	NB627_RS00405
OG0000453	ABKJ22_RS00420	NB627_RS00535
OG0000454	ABKJ22_RS01580	NB627_RS00520
OG0000455	ABKJ22_RS03395	NB627_RS03715
OG0000456	ABKJ22_RS03275	NB627_RS03595
OG0000457	ABKJ22_RS03250	NB627_RS03565
OG0000458	ABKJ22_RS02460	NB627_RS02700
OG0000459	ABKJ22_RS02485	NB627_RS02725
OG0000460	ABKJ22_RS02495	NB627_RS02735
OG0000461	ABKJ22_RS02540	NB627_RS02780
OG0000462	ABKJ22_RS02535	NB627_RS02775
OG0000463	ABKJ22_RS02530	NB627_RS02770
OG0000464	ABKJ22_RS02525	NB627_RS02765
OG0000465	ABKJ22_RS02520	NB627_RS02760
OG0000466	ABKJ22_RS00390	NB627_RS00410
OG0000467	ABKJ22_RS02620	NB627_RS02865
OG0000468	ABKJ22_RS01940	NB627_RS02105
OG0000469	ABKJ22_RS02000	NB627_RS02165
OG0000470	ABKJ22_RS00860	NB627_RS00960
OG0000471	ABKJ22_RS00780	NB627_RS01040
OG0000472	ABKJ22_RS03205	NB627_RS03520
OG0000474	ABKJ22_RS03385	NB627_RS03705
OG0000475	ABKJ22_RS03390	NB627_RS03710
OG0000476	ABKJ22_RS01570	NB627_RS01685
OG0000477	ABKJ22_RS02565	NB627_RS02810
OG0000478	ABKJ22_RS03325	NB627_RS03645
OG0000479	ABKJ22_RS01345	NB627_RS01450
OG0000480	ABKJ22_RS02005	NB627_RS02170
OG0000481	ABKJ22_RS00885	NB627_RS00935
OG0000482	ABKJ22_RS01225	NB627_RS01320
OG0000483	ABKJ22_RS02050	NB627_RS02220
OG0000484	ABKJ22_RS00195	NB627_RS00200
OG0000485	ABKJ22_RS01180	NB627_RS01280
OG0000486	ABKJ22_RS02105	NB627_RS02470
OG0000488	ABKJ22_RS02020	NB627_RS02185
