Orthogroup	MHP_1257_genes	MHP_116_genes
OG0000088	ABKJ22_RS02060	ABJ972_RS02050
OG0000089	ABKJ22_RS02070	ABJ972_RS02060
OG0000090	ABKJ22_RS00070	ABJ972_RS00070
OG0000091	ABKJ22_RS00055	ABJ972_RS00055
OG0000092	ABKJ22_RS00040	ABJ972_RS00040
OG0000093	ABKJ22_RS00035	ABJ972_RS00035
OG0000094	ABKJ22_RS00030	ABJ972_RS00030
OG0000095	ABKJ22_RS00005	ABJ972_RS00005
OG0000096	ABKJ22_RS03505	ABJ972_RS03550
OG0000097	ABKJ22_RS03485	ABJ972_RS03530
OG0000098	ABKJ22_RS03475	ABJ972_RS03490, ABJ972_RS03520
OG0000099	ABKJ22_RS03425	ABJ972_RS03440
OG0000100	ABKJ22_RS03405	ABJ972_RS03425
OG0000101	ABKJ22_RS03400	ABJ972_RS03420
OG0000102	ABKJ22_RS01700	ABJ972_RS01680
OG0000103	ABKJ22_RS02195	ABJ972_RS02165
OG0000104	ABKJ22_RS02190	ABJ972_RS02170
OG0000105	ABKJ22_RS02175	ABJ972_RS02185
OG0000106	ABKJ22_RS02165	ABJ972_RS02195
OG0000107	ABKJ22_RS02155	ABJ972_RS02205
OG0000108	ABKJ22_RS02150	ABJ972_RS02210
OG0000109	ABKJ22_RS02145	ABJ972_RS02215
OG0000110	ABKJ22_RS02340	ABJ972_RS02335
OG0000111	ABKJ22_RS02335	ABJ972_RS02330
OG0000112	ABKJ22_RS02325	ABJ972_RS02320
OG0000113	ABKJ22_RS02305	ABJ972_RS02300
OG0000114	ABKJ22_RS02295	ABJ972_RS02290
OG0000115	ABKJ22_RS02285	ABJ972_RS02280
OG0000116	ABKJ22_RS01315	ABJ972_RS01285
OG0000117	ABKJ22_RS01320	ABJ972_RS01290
OG0000118	ABKJ22_RS01355	ABJ972_RS01325
OG0000119	ABKJ22_RS01360	ABJ972_RS01330
OG0000120	ABKJ22_RS01375	ABJ972_RS01345
OG0000121	ABKJ22_RS01400	ABJ972_RS01370
OG0000122	ABKJ22_RS01405	ABJ972_RS01375
OG0000123	ABKJ22_RS01425	ABJ972_RS01395
OG0000124	ABKJ22_RS01430	ABJ972_RS01400
OG0000125	ABKJ22_RS01435	ABJ972_RS01405
OG0000126	ABKJ22_RS01445	ABJ972_RS01415
OG0000127	ABKJ22_RS01455	ABJ972_RS01425
OG0000128	ABKJ22_RS01470	ABJ972_RS01440
OG0000129	ABKJ22_RS01475	ABJ972_RS01445
OG0000130	ABKJ22_RS01485	ABJ972_RS01455
OG0000131	ABKJ22_RS01515	ABJ972_RS01485
OG0000132	ABKJ22_RS01530	ABJ972_RS01500
OG0000133	ABKJ22_RS00530	ABJ972_RS00515
OG0000134	ABKJ22_RS00535	ABJ972_RS00520
OG0000135	ABKJ22_RS00550	ABJ972_RS00535
OG0000136	ABKJ22_RS00555	ABJ972_RS00540
OG0000137	ABKJ22_RS00585	ABJ972_RS00570
OG0000138	ABKJ22_RS01080	ABJ972_RS01050
OG0000139	ABKJ22_RS01050	ABJ972_RS01020
OG0000140	ABKJ22_RS01045	ABJ972_RS01015
OG0000141	ABKJ22_RS02875	ABJ972_RS02855
OG0000142	ABKJ22_RS02870	ABJ972_RS02850
OG0000143	ABKJ22_RS02850	ABJ972_RS02830
OG0000144	ABKJ22_RS02840	ABJ972_RS02820
OG0000145	ABKJ22_RS02830	ABJ972_RS02810
OG0000146	ABKJ22_RS02820	ABJ972_RS02800
OG0000147	ABKJ22_RS02815	ABJ972_RS02795
OG0000148	ABKJ22_RS02800	ABJ972_RS02780
OG0000149	ABKJ22_RS02790	ABJ972_RS02770
OG0000150	ABKJ22_RS02775	ABJ972_RS02755
OG0000151	ABKJ22_RS02720	ABJ972_RS02705
OG0000152	ABKJ22_RS02715	ABJ972_RS02700
OG0000153	ABKJ22_RS02710	ABJ972_RS02695
OG0000154	ABKJ22_RS02700	ABJ972_RS02685
OG0000155	ABKJ22_RS02660	ABJ972_RS02650
OG0000156	ABKJ22_RS02650	ABJ972_RS02645
OG0000157	ABKJ22_RS02645	ABJ972_RS02635
OG0000158	ABKJ22_RS02635	ABJ972_RS02625
OG0000159	ABKJ22_RS02410	ABJ972_RS02405
OG0000160	ABKJ22_RS02405	ABJ972_RS02400
OG0000161	ABKJ22_RS02400	ABJ972_RS02395
OG0000162	ABKJ22_RS02390	ABJ972_RS02385
OG0000163	ABKJ22_RS02385	ABJ972_RS02380
OG0000164	ABKJ22_RS01610	ABJ972_RS01585
OG0000165	ABKJ22_RS01915	ABJ972_RS01905
OG0000166	ABKJ22_RS01935	ABJ972_RS01925
OG0000167	ABKJ22_RS01950	ABJ972_RS01940
OG0000168	ABKJ22_RS01955	ABJ972_RS01945
OG0000169	ABKJ22_RS02950	ABJ972_RS02955
OG0000170	ABKJ22_RS02965	ABJ972_RS02970
OG0000171	ABKJ22_RS02975	ABJ972_RS02980
OG0000172	ABKJ22_RS02980	ABJ972_RS02985
OG0000173	ABKJ22_RS02985	ABJ972_RS02990
OG0000174	ABKJ22_RS02990	ABJ972_RS02995
OG0000175	ABKJ22_RS03005	ABJ972_RS03010
OG0000176	ABKJ22_RS03050	ABJ972_RS03055
OG0000177	ABKJ22_RS03055	ABJ972_RS03060
OG0000178	ABKJ22_RS03060	ABJ972_RS03065
OG0000179	ABKJ22_RS03070	ABJ972_RS03075
OG0000180	ABKJ22_RS03075	ABJ972_RS03080
OG0000181	ABKJ22_RS03105	ABJ972_RS03130
OG0000182	ABKJ22_RS03115	ABJ972_RS03140
OG0000183	ABKJ22_RS03150	ABJ972_RS03175
OG0000184	ABKJ22_RS03190	ABJ972_RS03220
OG0000185	ABKJ22_RS03175	ABJ972_RS03205
OG0000186	ABKJ22_RS01540	ABJ972_RS01510
OG0000187	ABKJ22_RS01555	ABJ972_RS01525
OG0000188	ABKJ22_RS01565	ABJ972_RS01535
OG0000189	ABKJ22_RS02110	ABJ972_RS02250
OG0000190	ABKJ22_RS02115	ABJ972_RS02245
OG0000191	ABKJ22_RS02135	ABJ972_RS02225
OG0000192	ABKJ22_RS01230	ABJ972_RS01205
OG0000193	ABKJ22_RS01220	ABJ972_RS01195
OG0000194	ABKJ22_RS01010	ABJ972_RS00980
OG0000195	ABKJ22_RS01005	ABJ972_RS00975
OG0000196	ABKJ22_RS00985	ABJ972_RS00955
OG0000197	ABKJ22_RS00980	ABJ972_RS00950
OG0000198	ABKJ22_RS00965	ABJ972_RS00930
OG0000199	ABKJ22_RS00960	ABJ972_RS00925
OG0000200	ABKJ22_RS00945	ABJ972_RS00910
OG0000201	ABKJ22_RS00935	ABJ972_RS00900
OG0000202	ABKJ22_RS00880	ABJ972_RS00845
OG0000203	ABKJ22_RS00875	ABJ972_RS00840
OG0000204	ABKJ22_RS00870	ABJ972_RS00835
OG0000205	ABKJ22_RS00865	ABJ972_RS00830
OG0000206	ABKJ22_RS00845	ABJ972_RS00810
OG0000207	ABKJ22_RS00830	ABJ972_RS00795
OG0000208	ABKJ22_RS00825	ABJ972_RS00790
OG0000209	ABKJ22_RS00820	ABJ972_RS00785
OG0000210	ABKJ22_RS00775	ABJ972_RS00740
OG0000211	ABKJ22_RS00745	ABJ972_RS00730
OG0000212	ABKJ22_RS00735	ABJ972_RS00720
OG0000213	ABKJ22_RS00730	ABJ972_RS00715
OG0000214	ABKJ22_RS00725	ABJ972_RS00710
OG0000215	ABKJ22_RS00720	ABJ972_RS00705
OG0000216	ABKJ22_RS00715	ABJ972_RS00700
OG0000217	ABKJ22_RS00710	ABJ972_RS00695
OG0000218	ABKJ22_RS00700	ABJ972_RS00685
OG0000219	ABKJ22_RS00695	ABJ972_RS00680
OG0000220	ABKJ22_RS00690	ABJ972_RS00675
OG0000221	ABKJ22_RS00685	ABJ972_RS00670
OG0000222	ABKJ22_RS00680	ABJ972_RS00665
OG0000223	ABKJ22_RS00675	ABJ972_RS00660
OG0000224	ABKJ22_RS00665	ABJ972_RS00650
OG0000225	ABKJ22_RS00655	ABJ972_RS00640
OG0000226	ABKJ22_RS00650	ABJ972_RS00635
OG0000227	ABKJ22_RS00645	ABJ972_RS00630
OG0000228	ABKJ22_RS00640	ABJ972_RS00625
OG0000229	ABKJ22_RS00635	ABJ972_RS00620
OG0000230	ABKJ22_RS00630	ABJ972_RS00615
OG0000231	ABKJ22_RS00620	ABJ972_RS00605
OG0000232	ABKJ22_RS00610	ABJ972_RS00595
OG0000233	ABKJ22_RS01110	ABJ972_RS01080
OG0000234	ABKJ22_RS01145	ABJ972_RS01115
OG0000235	ABKJ22_RS01155	ABJ972_RS01125
OG0000236	ABKJ22_RS01160	ABJ972_RS01130
OG0000237	ABKJ22_RS01165	ABJ972_RS01135
OG0000238	ABKJ22_RS01170	ABJ972_RS01140
OG0000239	ABKJ22_RS02885	ABJ972_RS02865
OG0000240	ABKJ22_RS02890	ABJ972_RS02870
OG0000241	ABKJ22_RS02900	ABJ972_RS02880
OG0000242	ABKJ22_RS02905	ABJ972_RS02885
OG0000243	ABKJ22_RS02910	ABJ972_RS02890
OG0000244	ABKJ22_RS02920	ABJ972_RS02900
OG0000245	ABKJ22_RS02930	ABJ972_RS02910
OG0000246	ABKJ22_RS00135	ABJ972_RS00125
OG0000247	ABKJ22_RS00145	ABJ972_RS00135
OG0000248	ABKJ22_RS00155	ABJ972_RS00145
OG0000249	ABKJ22_RS00160	ABJ972_RS00150
OG0000250	ABKJ22_RS00175	ABJ972_RS00165
OG0000251	ABKJ22_RS00205	ABJ972_RS00195
OG0000252	ABKJ22_RS00215	ABJ972_RS00205
OG0000253	ABKJ22_RS00220	ABJ972_RS00210
OG0000254	ABKJ22_RS00230	ABJ972_RS00220
OG0000255	ABKJ22_RS00235	ABJ972_RS00225
OG0000256	ABKJ22_RS00240	ABJ972_RS00230
OG0000257	ABKJ22_RS00265	ABJ972_RS00255
OG0000258	ABKJ22_RS00275	ABJ972_RS00265
OG0000259	ABKJ22_RS00305	ABJ972_RS00295
OG0000260	ABKJ22_RS00315	ABJ972_RS00305
OG0000261	ABKJ22_RS00325	ABJ972_RS00315
OG0000262	ABKJ22_RS00340	ABJ972_RS00330
OG0000263	ABKJ22_RS00355	ABJ972_RS00345
OG0000264	ABKJ22_RS00370	ABJ972_RS00360
OG0000265	ABKJ22_RS00380	ABJ972_RS00370
OG0000266	ABKJ22_RS00395	ABJ972_RS00385
OG0000267	ABKJ22_RS00410	ABJ972_RS00400
OG0000268	ABKJ22_RS00415	ABJ972_RS00405
OG0000269	ABKJ22_RS00440	ABJ972_RS00420
OG0000270	ABKJ22_RS03375	ABJ972_RS03395
OG0000271	ABKJ22_RS03370	ABJ972_RS03390
OG0000272	ABKJ22_RS03365	ABJ972_RS03385
OG0000273	ABKJ22_RS03360	ABJ972_RS03380
OG0000274	ABKJ22_RS03340	ABJ972_RS03360
OG0000275	ABKJ22_RS03335	ABJ972_RS03355
OG0000276	ABKJ22_RS03330	ABJ972_RS03350
OG0000277	ABKJ22_RS03320	ABJ972_RS03340
OG0000278	ABKJ22_RS03315	ABJ972_RS03335
OG0000279	ABKJ22_RS03305	ABJ972_RS03325
OG0000280	ABKJ22_RS03300	ABJ972_RS03320
OG0000281	ABKJ22_RS03295	ABJ972_RS03315
OG0000282	ABKJ22_RS03270	ABJ972_RS03290
OG0000283	ABKJ22_RS03265	ABJ972_RS03285
OG0000284	ABKJ22_RS03260	ABJ972_RS03280
OG0000285	ABKJ22_RS03255	ABJ972_RS03275
OG0000286	ABKJ22_RS02370	ABJ972_RS02365
OG0000287	ABKJ22_RS02465	ABJ972_RS02455
OG0000288	ABKJ22_RS02475	ABJ972_RS02465
OG0000289	ABKJ22_RS02480	ABJ972_RS02470
OG0000290	ABKJ22_RS02590	ABJ972_RS02580
OG0000291	ABKJ22_RS02580	ABJ972_RS02570
OG0000292	ABKJ22_RS02575	ABJ972_RS02565
OG0000293	ABKJ22_RS02570	ABJ972_RS02560
OG0000294	ABKJ22_RS02560	ABJ972_RS02550
OG0000295	ABKJ22_RS02555	ABJ972_RS02545
OG0000296	ABKJ22_RS02515	ABJ972_RS02505
OG0000297	ABKJ22_RS02510	ABJ972_RS02500
OG0000298	ABKJ22_RS00170	ABJ972_RS00160
OG0000299	ABKJ22_RS00190	ABJ972_RS00180
OG0000300	ABKJ22_RS00365	ABJ972_RS00355
OG0000301	ABKJ22_RS00400	ABJ972_RS00390
OG0000302	ABKJ22_RS00405	ABJ972_RS00395
OG0000303	ABKJ22_RS00560	ABJ972_RS00545
OG0000304	ABKJ22_RS00605	ABJ972_RS00590
OG0000305	ABKJ22_RS02825	ABJ972_RS02805
OG0000306	ABKJ22_RS02745	ABJ972_RS02730
OG0000307	ABKJ22_RS02705	ABJ972_RS02690
OG0000308	ABKJ22_RS02610	ABJ972_RS02600
OG0000309	ABKJ22_RS02545	ABJ972_RS02535
OG0000310	ABKJ22_RS02470	ABJ972_RS02460
OG0000311	ABKJ22_RS02430	ABJ972_RS02425
OG0000312	ABKJ22_RS02415	ABJ972_RS02410
OG0000313	ABKJ22_RS01600	ABJ972_RS01575
OG0000314	ABKJ22_RS01930	ABJ972_RS01920
OG0000315	ABKJ22_RS01960	ABJ972_RS01950
OG0000316	ABKJ22_RS01970	ABJ972_RS01960
OG0000317	ABKJ22_RS02065	ABJ972_RS02055
OG0000318	ABKJ22_RS01975	ABJ972_RS01965
OG0000319	ABKJ22_RS02180	ABJ972_RS02180
OG0000320	ABKJ22_RS02315	ABJ972_RS02310
OG0000321	ABKJ22_RS01350	ABJ972_RS01320
OG0000322	ABKJ22_RS01395	ABJ972_RS01365
OG0000323	ABKJ22_RS01525	ABJ972_RS01495
OG0000324	ABKJ22_RS02140	ABJ972_RS02220
OG0000325	ABKJ22_RS01000	ABJ972_RS00970
OG0000326	ABKJ22_RS00905	ABJ972_RS00870
OG0000327	ABKJ22_RS00900	ABJ972_RS00865
OG0000328	ABKJ22_RS00815	ABJ972_RS00780
OG0000329	ABKJ22_RS00795	ABJ972_RS00760
OG0000330	ABKJ22_RS01120	ABJ972_RS01090
OG0000331	ABKJ22_RS02915	ABJ972_RS02895
OG0000332	ABKJ22_RS03015	ABJ972_RS03020
OG0000333	ABKJ22_RS03025	ABJ972_RS03030
OG0000334	ABKJ22_RS03110	ABJ972_RS03135
OG0000335	ABKJ22_RS03120	ABJ972_RS03145
OG0000336	ABKJ22_RS03285	ABJ972_RS03305
OG0000337	ABKJ22_RS03460	ABJ972_RS03505
OG0000338	ABKJ22_RS03500	ABJ972_RS03545
OG0000339	ABKJ22_RS02290	ABJ972_RS02285
OG0000340	ABKJ22_RS01330	ABJ972_RS01300
OG0000341	ABKJ22_RS02120	ABJ972_RS02240
OG0000342	ABKJ22_RS00970	ABJ972_RS00935
OG0000343	ABKJ22_RS03035	ABJ972_RS03040
OG0000344	ABKJ22_RS00575	ABJ972_RS00560
OG0000345	ABKJ22_RS00660	ABJ972_RS00645
OG0000346	ABKJ22_RS03290	ABJ972_RS03310
OG0000347	ABKJ22_RS01420	ABJ972_RS01390
OG0000348	ABKJ22_RS00895	ABJ972_RS00860
OG0000349	ABKJ22_RS03350	ABJ972_RS03370
OG0000350	ABKJ22_RS02695	ABJ972_RS02680
OG0000351	ABKJ22_RS00495	ABJ972_RS00480
OG0000352	ABKJ22_RS01910	ABJ972_RS01900
OG0000353	ABKJ22_RS01390	ABJ972_RS01360
OG0000354	ABKJ22_RS01065	ABJ972_RS01035
OG0000355	ABKJ22_RS01885	ABJ972_RS01875
OG0000356	ABKJ22_RS01965	ABJ972_RS01955
OG0000357	ABKJ22_RS02995	ABJ972_RS03000
OG0000358	ABKJ22_RS03000	ABJ972_RS03005
OG0000359	ABKJ22_RS00925	ABJ972_RS00890
OG0000360	ABKJ22_RS00270	ABJ972_RS00260
OG0000361	ABKJ22_RS00300	ABJ972_RS00290
OG0000362	ABKJ22_RS02490	ABJ972_RS02480
OG0000363	ABKJ22_RS01460	ABJ972_RS01430
OG0000364	ABKJ22_RS01860	ABJ972_RS01855
OG0000365	ABKJ22_RS02015	ABJ972_RS02005
OG0000366	ABKJ22_RS02035	ABJ972_RS02025
OG0000367	ABKJ22_RS02045	ABJ972_RS02035
OG0000368	ABKJ22_RS00060	ABJ972_RS00060
OG0000369	ABKJ22_RS00025	ABJ972_RS00025
OG0000370	ABKJ22_RS00020	ABJ972_RS00020
OG0000371	ABKJ22_RS00015	ABJ972_RS00015
OG0000372	ABKJ22_RS00010	ABJ972_RS00010
OG0000373	ABKJ22_RS03490	ABJ972_RS03535
OG0000374	ABKJ22_RS03480	ABJ972_RS03525
OG0000375	ABKJ22_RS02185	ABJ972_RS02175
OG0000376	ABKJ22_RS02330	ABJ972_RS02325
OG0000377	ABKJ22_RS02320	ABJ972_RS02315
OG0000378	ABKJ22_RS01310	ABJ972_RS01280
OG0000379	ABKJ22_RS01385	ABJ972_RS01355
OG0000380	ABKJ22_RS01410	ABJ972_RS01380
OG0000381	ABKJ22_RS01450	ABJ972_RS01420
OG0000382	ABKJ22_RS01480	ABJ972_RS01450
OG0000383	ABKJ22_RS01520	ABJ972_RS01490
OG0000384	ABKJ22_RS00515	ABJ972_RS00500
OG0000385	ABKJ22_RS00520	ABJ972_RS00505
OG0000386	ABKJ22_RS00540	ABJ972_RS00525
OG0000387	ABKJ22_RS00565	ABJ972_RS00550
OG0000388	ABKJ22_RS00570	ABJ972_RS00555
OG0000389	ABKJ22_RS01085	ABJ972_RS01055
OG0000390	ABKJ22_RS02845	ABJ972_RS02825
OG0000391	ABKJ22_RS02835	ABJ972_RS02815
OG0000392	ABKJ22_RS02810	ABJ972_RS02790
OG0000393	ABKJ22_RS02755	ABJ972_RS02735
OG0000394	ABKJ22_RS02670	ABJ972_RS02660
OG0000395	ABKJ22_RS02665	ABJ972_RS02655
OG0000396	ABKJ22_RS02375	ABJ972_RS02370
OG0000397	ABKJ22_RS01895	ABJ972_RS01885
OG0000398	ABKJ22_RS01900	ABJ972_RS01890
OG0000399	ABKJ22_RS01945	ABJ972_RS01935
OG0000400	ABKJ22_RS02960	ABJ972_RS02965
OG0000401	ABKJ22_RS03020	ABJ972_RS03025
OG0000402	ABKJ22_RS03030	ABJ972_RS03035
OG0000403	ABKJ22_RS03040	ABJ972_RS03045
OG0000404	ABKJ22_RS03065	ABJ972_RS03070
OG0000405	ABKJ22_RS03080	ABJ972_RS03090
OG0000406	ABKJ22_RS03125	ABJ972_RS03150
OG0000407	ABKJ22_RS03130	ABJ972_RS03155
OG0000408	ABKJ22_RS03135	ABJ972_RS03160
OG0000409	ABKJ22_RS03140	ABJ972_RS03165
OG0000410	ABKJ22_RS03195	ABJ972_RS03225
OG0000411	ABKJ22_RS03185	ABJ972_RS03215
OG0000412	ABKJ22_RS03180	ABJ972_RS03210
OG0000413	ABKJ22_RS01535	ABJ972_RS01505
OG0000414	ABKJ22_RS01545	ABJ972_RS01515
OG0000415	ABKJ22_RS01550	ABJ972_RS01520
OG0000416	ABKJ22_RS01560	ABJ972_RS01530
OG0000417	ABKJ22_RS02125	ABJ972_RS02235
OG0000418	ABKJ22_RS02130	ABJ972_RS02230
OG0000419	ABKJ22_RS00990	ABJ972_RS00960
OG0000420	ABKJ22_RS00955	ABJ972_RS00920
OG0000421	ABKJ22_RS00920	ABJ972_RS00885
OG0000422	ABKJ22_RS00910	ABJ972_RS00875
OG0000423	ABKJ22_RS00855	ABJ972_RS00820
OG0000424	ABKJ22_RS00850	ABJ972_RS00815
OG0000425	ABKJ22_RS00840	ABJ972_RS00805
OG0000426	ABKJ22_RS00835	ABJ972_RS00800
OG0000427	ABKJ22_RS00810	ABJ972_RS00775
OG0000428	ABKJ22_RS00785	ABJ972_RS00750
OG0000429	ABKJ22_RS00670	ABJ972_RS00655
OG0000430	ABKJ22_RS00625	ABJ972_RS00610
OG0000431	ABKJ22_RS00615	ABJ972_RS00600
OG0000432	ABKJ22_RS01115	ABJ972_RS01085
OG0000433	ABKJ22_RS01130	ABJ972_RS01100
OG0000434	ABKJ22_RS01135	ABJ972_RS01105
OG0000435	ABKJ22_RS01150	ABJ972_RS01120
OG0000436	ABKJ22_RS01175	ABJ972_RS01145
OG0000437	ABKJ22_RS01185	ABJ972_RS01155
OG0000438	ABKJ22_RS01190	ABJ972_RS01160
OG0000439	ABKJ22_RS01195	ABJ972_RS01165
OG0000440	ABKJ22_RS02895	ABJ972_RS02875
OG0000441	ABKJ22_RS02935	ABJ972_RS02915
OG0000442	ABKJ22_RS00140	ABJ972_RS00130
OG0000443	ABKJ22_RS00185	ABJ972_RS00175
OG0000444	ABKJ22_RS00200	ABJ972_RS00190
OG0000445	ABKJ22_RS00225	ABJ972_RS00215
OG0000446	ABKJ22_RS00250	ABJ972_RS00240
OG0000447	ABKJ22_RS00255	ABJ972_RS00245
OG0000448	ABKJ22_RS00285	ABJ972_RS00275
