Orthogroup	MHP_1257_genes	MFC_MF18_genes
OG0000091	ABKJ22_RS00055	DR082_RS00115
OG0000092	ABKJ22_RS00040	DR082_RS00100
OG0000093	ABKJ22_RS00035	DR082_RS00095
OG0000094	ABKJ22_RS00030	DR082_RS00090
OG0000095	ABKJ22_RS00005	DR082_RS00065
OG0000096	ABKJ22_RS03505	DR082_RS00060
OG0000097	ABKJ22_RS03485	DR082_RS00040
OG0000098	ABKJ22_RS03475	DR082_RS00030
OG0000099	ABKJ22_RS03425	DR082_RS02420
OG0000100	ABKJ22_RS03405	DR082_RS02410
OG0000101	ABKJ22_RS03400	DR082_RS02405
OG0000102	ABKJ22_RS01700	DR082_RS02395
OG0000103	ABKJ22_RS02195	DR082_RS01870
OG0000104	ABKJ22_RS02190	DR082_RS01875
OG0000105	ABKJ22_RS02175	DR082_RS01890
OG0000106	ABKJ22_RS02165	DR082_RS01900
OG0000107	ABKJ22_RS02155	DR082_RS01910
OG0000108	ABKJ22_RS02150	DR082_RS01915
OG0000109	ABKJ22_RS02145	DR082_RS01920
OG0000110	ABKJ22_RS02340	DR082_RS01925
OG0000111	ABKJ22_RS02335	DR082_RS01930
OG0000112	ABKJ22_RS02325	DR082_RS01940
OG0000113	ABKJ22_RS02305	DR082_RS03785
OG0000114	ABKJ22_RS02295	DR082_RS01965
OG0000115	ABKJ22_RS02285	DR082_RS01975
OG0000116	ABKJ22_RS01315	DR082_RS01985
OG0000117	ABKJ22_RS01320	DR082_RS01990
OG0000118	ABKJ22_RS01355	DR082_RS02020
OG0000119	ABKJ22_RS01360	DR082_RS02025
OG0000120	ABKJ22_RS01375	DR082_RS02040
OG0000121	ABKJ22_RS01400	DR082_RS02065
OG0000122	ABKJ22_RS01405	DR082_RS02080
OG0000123	ABKJ22_RS01425	DR082_RS02870
OG0000124	ABKJ22_RS01430	DR082_RS02865
OG0000125	ABKJ22_RS01435	DR082_RS02860
OG0000126	ABKJ22_RS01445	DR082_RS02850
OG0000127	ABKJ22_RS01455	DR082_RS02840
OG0000128	ABKJ22_RS01470	DR082_RS02820
OG0000129	ABKJ22_RS01475	DR082_RS02815
OG0000130	ABKJ22_RS01485	DR082_RS02805
OG0000131	ABKJ22_RS01515	DR082_RS02775
OG0000132	ABKJ22_RS01530	DR082_RS03915
OG0000133	ABKJ22_RS00530	DR082_RS00535
OG0000134	ABKJ22_RS00535	DR082_RS03675
OG0000135	ABKJ22_RS00550	DR082_RS00555
OG0000136	ABKJ22_RS00555	DR082_RS00560
OG0000137	ABKJ22_RS00585	DR082_RS00590
OG0000138	ABKJ22_RS01080	DR082_RS00615
OG0000139	ABKJ22_RS01050	DR082_RS00645
OG0000140	ABKJ22_RS01045	DR082_RS00650
OG0000141	ABKJ22_RS02875	DR082_RS00675
OG0000142	ABKJ22_RS02870	DR082_RS03690
OG0000143	ABKJ22_RS02850	DR082_RS00705
OG0000144	ABKJ22_RS02840	DR082_RS00715
OG0000145	ABKJ22_RS02830	DR082_RS00725
OG0000146	ABKJ22_RS02820	DR082_RS00735
OG0000147	ABKJ22_RS02815	DR082_RS00740
OG0000148	ABKJ22_RS02800	DR082_RS00755
OG0000149	ABKJ22_RS02790	DR082_RS00765
OG0000150	ABKJ22_RS02775	DR082_RS00780
OG0000151	ABKJ22_RS02720	DR082_RS00840
OG0000152	ABKJ22_RS02715	DR082_RS00845
OG0000153	ABKJ22_RS02710	DR082_RS00850
OG0000154	ABKJ22_RS02700	DR082_RS00860
OG0000155	ABKJ22_RS02660	DR082_RS00880
OG0000156	ABKJ22_RS02650	DR082_RS00895
OG0000157	ABKJ22_RS02645	DR082_RS03695
OG0000158	ABKJ22_RS02635	DR082_RS03700
OG0000159	ABKJ22_RS02410	DR082_RS01145
OG0000160	ABKJ22_RS02405	DR082_RS01150
OG0000161	ABKJ22_RS02400	DR082_RS01155
OG0000162	ABKJ22_RS02390	DR082_RS01165
OG0000163	ABKJ22_RS02385	DR082_RS01170
OG0000164	ABKJ22_RS01610	DR082_RS03710
OG0000165	ABKJ22_RS01915	DR082_RS02620
OG0000166	ABKJ22_RS01935	DR082_RS02640
OG0000167	ABKJ22_RS01950	DR082_RS02655
OG0000168	ABKJ22_RS01955	DR082_RS02660
OG0000169	ABKJ22_RS02950	DR082_RS01635
OG0000170	ABKJ22_RS02965	DR082_RS01670
OG0000171	ABKJ22_RS02975	DR082_RS01680
OG0000172	ABKJ22_RS02980	DR082_RS01685
OG0000173	ABKJ22_RS02985	DR082_RS01690
OG0000174	ABKJ22_RS02990	DR082_RS01695
OG0000175	ABKJ22_RS03005	DR082_RS01710
OG0000176	ABKJ22_RS03050	DR082_RS01750
OG0000177	ABKJ22_RS03055	DR082_RS01755
OG0000178	ABKJ22_RS03060	DR082_RS01760
OG0000179	ABKJ22_RS03070	DR082_RS01770
OG0000180	ABKJ22_RS03075	DR082_RS01775
OG0000181	ABKJ22_RS03105	DR082_RS03760
OG0000182	ABKJ22_RS03115	DR082_RS01800
OG0000183	ABKJ22_RS03150	DR082_RS01835
OG0000184	ABKJ22_RS03190	DR082_RS02940
OG0000185	ABKJ22_RS03175	DR082_RS02925
OG0000186	ABKJ22_RS01540	DR082_RS02095
OG0000187	ABKJ22_RS01555	DR082_RS02110
OG0000188	ABKJ22_RS01565	DR082_RS02120
OG0000189	ABKJ22_RS02110	DR082_RS03800
OG0000190	ABKJ22_RS02115	DR082_RS02135
OG0000191	ABKJ22_RS02135	DR082_RS02155
OG0000192	ABKJ22_RS01230	DR082_RS02165
OG0000193	ABKJ22_RS01220	DR082_RS02180
OG0000194	ABKJ22_RS01010	DR082_RS02190
OG0000195	ABKJ22_RS01005	DR082_RS02195
OG0000196	ABKJ22_RS00985	DR082_RS03805
OG0000197	ABKJ22_RS00980	DR082_RS02220
OG0000198	ABKJ22_RS00965	DR082_RS02235
OG0000199	ABKJ22_RS00960	DR082_RS02240
OG0000200	ABKJ22_RS00945	DR082_RS02255
OG0000201	ABKJ22_RS00935	DR082_RS02265
OG0000202	ABKJ22_RS00880	DR082_RS02320
OG0000203	ABKJ22_RS00875	DR082_RS02325
OG0000204	ABKJ22_RS00870	DR082_RS01220
OG0000205	ABKJ22_RS00865	DR082_RS01225
OG0000206	ABKJ22_RS00845	DR082_RS01245
OG0000207	ABKJ22_RS00830	DR082_RS01260
OG0000208	ABKJ22_RS00825	DR082_RS01265
OG0000209	ABKJ22_RS00820	DR082_RS01270
OG0000210	ABKJ22_RS00775	DR082_RS01315
OG0000211	ABKJ22_RS00745	DR082_RS01325
OG0000212	ABKJ22_RS00735	DR082_RS01335
OG0000213	ABKJ22_RS00730	DR082_RS01340
OG0000214	ABKJ22_RS00725	DR082_RS01345
OG0000215	ABKJ22_RS00720	DR082_RS01350
OG0000216	ABKJ22_RS00715	DR082_RS01355
OG0000217	ABKJ22_RS00710	DR082_RS01360
OG0000218	ABKJ22_RS00700	DR082_RS03735
OG0000219	ABKJ22_RS00695	DR082_RS01375
OG0000220	ABKJ22_RS00690	DR082_RS01380
OG0000221	ABKJ22_RS00685	DR082_RS01385
OG0000222	ABKJ22_RS00680	DR082_RS01390
OG0000223	ABKJ22_RS00675	DR082_RS01395
OG0000224	ABKJ22_RS00665	DR082_RS01405
OG0000225	ABKJ22_RS00655	DR082_RS01415
OG0000226	ABKJ22_RS00650	DR082_RS01420
OG0000227	ABKJ22_RS00645	DR082_RS01425
OG0000228	ABKJ22_RS00640	DR082_RS03975
OG0000229	ABKJ22_RS00635	DR082_RS01435
OG0000230	ABKJ22_RS00630	DR082_RS01440
OG0000231	ABKJ22_RS00620	DR082_RS01450
OG0000232	ABKJ22_RS00610	DR082_RS01460
OG0000233	ABKJ22_RS01110	DR082_RS01470
OG0000234	ABKJ22_RS01145	DR082_RS01500
OG0000235	ABKJ22_RS01155	DR082_RS01510
OG0000236	ABKJ22_RS01160	DR082_RS01515
OG0000237	ABKJ22_RS01165	DR082_RS01535
OG0000238	ABKJ22_RS01170	DR082_RS01540
OG0000239	ABKJ22_RS02885	DR082_RS01570
OG0000240	ABKJ22_RS02890	DR082_RS01575
OG0000241	ABKJ22_RS02900	DR082_RS01585
OG0000242	ABKJ22_RS02905	DR082_RS01590
OG0000243	ABKJ22_RS02910	DR082_RS01595
OG0000244	ABKJ22_RS02920	DR082_RS01605
OG0000245	ABKJ22_RS02930	DR082_RS01615
OG0000246	ABKJ22_RS00135	DR082_RS00145
OG0000247	ABKJ22_RS00145	DR082_RS00155
OG0000248	ABKJ22_RS00155	DR082_RS00180
OG0000249	ABKJ22_RS00160	DR082_RS00185
OG0000250	ABKJ22_RS00175	DR082_RS00200
OG0000251	ABKJ22_RS00205	DR082_RS00230
OG0000252	ABKJ22_RS00215	DR082_RS00240
OG0000253	ABKJ22_RS00220	DR082_RS00245
OG0000254	ABKJ22_RS00230	DR082_RS00255
OG0000255	ABKJ22_RS00235	DR082_RS00260
OG0000256	ABKJ22_RS00240	DR082_RS00265
OG0000257	ABKJ22_RS00265	DR082_RS00290
OG0000258	ABKJ22_RS00275	DR082_RS00300
OG0000259	ABKJ22_RS00305	DR082_RS00330
OG0000260	ABKJ22_RS00315	DR082_RS00340
OG0000261	ABKJ22_RS00325	DR082_RS03670
OG0000262	ABKJ22_RS00340	DR082_RS00365
OG0000263	ABKJ22_RS00355	DR082_RS00380
OG0000264	ABKJ22_RS00370	DR082_RS00395
OG0000265	ABKJ22_RS00380	DR082_RS00405
OG0000266	ABKJ22_RS00395	DR082_RS00420
OG0000267	ABKJ22_RS00410	DR082_RS00435
OG0000268	ABKJ22_RS00415	DR082_RS00440
OG0000269	ABKJ22_RS00440	DR082_RS00455
OG0000270	ABKJ22_RS03375	DR082_RS03820
OG0000271	ABKJ22_RS03370	DR082_RS02340
OG0000272	ABKJ22_RS03365	DR082_RS02335
OG0000273	ABKJ22_RS03360	DR082_RS02330
OG0000274	ABKJ22_RS03340	DR082_RS02460
OG0000275	ABKJ22_RS03335	DR082_RS03850
OG0000276	ABKJ22_RS03330	DR082_RS02470
OG0000277	ABKJ22_RS03320	DR082_RS03855
OG0000278	ABKJ22_RS03315	DR082_RS02485
OG0000279	ABKJ22_RS03305	DR082_RS02495
OG0000280	ABKJ22_RS03300	DR082_RS02500
OG0000281	ABKJ22_RS03295	DR082_RS02505
OG0000282	ABKJ22_RS03270	DR082_RS02530
OG0000283	ABKJ22_RS03265	DR082_RS02535
OG0000284	ABKJ22_RS03260	DR082_RS02540
OG0000285	ABKJ22_RS03255	DR082_RS03870
OG0000286	ABKJ22_RS02370	DR082_RS01100
OG0000287	ABKJ22_RS02465	DR082_RS01075
OG0000288	ABKJ22_RS02475	DR082_RS01065
OG0000289	ABKJ22_RS02480	DR082_RS01060
OG0000290	ABKJ22_RS02590	DR082_RS03275
OG0000291	ABKJ22_RS02580	DR082_RS00960
OG0000292	ABKJ22_RS02575	DR082_RS00965
OG0000293	ABKJ22_RS02570	DR082_RS00970
OG0000294	ABKJ22_RS02560	DR082_RS00980
OG0000295	ABKJ22_RS02555	DR082_RS00985
OG0000296	ABKJ22_RS02515	DR082_RS01025
OG0000297	ABKJ22_RS02510	DR082_RS01030
OG0000298	ABKJ22_RS00170	DR082_RS00195
OG0000299	ABKJ22_RS00190	DR082_RS00215
OG0000300	ABKJ22_RS00365	DR082_RS00390
OG0000301	ABKJ22_RS00400	DR082_RS00425
OG0000302	ABKJ22_RS00405	DR082_RS00430
OG0000303	ABKJ22_RS00560	DR082_RS00565
OG0000304	ABKJ22_RS00605	DR082_RS00600
OG0000305	ABKJ22_RS02825	DR082_RS00730
OG0000306	ABKJ22_RS02745	DR082_RS00810
OG0000307	ABKJ22_RS02705	DR082_RS00855
OG0000308	ABKJ22_RS02610	DR082_RS00940
OG0000309	ABKJ22_RS02545	DR082_RS00995
OG0000310	ABKJ22_RS02470	DR082_RS01070
OG0000311	ABKJ22_RS02430	DR082_RS01120
OG0000312	ABKJ22_RS02415	DR082_RS01140
OG0000313	ABKJ22_RS01600	DR082_RS01190
OG0000314	ABKJ22_RS01930	DR082_RS02635
OG0000315	ABKJ22_RS01960	DR082_RS02665
OG0000316	ABKJ22_RS01970	DR082_RS02675
OG0000317	ABKJ22_RS02065	DR082_RS02740
OG0000318	ABKJ22_RS01975	DR082_RS03940
OG0000319	ABKJ22_RS02180	DR082_RS01885
OG0000320	ABKJ22_RS02315	DR082_RS01950
OG0000321	ABKJ22_RS01350	DR082_RS02015
OG0000322	ABKJ22_RS01395	DR082_RS02060
OG0000323	ABKJ22_RS01525	DR082_RS02765
OG0000324	ABKJ22_RS02140	DR082_RS02160
OG0000325	ABKJ22_RS01000	DR082_RS02200
OG0000326	ABKJ22_RS00905	DR082_RS02295
OG0000327	ABKJ22_RS00900	DR082_RS02300
OG0000328	ABKJ22_RS00815	DR082_RS01275
OG0000329	ABKJ22_RS00795	DR082_RS01295
OG0000330	ABKJ22_RS01120	DR082_RS01480
OG0000331	ABKJ22_RS02915	DR082_RS01600
OG0000332	ABKJ22_RS03015	DR082_RS01720
OG0000333	ABKJ22_RS03025	DR082_RS01730
OG0000334	ABKJ22_RS03110	DR082_RS01795
OG0000335	ABKJ22_RS03120	DR082_RS03765
OG0000336	ABKJ22_RS03285	DR082_RS03865
OG0000337	ABKJ22_RS03460	DR082_RS00015
OG0000338	ABKJ22_RS03500	DR082_RS00055
OG0000339	ABKJ22_RS02290	DR082_RS01970
OG0000340	ABKJ22_RS01330	DR082_RS01995
OG0000341	ABKJ22_RS02120	DR082_RS02140
OG0000342	ABKJ22_RS00970	DR082_RS02230
OG0000343	ABKJ22_RS03035	DR082_RS01740
OG0000344	ABKJ22_RS00575	DR082_RS00580
OG0000345	ABKJ22_RS00660	DR082_RS01410
OG0000346	ABKJ22_RS03290	DR082_RS03860
OG0000347	ABKJ22_RS01420	DR082_RS02875
OG0000348	ABKJ22_RS00895	DR082_RS03815
OG0000349	ABKJ22_RS03350	DR082_RS02450
OG0000350	ABKJ22_RS02695	DR082_RS00815
OG0000351	ABKJ22_RS00495	DR082_RS00515
OG0000352	ABKJ22_RS01910	DR082_RS02615
OG0000353	ABKJ22_RS01390	DR082_RS02055
OG0000354	ABKJ22_RS01065	DR082_RS00630
OG0000355	ABKJ22_RS01885	DR082_RS03715
OG0000356	ABKJ22_RS01965	DR082_RS03900
OG0000357	ABKJ22_RS02995	DR082_RS03750
OG0000358	ABKJ22_RS03000	DR082_RS01705
OG0000359	ABKJ22_RS00925	DR082_RS03810
OG0000360	ABKJ22_RS00270	DR082_RS00295
OG0000361	ABKJ22_RS00300	DR082_RS00325
OG0000362	ABKJ22_RS02490	DR082_RS01050
OG0000363	ABKJ22_RS01460	DR082_RS03985
OG0000365	ABKJ22_RS02015	DR082_RS03955
OG0000366	ABKJ22_RS02035	DR082_RS02710
OG0000367	ABKJ22_RS02045	DR082_RS02720
OG0000368	ABKJ22_RS00060	DR082_RS00120
OG0000369	ABKJ22_RS00025	DR082_RS03655
OG0000370	ABKJ22_RS00020	DR082_RS00080
OG0000371	ABKJ22_RS00015	DR082_RS00075
OG0000372	ABKJ22_RS00010	DR082_RS00070
OG0000373	ABKJ22_RS03490	DR082_RS00045
OG0000374	ABKJ22_RS03480	DR082_RS00035
OG0000375	ABKJ22_RS02185	DR082_RS01880
OG0000376	ABKJ22_RS02330	DR082_RS01935
OG0000377	ABKJ22_RS02320	DR082_RS01945
OG0000378	ABKJ22_RS01310	DR082_RS01980
OG0000379	ABKJ22_RS01385	DR082_RS02050
OG0000381	ABKJ22_RS01450	DR082_RS02845
OG0000382	ABKJ22_RS01480	DR082_RS02810
OG0000383	ABKJ22_RS01520	DR082_RS02770
OG0000384	ABKJ22_RS00515	DR082_RS00520
OG0000385	ABKJ22_RS00520	DR082_RS00525
OG0000386	ABKJ22_RS00540	DR082_RS00545
OG0000387	ABKJ22_RS00565	DR082_RS00570
OG0000388	ABKJ22_RS00570	DR082_RS03680
OG0000389	ABKJ22_RS01085	DR082_RS00610
OG0000390	ABKJ22_RS02845	DR082_RS00710
OG0000391	ABKJ22_RS02835	DR082_RS00720
OG0000392	ABKJ22_RS02810	DR082_RS00745
OG0000393	ABKJ22_RS02755	DR082_RS00800
OG0000394	ABKJ22_RS02670	DR082_RS00870
OG0000395	ABKJ22_RS02665	DR082_RS00875
OG0000396	ABKJ22_RS02375	DR082_RS01180
OG0000397	ABKJ22_RS01895	DR082_RS02600
OG0000398	ABKJ22_RS01900	DR082_RS02605
OG0000399	ABKJ22_RS01945	DR082_RS02650
OG0000400	ABKJ22_RS02960	DR082_RS01665
OG0000401	ABKJ22_RS03020	DR082_RS01725
OG0000402	ABKJ22_RS03030	DR082_RS01735
OG0000403	ABKJ22_RS03040	DR082_RS01745
OG0000404	ABKJ22_RS03065	DR082_RS03755
OG0000405	ABKJ22_RS03080	DR082_RS01780
OG0000406	ABKJ22_RS03125	DR082_RS01810
OG0000407	ABKJ22_RS03130	DR082_RS03770
OG0000408	ABKJ22_RS03135	DR082_RS01820
OG0000409	ABKJ22_RS03140	DR082_RS01825
OG0000410	ABKJ22_RS03195	DR082_RS02945
OG0000411	ABKJ22_RS03185	DR082_RS02935
OG0000412	ABKJ22_RS03180	DR082_RS02930
OG0000413	ABKJ22_RS01535	DR082_RS02090
OG0000414	ABKJ22_RS01545	DR082_RS02100
OG0000415	ABKJ22_RS01550	DR082_RS02105
OG0000416	ABKJ22_RS01560	DR082_RS02115
OG0000417	ABKJ22_RS02125	DR082_RS02145
OG0000418	ABKJ22_RS02130	DR082_RS02150
OG0000419	ABKJ22_RS00990	DR082_RS02210
OG0000420	ABKJ22_RS00955	DR082_RS02245
OG0000421	ABKJ22_RS00920	DR082_RS02280
OG0000422	ABKJ22_RS00910	DR082_RS02290
OG0000423	ABKJ22_RS00855	DR082_RS01235
OG0000424	ABKJ22_RS00850	DR082_RS01240
OG0000425	ABKJ22_RS00840	DR082_RS01250
OG0000426	ABKJ22_RS00835	DR082_RS03720
OG0000427	ABKJ22_RS00810	DR082_RS03725
OG0000428	ABKJ22_RS00785	DR082_RS01305
OG0000429	ABKJ22_RS00670	DR082_RS01400
OG0000430	ABKJ22_RS00625	DR082_RS01445
OG0000431	ABKJ22_RS00615	DR082_RS01455
OG0000432	ABKJ22_RS01115	DR082_RS01475
OG0000433	ABKJ22_RS01130	DR082_RS01485
OG0000434	ABKJ22_RS01135	DR082_RS01490
OG0000435	ABKJ22_RS01150	DR082_RS01505
OG0000436	ABKJ22_RS01175	DR082_RS01545
OG0000437	ABKJ22_RS01185	DR082_RS01555
OG0000438	ABKJ22_RS01190	DR082_RS03740
OG0000439	ABKJ22_RS01195	DR082_RS01565
OG0000440	ABKJ22_RS02895	DR082_RS01580
OG0000441	ABKJ22_RS02935	DR082_RS01620
OG0000442	ABKJ22_RS00140	DR082_RS00150
OG0000443	ABKJ22_RS00185	DR082_RS00210
OG0000444	ABKJ22_RS00200	DR082_RS00225
OG0000445	ABKJ22_RS00225	DR082_RS00250
OG0000446	ABKJ22_RS00250	DR082_RS00275
OG0000447	ABKJ22_RS00255	DR082_RS00280
OG0000448	ABKJ22_RS00285	DR082_RS00310
OG0000449	ABKJ22_RS00310	DR082_RS00335
OG0000450	ABKJ22_RS00320	DR082_RS00345
OG0000451	ABKJ22_RS00360	DR082_RS00385
OG0000452	ABKJ22_RS00385	DR082_RS00410
OG0000453	ABKJ22_RS00420	DR082_RS00445
OG0000455	ABKJ22_RS03395	DR082_RS03825
OG0000456	ABKJ22_RS03275	DR082_RS02525
OG0000457	ABKJ22_RS03250	DR082_RS02550
OG0000458	ABKJ22_RS02460	DR082_RS01080
OG0000459	ABKJ22_RS02485	DR082_RS01055
OG0000460	ABKJ22_RS02495	DR082_RS01045
OG0000461	ABKJ22_RS02540	DR082_RS01000
OG0000462	ABKJ22_RS02535	DR082_RS01005
OG0000463	ABKJ22_RS02530	DR082_RS01010
OG0000464	ABKJ22_RS02525	DR082_RS01015
OG0000465	ABKJ22_RS02520	DR082_RS01020
OG0000466	ABKJ22_RS00390	DR082_RS00415
OG0000467	ABKJ22_RS02620	DR082_RS03705
OG0000468	ABKJ22_RS01940	DR082_RS02645
OG0000469	ABKJ22_RS02000	DR082_RS02985
OG0000470	ABKJ22_RS00860	DR082_RS01230
OG0000471	ABKJ22_RS00780	DR082_RS01310
OG0000472	ABKJ22_RS03205	DR082_RS02585
OG0000473	ABKJ22_RS03380	DR082_RS02350
OG0000474	ABKJ22_RS03385	DR082_RS02355
OG0000475	ABKJ22_RS03390	DR082_RS02360
OG0000476	ABKJ22_RS01570	DR082_RS02400
OG0000477	ABKJ22_RS02565	DR082_RS00975
OG0000478	ABKJ22_RS03325	DR082_RS02475
OG0000479	ABKJ22_RS01345	DR082_RS02010
OG0000480	ABKJ22_RS02005	DR082_RS03145
OG0000481	ABKJ22_RS00885	DR082_RS02315
OG0000482	ABKJ22_RS01225	DR082_RS02175
OG0000483	ABKJ22_RS02050	DR082_RS02725
OG0000484	ABKJ22_RS00195	DR082_RS03665
OG0000485	ABKJ22_RS01180	DR082_RS01550
OG0000486	ABKJ22_RS02105	DR082_RS02125
OG0000487	ABKJ22_RS01980	DR082_RS03945
OG0000488	ABKJ22_RS02020	DR082_RS02695
OG0000489	ABKJ22_RS00050	DR082_RS00110
OG0000490	ABKJ22_RS03495	DR082_RS00050
OG0000491	ABKJ22_RS01365	DR082_RS02030
OG0000492	ABKJ22_RS01440	DR082_RS02855
OG0000493	ABKJ22_RS00580	DR082_RS00585
OG0000494	ABKJ22_RS01060	DR082_RS00635
OG0000495	ABKJ22_RS02780	DR082_RS00775
OG0000496	ABKJ22_RS02770	DR082_RS00785
OG0000497	ABKJ22_RS02765	DR082_RS00790
OG0000498	ABKJ22_RS02675	DR082_RS00865
OG0000499	ABKJ22_RS02640	DR082_RS00905
OG0000500	ABKJ22_RS01905	DR082_RS02610
OG0000501	ABKJ22_RS02970	DR082_RS01675
OG0000502	ABKJ22_RS01215	DR082_RS02185
OG0000503	ABKJ22_RS00940	DR082_RS02260
OG0000504	ABKJ22_RS00805	DR082_RS01285
OG0000505	ABKJ22_RS00755	DR082_RS01320
OG0000506	ABKJ22_RS00740	DR082_RS01330
OG0000507	ABKJ22_RS00705	DR082_RS01365
OG0000508	ABKJ22_RS00245	DR082_RS00270
OG0000509	ABKJ22_RS00280	DR082_RS00305
OG0000510	ABKJ22_RS00290	DR082_RS00315
OG0000511	ABKJ22_RS00435	DR082_RS00450
OG0000512	ABKJ22_RS02500	DR082_RS01040
OG0000513	ABKJ22_RS03310	DR082_RS02490
OG0000514	ABKJ22_RS02805	DR082_RS00750
OG0000516	ABKJ22_RS01985	DR082_RS02960
OG0000517	ABKJ22_RS00065	DR082_RS00125
OG0000518	ABKJ22_RS03010	DR082_RS01715
OG0000519	ABKJ22_RS00915	DR082_RS02285
OG0000520	ABKJ22_RS00790	DR082_RS01300
OG0000521	ABKJ22_RS00260	DR082_RS00285
OG0000522	ABKJ22_RS00295	DR082_RS00320
OG0000523	ABKJ22_RS03245	DR082_RS02555
OG0000524	ABKJ22_RS02615	DR082_RS00935
OG0000525	ABKJ22_RS03210	DR082_RS03885
OG0000528	ABKJ22_RS01990	DR082_RS02970
OG0000529	ABKJ22_RS02170	DR082_RS01895
