Orthogroup	MHP_UFV01_genes	MHP_7422_genes
OG0000236	FEF30_RS01455	MHL_RS01225
OG0000237	FEF30_RS01460	MHL_RS01230
OG0000238	FEF30_RS01465	MHL_RS01240
OG0000239	FEF30_RS03320	MHL_RS02990
OG0000240	FEF30_RS03325	MHL_RS02995
OG0000241	FEF30_RS03335	MHL_RS03005
OG0000242	FEF30_RS03340	MHL_RS03010
OG0000243	FEF30_RS03345	MHL_RS03015
OG0000244	FEF30_RS03355	MHL_RS03025
OG0000245	FEF30_RS03365	MHL_RS03035
OG0000246	FEF30_RS00455	MHL_RS00145
OG0000247	FEF30_RS00465	MHL_RS00155
OG0000248	FEF30_RS00475	MHL_RS00165
OG0000249	FEF30_RS03675, FEF30_RS00480	MHL_RS00170
OG0000250	FEF30_RS00495	MHL_RS00185
OG0000251	FEF30_RS00525	MHL_RS00210
OG0000252	FEF30_RS00535	MHL_RS00220
OG0000253	FEF30_RS00540	MHL_RS00225
OG0000254	FEF30_RS00550	MHL_RS00235
OG0000255	FEF30_RS00555	MHL_RS00245
OG0000256	FEF30_RS00560	MHL_RS00250
OG0000257	FEF30_RS00585	MHL_RS00275
OG0000258	FEF30_RS00595	MHL_RS00285
OG0000259	FEF30_RS00625	MHL_RS00315
OG0000260	FEF30_RS00635	MHL_RS00325
OG0000261	FEF30_RS04195	MHL_RS00335
OG0000262	FEF30_RS00660	MHL_RS00350
OG0000263	FEF30_RS00675	MHL_RS00370
OG0000264	FEF30_RS00690	MHL_RS00380
OG0000265	FEF30_RS00700	MHL_RS00390
OG0000266	FEF30_RS00715	MHL_RS00405
OG0000267	FEF30_RS00730	MHL_RS00420
OG0000268	FEF30_RS00735	MHL_RS00425
OG0000269	FEF30_RS00750	MHL_RS00440
OG0000270	FEF30_RS04155	MHL_RS03490
OG0000271	FEF30_RS00205	MHL_RS03485
OG0000272	FEF30_RS00200	MHL_RS03480
OG0000273	FEF30_RS00195	MHL_RS03475
OG0000274	FEF30_RS00175	MHL_RS03455
OG0000275	FEF30_RS04145	MHL_RS03450
OG0000276	FEF30_RS00165	MHL_RS03445
OG0000277	FEF30_RS00155	MHL_RS03435
OG0000278	FEF30_RS00150	MHL_RS03430
OG0000279	FEF30_RS00140	MHL_RS03420
OG0000280	FEF30_RS00135	MHL_RS03415
OG0000281	FEF30_RS00130	MHL_RS03760
OG0000282	FEF30_RS04135	MHL_RS03390
OG0000283	FEF30_RS00100	MHL_RS03385
OG0000284	FEF30_RS00095	MHL_RS03380
OG0000285	FEF30_RS04130	MHL_RS03375
OG0000286	FEF30_RS02795	MHL_RS02485
OG0000287	FEF30_RS02895	MHL_RS02575
OG0000288	FEF30_RS02905	MHL_RS02585
OG0000289	FEF30_RS02910	MHL_RS02590
OG0000290	FEF30_RS03020	MHL_RS02700
OG0000291	FEF30_RS03010	MHL_RS02690
OG0000292	FEF30_RS03005	MHL_RS02685
OG0000293	FEF30_RS03000	MHL_RS02680
OG0000294	FEF30_RS02990	MHL_RS02670
OG0000295	FEF30_RS02985	MHL_RS02665
OG0000296	FEF30_RS02945	MHL_RS02625
OG0000297	FEF30_RS02940	MHL_RS02620
OG0000298	FEF30_RS00490	MHL_RS00180
OG0000299	FEF30_RS00510	MHL_RS03650
OG0000300	FEF30_RS00685	MHL_RS00375
OG0000301	FEF30_RS00720	MHL_RS00410
OG0000302	FEF30_RS00725	MHL_RS00415
OG0000303	FEF30_RS00870	MHL_RS00560
OG0000304	FEF30_RS01385	MHL_RS01160
OG0000305	FEF30_RS03260	MHL_RS02925
OG0000306	FEF30_RS03185	MHL_RS02850
OG0000307	FEF30_RS03145	MHL_RS02815
OG0000308	FEF30_RS03040	MHL_RS02720
OG0000309	FEF30_RS02975	MHL_RS02655
OG0000310	FEF30_RS02900	MHL_RS02580
OG0000311	FEF30_RS02855	MHL_RS02545
OG0000312	FEF30_RS02840	MHL_RS02530
OG0000313	FEF30_RS01915	MHL_RS01680
OG0000314	FEF30_RS02335	MHL_RS02030
OG0000315	FEF30_RS02365	MHL_RS02060
OG0000316	FEF30_RS02375	MHL_RS02070
OG0000317	FEF30_RS02470	MHL_RS02160
OG0000318	FEF30_RS04320	MHL_RS02075
OG0000319	FEF30_RS02605	MHL_RS02290
OG0000320	FEF30_RS02735	MHL_RS02425
OG0000321	FEF30_RS01645	MHL_RS01415
OG0000322	FEF30_RS01695	MHL_RS01460
OG0000323	FEF30_RS01825	MHL_RS01590
OG0000324	FEF30_RS02645	MHL_RS02335
OG0000325	FEF30_RS01010	MHL_RS00790
OG0000326	FEF30_RS01105	MHL_RS00880
OG0000327	FEF30_RS01110	MHL_RS00885
OG0000328	FEF30_RS01195	MHL_RS00970
OG0000329	FEF30_RS01215	MHL_RS00990
OG0000330	FEF30_RS01415	MHL_RS01185
OG0000331	FEF30_RS03350	MHL_RS03020
OG0000332	FEF30_RS03460	MHL_RS03120
OG0000333	FEF30_RS03470	MHL_RS03130
OG0000334	FEF30_RS03565	MHL_RS03230
OG0000335	FEF30_RS03575	MHL_RS03240
OG0000336	FEF30_RS04140	MHL_RS03405
OG0000337	FEF30_RS00285	MHL_RS03570
OG0000338	FEF30_RS00325	MHL_RS03610
OG0000339	FEF30_RS02710	MHL_RS02400
OG0000340	FEF30_RS01625	MHL_RS01395
OG0000341	FEF30_RS02665	MHL_RS02355
OG0000342	FEF30_RS01040	MHL_RS00820
OG0000343	FEF30_RS03480	MHL_RS03140
OG0000344	FEF30_RS00885	MHL_RS00580
OG0000345	FEF30_RS01330	MHL_RS01105
OG0000346	FEF30_RS00125	MHL_RS03410
OG0000347	FEF30_RS01720	MHL_RS01485
OG0000348	FEF30_RS01115	MHL_RS00890
OG0000349	FEF30_RS04150	MHL_RS03640
OG0000350	FEF30_RS03135	MHL_RS02805
OG0000351	FEF30_RS00805	MHL_RS00505
OG0000352	FEF30_RS02315	MHL_RS02010
OG0000353	FEF30_RS01690	MHL_RS01455
OG0000354	FEF30_RS00950	MHL_RS00725
OG0000355	FEF30_RS04310	MHL_RS01980
OG0000356	FEF30_RS04315	MHL_RS02065
OG0000357	FEF30_RS04390	MHL_RS03100
OG0000358	FEF30_RS03445	MHL_RS03105
OG0000359	FEF30_RS04215	MHL_RS00860
OG0000360	FEF30_RS00590	MHL_RS00280
OG0000361	FEF30_RS00620	MHL_RS00310
OG0000362	FEF30_RS02920	MHL_RS02600
OG0000363	FEF30_RS01760	MHL_RS03985
OG0000364	FEF30_RS02275	MHL_RS01955
OG0000365	FEF30_RS04335	MHL_RS02105
OG0000366	FEF30_RS02440	MHL_RS02130
OG0000367	FEF30_RS02450	MHL_RS02140
OG0000368	FEF30_RS00390	MHL_RS00065
OG0000369	FEF30_RS04170	MHL_RS00030
OG0000370	FEF30_RS00350	MHL_RS00025
OG0000371	FEF30_RS00345	MHL_RS00020
OG0000372	FEF30_RS00340	MHL_RS00015
OG0000373	FEF30_RS00315	MHL_RS03605
OG0000374	FEF30_RS00305	MHL_RS03590
OG0000375	FEF30_RS02600	MHL_RS02285
OG0000376	FEF30_RS02750	MHL_RS02440
OG0000377	FEF30_RS02740	MHL_RS02430
OG0000378	FEF30_RS01605	MHL_RS01375
OG0000379	FEF30_RS01685	MHL_RS01450
OG0000380	FEF30_RS01710	MHL_RS01475
OG0000381	FEF30_RS01750	MHL_RS01515
OG0000382	FEF30_RS01780	MHL_RS01545
OG0000383	FEF30_RS01820	MHL_RS01585
OG0000384	FEF30_RS00825	MHL_RS00520
OG0000386	FEF30_RS00850	MHL_RS00540
OG0000387	FEF30_RS00875	MHL_RS00565
OG0000388	FEF30_RS04205	MHL_RS00570
OG0000389	FEF30_RS00930	MHL_RS00705
OG0000390	FEF30_RS03280	MHL_RS02945
OG0000391	FEF30_RS03270	MHL_RS02935
OG0000392	FEF30_RS03245	MHL_RS02910
OG0000393	FEF30_RS04380	MHL_RS02855
OG0000394	FEF30_RS03110	MHL_RS02780
OG0000395	FEF30_RS03105	MHL_RS02775
OG0000396	FEF30_RS02800	MHL_RS02490
OG0000397	FEF30_RS02300	MHL_RS01995
OG0000398	FEF30_RS02305	MHL_RS02000
OG0000399	FEF30_RS02350	MHL_RS02045
OG0000400	FEF30_RS03405	MHL_RS03065
OG0000401	FEF30_RS03465	MHL_RS03125
OG0000402	FEF30_RS03475	MHL_RS03135
OG0000403	FEF30_RS03485	MHL_RS03145
OG0000404	FEF30_RS03510	MHL_RS03175
OG0000405	FEF30_RS04480	MHL_RS03190
OG0000406	FEF30_RS03580	MHL_RS03245
OG0000407	FEF30_RS04400	MHL_RS03250
OG0000408	FEF30_RS03590	MHL_RS03255
OG0000409	FEF30_RS03595	MHL_RS03260
OG0000410	FEF30_RS00030	MHL_RS03315
OG0000411	FEF30_RS00020	MHL_RS03305
OG0000412	FEF30_RS00015	MHL_RS03300
OG0000413	FEF30_RS01835	MHL_RS01600
OG0000414	FEF30_RS01845	MHL_RS01610
OG0000415	FEF30_RS01850	MHL_RS01615
OG0000416	FEF30_RS01860	MHL_RS01625
OG0000417	FEF30_RS02660	MHL_RS02350
OG0000418	FEF30_RS02655	MHL_RS02345
OG0000419	FEF30_RS01020	MHL_RS00800
OG0000420	FEF30_RS01055	MHL_RS00835
OG0000421	FEF30_RS01090	MHL_RS00865
OG0000422	FEF30_RS01100	MHL_RS00875
OG0000423	FEF30_RS01155	MHL_RS00930
OG0000424	FEF30_RS01160	MHL_RS00935
OG0000425	FEF30_RS01170	MHL_RS00945
OG0000426	FEF30_RS04220	MHL_RS00950
OG0000427	FEF30_RS04225	MHL_RS00975
OG0000428	FEF30_RS01225	MHL_RS01000
OG0000429	FEF30_RS01320	MHL_RS01095
OG0000430	FEF30_RS01365	MHL_RS01140
OG0000431	FEF30_RS01375	MHL_RS01150
OG0000432	FEF30_RS01410	MHL_RS01180
OG0000433	FEF30_RS01425	MHL_RS01195
OG0000434	FEF30_RS01430	MHL_RS01200
OG0000435	FEF30_RS01445	MHL_RS01215
OG0000436	FEF30_RS01470	MHL_RS01245
OG0000437	FEF30_RS01480	MHL_RS01255
OG0000438	FEF30_RS01485	MHL_RS03965
OG0000439	FEF30_RS04235	MHL_RS01265
OG0000440	FEF30_RS03330	MHL_RS03000
OG0000441	FEF30_RS03370	MHL_RS03040
OG0000442	FEF30_RS00460	MHL_RS00150
OG0000443	FEF30_RS00505	MHL_RS00195
OG0000444	FEF30_RS00520	MHL_RS00205
OG0000445	FEF30_RS00545	MHL_RS00230
OG0000446	FEF30_RS00570	MHL_RS00260
OG0000447	FEF30_RS00575	MHL_RS00265
OG0000448	FEF30_RS00605	MHL_RS00295
OG0000449	FEF30_RS00630	MHL_RS00320
OG0000450	FEF30_RS00640	MHL_RS00330
OG0000452	FEF30_RS00705	MHL_RS00395
OG0000453	FEF30_RS00740	MHL_RS00430
OG0000455	FEF30_RS00230	MHL_RS03510
OG0000456	FEF30_RS00110	MHL_RS03395
OG0000457	FEF30_RS00085	MHL_RS03370
OG0000458	FEF30_RS02890	MHL_RS02570
OG0000459	FEF30_RS02915	MHL_RS02595
OG0000460	FEF30_RS02925	MHL_RS02605
OG0000461	FEF30_RS02970	MHL_RS02650
OG0000462	FEF30_RS02965	MHL_RS02645
OG0000463	FEF30_RS02960	MHL_RS02640
OG0000464	FEF30_RS02955	MHL_RS02635
OG0000465	FEF30_RS02950	MHL_RS02630
OG0000466	FEF30_RS00710	MHL_RS00400
OG0000467	FEF30_RS04360	MHL_RS02730
OG0000468	FEF30_RS02345	MHL_RS02040
OG0000469	FEF30_RS02405	MHL_RS02100
OG0000470	FEF30_RS01150	MHL_RS03825
OG0000471	FEF30_RS01230	MHL_RS01005
OG0000472	FEF30_RS00040	MHL_RS03325
OG0000473	FEF30_RS00215	MHL_RS03495
OG0000474	FEF30_RS00220	MHL_RS03500
OG0000475	FEF30_RS00225	MHL_RS03505
OG0000476	FEF30_RS01870	MHL_RS01635
OG0000477	FEF30_RS02995	MHL_RS02675
OG0000478	FEF30_RS00160	MHL_RS03440
OG0000479	FEF30_RS01640	MHL_RS01410
OG0000480	FEF30_RS02410	MHL_RS03850
OG0000481	FEF30_RS01125	MHL_RS00900
OG0000482	FEF30_RS01520	MHL_RS01295
OG0000483	FEF30_RS02455	MHL_RS02145
OG0000484	FEF30_RS04190	MHL_RS00200
OG0000485	FEF30_RS01475	MHL_RS01250
OG0000486	FEF30_RS02680	MHL_RS02370
OG0000487	FEF30_RS04325	MHL_RS02080
OG0000488	FEF30_RS02425	MHL_RS02115
OG0000489	FEF30_RS00380	MHL_RS00055
OG0000491	FEF30_RS01660	MHL_RS01430
OG0000492	FEF30_RS01740	MHL_RS01505
OG0000494	FEF30_RS00955	MHL_RS00730
OG0000495	FEF30_RS03215	MHL_RS02880
OG0000496	FEF30_RS03205	MHL_RS04090
OG0000497	FEF30_RS03200	MHL_RS02865
OG0000498	FEF30_RS03115	MHL_RS02785
OG0000499	FEF30_RS03080	MHL_RS02750
OG0000500	FEF30_RS02310	MHL_RS02005
OG0000502	FEF30_RS01510	MHL_RS01285
OG0000503	FEF30_RS01070	MHL_RS00845
OG0000504	FEF30_RS01205	MHL_RS00980
OG0000505	FEF30_RS01240	MHL_RS01015
OG0000506	FEF30_RS01250	MHL_RS01025
OG0000507	FEF30_RS01285	MHL_RS01060
OG0000508	FEF30_RS00565	MHL_RS00255
OG0000509	FEF30_RS00600	MHL_RS00290
OG0000510	FEF30_RS00610	MHL_RS00300
OG0000511	FEF30_RS00745	MHL_RS00435
OG0000512	FEF30_RS02930	MHL_RS02610
OG0000513	FEF30_RS00145	MHL_RS03425
OG0000514	FEF30_RS03240	MHL_RS02905
OG0000515	FEF30_RS01895, FEF30_RS01890, FEF30_RS01885	MHL_RS01925
OG0000516	FEF30_RS04330	MHL_RS02085
OG0000517	FEF30_RS00395	MHL_RS00070
OG0000518	FEF30_RS03455	MHL_RS03115
OG0000519	FEF30_RS01095	MHL_RS00870
OG0000520	FEF30_RS01220	MHL_RS00995
OG0000521	FEF30_RS00580	MHL_RS00270
OG0000522	FEF30_RS00615	MHL_RS00305
OG0000523	FEF30_RS00080	MHL_RS03365
OG0000524	FEF30_RS03045	MHL_RS02725
OG0000525	FEF30_RS04105	MHL_RS03330
OG0000526	FEF30_RS02235	MHL_RS04020
OG0000527	FEF30_RS02175	MHL_RS01840
OG0000528	FEF30_RS02395	MHL_RS02090
OG0000529	FEF30_RS02615	MHL_RS02300
OG0000530	FEF30_RS02720	MHL_RS02410
OG0000531	FEF30_RS01715	MHL_RS01480
OG0000532	FEF30_RS01945	MHL_RS01715
