Orthogroup	MHP_UFV01_genes	MHP_98_genes
OG0000328	FEF30_RS01195	GOM18_RS00315
OG0000329	FEF30_RS01215	GOM18_RS00335
OG0000330	FEF30_RS01415	GOM18_RS02890
OG0000331	FEF30_RS03350	GOM18_RS01085
OG0000332	FEF30_RS03460	GOM18_RS00975
OG0000333	FEF30_RS03470	GOM18_RS00965
OG0000334	FEF30_RS03565	GOM18_RS00865
OG0000335	FEF30_RS03575	GOM18_RS00855
OG0000336	FEF30_RS04140	GOM18_RS04265
OG0000337	FEF30_RS00285	GOM18_RS00535
OG0000338	FEF30_RS00325	GOM18_RS00575
OG0000339	FEF30_RS02710	GOM18_RS02475
OG0000340	FEF30_RS01625	GOM18_RS02840
OG0000341	FEF30_RS02665	GOM18_RS02435
OG0000342	FEF30_RS01040	GOM18_RS00160
OG0000343	FEF30_RS03480	GOM18_RS00955
OG0000344	FEF30_RS00885	GOM18_RS01680
OG0000345	FEF30_RS01330	GOM18_RS01770
OG0000346	FEF30_RS00125	GOM18_RS00370
OG0000347	FEF30_RS01720	GOM18_RS02755
OG0000348	FEF30_RS01115	GOM18_RS00235
OG0000349	FEF30_RS04150	GOM18_RS04275
OG0000350	FEF30_RS03135	GOM18_RS03090
OG0000351	FEF30_RS00805	GOM18_RS01600
OG0000352	FEF30_RS02315	GOM18_RS03265
OG0000353	FEF30_RS01690	GOM18_RS02785
OG0000354	FEF30_RS00950	GOM18_RS03455
OG0000355	FEF30_RS04310	GOM18_RS04535
OG0000356	FEF30_RS04315	GOM18_RS04420
OG0000357	FEF30_RS04390	GOM18_RS04370
OG0000358	FEF30_RS03445	GOM18_RS00990
OG0000359	FEF30_RS04215	GOM18_RS04245
OG0000360	FEF30_RS00590	GOM18_RS01385
OG0000361	FEF30_RS00620	GOM18_RS01415
OG0000362	FEF30_RS02920	GOM18_RS01990
OG0000363	FEF30_RS01760	GOM18_RS04485
OG0000364	FEF30_RS02275	GOM18_RS04185
OG0000365	FEF30_RS04335	GOM18_RS04440
OG0000366	FEF30_RS02440	GOM18_RS02285
OG0000367	FEF30_RS02450	GOM18_RS02295
OG0000368	FEF30_RS00390	GOM18_RS00640
OG0000369	FEF30_RS04170	GOM18_RS04300
OG0000370	FEF30_RS00350	GOM18_RS00600
OG0000371	FEF30_RS00345	GOM18_RS00595
OG0000372	FEF30_RS00340	GOM18_RS00590
OG0000373	FEF30_RS00315	GOM18_RS00565
OG0000374	FEF30_RS00305	GOM18_RS00555
OG0000375	FEF30_RS02600	GOM18_RS02370
OG0000376	FEF30_RS02750	GOM18_RS02515
OG0000377	FEF30_RS02740	GOM18_RS02505
OG0000378	FEF30_RS01605	GOM18_RS02860
OG0000380	FEF30_RS01710	GOM18_RS02765
OG0000381	FEF30_RS01750	GOM18_RS02725
OG0000382	FEF30_RS01780	GOM18_RS02695
OG0000383	FEF30_RS01820	GOM18_RS02630
OG0000384	FEF30_RS00825	GOM18_RS01620
OG0000385	FEF30_RS00830	GOM18_RS01625
OG0000386	FEF30_RS00850	GOM18_RS01645
OG0000387	FEF30_RS00875	GOM18_RS01670
OG0000388	FEF30_RS04205	GOM18_RS04395
OG0000389	FEF30_RS00930	GOM18_RS03480
OG0000390	FEF30_RS03280	GOM18_RS01155
OG0000391	FEF30_RS03270	GOM18_RS01165
OG0000392	FEF30_RS03245	GOM18_RS01190
OG0000393	FEF30_RS04380	GOM18_RS04515
OG0000395	FEF30_RS03105	GOM18_RS02165
OG0000396	FEF30_RS02800	GOM18_RS01880
OG0000397	FEF30_RS02300	GOM18_RS03280
OG0000398	FEF30_RS02305	GOM18_RS03275
OG0000399	FEF30_RS02350	GOM18_RS02195
OG0000400	FEF30_RS03405	GOM18_RS01030
OG0000401	FEF30_RS03465	GOM18_RS00970
OG0000402	FEF30_RS03475	GOM18_RS00960
OG0000403	FEF30_RS03485	GOM18_RS00950
OG0000404	FEF30_RS03510	GOM18_RS00920
OG0000405	FEF30_RS04480	GOM18_RS00905
OG0000406	FEF30_RS03580	GOM18_RS00850
OG0000407	FEF30_RS04400	GOM18_RS04360
OG0000408	FEF30_RS03590	GOM18_RS00840
OG0000409	FEF30_RS03595	GOM18_RS00835
OG0000410	FEF30_RS00030	GOM18_RS00775
OG0000411	FEF30_RS00020	GOM18_RS00785
OG0000412	FEF30_RS00015	GOM18_RS00790
OG0000413	FEF30_RS01835	GOM18_RS02615
OG0000414	FEF30_RS01845	GOM18_RS02605
OG0000415	FEF30_RS01850	GOM18_RS02600
OG0000416	FEF30_RS01860	GOM18_RS02590
OG0000417	FEF30_RS02660	GOM18_RS02430
OG0000418	FEF30_RS02655	GOM18_RS02425
OG0000419	FEF30_RS01020	GOM18_RS00140
OG0000420	FEF30_RS01055	GOM18_RS00175
OG0000421	FEF30_RS01090	GOM18_RS00210
OG0000422	FEF30_RS01100	GOM18_RS00220
OG0000423	FEF30_RS01155	GOM18_RS00275
OG0000424	FEF30_RS01160	GOM18_RS00280
OG0000425	FEF30_RS01170	GOM18_RS00290
OG0000426	FEF30_RS04220	GOM18_RS04250
OG0000427	FEF30_RS04225	GOM18_RS04255
OG0000428	FEF30_RS01225	GOM18_RS00345
OG0000429	FEF30_RS01320	GOM18_RS01780
OG0000430	FEF30_RS01365	GOM18_RS01735
OG0000431	FEF30_RS01375	GOM18_RS01725
OG0000432	FEF30_RS01410	GOM18_RS02885
OG0000433	FEF30_RS01425	GOM18_RS02900
OG0000434	FEF30_RS01430	GOM18_RS02905
OG0000435	FEF30_RS01445	GOM18_RS02920
OG0000436	FEF30_RS01470	GOM18_RS02945
OG0000437	FEF30_RS01480	GOM18_RS02955
OG0000438	FEF30_RS01485	GOM18_RS02960
OG0000439	FEF30_RS04235	GOM18_RS04495
OG0000440	FEF30_RS03330	GOM18_RS04375
OG0000441	FEF30_RS03370	GOM18_RS01065
OG0000442	FEF30_RS00460	GOM18_RS01255
OG0000443	FEF30_RS00505	GOM18_RS01300
OG0000444	FEF30_RS00520	GOM18_RS01315
OG0000445	FEF30_RS00545	GOM18_RS03665
OG0000446	FEF30_RS00570	GOM18_RS01365
OG0000447	FEF30_RS00575	GOM18_RS01370
OG0000448	FEF30_RS00605	GOM18_RS01400
OG0000449	FEF30_RS00630	GOM18_RS01425
OG0000450	FEF30_RS00640	GOM18_RS01435
OG0000451	FEF30_RS00680	GOM18_RS01475
OG0000452	FEF30_RS00705	GOM18_RS01500
OG0000453	FEF30_RS00740	GOM18_RS01535
OG0000455	FEF30_RS00230	GOM18_RS00475
OG0000456	FEF30_RS00110	GOM18_RS00695
OG0000457	FEF30_RS00085	GOM18_RS00720
OG0000458	FEF30_RS02890	GOM18_RS01960
OG0000459	FEF30_RS02915	GOM18_RS01985
OG0000460	FEF30_RS02925	GOM18_RS01995
OG0000461	FEF30_RS02970	GOM18_RS02040
OG0000462	FEF30_RS02965	GOM18_RS02035
OG0000463	FEF30_RS02960	GOM18_RS02030
OG0000464	FEF30_RS02955	GOM18_RS02025
OG0000465	FEF30_RS02950	GOM18_RS02020
OG0000466	FEF30_RS00710	GOM18_RS01505
OG0000467	FEF30_RS04360	GOM18_RS04400
OG0000468	FEF30_RS02345	GOM18_RS02190
OG0000469	FEF30_RS02405	GOM18_RS02250
OG0000470	FEF30_RS01150	GOM18_RS00270
OG0000471	FEF30_RS01230	GOM18_RS00350
OG0000472	FEF30_RS00040	GOM18_RS00765
OG0000473	FEF30_RS00215	GOM18_RS00460
OG0000474	FEF30_RS00220	GOM18_RS00465
OG0000475	FEF30_RS00225	GOM18_RS00470
OG0000476	FEF30_RS01870	GOM18_RS02580
OG0000477	FEF30_RS02995	GOM18_RS02065
OG0000478	FEF30_RS00160	GOM18_RS00405
OG0000479	FEF30_RS01640	GOM18_RS02825
OG0000480	FEF30_RS02410	GOM18_RS02255
OG0000481	FEF30_RS01125	GOM18_RS00245
OG0000482	FEF30_RS01520	GOM18_RS03160
OG0000483	FEF30_RS02455	GOM18_RS02300
OG0000484	FEF30_RS04190	GOM18_RS04385
OG0000485	FEF30_RS01475	GOM18_RS02950
OG0000486	FEF30_RS02680	GOM18_RS02450
OG0000487	FEF30_RS04325	GOM18_RS04430
OG0000488	FEF30_RS02425	GOM18_RS02270
OG0000489	FEF30_RS00380	GOM18_RS00630
OG0000490	FEF30_RS00320	GOM18_RS00570
OG0000491	FEF30_RS01660	GOM18_RS02805
OG0000492	FEF30_RS01740	GOM18_RS02735
OG0000493	FEF30_RS00890	GOM18_RS01685
OG0000494	FEF30_RS00955	GOM18_RS03450
OG0000495	FEF30_RS03215	GOM18_RS01220
OG0000496	FEF30_RS03205	GOM18_RS01230
OG0000497	FEF30_RS03200	GOM18_RS01235
OG0000498	FEF30_RS03115	GOM18_RS03070
OG0000499	FEF30_RS03080	GOM18_RS02140
OG0000500	FEF30_RS02310	GOM18_RS03270
OG0000502	FEF30_RS01510	GOM18_RS03150
OG0000503	FEF30_RS01070	GOM18_RS00190
OG0000504	FEF30_RS01205	GOM18_RS00325
OG0000505	FEF30_RS01240	GOM18_RS01860
OG0000506	FEF30_RS01250	GOM18_RS01850
OG0000507	FEF30_RS01285	GOM18_RS01815
OG0000508	FEF30_RS00565	GOM18_RS01360
OG0000509	FEF30_RS00600	GOM18_RS01395
OG0000510	FEF30_RS00610	GOM18_RS01405
OG0000511	FEF30_RS00745	GOM18_RS01540
OG0000512	FEF30_RS02930	GOM18_RS02000
OG0000513	FEF30_RS00145	GOM18_RS00390
OG0000514	FEF30_RS03240	GOM18_RS01195
OG0000515	FEF30_RS01895, FEF30_RS01890, FEF30_RS01885	GOM18_RS02570
OG0000516	FEF30_RS04330	GOM18_RS04435
OG0000517	FEF30_RS00395	GOM18_RS00645
OG0000518	FEF30_RS03455	GOM18_RS00980
OG0000519	FEF30_RS01095	GOM18_RS00215
OG0000520	FEF30_RS01220	GOM18_RS00340
