Orthogroup	MHP_UFV01_genes	MHP_MHP653_genes
OG0000084	FEF30_RS02430	DR096_RS00585
OG0000085	FEF30_RS02435	DR096_RS00590
OG0000086	FEF30_RS02445	DR096_RS00600
OG0000087	FEF30_RS02460	DR096_RS00615
OG0000088	FEF30_RS02465	DR096_RS00620
OG0000089	FEF30_RS02475	DR096_RS03525
OG0000090	FEF30_RS00400	DR096_RS02835
OG0000091	FEF30_RS00385	DR096_RS01865
OG0000092	FEF30_RS00370	DR096_RS01850
OG0000093	FEF30_RS00365	DR096_RS01845
OG0000094	FEF30_RS00360	DR096_RS01840
OG0000095	FEF30_RS00335	DR096_RS01815
OG0000096	FEF30_RS00330	DR096_RS01810
OG0000097	FEF30_RS00310	DR096_RS01790
OG0000098	FEF30_RS00300	DR096_RS01780
OG0000099	FEF30_RS04160	DR096_RS03485
OG0000100	FEF30_RS00240	DR096_RS01035
OG0000101	FEF30_RS00235	DR096_RS01030
OG0000102	FEF30_RS02020	DR096_RS02040
OG0000103	FEF30_RS02590	DR096_RS02890
OG0000104	FEF30_RS02595	DR096_RS02885
OG0000105	FEF30_RS02610	DR096_RS02870
OG0000106	FEF30_RS02620	DR096_RS02860
OG0000107	FEF30_RS02630	DR096_RS02850
OG0000108	FEF30_RS02635	DR096_RS02845
OG0000109	FEF30_RS02640	DR096_RS02840
OG0000110	FEF30_RS02760	DR096_RS01725
OG0000111	FEF30_RS02755	DR096_RS01720
OG0000112	FEF30_RS02745	DR096_RS01710
OG0000113	FEF30_RS02725	DR096_RS04785
OG0000114	FEF30_RS02715	DR096_RS03255
OG0000115	FEF30_RS02705	DR096_RS03245
OG0000116	FEF30_RS01610	DR096_RS01665
OG0000117	FEF30_RS01615	DR096_RS01660
OG0000118	FEF30_RS01650	DR096_RS01625
OG0000119	FEF30_RS01655	DR096_RS01620
OG0000120	FEF30_RS01675	DR096_RS01605
OG0000121	FEF30_RS01700	DR096_RS01580
OG0000122	FEF30_RS01705	DR096_RS01575
OG0000123	FEF30_RS01725	DR096_RS01555
OG0000124	FEF30_RS01730	DR096_RS01550
OG0000125	FEF30_RS01735	DR096_RS01545
OG0000126	FEF30_RS01745	DR096_RS01210
OG0000127	FEF30_RS01755	DR096_RS01220
OG0000128	FEF30_RS01770	DR096_RS01235
OG0000129	FEF30_RS01775	DR096_RS01240
OG0000130	FEF30_RS01785	DR096_RS01250
OG0000131	FEF30_RS04265	DR096_RS04595
OG0000132	FEF30_RS04270	DR096_RS04600
OG0000133	FEF30_RS00840	DR096_RS02600
OG0000134	FEF30_RS00845	DR096_RS02605
OG0000135	FEF30_RS00860	DR096_RS02620
OG0000136	FEF30_RS00865	DR096_RS02625
OG0000137	FEF30_RS00905	DR096_RS02665
OG0000138	FEF30_RS00935	DR096_RS03305
OG0000139	FEF30_RS00965	DR096_RS03275
OG0000140	FEF30_RS00970	DR096_RS03270
OG0000141	FEF30_RS03310	DR096_RS01055
OG0000142	FEF30_RS04385	DR096_RS04575
OG0000143	FEF30_RS03285	DR096_RS01085
OG0000144	FEF30_RS03275	DR096_RS01095
OG0000145	FEF30_RS03265	DR096_RS01105
OG0000146	FEF30_RS03255	DR096_RS01115
OG0000147	FEF30_RS03250	DR096_RS01120
OG0000148	FEF30_RS03235	DR096_RS01135
OG0000149	FEF30_RS03225	DR096_RS01145
OG0000150	FEF30_RS03210	DR096_RS01160
OG0000151	FEF30_RS03160	DR096_RS01530
OG0000152	FEF30_RS03155	DR096_RS01525
OG0000153	FEF30_RS03150	DR096_RS01520
OG0000154	FEF30_RS03140	DR096_RS01510
OG0000155	FEF30_RS03100	DR096_RS01470
OG0000156	FEF30_RS03090	DR096_RS01460
OG0000157	FEF30_RS04375	DR096_RS04635
OG0000158	FEF30_RS04370	DR096_RS04630
OG0000159	FEF30_RS02835	DR096_RS03005
OG0000160	FEF30_RS02830	DR096_RS03010
OG0000161	FEF30_RS02825	DR096_RS03015
OG0000162	FEF30_RS02815	DR096_RS03025
OG0000163	FEF30_RS02810	DR096_RS03030
OG0000164	FEF30_RS01925	DR096_RS01375
OG0000165	FEF30_RS02320	DR096_RS00480
OG0000166	FEF30_RS02340	DR096_RS00500
OG0000167	FEF30_RS02355	DR096_RS00515
OG0000168	FEF30_RS02360	DR096_RS00520
OG0000169	FEF30_RS03395	DR096_RS00775
OG0000170	FEF30_RS04475	DR096_RS00760
OG0000171	FEF30_RS03420	DR096_RS00750
OG0000172	FEF30_RS03425	DR096_RS00740
OG0000173	FEF30_RS03430	DR096_RS00735
OG0000174	FEF30_RS03435	DR096_RS00730
OG0000175	FEF30_RS03450	DR096_RS00715
OG0000176	FEF30_RS03495	DR096_RS00665
OG0000177	FEF30_RS03500	DR096_RS00660
OG0000178	FEF30_RS03505	DR096_RS00655
OG0000179	FEF30_RS03515	DR096_RS00645
OG0000180	FEF30_RS03520	DR096_RS00640
OG0000181	FEF30_RS04395	DR096_RS04745
OG0000182	FEF30_RS03570	DR096_RS03095
OG0000183	FEF30_RS03605	DR096_RS03060
OG0000184	FEF30_RS00025	DR096_RS03135
OG0000185	FEF30_RS00010	DR096_RS03120
OG0000186	FEF30_RS04275	DR096_RS04605
OG0000187	FEF30_RS01855	DR096_RS01320
OG0000188	FEF30_RS01865	DR096_RS01330
OG0000189	FEF30_RS04355	DR096_RS04750
OG0000190	FEF30_RS02670	DR096_RS03155
OG0000191	FEF30_RS02650	DR096_RS03175
OG0000192	FEF30_RS01530	DR096_RS02270
OG0000193	FEF30_RS01515	DR096_RS02285
OG0000194	FEF30_RS01000	DR096_RS02075
OG0000195	FEF30_RS01005	DR096_RS02080
OG0000196	FEF30_RS01025	DR096_RS02100
OG0000197	FEF30_RS01030	DR096_RS02105
OG0000198	FEF30_RS01045	DR096_RS02120
OG0000199	FEF30_RS01050	DR096_RS02125
OG0000200	FEF30_RS01065	DR096_RS02140
OG0000201	FEF30_RS01075	DR096_RS02150
OG0000202	FEF30_RS01130	DR096_RS02205
OG0000203	FEF30_RS01135	DR096_RS02215
OG0000204	FEF30_RS01140	DR096_RS04690
OG0000205	FEF30_RS01145	DR096_RS02315
OG0000206	FEF30_RS01165	DR096_RS02335
OG0000207	FEF30_RS01180	DR096_RS02350
OG0000208	FEF30_RS01185	DR096_RS02355
OG0000209	FEF30_RS01190	DR096_RS02360
OG0000210	FEF30_RS01235	DR096_RS02405
OG0000211	FEF30_RS01245	DR096_RS02680
OG0000212	FEF30_RS01255	DR096_RS02690
OG0000213	FEF30_RS01260	DR096_RS02695
OG0000214	FEF30_RS01265	DR096_RS02700
OG0000215	FEF30_RS01270	DR096_RS02705
OG0000216	FEF30_RS01275	DR096_RS02710
OG0000217	FEF30_RS01280	DR096_RS02715
OG0000218	FEF30_RS01290	DR096_RS02725
OG0000219	FEF30_RS01295	DR096_RS02730
OG0000220	FEF30_RS01300	DR096_RS02735
OG0000221	FEF30_RS01305	DR096_RS02740
OG0000222	FEF30_RS01310	DR096_RS02745
OG0000223	FEF30_RS01315	DR096_RS02750
OG0000224	FEF30_RS01325	DR096_RS02760
OG0000225	FEF30_RS01335	DR096_RS02770
OG0000226	FEF30_RS01340	DR096_RS02775
OG0000227	FEF30_RS01345	DR096_RS02780
OG0000228	FEF30_RS04410	DR096_RS04885
OG0000229	FEF30_RS01355	DR096_RS02790
OG0000230	FEF30_RS01360	DR096_RS02795
OG0000231	FEF30_RS01370	DR096_RS02805
OG0000232	FEF30_RS01380	DR096_RS02815
OG0000233	FEF30_RS01405	DR096_RS01885
OG0000234	FEF30_RS01440	DR096_RS01920
OG0000235	FEF30_RS01450	DR096_RS01930
OG0000236	FEF30_RS01455	DR096_RS01935
OG0000237	FEF30_RS01460	DR096_RS01940
OG0000238	FEF30_RS01465	DR096_RS01950
OG0000239	FEF30_RS03320	DR096_RS00850
OG0000240	FEF30_RS03325	DR096_RS00845
OG0000241	FEF30_RS03335	DR096_RS00835
OG0000242	FEF30_RS03340	DR096_RS00830
OG0000243	FEF30_RS03345	DR096_RS00825
OG0000244	FEF30_RS03355	DR096_RS00815
OG0000245	FEF30_RS03365	DR096_RS00805
OG0000246	FEF30_RS00455	DR096_RS02525
OG0000247	FEF30_RS00465	DR096_RS00365
OG0000248	FEF30_RS00475	DR096_RS00355
OG0000249	FEF30_RS03675, FEF30_RS00480	DR096_RS00350
OG0000250	FEF30_RS00495	DR096_RS00335
OG0000251	FEF30_RS00525	DR096_RS00300
OG0000252	FEF30_RS00535	DR096_RS00290
OG0000253	FEF30_RS00540	DR096_RS00285
OG0000254	FEF30_RS00550	DR096_RS00275
OG0000255	FEF30_RS00555	DR096_RS00265
OG0000256	FEF30_RS00560	DR096_RS00260
OG0000257	FEF30_RS00585	DR096_RS00235
OG0000258	FEF30_RS00595	DR096_RS00225
OG0000259	FEF30_RS00625	DR096_RS00195
OG0000260	FEF30_RS00635	DR096_RS00185
OG0000261	FEF30_RS04195	DR096_RS04485
OG0000262	FEF30_RS00660	DR096_RS00160
OG0000263	FEF30_RS00675	DR096_RS00145
OG0000264	FEF30_RS00690	DR096_RS00130
OG0000265	FEF30_RS00700	DR096_RS00120
OG0000266	FEF30_RS00715	DR096_RS00105
OG0000267	FEF30_RS00730	DR096_RS00090
OG0000268	FEF30_RS00735	DR096_RS00085
OG0000269	FEF30_RS00750	DR096_RS00070
OG0000270	FEF30_RS04155	DR096_RS04570
OG0000271	FEF30_RS00205	DR096_RS01000
OG0000272	FEF30_RS00200	DR096_RS00995
OG0000273	FEF30_RS00195	DR096_RS00990
OG0000274	FEF30_RS00175	DR096_RS00970
OG0000275	FEF30_RS04145	DR096_RS04560
OG0000276	FEF30_RS00165	DR096_RS00960
OG0000277	FEF30_RS00155	DR096_RS00950
OG0000278	FEF30_RS00150	DR096_RS00945
OG0000279	FEF30_RS00140	DR096_RS00935
OG0000280	FEF30_RS00135	DR096_RS00930
OG0000281	FEF30_RS00130	DR096_RS00925
OG0000282	FEF30_RS04135	DR096_RS04550
OG0000283	FEF30_RS00100	DR096_RS00895
OG0000284	FEF30_RS00095	DR096_RS00890
OG0000285	FEF30_RS04130	DR096_RS04545
OG0000286	FEF30_RS02795	DR096_RS03490
OG0000287	FEF30_RS02895	DR096_RS02920
OG0000288	FEF30_RS02905	DR096_RS02930
OG0000289	FEF30_RS02910	DR096_RS02935
OG0000290	FEF30_RS03020	DR096_RS02450
OG0000291	FEF30_RS03010	DR096_RS02460
OG0000292	FEF30_RS03005	DR096_RS02465
OG0000293	FEF30_RS03000	DR096_RS02470
OG0000294	FEF30_RS02990	DR096_RS02480
OG0000295	FEF30_RS02985	DR096_RS02485
OG0000296	FEF30_RS02945	DR096_RS02970
OG0000297	FEF30_RS02940	DR096_RS02965
OG0000298	FEF30_RS00490	DR096_RS00340
OG0000299	FEF30_RS00510	DR096_RS00315
OG0000300	FEF30_RS00685	DR096_RS00135
OG0000301	FEF30_RS00720	DR096_RS00100
OG0000302	FEF30_RS00725	DR096_RS00095
OG0000303	FEF30_RS00870	DR096_RS02630
OG0000304	FEF30_RS01385	DR096_RS02820
OG0000305	FEF30_RS03260	DR096_RS01110
OG0000306	FEF30_RS03185	DR096_RS01185
OG0000307	FEF30_RS03145	DR096_RS01515
OG0000308	FEF30_RS03040	DR096_RS02430
OG0000309	FEF30_RS02975	DR096_RS02495
OG0000310	FEF30_RS02900	DR096_RS02925
OG0000311	FEF30_RS02855	DR096_RS02985
OG0000312	FEF30_RS02840	DR096_RS03000
OG0000313	FEF30_RS01915	DR096_RS01365
OG0000314	FEF30_RS02335	DR096_RS00495
OG0000315	FEF30_RS02365	DR096_RS00525
OG0000316	FEF30_RS02375	DR096_RS00535
OG0000317	FEF30_RS02470	DR096_RS00625
OG0000318	FEF30_RS04320	DR096_RS04510
OG0000319	FEF30_RS02605	DR096_RS02875
OG0000320	FEF30_RS02735	DR096_RS01700
OG0000321	FEF30_RS01645	DR096_RS01630
OG0000322	FEF30_RS01695	DR096_RS01585
OG0000323	FEF30_RS01825	DR096_RS01290
OG0000324	FEF30_RS02645	DR096_RS03180
OG0000325	FEF30_RS01010	DR096_RS02085
OG0000326	FEF30_RS01105	DR096_RS02180
OG0000327	FEF30_RS01110	DR096_RS02185
OG0000328	FEF30_RS01195	DR096_RS02365
OG0000329	FEF30_RS01215	DR096_RS02385
OG0000330	FEF30_RS01415	DR096_RS01895
OG0000331	FEF30_RS03350	DR096_RS00820
OG0000332	FEF30_RS03460	DR096_RS00705
OG0000333	FEF30_RS03470	DR096_RS00695
OG0000334	FEF30_RS03565	DR096_RS03100
OG0000335	FEF30_RS03575	DR096_RS04740
OG0000336	FEF30_RS04140	DR096_RS04555
OG0000337	FEF30_RS00285	DR096_RS01765
OG0000338	FEF30_RS00325	DR096_RS01805
OG0000339	FEF30_RS02710	DR096_RS03250
OG0000340	FEF30_RS01625	DR096_RS01650
OG0000341	FEF30_RS02665	DR096_RS03160
OG0000342	FEF30_RS01040	DR096_RS02115
OG0000343	FEF30_RS03480	DR096_RS00685
OG0000344	FEF30_RS00885	DR096_RS02645
OG0000345	FEF30_RS01330	DR096_RS02765
OG0000346	FEF30_RS00125	DR096_RS04835
OG0000347	FEF30_RS01720	DR096_RS01560
OG0000348	FEF30_RS01115	DR096_RS02190
OG0000349	FEF30_RS04150	DR096_RS04565
OG0000350	FEF30_RS03135	DR096_RS01505
OG0000351	FEF30_RS00805	DR096_RS00010
OG0000352	FEF30_RS02315	DR096_RS00475
OG0000353	FEF30_RS01690	DR096_RS01590
OG0000354	FEF30_RS00950	DR096_RS03290
OG0000355	FEF30_RS04310	DR096_RS04500
OG0000356	FEF30_RS04315	DR096_RS04505
OG0000357	FEF30_RS04390	DR096_RS04530
OG0000358	FEF30_RS03445	DR096_RS00720
OG0000359	FEF30_RS04215	DR096_RS04670
OG0000360	FEF30_RS00590	DR096_RS00230
OG0000361	FEF30_RS00620	DR096_RS00200
OG0000362	FEF30_RS02920	DR096_RS02945
OG0000363	FEF30_RS01760	DR096_RS01225
OG0000365	FEF30_RS04335	DR096_RS00575
OG0000366	FEF30_RS02440	DR096_RS00595
OG0000367	FEF30_RS02450	DR096_RS00605
OG0000368	FEF30_RS00390	DR096_RS01870
OG0000369	FEF30_RS04170	DR096_RS04650
OG0000370	FEF30_RS00350	DR096_RS01830
OG0000371	FEF30_RS00345	DR096_RS01825
OG0000372	FEF30_RS00340	DR096_RS01820
OG0000373	FEF30_RS00315	DR096_RS01795
OG0000374	FEF30_RS00305	DR096_RS01785
OG0000375	FEF30_RS02600	DR096_RS02880
OG0000376	FEF30_RS02750	DR096_RS01715
OG0000377	FEF30_RS02740	DR096_RS01705
OG0000378	FEF30_RS01605	DR096_RS01670
OG0000379	FEF30_RS01685	DR096_RS01595
OG0000380	FEF30_RS01710	DR096_RS01570
OG0000381	FEF30_RS01750	DR096_RS01215
OG0000382	FEF30_RS01780	DR096_RS01245
OG0000383	FEF30_RS01820	DR096_RS01285
OG0000384	FEF30_RS00825	DR096_RS03380
OG0000385	FEF30_RS00830	DR096_RS03375
OG0000386	FEF30_RS00850	DR096_RS02610
OG0000387	FEF30_RS00875	DR096_RS02635
OG0000388	FEF30_RS04205	DR096_RS04725
OG0000389	FEF30_RS00930	DR096_RS03310
OG0000390	FEF30_RS03280	DR096_RS01090
OG0000391	FEF30_RS03270	DR096_RS01100
OG0000392	FEF30_RS03245	DR096_RS01125
OG0000393	FEF30_RS04380	DR096_RS04585
OG0000394	FEF30_RS03110	DR096_RS01480
OG0000395	FEF30_RS03105	DR096_RS01475
OG0000396	FEF30_RS02800	DR096_RS03045
OG0000397	FEF30_RS02300	DR096_RS00460
OG0000398	FEF30_RS02305	DR096_RS00465
OG0000399	FEF30_RS02350	DR096_RS00510
OG0000400	FEF30_RS03405	DR096_RS00765
OG0000401	FEF30_RS03465	DR096_RS00700
OG0000402	FEF30_RS03475	DR096_RS00690
OG0000403	FEF30_RS03485	DR096_RS00680
OG0000404	FEF30_RS03510	DR096_RS00650
OG0000405	FEF30_RS04480	DR096_RS00635
OG0000406	FEF30_RS03580	DR096_RS03085
OG0000407	FEF30_RS04400	DR096_RS04735
OG0000408	FEF30_RS03590	DR096_RS03075
OG0000409	FEF30_RS03595	DR096_RS03070
OG0000410	FEF30_RS00030	DR096_RS03140
OG0000411	FEF30_RS00020	DR096_RS03130
OG0000412	FEF30_RS00015	DR096_RS03125
OG0000413	FEF30_RS01835	DR096_RS01300
OG0000414	FEF30_RS01845	DR096_RS01310
OG0000415	FEF30_RS01850	DR096_RS01315
OG0000416	FEF30_RS01860	DR096_RS01325
OG0000417	FEF30_RS02660	DR096_RS03165
OG0000418	FEF30_RS02655	DR096_RS03170
OG0000419	FEF30_RS01020	DR096_RS02095
OG0000420	FEF30_RS01055	DR096_RS02130
OG0000421	FEF30_RS01090	DR096_RS02165
OG0000422	FEF30_RS01100	DR096_RS02175
OG0000423	FEF30_RS01155	DR096_RS02325
OG0000424	FEF30_RS01160	DR096_RS02330
OG0000425	FEF30_RS01170	DR096_RS02340
OG0000426	FEF30_RS04220	DR096_RS04695
OG0000427	FEF30_RS04225	DR096_RS04700
OG0000428	FEF30_RS01225	DR096_RS02395
OG0000429	FEF30_RS01320	DR096_RS02755
OG0000430	FEF30_RS01365	DR096_RS02800
OG0000431	FEF30_RS01375	DR096_RS02810
OG0000432	FEF30_RS01410	DR096_RS01890
OG0000433	FEF30_RS01425	DR096_RS01905
OG0000434	FEF30_RS01430	DR096_RS01910
OG0000435	FEF30_RS01445	DR096_RS01925
OG0000436	FEF30_RS01470	DR096_RS01955
OG0000437	FEF30_RS01480	DR096_RS01965
OG0000438	FEF30_RS01485	DR096_RS01970
OG0000439	FEF30_RS04235	DR096_RS01975
OG0000440	FEF30_RS03330	DR096_RS00840
OG0000441	FEF30_RS03370	DR096_RS00800
OG0000442	FEF30_RS00460	DR096_RS02520
OG0000443	FEF30_RS00505	DR096_RS00320
OG0000444	FEF30_RS00520	DR096_RS00305
OG0000445	FEF30_RS00545	DR096_RS00280
OG0000446	FEF30_RS00570	DR096_RS00250
OG0000447	FEF30_RS00575	DR096_RS00245
OG0000448	FEF30_RS00605	DR096_RS00215
OG0000449	FEF30_RS00630	DR096_RS00190
OG0000450	FEF30_RS00640	DR096_RS00180
OG0000451	FEF30_RS00680	DR096_RS00140
OG0000452	FEF30_RS00705	DR096_RS03845
OG0000453	FEF30_RS00740	DR096_RS00080
OG0000455	FEF30_RS00230	DR096_RS01025
OG0000456	FEF30_RS00110	DR096_RS00905
OG0000457	FEF30_RS00085	DR096_RS00880
OG0000458	FEF30_RS02890	DR096_RS02915
OG0000459	FEF30_RS02915	DR096_RS02940
OG0000460	FEF30_RS02925	DR096_RS02950
OG0000461	FEF30_RS02970	DR096_RS02500
OG0000462	FEF30_RS02965	DR096_RS02505
OG0000463	FEF30_RS02960	DR096_RS02510
OG0000464	FEF30_RS02955	DR096_RS02980
OG0000465	FEF30_RS02950	DR096_RS02975
OG0000466	FEF30_RS00710	DR096_RS00110
OG0000467	FEF30_RS04360	DR096_RS04620
OG0000468	FEF30_RS02345	DR096_RS00505
OG0000469	FEF30_RS02405	DR096_RS00565
OG0000470	FEF30_RS01150	DR096_RS03815
OG0000471	FEF30_RS01230	DR096_RS02400
OG0000472	FEF30_RS00040	DR096_RS03190
OG0000473	FEF30_RS00215	DR096_RS01010
OG0000474	FEF30_RS00220	DR096_RS01015
OG0000475	FEF30_RS00225	DR096_RS01020
OG0000476	FEF30_RS01870	DR096_RS01335
OG0000477	FEF30_RS02995	DR096_RS02475
OG0000478	FEF30_RS00160	DR096_RS00955
OG0000479	FEF30_RS01640	DR096_RS01635
OG0000480	FEF30_RS02410	DR096_RS03790
OG0000481	FEF30_RS01125	DR096_RS02200
OG0000482	FEF30_RS01520	DR096_RS02280
OG0000483	FEF30_RS02455	DR096_RS00610
OG0000484	FEF30_RS04190	DR096_RS04490
OG0000485	FEF30_RS01475	DR096_RS01960
OG0000486	FEF30_RS02680	DR096_RS03145
OG0000487	FEF30_RS04325	DR096_RS04515
OG0000488	FEF30_RS02425	DR096_RS00580
OG0000489	FEF30_RS00380	DR096_RS01860
OG0000490	FEF30_RS00320	DR096_RS01800
OG0000491	FEF30_RS01660	DR096_RS01615
OG0000492	FEF30_RS01740	DR096_RS01540
OG0000493	FEF30_RS00890	DR096_RS02650
OG0000494	FEF30_RS00955	DR096_RS03285
OG0000495	FEF30_RS03215	DR096_RS01155
OG0000496	FEF30_RS03205	DR096_RS01165
OG0000497	FEF30_RS03200	DR096_RS01170
OG0000498	FEF30_RS03115	DR096_RS01485
OG0000499	FEF30_RS03080	DR096_RS01450
OG0000500	FEF30_RS02310	DR096_RS00470
OG0000502	FEF30_RS01510	DR096_RS02290
OG0000503	FEF30_RS01070	DR096_RS02145
OG0000504	FEF30_RS01205	DR096_RS02375
OG0000505	FEF30_RS01240	DR096_RS02675
OG0000506	FEF30_RS01250	DR096_RS02685
OG0000507	FEF30_RS01285	DR096_RS02720
OG0000508	FEF30_RS00565	DR096_RS00255
OG0000509	FEF30_RS00600	DR096_RS00220
OG0000510	FEF30_RS00610	DR096_RS00210
OG0000511	FEF30_RS00745	DR096_RS00075
OG0000512	FEF30_RS02930	DR096_RS02955
OG0000513	FEF30_RS00145	DR096_RS00940
OG0000514	FEF30_RS03240	DR096_RS01130
OG0000516	FEF30_RS04330	DR096_RS04520
OG0000517	FEF30_RS00395	DR096_RS01880
OG0000518	FEF30_RS03455	DR096_RS00710
OG0000519	FEF30_RS01095	DR096_RS02170
OG0000520	FEF30_RS01220	DR096_RS02390
OG0000521	FEF30_RS00580	DR096_RS00240
OG0000522	FEF30_RS00615	DR096_RS00205
OG0000523	FEF30_RS00080	DR096_RS00875
OG0000524	FEF30_RS03045	DR096_RS01420
OG0000525	FEF30_RS04105	DR096_RS04760
OG0000526	FEF30_RS02235	DR096_RS03880
OG0000527	FEF30_RS02175	DR096_RS03455
OG0000528	FEF30_RS02395	DR096_RS00555
OG0000529	FEF30_RS02615	DR096_RS02865
OG0000530	FEF30_RS02720	DR096_RS03260
OG0000531	FEF30_RS01715	DR096_RS01565
OG0000532	FEF30_RS01945	DR096_RS01395
OG0000533	FEF30_RS00915	DR096_RS03320
OG0000534	FEF30_RS00695	DR096_RS00125
OG0000535	FEF30_RS04175	DR096_RS04655
OG0000537	FEF30_RS01035	DR096_RS02110
OG0000538	FEF30_RS01435	DR096_RS01915
OG0000539	FEF30_RS00530	DR096_RS00295
OG0000540	FEF30_RS03015	DR096_RS02455
OG0000541	FEF30_RS03095	DR096_RS01465
OG0000542	FEF30_RS00665	DR096_RS00155
OG0000544	FEF30_RS04245	DR096_RS04680
OG0000545	FEF30_RS02225	DR096_RS03395
OG0000546	FEF30_RS03165	DR096_RS01200, DR096_RS04090
