Orthogroup	MFC_MF22_genes	MFC_ATCC27716_genes
OG0000138	DR094_RS00535	MFC_RS00885
OG0000139	DR094_RS00505	MFC_RS00915
OG0000140	DR094_RS00500	MFC_RS00920
OG0000141	DR094_RS00475	MFC_RS00955
OG0000142	DR094_RS03550	MFC_RS00960
OG0000143	DR094_RS00445	MFC_RS00985
OG0000144	DR094_RS00435	MFC_RS00995
OG0000145	DR094_RS00425	MFC_RS01005
OG0000146	DR094_RS00415	MFC_RS01015
OG0000147	DR094_RS00410	MFC_RS01020
OG0000148	DR094_RS00395	MFC_RS01035
OG0000149	DR094_RS00385	MFC_RS01045
OG0000150	DR094_RS00370	MFC_RS01060
OG0000151	DR094_RS00315	MFC_RS01115
OG0000152	DR094_RS00310	MFC_RS01120
OG0000153	DR094_RS00305	MFC_RS01125
OG0000154	DR094_RS00295	MFC_RS01135
OG0000155	DR094_RS00275	MFC_RS01155
OG0000156	DR094_RS00260	MFC_RS01175
OG0000157	DR094_RS03545	MFC_RS01180
OG0000158	DR094_RS03540	MFC_RS01190
OG0000159	DR094_RS00020	MFC_RS01245
OG0000160	DR094_RS00015	MFC_RS01250
OG0000161	DR094_RS00010	MFC_RS01255
OG0000162	DR094_RS02560	MFC_RS01265
OG0000163	DR094_RS02565	MFC_RS01270
OG0000164	DR094_RS03770	MFC_RS01300
OG0000165	DR094_RS02890	MFC_RS01345
OG0000166	DR094_RS02910	MFC_RS01365
OG0000167	DR094_RS02925	MFC_RS01380
OG0000168	DR094_RS02930	MFC_RS01385
OG0000169	DR094_RS01830	MFC_RS01430
OG0000170	DR094_RS01845	MFC_RS01455
OG0000171	DR094_RS01855	MFC_RS01465
OG0000172	DR094_RS01860	MFC_RS01470
OG0000173	DR094_RS01865	MFC_RS01475
OG0000174	DR094_RS01870	MFC_RS01480
OG0000175	DR094_RS01885	MFC_RS01495
OG0000176	DR094_RS01925	MFC_RS01540
OG0000177	DR094_RS01930	MFC_RS01545
OG0000178	DR094_RS01935	MFC_RS01550
OG0000179	DR094_RS01945	MFC_RS01560
OG0000180	DR094_RS01950	MFC_RS01565
OG0000181	DR094_RS03710	MFC_RS01580
OG0000182	DR094_RS01975	MFC_RS01590
OG0000183	DR094_RS02010	MFC_RS01625
OG0000184	DR094_RS02865	MFC_RS01655
OG0000185	DR094_RS02880	MFC_RS01670
OG0000186	DR094_RS02535	MFC_RS01710
OG0000187	DR094_RS02520	MFC_RS01725
OG0000188	DR094_RS02510	MFC_RS01735
OG0000189	DR094_RS03755	MFC_RS03385
OG0000190	DR094_RS02495	MFC_RS01750
OG0000191	DR094_RS02475	MFC_RS01770
OG0000192	DR094_RS02465	MFC_RS01780
OG0000193	DR094_RS02450	MFC_RS01795
OG0000194	DR094_RS02440	MFC_RS01805
OG0000195	DR094_RS02435	MFC_RS01810
OG0000196	DR094_RS03750	MFC_RS01830
OG0000197	DR094_RS02410	MFC_RS01835
OG0000198	DR094_RS02395	MFC_RS01850
OG0000199	DR094_RS02390	MFC_RS01855
OG0000200	DR094_RS02375	MFC_RS01865
OG0000201	DR094_RS02365	MFC_RS01875
OG0000202	DR094_RS02310	MFC_RS01930
OG0000203	DR094_RS02305	MFC_RS01935
OG0000204	DR094_RS03670	MFC_RS01940
OG0000205	DR094_RS01420	MFC_RS01945
OG0000206	DR094_RS01440	MFC_RS01965
OG0000207	DR094_RS01455	MFC_RS01980
OG0000208	DR094_RS01460	MFC_RS01985
OG0000209	DR094_RS01465	MFC_RS01990
OG0000210	DR094_RS01510	MFC_RS02040
OG0000211	DR094_RS01520	MFC_RS02050
OG0000212	DR094_RS01530	MFC_RS02060
OG0000213	DR094_RS01535	MFC_RS02065
OG0000214	DR094_RS01540	MFC_RS02070
OG0000215	DR094_RS01545	MFC_RS02075
OG0000216	DR094_RS01550	MFC_RS02080
OG0000217	DR094_RS01555	MFC_RS02085
OG0000218	DR094_RS03690	MFC_RS02095
OG0000219	DR094_RS01570	MFC_RS02100
OG0000220	DR094_RS01575	MFC_RS02105
OG0000221	DR094_RS01580	MFC_RS02110
OG0000222	DR094_RS01585	MFC_RS03235
OG0000223	DR094_RS01590	MFC_RS02115
OG0000224	DR094_RS01600	MFC_RS02125
OG0000225	DR094_RS01610	MFC_RS02135
OG0000226	DR094_RS01615	MFC_RS02140
OG0000227	DR094_RS01620	MFC_RS02145
OG0000228	DR094_RS03855	MFC_RS03530
OG0000229	DR094_RS01630	MFC_RS02155
OG0000230	DR094_RS01635	MFC_RS02160
OG0000231	DR094_RS01645	MFC_RS02170
OG0000232	DR094_RS01655	MFC_RS02180
OG0000233	DR094_RS01665	MFC_RS02190
OG0000234	DR094_RS01695	MFC_RS02220
OG0000235	DR094_RS01705	MFC_RS02230
OG0000236	DR094_RS01710	MFC_RS02235
OG0000237	DR094_RS01730	MFC_RS02250
OG0000238	DR094_RS01735	MFC_RS02255
OG0000239	DR094_RS01765	MFC_RS02285
OG0000240	DR094_RS01770	MFC_RS02290
OG0000241	DR094_RS01780	MFC_RS02300
OG0000242	DR094_RS01785	MFC_RS02305
OG0000243	DR094_RS01790	MFC_RS02310
OG0000244	DR094_RS01800	MFC_RS02320
OG0000245	DR094_RS01810	MFC_RS02330
OG0000246	DR094_RS01005	MFC_RS02345
OG0000247	DR094_RS00995	MFC_RS02355
OG0000248	DR094_RS00970	MFC_RS02380
OG0000249	DR094_RS00965	MFC_RS02385
OG0000250	DR094_RS00950	MFC_RS02400
OG0000251	DR094_RS00920	MFC_RS02430
OG0000252	DR094_RS00910	MFC_RS02440
OG0000253	DR094_RS00905	MFC_RS02445
OG0000254	DR094_RS00895	MFC_RS02455
OG0000255	DR094_RS00890	MFC_RS02465
OG0000256	DR094_RS00885	MFC_RS02470
OG0000257	DR094_RS00860	MFC_RS02495
OG0000258	DR094_RS00850	MFC_RS02505
OG0000259	DR094_RS00820	MFC_RS02535
OG0000260	DR094_RS00810	MFC_RS02545
OG0000261	DR094_RS03570	MFC_RS02555
OG0000262	DR094_RS00785	MFC_RS02570
OG0000263	DR094_RS00770	MFC_RS02585
OG0000264	DR094_RS00755	MFC_RS02600
OG0000265	DR094_RS00745	MFC_RS02610
OG0000266	DR094_RS00730	MFC_RS02625
OG0000267	DR094_RS00715	MFC_RS02640
OG0000268	DR094_RS00710	MFC_RS02645
OG0000269	DR094_RS00695	MFC_RS02660
OG0000270	DR094_RS03620	MFC_RS02720
OG0000271	DR094_RS01250	MFC_RS02725
OG0000272	DR094_RS01255	MFC_RS02730
OG0000273	DR094_RS01260	MFC_RS02735
OG0000274	DR094_RS01280	MFC_RS02755
OG0000275	DR094_RS03625	MFC_RS03455
OG0000276	DR094_RS01290	MFC_RS02765
OG0000277	DR094_RS03630	MFC_RS02775
OG0000278	DR094_RS01305	MFC_RS02780
OG0000279	DR094_RS01315	MFC_RS02790
OG0000280	DR094_RS01320	MFC_RS02795
OG0000281	DR094_RS01325	MFC_RS03255
OG0000282	DR094_RS01350	MFC_RS02820
OG0000283	DR094_RS01355	MFC_RS02825
OG0000284	DR094_RS01360	MFC_RS02830
OG0000285	DR094_RS03645	MFC_RS02835
OG0000286	DR094_RS00065	MFC_RS02865
OG0000287	DR094_RS00090	MFC_RS02890
OG0000288	DR094_RS00100	MFC_RS02900
OG0000289	DR094_RS00105	MFC_RS02905
OG0000290	DR094_RS00215	MFC_RS03030
OG0000291	DR094_RS03090	MFC_RS03040
OG0000292	DR094_RS00200	MFC_RS03045
OG0000293	DR094_RS00195	MFC_RS03050
OG0000294	DR094_RS00185	MFC_RS03060
OG0000295	DR094_RS00180	MFC_RS03065
OG0000296	DR094_RS00140	MFC_RS03110
OG0000297	DR094_RS00135	MFC_RS03115
OG0000298	DR094_RS00955	MFC_RS02395
OG0000299	DR094_RS00935	MFC_RS02415
OG0000300	DR094_RS00760	MFC_RS02595
OG0000301	DR094_RS00725	MFC_RS02630
OG0000302	DR094_RS00720	MFC_RS02635
OG0000303	DR094_RS00585	MFC_RS00835
OG0000304	DR094_RS00550	MFC_RS00865
OG0000305	DR094_RS00420	MFC_RS01010
OG0000306	DR094_RS00340	MFC_RS01090
OG0000307	DR094_RS00300	MFC_RS01130
OG0000308	DR094_RS00225	MFC_RS03020
OG0000309	DR094_RS00170	MFC_RS03075
OG0000310	DR094_RS00095	MFC_RS02895
OG0000311	DR094_RS00045	MFC_RS01220
OG0000312	DR094_RS00025	MFC_RS01240
OG0000313	DR094_RS02585	MFC_RS01290
OG0000314	DR094_RS02905	MFC_RS01360
OG0000315	DR094_RS02935	MFC_RS01390
OG0000316	DR094_RS02945	MFC_RS01400
OG0000317	DR094_RS02685	MFC_RS00110
OG0000318	DR094_RS03800	MFC_RS00020
OG0000319	DR094_RS02055	MFC_RS00420
OG0000320	DR094_RS02120	MFC_RS00485
OG0000321	DR094_RS02185	MFC_RS00550
OG0000322	DR094_RS02230	MFC_RS00595
OG0000323	DR094_RS02805	MFC_RS00725
OG0000324	DR094_RS02470	MFC_RS01775
OG0000325	DR094_RS02430	MFC_RS01815
OG0000326	DR094_RS02335	MFC_RS01905
OG0000327	DR094_RS02330	MFC_RS01910
OG0000328	DR094_RS01470	MFC_RS01995
OG0000329	DR094_RS01490	MFC_RS02020
OG0000330	DR094_RS01675	MFC_RS02200
OG0000331	DR094_RS01795	MFC_RS02315
OG0000332	DR094_RS01895	MFC_RS01505
OG0000333	DR094_RS01905	MFC_RS01515
OG0000334	DR094_RS01970	MFC_RS01585
OG0000335	DR094_RS03715	MFC_RS01595
OG0000336	DR094_RS03640	MFC_RS02805
OG0000337	DR094_RS01135	MFC_RS00280
OG0000338	DR094_RS01095	MFC_RS00240
OG0000339	DR094_RS02140	MFC_RS00505
OG0000340	DR094_RS02165	MFC_RS00530
OG0000341	DR094_RS02490	MFC_RS01755
OG0000342	DR094_RS02400	MFC_RS01845
OG0000343	DR094_RS01915	MFC_RS01525
OG0000344	DR094_RS00570	MFC_RS00850
OG0000345	DR094_RS01605	MFC_RS02130
OG0000346	DR094_RS03635	MFC_RS02800
OG0000347	DR094_RS02255	MFC_RS00620
OG0000348	DR094_RS03740	MFC_RS01915
OG0000349	DR094_RS01270	MFC_RS02745
OG0000350	DR094_RS00335	MFC_RS03345
OG0000351	DR094_RS00635	MFC_RS00785
OG0000352	DR094_RS02885	MFC_RS01340
OG0000353	DR094_RS02225	MFC_RS00590
OG0000354	DR094_RS00520	MFC_RS00900
OG0000355	DR094_RS03775	MFC_RS01315
OG0000356	DR094_RS03825	MFC_RS01395
OG0000357	DR094_RS03700	MFC_RS01485
OG0000358	DR094_RS01880	MFC_RS01490
OG0000359	DR094_RS03745	MFC_RS01885
OG0000360	DR094_RS00855	MFC_RS02500
OG0000361	DR094_RS00825	MFC_RS02530
OG0000362	DR094_RS00115	MFC_RS02915
OG0000363	DR094_RS02300	MFC_RS00660
OG0000365	DR094_RS03785	MFC_RS00050
OG0000366	DR094_RS02655	MFC_RS00080
OG0000367	DR094_RS02665	MFC_RS00090
OG0000368	DR094_RS01030	MFC_RS00175
OG0000369	DR094_RS03585	MFC_RS00210
OG0000370	DR094_RS01070	MFC_RS00215
OG0000371	DR094_RS01075	MFC_RS00220
OG0000372	DR094_RS01080	MFC_RS00225
OG0000373	DR094_RS01105	MFC_RS00250
OG0000374	DR094_RS01115	MFC_RS00260
OG0000375	DR094_RS02050	MFC_RS00415
OG0000376	DR094_RS02105	MFC_RS00470
OG0000377	DR094_RS02115	MFC_RS00480
OG0000378	DR094_RS02150	MFC_RS00515
OG0000379	DR094_RS02220	MFC_RS00585
OG0000380	DR094_RS02245	MFC_RS00610
OG0000381	DR094_RS02285	MFC_RS00650
OG0000382	DR094_RS02760	MFC_RS00680
OG0000383	DR094_RS02800	MFC_RS00720
OG0000384	DR094_RS00630	MFC_RS00790
OG0000385	DR094_RS00625	MFC_RS00795
OG0000386	DR094_RS00605	MFC_RS00815
OG0000387	DR094_RS00580	MFC_RS00840
OG0000388	DR094_RS03560	MFC_RS00845
OG0000389	DR094_RS00540	MFC_RS00880
OG0000390	DR094_RS00440	MFC_RS00990
OG0000391	DR094_RS00430	MFC_RS01000
OG0000392	DR094_RS00405	MFC_RS01030
OG0000393	DR094_RS00350	MFC_RS01080
OG0000394	DR094_RS00285	MFC_RS01145
OG0000395	DR094_RS00280	MFC_RS01150
OG0000396	DR094_RS02575	MFC_RS01280
OG0000397	DR094_RS02620	MFC_RS01325
OG0000398	DR094_RS02625	MFC_RS01330
OG0000399	DR094_RS02920	MFC_RS01375
OG0000400	DR094_RS01840	MFC_RS01450
OG0000401	DR094_RS01900	MFC_RS01510
OG0000402	DR094_RS01910	MFC_RS01520
OG0000403	DR094_RS01920	MFC_RS01530
OG0000404	DR094_RS03705	MFC_RS03375, MFC_RS01555
OG0000405	DR094_RS01955	MFC_RS01570
OG0000406	DR094_RS01985	MFC_RS01600
OG0000407	DR094_RS03720	MFC_RS01605
OG0000408	DR094_RS01995	MFC_RS01610
OG0000409	DR094_RS02000	MFC_RS01615
OG0000410	DR094_RS02860	MFC_RS01650
OG0000411	DR094_RS02870	MFC_RS01660
OG0000412	DR094_RS02875	MFC_RS01665
OG0000413	DR094_RS02540	MFC_RS01705
OG0000414	DR094_RS02530	MFC_RS01715
OG0000415	DR094_RS02525	MFC_RS01720
OG0000416	DR094_RS02515	MFC_RS01730
OG0000417	DR094_RS02485	MFC_RS01760
OG0000418	DR094_RS02480	MFC_RS01765
OG0000419	DR094_RS02420	MFC_RS01825
OG0000420	DR094_RS02385	MFC_RS01860
OG0000421	DR094_RS02350	MFC_RS01890
OG0000422	DR094_RS02340	MFC_RS01900
OG0000423	DR094_RS01430	MFC_RS01955
OG0000424	DR094_RS01435	MFC_RS01960
OG0000425	DR094_RS01445	MFC_RS01970
OG0000426	DR094_RS03675	MFC_RS01975
OG0000427	DR094_RS03680	MFC_RS02000
OG0000428	DR094_RS01500	MFC_RS02030
OG0000429	DR094_RS01595	MFC_RS02120
OG0000430	DR094_RS01640	MFC_RS02165
OG0000431	DR094_RS01650	MFC_RS02175
OG0000432	DR094_RS01670	MFC_RS02195
OG0000433	DR094_RS01680	MFC_RS02205
OG0000434	DR094_RS01685	MFC_RS02210
OG0000435	DR094_RS01700	MFC_RS02225
OG0000436	DR094_RS01740	MFC_RS03535
OG0000437	DR094_RS01750	MFC_RS02270
OG0000438	DR094_RS03695	MFC_RS02275
OG0000439	DR094_RS01760	MFC_RS02280
OG0000440	DR094_RS01775	MFC_RS02295
OG0000441	DR094_RS01815	MFC_RS02335
OG0000442	DR094_RS01000	MFC_RS02350
OG0000443	DR094_RS00940	MFC_RS02410
OG0000444	DR094_RS00925	MFC_RS02425
OG0000445	DR094_RS00900	MFC_RS02450
OG0000446	DR094_RS00875	MFC_RS02480
OG0000447	DR094_RS00870	MFC_RS02485
OG0000448	DR094_RS00840	MFC_RS02515
OG0000449	DR094_RS00815	MFC_RS02540
OG0000450	DR094_RS00805	MFC_RS02550
OG0000451	DR094_RS00765	MFC_RS02590
OG0000452	DR094_RS00740	MFC_RS02615
OG0000453	DR094_RS00705	MFC_RS02650
OG0000455	DR094_RS03615	MFC_RS02700
OG0000456	DR094_RS01345	MFC_RS02815
OG0000457	DR094_RS01370	MFC_RS02840
OG0000458	DR094_RS00085	MFC_RS02885
OG0000459	DR094_RS00110	MFC_RS02910
OG0000460	DR094_RS00120	MFC_RS02920
OG0000461	DR094_RS00165	MFC_RS03080
OG0000462	DR094_RS00160	MFC_RS03085
OG0000463	DR094_RS00155	MFC_RS03090
OG0000464	DR094_RS00150	MFC_RS03100
OG0000465	DR094_RS00145	MFC_RS03105
OG0000466	DR094_RS00735	MFC_RS02620
OG0000467	DR094_RS03535	MFC_RS03500
OG0000468	DR094_RS02915	MFC_RS01370
OG0000469	DR094_RS02710	MFC_RS00045
OG0000470	DR094_RS01425	MFC_RS01950
OG0000471	DR094_RS01505	MFC_RS02035
OG0000472	DR094_RS01405	MFC_RS01680
OG0000473	DR094_RS01240	MFC_RS02715
OG0000474	DR094_RS01235	MFC_RS02710
OG0000475	DR094_RS01230	MFC_RS02705
OG0000476	DR094_RS01195	MFC_RS00345
OG0000477	DR094_RS00190	MFC_RS03055
OG0000478	DR094_RS01295	MFC_RS02770
OG0000479	DR094_RS02180	MFC_RS00545
OG0000480	DR094_RS03065	MFC_RS03300
OG0000481	DR094_RS02315	MFC_RS01925
OG0000482	DR094_RS02455	MFC_RS01790
OG0000483	DR094_RS02670	MFC_RS00095
OG0000484	DR094_RS03575	MFC_RS02420
OG0000487	DR094_RS03795	MFC_RS00025
OG0000488	DR094_RS02640	MFC_RS00065
OG0000489	DR094_RS01040	MFC_RS00185
OG0000490	DR094_RS01100	MFC_RS00245
OG0000491	DR094_RS02200	MFC_RS00565
OG0000492	DR094_RS02275	MFC_RS00640
OG0000493	DR094_RS00565	MFC_RS00855
OG0000494	DR094_RS00515	MFC_RS00905
OG0000495	DR094_RS00375	MFC_RS01055
OG0000496	DR094_RS00365	MFC_RS01065
OG0000497	DR094_RS00360	MFC_RS01070
OG0000498	DR094_RS00290	MFC_RS01140
OG0000499	DR094_RS00250	MFC_RS01185
OG0000500	DR094_RS02630	MFC_RS01335
OG0000501	DR094_RS01850	MFC_RS01460
OG0000502	DR094_RS02445	MFC_RS01800
OG0000503	DR094_RS02370	MFC_RS01870
OG0000504	DR094_RS01480	MFC_RS02005
OG0000505	DR094_RS01515	MFC_RS02045
OG0000506	DR094_RS01525	MFC_RS02055
OG0000507	DR094_RS01560	MFC_RS02090
OG0000508	DR094_RS00880	MFC_RS02475
OG0000509	DR094_RS00845	MFC_RS02510
OG0000510	DR094_RS00835	MFC_RS02520
OG0000511	DR094_RS00700	MFC_RS02655
OG0000512	DR094_RS00125	MFC_RS02925
OG0000513	DR094_RS01310	MFC_RS02785
OG0000516	DR094_RS02725	MFC_RS00030
OG0000517	DR094_RS01025	MFC_RS00170
OG0000518	DR094_RS01890	MFC_RS01500
OG0000519	DR094_RS02345	MFC_RS01895
OG0000520	DR094_RS01495	MFC_RS02025
OG0000521	DR094_RS00865	MFC_RS02490
OG0000522	DR094_RS00830	MFC_RS02525
OG0000523	DR094_RS01375	MFC_RS02845
OG0000524	DR094_RS00230	MFC_RS03015
OG0000525	DR094_RS03660	MFC_RS01685
OG0000528	DR094_RS03790	MFC_RS00035
OG0000529	DR094_RS02065	MFC_RS00430
OG0000530	DR094_RS02130	MFC_RS00495
OG0000531	DR094_RS02250	MFC_RS00615
OG0000533	DR094_RS01660	MFC_RS02185
OG0000534	DR094_RS00750	MFC_RS02605
OG0000535	DR094_RS01045	MFC_RS00190
OG0000536	DR094_RS01170	MFC_RS00315
OG0000537	DR094_RS02405	MFC_RS01840
OG0000538	DR094_RS01690	MFC_RS02215
OG0000539	DR094_RS00915	MFC_RS02435
OG0000541	DR094_RS00265	MFC_RS01170
OG0000542	DR094_RS00780	MFC_RS02575
OG0000547	DR094_RS00450	MFC_RS00980
OG0000548	DR094_RS02580	MFC_RS01285
OG0000549	DR094_RS03665	MFC_RS01675
OG0000550	DR094_RS01275	MFC_RS02750
OG0000551	DR094_RS01805	MFC_RS02325
OG0000555	DR094_RS03120	MFC_RS03340
OG0000589	DR094_RS02835	MFC_RS03260
OG0000596	DR094_RS00980	MFC_RS02370
OG0000598	DR094_RS00985	MFC_RS02365
OG0000599	DR094_RS00990	MFC_RS02360
OG0000602	DR094_RS02635	MFC_RS00055
OG0000627	DR094_RS01165	MFC_RS00310
OG0000634	DR094_RS02035	MFC_RS00400
OG0000635	DR094_RS00240	MFC_RS01195
OG0000636	DR094_RS03365	MFC_RS03370
OG0000637	DR094_RS02460	MFC_RS01785
OG0000638	DR094_RS00685	MFC_RS02675
OG0000639	DR094_RS01720	MFC_RS03145
OG0000640	DR094_RS03145	MFC_RS03475
OG0000643	DR094_RS01725	MFC_RS03150
