Orthogroup	MFC_MF22_genes	MHP_111A_genes
OG0000142	DR094_RS03550	NB623_RS03090
OG0000143	DR094_RS00445	NB623_RS03075
OG0000144	DR094_RS00435	NB623_RS03060
OG0000145	DR094_RS00425	NB623_RS03050
OG0000146	DR094_RS00415	NB623_RS03040
OG0000147	DR094_RS00410	NB623_RS03035
OG0000148	DR094_RS00395	NB623_RS03020
OG0000149	DR094_RS00385	NB623_RS03010
OG0000150	DR094_RS00370	NB623_RS02995
OG0000151	DR094_RS00315	NB623_RS02945
OG0000152	DR094_RS00310	NB623_RS02940
OG0000153	DR094_RS00305	NB623_RS02935
OG0000154	DR094_RS00295	NB623_RS02925
OG0000155	DR094_RS00275	NB623_RS02885
OG0000156	DR094_RS00260	NB623_RS02875
OG0000157	DR094_RS03545	NB623_RS02870
OG0000158	DR094_RS03540	NB623_RS02860
OG0000159	DR094_RS00020	NB623_RS02615
OG0000160	DR094_RS00015	NB623_RS02610
OG0000161	DR094_RS00010	NB623_RS02605
OG0000162	DR094_RS02560	NB623_RS02595
OG0000163	DR094_RS02565	NB623_RS02590
OG0000164	DR094_RS03770	NB623_RS01725
OG0000165	DR094_RS02890	NB623_RS02155
OG0000166	DR094_RS02910	NB623_RS02135
OG0000167	DR094_RS02925	NB623_RS02120
OG0000168	DR094_RS02930	NB623_RS02115
OG0000169	DR094_RS01830	NB623_RS03200
OG0000170	DR094_RS01845	NB623_RS03215
OG0000171	DR094_RS01855	NB623_RS03225
OG0000172	DR094_RS01860	NB623_RS03230
OG0000173	DR094_RS01865	NB623_RS03235
OG0000174	DR094_RS01870	NB623_RS03240
OG0000175	DR094_RS01885	NB623_RS03265
OG0000176	DR094_RS01925	NB623_RS03310
OG0000177	DR094_RS01930	NB623_RS03315
OG0000178	DR094_RS01935	NB623_RS03320
OG0000179	DR094_RS01945	NB623_RS03330
OG0000180	DR094_RS01950	NB623_RS03335
OG0000181	DR094_RS03710	NB623_RS03375
OG0000182	DR094_RS01975	NB623_RS03385
OG0000183	DR094_RS02010	NB623_RS03420
OG0000184	DR094_RS02865	NB623_RS03485
OG0000185	DR094_RS02880	NB623_RS03475
OG0000186	DR094_RS02535	NB623_RS01645
OG0000187	DR094_RS02520	NB623_RS01660
OG0000188	DR094_RS02510	NB623_RS01670
OG0000189	DR094_RS03755	NB623_RS02445
OG0000190	DR094_RS02495	NB623_RS02440
OG0000191	DR094_RS02475	NB623_RS02415
OG0000192	DR094_RS02465	NB623_RS01340
OG0000193	DR094_RS02450	NB623_RS01325
OG0000194	DR094_RS02440	NB623_RS00690
OG0000195	DR094_RS02435	NB623_RS00695
OG0000196	DR094_RS03750	NB623_RS00720
OG0000197	DR094_RS02410	NB623_RS00730
OG0000198	DR094_RS02395	NB623_RS00740
OG0000199	DR094_RS02390	NB623_RS00745
OG0000200	DR094_RS02375	NB623_RS00760
OG0000201	DR094_RS02365	NB623_RS00770
OG0000202	DR094_RS02310	NB623_RS00830
OG0000203	DR094_RS02305	NB623_RS00835
OG0000204	DR094_RS03670	NB623_RS00840
OG0000205	DR094_RS01420	NB623_RS00845
OG0000206	DR094_RS01440	NB623_RS00865
OG0000207	DR094_RS01455	NB623_RS00880
OG0000208	DR094_RS01460	NB623_RS00885
OG0000209	DR094_RS01465	NB623_RS00890
OG0000210	DR094_RS01510	NB623_RS00935
OG0000211	DR094_RS01520	NB623_RS01070
OG0000212	DR094_RS01530	NB623_RS01080
OG0000213	DR094_RS01535	NB623_RS01085
OG0000214	DR094_RS01540	NB623_RS01090
OG0000215	DR094_RS01545	NB623_RS01095
OG0000216	DR094_RS01550	NB623_RS01100
OG0000217	DR094_RS01555	NB623_RS01105
OG0000218	DR094_RS03690	NB623_RS01115
OG0000219	DR094_RS01570	NB623_RS01120
OG0000220	DR094_RS01575	NB623_RS01125
OG0000221	DR094_RS01580	NB623_RS01130
OG0000222	DR094_RS01585	NB623_RS01135
OG0000223	DR094_RS01590	NB623_RS01140
OG0000224	DR094_RS01600	NB623_RS01150
OG0000225	DR094_RS01610	NB623_RS01160
OG0000226	DR094_RS01615	NB623_RS01165
OG0000227	DR094_RS01620	NB623_RS01170
OG0000228	DR094_RS03855	NB623_RS01175
OG0000229	DR094_RS01630	NB623_RS01180
OG0000230	DR094_RS01635	NB623_RS01185
OG0000231	DR094_RS01645	NB623_RS01195
OG0000232	DR094_RS01655	NB623_RS01205
OG0000233	DR094_RS01665	NB623_RS01225
OG0000234	DR094_RS01695	NB623_RS01260
OG0000235	DR094_RS01705	NB623_RS01270
OG0000236	DR094_RS01710	NB623_RS01275
OG0000237	DR094_RS01730	NB623_RS01280
OG0000238	DR094_RS01735	NB623_RS01285
OG0000239	DR094_RS01765	NB623_RS03105
OG0000240	DR094_RS01770	NB623_RS03110
OG0000241	DR094_RS01780	NB623_RS03120
OG0000242	DR094_RS01785	NB623_RS03125
OG0000243	DR094_RS01790	NB623_RS03130
OG0000244	DR094_RS01800	NB623_RS03140
OG0000245	DR094_RS01810	NB623_RS03145
OG0000246	DR094_RS01005	NB623_RS00130
OG0000247	DR094_RS00995	NB623_RS00140
OG0000248	DR094_RS00970	NB623_RS00150
OG0000249	DR094_RS00965	NB623_RS00155
OG0000250	DR094_RS00950	NB623_RS00175
OG0000251	DR094_RS00920	NB623_RS00205
OG0000252	DR094_RS00910	NB623_RS00210
OG0000253	DR094_RS00905	NB623_RS00215
OG0000254	DR094_RS00895	NB623_RS00225
OG0000255	DR094_RS00890	NB623_RS00230
OG0000256	DR094_RS00885	NB623_RS00240
OG0000257	DR094_RS00860	NB623_RS00260
OG0000258	DR094_RS00850	NB623_RS00270
OG0000259	DR094_RS00820	NB623_RS00300
OG0000260	DR094_RS00810	NB623_RS00310
OG0000261	DR094_RS03570	NB623_RS00320
OG0000262	DR094_RS00785	NB623_RS00340
OG0000263	DR094_RS00770	NB623_RS00350
OG0000264	DR094_RS00755	NB623_RS00365
OG0000265	DR094_RS00745	NB623_RS00375
OG0000266	DR094_RS00730	NB623_RS00390
OG0000267	DR094_RS00715	NB623_RS00405
OG0000268	DR094_RS00710	NB623_RS00410
OG0000269	DR094_RS00695	NB623_RS00425
OG0000270	DR094_RS03620	NB623_RS03685
OG0000271	DR094_RS01250	NB623_RS03675
OG0000272	DR094_RS01255	NB623_RS03670
OG0000273	DR094_RS01260	NB623_RS03665
OG0000274	DR094_RS01280	NB623_RS03650
OG0000275	DR094_RS03625	NB623_RS03640
OG0000276	DR094_RS01290	NB623_RS03635
OG0000277	DR094_RS03630	NB623_RS03625
OG0000278	DR094_RS01305	NB623_RS03620
OG0000279	DR094_RS01315	NB623_RS03615
OG0000280	DR094_RS01320	NB623_RS03605
OG0000281	DR094_RS01325	NB623_RS03600
OG0000282	DR094_RS01350	NB623_RS03570
OG0000283	DR094_RS01355	NB623_RS03565
OG0000284	DR094_RS01360	NB623_RS03560
OG0000285	DR094_RS03645	NB623_RS03555
OG0000286	DR094_RS00065	NB623_RS02575
OG0000287	DR094_RS00090	NB623_RS02675
OG0000288	DR094_RS00100	NB623_RS02685
OG0000289	DR094_RS00105	NB623_RS02690
OG0000290	DR094_RS00215	NB623_RS02810
OG0000291	DR094_RS03090	NB623_RS02800
OG0000292	DR094_RS00200	NB623_RS02795
OG0000293	DR094_RS00195	NB623_RS02790
OG0000294	DR094_RS00185	NB623_RS02780
OG0000295	DR094_RS00180	NB623_RS02775
OG0000296	DR094_RS00140	NB623_RS02730
OG0000297	DR094_RS00135	NB623_RS02725
OG0000298	DR094_RS00955	NB623_RS00165
OG0000299	DR094_RS00935	NB623_RS00185
OG0000300	DR094_RS00760	NB623_RS00360
OG0000301	DR094_RS00725	NB623_RS00395
OG0000302	DR094_RS00720	NB623_RS00400
OG0000303	DR094_RS00585	NB623_RS00555
OG0000304	DR094_RS00550	NB623_RS01210
OG0000305	DR094_RS00420	NB623_RS03045
OG0000306	DR094_RS00340	NB623_RS02970
OG0000307	DR094_RS00300	NB623_RS02930
OG0000308	DR094_RS00225	NB623_RS02835
OG0000309	DR094_RS00170	NB623_RS02765
OG0000310	DR094_RS00095	NB623_RS02680
OG0000311	DR094_RS00045	NB623_RS02635
OG0000312	DR094_RS00025	NB623_RS02620
OG0000313	DR094_RS02585	NB623_RS01715
OG0000314	DR094_RS02905	NB623_RS02140
OG0000315	DR094_RS02935	NB623_RS02110
OG0000316	DR094_RS02945	NB623_RS02100
OG0000317	DR094_RS02685	NB623_RS02005
OG0000318	DR094_RS03800	NB623_RS02095
OG0000319	DR094_RS02055	NB623_RS02370
OG0000320	DR094_RS02120	NB623_RS02500
OG0000321	DR094_RS02185	NB623_RS01450
OG0000322	DR094_RS02230	NB623_RS01500
OG0000323	DR094_RS02805	NB623_RS01630
OG0000324	DR094_RS02470	NB623_RS02410
OG0000325	DR094_RS02430	NB623_RS00705
OG0000326	DR094_RS02335	NB623_RS00805
OG0000327	DR094_RS02330	NB623_RS00810
OG0000328	DR094_RS01470	NB623_RS00895
OG0000329	DR094_RS01490	NB623_RS00915
OG0000330	DR094_RS01675	NB623_RS01235
OG0000331	DR094_RS01795	NB623_RS03135
OG0000332	DR094_RS01895	NB623_RS03270
OG0000333	DR094_RS01905	NB623_RS03280
OG0000334	DR094_RS01970	NB623_RS03380
OG0000335	DR094_RS03715	NB623_RS03390
OG0000336	DR094_RS03640	NB623_RS03590
OG0000337	DR094_RS01135	NB623_RS03765
OG0000338	DR094_RS01095	NB623_RS03805
OG0000339	DR094_RS02140	NB623_RS02475
OG0000340	DR094_RS02165	NB623_RS01430
OG0000341	DR094_RS02490	NB623_RS02435
OG0000342	DR094_RS02400	NB623_RS00735
OG0000343	DR094_RS01915	NB623_RS03290
OG0000344	DR094_RS00570	NB623_RS00570
OG0000345	DR094_RS01605	NB623_RS01155
OG0000346	DR094_RS03635	NB623_RS03595
OG0000347	DR094_RS02255	NB623_RS01525
OG0000348	DR094_RS03740	NB623_RS00815
OG0000349	DR094_RS01270	NB623_RS03655
OG0000350	DR094_RS00335	NB623_RS02920
OG0000351	DR094_RS00635	NB623_RS00480
OG0000352	DR094_RS02885	NB623_RS02160
OG0000353	DR094_RS02225	NB623_RS01490
OG0000354	DR094_RS00520	NB623_RS00630
OG0000355	DR094_RS03775	NB623_RS02185
OG0000356	DR094_RS03825	NB623_RS02105
OG0000357	DR094_RS03700	NB623_RS03245
OG0000358	DR094_RS01880	NB623_RS03250
OG0000359	DR094_RS03745	NB623_RS00780
OG0000360	DR094_RS00855	NB623_RS00265
OG0000361	DR094_RS00825	NB623_RS00295
OG0000362	DR094_RS00115	NB623_RS02705
OG0000363	DR094_RS02300	NB623_RS01565
OG0000365	DR094_RS03785	NB623_RS02060
OG0000366	DR094_RS02655	NB623_RS02035
OG0000367	DR094_RS02665	NB623_RS02025
OG0000368	DR094_RS01030	NB623_RS00060
OG0000369	DR094_RS03585	NB623_RS00025
OG0000370	DR094_RS01070	NB623_RS00020
OG0000371	DR094_RS01075	NB623_RS00015
OG0000372	DR094_RS01080	NB623_RS00010
OG0000373	DR094_RS01105	NB623_RS03795
OG0000374	DR094_RS01115	NB623_RS03785
OG0000375	DR094_RS02050	NB623_RS02365
OG0000376	DR094_RS02105	NB623_RS02515
OG0000377	DR094_RS02115	NB623_RS02505
OG0000378	DR094_RS02150	NB623_RS01410
OG0000379	DR094_RS02220	NB623_RS01485
OG0000380	DR094_RS02245	NB623_RS01515
OG0000381	DR094_RS02285	NB623_RS01555
OG0000382	DR094_RS02760	NB623_RS01585
OG0000383	DR094_RS02800	NB623_RS01625
OG0000384	DR094_RS00630	NB623_RS00510
OG0000385	DR094_RS00625	NB623_RS00520
OG0000386	DR094_RS00605	NB623_RS00535
OG0000387	DR094_RS00580	NB623_RS00560
OG0000388	DR094_RS03560	NB623_RS00565
OG0000389	DR094_RS00540	NB623_RS00610
OG0000390	DR094_RS00440	NB623_RS03065
OG0000391	DR094_RS00430	NB623_RS03055
OG0000392	DR094_RS00405	NB623_RS03030
OG0000393	DR094_RS00350	NB623_RS02975
OG0000394	DR094_RS00285	NB623_RS02895
OG0000395	DR094_RS00280	NB623_RS02890
OG0000396	DR094_RS02575	NB623_RS02580
OG0000397	DR094_RS02620	NB623_RS02175
OG0000398	DR094_RS02625	NB623_RS02170
OG0000399	DR094_RS02920	NB623_RS02125
OG0000400	DR094_RS01840	NB623_RS03210
OG0000401	DR094_RS01900	NB623_RS03275
OG0000402	DR094_RS01910	NB623_RS03285
OG0000403	DR094_RS01920	NB623_RS03295
OG0000404	DR094_RS03705	NB623_RS03325
OG0000405	DR094_RS01955	NB623_RS03340
OG0000406	DR094_RS01985	NB623_RS03395
OG0000407	DR094_RS03720	NB623_RS03400
OG0000408	DR094_RS01995	NB623_RS03405
OG0000409	DR094_RS02000	NB623_RS03410
OG0000410	DR094_RS02860	NB623_RS03495
OG0000411	DR094_RS02870	NB623_RS03480
OG0000413	DR094_RS02540	NB623_RS01640
OG0000414	DR094_RS02530	NB623_RS01650
OG0000415	DR094_RS02525	NB623_RS01655
OG0000416	DR094_RS02515	NB623_RS01665
OG0000417	DR094_RS02485	NB623_RS02430
OG0000418	DR094_RS02480	NB623_RS02420
OG0000419	DR094_RS02420	NB623_RS00715
OG0000420	DR094_RS02385	NB623_RS00750
OG0000421	DR094_RS02350	NB623_RS00790
OG0000422	DR094_RS02340	NB623_RS00800
OG0000423	DR094_RS01430	NB623_RS00855
OG0000424	DR094_RS01435	NB623_RS00860
OG0000425	DR094_RS01445	NB623_RS00870
OG0000426	DR094_RS03675	NB623_RS00875
OG0000427	DR094_RS03680	NB623_RS00900
OG0000428	DR094_RS01500	NB623_RS00925
OG0000429	DR094_RS01595	NB623_RS01145
OG0000430	DR094_RS01640	NB623_RS01190
OG0000431	DR094_RS01650	NB623_RS01200
OG0000432	DR094_RS01670	NB623_RS01230
OG0000433	DR094_RS01680	NB623_RS01245
OG0000434	DR094_RS01685	NB623_RS01255
OG0000435	DR094_RS01700	NB623_RS01265
OG0000436	DR094_RS01740	NB623_RS01290
OG0000437	DR094_RS01750	NB623_RS01300
OG0000438	DR094_RS03695	NB623_RS01305
OG0000439	DR094_RS01760	NB623_RS01310
OG0000440	DR094_RS01775	NB623_RS03115
OG0000441	DR094_RS01815	NB623_RS03150
OG0000442	DR094_RS01000	NB623_RS00135
OG0000443	DR094_RS00940	NB623_RS00180
OG0000444	DR094_RS00925	NB623_RS00195
OG0000445	DR094_RS00900	NB623_RS00220
OG0000446	DR094_RS00875	NB623_RS00245
OG0000447	DR094_RS00870	NB623_RS00255
OG0000448	DR094_RS00840	NB623_RS00280
OG0000449	DR094_RS00815	NB623_RS00305
OG0000450	DR094_RS00805	NB623_RS00315
OG0000451	DR094_RS00765	NB623_RS00355
OG0000452	DR094_RS00740	NB623_RS00380
OG0000453	DR094_RS00705	NB623_RS00415
OG0000455	DR094_RS03615	NB623_RS03705
OG0000456	DR094_RS01345	NB623_RS03580
OG0000457	DR094_RS01370	NB623_RS03545
OG0000458	DR094_RS00085	NB623_RS02670
OG0000459	DR094_RS00110	NB623_RS02700
OG0000460	DR094_RS00120	NB623_RS02710
OG0000461	DR094_RS00165	NB623_RS02755
OG0000462	DR094_RS00160	NB623_RS02750
OG0000463	DR094_RS00155	NB623_RS02745
OG0000464	DR094_RS00150	NB623_RS02740
OG0000465	DR094_RS00145	NB623_RS02735
OG0000466	DR094_RS00735	NB623_RS00385
OG0000467	DR094_RS03535	NB623_RS02845
OG0000468	DR094_RS02915	NB623_RS02130
OG0000469	DR094_RS02710	NB623_RS02070
OG0000470	DR094_RS01425	NB623_RS00850
OG0000471	DR094_RS01505	NB623_RS00930
OG0000472	DR094_RS01405	NB623_RS03500
OG0000473	DR094_RS01240	NB623_RS03690
OG0000474	DR094_RS01235	NB623_RS03695
OG0000475	DR094_RS01230	NB623_RS03700
OG0000476	DR094_RS01195	NB623_RS01675
OG0000477	DR094_RS00190	NB623_RS02785
OG0000478	DR094_RS01295	NB623_RS03630
OG0000479	DR094_RS02180	NB623_RS01445
OG0000480	DR094_RS03065	NB623_RS02065
OG0000481	DR094_RS02315	NB623_RS00825
OG0000482	DR094_RS02455	NB623_RS01330
OG0000483	DR094_RS02670	NB623_RS02020
OG0000484	DR094_RS03575	NB623_RS00190
OG0000485	DR094_RS01745	NB623_RS01295
OG0000486	DR094_RS02505	NB623_RS02450
OG0000488	DR094_RS02640	NB623_RS02055
OG0000490	DR094_RS01100	NB623_RS03800
OG0000493	DR094_RS00565	NB623_RS00575
OG0000494	DR094_RS00515	NB623_RS00635
OG0000495	DR094_RS00375	NB623_RS03005
OG0000496	DR094_RS00365	NB623_RS02990
OG0000497	DR094_RS00360	NB623_RS02985
OG0000498	DR094_RS00290	NB623_RS02900
OG0000499	DR094_RS00250	NB623_RS02865
OG0000500	DR094_RS02630	NB623_RS02165
OG0000501	DR094_RS01850	NB623_RS03220
OG0000502	DR094_RS02445	NB623_RS01320
OG0000503	DR094_RS02370	NB623_RS00765
OG0000504	DR094_RS01480	NB623_RS00905
OG0000505	DR094_RS01515	NB623_RS01065
OG0000506	DR094_RS01525	NB623_RS01075
OG0000507	DR094_RS01560	NB623_RS01110
OG0000509	DR094_RS00845	NB623_RS00275
OG0000510	DR094_RS00835	NB623_RS00285
OG0000511	DR094_RS00700	NB623_RS00420
OG0000512	DR094_RS00125	NB623_RS02715
OG0000514	DR094_RS00400	NB623_RS03025
OG0000516	DR094_RS02725	NB623_RS02090
OG0000517	DR094_RS01025	NB623_RS00065
OG0000519	DR094_RS02345	NB623_RS00795
OG0000520	DR094_RS01495	NB623_RS00920
OG0000522	DR094_RS00830	NB623_RS00290
OG0000523	DR094_RS01375	NB623_RS03540
OG0000524	DR094_RS00230	NB623_RS02840
OG0000525	DR094_RS03660	NB623_RS03505
OG0000528	DR094_RS03790	NB623_RS02080
OG0000531	DR094_RS02250	NB623_RS01520
OG0000533	DR094_RS01660	NB623_RS00595
OG0000534	DR094_RS00750	NB623_RS00370
OG0000536	DR094_RS01170	NB623_RS03735
OG0000541	DR094_RS00265	NB623_RS02880
OG0000555	DR094_RS03120	NB623_RS03080
OG0000589	DR094_RS02835	NB623_RS01010
OG0000596	DR094_RS00980	NB623_RS01870
OG0000598	DR094_RS00985	NB623_RS01875
OG0000599	DR094_RS00990	NB623_RS01880
