Orthogroup	MFC_MF22_genes	MHP_KM014_genes
OG0000118	DR094_RS02190	CIB43_RS02205
OG0000119	DR094_RS02195	CIB43_RS02210
OG0000120	DR094_RS02210	CIB43_RS02230
OG0000121	DR094_RS02235	CIB43_RS02250
OG0000122	DR094_RS02240	CIB43_RS02255
OG0000123	DR094_RS02260	CIB43_RS02275
OG0000124	DR094_RS02265	CIB43_RS02280
OG0000125	DR094_RS02270	CIB43_RS02285
OG0000126	DR094_RS02280	CIB43_RS02295
OG0000127	DR094_RS02290	CIB43_RS02305
OG0000128	DR094_RS02750	CIB43_RS02320
OG0000129	DR094_RS02755	CIB43_RS02330
OG0000130	DR094_RS02765	CIB43_RS02335
OG0000131	DR094_RS02795	CIB43_RS02370
OG0000132	DR094_RS03810	CIB43_RS02385
OG0000133	DR094_RS00615	CIB43_RS01415
OG0000134	DR094_RS03565	CIB43_RS01425
OG0000135	DR094_RS00595	CIB43_RS01435
OG0000136	DR094_RS00590	CIB43_RS01440
OG0000137	DR094_RS00560	CIB43_RS01470
OG0000138	DR094_RS00535	CIB43_RS01495
OG0000139	DR094_RS00505	CIB43_RS01525
OG0000140	DR094_RS00500	CIB43_RS01540
OG0000141	DR094_RS00475	CIB43_RS03850
OG0000142	DR094_RS03550	CIB43_RS03845
OG0000143	DR094_RS00445	CIB43_RS03835
OG0000144	DR094_RS00435	CIB43_RS03815
OG0000145	DR094_RS00425	CIB43_RS03805
OG0000146	DR094_RS00415	CIB43_RS03790
OG0000147	DR094_RS00410	CIB43_RS03785
OG0000148	DR094_RS00395	CIB43_RS03780
OG0000149	DR094_RS00385	CIB43_RS03760
OG0000150	DR094_RS00370	CIB43_RS03745
OG0000151	DR094_RS00315	CIB43_RS03700
OG0000152	DR094_RS00310	CIB43_RS03695
OG0000153	DR094_RS00305	CIB43_RS03690
OG0000154	DR094_RS00295	CIB43_RS03680
OG0000155	DR094_RS00275	CIB43_RS03645
OG0000156	DR094_RS00260	CIB43_RS03635
OG0000157	DR094_RS03545	CIB43_RS03625
OG0000158	DR094_RS03540	CIB43_RS03620
OG0000159	DR094_RS00020	CIB43_RS03385
OG0000160	DR094_RS00015	CIB43_RS03380
OG0000161	DR094_RS00010	CIB43_RS03375
OG0000163	DR094_RS02565	CIB43_RS03370
OG0000164	DR094_RS03770	CIB43_RS02495
OG0000165	DR094_RS02890	CIB43_RS02840
OG0000166	DR094_RS02910	CIB43_RS02860
OG0000167	DR094_RS02925	CIB43_RS02875
OG0000168	DR094_RS02930	CIB43_RS02880
OG0000169	DR094_RS01830	CIB43_RS00130
OG0000171	DR094_RS01855	CIB43_RS00155
OG0000172	DR094_RS01860	CIB43_RS00160
OG0000173	DR094_RS01865	CIB43_RS00165
OG0000174	DR094_RS01870	CIB43_RS00170
OG0000175	DR094_RS01885	CIB43_RS00190
OG0000176	DR094_RS01925	CIB43_RS00235
OG0000177	DR094_RS01930	CIB43_RS00240
OG0000178	DR094_RS01935	CIB43_RS00245
OG0000179	DR094_RS01945	CIB43_RS00255
OG0000180	DR094_RS01950	CIB43_RS00260
OG0000181	DR094_RS03710	CIB43_RS00310
OG0000182	DR094_RS01975	CIB43_RS00320
OG0000183	DR094_RS02010	CIB43_RS00355
OG0000184	DR094_RS02865	CIB43_RS00430
OG0000185	DR094_RS02880	CIB43_RS00380
OG0000186	DR094_RS02535	CIB43_RS02400
OG0000187	DR094_RS02520	CIB43_RS02410
OG0000188	DR094_RS02510	CIB43_RS02425
OG0000189	DR094_RS03755	CIB43_RS03200
OG0000190	DR094_RS02495	CIB43_RS03195
OG0000191	DR094_RS02475	CIB43_RS03180
OG0000192	DR094_RS02465	CIB43_RS02085
OG0000193	DR094_RS02450	CIB43_RS02075
OG0000194	DR094_RS02440	CIB43_RS01560
OG0000195	DR094_RS02435	CIB43_RS01565
OG0000196	DR094_RS03750	CIB43_RS01585
OG0000197	DR094_RS02410	CIB43_RS01590
OG0000198	DR094_RS02395	CIB43_RS01605
OG0000199	DR094_RS02390	CIB43_RS01615
OG0000200	DR094_RS02375	CIB43_RS01630
OG0000201	DR094_RS02365	CIB43_RS01635
OG0000202	DR094_RS02310	CIB43_RS01690
OG0000203	DR094_RS02305	CIB43_RS01695
OG0000204	DR094_RS03670	CIB43_RS01700
OG0000205	DR094_RS01420	CIB43_RS01705
OG0000206	DR094_RS01440	CIB43_RS01735
OG0000207	DR094_RS01455	CIB43_RS01740
OG0000208	DR094_RS01460	CIB43_RS01745
OG0000209	DR094_RS01465	CIB43_RS01750
OG0000210	DR094_RS01510	CIB43_RS01800
OG0000211	DR094_RS01520	CIB43_RS01805
OG0000212	DR094_RS01530	CIB43_RS01815
OG0000213	DR094_RS01535	CIB43_RS01820
OG0000214	DR094_RS01540	CIB43_RS01825
OG0000215	DR094_RS01545	CIB43_RS01830
OG0000216	DR094_RS01550	CIB43_RS01835
OG0000217	DR094_RS01555	CIB43_RS01845
OG0000218	DR094_RS03690	CIB43_RS01850
OG0000219	DR094_RS01570	CIB43_RS01855
OG0000220	DR094_RS01575	CIB43_RS01860
OG0000221	DR094_RS01580	CIB43_RS01865
OG0000222	DR094_RS01585	CIB43_RS01870
OG0000223	DR094_RS01590	CIB43_RS01875
OG0000225	DR094_RS01610	CIB43_RS01895
OG0000226	DR094_RS01615	CIB43_RS01900
OG0000227	DR094_RS01620	CIB43_RS01905
OG0000228	DR094_RS03855	CIB43_RS01910
OG0000229	DR094_RS01630	CIB43_RS01915
OG0000230	DR094_RS01635	CIB43_RS01920
OG0000231	DR094_RS01645	CIB43_RS01935
OG0000232	DR094_RS01655	CIB43_RS01940
OG0000233	DR094_RS01665	CIB43_RS01965
OG0000234	DR094_RS01695	CIB43_RS02000
OG0000235	DR094_RS01705	CIB43_RS02005
OG0000236	DR094_RS01710	CIB43_RS02010
OG0000237	DR094_RS01730	CIB43_RS02015
OG0000238	DR094_RS01735	CIB43_RS02025
OG0000239	DR094_RS01765	CIB43_RS03860
OG0000240	DR094_RS01770	CIB43_RS03870
OG0000241	DR094_RS01780	CIB43_RS03875
OG0000242	DR094_RS01785	CIB43_RS03880
OG0000243	DR094_RS01790	CIB43_RS03885
OG0000244	DR094_RS01800	CIB43_RS03900
OG0000245	DR094_RS01810	CIB43_RS03905
OG0000246	DR094_RS01005	CIB43_RS00845
OG0000247	DR094_RS00995	CIB43_RS00850
OG0000248	DR094_RS00970	CIB43_RS00875
OG0000250	DR094_RS00950	CIB43_RS00885
OG0000251	DR094_RS00920	CIB43_RS00925
OG0000252	DR094_RS00910	CIB43_RS00930
OG0000253	DR094_RS00905	CIB43_RS00940
OG0000254	DR094_RS00895	CIB43_RS00950
OG0000255	DR094_RS00890	CIB43_RS00955
OG0000256	DR094_RS00885	CIB43_RS00960
OG0000257	DR094_RS00860	CIB43_RS00985
OG0000258	DR094_RS00850	CIB43_RS01015
OG0000259	DR094_RS00820	CIB43_RS01030
OG0000260	DR094_RS00810	CIB43_RS01045
OG0000262	DR094_RS00785	CIB43_RS01075
OG0000263	DR094_RS00770	CIB43_RS01080
OG0000264	DR094_RS00755	CIB43_RS01100
OG0000265	DR094_RS00745	CIB43_RS01110
OG0000266	DR094_RS00730	CIB43_RS01120
OG0000267	DR094_RS00715	CIB43_RS01135
OG0000268	DR094_RS00710	CIB43_RS01305
OG0000269	DR094_RS00695	CIB43_RS01320
OG0000270	DR094_RS03620	CIB43_RS00575
OG0000271	DR094_RS01250	CIB43_RS00570
OG0000272	DR094_RS01255	CIB43_RS00565
OG0000273	DR094_RS01260	CIB43_RS00560
OG0000274	DR094_RS01280	CIB43_RS00545
OG0000275	DR094_RS03625	CIB43_RS00535
OG0000276	DR094_RS01290	CIB43_RS00530
OG0000277	DR094_RS03630	CIB43_RS00525
OG0000278	DR094_RS01305	CIB43_RS00515
OG0000279	DR094_RS01315	CIB43_RS00510
OG0000280	DR094_RS01320	CIB43_RS00500
OG0000281	DR094_RS01325	CIB43_RS00495
OG0000283	DR094_RS01355	CIB43_RS00475
OG0000284	DR094_RS01360	CIB43_RS00460
OG0000285	DR094_RS03645	CIB43_RS00455
OG0000286	DR094_RS00065	CIB43_RS03345
OG0000287	DR094_RS00090	CIB43_RS03440
OG0000288	DR094_RS00100	CIB43_RS03450
OG0000289	DR094_RS00105	CIB43_RS03455
OG0000290	DR094_RS00215	CIB43_RS03565
OG0000291	DR094_RS03090	CIB43_RS03560
OG0000292	DR094_RS00200	CIB43_RS03550
OG0000293	DR094_RS00195	CIB43_RS03545
OG0000294	DR094_RS00185	CIB43_RS03540
OG0000295	DR094_RS00180	CIB43_RS03530
OG0000296	DR094_RS00140	CIB43_RS03495
OG0000297	DR094_RS00135	CIB43_RS03485
OG0000298	DR094_RS00955	CIB43_RS00880
OG0000299	DR094_RS00935	CIB43_RS00915
OG0000300	DR094_RS00760	CIB43_RS01090
OG0000301	DR094_RS00725	CIB43_RS01125
OG0000302	DR094_RS00720	CIB43_RS01130
OG0000303	DR094_RS00585	CIB43_RS01455
OG0000304	DR094_RS00550	CIB43_RS01950
OG0000305	DR094_RS00420	CIB43_RS03795
OG0000306	DR094_RS00340	CIB43_RS03725
OG0000307	DR094_RS00300	CIB43_RS03685
OG0000308	DR094_RS00225	CIB43_RS03600
OG0000309	DR094_RS00170	CIB43_RS03520
OG0000310	DR094_RS00095	CIB43_RS03445
OG0000311	DR094_RS00045	CIB43_RS03405
OG0000312	DR094_RS00025	CIB43_RS03390
OG0000313	DR094_RS02585	CIB43_RS02485
OG0000314	DR094_RS02905	CIB43_RS02855
OG0000315	DR094_RS02935	CIB43_RS02885
OG0000316	DR094_RS02945	CIB43_RS02895
OG0000317	DR094_RS02685	CIB43_RS02985
OG0000318	DR094_RS03800	CIB43_RS02900
OG0000319	DR094_RS02055	CIB43_RS03125
OG0000320	DR094_RS02120	CIB43_RS03270
OG0000321	DR094_RS02185	CIB43_RS02200
OG0000322	DR094_RS02230	CIB43_RS02245
OG0000323	DR094_RS02805	CIB43_RS02375
OG0000324	DR094_RS02470	CIB43_RS03170
OG0000325	DR094_RS02430	CIB43_RS01570
OG0000326	DR094_RS02335	CIB43_RS01665
OG0000327	DR094_RS02330	CIB43_RS01670
OG0000328	DR094_RS01470	CIB43_RS01760
OG0000329	DR094_RS01490	CIB43_RS01775
OG0000330	DR094_RS01675	CIB43_RS01970
OG0000331	DR094_RS01795	CIB43_RS03890
OG0000332	DR094_RS01895	CIB43_RS00200
OG0000333	DR094_RS01905	CIB43_RS00210
OG0000334	DR094_RS01970	CIB43_RS00315
OG0000335	DR094_RS03715	CIB43_RS00340
OG0000336	DR094_RS03640	CIB43_RS00485
OG0000337	DR094_RS01135	CIB43_RS00655
OG0000338	DR094_RS01095	CIB43_RS00695
OG0000339	DR094_RS02140	CIB43_RS03235
OG0000340	DR094_RS02165	CIB43_RS02185
OG0000341	DR094_RS02490	CIB43_RS03190
OG0000342	DR094_RS02400	CIB43_RS01600
OG0000343	DR094_RS01915	CIB43_RS00215
OG0000344	DR094_RS00570	CIB43_RS01465
OG0000345	DR094_RS01605	CIB43_RS01890
OG0000346	DR094_RS03635	CIB43_RS00490
OG0000347	DR094_RS02255	CIB43_RS02270
OG0000348	DR094_RS03740	CIB43_RS01685
OG0000349	DR094_RS01270	CIB43_RS00550
OG0000350	DR094_RS00335	CIB43_RS03675
OG0000351	DR094_RS00635	CIB43_RS01385
OG0000352	DR094_RS02885	CIB43_RS02830
OG0000353	DR094_RS02225	CIB43_RS02240
OG0000354	DR094_RS00520	CIB43_RS01515
OG0000355	DR094_RS03775	CIB43_RS02805
OG0000356	DR094_RS03825	CIB43_RS02890
OG0000357	DR094_RS03700	CIB43_RS00175
OG0000358	DR094_RS01880	CIB43_RS00180
OG0000359	DR094_RS03745	CIB43_RS01650
OG0000360	DR094_RS00855	CIB43_RS00990
OG0000361	DR094_RS00825	CIB43_RS01020
OG0000362	DR094_RS00115	CIB43_RS03475
OG0000363	DR094_RS02300	CIB43_RS02310
OG0000369	DR094_RS03585	CIB43_RS00725
OG0000370	DR094_RS01070	CIB43_RS00720
OG0000378	DR094_RS02150	CIB43_RS02160
OG0000379	DR094_RS02220	CIB43_RS02235
OG0000380	DR094_RS02245	CIB43_RS02260
OG0000381	DR094_RS02285	CIB43_RS02300
OG0000385	DR094_RS00625	CIB43_RS01405
OG0000389	DR094_RS00540	CIB43_RS01490
OG0000394	DR094_RS00285	CIB43_RS03660
OG0000396	DR094_RS02575	CIB43_RS03350
OG0000403	DR094_RS01920	CIB43_RS00220
OG0000404	DR094_RS03705	CIB43_RS00250
OG0000405	DR094_RS01955	CIB43_RS00265
OG0000409	DR094_RS02000	CIB43_RS00345
OG0000412	DR094_RS02875	CIB43_RS00390
OG0000417	DR094_RS02485	CIB43_RS03185
OG0000428	DR094_RS01500	CIB43_RS01785
OG0000429	DR094_RS01595	CIB43_RS01885
OG0000430	DR094_RS01640	CIB43_RS01925
OG0000434	DR094_RS01685	CIB43_RS01985
OG0000436	DR094_RS01740	CIB43_RS02030
OG0000437	DR094_RS01750	CIB43_RS02065
OG0000441	DR094_RS01815	CIB43_RS03910
OG0000451	DR094_RS00765	CIB43_RS01085
OG0000453	DR094_RS00705	CIB43_RS01315
OG0000457	DR094_RS01370	CIB43_RS00450
OG0000459	DR094_RS00110	CIB43_RS03460
OG0000463	DR094_RS00155	CIB43_RS03515
OG0000464	DR094_RS00150	CIB43_RS03500
OG0000466	DR094_RS00735	CIB43_RS01115
OG0000468	DR094_RS02915	CIB43_RS02870
OG0000471	DR094_RS01505	CIB43_RS01790
OG0000473	DR094_RS01240	CIB43_RS00580
OG0000474	DR094_RS01235	CIB43_RS00585
OG0000475	DR094_RS01230	CIB43_RS00595
OG0000482	DR094_RS02455	CIB43_RS02080
OG0000485	DR094_RS01745	CIB43_RS02035
OG0000486	DR094_RS02505	CIB43_RS03205
OG0000487	DR094_RS03795	CIB43_RS02915
OG0000488	DR094_RS02640	CIB43_RS02940
OG0000489	DR094_RS01040	CIB43_RS00750
OG0000491	DR094_RS02200	CIB43_RS02220
OG0000492	DR094_RS02275	CIB43_RS02290
OG0000495	DR094_RS00375	CIB43_RS03750
OG0000502	DR094_RS02445	CIB43_RS02070
OG0000504	DR094_RS01480	CIB43_RS01770
OG0000506	DR094_RS01525	CIB43_RS01810
OG0000508	DR094_RS00880	CIB43_RS00980
OG0000517	DR094_RS01025	CIB43_RS00765
OG0000519	DR094_RS02345	CIB43_RS01660
OG0000520	DR094_RS01495	CIB43_RS01780
OG0000523	DR094_RS01375	CIB43_RS00445
OG0000529	DR094_RS02065	CIB43_RS03135
OG0000530	DR094_RS02130	CIB43_RS03250
OG0000531	DR094_RS02250	CIB43_RS02265
OG0000537	DR094_RS02405	CIB43_RS01595
OG0000538	DR094_RS01690	CIB43_RS01990
OG0000589	DR094_RS02835	CIB43_RS03055
