Orthogroup	MHP_ES2_genes	MHP_11_genes
OG0000119	E5E95_RS01360	B5C39_RS01555
OG0000120	E5E95_RS01375	B5C39_RS01540
OG0000121	E5E95_RS01400	B5C39_RS01515
OG0000122	E5E95_RS01405	B5C39_RS01510
OG0000123	E5E95_RS01425	B5C39_RS01490
OG0000124	E5E95_RS01430	B5C39_RS01485
OG0000125	E5E95_RS01435	B5C39_RS01480
OG0000126	E5E95_RS01445	B5C39_RS01470
OG0000127	E5E95_RS01455	B5C39_RS01460
OG0000128	E5E95_RS01470	B5C39_RS01445
OG0000129	E5E95_RS01475	B5C39_RS01440
OG0000130	E5E95_RS01485	B5C39_RS01430
OG0000131	E5E95_RS01515	B5C39_RS01400
OG0000132	E5E95_RS01530	B5C39_RS01385
OG0000133	E5E95_RS00530	B5C39_RS02365
OG0000134	E5E95_RS00535	B5C39_RS02360
OG0000135	E5E95_RS00550	B5C39_RS02345
OG0000136	E5E95_RS00555	B5C39_RS02340
OG0000137	E5E95_RS00585	B5C39_RS02310
OG0000138	E5E95_RS00620	B5C39_RS02275
OG0000139	E5E95_RS00650	B5C39_RS02245
OG0000140	E5E95_RS00655	B5C39_RS02240
OG0000141	E5E95_RS03135	B5C39_RS00155
OG0000142	E5E95_RS03130	B5C39_RS00150
OG0000143	E5E95_RS03105	B5C39_RS00125
OG0000144	E5E95_RS03095	B5C39_RS00115
OG0000145	E5E95_RS03085	B5C39_RS00105
OG0000146	E5E95_RS03075	B5C39_RS00095
OG0000147	E5E95_RS03070	B5C39_RS00090
OG0000148	E5E95_RS03055	B5C39_RS00075
OG0000149	E5E95_RS03045	B5C39_RS00065
OG0000150	E5E95_RS03030	B5C39_RS00050
OG0000151	E5E95_RS02985	B5C39_RS03055
OG0000152	E5E95_RS02980	B5C39_RS03050
OG0000153	E5E95_RS02975	B5C39_RS03045
OG0000154	E5E95_RS02965	B5C39_RS03035
OG0000155	E5E95_RS02925	B5C39_RS02995
OG0000156	E5E95_RS02915	B5C39_RS02985
OG0000157	E5E95_RS02910	B5C39_RS02980
OG0000158	E5E95_RS02905	B5C39_RS03905
OG0000159	E5E95_RS04310	B5C39_RS03950
OG0000160	E5E95_RS02665	B5C39_RS02735
OG0000161	E5E95_RS02660	B5C39_RS02730
OG0000162	E5E95_RS02650	B5C39_RS02720
OG0000163	E5E95_RS02645	B5C39_RS02715
OG0000164	E5E95_RS01630	B5C39_RS03120
OG0000165	E5E95_RS02055	B5C39_RS03445
OG0000166	E5E95_RS02080	B5C39_RS03465
OG0000167	E5E95_RS02095	B5C39_RS03480
OG0000168	E5E95_RS02100	B5C39_RS03485
OG0000169	E5E95_RS03255	B5C39_RS00235
OG0000170	E5E95_RS03270	B5C39_RS00250
OG0000171	E5E95_RS03280	B5C39_RS00260
OG0000172	E5E95_RS03285	B5C39_RS00265
OG0000173	E5E95_RS03290	B5C39_RS00270
OG0000174	E5E95_RS03295	B5C39_RS00275
OG0000175	E5E95_RS03310	B5C39_RS00290
OG0000176	E5E95_RS03360	B5C39_RS00340
OG0000177	E5E95_RS03365	B5C39_RS00345
OG0000178	E5E95_RS03370	B5C39_RS00350
OG0000179	E5E95_RS03380	B5C39_RS00360
OG0000180	E5E95_RS03385	B5C39_RS00365
OG0000181	E5E95_RS03435	B5C39_RS00405
OG0000182	E5E95_RS03445	B5C39_RS00415
OG0000183	E5E95_RS03480	B5C39_RS00450
OG0000184	E5E95_RS03525	B5C39_RS00495
OG0000185	E5E95_RS03510	B5C39_RS00480
OG0000186	E5E95_RS01540	B5C39_RS01375
OG0000187	E5E95_RS01555	B5C39_RS01360
OG0000188	E5E95_RS01565	B5C39_RS01350
OG0000189	E5E95_RS02415	B5C39_RS02580
OG0000190	E5E95_RS02410	B5C39_RS02575
OG0000191	E5E95_RS02390	B5C39_RS02555
OG0000192	E5E95_RS01235	B5C39_RS01685
OG0000193	E5E95_RS01225	B5C39_RS01695
OG0000194	E5E95_RS00690	B5C39_RS02215
OG0000195	E5E95_RS00695	B5C39_RS02210
OG0000196	E5E95_RS00715	B5C39_RS02190
OG0000197	E5E95_RS00720	B5C39_RS02185
OG0000198	E5E95_RS00735	B5C39_RS02170
OG0000199	E5E95_RS00740	B5C39_RS02165
OG0000200	E5E95_RS00755	B5C39_RS02150
OG0000201	E5E95_RS00765	B5C39_RS02140
OG0000202	E5E95_RS00820	B5C39_RS02085
OG0000203	E5E95_RS00825	B5C39_RS02080
OG0000204	E5E95_RS00830	B5C39_RS02075
OG0000205	E5E95_RS00835	B5C39_RS02070
OG0000206	E5E95_RS00855	B5C39_RS02050
OG0000207	E5E95_RS00870	B5C39_RS02035
OG0000208	E5E95_RS00875	B5C39_RS02030
OG0000209	E5E95_RS00880	B5C39_RS02025
OG0000210	E5E95_RS00925	B5C39_RS01980
OG0000211	E5E95_RS00955	B5C39_RS01970
OG0000212	E5E95_RS00965	B5C39_RS01960
OG0000213	E5E95_RS00970	B5C39_RS01955
OG0000214	E5E95_RS00975	B5C39_RS01950
OG0000215	E5E95_RS00980	B5C39_RS01945
OG0000216	E5E95_RS00985	B5C39_RS01940
OG0000217	E5E95_RS00995	B5C39_RS01935
OG0000218	E5E95_RS01000	B5C39_RS01925
OG0000219	E5E95_RS01005	B5C39_RS01920
OG0000220	E5E95_RS01010	B5C39_RS01915
OG0000221	E5E95_RS01015	B5C39_RS01910
OG0000222	E5E95_RS01020	B5C39_RS01905
OG0000223	E5E95_RS01025	B5C39_RS01900
OG0000224	E5E95_RS01035	B5C39_RS01890
OG0000225	E5E95_RS01045	B5C39_RS01880
OG0000226	E5E95_RS01050	B5C39_RS01875
OG0000227	E5E95_RS01055	B5C39_RS01870
OG0000228	E5E95_RS04285	B5C39_RS03945
OG0000229	E5E95_RS01065	B5C39_RS01860
OG0000230	E5E95_RS01070	B5C39_RS01855
OG0000231	E5E95_RS01080	B5C39_RS01845
OG0000232	E5E95_RS01090	B5C39_RS01835
OG0000233	E5E95_RS01110	B5C39_RS01815
OG0000234	E5E95_RS01145	B5C39_RS01780
OG0000235	E5E95_RS01155	B5C39_RS01770
OG0000236	E5E95_RS01160	B5C39_RS01765
OG0000237	E5E95_RS01165	B5C39_RS01760
OG0000238	E5E95_RS01175	B5C39_RS01750
OG0000239	E5E95_RS03145	B5C39_RS00165
OG0000240	E5E95_RS03150	B5C39_RS00170
OG0000241	E5E95_RS03160	B5C39_RS00180
OG0000242	E5E95_RS03165	B5C39_RS00185
OG0000243	E5E95_RS03170	B5C39_RS00190
OG0000244	E5E95_RS03180	B5C39_RS00200
OG0000245	E5E95_RS03190	B5C39_RS00210
OG0000246	E5E95_RS00130	B5C39_RS00955
OG0000247	E5E95_RS00140	B5C39_RS00965
OG0000248	E5E95_RS00150	B5C39_RS00975
OG0000249	E5E95_RS00155	B5C39_RS00980
OG0000250	E5E95_RS00170	B5C39_RS00995
OG0000251	E5E95_RS00205	B5C39_RS01030
OG0000252	E5E95_RS00215	B5C39_RS01040
OG0000253	E5E95_RS00220	B5C39_RS01045
OG0000254	E5E95_RS00230	B5C39_RS01055
OG0000255	E5E95_RS00240	B5C39_RS01065
OG0000256	E5E95_RS00245	B5C39_RS01070
OG0000257	E5E95_RS00270	B5C39_RS01095
OG0000258	E5E95_RS00280	B5C39_RS01105
OG0000259	E5E95_RS00310	B5C39_RS01135
OG0000260	E5E95_RS00320	B5C39_RS01145
OG0000261	E5E95_RS00330	B5C39_RS01155
OG0000262	E5E95_RS00350	B5C39_RS01175
OG0000263	E5E95_RS00360	B5C39_RS01190
OG0000264	E5E95_RS00375	B5C39_RS01205
OG0000265	E5E95_RS00385	B5C39_RS01215
OG0000266	E5E95_RS00400	B5C39_RS01235
OG0000267	E5E95_RS00415	B5C39_RS01250
OG0000268	E5E95_RS00420	B5C39_RS02480
OG0000269	E5E95_RS00435	B5C39_RS02465
OG0000270	E5E95_RS03710	B5C39_RS00680
OG0000271	E5E95_RS03705	B5C39_RS00675
OG0000272	E5E95_RS03700	B5C39_RS00670
OG0000273	E5E95_RS03695	B5C39_RS00665
OG0000274	E5E95_RS03675	B5C39_RS00645
OG0000275	E5E95_RS03670	B5C39_RS00640
OG0000276	E5E95_RS03665	B5C39_RS00635
OG0000277	E5E95_RS03655	B5C39_RS00625
OG0000278	E5E95_RS03650	B5C39_RS00620
OG0000279	E5E95_RS03640	B5C39_RS00610
OG0000280	E5E95_RS03635	B5C39_RS00605
OG0000281	E5E95_RS03630	B5C39_RS00600
OG0000282	E5E95_RS03605	B5C39_RS00575
OG0000283	E5E95_RS03600	B5C39_RS00570
OG0000284	E5E95_RS03595	B5C39_RS00565
OG0000285	E5E95_RS03590	B5C39_RS00560
OG0000286	E5E95_RS04305	B5C39_RS02700
OG0000287	E5E95_RS02720	B5C39_RS02795
OG0000288	E5E95_RS02730	B5C39_RS02805
OG0000289	E5E95_RS02735	B5C39_RS02810
OG0000290	E5E95_RS02845	B5C39_RS02920
OG0000291	E5E95_RS02835	B5C39_RS02910
OG0000292	E5E95_RS02830	B5C39_RS02905
OG0000293	E5E95_RS02825	B5C39_RS02900
OG0000294	E5E95_RS02815	B5C39_RS02890
OG0000295	E5E95_RS02810	B5C39_RS02885
OG0000296	E5E95_RS02770	B5C39_RS02845
OG0000297	E5E95_RS02765	B5C39_RS02840
OG0000298	E5E95_RS00165	B5C39_RS00990
OG0000299	E5E95_RS00190	B5C39_RS01015
OG0000300	E5E95_RS00370	B5C39_RS01200
OG0000301	E5E95_RS00405	B5C39_RS01240
OG0000302	E5E95_RS00410	B5C39_RS01245
OG0000303	E5E95_RS00560	B5C39_RS02335
OG0000304	E5E95_RS01095	B5C39_RS01830
OG0000305	E5E95_RS03080	B5C39_RS00100
OG0000306	E5E95_RS03005	B5C39_RS03080
OG0000307	E5E95_RS02970	B5C39_RS03040
OG0000308	E5E95_RS02875	B5C39_RS02940
OG0000309	E5E95_RS02800	B5C39_RS02875
OG0000310	E5E95_RS02725	B5C39_RS02800
OG0000311	E5E95_RS02690	B5C39_RS02760
OG0000312	E5E95_RS02675	B5C39_RS02745
OG0000313	E5E95_RS01620	B5C39_RS03110
OG0000314	E5E95_RS02075	B5C39_RS03460
OG0000315	E5E95_RS02105	B5C39_RS03490
OG0000316	E5E95_RS02115	B5C39_RS03500
OG0000317	E5E95_RS02205	B5C39_RS03590
OG0000318	E5E95_RS02120	B5C39_RS03505
OG0000319	E5E95_RS02345	B5C39_RS02510
OG0000320	E5E95_RS02570	B5C39_RS02645
OG0000321	E5E95_RS01350	B5C39_RS01565
OG0000322	E5E95_RS01395	B5C39_RS01520
OG0000323	E5E95_RS01525	B5C39_RS01390
OG0000324	E5E95_RS02385	B5C39_RS02550
OG0000325	E5E95_RS00700	B5C39_RS02205
OG0000326	E5E95_RS00795	B5C39_RS02110
OG0000327	E5E95_RS00800	B5C39_RS02105
OG0000328	E5E95_RS00885	B5C39_RS02020
OG0000329	E5E95_RS00905	B5C39_RS02000
OG0000330	E5E95_RS01120	B5C39_RS01805
OG0000331	E5E95_RS03175	B5C39_RS00195
OG0000332	E5E95_RS03320	B5C39_RS00300
OG0000333	E5E95_RS03330	B5C39_RS00310
OG0000334	E5E95_RS03440	B5C39_RS00410
OG0000335	E5E95_RS03450	B5C39_RS00420
OG0000336	E5E95_RS03620	B5C39_RS00590
OG0000337	E5E95_RS03795	B5C39_RS00770
OG0000338	E5E95_RS03835	B5C39_RS00810
OG0000339	E5E95_RS02540	B5C39_RS02615
OG0000340	E5E95_RS01330	B5C39_RS01585
OG0000341	E5E95_RS02405	B5C39_RS02570
OG0000342	E5E95_RS00730	B5C39_RS02175
OG0000343	E5E95_RS03340	B5C39_RS00320
OG0000344	E5E95_RS00575	B5C39_RS02320
OG0000345	E5E95_RS01040	B5C39_RS01885
OG0000346	E5E95_RS03625	B5C39_RS03940
OG0000347	E5E95_RS01420	B5C39_RS01495
OG0000348	E5E95_RS00805	B5C39_RS02100
OG0000349	E5E95_RS03685	B5C39_RS00655
OG0000350	E5E95_RS02960	B5C39_RS03030
OG0000351	E5E95_RS00495	B5C39_RS02405
OG0000352	E5E95_RS02050	B5C39_RS03440
OG0000353	E5E95_RS01390	B5C39_RS01525
OG0000354	E5E95_RS00635	B5C39_RS02260
OG0000355	E5E95_RS02020	B5C39_RS03410
OG0000356	E5E95_RS02110	B5C39_RS03495
OG0000357	E5E95_RS03300	B5C39_RS00280
OG0000358	E5E95_RS03305	B5C39_RS00285
OG0000359	E5E95_RS00775	B5C39_RS02130
OG0000360	E5E95_RS00275	B5C39_RS01100
OG0000361	E5E95_RS00305	B5C39_RS01130
OG0000362	E5E95_RS02745	B5C39_RS02820
OG0000363	E5E95_RS03985	B5C39_RS03800
OG0000364	E5E95_RS01995	B5C39_RS03710, B5C39_RS03715
OG0000365	E5E95_RS02150	B5C39_RS03540
OG0000366	E5E95_RS02175	B5C39_RS03560
OG0000367	E5E95_RS02185	B5C39_RS03570
OG0000368	E5E95_RS00060	B5C39_RS00875
OG0000369	E5E95_RS00025	B5C39_RS00840
OG0000370	E5E95_RS00020	B5C39_RS00835
OG0000371	E5E95_RS00015	B5C39_RS00830
OG0000372	E5E95_RS00010	B5C39_RS00825
OG0000373	E5E95_RS03825	B5C39_RS00800
OG0000374	E5E95_RS03815	B5C39_RS00790
OG0000375	E5E95_RS02340	B5C39_RS02505
OG0000376	E5E95_RS02585	B5C39_RS02660
OG0000377	E5E95_RS02575	B5C39_RS02650
OG0000378	E5E95_RS01310	B5C39_RS01605
OG0000379	E5E95_RS01385	B5C39_RS01530
OG0000380	E5E95_RS01410	B5C39_RS01505
OG0000381	E5E95_RS01450	B5C39_RS01465
OG0000382	E5E95_RS01480	B5C39_RS01435
OG0000383	E5E95_RS01520	B5C39_RS01395
OG0000384	E5E95_RS00515	B5C39_RS02380
OG0000385	E5E95_RS00520	B5C39_RS02375
OG0000386	E5E95_RS00540	B5C39_RS02355
OG0000387	E5E95_RS00565	B5C39_RS02330
OG0000388	E5E95_RS00570	B5C39_RS02325
OG0000389	E5E95_RS00615	B5C39_RS02280
OG0000390	E5E95_RS03100	B5C39_RS00120
OG0000391	E5E95_RS03090	B5C39_RS00110
OG0000392	E5E95_RS03065	B5C39_RS00085
OG0000393	E5E95_RS03010	B5C39_RS00030
OG0000394	E5E95_RS02940	B5C39_RS03005
OG0000395	E5E95_RS02930	B5C39_RS03000
OG0000397	E5E95_RS02035	B5C39_RS03425
OG0000398	E5E95_RS02040	B5C39_RS03430
OG0000399	E5E95_RS02090	B5C39_RS03475
OG0000400	E5E95_RS03265	B5C39_RS00245
OG0000401	E5E95_RS03325	B5C39_RS00305
OG0000402	E5E95_RS03335	B5C39_RS00315
OG0000403	E5E95_RS03345	B5C39_RS00325
OG0000404	E5E95_RS03375	B5C39_RS00355
OG0000405	E5E95_RS03390	B5C39_RS00370
OG0000406	E5E95_RS03455	B5C39_RS00425
OG0000407	E5E95_RS03460	B5C39_RS00430
OG0000408	E5E95_RS03465	B5C39_RS00435
OG0000409	E5E95_RS03470	B5C39_RS00440
OG0000410	E5E95_RS03530	B5C39_RS00500
OG0000411	E5E95_RS03520	B5C39_RS00490
OG0000412	E5E95_RS03515	B5C39_RS00485
OG0000413	E5E95_RS01535	B5C39_RS01380
OG0000414	E5E95_RS01545	B5C39_RS01370
OG0000415	E5E95_RS01550	B5C39_RS01365
OG0000416	E5E95_RS01560	B5C39_RS01355
OG0000417	E5E95_RS02400	B5C39_RS02565
OG0000418	E5E95_RS02395	B5C39_RS02560
OG0000419	E5E95_RS00710	B5C39_RS02195
OG0000420	E5E95_RS00745	B5C39_RS02160
OG0000421	E5E95_RS00780	B5C39_RS02125
OG0000422	E5E95_RS00790	B5C39_RS02115
OG0000423	E5E95_RS00845	B5C39_RS02060
OG0000424	E5E95_RS00850	B5C39_RS02055
OG0000425	E5E95_RS00860	B5C39_RS02045
OG0000426	E5E95_RS00865	B5C39_RS02040
OG0000427	E5E95_RS00890	B5C39_RS02015
OG0000428	E5E95_RS00915	B5C39_RS01990
OG0000429	E5E95_RS01030	B5C39_RS01895
OG0000430	E5E95_RS01075	B5C39_RS01850
OG0000431	E5E95_RS01085	B5C39_RS01840
OG0000432	E5E95_RS01115	B5C39_RS01810
OG0000433	E5E95_RS01130	B5C39_RS01795
OG0000434	E5E95_RS01135	B5C39_RS01790
OG0000435	E5E95_RS01150	B5C39_RS01775
OG0000436	E5E95_RS01180	B5C39_RS01745
OG0000437	E5E95_RS01190	B5C39_RS01735
OG0000438	E5E95_RS01195	B5C39_RS01730
OG0000439	E5E95_RS01200	B5C39_RS01725
OG0000440	E5E95_RS03155	B5C39_RS00175
OG0000441	E5E95_RS03195	B5C39_RS00215
OG0000442	E5E95_RS00135	B5C39_RS00960
OG0000443	E5E95_RS00185	B5C39_RS01010
OG0000444	E5E95_RS00200	B5C39_RS01025
OG0000445	E5E95_RS00225	B5C39_RS01050
OG0000446	E5E95_RS00255	B5C39_RS01080
OG0000447	E5E95_RS00260	B5C39_RS01085
OG0000448	E5E95_RS00290	B5C39_RS01115
OG0000449	E5E95_RS00315	B5C39_RS01140
OG0000450	E5E95_RS00325	B5C39_RS01150
OG0000451	E5E95_RS00365	B5C39_RS01195
OG0000452	E5E95_RS00390	B5C39_RS01225
OG0000453	E5E95_RS00425	B5C39_RS02475
OG0000454	E5E95_RS01735, E5E95_RS02455	B5C39_RS00020
OG0000455	E5E95_RS03730	B5C39_RS00700
OG0000456	E5E95_RS03610	B5C39_RS00580
OG0000457	E5E95_RS03585	B5C39_RS00555
OG0000458	E5E95_RS02715	B5C39_RS02790
OG0000459	E5E95_RS02740	B5C39_RS02815
OG0000460	E5E95_RS02750	B5C39_RS02825
OG0000461	E5E95_RS02795	B5C39_RS02870
OG0000462	E5E95_RS02790	B5C39_RS02865
OG0000463	E5E95_RS02785	B5C39_RS02860
OG0000464	E5E95_RS02780	B5C39_RS02855
OG0000465	E5E95_RS02775	B5C39_RS02850
OG0000466	E5E95_RS00395	B5C39_RS01230
OG0000467	E5E95_RS02880	B5C39_RS02950
OG0000468	E5E95_RS02085	B5C39_RS03470
OG0000469	E5E95_RS02145	B5C39_RS03530
OG0000470	E5E95_RS03895	B5C39_RS03690
OG0000471	E5E95_RS00920	B5C39_RS01985
OG0000472	E5E95_RS03540	B5C39_RS00510
OG0000473	E5E95_RS03715	B5C39_RS00685
OG0000474	E5E95_RS03720	B5C39_RS00690
OG0000475	E5E95_RS03725	B5C39_RS00695
OG0000476	E5E95_RS01570	B5C39_RS01345
OG0000477	E5E95_RS02820	B5C39_RS02895
OG0000478	E5E95_RS03660	B5C39_RS00630
OG0000479	E5E95_RS01345	B5C39_RS01570
OG0000480	E5E95_RS03865	B5C39_RS03725
OG0000481	E5E95_RS00815	B5C39_RS02090
OG0000482	E5E95_RS01230	B5C39_RS01690
OG0000483	E5E95_RS02190	B5C39_RS03575
OG0000484	E5E95_RS00195	B5C39_RS01020
OG0000485	E5E95_RS01185	B5C39_RS01740
OG0000486	E5E95_RS02420	B5C39_RS02585
OG0000487	E5E95_RS02125	B5C39_RS03510
OG0000488	E5E95_RS02160	B5C39_RS03545
OG0000489	E5E95_RS00050	B5C39_RS00865
OG0000490	E5E95_RS03830	B5C39_RS00805
OG0000491	E5E95_RS01365	B5C39_RS01550
OG0000492	E5E95_RS01440	B5C39_RS01475
OG0000493	E5E95_RS00580	B5C39_RS02315
OG0000494	E5E95_RS00640	B5C39_RS02255
OG0000495	E5E95_RS03035	B5C39_RS00055
OG0000496	E5E95_RS03025	B5C39_RS00045
OG0000497	E5E95_RS03020	B5C39_RS00040
OG0000500	E5E95_RS02045	B5C39_RS03435
OG0000501	E5E95_RS04280, E5E95_RS04275	B5C39_RS00255
OG0000502	E5E95_RS01220	B5C39_RS01700
OG0000503	E5E95_RS00760	B5C39_RS02145
OG0000504	E5E95_RS00895	B5C39_RS02010
OG0000506	E5E95_RS00960	B5C39_RS01965
OG0000508	E5E95_RS00250	B5C39_RS01075
OG0000509	E5E95_RS00285	B5C39_RS01110
OG0000510	E5E95_RS00295	B5C39_RS01120
OG0000511	E5E95_RS00430	B5C39_RS02470
OG0000512	E5E95_RS02755	B5C39_RS02830
