Orthogroup	MHP_ES2_genes	MHP_168_genes
OG0000014	E5E95_RS00605	MHP168_RS01055
OG0000015	E5E95_RS02450	MHP168_RS03815
OG0000016	E5E95_RS03040	MHP168_RS02850
OG0000016	E5E95_RS00160	MHP168_RS00145
OG0000017	E5E95_RS00145	MHP168_RS00130
OG0000017	E5E95_RS03050	MHP168_RS02860
OG0000018	E5E95_RS02480	MHP168_RS04030
OG0000020	E5E95_RS03770	MHP168_RS03580
OG0000021	E5E95_RS03845	MHP168_RS00485
OG0000021	E5E95_RS03755	MHP168_RS02335
OG0000022	E5E95_RS01770	MHP168_RS01760
OG0000022	E5E95_RS01825	MHP168_RS01710
OG0000024	E5E95_RS02945	MHP168_RS02750
OG0000024	E5E95_RS01290	MHP168_RS03940
OG0000025	E5E95_RS01775	MHP168_RS01755
OG0000025	E5E95_RS01820	MHP168_RS01715
OG0000026	E5E95_RS01380	MHP168_RS01450
OG0000026	E5E95_RS01800	MHP168_RS01735
OG0000027	E5E95_RS03560	MHP168_RS03845
OG0000027	E5E95_RS03575	MHP168_RS03330
OG0000028	E5E95_RS02625	MHP168_RS02415, MHP168_RS02420
OG0000029	E5E95_RS01100	MHP168_RS00575
OG0000029	E5E95_RS00610	MHP168_RS01050
OG0000030	E5E95_RS03550	MHP168_RS03310
OG0000030	E5E95_RS03570	MHP168_RS03325
OG0000031	E5E95_RS01625	MHP168_RS01815
OG0000032	E5E95_RS03565	MHP168_RS03320
OG0000035	E5E95_RS03405	MHP168_RS03185
OG0000035	E5E95_RS03395	MHP168_RS03170
OG0000036	E5E95_RS00105, E5E95_RS00120	MHP168_RS00105
OG0000038	E5E95_RS01865	MHP168_RS01840
OG0000039	E5E95_RS01650, E5E95_RS01645	MHP168_RS01800
OG0000040	E5E95_RS03495	MHP168_RS03260
OG0000041	E5E95_RS00670	MHP168_RS00980
OG0000042	E5E95_RS03140	MHP168_RS02950
OG0000043	E5E95_RS02030	MHP168_RS01985
OG0000043	E5E95_RS02030	MHP168_RS01205
OG0000044	E5E95_RS04290	MHP168_RS03745
OG0000045	E5E95_RS01655	MHP168_RS01795
OG0000047	E5E95_RS01725	MHP168_RS03530
OG0000048	E5E95_RS02215	MHP168_RS02190
OG0000049	E5E95_RS03260	MHP168_RS03035
OG0000050	E5E95_RS02655	MHP168_RS02450
OG0000051	E5E95_RS02855	MHP168_RS04010
OG0000052	E5E95_RS00075	MHP168_RS00070
OG0000053	E5E95_RS01465	MHP168_RS01535
OG0000054	E5E95_RS02680	MHP168_RS02475
OG0000055	E5E95_RS00125	MHP168_RS00110
OG0000056	E5E95_RS03750	MHP168_RS03500
OG0000057	E5E95_RS03125	MHP168_RS02935
OG0000059	E5E95_RS02510	MHP168_RS03925
OG0000060	E5E95_RS01215	MHP168_RS01270
OG0000060	E5E95_RS00080	MHP168_RS00075
OG0000062	E5E95_RS03805	MHP168_RS03625
OG0000063	E5E95_RS03800	MHP168_RS03620
OG0000064	E5E95_RS03790	MHP168_RS03610
OG0000065	E5E95_RS02365	MHP168_RS02125
OG0000066	E5E95_RS01370	MHP168_RS01440
OG0000067	E5E95_RS00525	MHP168_RS00505
OG0000068	E5E95_RS00645	MHP168_RS03810
OG0000069	E5E95_RS03015	MHP168_RS02825
OG0000070	E5E95_RS02685	MHP168_RS02480
OG0000071	E5E95_RS03485	MHP168_RS03250
OG0000072	E5E95_RS03490	MHP168_RS03255
OG0000073	E5E95_RS00705	MHP168_RS00950
OG0000074	E5E95_RS00900	MHP168_RS00760
OG0000075	E5E95_RS00340	MHP168_RS00315
OG0000076	E5E95_RS00355	MHP168_RS00330
OG0000077	E5E95_RS00445	MHP168_RS00420
OG0000078	E5E95_RS01790	MHP168_RS01745
OG0000079	E5E95_RS02760	MHP168_RS02565
OG0000080	E5E95_RS03935	MHP168_RS03900
OG0000081	E5E95_RS00335	MHP168_RS00310
OG0000082	E5E95_RS02605	MHP168_RS04000
OG0000083	E5E95_RS02140	MHP168_RS02095
OG0000084	E5E95_RS02165	MHP168_RS02245
OG0000085	E5E95_RS02170	MHP168_RS02240
OG0000086	E5E95_RS02180	MHP168_RS02230
OG0000087	E5E95_RS02195	MHP168_RS02215
OG0000088	E5E95_RS02200	MHP168_RS02210
OG0000089	E5E95_RS02210	MHP168_RS02195
OG0000090	E5E95_RS00070	MHP168_RS00065
OG0000091	E5E95_RS00055	MHP168_RS00055
OG0000092	E5E95_RS00040	MHP168_RS00040
OG0000093	E5E95_RS00035	MHP168_RS00035
OG0000094	E5E95_RS00030	MHP168_RS00030
OG0000095	E5E95_RS00005	MHP168_RS00005
OG0000096	E5E95_RS03840	MHP168_RS03660
OG0000097	E5E95_RS03820	MHP168_RS03640
OG0000098	E5E95_RS03810	MHP168_RS03630
OG0000099	E5E95_RS03760	MHP168_RS03510
OG0000100	E5E95_RS03740	MHP168_RS03490
OG0000101	E5E95_RS03735	MHP168_RS03485
OG0000102	E5E95_RS01815	MHP168_RS01720
OG0000103	E5E95_RS02330	MHP168_RS02160
OG0000104	E5E95_RS02335	MHP168_RS02155
OG0000105	E5E95_RS02350	MHP168_RS02140
OG0000106	E5E95_RS02360	MHP168_RS02130
OG0000107	E5E95_RS02370	MHP168_RS02120
OG0000108	E5E95_RS02375	MHP168_RS02115
OG0000109	E5E95_RS02380	MHP168_RS02110
OG0000110	E5E95_RS02595	MHP168_RS02385
OG0000111	E5E95_RS02590	MHP168_RS02380
OG0000112	E5E95_RS02580	MHP168_RS02370
OG0000113	E5E95_RS02560	MHP168_RS02350
OG0000114	E5E95_RS04300	MHP168_RS02340
OG0000115	E5E95_RS02535	MHP168_RS02325
OG0000116	E5E95_RS01315	MHP168_RS01380
OG0000117	E5E95_RS01320	MHP168_RS01385
OG0000118	E5E95_RS01355	MHP168_RS01425
OG0000119	E5E95_RS01360	MHP168_RS01430
OG0000120	E5E95_RS01375	MHP168_RS01445
OG0000121	E5E95_RS01400	MHP168_RS01470
OG0000122	E5E95_RS01405	MHP168_RS01475
OG0000123	E5E95_RS01425	MHP168_RS01495
OG0000124	E5E95_RS01430	MHP168_RS01500
OG0000125	E5E95_RS01435	MHP168_RS01505
OG0000126	E5E95_RS01445	MHP168_RS01515
OG0000127	E5E95_RS01455	MHP168_RS01525
OG0000128	E5E95_RS01470	MHP168_RS01540
OG0000129	E5E95_RS01475	MHP168_RS01545
OG0000130	E5E95_RS01485	MHP168_RS01555
OG0000131	E5E95_RS01515	MHP168_RS01585
OG0000132	E5E95_RS01530	MHP168_RS01600
OG0000133	E5E95_RS00530	MHP168_RS00510
OG0000134	E5E95_RS00535	MHP168_RS00515
OG0000135	E5E95_RS00550	MHP168_RS00530
OG0000136	E5E95_RS00555	MHP168_RS00535
OG0000137	E5E95_RS00585	MHP168_RS00570
OG0000138	E5E95_RS00620	MHP168_RS01030
OG0000139	E5E95_RS00650	MHP168_RS01000
OG0000140	E5E95_RS00655	MHP168_RS00995
OG0000141	E5E95_RS03135	MHP168_RS02945
OG0000142	E5E95_RS03130	MHP168_RS02940
OG0000143	E5E95_RS03105	MHP168_RS02915
OG0000144	E5E95_RS03095	MHP168_RS02905
OG0000145	E5E95_RS03085	MHP168_RS02895
OG0000146	E5E95_RS03075	MHP168_RS02885
OG0000147	E5E95_RS03070	MHP168_RS02880
OG0000148	E5E95_RS03055	MHP168_RS02865
OG0000149	E5E95_RS03045	MHP168_RS02855
OG0000150	E5E95_RS03030	MHP168_RS02840
OG0000151	E5E95_RS02985	MHP168_RS02790
OG0000152	E5E95_RS02980	MHP168_RS02785
OG0000153	E5E95_RS02975	MHP168_RS02780
OG0000154	E5E95_RS02965	MHP168_RS02770
OG0000155	E5E95_RS02925	MHP168_RS02730
OG0000156	E5E95_RS02915	MHP168_RS02720
OG0000157	E5E95_RS02910	MHP168_RS02715
OG0000158	E5E95_RS02905	MHP168_RS04090
OG0000159	E5E95_RS04310	MHP168_RS02465
OG0000160	E5E95_RS02665	MHP168_RS02460
OG0000161	E5E95_RS02660	MHP168_RS02455
OG0000162	E5E95_RS02650	MHP168_RS02445
OG0000163	E5E95_RS02645	MHP168_RS02440
OG0000164	E5E95_RS01630	MHP168_RS01810
OG0000165	E5E95_RS02055	MHP168_RS02010
OG0000166	E5E95_RS02080	MHP168_RS02035
OG0000167	E5E95_RS02095	MHP168_RS02050
OG0000168	E5E95_RS02100	MHP168_RS02055
OG0000169	E5E95_RS03255	MHP168_RS03030
OG0000170	E5E95_RS03270	MHP168_RS03045
OG0000171	E5E95_RS03280	MHP168_RS03055
OG0000172	E5E95_RS03285	MHP168_RS03060
OG0000173	E5E95_RS03290	MHP168_RS03065
OG0000174	E5E95_RS03295	MHP168_RS03070
OG0000175	E5E95_RS03310	MHP168_RS03085
OG0000176	E5E95_RS03360	MHP168_RS03135
OG0000177	E5E95_RS03365	MHP168_RS03140
OG0000178	E5E95_RS03370	MHP168_RS03145
OG0000179	E5E95_RS03380	MHP168_RS03155
OG0000180	E5E95_RS03385	MHP168_RS03160
OG0000181	E5E95_RS03435	MHP168_RS03200
OG0000182	E5E95_RS03445	MHP168_RS03210
OG0000183	E5E95_RS03480	MHP168_RS03245
OG0000184	E5E95_RS03525	MHP168_RS03285
OG0000185	E5E95_RS03510	MHP168_RS03270
OG0000186	E5E95_RS01540	MHP168_RS01610
OG0000187	E5E95_RS01555	MHP168_RS01625
OG0000188	E5E95_RS01565	MHP168_RS01635
OG0000189	E5E95_RS02415	MHP168_RS02300
OG0000190	E5E95_RS02410	MHP168_RS02295
OG0000191	E5E95_RS02390	MHP168_RS02275
OG0000192	E5E95_RS01235	MHP168_RS01290
OG0000193	E5E95_RS01225	MHP168_RS01280
OG0000194	E5E95_RS00690	MHP168_RS00965
OG0000195	E5E95_RS00695	MHP168_RS00960
OG0000196	E5E95_RS00715	MHP168_RS00940
OG0000197	E5E95_RS00720	MHP168_RS00935
OG0000198	E5E95_RS00735	MHP168_RS00920
OG0000199	E5E95_RS00740	MHP168_RS00915
OG0000200	E5E95_RS00755	MHP168_RS00905
OG0000201	E5E95_RS00765	MHP168_RS00895
OG0000202	E5E95_RS00820	MHP168_RS00840
OG0000203	E5E95_RS00825	MHP168_RS00835
OG0000204	E5E95_RS00830	MHP168_RS00830
OG0000205	E5E95_RS00835	MHP168_RS00825
OG0000206	E5E95_RS00855	MHP168_RS00805
OG0000207	E5E95_RS00870	MHP168_RS00790
OG0000208	E5E95_RS00875	MHP168_RS00785
OG0000209	E5E95_RS00880	MHP168_RS00780
OG0000210	E5E95_RS00925	MHP168_RS00730
OG0000211	E5E95_RS00955	MHP168_RS00715
OG0000212	E5E95_RS00965	MHP168_RS00705
OG0000213	E5E95_RS00970	MHP168_RS03705
OG0000214	E5E95_RS00975	MHP168_RS00700
OG0000215	E5E95_RS00980	MHP168_RS00695
OG0000216	E5E95_RS00985	MHP168_RS00690
OG0000217	E5E95_RS00995	MHP168_RS00685
OG0000218	E5E95_RS01000	MHP168_RS00675
OG0000219	E5E95_RS01005	MHP168_RS00670
OG0000220	E5E95_RS01010	MHP168_RS00665
OG0000221	E5E95_RS01015	MHP168_RS00660
OG0000222	E5E95_RS01020	MHP168_RS00655
OG0000223	E5E95_RS01025	MHP168_RS00650
OG0000224	E5E95_RS01035	MHP168_RS00640
OG0000225	E5E95_RS01045	MHP168_RS00630
OG0000226	E5E95_RS01050	MHP168_RS00625
OG0000227	E5E95_RS01055	MHP168_RS00620
OG0000228	E5E95_RS04285	MHP168_RS04100
OG0000229	E5E95_RS01065	MHP168_RS00610
OG0000230	E5E95_RS01070	MHP168_RS00605
OG0000231	E5E95_RS01080	MHP168_RS00595
OG0000232	E5E95_RS01090	MHP168_RS00585
OG0000233	E5E95_RS01110	MHP168_RS01075
OG0000234	E5E95_RS01145	MHP168_RS01110
OG0000235	E5E95_RS01155	MHP168_RS01120
OG0000236	E5E95_RS01160	MHP168_RS01125
OG0000237	E5E95_RS01165	MHP168_RS01130
OG0000238	E5E95_RS01175	MHP168_RS01140
OG0000239	E5E95_RS03145	MHP168_RS02955
OG0000240	E5E95_RS03150	MHP168_RS02960
OG0000241	E5E95_RS03160	MHP168_RS02970
OG0000242	E5E95_RS03165	MHP168_RS02975
OG0000243	E5E95_RS03170	MHP168_RS02980
OG0000244	E5E95_RS03180	MHP168_RS02990
OG0000245	E5E95_RS03190	MHP168_RS03000
OG0000246	E5E95_RS00130	MHP168_RS00115
OG0000247	E5E95_RS00140	MHP168_RS00125
OG0000248	E5E95_RS00150	MHP168_RS00135
OG0000249	E5E95_RS00155	MHP168_RS00140
OG0000250	E5E95_RS00170	MHP168_RS00155
OG0000251	E5E95_RS00205	MHP168_RS00180
OG0000252	E5E95_RS00215	MHP168_RS00190
OG0000253	E5E95_RS00220	MHP168_RS00195
OG0000254	E5E95_RS00230	MHP168_RS00205
OG0000255	E5E95_RS00240	MHP168_RS00215
OG0000256	E5E95_RS00245	MHP168_RS00220
OG0000257	E5E95_RS00270	MHP168_RS00245
OG0000258	E5E95_RS00280	MHP168_RS00255
OG0000259	E5E95_RS00310	MHP168_RS00285
OG0000260	E5E95_RS00320	MHP168_RS00295
OG0000261	E5E95_RS00330	MHP168_RS00305
OG0000262	E5E95_RS00350	MHP168_RS00320
OG0000263	E5E95_RS00360	MHP168_RS00335
OG0000264	E5E95_RS00375	MHP168_RS00350
OG0000265	E5E95_RS00385	MHP168_RS00360
OG0000266	E5E95_RS00400	MHP168_RS00375
OG0000267	E5E95_RS00415	MHP168_RS00390
OG0000268	E5E95_RS00420	MHP168_RS00395
OG0000269	E5E95_RS00435	MHP168_RS00410
OG0000270	E5E95_RS03710	MHP168_RS03460
OG0000271	E5E95_RS03705	MHP168_RS03455
OG0000272	E5E95_RS03700	MHP168_RS03450
OG0000273	E5E95_RS03695	MHP168_RS03445
OG0000274	E5E95_RS03675	MHP168_RS03425
OG0000275	E5E95_RS03670	MHP168_RS03420
OG0000276	E5E95_RS03665	MHP168_RS03415
OG0000277	E5E95_RS03655	MHP168_RS03405
OG0000278	E5E95_RS03650	MHP168_RS03400
OG0000279	E5E95_RS03640	MHP168_RS03390
OG0000280	E5E95_RS03635	MHP168_RS03385
OG0000281	E5E95_RS03630	MHP168_RS03790
OG0000282	E5E95_RS03605	MHP168_RS03360
OG0000283	E5E95_RS03600	MHP168_RS03355
OG0000284	E5E95_RS03595	MHP168_RS03350
OG0000285	E5E95_RS03590	MHP168_RS03345
OG0000286	E5E95_RS04305	MHP168_RS02425
OG0000287	E5E95_RS02720	MHP168_RS02525
OG0000288	E5E95_RS02730	MHP168_RS02535
OG0000289	E5E95_RS02735	MHP168_RS02540
OG0000290	E5E95_RS02845	MHP168_RS02650
OG0000291	E5E95_RS02835	MHP168_RS02640
OG0000292	E5E95_RS02830	MHP168_RS02635
OG0000293	E5E95_RS02825	MHP168_RS02630
OG0000294	E5E95_RS02815	MHP168_RS02620
OG0000295	E5E95_RS02810	MHP168_RS02615
OG0000296	E5E95_RS02770	MHP168_RS02575
OG0000297	E5E95_RS02765	MHP168_RS02570
OG0000298	E5E95_RS00165	MHP168_RS00150
OG0000299	E5E95_RS00190	MHP168_RS03690
OG0000300	E5E95_RS00370	MHP168_RS00345
OG0000301	E5E95_RS00405	MHP168_RS00380
OG0000302	E5E95_RS00410	MHP168_RS00385
OG0000303	E5E95_RS00560	MHP168_RS00540
OG0000304	E5E95_RS01095	MHP168_RS00580
OG0000305	E5E95_RS03080	MHP168_RS02890
OG0000306	E5E95_RS03005	MHP168_RS02810
OG0000307	E5E95_RS02970	MHP168_RS02775
OG0000308	E5E95_RS02875	MHP168_RS02675
OG0000309	E5E95_RS02800	MHP168_RS02605
OG0000310	E5E95_RS02725	MHP168_RS02530
OG0000311	E5E95_RS02690	MHP168_RS02485
OG0000312	E5E95_RS02675	MHP168_RS02470
OG0000313	E5E95_RS01620	MHP168_RS01820
OG0000314	E5E95_RS02075	MHP168_RS02030
OG0000315	E5E95_RS02105	MHP168_RS02060
OG0000316	E5E95_RS02115	MHP168_RS02070
OG0000317	E5E95_RS02205	MHP168_RS02205
OG0000318	E5E95_RS02120	MHP168_RS02075
OG0000319	E5E95_RS02345	MHP168_RS02145
OG0000320	E5E95_RS02570	MHP168_RS02360
OG0000321	E5E95_RS01350	MHP168_RS01420
OG0000322	E5E95_RS01395	MHP168_RS01465
OG0000323	E5E95_RS01525	MHP168_RS01595
OG0000324	E5E95_RS02385	MHP168_RS02270
OG0000325	E5E95_RS00700	MHP168_RS00955
OG0000326	E5E95_RS00795	MHP168_RS00865
OG0000327	E5E95_RS00800	MHP168_RS00860
OG0000328	E5E95_RS00885	MHP168_RS00775
OG0000329	E5E95_RS00905	MHP168_RS00750
OG0000330	E5E95_RS01120	MHP168_RS01085
OG0000331	E5E95_RS03175	MHP168_RS02985
OG0000332	E5E95_RS03320	MHP168_RS03095
OG0000333	E5E95_RS03330	MHP168_RS03105
OG0000334	E5E95_RS03440	MHP168_RS03205
OG0000335	E5E95_RS03450	MHP168_RS03215
OG0000336	E5E95_RS03620	MHP168_RS03375
OG0000337	E5E95_RS03795	MHP168_RS03615
OG0000338	E5E95_RS03835	MHP168_RS03655
OG0000339	E5E95_RS02540	MHP168_RS02330
OG0000340	E5E95_RS01330	MHP168_RS01395
OG0000341	E5E95_RS02405	MHP168_RS02290
OG0000342	E5E95_RS00730	MHP168_RS00925
OG0000343	E5E95_RS03340	MHP168_RS03115
OG0000344	E5E95_RS00575	MHP168_RS00555
OG0000345	E5E95_RS01040	MHP168_RS00635
OG0000346	E5E95_RS03625	MHP168_RS03380
OG0000347	E5E95_RS01420	MHP168_RS01490
OG0000348	E5E95_RS00805	MHP168_RS00855
OG0000349	E5E95_RS03685	MHP168_RS03435
OG0000350	E5E95_RS02960	MHP168_RS02765
OG0000351	E5E95_RS00495	MHP168_RS00475
OG0000352	E5E95_RS02050	MHP168_RS02005
OG0000353	E5E95_RS01390	MHP168_RS01460
OG0000354	E5E95_RS00635	MHP168_RS01015
OG0000355	E5E95_RS02020	MHP168_RS01975
OG0000356	E5E95_RS02110	MHP168_RS02065
OG0000357	E5E95_RS03300	MHP168_RS03075
OG0000358	E5E95_RS03305	MHP168_RS03080
OG0000359	E5E95_RS00775	MHP168_RS00885
OG0000360	E5E95_RS00275	MHP168_RS00250
OG0000361	E5E95_RS00305	MHP168_RS00280
OG0000362	E5E95_RS02745	MHP168_RS02550
OG0000363	E5E95_RS03985	MHP168_RS01530
OG0000364	E5E95_RS01995	MHP168_RS01955
OG0000365	E5E95_RS02150	MHP168_RS02260
OG0000366	E5E95_RS02175	MHP168_RS02235
OG0000367	E5E95_RS02185	MHP168_RS02225
OG0000368	E5E95_RS00060	MHP168_RS00060
OG0000369	E5E95_RS00025	MHP168_RS00025
OG0000370	E5E95_RS00020	MHP168_RS00020
OG0000371	E5E95_RS00015	MHP168_RS00015
OG0000372	E5E95_RS00010	MHP168_RS00010
OG0000373	E5E95_RS03825	MHP168_RS03645
OG0000374	E5E95_RS03815	MHP168_RS03635
OG0000375	E5E95_RS02340	MHP168_RS02150
OG0000376	E5E95_RS02585	MHP168_RS02375
OG0000377	E5E95_RS02575	MHP168_RS02365
OG0000378	E5E95_RS01310	MHP168_RS01375
OG0000379	E5E95_RS01385	MHP168_RS01455
OG0000380	E5E95_RS01410	MHP168_RS01480
OG0000381	E5E95_RS01450	MHP168_RS01520
OG0000382	E5E95_RS01480	MHP168_RS01550
OG0000383	E5E95_RS01520	MHP168_RS01590
OG0000384	E5E95_RS00515	MHP168_RS00495
OG0000385	E5E95_RS00520	MHP168_RS00500
OG0000386	E5E95_RS00540	MHP168_RS00520
OG0000387	E5E95_RS00565	MHP168_RS00545
OG0000388	E5E95_RS00570	MHP168_RS00550
OG0000389	E5E95_RS00615	MHP168_RS01035
OG0000390	E5E95_RS03100	MHP168_RS02910
OG0000391	E5E95_RS03090	MHP168_RS02900
OG0000392	E5E95_RS03065	MHP168_RS02875
OG0000393	E5E95_RS03010	MHP168_RS02815
OG0000394	E5E95_RS02940	MHP168_RS02740
OG0000395	E5E95_RS02930	MHP168_RS02735
OG0000397	E5E95_RS02035	MHP168_RS01990
OG0000398	E5E95_RS02040	MHP168_RS01995
OG0000399	E5E95_RS02090	MHP168_RS02045
OG0000400	E5E95_RS03265	MHP168_RS03040
OG0000401	E5E95_RS03325	MHP168_RS03100
OG0000402	E5E95_RS03335	MHP168_RS03110
OG0000403	E5E95_RS03345	MHP168_RS03120
OG0000404	E5E95_RS03375	MHP168_RS03150
OG0000405	E5E95_RS03390	MHP168_RS03165
OG0000406	E5E95_RS03455	MHP168_RS03220
OG0000407	E5E95_RS03460	MHP168_RS03225
OG0000408	E5E95_RS03465	MHP168_RS03230
OG0000409	E5E95_RS03470	MHP168_RS03235
OG0000410	E5E95_RS03530	MHP168_RS03290
OG0000411	E5E95_RS03520	MHP168_RS03280
OG0000412	E5E95_RS03515	MHP168_RS03275
OG0000413	E5E95_RS01535	MHP168_RS01605
OG0000414	E5E95_RS01545	MHP168_RS01615
OG0000415	E5E95_RS01550	MHP168_RS01620
OG0000416	E5E95_RS01560	MHP168_RS01630
OG0000417	E5E95_RS02400	MHP168_RS03990
OG0000418	E5E95_RS02395	MHP168_RS02280
OG0000419	E5E95_RS00710	MHP168_RS00945
OG0000420	E5E95_RS00745	MHP168_RS00910
OG0000421	E5E95_RS00780	MHP168_RS00880
OG0000422	E5E95_RS00790	MHP168_RS00870
OG0000423	E5E95_RS00845	MHP168_RS00815
OG0000424	E5E95_RS00850	MHP168_RS00810
OG0000425	E5E95_RS00860	MHP168_RS00800
OG0000426	E5E95_RS00865	MHP168_RS00795
OG0000427	E5E95_RS00890	MHP168_RS00770
OG0000428	E5E95_RS00915	MHP168_RS00740
OG0000429	E5E95_RS01030	MHP168_RS00645
OG0000430	E5E95_RS01075	MHP168_RS00600
OG0000431	E5E95_RS01085	MHP168_RS00590
OG0000432	E5E95_RS01115	MHP168_RS01080
OG0000433	E5E95_RS01130	MHP168_RS01095
OG0000434	E5E95_RS01135	MHP168_RS01100
OG0000435	E5E95_RS01150	MHP168_RS01115
OG0000436	E5E95_RS01180	MHP168_RS01145
OG0000437	E5E95_RS01190	MHP168_RS01155
OG0000438	E5E95_RS01195	MHP168_RS01160
OG0000439	E5E95_RS01200	MHP168_RS01165
OG0000440	E5E95_RS03155	MHP168_RS02965
OG0000441	E5E95_RS03195	MHP168_RS03010
OG0000442	E5E95_RS00135	MHP168_RS00120
OG0000443	E5E95_RS00185	MHP168_RS00165
OG0000444	E5E95_RS00200	MHP168_RS00175
OG0000445	E5E95_RS00225	MHP168_RS00200
OG0000446	E5E95_RS00255	MHP168_RS00230
OG0000447	E5E95_RS00260	MHP168_RS00235
OG0000448	E5E95_RS00290	MHP168_RS00265
OG0000449	E5E95_RS00315	MHP168_RS00290
OG0000450	E5E95_RS00325	MHP168_RS00300
OG0000451	E5E95_RS00365	MHP168_RS00340
OG0000452	E5E95_RS00390	MHP168_RS00365
OG0000453	E5E95_RS00425	MHP168_RS00400
OG0000455	E5E95_RS03730	MHP168_RS03480
OG0000456	E5E95_RS03610	MHP168_RS03365
OG0000457	E5E95_RS03585	MHP168_RS03340
OG0000458	E5E95_RS02715	MHP168_RS02520
OG0000459	E5E95_RS02740	MHP168_RS02545
OG0000460	E5E95_RS02750	MHP168_RS02555
OG0000461	E5E95_RS02795	MHP168_RS02600
OG0000462	E5E95_RS02790	MHP168_RS02595
OG0000463	E5E95_RS02785	MHP168_RS02590
OG0000464	E5E95_RS02780	MHP168_RS02585
OG0000465	E5E95_RS02775	MHP168_RS02580
OG0000466	E5E95_RS00395	MHP168_RS00370
OG0000467	E5E95_RS02880	MHP168_RS02685
OG0000468	E5E95_RS02085	MHP168_RS02040
OG0000469	E5E95_RS02145	MHP168_RS02100
OG0000470	E5E95_RS03895	MHP168_RS03855
OG0000471	E5E95_RS00920	MHP168_RS00735
OG0000472	E5E95_RS03540	MHP168_RS03300
OG0000473	E5E95_RS03715	MHP168_RS03465
OG0000474	E5E95_RS03720	MHP168_RS03470
OG0000475	E5E95_RS03725	MHP168_RS03475
OG0000476	E5E95_RS01570	MHP168_RS01640
OG0000477	E5E95_RS02820	MHP168_RS02625
OG0000478	E5E95_RS03660	MHP168_RS03410
OG0000479	E5E95_RS01345	MHP168_RS01415
OG0000480	E5E95_RS03865	MHP168_RS03890
OG0000481	E5E95_RS00815	MHP168_RS00845
OG0000482	E5E95_RS01230	MHP168_RS01285
OG0000483	E5E95_RS02190	MHP168_RS02220
OG0000484	E5E95_RS00195	MHP168_RS00170
OG0000485	E5E95_RS01185	MHP168_RS01150
OG0000486	E5E95_RS02420	MHP168_RS02305
OG0000487	E5E95_RS02125	MHP168_RS02080
OG0000488	E5E95_RS02160	MHP168_RS02250
OG0000489	E5E95_RS00050	MHP168_RS00050
OG0000490	E5E95_RS03830	MHP168_RS03650
OG0000491	E5E95_RS01365	MHP168_RS01435
OG0000492	E5E95_RS01440	MHP168_RS01510
OG0000493	E5E95_RS00580	MHP168_RS00560
OG0000494	E5E95_RS00640	MHP168_RS01010
OG0000495	E5E95_RS03035	MHP168_RS02845
OG0000496	E5E95_RS03025	MHP168_RS02835
OG0000497	E5E95_RS03020	MHP168_RS02830
OG0000500	E5E95_RS02045	MHP168_RS02000
OG0000501	E5E95_RS04280, E5E95_RS04275	MHP168_RS03050
OG0000502	E5E95_RS01220	MHP168_RS01275
OG0000503	E5E95_RS00760	MHP168_RS00900
OG0000506	E5E95_RS00960	MHP168_RS00710
OG0000508	E5E95_RS00250	MHP168_RS00225
OG0000509	E5E95_RS00285	MHP168_RS00260
OG0000510	E5E95_RS00295	MHP168_RS00270
OG0000511	E5E95_RS00430	MHP168_RS00405
OG0000512	E5E95_RS02755	MHP168_RS02560
