Orthogroup	MHP_ES2_genes	MHP_MHP691_genes
OG0000025	E5E95_RS01820	DR087_RS02095
OG0000026	E5E95_RS01380	DR087_RS01165
OG0000026	E5E95_RS01800	DR087_RS02075
OG0000027	E5E95_RS03560	DR087_RS04635
OG0000027	E5E95_RS03575	DR087_RS04475
OG0000028	E5E95_RS02620	DR087_RS04675, DR087_RS01670
OG0000029	E5E95_RS01100	DR087_RS02775
OG0000029	E5E95_RS00610	DR087_RS03175
OG0000030	E5E95_RS03550	DR087_RS04640
OG0000030	E5E95_RS03570	DR087_RS04470
OG0000031	E5E95_RS01625	DR087_RS03210
OG0000032	E5E95_RS03995	DR087_RS03235
OG0000032	E5E95_RS03565	DR087_RS00575
OG0000034	E5E95_RS04045	DR087_RS03600
OG0000034	E5E95_RS04050	DR087_RS04365
OG0000035	E5E95_RS03405, E5E95_RS03420	DR087_RS00855
OG0000035	E5E95_RS03395	DR087_RS00865
OG0000036	E5E95_RS00105, E5E95_RS00120	DR087_RS00550
OG0000039	E5E95_RS01650, E5E95_RS01645	DR087_RS03190
OG0000040	E5E95_RS03495	DR087_RS02165
OG0000041	E5E95_RS00670	DR087_RS03625
OG0000042	E5E95_RS03140	DR087_RS03360
OG0000043	E5E95_RS02030	DR087_RS01545
OG0000044	E5E95_RS04290	DR087_RS04800
OG0000045	E5E95_RS01655	DR087_RS03185
OG0000047	E5E95_RS04090	DR087_RS00340
OG0000048	E5E95_RS02215	DR087_RS00140
OG0000049	E5E95_RS03260	DR087_RS01000
OG0000050	E5E95_RS02655	DR087_RS02450
OG0000051	E5E95_RS02855	DR087_RS01275
OG0000052	E5E95_RS00075	DR087_RS00505
OG0000053	E5E95_RS01465	DR087_RS04540
OG0000054	E5E95_RS02680	DR087_RS02475
OG0000055	E5E95_RS00125	DR087_RS00555
OG0000056	E5E95_RS03750	DR087_RS00765
OG0000057	E5E95_RS03125	DR087_RS01485
OG0000058	E5E95_RS01660	DR087_RS00275
OG0000058	E5E95_RS02525	DR087_RS00280
OG0000059	E5E95_RS02510	DR087_RS03825
OG0000060	E5E95_RS00080	DR087_RS00510
OG0000061	E5E95_RS01980	DR087_RS01595
OG0000062	E5E95_RS03805	DR087_RS00395
OG0000063	E5E95_RS03800	DR087_RS04450
OG0000064	E5E95_RS03790	DR087_RS00380
OG0000065	E5E95_RS02365	DR087_RS00215
OG0000066	E5E95_RS01370	DR087_RS01175
OG0000067	E5E95_RS00525	DR087_RS03450
OG0000068	E5E95_RS00645	DR087_RS03140
OG0000069	E5E95_RS03015	DR087_RS01375
OG0000070	E5E95_RS02685	DR087_RS02480
OG0000071	E5E95_RS03485	DR087_RS00780
OG0000072	E5E95_RS03490	DR087_RS02175
OG0000073	E5E95_RS00705	DR087_RS02200
OG0000074	E5E95_RS00900	DR087_RS04685
OG0000075	E5E95_RS00340	DR087_RS01860
OG0000077	E5E95_RS00445	DR087_RS03060
OG0000079	E5E95_RS02760	DR087_RS02980
OG0000080	E5E95_RS03935	DR087_RS04005
OG0000081	E5E95_RS00335	DR087_RS01855
OG0000082	E5E95_RS02605	DR087_RS01685
OG0000083	E5E95_RS02140	DR087_RS00065
OG0000084	E5E95_RS02165	DR087_RS00090
OG0000085	E5E95_RS02170	DR087_RS00095
OG0000086	E5E95_RS02180	DR087_RS00105
OG0000087	E5E95_RS02195	DR087_RS00120
OG0000088	E5E95_RS02200	DR087_RS00125
OG0000089	E5E95_RS02210	DR087_RS00135
OG0000090	E5E95_RS00070	DR087_RS00500
OG0000091	E5E95_RS00055	DR087_RS00485
OG0000092	E5E95_RS00040	DR087_RS00470
OG0000093	E5E95_RS00035	DR087_RS00465
OG0000094	E5E95_RS00030	DR087_RS00460
OG0000095	E5E95_RS00005	DR087_RS00435
OG0000096	E5E95_RS03840	DR087_RS00430
OG0000097	E5E95_RS03820	DR087_RS00410
OG0000098	E5E95_RS03810	DR087_RS00400
OG0000099	E5E95_RS03760	DR087_RS00775
OG0000100	E5E95_RS03740	DR087_RS00750
OG0000101	E5E95_RS03735	DR087_RS00745
OG0000102	E5E95_RS01815	DR087_RS02090
OG0000103	E5E95_RS02330	DR087_RS00180
OG0000104	E5E95_RS02335	DR087_RS00185
OG0000105	E5E95_RS02350	DR087_RS00200
OG0000106	E5E95_RS02360	DR087_RS00210
OG0000107	E5E95_RS02370	DR087_RS00220
OG0000108	E5E95_RS02375	DR087_RS00225
OG0000109	E5E95_RS02380	DR087_RS00230
OG0000110	E5E95_RS02595	DR087_RS01695
OG0000111	E5E95_RS02590	DR087_RS01700
OG0000112	E5E95_RS02580	DR087_RS01710
OG0000113	E5E95_RS02560	DR087_RS04610
OG0000114	E5E95_RS04300	DR087_RS01740
OG0000115	E5E95_RS02535	DR087_RS01750
OG0000116	E5E95_RS01315	DR087_RS03310
OG0000117	E5E95_RS01320	DR087_RS03305
OG0000118	E5E95_RS01355	DR087_RS01190
OG0000119	E5E95_RS01360	DR087_RS01185
OG0000120	E5E95_RS01375	DR087_RS01170
OG0000121	E5E95_RS01400	DR087_RS01145
OG0000122	E5E95_RS01405	DR087_RS01140
OG0000123	E5E95_RS01425	DR087_RS01120
OG0000124	E5E95_RS01430	DR087_RS01115
OG0000125	E5E95_RS01435	DR087_RS01110
OG0000126	E5E95_RS01445	DR087_RS01100
OG0000127	E5E95_RS01455	DR087_RS01090
OG0000128	E5E95_RS01470	DR087_RS01075
OG0000129	E5E95_RS01475	DR087_RS01070
OG0000130	E5E95_RS01485	DR087_RS01060
OG0000131	E5E95_RS01515	DR087_RS04535
OG0000132	E5E95_RS01530	DR087_RS04530
OG0000133	E5E95_RS00530	DR087_RS02865
OG0000134	E5E95_RS00535	DR087_RS02870
OG0000135	E5E95_RS00550	DR087_RS02885
OG0000136	E5E95_RS00555	DR087_RS02890
OG0000137	E5E95_RS00585	DR087_RS02930
OG0000138	E5E95_RS00620	DR087_RS03165
OG0000139	E5E95_RS00650	DR087_RS03135
OG0000140	E5E95_RS00655	DR087_RS03130
OG0000141	E5E95_RS03135	DR087_RS01495
OG0000142	E5E95_RS03130	DR087_RS04585
OG0000143	E5E95_RS03105	DR087_RS01465
OG0000144	E5E95_RS03095	DR087_RS01455
OG0000145	E5E95_RS03085	DR087_RS01445
OG0000146	E5E95_RS03075	DR087_RS01435
OG0000147	E5E95_RS03070	DR087_RS01430
OG0000148	E5E95_RS03055	DR087_RS01415
OG0000149	E5E95_RS03045	DR087_RS01405
OG0000150	E5E95_RS03030	DR087_RS01390
OG0000151	E5E95_RS02985	DR087_RS03290
OG0000152	E5E95_RS02980	DR087_RS03285
OG0000153	E5E95_RS02975	DR087_RS03280
OG0000154	E5E95_RS02965	DR087_RS03270
OG0000155	E5E95_RS02925	DR087_RS03545
OG0000156	E5E95_RS02915	DR087_RS01225
OG0000157	E5E95_RS02910	DR087_RS04555
OG0000158	E5E95_RS02905	DR087_RS04560
OG0000159	E5E95_RS04310	DR087_RS04805
OG0000160	E5E95_RS02665	DR087_RS02460
OG0000161	E5E95_RS02660	DR087_RS02455
OG0000162	E5E95_RS02650	DR087_RS02445
OG0000163	E5E95_RS02645	DR087_RS02440
OG0000164	E5E95_RS01630	DR087_RS03205
OG0000165	E5E95_RS02055	DR087_RS01520
OG0000166	E5E95_RS02080	DR087_RS00005
OG0000167	E5E95_RS02095	DR087_RS00020
OG0000168	E5E95_RS02100	DR087_RS00025
OG0000169	E5E95_RS03255	DR087_RS01010
OG0000170	E5E95_RS03270	DR087_RS00990
OG0000171	E5E95_RS03280	DR087_RS00980
OG0000172	E5E95_RS03285	DR087_RS00975
OG0000173	E5E95_RS03290	DR087_RS00970
OG0000174	E5E95_RS03295	DR087_RS00965
OG0000175	E5E95_RS03310	DR087_RS00950
OG0000176	E5E95_RS03360	DR087_RS00900
OG0000177	E5E95_RS03365	DR087_RS00895
OG0000178	E5E95_RS03370	DR087_RS00890
OG0000179	E5E95_RS03380	DR087_RS00880
OG0000180	E5E95_RS03385	DR087_RS00875
OG0000181	E5E95_RS03435	DR087_RS04520
OG0000182	E5E95_RS03445	DR087_RS00820
OG0000183	E5E95_RS03480	DR087_RS00785
OG0000184	E5E95_RS03525	DR087_RS02140
OG0000185	E5E95_RS03510	DR087_RS02155
OG0000186	E5E95_RS01540	DR087_RS04735
OG0000187	E5E95_RS01555	DR087_RS03425
OG0000188	E5E95_RS01565	DR087_RS03415
OG0000189	E5E95_RS02415	DR087_RS04425
OG0000190	E5E95_RS02410	DR087_RS00260
OG0000191	E5E95_RS02390	DR087_RS00240
OG0000192	E5E95_RS01235	DR087_RS02805
OG0000193	E5E95_RS01225	DR087_RS02790
OG0000194	E5E95_RS00690	DR087_RS02185
OG0000195	E5E95_RS00695	DR087_RS02190
OG0000196	E5E95_RS00715	DR087_RS02210
OG0000197	E5E95_RS00720	DR087_RS02215
OG0000198	E5E95_RS00735	DR087_RS02230
OG0000199	E5E95_RS00740	DR087_RS02235
OG0000200	E5E95_RS00755	DR087_RS02250
OG0000201	E5E95_RS00765	DR087_RS02260
OG0000202	E5E95_RS00820	DR087_RS02315
OG0000203	E5E95_RS00825	DR087_RS02320
OG0000204	E5E95_RS00830	DR087_RS04700
OG0000205	E5E95_RS00835	DR087_RS02610
OG0000206	E5E95_RS00855	DR087_RS02590
OG0000207	E5E95_RS00870	DR087_RS02575
OG0000208	E5E95_RS00875	DR087_RS02570
OG0000209	E5E95_RS00880	DR087_RS02565
OG0000210	E5E95_RS00925	DR087_RS02520
OG0000211	E5E95_RS00955	DR087_RS02630
OG0000212	E5E95_RS00965	DR087_RS02640
OG0000213	E5E95_RS00970	DR087_RS02645
OG0000214	E5E95_RS00975	DR087_RS02650
OG0000215	E5E95_RS00980	DR087_RS02655
OG0000216	E5E95_RS00985	DR087_RS02660
OG0000217	E5E95_RS00995	DR087_RS02665
OG0000218	E5E95_RS01000	DR087_RS02675
OG0000219	E5E95_RS01005	DR087_RS02680
OG0000220	E5E95_RS01010	DR087_RS02685
OG0000221	E5E95_RS01015	DR087_RS02690
OG0000222	E5E95_RS01020	DR087_RS02695
OG0000223	E5E95_RS01025	DR087_RS02700
OG0000224	E5E95_RS01035	DR087_RS02710
OG0000225	E5E95_RS01045	DR087_RS02720
OG0000226	E5E95_RS01050	DR087_RS02725
OG0000227	E5E95_RS01055	DR087_RS02730
OG0000228	E5E95_RS04285	DR087_RS04810
OG0000229	E5E95_RS01065	DR087_RS02740
OG0000230	E5E95_RS01070	DR087_RS02745
OG0000231	E5E95_RS01080	DR087_RS02755
OG0000232	E5E95_RS01090	DR087_RS02765
OG0000233	E5E95_RS01110	DR087_RS02010
OG0000234	E5E95_RS01145	DR087_RS01970
OG0000235	E5E95_RS01155	DR087_RS01960
OG0000236	E5E95_RS01160	DR087_RS01955
OG0000237	E5E95_RS01165	DR087_RS01950
OG0000238	E5E95_RS01175	DR087_RS01940
OG0000239	E5E95_RS03145	DR087_RS03355
OG0000240	E5E95_RS03150	DR087_RS03350
OG0000241	E5E95_RS03160	DR087_RS03340
OG0000242	E5E95_RS03165	DR087_RS03365
OG0000243	E5E95_RS03170	DR087_RS03370
OG0000244	E5E95_RS03180	DR087_RS03380
OG0000245	E5E95_RS03190	DR087_RS03390
OG0000246	E5E95_RS00130	DR087_RS00560
OG0000247	E5E95_RS00140	DR087_RS02415
OG0000248	E5E95_RS00150	DR087_RS02405
OG0000249	E5E95_RS00155	DR087_RS02400
OG0000250	E5E95_RS00170	DR087_RS02385
OG0000251	E5E95_RS00205	DR087_RS02350
OG0000252	E5E95_RS00215	DR087_RS02340
OG0000253	E5E95_RS00220	DR087_RS02335
OG0000254	E5E95_RS00230	DR087_RS02325
OG0000255	E5E95_RS00240	DR087_RS01760
OG0000256	E5E95_RS00245	DR087_RS01765
OG0000257	E5E95_RS00270	DR087_RS01790
OG0000258	E5E95_RS00280	DR087_RS01800
OG0000259	E5E95_RS00310	DR087_RS01830
OG0000260	E5E95_RS00320	DR087_RS01840
OG0000261	E5E95_RS00330	DR087_RS04615
OG0000262	E5E95_RS00350	DR087_RS01865
OG0000263	E5E95_RS00360	DR087_RS01880
OG0000264	E5E95_RS00375	DR087_RS01895
OG0000265	E5E95_RS00385	DR087_RS01910
OG0000266	E5E95_RS00400	DR087_RS03015
OG0000267	E5E95_RS00415	DR087_RS03030
OG0000268	E5E95_RS00420	DR087_RS03035
OG0000269	E5E95_RS00435	DR087_RS03050
OG0000270	E5E95_RS03710	DR087_RS04505
OG0000271	E5E95_RS03705	DR087_RS00715
OG0000272	E5E95_RS03700	DR087_RS00710
OG0000273	E5E95_RS03695	DR087_RS00705
OG0000274	E5E95_RS03675	DR087_RS00685
OG0000275	E5E95_RS03670	DR087_RS04495
OG0000276	E5E95_RS03665	DR087_RS00675
OG0000277	E5E95_RS03655	DR087_RS00665
OG0000278	E5E95_RS03650	DR087_RS00660
OG0000279	E5E95_RS03640	DR087_RS00650
OG0000280	E5E95_RS03635	DR087_RS00645
OG0000281	E5E95_RS03630	DR087_RS00640
OG0000282	E5E95_RS03605	DR087_RS04485
OG0000283	E5E95_RS03600	DR087_RS00610
OG0000284	E5E95_RS03595	DR087_RS00605
OG0000285	E5E95_RS03590	DR087_RS04480
OG0000286	E5E95_RS04305	DR087_RS02425
OG0000287	E5E95_RS02720	DR087_RS02940
OG0000288	E5E95_RS02730	DR087_RS02950
OG0000289	E5E95_RS02735	DR087_RS02955
OG0000290	E5E95_RS02845	DR087_RS01285
OG0000291	E5E95_RS02835	DR087_RS01295
OG0000292	E5E95_RS02830	DR087_RS01300
OG0000293	E5E95_RS02825	DR087_RS01305
OG0000294	E5E95_RS02815	DR087_RS01315
OG0000295	E5E95_RS02810	DR087_RS01320
OG0000296	E5E95_RS02770	DR087_RS02990
OG0000297	E5E95_RS02765	DR087_RS02985
OG0000298	E5E95_RS00165	DR087_RS02390
OG0000299	E5E95_RS00190	DR087_RS02365
OG0000300	E5E95_RS00370	DR087_RS01890
OG0000301	E5E95_RS00405	DR087_RS03020
OG0000302	E5E95_RS00410	DR087_RS03025
OG0000303	E5E95_RS00560	DR087_RS02895
OG0000304	E5E95_RS01095	DR087_RS02770
OG0000305	E5E95_RS03080	DR087_RS01440
OG0000306	E5E95_RS03005	DR087_RS01365
OG0000307	E5E95_RS02970	DR087_RS03275
OG0000308	E5E95_RS02875	DR087_RS01265
OG0000309	E5E95_RS02800	DR087_RS01330
OG0000310	E5E95_RS02725	DR087_RS02945
OG0000311	E5E95_RS02690	DR087_RS02485
OG0000312	E5E95_RS02675	DR087_RS02470
OG0000313	E5E95_RS01620	DR087_RS03215
OG0000314	E5E95_RS02075	DR087_RS01500
OG0000315	E5E95_RS02105	DR087_RS00030
OG0000316	E5E95_RS02115	DR087_RS00040
OG0000317	E5E95_RS02205	DR087_RS00130
OG0000318	E5E95_RS02120	DR087_RS04400
OG0000319	E5E95_RS02345	DR087_RS00195
OG0000320	E5E95_RS02570	DR087_RS01720
OG0000321	E5E95_RS01350	DR087_RS01195
OG0000322	E5E95_RS01395	DR087_RS01150
OG0000323	E5E95_RS01525	DR087_RS01020
OG0000324	E5E95_RS02385	DR087_RS00235
OG0000325	E5E95_RS00700	DR087_RS02195
OG0000326	E5E95_RS00795	DR087_RS02290
OG0000327	E5E95_RS00800	DR087_RS02295
OG0000328	E5E95_RS00885	DR087_RS02560
OG0000329	E5E95_RS00905	DR087_RS02540
OG0000330	E5E95_RS01120	DR087_RS01995
OG0000331	E5E95_RS03175	DR087_RS03375
OG0000332	E5E95_RS03320	DR087_RS00940
OG0000333	E5E95_RS03330	DR087_RS00930
OG0000334	E5E95_RS03440	DR087_RS00825
OG0000335	E5E95_RS03450	DR087_RS00815
OG0000336	E5E95_RS03620	DR087_RS04490
OG0000337	E5E95_RS03795	DR087_RS00385
OG0000338	E5E95_RS03835	DR087_RS00425
OG0000339	E5E95_RS02540	DR087_RS01745
OG0000340	E5E95_RS01330	DR087_RS01215
OG0000341	E5E95_RS02405	DR087_RS00255
OG0000342	E5E95_RS00730	DR087_RS02225
OG0000343	E5E95_RS03340	DR087_RS00920
OG0000344	E5E95_RS00575	DR087_RS02910
OG0000345	E5E95_RS01040	DR087_RS02715
OG0000346	E5E95_RS03625	DR087_RS00635
OG0000347	E5E95_RS01420	DR087_RS01125
OG0000348	E5E95_RS00805	DR087_RS02300
OG0000349	E5E95_RS03685	DR087_RS04500
OG0000350	E5E95_RS02960	DR087_RS03265
OG0000351	E5E95_RS00495	DR087_RS03115
OG0000352	E5E95_RS02050	DR087_RS01525
OG0000353	E5E95_RS01390	DR087_RS01155
OG0000354	E5E95_RS00635	DR087_RS03150
OG0000355	E5E95_RS02020	DR087_RS04595
OG0000356	E5E95_RS02110	DR087_RS04395
OG0000357	E5E95_RS03300	DR087_RS04525
OG0000358	E5E95_RS03305	DR087_RS00955
OG0000359	E5E95_RS00775	DR087_RS04665
OG0000360	E5E95_RS00275	DR087_RS01795
OG0000361	E5E95_RS00305	DR087_RS01825
OG0000362	E5E95_RS02745	DR087_RS02965
OG0000363	E5E95_RS03985	DR087_RS04545
OG0000364	E5E95_RS01995	DR087_RS01580
OG0000365	E5E95_RS02150	DR087_RS04420
OG0000366	E5E95_RS02175	DR087_RS00100
OG0000367	E5E95_RS02185	DR087_RS00110
OG0000368	E5E95_RS00060	DR087_RS00490
OG0000369	E5E95_RS00025	DR087_RS04455
OG0000371	E5E95_RS00015	DR087_RS04765
OG0000372	E5E95_RS00010	DR087_RS00440
OG0000373	E5E95_RS03825	DR087_RS00415
OG0000374	E5E95_RS03815	DR087_RS00405
OG0000375	E5E95_RS02340	DR087_RS00190
OG0000376	E5E95_RS02585	DR087_RS01705
OG0000377	E5E95_RS02575	DR087_RS01715
OG0000378	E5E95_RS01310	DR087_RS03315
OG0000379	E5E95_RS01385	DR087_RS01160
OG0000380	E5E95_RS01410	DR087_RS01135
OG0000381	E5E95_RS01450	DR087_RS01095
OG0000382	E5E95_RS01480	DR087_RS01065
OG0000383	E5E95_RS01520	DR087_RS01025
OG0000384	E5E95_RS00515	DR087_RS03460
OG0000385	E5E95_RS00520	DR087_RS03455
OG0000386	E5E95_RS00540	DR087_RS02875
OG0000387	E5E95_RS00565	DR087_RS02900
OG0000388	E5E95_RS00570	DR087_RS04720
OG0000389	E5E95_RS00615	DR087_RS03170
OG0000390	E5E95_RS03100	DR087_RS01460
OG0000391	E5E95_RS03090	DR087_RS01450
OG0000392	E5E95_RS03065	DR087_RS01425
OG0000393	E5E95_RS03010	DR087_RS04575
OG0000394	E5E95_RS02940	DR087_RS03560
OG0000395	E5E95_RS02930	DR087_RS03550
OG0000397	E5E95_RS02035	DR087_RS01540
OG0000398	E5E95_RS02040	DR087_RS01535
OG0000399	E5E95_RS02090	DR087_RS00015
OG0000400	E5E95_RS03265	DR087_RS00995
OG0000401	E5E95_RS03325	DR087_RS00935
OG0000402	E5E95_RS03335	DR087_RS00925
OG0000403	E5E95_RS03345	DR087_RS00915
OG0000404	E5E95_RS03375	DR087_RS00885
OG0000405	E5E95_RS03390	DR087_RS00870
OG0000406	E5E95_RS03455	DR087_RS00810
OG0000407	E5E95_RS03460	DR087_RS04515
OG0000408	E5E95_RS03465	DR087_RS00800
OG0000409	E5E95_RS03470	DR087_RS00795
OG0000410	E5E95_RS03530	DR087_RS02135
OG0000411	E5E95_RS03520	DR087_RS02145
OG0000412	E5E95_RS03515	DR087_RS02150
OG0000413	E5E95_RS01535	DR087_RS00355
OG0000414	E5E95_RS01545	DR087_RS03435
OG0000415	E5E95_RS01550	DR087_RS03430
OG0000416	E5E95_RS01560	DR087_RS03420
OG0000417	E5E95_RS02400	DR087_RS00250
OG0000418	E5E95_RS02395	DR087_RS00245
OG0000419	E5E95_RS00710	DR087_RS02205
OG0000420	E5E95_RS00745	DR087_RS02240
OG0000421	E5E95_RS00780	DR087_RS02275
OG0000422	E5E95_RS00790	DR087_RS02285
OG0000423	E5E95_RS00845	DR087_RS02600
OG0000424	E5E95_RS00850	DR087_RS02595
OG0000425	E5E95_RS00860	DR087_RS02585
OG0000426	E5E95_RS00865	DR087_RS04695
OG0000427	E5E95_RS00890	DR087_RS04690
OG0000428	E5E95_RS00915	DR087_RS02530
OG0000429	E5E95_RS01030	DR087_RS02705
OG0000430	E5E95_RS01075	DR087_RS02750
OG0000431	E5E95_RS01085	DR087_RS02760
OG0000432	E5E95_RS01115	DR087_RS02000
OG0000433	E5E95_RS01130	DR087_RS01985
OG0000434	E5E95_RS01135	DR087_RS01980
OG0000435	E5E95_RS01150	DR087_RS01965
OG0000436	E5E95_RS01180	DR087_RS01935
OG0000437	E5E95_RS01190	DR087_RS01925
OG0000438	E5E95_RS01195	DR087_RS01920
OG0000439	E5E95_RS01200	DR087_RS04620
OG0000440	E5E95_RS03155	DR087_RS03345
OG0000441	E5E95_RS03195	DR087_RS03395
OG0000442	E5E95_RS00135	DR087_RS04770
OG0000443	E5E95_RS00185	DR087_RS02370
OG0000444	E5E95_RS00200	DR087_RS02355
OG0000445	E5E95_RS00225	DR087_RS02330
OG0000446	E5E95_RS00255	DR087_RS01775
OG0000447	E5E95_RS00260	DR087_RS01780
OG0000448	E5E95_RS00290	DR087_RS01810
OG0000449	E5E95_RS00315	DR087_RS01835
OG0000450	E5E95_RS00325	DR087_RS01845
OG0000451	E5E95_RS00365	DR087_RS01885
OG0000452	E5E95_RS00390	DR087_RS03005
OG0000453	E5E95_RS00425	DR087_RS03040
OG0000454	E5E95_RS01735, E5E95_RS02455	DR087_RS02015
OG0000455	E5E95_RS03730	DR087_RS00740
OG0000456	E5E95_RS03610	DR087_RS00620
OG0000457	E5E95_RS03585	DR087_RS00595
OG0000458	E5E95_RS02715	DR087_RS02935
OG0000459	E5E95_RS02740	DR087_RS02960
OG0000460	E5E95_RS02750	DR087_RS02970
OG0000461	E5E95_RS02795	DR087_RS01335
OG0000462	E5E95_RS02790	DR087_RS01340
OG0000463	E5E95_RS02785	DR087_RS01350
OG0000464	E5E95_RS02780	DR087_RS03000
OG0000465	E5E95_RS02775	DR087_RS02995
OG0000466	E5E95_RS00395	DR087_RS03010
OG0000467	E5E95_RS02880	DR087_RS04570
OG0000468	E5E95_RS02085	DR087_RS00010
OG0000469	E5E95_RS02145	DR087_RS00070
OG0000470	E5E95_RS03895	DR087_RS03755
OG0000471	E5E95_RS00920	DR087_RS02525
OG0000472	E5E95_RS03540	DR087_RS02125
OG0000473	E5E95_RS03715	DR087_RS00725
OG0000474	E5E95_RS03720	DR087_RS00730
OG0000475	E5E95_RS03725	DR087_RS00735
OG0000476	E5E95_RS01570	DR087_RS03410
OG0000477	E5E95_RS02820	DR087_RS01310
OG0000478	E5E95_RS03660	DR087_RS00670
OG0000479	E5E95_RS01345	DR087_RS01200
OG0000480	E5E95_RS03865	DR087_RS03730
OG0000481	E5E95_RS00815	DR087_RS02310
OG0000482	E5E95_RS01230	DR087_RS02795
OG0000483	E5E95_RS02190	DR087_RS00115
OG0000484	E5E95_RS00195	DR087_RS04670
OG0000485	E5E95_RS01185	DR087_RS01930
OG0000486	E5E95_RS02420	DR087_RS00270
OG0000487	E5E95_RS02125	DR087_RS04405
OG0000488	E5E95_RS02160	DR087_RS00085
OG0000489	E5E95_RS00050	DR087_RS00480
OG0000490	E5E95_RS03830	DR087_RS00420
OG0000491	E5E95_RS01365	DR087_RS01180
OG0000492	E5E95_RS01440	DR087_RS01105
OG0000493	E5E95_RS00580	DR087_RS02915
OG0000494	E5E95_RS00640	DR087_RS03145
OG0000495	E5E95_RS03035	DR087_RS01395
OG0000496	E5E95_RS03025	DR087_RS01385
OG0000497	E5E95_RS03020	DR087_RS01380
OG0000500	E5E95_RS02045	DR087_RS01530
OG0000501	E5E95_RS04280, E5E95_RS04275	DR087_RS00985
OG0000502	E5E95_RS01220	DR087_RS02785
OG0000503	E5E95_RS00760	DR087_RS02255
OG0000504	E5E95_RS00895	DR087_RS02550
OG0000506	E5E95_RS00960	DR087_RS02635
OG0000508	E5E95_RS00250	DR087_RS01770
OG0000509	E5E95_RS00285	DR087_RS01805
OG0000510	E5E95_RS00295	DR087_RS01815
OG0000511	E5E95_RS00430	DR087_RS03045
OG0000512	E5E95_RS02755	DR087_RS02975
OG0000513	E5E95_RS03645	DR087_RS00655
OG0000514	E5E95_RS03060	DR087_RS01420
OG0000515	E5E95_RS01965	DR087_RS01610
OG0000515	E5E95_RS01580	DR087_RS01610
OG0000516	E5E95_RS02130	DR087_RS04410
OG0000517	E5E95_RS00065	DR087_RS00495
OG0000518	E5E95_RS03315	DR087_RS00945
OG0000519	E5E95_RS00785	DR087_RS02280
OG0000520	E5E95_RS00910	DR087_RS02535
OG0000521	E5E95_RS00265	DR087_RS01785
OG0000522	E5E95_RS00300	DR087_RS01820
OG0000523	E5E95_RS03580	DR087_RS00590
OG0000525	E5E95_RS03545	DR087_RS04645
OG0000526	E5E95_RS04020	DR087_RS04050
OG0000528	E5E95_RS02135	DR087_RS04415
OG0000529	E5E95_RS02355	DR087_RS00205
OG0000531	E5E95_RS01415	DR087_RS01130
OG0000532	E5E95_RS01740	DR087_RS03180
