Orthogroup	MHP_ES2_genes	MHP_MHP653_genes
OG0000110	E5E95_RS02595	DR096_RS01725
OG0000111	E5E95_RS02590	DR096_RS01720
OG0000112	E5E95_RS02580	DR096_RS01710
OG0000113	E5E95_RS02560	DR096_RS04785
OG0000114	E5E95_RS04300	DR096_RS03255
OG0000115	E5E95_RS02535	DR096_RS03245
OG0000116	E5E95_RS01315	DR096_RS01665
OG0000117	E5E95_RS01320	DR096_RS01660
OG0000118	E5E95_RS01355	DR096_RS01625
OG0000119	E5E95_RS01360	DR096_RS01620
OG0000120	E5E95_RS01375	DR096_RS01605
OG0000121	E5E95_RS01400	DR096_RS01580
OG0000122	E5E95_RS01405	DR096_RS01575
OG0000123	E5E95_RS01425	DR096_RS01555
OG0000124	E5E95_RS01430	DR096_RS01550
OG0000125	E5E95_RS01435	DR096_RS01545
OG0000126	E5E95_RS01445	DR096_RS01210
OG0000127	E5E95_RS01455	DR096_RS01220
OG0000128	E5E95_RS01470	DR096_RS01235
OG0000129	E5E95_RS01475	DR096_RS01240
OG0000130	E5E95_RS01485	DR096_RS01250
OG0000131	E5E95_RS01515	DR096_RS04595
OG0000132	E5E95_RS01530	DR096_RS04600
OG0000133	E5E95_RS00530	DR096_RS02600
OG0000134	E5E95_RS00535	DR096_RS02605
OG0000135	E5E95_RS00550	DR096_RS02620
OG0000136	E5E95_RS00555	DR096_RS02625
OG0000137	E5E95_RS00585	DR096_RS02665
OG0000138	E5E95_RS00620	DR096_RS03305
OG0000139	E5E95_RS00650	DR096_RS03275
OG0000140	E5E95_RS00655	DR096_RS03270
OG0000141	E5E95_RS03135	DR096_RS01055
OG0000142	E5E95_RS03130	DR096_RS04575
OG0000143	E5E95_RS03105	DR096_RS01085
OG0000144	E5E95_RS03095	DR096_RS01095
OG0000145	E5E95_RS03085	DR096_RS01105
OG0000146	E5E95_RS03075	DR096_RS01115
OG0000147	E5E95_RS03070	DR096_RS01120
OG0000148	E5E95_RS03055	DR096_RS01135
OG0000149	E5E95_RS03045	DR096_RS01145
OG0000150	E5E95_RS03030	DR096_RS01160
OG0000151	E5E95_RS02985	DR096_RS01530
OG0000152	E5E95_RS02980	DR096_RS01525
OG0000153	E5E95_RS02975	DR096_RS01520
OG0000154	E5E95_RS02965	DR096_RS01510
OG0000155	E5E95_RS02925	DR096_RS01470
OG0000156	E5E95_RS02915	DR096_RS01460
OG0000157	E5E95_RS02910	DR096_RS04635
OG0000158	E5E95_RS02905	DR096_RS04630
OG0000159	E5E95_RS04310	DR096_RS03005
OG0000160	E5E95_RS02665	DR096_RS03010
OG0000161	E5E95_RS02660	DR096_RS03015
OG0000162	E5E95_RS02650	DR096_RS03025
OG0000163	E5E95_RS02645	DR096_RS03030
OG0000164	E5E95_RS01630	DR096_RS01375
OG0000165	E5E95_RS02055	DR096_RS00480
OG0000166	E5E95_RS02080	DR096_RS00500
OG0000167	E5E95_RS02095	DR096_RS00515
OG0000168	E5E95_RS02100	DR096_RS00520
OG0000169	E5E95_RS03255	DR096_RS00775
OG0000170	E5E95_RS03270	DR096_RS00760
OG0000171	E5E95_RS03280	DR096_RS00750
OG0000172	E5E95_RS03285	DR096_RS00740
OG0000173	E5E95_RS03290	DR096_RS00735
OG0000174	E5E95_RS03295	DR096_RS00730
OG0000175	E5E95_RS03310	DR096_RS00715
OG0000176	E5E95_RS03360	DR096_RS00665
OG0000177	E5E95_RS03365	DR096_RS00660
OG0000178	E5E95_RS03370	DR096_RS00655
OG0000179	E5E95_RS03380	DR096_RS00645
OG0000180	E5E95_RS03385	DR096_RS00640
OG0000181	E5E95_RS03435	DR096_RS04745
OG0000182	E5E95_RS03445	DR096_RS03095
OG0000183	E5E95_RS03480	DR096_RS03060
OG0000184	E5E95_RS03525	DR096_RS03135
OG0000185	E5E95_RS03510	DR096_RS03120
OG0000186	E5E95_RS01540	DR096_RS04605
OG0000187	E5E95_RS01555	DR096_RS01320
OG0000188	E5E95_RS01565	DR096_RS01330
OG0000189	E5E95_RS02415	DR096_RS04750
OG0000190	E5E95_RS02410	DR096_RS03155
OG0000191	E5E95_RS02390	DR096_RS03175
OG0000192	E5E95_RS01235	DR096_RS02270
OG0000193	E5E95_RS01225	DR096_RS02285
OG0000194	E5E95_RS00690	DR096_RS02075
OG0000195	E5E95_RS00695	DR096_RS02080
OG0000196	E5E95_RS00715	DR096_RS02100
OG0000197	E5E95_RS00720	DR096_RS02105
OG0000198	E5E95_RS00735	DR096_RS02120
OG0000199	E5E95_RS00740	DR096_RS02125
OG0000200	E5E95_RS00755	DR096_RS02140
OG0000201	E5E95_RS00765	DR096_RS02150
OG0000202	E5E95_RS00820	DR096_RS02205
OG0000203	E5E95_RS00825	DR096_RS02215
OG0000204	E5E95_RS00830	DR096_RS04690
OG0000205	E5E95_RS00835	DR096_RS02315
OG0000206	E5E95_RS00855	DR096_RS02335
OG0000207	E5E95_RS00870	DR096_RS02350
OG0000208	E5E95_RS00875	DR096_RS02355
OG0000209	E5E95_RS00880	DR096_RS02360
OG0000210	E5E95_RS00925	DR096_RS02405
OG0000211	E5E95_RS00955	DR096_RS02680
OG0000212	E5E95_RS00965	DR096_RS02690
OG0000213	E5E95_RS00970	DR096_RS02695
OG0000214	E5E95_RS00975	DR096_RS02700
OG0000215	E5E95_RS00980	DR096_RS02705
OG0000216	E5E95_RS00985	DR096_RS02710
OG0000217	E5E95_RS00995	DR096_RS02715
OG0000218	E5E95_RS01000	DR096_RS02725
OG0000219	E5E95_RS01005	DR096_RS02730
OG0000220	E5E95_RS01010	DR096_RS02735
OG0000221	E5E95_RS01015	DR096_RS02740
OG0000222	E5E95_RS01020	DR096_RS02745
OG0000223	E5E95_RS01025	DR096_RS02750
OG0000224	E5E95_RS01035	DR096_RS02760
OG0000225	E5E95_RS01045	DR096_RS02770
OG0000226	E5E95_RS01050	DR096_RS02775
OG0000227	E5E95_RS01055	DR096_RS02780
OG0000228	E5E95_RS04285	DR096_RS04885
OG0000229	E5E95_RS01065	DR096_RS02790
OG0000230	E5E95_RS01070	DR096_RS02795
OG0000231	E5E95_RS01080	DR096_RS02805
OG0000232	E5E95_RS01090	DR096_RS02815
OG0000233	E5E95_RS01110	DR096_RS01885
OG0000234	E5E95_RS01145	DR096_RS01920
OG0000235	E5E95_RS01155	DR096_RS01930
OG0000236	E5E95_RS01160	DR096_RS01935
OG0000237	E5E95_RS01165	DR096_RS01940
OG0000238	E5E95_RS01175	DR096_RS01950
OG0000239	E5E95_RS03145	DR096_RS00850
OG0000240	E5E95_RS03150	DR096_RS00845
OG0000241	E5E95_RS03160	DR096_RS00835
OG0000242	E5E95_RS03165	DR096_RS00830
OG0000243	E5E95_RS03170	DR096_RS00825
OG0000244	E5E95_RS03180	DR096_RS00815
OG0000245	E5E95_RS03190	DR096_RS00805
OG0000246	E5E95_RS00130	DR096_RS02525
OG0000247	E5E95_RS00140	DR096_RS00365
OG0000248	E5E95_RS00150	DR096_RS00355
OG0000249	E5E95_RS00155	DR096_RS00350
OG0000250	E5E95_RS00170	DR096_RS00335
OG0000251	E5E95_RS00205	DR096_RS00300
OG0000252	E5E95_RS00215	DR096_RS00290
OG0000253	E5E95_RS00220	DR096_RS00285
OG0000254	E5E95_RS00230	DR096_RS00275
OG0000255	E5E95_RS00240	DR096_RS00265
OG0000256	E5E95_RS00245	DR096_RS00260
OG0000257	E5E95_RS00270	DR096_RS00235
OG0000258	E5E95_RS00280	DR096_RS00225
OG0000259	E5E95_RS00310	DR096_RS00195
OG0000260	E5E95_RS00320	DR096_RS00185
OG0000261	E5E95_RS00330	DR096_RS04485
OG0000262	E5E95_RS00350	DR096_RS00160
OG0000263	E5E95_RS00360	DR096_RS00145
OG0000264	E5E95_RS00375	DR096_RS00130
OG0000265	E5E95_RS00385	DR096_RS00120
OG0000266	E5E95_RS00400	DR096_RS00105
OG0000267	E5E95_RS00415	DR096_RS00090
OG0000268	E5E95_RS00420	DR096_RS00085
OG0000269	E5E95_RS00435	DR096_RS00070
OG0000270	E5E95_RS03710	DR096_RS04570
OG0000271	E5E95_RS03705	DR096_RS01000
OG0000272	E5E95_RS03700	DR096_RS00995
OG0000273	E5E95_RS03695	DR096_RS00990
OG0000274	E5E95_RS03675	DR096_RS00970
OG0000275	E5E95_RS03670	DR096_RS04560
OG0000276	E5E95_RS03665	DR096_RS00960
OG0000277	E5E95_RS03655	DR096_RS00950
OG0000278	E5E95_RS03650	DR096_RS00945
OG0000279	E5E95_RS03640	DR096_RS00935
OG0000280	E5E95_RS03635	DR096_RS00930
OG0000281	E5E95_RS03630	DR096_RS00925
OG0000282	E5E95_RS03605	DR096_RS04550
OG0000283	E5E95_RS03600	DR096_RS00895
OG0000284	E5E95_RS03595	DR096_RS00890
OG0000285	E5E95_RS03590	DR096_RS04545
OG0000286	E5E95_RS04305	DR096_RS03490
OG0000287	E5E95_RS02720	DR096_RS02920
OG0000288	E5E95_RS02730	DR096_RS02930
OG0000289	E5E95_RS02735	DR096_RS02935
OG0000290	E5E95_RS02845	DR096_RS02450
OG0000291	E5E95_RS02835	DR096_RS02460
OG0000292	E5E95_RS02830	DR096_RS02465
OG0000293	E5E95_RS02825	DR096_RS02470
OG0000294	E5E95_RS02815	DR096_RS02480
OG0000295	E5E95_RS02810	DR096_RS02485
OG0000296	E5E95_RS02770	DR096_RS02970
OG0000297	E5E95_RS02765	DR096_RS02965
OG0000298	E5E95_RS00165	DR096_RS00340
OG0000299	E5E95_RS00190	DR096_RS00315
OG0000300	E5E95_RS00370	DR096_RS00135
OG0000301	E5E95_RS00405	DR096_RS00100
OG0000302	E5E95_RS00410	DR096_RS00095
OG0000303	E5E95_RS00560	DR096_RS02630
OG0000304	E5E95_RS01095	DR096_RS02820
OG0000305	E5E95_RS03080	DR096_RS01110
OG0000306	E5E95_RS03005	DR096_RS01185
OG0000307	E5E95_RS02970	DR096_RS01515
OG0000308	E5E95_RS02875	DR096_RS02430
OG0000309	E5E95_RS02800	DR096_RS02495
OG0000310	E5E95_RS02725	DR096_RS02925
OG0000311	E5E95_RS02690	DR096_RS02985
OG0000312	E5E95_RS02675	DR096_RS03000
OG0000313	E5E95_RS01620	DR096_RS01365
OG0000314	E5E95_RS02075	DR096_RS00495
OG0000315	E5E95_RS02105	DR096_RS00525
OG0000316	E5E95_RS02115	DR096_RS00535
OG0000317	E5E95_RS02205	DR096_RS00625
OG0000318	E5E95_RS02120	DR096_RS04510
OG0000319	E5E95_RS02345	DR096_RS02875
OG0000320	E5E95_RS02570	DR096_RS01700
OG0000321	E5E95_RS01350	DR096_RS01630
OG0000322	E5E95_RS01395	DR096_RS01585
OG0000323	E5E95_RS01525	DR096_RS01290
OG0000324	E5E95_RS02385	DR096_RS03180
OG0000325	E5E95_RS00700	DR096_RS02085
OG0000326	E5E95_RS00795	DR096_RS02180
OG0000327	E5E95_RS00800	DR096_RS02185
OG0000328	E5E95_RS00885	DR096_RS02365
OG0000329	E5E95_RS00905	DR096_RS02385
OG0000330	E5E95_RS01120	DR096_RS01895
OG0000331	E5E95_RS03175	DR096_RS00820
OG0000332	E5E95_RS03320	DR096_RS00705
OG0000333	E5E95_RS03330	DR096_RS00695
OG0000334	E5E95_RS03440	DR096_RS03100
OG0000335	E5E95_RS03450	DR096_RS04740
OG0000336	E5E95_RS03620	DR096_RS04555
OG0000337	E5E95_RS03795	DR096_RS01765
OG0000338	E5E95_RS03835	DR096_RS01805
OG0000339	E5E95_RS02540	DR096_RS03250
OG0000340	E5E95_RS01330	DR096_RS01650
OG0000341	E5E95_RS02405	DR096_RS03160
OG0000342	E5E95_RS00730	DR096_RS02115
OG0000343	E5E95_RS03340	DR096_RS00685
OG0000344	E5E95_RS00575	DR096_RS02645
OG0000345	E5E95_RS01040	DR096_RS02765
OG0000346	E5E95_RS03625	DR096_RS04835
OG0000347	E5E95_RS01420	DR096_RS01560
OG0000348	E5E95_RS00805	DR096_RS02190
OG0000349	E5E95_RS03685	DR096_RS04565
OG0000350	E5E95_RS02960	DR096_RS01505
OG0000351	E5E95_RS00495	DR096_RS00010
OG0000352	E5E95_RS02050	DR096_RS00475
OG0000353	E5E95_RS01390	DR096_RS01590
OG0000354	E5E95_RS00635	DR096_RS03290
OG0000355	E5E95_RS02020	DR096_RS04500
OG0000356	E5E95_RS02110	DR096_RS04505
OG0000357	E5E95_RS03300	DR096_RS04530
OG0000358	E5E95_RS03305	DR096_RS00720
OG0000359	E5E95_RS00775	DR096_RS04670
OG0000360	E5E95_RS00275	DR096_RS00230
OG0000361	E5E95_RS00305	DR096_RS00200
OG0000362	E5E95_RS02745	DR096_RS02945
OG0000363	E5E95_RS03985	DR096_RS01225
OG0000364	E5E95_RS01995	DR096_RS00420
OG0000365	E5E95_RS02150	DR096_RS00575
OG0000366	E5E95_RS02175	DR096_RS00595
OG0000367	E5E95_RS02185	DR096_RS00605
OG0000368	E5E95_RS00060	DR096_RS01870
OG0000369	E5E95_RS00025	DR096_RS04650
OG0000370	E5E95_RS00020	DR096_RS01830
OG0000371	E5E95_RS00015	DR096_RS01825
OG0000372	E5E95_RS00010	DR096_RS01820
OG0000373	E5E95_RS03825	DR096_RS01795
OG0000374	E5E95_RS03815	DR096_RS01785
OG0000375	E5E95_RS02340	DR096_RS02880
OG0000376	E5E95_RS02585	DR096_RS01715
OG0000377	E5E95_RS02575	DR096_RS01705
OG0000378	E5E95_RS01310	DR096_RS01670
OG0000379	E5E95_RS01385	DR096_RS01595
OG0000380	E5E95_RS01410	DR096_RS01570
OG0000381	E5E95_RS01450	DR096_RS01215
OG0000382	E5E95_RS01480	DR096_RS01245
OG0000383	E5E95_RS01520	DR096_RS01285
OG0000384	E5E95_RS00515	DR096_RS03380
OG0000385	E5E95_RS00520	DR096_RS03375
OG0000386	E5E95_RS00540	DR096_RS02610
OG0000387	E5E95_RS00565	DR096_RS02635
OG0000388	E5E95_RS00570	DR096_RS04725
OG0000389	E5E95_RS00615	DR096_RS03310
OG0000390	E5E95_RS03100	DR096_RS01090
OG0000391	E5E95_RS03090	DR096_RS01100
OG0000392	E5E95_RS03065	DR096_RS01125
OG0000393	E5E95_RS03010	DR096_RS04585
OG0000394	E5E95_RS02940	DR096_RS01480
OG0000395	E5E95_RS02930	DR096_RS01475
OG0000397	E5E95_RS02035	DR096_RS00460
OG0000398	E5E95_RS02040	DR096_RS00465
OG0000399	E5E95_RS02090	DR096_RS00510
OG0000400	E5E95_RS03265	DR096_RS00765
OG0000401	E5E95_RS03325	DR096_RS00700
OG0000402	E5E95_RS03335	DR096_RS00690
OG0000403	E5E95_RS03345	DR096_RS00680
OG0000404	E5E95_RS03375	DR096_RS00650
OG0000405	E5E95_RS03390	DR096_RS00635
OG0000406	E5E95_RS03455	DR096_RS03085
OG0000407	E5E95_RS03460	DR096_RS04735
OG0000408	E5E95_RS03465	DR096_RS03075
OG0000409	E5E95_RS03470	DR096_RS03070
OG0000410	E5E95_RS03530	DR096_RS03140
OG0000411	E5E95_RS03520	DR096_RS03130
OG0000412	E5E95_RS03515	DR096_RS03125
OG0000413	E5E95_RS01535	DR096_RS01300
OG0000414	E5E95_RS01545	DR096_RS01310
OG0000415	E5E95_RS01550	DR096_RS01315
OG0000416	E5E95_RS01560	DR096_RS01325
OG0000417	E5E95_RS02400	DR096_RS03165
OG0000418	E5E95_RS02395	DR096_RS03170
OG0000419	E5E95_RS00710	DR096_RS02095
OG0000420	E5E95_RS00745	DR096_RS02130
OG0000421	E5E95_RS00780	DR096_RS02165
OG0000422	E5E95_RS00790	DR096_RS02175
OG0000423	E5E95_RS00845	DR096_RS02325
OG0000424	E5E95_RS00850	DR096_RS02330
OG0000425	E5E95_RS00860	DR096_RS02340
OG0000426	E5E95_RS00865	DR096_RS04695
OG0000427	E5E95_RS00890	DR096_RS04700
OG0000428	E5E95_RS00915	DR096_RS02395
OG0000429	E5E95_RS01030	DR096_RS02755
OG0000430	E5E95_RS01075	DR096_RS02800
OG0000431	E5E95_RS01085	DR096_RS02810
OG0000432	E5E95_RS01115	DR096_RS01890
OG0000433	E5E95_RS01130	DR096_RS01905
OG0000434	E5E95_RS01135	DR096_RS01910
OG0000435	E5E95_RS01150	DR096_RS01925
OG0000436	E5E95_RS01180	DR096_RS01955
OG0000437	E5E95_RS01190	DR096_RS01965
OG0000438	E5E95_RS01195	DR096_RS01970
OG0000439	E5E95_RS01200	DR096_RS01975
OG0000440	E5E95_RS03155	DR096_RS00840
OG0000441	E5E95_RS03195	DR096_RS00800
OG0000442	E5E95_RS00135	DR096_RS02520
OG0000443	E5E95_RS00185	DR096_RS00320
OG0000444	E5E95_RS00200	DR096_RS00305
OG0000445	E5E95_RS00225	DR096_RS00280
OG0000446	E5E95_RS00255	DR096_RS00250
OG0000447	E5E95_RS00260	DR096_RS00245
OG0000448	E5E95_RS00290	DR096_RS00215
OG0000449	E5E95_RS00315	DR096_RS00190
OG0000450	E5E95_RS00325	DR096_RS00180
OG0000451	E5E95_RS00365	DR096_RS00140
OG0000452	E5E95_RS00390	DR096_RS03845
OG0000453	E5E95_RS00425	DR096_RS00080
OG0000455	E5E95_RS03730	DR096_RS01025
OG0000456	E5E95_RS03610	DR096_RS00905
OG0000457	E5E95_RS03585	DR096_RS00880
OG0000458	E5E95_RS02715	DR096_RS02915
OG0000459	E5E95_RS02740	DR096_RS02940
OG0000460	E5E95_RS02750	DR096_RS02950
OG0000461	E5E95_RS02795	DR096_RS02500
OG0000462	E5E95_RS02790	DR096_RS02505
OG0000463	E5E95_RS02785	DR096_RS02510
OG0000464	E5E95_RS02780	DR096_RS02980
OG0000465	E5E95_RS02775	DR096_RS02975
OG0000466	E5E95_RS00395	DR096_RS00110
OG0000467	E5E95_RS02880	DR096_RS04620
OG0000468	E5E95_RS02085	DR096_RS00505
OG0000469	E5E95_RS02145	DR096_RS00565
OG0000470	E5E95_RS03895	DR096_RS03815
OG0000471	E5E95_RS00920	DR096_RS02400
OG0000472	E5E95_RS03540	DR096_RS03190
OG0000473	E5E95_RS03715	DR096_RS01010
OG0000474	E5E95_RS03720	DR096_RS01015
OG0000475	E5E95_RS03725	DR096_RS01020
OG0000476	E5E95_RS01570	DR096_RS01335
OG0000477	E5E95_RS02820	DR096_RS02475
OG0000478	E5E95_RS03660	DR096_RS00955
OG0000479	E5E95_RS01345	DR096_RS01635
OG0000480	E5E95_RS03865	DR096_RS03790
OG0000481	E5E95_RS00815	DR096_RS02200
OG0000482	E5E95_RS01230	DR096_RS02280
OG0000483	E5E95_RS02190	DR096_RS00610
OG0000484	E5E95_RS00195	DR096_RS04490
OG0000485	E5E95_RS01185	DR096_RS01960
OG0000486	E5E95_RS02420	DR096_RS03145
OG0000487	E5E95_RS02125	DR096_RS04515
OG0000488	E5E95_RS02160	DR096_RS00580
OG0000489	E5E95_RS00050	DR096_RS01860
OG0000490	E5E95_RS03830	DR096_RS01800
OG0000491	E5E95_RS01365	DR096_RS01615
OG0000492	E5E95_RS01440	DR096_RS01540
OG0000493	E5E95_RS00580	DR096_RS02650
OG0000494	E5E95_RS00640	DR096_RS03285
OG0000495	E5E95_RS03035	DR096_RS01155
OG0000496	E5E95_RS03025	DR096_RS01165
OG0000497	E5E95_RS03020	DR096_RS01170
OG0000500	E5E95_RS02045	DR096_RS00470
OG0000501	E5E95_RS04280, E5E95_RS04275	DR096_RS00755
OG0000502	E5E95_RS01220	DR096_RS02290
OG0000503	E5E95_RS00760	DR096_RS02145
OG0000504	E5E95_RS00895	DR096_RS02375
OG0000506	E5E95_RS00960	DR096_RS02685
OG0000508	E5E95_RS00250	DR096_RS00255
OG0000509	E5E95_RS00285	DR096_RS00220
OG0000510	E5E95_RS00295	DR096_RS00210
OG0000511	E5E95_RS00430	DR096_RS00075
OG0000512	E5E95_RS02755	DR096_RS02955
OG0000513	E5E95_RS03645	DR096_RS00940
OG0000514	E5E95_RS03060	DR096_RS01130
OG0000516	E5E95_RS02130	DR096_RS04520
OG0000517	E5E95_RS00065	DR096_RS01880
OG0000518	E5E95_RS03315	DR096_RS00710
OG0000519	E5E95_RS00785	DR096_RS02170
OG0000520	E5E95_RS00910	DR096_RS02390
OG0000521	E5E95_RS00265	DR096_RS00240
OG0000522	E5E95_RS00300	DR096_RS00205
OG0000523	E5E95_RS03580	DR096_RS00875
OG0000525	E5E95_RS03545	DR096_RS04760
OG0000526	E5E95_RS04020	DR096_RS03880
OG0000527	E5E95_RS01880	DR096_RS03455
OG0000528	E5E95_RS02135	DR096_RS00555
OG0000529	E5E95_RS02355	DR096_RS02865
OG0000531	E5E95_RS01415	DR096_RS01565
OG0000532	E5E95_RS01740	DR096_RS01395
OG0000533	E5E95_RS00600	DR096_RS03320
