Orthogroup	MHP_MHP679_genes	MHP_KM014_genes
OG0000174	DR086_RS01395	CIB43_RS00170
OG0000175	DR086_RS01380	CIB43_RS00190
OG0000176	DR086_RS01330	CIB43_RS00235
OG0000177	DR086_RS01325	CIB43_RS00240
OG0000178	DR086_RS01320	CIB43_RS00245
OG0000179	DR086_RS01310	CIB43_RS00255
OG0000180	DR086_RS01305	CIB43_RS00260
OG0000181	DR086_RS05065	CIB43_RS00310
OG0000182	DR086_RS03535	CIB43_RS00320
OG0000183	DR086_RS02345	CIB43_RS00355
OG0000184	DR086_RS02390	CIB43_RS00430
OG0000185	DR086_RS02375	CIB43_RS00380
OG0000186	DR086_RS04895	CIB43_RS02400
OG0000187	DR086_RS01790	CIB43_RS02410
OG0000188	DR086_RS01780	CIB43_RS02425
OG0000189	DR086_RS04920	CIB43_RS03200
OG0000190	DR086_RS02035	CIB43_RS03195
OG0000191	DR086_RS02055	CIB43_RS03180
OG0000192	DR086_RS02515	CIB43_RS02085
OG0000193	DR086_RS02500	CIB43_RS02075
OG0000194	DR086_RS03025	CIB43_RS01560
OG0000195	DR086_RS03030	CIB43_RS01565
OG0000196	DR086_RS03050	CIB43_RS01585
OG0000197	DR086_RS03055	CIB43_RS01590
OG0000198	DR086_RS03070	CIB43_RS01605
OG0000199	DR086_RS03075	CIB43_RS01615
OG0000200	DR086_RS03090	CIB43_RS01630
OG0000201	DR086_RS03100	CIB43_RS01635
OG0000202	DR086_RS03345	CIB43_RS01690
OG0000203	DR086_RS03340	CIB43_RS01695
OG0000204	DR086_RS04975	CIB43_RS01700
OG0000205	DR086_RS02805	CIB43_RS01705
OG0000206	DR086_RS02825	CIB43_RS01735
OG0000207	DR086_RS02840	CIB43_RS01740
OG0000208	DR086_RS02845	CIB43_RS01745
OG0000209	DR086_RS02850	CIB43_RS01750
OG0000210	DR086_RS02895	CIB43_RS01800
OG0000211	DR086_RS02580	CIB43_RS01805
OG0000212	DR086_RS02590	CIB43_RS01815
OG0000213	DR086_RS02595	CIB43_RS01820
OG0000214	DR086_RS02600	CIB43_RS01825
OG0000215	DR086_RS02605	CIB43_RS01830
OG0000216	DR086_RS02610	CIB43_RS01835
OG0000217	DR086_RS02615	CIB43_RS01845
OG0000218	DR086_RS02625	CIB43_RS01850
OG0000219	DR086_RS02630	CIB43_RS01855
OG0000220	DR086_RS02635	CIB43_RS01860
OG0000221	DR086_RS02640	CIB43_RS01865
OG0000222	DR086_RS02645	CIB43_RS01870
OG0000223	DR086_RS02650	CIB43_RS01875
OG0000225	DR086_RS02670	CIB43_RS01895
OG0000226	DR086_RS02675	CIB43_RS01900
OG0000227	DR086_RS02680	CIB43_RS01905
OG0000228	DR086_RS05105	CIB43_RS01910
OG0000229	DR086_RS02690	CIB43_RS01915
OG0000230	DR086_RS02695	CIB43_RS01920
OG0000231	DR086_RS02705	CIB43_RS01935
OG0000232	DR086_RS02715	CIB43_RS01940
OG0000233	DR086_RS01680	CIB43_RS01965
OG0000234	DR086_RS01715	CIB43_RS02000
OG0000235	DR086_RS01725	CIB43_RS02005
OG0000236	DR086_RS01730	CIB43_RS02010
OG0000237	DR086_RS01735	CIB43_RS02015
OG0000238	DR086_RS01745	CIB43_RS02025
OG0000239	DR086_RS02960	CIB43_RS03860
OG0000240	DR086_RS02955	CIB43_RS03870
OG0000241	DR086_RS02945	CIB43_RS03875
OG0000242	DR086_RS02940	CIB43_RS03880
OG0000243	DR086_RS02935	CIB43_RS03885
OG0000244	DR086_RS02925	CIB43_RS03900
OG0000245	DR086_RS02915	CIB43_RS03905
OG0000246	DR086_RS03275	CIB43_RS00845
OG0000247	DR086_RS00010	CIB43_RS00850
OG0000248	DR086_RS00020	CIB43_RS00875
OG0000250	DR086_RS00040	CIB43_RS00885
OG0000251	DR086_RS00075	CIB43_RS00925
OG0000252	DR086_RS00085	CIB43_RS00930
OG0000253	DR086_RS00090	CIB43_RS00940
OG0000254	DR086_RS00100	CIB43_RS00950
OG0000255	DR086_RS00110	CIB43_RS00955
OG0000256	DR086_RS00115	CIB43_RS00960
OG0000257	DR086_RS00140	CIB43_RS00985
OG0000258	DR086_RS00150	CIB43_RS01015
OG0000259	DR086_RS00180	CIB43_RS01030
OG0000260	DR086_RS00190	CIB43_RS01045
OG0000262	DR086_RS00215	CIB43_RS01075
OG0000263	DR086_RS00230	CIB43_RS01080
OG0000264	DR086_RS00245	CIB43_RS01100
OG0000265	DR086_RS00255	CIB43_RS01110
OG0000266	DR086_RS00270	CIB43_RS01120
OG0000267	DR086_RS00285	CIB43_RS01135
OG0000268	DR086_RS00290	CIB43_RS01305
OG0000269	DR086_RS00305	CIB43_RS01320
OG0000270	DR086_RS04945	CIB43_RS00575
OG0000271	DR086_RS02410	CIB43_RS00570
OG0000272	DR086_RS02405	CIB43_RS00565
OG0000273	DR086_RS02400	CIB43_RS00560
OG0000274	DR086_RS01450	CIB43_RS00545
OG0000275	DR086_RS04850	CIB43_RS00535
OG0000276	DR086_RS01460	CIB43_RS00530
OG0000277	DR086_RS01470	CIB43_RS00525
OG0000278	DR086_RS01475	CIB43_RS00515
OG0000279	DR086_RS01485	CIB43_RS00510
OG0000280	DR086_RS01490	CIB43_RS00500
OG0000281	DR086_RS01495	CIB43_RS00495
OG0000283	DR086_RS01525	CIB43_RS00475
OG0000284	DR086_RS01530	CIB43_RS00460
OG0000285	DR086_RS04865	CIB43_RS00455
OG0000286	DR086_RS02220	CIB43_RS03345
OG0000287	DR086_RS00990	CIB43_RS03440
OG0000288	DR086_RS00980	CIB43_RS03450
OG0000289	DR086_RS00975	CIB43_RS03455
OG0000290	DR086_RS00865	CIB43_RS03565
OG0000291	DR086_RS00875	CIB43_RS03560
OG0000292	DR086_RS00880	CIB43_RS03550
OG0000293	DR086_RS00885	CIB43_RS03545
OG0000294	DR086_RS00895	CIB43_RS03540
OG0000295	DR086_RS00900	CIB43_RS03530
OG0000296	DR086_RS00940	CIB43_RS03495
OG0000297	DR086_RS00945	CIB43_RS03485
OG0000298	DR086_RS00035	CIB43_RS00880
OG0000299	DR086_RS00060	CIB43_RS00915
OG0000300	DR086_RS00240	CIB43_RS01090
OG0000301	DR086_RS00275	CIB43_RS01125
OG0000302	DR086_RS00280	CIB43_RS01130
OG0000303	DR086_RS02275	CIB43_RS01455
OG0000304	DR086_RS02725	CIB43_RS01950
OG0000305	DR086_RS01090	CIB43_RS03795
OG0000306	DR086_RS01015	CIB43_RS03725
OG0000307	DR086_RS03215	CIB43_RS03685
OG0000308	DR086_RS00845	CIB43_RS03600
OG0000309	DR086_RS00910	CIB43_RS03520
OG0000310	DR086_RS00985	CIB43_RS03445
OG0000311	DR086_RS02160	CIB43_RS03405
OG0000312	DR086_RS02175	CIB43_RS03390
OG0000313	DR086_RS03315	CIB43_RS02485
OG0000314	DR086_RS00455	CIB43_RS02855
OG0000315	DR086_RS00485	CIB43_RS02885
OG0000316	DR086_RS00495	CIB43_RS02895
OG0000317	DR086_RS00585	CIB43_RS02985
OG0000318	DR086_RS04760	CIB43_RS02900
OG0000319	DR086_RS02100	CIB43_RS03125
OG0000320	DR086_RS03145	CIB43_RS03270
OG0000321	DR086_RS02000	CIB43_RS02200
OG0000322	DR086_RS01955	CIB43_RS02245
OG0000323	DR086_RS01820	CIB43_RS02375
OG0000324	DR086_RS02060	CIB43_RS03170
OG0000325	DR086_RS03035	CIB43_RS01570
OG0000326	DR086_RS03370	CIB43_RS01665
OG0000327	DR086_RS03365	CIB43_RS01670
OG0000328	DR086_RS02855	CIB43_RS01760
OG0000329	DR086_RS02875	CIB43_RS01775
OG0000330	DR086_RS01690	CIB43_RS01970
OG0000331	DR086_RS02930	CIB43_RS03890
OG0000332	DR086_RS01370	CIB43_RS00200
OG0000333	DR086_RS01360	CIB43_RS00210
OG0000334	DR086_RS03540	CIB43_RS00315
OG0000335	DR086_RS02315	CIB43_RS00340
OG0000336	DR086_RS04855	CIB43_RS00485
OG0000337	DR086_RS01270	CIB43_RS00655
OG0000338	DR086_RS01230	CIB43_RS00695
OG0000339	DR086_RS03465	CIB43_RS03235
OG0000340	DR086_RS02020	CIB43_RS02185
OG0000341	DR086_RS02040	CIB43_RS03190
OG0000342	DR086_RS03065	CIB43_RS01600
OG0000343	DR086_RS01350	CIB43_RS00215
OG0000344	DR086_RS02290	CIB43_RS01465
OG0000345	DR086_RS02665	CIB43_RS01890
OG0000346	DR086_RS05090	CIB43_RS00490
OG0000347	DR086_RS01930	CIB43_RS02270
OG0000348	DR086_RS03360	CIB43_RS01685
OG0000349	DR086_RS04845	CIB43_RS00550
OG0000350	DR086_RS03205	CIB43_RS03675
OG0000351	DR086_RS00370	CIB43_RS01385
OG0000352	DR086_RS00435	CIB43_RS02830
OG0000353	DR086_RS01960	CIB43_RS02240
OG0000354	DR086_RS02760	CIB43_RS01515
OG0000355	DR086_RS04750	CIB43_RS02805
OG0000356	DR086_RS04755	CIB43_RS02890
OG0000357	DR086_RS04840	CIB43_RS00175
OG0000358	DR086_RS01385	CIB43_RS00180
OG0000359	DR086_RS05045	CIB43_RS01650
OG0000360	DR086_RS00145	CIB43_RS00990
OG0000361	DR086_RS00175	CIB43_RS01020
OG0000362	DR086_RS00965	CIB43_RS03475
OG0000363	DR086_RS04910	CIB43_RS02310
OG0000369	DR086_RS04830	CIB43_RS00725
OG0000370	DR086_RS01205	CIB43_RS00720
OG0000378	DR086_RS03415	CIB43_RS02160
OG0000379	DR086_RS01965	CIB43_RS02235
OG0000380	DR086_RS01940	CIB43_RS02260
OG0000381	DR086_RS01895	CIB43_RS02300
OG0000385	DR086_RS02235	CIB43_RS01405
OG0000389	DR086_RS02785	CIB43_RS01490
OG0000394	DR086_RS03645	CIB43_RS03660
OG0000396	DR086_RS02215	CIB43_RS03350
OG0000403	DR086_RS01345	CIB43_RS00220
OG0000404	DR086_RS01315	CIB43_RS00250
OG0000405	DR086_RS01300	CIB43_RS00265
OG0000409	DR086_RS02335	CIB43_RS00345
OG0000412	DR086_RS02380	CIB43_RS00390
OG0000417	DR086_RS02045	CIB43_RS03185
OG0000428	DR086_RS02885	CIB43_RS01785
OG0000429	DR086_RS02655	CIB43_RS01885
OG0000430	DR086_RS02700	CIB43_RS01925
OG0000434	DR086_RS01705	CIB43_RS01985
OG0000436	DR086_RS01750	CIB43_RS02030
OG0000437	DR086_RS01760	CIB43_RS02065
OG0000441	DR086_RS02910	CIB43_RS03910
OG0000451	DR086_RS00235	CIB43_RS01085
OG0000453	DR086_RS00295	CIB43_RS01315
OG0000457	DR086_RS01540	CIB43_RS00450
OG0000459	DR086_RS00970	CIB43_RS03460
OG0000463	DR086_RS00925	CIB43_RS03515
OG0000464	DR086_RS00930	CIB43_RS03500
OG0000466	DR086_RS00265	CIB43_RS01115
OG0000468	DR086_RS00465	CIB43_RS02870
OG0000471	DR086_RS02890	CIB43_RS01790
OG0000473	DR086_RS02420	CIB43_RS00580
OG0000474	DR086_RS02425	CIB43_RS00585
OG0000475	DR086_RS02430	CIB43_RS00595
OG0000482	DR086_RS02505	CIB43_RS02080
OG0000485	DR086_RS01755	CIB43_RS02035
OG0000486	DR086_RS02025	CIB43_RS03205
OG0000487	DR086_RS04765	CIB43_RS02915
OG0000488	DR086_RS00540	CIB43_RS02940
OG0000489	DR086_RS01175	CIB43_RS00750
OG0000491	DR086_RS01985	CIB43_RS02220
OG0000492	DR086_RS01910	CIB43_RS02290
OG0000495	DR086_RS01045	CIB43_RS03750
OG0000502	DR086_RS02495	CIB43_RS02070
OG0000504	DR086_RS02865	CIB43_RS01770
OG0000506	DR086_RS02585	CIB43_RS01810
OG0000508	DR086_RS00120	CIB43_RS00980
OG0000517	DR086_RS01160	CIB43_RS00765
OG0000519	DR086_RS03380	CIB43_RS01660
OG0000520	DR086_RS02880	CIB43_RS01780
OG0000523	DR086_RS01545	CIB43_RS00445
OG0000526	DR086_RS04135	CIB43_RS02720
OG0000527	DR086_RS00635	CIB43_RS02640
OG0000529	DR086_RS02090	CIB43_RS03135
OG0000530	DR086_RS03450	CIB43_RS03250
OG0000531	DR086_RS01935	CIB43_RS02265
OG0000537	DR086_RS03060	CIB43_RS01595
OG0000538	DR086_RS01710	CIB43_RS01990
OG0000543	DR086_RS03960	CIB43_RS01215
OG0000544	DR086_RS04960	CIB43_RS02125
OG0000545	DR086_RS00685	CIB43_RS02715
OG0000546	DR086_RS04500	CIB43_RS03705
OG0000552	DR086_RS01340	CIB43_RS00225
OG0000553	DR086_RS04995	CIB43_RS03610
OG0000554	DR086_RS03115	CIB43_RS03295
OG0000556	DR086_RS04800	CIB43_RS01290
OG0000557	DR086_RS02560	CIB43_RS02130
OG0000558	DR086_RS02530	CIB43_RS02100
OG0000559	DR086_RS01605	CIB43_RS02575
OG0000560	DR086_RS00670	CIB43_RS02680
OG0000561	DR086_RS01695	CIB43_RS01980
OG0000562	DR086_RS00675	CIB43_RS02685
OG0000563	DR086_RS00660	CIB43_RS02670
OG0000564	DR086_RS03420	CIB43_RS02155
OG0000565	DR086_RS03570	CIB43_RS02760
OG0000566	DR086_RS00815	CIB43_RS02740
OG0000568	DR086_RS03020	CIB43_RS01555
OG0000569	DR086_RS02535	CIB43_RS02105
OG0000570	DR086_RS04955	CIB43_RS02110
OG0000571	DR086_RS02545	CIB43_RS02115
OG0000572	DR086_RS02570	CIB43_RS02135
OG0000573	DR086_RS01610	CIB43_RS02570
OG0000574	DR086_RS03400	CIB43_RS02175
OG0000575	DR086_RS02520	CIB43_RS02090
OG0000576	DR086_RS01655	CIB43_RS02530
OG0000577	DR086_RS00850	CIB43_RS03580
OG0000579	DR086_RS00655	CIB43_RS02660
OG0000580	DR086_RS01005	CIB43_RS03710
OG0000581	DR086_RS00640	CIB43_RS02645
OG0000584	DR086_RS00715	CIB43_RS01255
OG0000585	DR086_RS02120	CIB43_RS03105
OG0000588	DR086_RS01660	CIB43_RS02525
OG0000589	DR086_RS03515	CIB43_RS03055
OG0000590	DR086_RS00705	CIB43_RS00030
OG0000592	DR086_RS00860	CIB43_RS03570
OG0000594	DR086_RS02525	CIB43_RS02095
OG0000595	DR086_RS02900	CIB43_RS03920
OG0000597	DR086_RS02905	CIB43_RS03915
OG0000600	DR086_RS00720	CIB43_RS01175, CIB43_RS00040
OG0000601	DR086_RS00665	CIB43_RS02675
OG0000603	DR086_RS00735	CIB43_RS00060
OG0000606	DR086_RS00645	CIB43_RS02655
OG0000608	DR086_RS04790	CIB43_RS02695, CIB43_RS02705, CIB43_RS02690
OG0000613	DR086_RS04040	CIB43_RS02785
OG0000614	DR086_RS03580	CIB43_RS03070
OG0000628	DR086_RS00770	CIB43_RS00090
OG0000629	DR086_RS00695	CIB43_RS00015
OG0000630	DR086_RS00780	CIB43_RS00100
OG0000631	DR086_RS00775	CIB43_RS00095
