Orthogroup	MHP_LH_genes	MHP_232_genes
OG0000132	KUD10_RS01585	MHP_RS00490
OG0000133	KUD10_RS00535	MHP_RS01455
OG0000134	KUD10_RS00540	MHP_RS01450
OG0000135	KUD10_RS00555	MHP_RS01435
OG0000136	KUD10_RS00560	MHP_RS01430
OG0000137	KUD10_RS00600	MHP_RS01400
OG0000138	KUD10_RS00630	MHP_RS01370
OG0000139	KUD10_RS00660	MHP_RS01340
OG0000140	KUD10_RS00665	MHP_RS01335
OG0000141	KUD10_RS03005	MHP_RS02880
OG0000142	KUD10_RS03000	MHP_RS02875
OG0000143	KUD10_RS02980	MHP_RS02850
OG0000144	KUD10_RS02970	MHP_RS02840
OG0000145	KUD10_RS02960	MHP_RS02830
OG0000146	KUD10_RS02950	MHP_RS02820
OG0000147	KUD10_RS02945	MHP_RS02815
OG0000148	KUD10_RS02930	MHP_RS02800
OG0000149	KUD10_RS02920	MHP_RS02790
OG0000150	KUD10_RS02905	MHP_RS02775
OG0000151	KUD10_RS02860	MHP_RS02645
OG0000152	KUD10_RS02855	MHP_RS02640
OG0000153	KUD10_RS02850	MHP_RS02635
OG0000154	KUD10_RS02840	MHP_RS02625
OG0000155	KUD10_RS02805	MHP_RS02585
OG0000156	KUD10_RS02795	MHP_RS02575
OG0000157	KUD10_RS02790	MHP_RS02570
OG0000158	KUD10_RS03710	MHP_RS04005
OG0000159	KUD10_RS02545	MHP_RS04015
OG0000160	KUD10_RS02540	MHP_RS02325
OG0000161	KUD10_RS02535	MHP_RS02320
OG0000162	KUD10_RS02525	MHP_RS02310
OG0000163	KUD10_RS02520	MHP_RS02305
OG0000164	KUD10_RS01670	MHP_RS01605
OG0000165	KUD10_RS01990	MHP_RS01905
OG0000166	KUD10_RS02010	MHP_RS01925
OG0000167	KUD10_RS02025	MHP_RS01940
OG0000168	KUD10_RS02030	MHP_RS01945
OG0000169	KUD10_RS03115	MHP_RS02980
OG0000170	KUD10_RS03130	MHP_RS02995
OG0000171	KUD10_RS03140	MHP_RS03005
OG0000172	KUD10_RS03145	MHP_RS03010
OG0000173	KUD10_RS03150	MHP_RS03015
OG0000174	KUD10_RS03155	MHP_RS03020
OG0000175	KUD10_RS03170	MHP_RS03035
OG0000176	KUD10_RS03215	MHP_RS03085
OG0000177	KUD10_RS03220	MHP_RS03090
OG0000178	KUD10_RS03225	MHP_RS03095
OG0000179	KUD10_RS03235	MHP_RS03105
OG0000180	KUD10_RS03240	MHP_RS03110
OG0000181	KUD10_RS03285	MHP_RS03145
OG0000182	KUD10_RS03295	MHP_RS03155
OG0000183	KUD10_RS03330	MHP_RS03190
OG0000184	KUD10_RS03375	MHP_RS03235
OG0000185	KUD10_RS03360	MHP_RS03220
OG0000186	KUD10_RS01595	MHP_RS00480
OG0000187	KUD10_RS01610	MHP_RS00465
OG0000188	KUD10_RS01620	MHP_RS00455
OG0000189	KUD10_RS02365	MHP_RS02175
OG0000190	KUD10_RS02360	MHP_RS02170
OG0000191	KUD10_RS02340	MHP_RS02150
OG0000192	KUD10_RS01290	MHP_RS00790
OG0000193	KUD10_RS01275	MHP_RS00800
OG0000194	KUD10_RS00685	MHP_RS01305
OG0000195	KUD10_RS00690	MHP_RS01300
OG0000196	KUD10_RS00710	MHP_RS01280
OG0000197	KUD10_RS00715	MHP_RS01275
OG0000198	KUD10_RS00730	MHP_RS01260
OG0000199	KUD10_RS00735	MHP_RS01255
OG0000200	KUD10_RS00750	MHP_RS01245
OG0000201	KUD10_RS00760	MHP_RS01235
OG0000202	KUD10_RS00815	MHP_RS01180
OG0000203	KUD10_RS00820	MHP_RS01175
OG0000204	KUD10_RS00825	MHP_RS01170
OG0000205	KUD10_RS00830	MHP_RS01165
OG0000206	KUD10_RS00850	MHP_RS01145
OG0000207	KUD10_RS00865	MHP_RS01130
OG0000208	KUD10_RS00870	MHP_RS01125
OG0000209	KUD10_RS00875	MHP_RS01120
OG0000210	KUD10_RS00920	MHP_RS01075
OG0000211	KUD10_RS00930	MHP_RS01065
OG0000212	KUD10_RS00940	MHP_RS01055
OG0000213	KUD10_RS00945	MHP_RS03600
OG0000214	KUD10_RS00950	MHP_RS01050
OG0000215	KUD10_RS00955	MHP_RS01045
OG0000216	KUD10_RS00960	MHP_RS01040
OG0000217	KUD10_RS00965	MHP_RS01035
OG0000218	KUD10_RS00975	MHP_RS01025
OG0000219	KUD10_RS00980	MHP_RS01020
OG0000220	KUD10_RS00985	MHP_RS01015
OG0000221	KUD10_RS00990	MHP_RS01010
OG0000222	KUD10_RS00995	MHP_RS01005
OG0000223	KUD10_RS01000	MHP_RS01000
OG0000224	KUD10_RS01010	MHP_RS00990
OG0000225	KUD10_RS01020	MHP_RS00980
OG0000226	KUD10_RS01025	MHP_RS00975
OG0000227	KUD10_RS01030	MHP_RS00970
OG0000228	KUD10_RS03740	MHP_RS04010
OG0000229	KUD10_RS01040	MHP_RS00960
OG0000230	KUD10_RS01045	MHP_RS00955
OG0000231	KUD10_RS01055	MHP_RS00945
OG0000232	KUD10_RS01065	MHP_RS00935
OG0000233	KUD10_RS01090	MHP_RS00915
OG0000234	KUD10_RS01125	MHP_RS00880
OG0000235	KUD10_RS01135	MHP_RS00870
OG0000236	KUD10_RS01140	MHP_RS00865
OG0000237	KUD10_RS01230	MHP_RS00860
OG0000238	KUD10_RS01235	MHP_RS00850
OG0000239	KUD10_RS03015	MHP_RS02890
OG0000240	KUD10_RS03020	MHP_RS02895
OG0000241	KUD10_RS03030	MHP_RS02905
OG0000242	KUD10_RS03035	MHP_RS02910
OG0000243	KUD10_RS03040	MHP_RS02915
OG0000244	KUD10_RS03050	MHP_RS02925
OG0000245	KUD10_RS03055	MHP_RS02935
OG0000246	KUD10_RS00140	MHP_RS00150
OG0000247	KUD10_RS00150	MHP_RS00160
OG0000248	KUD10_RS00160	MHP_RS00170
OG0000249	KUD10_RS00165	MHP_RS00175
OG0000250	KUD10_RS00180	MHP_RS00190
OG0000251	KUD10_RS00210	MHP_RS00215
OG0000252	KUD10_RS00220	MHP_RS00225
OG0000253	KUD10_RS00225	MHP_RS00230
OG0000254	KUD10_RS00235	MHP_RS00240
OG0000255	KUD10_RS00240	MHP_RS00250
OG0000256	KUD10_RS00245	MHP_RS00255
OG0000257	KUD10_RS00270	MHP_RS00280
OG0000258	KUD10_RS00280	MHP_RS00290
OG0000259	KUD10_RS00310	MHP_RS00320
OG0000260	KUD10_RS00320	MHP_RS00330
OG0000261	KUD10_RS00330	MHP_RS00340
OG0000262	KUD10_RS00345	MHP_RS00355
OG0000263	KUD10_RS00360	MHP_RS00370
OG0000264	KUD10_RS00375	MHP_RS00385
OG0000265	KUD10_RS00385	MHP_RS00395
OG0000266	KUD10_RS00400	MHP_RS00415
OG0000267	KUD10_RS00415	MHP_RS00430
OG0000268	KUD10_RS00420	MHP_RS01570
OG0000269	KUD10_RS00435	MHP_RS01555
OG0000270	KUD10_RS03560	MHP_RS03410
OG0000271	KUD10_RS03555	MHP_RS03405
OG0000272	KUD10_RS03550	MHP_RS03400
OG0000273	KUD10_RS03545	MHP_RS03395
OG0000274	KUD10_RS03525	MHP_RS03375
OG0000275	KUD10_RS03520	MHP_RS03370
OG0000276	KUD10_RS03515	MHP_RS03365
OG0000277	KUD10_RS03505	MHP_RS03355
OG0000278	KUD10_RS03500	MHP_RS03350
OG0000279	KUD10_RS03490	MHP_RS03340
OG0000280	KUD10_RS03485	MHP_RS03335
OG0000281	KUD10_RS03480	MHP_RS03680
OG0000282	KUD10_RS03455	MHP_RS03310
OG0000283	KUD10_RS03450	MHP_RS03305
OG0000284	KUD10_RS03445	MHP_RS03300
OG0000285	KUD10_RS03440	MHP_RS03295
OG0000286	KUD10_RS02505	MHP_RS02290
OG0000287	KUD10_RS02600	MHP_RS02380
OG0000288	KUD10_RS02610	MHP_RS02390
OG0000289	KUD10_RS02615	MHP_RS02395
OG0000290	KUD10_RS02730	MHP_RS02510
OG0000291	KUD10_RS02720	MHP_RS02500
OG0000292	KUD10_RS02715	MHP_RS02495
OG0000293	KUD10_RS02710	MHP_RS02490
OG0000294	KUD10_RS02700	MHP_RS02475
OG0000295	KUD10_RS02695	MHP_RS02470
OG0000296	KUD10_RS02650	MHP_RS02430
OG0000297	KUD10_RS02645	MHP_RS02425
OG0000298	KUD10_RS00175	MHP_RS00185
OG0000299	KUD10_RS00195	MHP_RS03590
OG0000300	KUD10_RS00370	MHP_RS00380
OG0000301	KUD10_RS00405	MHP_RS00420
OG0000302	KUD10_RS00410	MHP_RS00425
OG0000303	KUD10_RS00565	MHP_RS01425
OG0000304	KUD10_RS01070	MHP_RS00930
OG0000305	KUD10_RS02955	MHP_RS02825
OG0000306	KUD10_RS02880	MHP_RS02665
OG0000307	KUD10_RS02845	MHP_RS02630
OG0000308	KUD10_RS02750	MHP_RS02530
OG0000309	KUD10_RS02685	MHP_RS02460
OG0000310	KUD10_RS02605	MHP_RS02385
OG0000311	KUD10_RS02565	MHP_RS02350
OG0000312	KUD10_RS02550	MHP_RS02335
OG0000313	KUD10_RS01660	MHP_RS01595
OG0000314	KUD10_RS02005	MHP_RS01920
OG0000315	KUD10_RS02035	MHP_RS01950
OG0000316	KUD10_RS02045	MHP_RS01960
OG0000317	KUD10_RS02140	MHP_RS02050
OG0000318	KUD10_RS02050	MHP_RS01965
OG0000319	KUD10_RS02295	MHP_RS02105
OG0000320	KUD10_RS02425	MHP_RS02235
OG0000321	KUD10_RS01405	MHP_RS00670
OG0000322	KUD10_RS01450	MHP_RS00625
OG0000323	KUD10_RS01580	MHP_RS00495
OG0000324	KUD10_RS02335	MHP_RS02145
OG0000325	KUD10_RS00695	MHP_RS01295
OG0000326	KUD10_RS00790	MHP_RS01205
OG0000327	KUD10_RS00795	MHP_RS01200
OG0000328	KUD10_RS00880	MHP_RS01115
OG0000329	KUD10_RS00900	MHP_RS01095
OG0000330	KUD10_RS01100	MHP_RS00905
OG0000331	KUD10_RS03045	MHP_RS02920
OG0000332	KUD10_RS03180	MHP_RS03045
OG0000333	KUD10_RS03190	MHP_RS03055
OG0000334	KUD10_RS03290	MHP_RS03150
OG0000335	KUD10_RS03300	MHP_RS03160
OG0000336	KUD10_RS03470	MHP_RS03325
OG0000337	KUD10_RS03645	MHP_RS03495
OG0000338	KUD10_RS03685	MHP_RS03535
OG0000339	KUD10_RS02400	MHP_RS02210
OG0000340	KUD10_RS01385	MHP_RS00690
OG0000341	KUD10_RS02355	MHP_RS02165
OG0000342	KUD10_RS00725	MHP_RS01265
OG0000343	KUD10_RS03200	MHP_RS03065
OG0000344	KUD10_RS00580	MHP_RS01410
OG0000345	KUD10_RS01015	MHP_RS00985
OG0000346	KUD10_RS03475	MHP_RS03330
OG0000347	KUD10_RS01475	MHP_RS00600
OG0000348	KUD10_RS00800	MHP_RS01195
OG0000349	KUD10_RS03535	MHP_RS03385
OG0000350	KUD10_RS02835	MHP_RS02620
OG0000351	KUD10_RS00490	MHP_RS01495
OG0000352	KUD10_RS01985	MHP_RS01900
OG0000353	KUD10_RS01445	MHP_RS00630
OG0000354	KUD10_RS00645	MHP_RS01355
OG0000355	KUD10_RS01960	MHP_RS01875
OG0000356	KUD10_RS02040	MHP_RS01955
OG0000357	KUD10_RS03160	MHP_RS03025
OG0000358	KUD10_RS03165	MHP_RS03030
OG0000359	KUD10_RS00770	MHP_RS01225
OG0000360	KUD10_RS00275	MHP_RS00285
OG0000361	KUD10_RS00305	MHP_RS00315
OG0000362	KUD10_RS02625	MHP_RS02405
OG0000363	KUD10_RS01515	MHP_RS03990
OG0000364	KUD10_RS01940	MHP_RS03785
OG0000365	KUD10_RS02085	MHP_RS01995
OG0000366	KUD10_RS02110	MHP_RS02020
OG0000367	KUD10_RS02120	MHP_RS02030
OG0000368	KUD10_RS00060	MHP_RS00060
OG0000369	KUD10_RS00025	MHP_RS00025
OG0000370	KUD10_RS00020	MHP_RS00020
OG0000371	KUD10_RS00015	MHP_RS00015
OG0000372	KUD10_RS00010	MHP_RS00010
OG0000373	KUD10_RS03675	MHP_RS03525
OG0000374	KUD10_RS03665	MHP_RS03515
OG0000375	KUD10_RS02290	MHP_RS02100
OG0000376	KUD10_RS02440	MHP_RS02250
OG0000377	KUD10_RS02430	MHP_RS02240
OG0000378	KUD10_RS01365	MHP_RS00710
OG0000379	KUD10_RS01440	MHP_RS00635
OG0000380	KUD10_RS01465	MHP_RS00610
OG0000381	KUD10_RS01505	MHP_RS00570
OG0000382	KUD10_RS01535	MHP_RS00540
OG0000383	KUD10_RS01575	MHP_RS00500
OG0000384	KUD10_RS00520	MHP_RS01470
OG0000385	KUD10_RS00525	MHP_RS01465
OG0000386	KUD10_RS00545	MHP_RS01445
OG0000387	KUD10_RS00570	MHP_RS01420
OG0000388	KUD10_RS00575	MHP_RS01415
OG0000389	KUD10_RS00625	MHP_RS01375
OG0000390	KUD10_RS02975	MHP_RS02845
OG0000391	KUD10_RS02965	MHP_RS02835
OG0000392	KUD10_RS02940	MHP_RS02810
OG0000393	KUD10_RS02885	MHP_RS02755
OG0000394	KUD10_RS02815	MHP_RS02595
OG0000395	KUD10_RS02810	MHP_RS02590
OG0000396	KUD10_RS02510	MHP_RS02295
OG0000397	KUD10_RS01970	MHP_RS01885
OG0000398	KUD10_RS01975	MHP_RS01890
OG0000399	KUD10_RS02020	MHP_RS01935
OG0000400	KUD10_RS03125	MHP_RS02990
OG0000401	KUD10_RS03185	MHP_RS03050
OG0000402	KUD10_RS03195	MHP_RS03060
OG0000403	KUD10_RS03205	MHP_RS03070
OG0000404	KUD10_RS03230	MHP_RS03100
OG0000405	KUD10_RS03245	MHP_RS03115
OG0000406	KUD10_RS03305	MHP_RS03165
OG0000407	KUD10_RS03310	MHP_RS03170
OG0000408	KUD10_RS03315	MHP_RS03175
OG0000409	KUD10_RS03320	MHP_RS03180
OG0000410	KUD10_RS03380	MHP_RS03240
OG0000411	KUD10_RS03370	MHP_RS03230
OG0000412	KUD10_RS03365	MHP_RS03225
OG0000413	KUD10_RS01590	MHP_RS00485
OG0000414	KUD10_RS01600	MHP_RS00475
OG0000415	KUD10_RS01605	MHP_RS00470
OG0000416	KUD10_RS01615	MHP_RS00460
OG0000417	KUD10_RS02350	MHP_RS02160
OG0000418	KUD10_RS02345	MHP_RS02155
OG0000419	KUD10_RS00705	MHP_RS01285
OG0000420	KUD10_RS00740	MHP_RS01250
OG0000421	KUD10_RS00775	MHP_RS01220
OG0000422	KUD10_RS00785	MHP_RS01210
OG0000423	KUD10_RS00840	MHP_RS01155
OG0000424	KUD10_RS00845	MHP_RS01150
OG0000425	KUD10_RS00855	MHP_RS01140
OG0000426	KUD10_RS00860	MHP_RS01135
OG0000427	KUD10_RS00885	MHP_RS01110
OG0000428	KUD10_RS00910	MHP_RS01085
OG0000429	KUD10_RS01005	MHP_RS00995
OG0000430	KUD10_RS01050	MHP_RS00950
OG0000431	KUD10_RS01060	MHP_RS00940
OG0000432	KUD10_RS01095	MHP_RS00910
OG0000433	KUD10_RS01110	MHP_RS00895
OG0000434	KUD10_RS01115	MHP_RS00890
OG0000435	KUD10_RS01130	MHP_RS00875
OG0000436	KUD10_RS01240	MHP_RS00845
OG0000437	KUD10_RS01250	MHP_RS00835
OG0000438	KUD10_RS01255	MHP_RS00830
OG0000439	KUD10_RS01260	MHP_RS00825
OG0000440	KUD10_RS03025	MHP_RS02900
OG0000441	KUD10_RS03060	MHP_RS02940
OG0000442	KUD10_RS00145	MHP_RS00155
OG0000443	KUD10_RS00190	MHP_RS00200
OG0000444	KUD10_RS00205	MHP_RS00210
OG0000445	KUD10_RS00230	MHP_RS00235
OG0000446	KUD10_RS00255	MHP_RS00265
OG0000447	KUD10_RS00260	MHP_RS00270
OG0000448	KUD10_RS00290	MHP_RS00300
OG0000449	KUD10_RS00315	MHP_RS00325
OG0000450	KUD10_RS00325	MHP_RS00335
OG0000451	KUD10_RS00365	MHP_RS00375
OG0000452	KUD10_RS00390	MHP_RS00405
OG0000453	KUD10_RS00425	MHP_RS01565
OG0000454	KUD10_RS01220	MHP_RS02745
OG0000455	KUD10_RS03580	MHP_RS03430
OG0000456	KUD10_RS03460	MHP_RS03315
OG0000457	KUD10_RS03435	MHP_RS03290
OG0000458	KUD10_RS02595	MHP_RS02375
OG0000459	KUD10_RS02620	MHP_RS02400
OG0000460	KUD10_RS02630	MHP_RS02410
OG0000461	KUD10_RS02680	MHP_RS02455
OG0000462	KUD10_RS02670	MHP_RS02450
OG0000463	KUD10_RS02665	MHP_RS02445
OG0000464	KUD10_RS02660	MHP_RS02440
OG0000465	KUD10_RS02655	MHP_RS02435
OG0000466	KUD10_RS00395	MHP_RS00410
OG0000467	KUD10_RS02760	MHP_RS02540
OG0000468	KUD10_RS02015	MHP_RS01930
OG0000469	KUD10_RS02075	MHP_RS01990
OG0000470	KUD10_RS00835	MHP_RS03750
OG0000471	KUD10_RS00915	MHP_RS01080
OG0000472	KUD10_RS03390	MHP_RS03250
OG0000473	KUD10_RS03565	MHP_RS03415
OG0000474	KUD10_RS03570	MHP_RS03420
OG0000475	KUD10_RS03575	MHP_RS03425
OG0000476	KUD10_RS01625	MHP_RS00450
OG0000477	KUD10_RS02705	MHP_RS02485
OG0000478	KUD10_RS03510	MHP_RS03360
OG0000479	KUD10_RS01400	MHP_RS00675
OG0000480	KUD10_RS02080	MHP_RS03795
OG0000481	KUD10_RS00810	MHP_RS01185
OG0000482	KUD10_RS01280	MHP_RS00795
OG0000483	KUD10_RS02125	MHP_RS02035
OG0000484	KUD10_RS00200	MHP_RS00205
OG0000485	KUD10_RS01245	MHP_RS00840
OG0000486	KUD10_RS02370	MHP_RS02180
OG0000487	KUD10_RS02055	MHP_RS01970
OG0000488	KUD10_RS02095	MHP_RS02005
OG0000489	KUD10_RS00050	MHP_RS00050
OG0000490	KUD10_RS03680	MHP_RS03530
OG0000491	KUD10_RS01420	MHP_RS00655
OG0000492	KUD10_RS01495	MHP_RS00580
OG0000493	KUD10_RS00585	MHP_RS01405
OG0000494	KUD10_RS00650	MHP_RS01350
OG0000495	KUD10_RS02910	MHP_RS02780
OG0000496	KUD10_RS02900	MHP_RS02770
OG0000497	KUD10_RS02895	MHP_RS02765
OG0000498	KUD10_RS02820	MHP_RS02600
OG0000499	KUD10_RS02785	MHP_RS02565
OG0000500	KUD10_RS01980	MHP_RS01895
OG0000501	KUD10_RS03135	MHP_RS03000
OG0000502	KUD10_RS01270	MHP_RS00805
OG0000503	KUD10_RS00755	MHP_RS01240
OG0000504	KUD10_RS00890	MHP_RS01105
OG0000505	KUD10_RS00925	MHP_RS01070
OG0000506	KUD10_RS00935	MHP_RS01060
OG0000507	KUD10_RS00970	MHP_RS01030
OG0000508	KUD10_RS00250	MHP_RS00260
OG0000509	KUD10_RS00285	MHP_RS00295
OG0000510	KUD10_RS00295	MHP_RS00305
OG0000511	KUD10_RS00430	MHP_RS01560
OG0000512	KUD10_RS02635	MHP_RS02415
OG0000513	KUD10_RS03495	MHP_RS03345
OG0000514	KUD10_RS02935	MHP_RS02805
OG0000516	KUD10_RS02060	MHP_RS01975
OG0000517	KUD10_RS00065	MHP_RS00065
OG0000518	KUD10_RS03175	MHP_RS03040
OG0000519	KUD10_RS00780	MHP_RS01215
OG0000520	KUD10_RS00905	MHP_RS01090
OG0000521	KUD10_RS00265	MHP_RS00275
OG0000522	KUD10_RS00300	MHP_RS00310
OG0000523	KUD10_RS03430	MHP_RS03285
OG0000524	KUD10_RS02755	MHP_RS02535
