Orthogroup	MHP_LH_genes	MHP_1257_genes
OG0000049	KUD10_RS03120	ABKJ22_RS02955
OG0000050	KUD10_RS02530	ABKJ22_RS02395
OG0000051	KUD10_RS02740	ABKJ22_RS02600
OG0000052	KUD10_RS00075	ABKJ22_RS00075
OG0000053	KUD10_RS01520	ABKJ22_RS01465
OG0000054	KUD10_RS02555	ABKJ22_RS02420
OG0000055	KUD10_RS00135	ABKJ22_RS00130
OG0000056	KUD10_RS03605, KUD10_RS03600	ABKJ22_RS03415
OG0000057	KUD10_RS02995	ABKJ22_RS02865
OG0000061	KUD10_RS01920	ABKJ22_RS01845
OG0000062	KUD10_RS03655	ABKJ22_RS03470
OG0000063	KUD10_RS03650	ABKJ22_RS03465
OG0000064	KUD10_RS03640	ABKJ22_RS03455
OG0000065	KUD10_RS02315	ABKJ22_RS02160
OG0000066	KUD10_RS01425	ABKJ22_RS01370
OG0000067	KUD10_RS00530	ABKJ22_RS00525
OG0000068	KUD10_RS00655	ABKJ22_RS01055
OG0000069	KUD10_RS02890	ABKJ22_RS02760
OG0000070	KUD10_RS02560	ABKJ22_RS02425
OG0000071	KUD10_RS03335	ABKJ22_RS03155
OG0000072	KUD10_RS03340	ABKJ22_RS03160
OG0000073	KUD10_RS00700	ABKJ22_RS00995
OG0000074	KUD10_RS00895	ABKJ22_RS00800
OG0000075	KUD10_RS00340	ABKJ22_RS00335
OG0000076	KUD10_RS00355	ABKJ22_RS00350
OG0000077	KUD10_RS00440	ABKJ22_RS00445
OG0000078	KUD10_RS01740	ABKJ22_RS01675
OG0000079	KUD10_RS02640	ABKJ22_RS02505
OG0000080	KUD10_RS02690	ABKJ22_RS02550
OG0000081	KUD10_RS00335	ABKJ22_RS00330
OG0000082	KUD10_RS02460	ABKJ22_RS02350
OG0000083	KUD10_RS02070	ABKJ22_RS01995
OG0000084	KUD10_RS02100	ABKJ22_RS02025
OG0000085	KUD10_RS02105	ABKJ22_RS02030
OG0000086	KUD10_RS02115	ABKJ22_RS02040
OG0000087	KUD10_RS02130	ABKJ22_RS02055
OG0000088	KUD10_RS02135	ABKJ22_RS02060
OG0000089	KUD10_RS02145	ABKJ22_RS02070
OG0000090	KUD10_RS00070	ABKJ22_RS00070
OG0000091	KUD10_RS00055	ABKJ22_RS00055
OG0000092	KUD10_RS00040	ABKJ22_RS00040
OG0000093	KUD10_RS00035	ABKJ22_RS00035
OG0000094	KUD10_RS00030	ABKJ22_RS00030
OG0000095	KUD10_RS00005	ABKJ22_RS00005
OG0000096	KUD10_RS03690	ABKJ22_RS03505
OG0000097	KUD10_RS03670	ABKJ22_RS03485
OG0000098	KUD10_RS03660	ABKJ22_RS03475
OG0000099	KUD10_RS03610	ABKJ22_RS03425
OG0000100	KUD10_RS03590	ABKJ22_RS03405
OG0000101	KUD10_RS03585	ABKJ22_RS03400
OG0000102	KUD10_RS01765	ABKJ22_RS01700
OG0000103	KUD10_RS02280	ABKJ22_RS02195
OG0000104	KUD10_RS02285	ABKJ22_RS02190
OG0000105	KUD10_RS02300	ABKJ22_RS02175
OG0000106	KUD10_RS02310	ABKJ22_RS02165
OG0000107	KUD10_RS02320	ABKJ22_RS02155
OG0000108	KUD10_RS02325	ABKJ22_RS02150
OG0000109	KUD10_RS02330	ABKJ22_RS02145
OG0000110	KUD10_RS02450	ABKJ22_RS02340
OG0000111	KUD10_RS02445	ABKJ22_RS02335
OG0000112	KUD10_RS02435	ABKJ22_RS02325
OG0000113	KUD10_RS02415	ABKJ22_RS02305
OG0000114	KUD10_RS02405	ABKJ22_RS02295
OG0000115	KUD10_RS02395	ABKJ22_RS02285
OG0000116	KUD10_RS01370	ABKJ22_RS01315
OG0000117	KUD10_RS01375	ABKJ22_RS01320
OG0000118	KUD10_RS01410	ABKJ22_RS01355
OG0000119	KUD10_RS01415	ABKJ22_RS01360
OG0000120	KUD10_RS01430	ABKJ22_RS01375
OG0000121	KUD10_RS01455	ABKJ22_RS01400
OG0000122	KUD10_RS01460	ABKJ22_RS01405
OG0000123	KUD10_RS01480	ABKJ22_RS01425
OG0000124	KUD10_RS01485	ABKJ22_RS01430
OG0000125	KUD10_RS01490	ABKJ22_RS01435
OG0000126	KUD10_RS01500	ABKJ22_RS01445
OG0000127	KUD10_RS01510	ABKJ22_RS01455
OG0000128	KUD10_RS01525	ABKJ22_RS01470
OG0000129	KUD10_RS01530	ABKJ22_RS01475
OG0000130	KUD10_RS01540	ABKJ22_RS01485
OG0000131	KUD10_RS01570	ABKJ22_RS01515
OG0000132	KUD10_RS01585	ABKJ22_RS01530
OG0000133	KUD10_RS00535	ABKJ22_RS00530
OG0000134	KUD10_RS00540	ABKJ22_RS00535
OG0000135	KUD10_RS00555	ABKJ22_RS00550
OG0000136	KUD10_RS00560	ABKJ22_RS00555
OG0000137	KUD10_RS00600	ABKJ22_RS00585
OG0000138	KUD10_RS00630	ABKJ22_RS01080
OG0000139	KUD10_RS00660	ABKJ22_RS01050
OG0000140	KUD10_RS00665	ABKJ22_RS01045
OG0000141	KUD10_RS03005	ABKJ22_RS02875
OG0000142	KUD10_RS03000	ABKJ22_RS02870
OG0000143	KUD10_RS02980	ABKJ22_RS02850
OG0000144	KUD10_RS02970	ABKJ22_RS02840
OG0000145	KUD10_RS02960	ABKJ22_RS02830
OG0000146	KUD10_RS02950	ABKJ22_RS02820
OG0000147	KUD10_RS02945	ABKJ22_RS02815
OG0000148	KUD10_RS02930	ABKJ22_RS02800
OG0000149	KUD10_RS02920	ABKJ22_RS02790
OG0000150	KUD10_RS02905	ABKJ22_RS02775
OG0000151	KUD10_RS02860	ABKJ22_RS02720
OG0000152	KUD10_RS02855	ABKJ22_RS02715
OG0000153	KUD10_RS02850	ABKJ22_RS02710
OG0000154	KUD10_RS02840	ABKJ22_RS02700
OG0000155	KUD10_RS02805	ABKJ22_RS02660
OG0000156	KUD10_RS02795	ABKJ22_RS02650
OG0000157	KUD10_RS02790	ABKJ22_RS02645
OG0000158	KUD10_RS03710	ABKJ22_RS02635
OG0000159	KUD10_RS02545	ABKJ22_RS02410
OG0000160	KUD10_RS02540	ABKJ22_RS02405
OG0000161	KUD10_RS02535	ABKJ22_RS02400
OG0000162	KUD10_RS02525	ABKJ22_RS02390
OG0000163	KUD10_RS02520	ABKJ22_RS02385
OG0000164	KUD10_RS01670	ABKJ22_RS01610
OG0000165	KUD10_RS01990	ABKJ22_RS01915
OG0000166	KUD10_RS02010	ABKJ22_RS01935
OG0000167	KUD10_RS02025	ABKJ22_RS01950
OG0000168	KUD10_RS02030	ABKJ22_RS01955
OG0000169	KUD10_RS03115	ABKJ22_RS02950
OG0000170	KUD10_RS03130	ABKJ22_RS02965
OG0000171	KUD10_RS03140	ABKJ22_RS02975
OG0000172	KUD10_RS03145	ABKJ22_RS02980
OG0000173	KUD10_RS03150	ABKJ22_RS02985
OG0000174	KUD10_RS03155	ABKJ22_RS02990
OG0000175	KUD10_RS03170	ABKJ22_RS03005
OG0000176	KUD10_RS03215	ABKJ22_RS03050
OG0000177	KUD10_RS03220	ABKJ22_RS03055
OG0000178	KUD10_RS03225	ABKJ22_RS03060
OG0000179	KUD10_RS03235	ABKJ22_RS03070
OG0000180	KUD10_RS03240	ABKJ22_RS03075
OG0000181	KUD10_RS03285	ABKJ22_RS03105
OG0000182	KUD10_RS03295	ABKJ22_RS03115
OG0000183	KUD10_RS03330	ABKJ22_RS03150
OG0000184	KUD10_RS03375	ABKJ22_RS03190
OG0000185	KUD10_RS03360	ABKJ22_RS03175
OG0000186	KUD10_RS01595	ABKJ22_RS01540
OG0000187	KUD10_RS01610	ABKJ22_RS01555
OG0000188	KUD10_RS01620	ABKJ22_RS01565
OG0000189	KUD10_RS02365	ABKJ22_RS02110
OG0000190	KUD10_RS02360	ABKJ22_RS02115
OG0000191	KUD10_RS02340	ABKJ22_RS02135
OG0000192	KUD10_RS01290	ABKJ22_RS01230
OG0000193	KUD10_RS01275	ABKJ22_RS01220
OG0000194	KUD10_RS00685	ABKJ22_RS01010
OG0000195	KUD10_RS00690	ABKJ22_RS01005
OG0000196	KUD10_RS00710	ABKJ22_RS00985
OG0000197	KUD10_RS00715	ABKJ22_RS00980
OG0000198	KUD10_RS00730	ABKJ22_RS00965
OG0000199	KUD10_RS00735	ABKJ22_RS00960
OG0000200	KUD10_RS00750	ABKJ22_RS00945
OG0000201	KUD10_RS00760	ABKJ22_RS00935
OG0000202	KUD10_RS00815	ABKJ22_RS00880
OG0000203	KUD10_RS00820	ABKJ22_RS00875
OG0000204	KUD10_RS00825	ABKJ22_RS00870
OG0000205	KUD10_RS00830	ABKJ22_RS00865
OG0000206	KUD10_RS00850	ABKJ22_RS00845
OG0000207	KUD10_RS00865	ABKJ22_RS00830
OG0000208	KUD10_RS00870	ABKJ22_RS00825
OG0000209	KUD10_RS00875	ABKJ22_RS00820
OG0000210	KUD10_RS00920	ABKJ22_RS00775
OG0000211	KUD10_RS00930	ABKJ22_RS00745
OG0000212	KUD10_RS00940	ABKJ22_RS00735
OG0000213	KUD10_RS00945	ABKJ22_RS00730
OG0000214	KUD10_RS00950	ABKJ22_RS00725
OG0000215	KUD10_RS00955	ABKJ22_RS00720
OG0000216	KUD10_RS00960	ABKJ22_RS00715
OG0000217	KUD10_RS00965	ABKJ22_RS00710
OG0000218	KUD10_RS00975	ABKJ22_RS00700
OG0000219	KUD10_RS00980	ABKJ22_RS00695
OG0000220	KUD10_RS00985	ABKJ22_RS00690
OG0000221	KUD10_RS00990	ABKJ22_RS00685
OG0000222	KUD10_RS00995	ABKJ22_RS00680
OG0000223	KUD10_RS01000	ABKJ22_RS00675
OG0000224	KUD10_RS01010	ABKJ22_RS00665
OG0000225	KUD10_RS01020	ABKJ22_RS00655
OG0000226	KUD10_RS01025	ABKJ22_RS00650
OG0000227	KUD10_RS01030	ABKJ22_RS00645
OG0000228	KUD10_RS03740	ABKJ22_RS00640
OG0000229	KUD10_RS01040	ABKJ22_RS00635
OG0000230	KUD10_RS01045	ABKJ22_RS00630
OG0000231	KUD10_RS01055	ABKJ22_RS00620
OG0000232	KUD10_RS01065	ABKJ22_RS00610
OG0000233	KUD10_RS01090	ABKJ22_RS01110
OG0000234	KUD10_RS01125	ABKJ22_RS01145
OG0000235	KUD10_RS01135	ABKJ22_RS01155
OG0000236	KUD10_RS01140	ABKJ22_RS01160
OG0000237	KUD10_RS01230	ABKJ22_RS01165
OG0000238	KUD10_RS01235	ABKJ22_RS01170
OG0000239	KUD10_RS03015	ABKJ22_RS02885
OG0000240	KUD10_RS03020	ABKJ22_RS02890
OG0000241	KUD10_RS03030	ABKJ22_RS02900
OG0000242	KUD10_RS03035	ABKJ22_RS02905
OG0000243	KUD10_RS03040	ABKJ22_RS02910
OG0000244	KUD10_RS03050	ABKJ22_RS02920
OG0000245	KUD10_RS03055	ABKJ22_RS02930
OG0000246	KUD10_RS00140	ABKJ22_RS00135
OG0000247	KUD10_RS00150	ABKJ22_RS00145
OG0000248	KUD10_RS00160	ABKJ22_RS00155
OG0000249	KUD10_RS00165	ABKJ22_RS00160
OG0000250	KUD10_RS00180	ABKJ22_RS00175
OG0000251	KUD10_RS00210	ABKJ22_RS00205
OG0000252	KUD10_RS00220	ABKJ22_RS00215
OG0000253	KUD10_RS00225	ABKJ22_RS00220
OG0000254	KUD10_RS00235	ABKJ22_RS00230
OG0000255	KUD10_RS00240	ABKJ22_RS00235
OG0000256	KUD10_RS00245	ABKJ22_RS00240
OG0000257	KUD10_RS00270	ABKJ22_RS00265
OG0000258	KUD10_RS00280	ABKJ22_RS00275
OG0000259	KUD10_RS00310	ABKJ22_RS00305
OG0000260	KUD10_RS00320	ABKJ22_RS00315
OG0000261	KUD10_RS00330	ABKJ22_RS00325
OG0000262	KUD10_RS00345	ABKJ22_RS00340
OG0000263	KUD10_RS00360	ABKJ22_RS00355
OG0000264	KUD10_RS00375	ABKJ22_RS00370
OG0000265	KUD10_RS00385	ABKJ22_RS00380
OG0000266	KUD10_RS00400	ABKJ22_RS00395
OG0000267	KUD10_RS00415	ABKJ22_RS00410
OG0000268	KUD10_RS00420	ABKJ22_RS00415
OG0000269	KUD10_RS00435	ABKJ22_RS00440
OG0000270	KUD10_RS03560	ABKJ22_RS03375
OG0000271	KUD10_RS03555	ABKJ22_RS03370
OG0000272	KUD10_RS03550	ABKJ22_RS03365
OG0000273	KUD10_RS03545	ABKJ22_RS03360
OG0000274	KUD10_RS03525	ABKJ22_RS03340
OG0000275	KUD10_RS03520	ABKJ22_RS03335
OG0000276	KUD10_RS03515	ABKJ22_RS03330
OG0000277	KUD10_RS03505	ABKJ22_RS03320
OG0000278	KUD10_RS03500	ABKJ22_RS03315
OG0000279	KUD10_RS03490	ABKJ22_RS03305
OG0000280	KUD10_RS03485	ABKJ22_RS03300
OG0000281	KUD10_RS03480	ABKJ22_RS03295
OG0000282	KUD10_RS03455	ABKJ22_RS03270
OG0000283	KUD10_RS03450	ABKJ22_RS03265
OG0000284	KUD10_RS03445	ABKJ22_RS03260
OG0000285	KUD10_RS03440	ABKJ22_RS03255
OG0000286	KUD10_RS02505	ABKJ22_RS02370
OG0000287	KUD10_RS02600	ABKJ22_RS02465
OG0000288	KUD10_RS02610	ABKJ22_RS02475
OG0000289	KUD10_RS02615	ABKJ22_RS02480
OG0000290	KUD10_RS02730	ABKJ22_RS02590
OG0000291	KUD10_RS02720	ABKJ22_RS02580
OG0000292	KUD10_RS02715	ABKJ22_RS02575
OG0000293	KUD10_RS02710	ABKJ22_RS02570
OG0000294	KUD10_RS02700	ABKJ22_RS02560
OG0000295	KUD10_RS02695	ABKJ22_RS02555
OG0000296	KUD10_RS02650	ABKJ22_RS02515
OG0000297	KUD10_RS02645	ABKJ22_RS02510
OG0000298	KUD10_RS00175	ABKJ22_RS00170
OG0000299	KUD10_RS00195	ABKJ22_RS00190
OG0000300	KUD10_RS00370	ABKJ22_RS00365
OG0000301	KUD10_RS00405	ABKJ22_RS00400
OG0000302	KUD10_RS00410	ABKJ22_RS00405
OG0000303	KUD10_RS00565	ABKJ22_RS00560
OG0000304	KUD10_RS01070	ABKJ22_RS00605
OG0000305	KUD10_RS02955	ABKJ22_RS02825
OG0000306	KUD10_RS02880	ABKJ22_RS02745
OG0000307	KUD10_RS02845	ABKJ22_RS02705
OG0000308	KUD10_RS02750	ABKJ22_RS02610
OG0000309	KUD10_RS02685	ABKJ22_RS02545
OG0000310	KUD10_RS02605	ABKJ22_RS02470
OG0000311	KUD10_RS02565	ABKJ22_RS02430
OG0000312	KUD10_RS02550	ABKJ22_RS02415
OG0000313	KUD10_RS01660	ABKJ22_RS01600
OG0000314	KUD10_RS02005	ABKJ22_RS01930
OG0000315	KUD10_RS02035	ABKJ22_RS01960
OG0000316	KUD10_RS02045	ABKJ22_RS01970
OG0000317	KUD10_RS02140	ABKJ22_RS02065
OG0000318	KUD10_RS02050	ABKJ22_RS01975
OG0000319	KUD10_RS02295	ABKJ22_RS02180
OG0000320	KUD10_RS02425	ABKJ22_RS02315
OG0000321	KUD10_RS01405	ABKJ22_RS01350
OG0000322	KUD10_RS01450	ABKJ22_RS01395
OG0000323	KUD10_RS01580	ABKJ22_RS01525
OG0000324	KUD10_RS02335	ABKJ22_RS02140
OG0000325	KUD10_RS00695	ABKJ22_RS01000
OG0000326	KUD10_RS00790	ABKJ22_RS00905
OG0000327	KUD10_RS00795	ABKJ22_RS00900
OG0000328	KUD10_RS00880	ABKJ22_RS00815
OG0000329	KUD10_RS00900	ABKJ22_RS00795
OG0000330	KUD10_RS01100	ABKJ22_RS01120
OG0000331	KUD10_RS03045	ABKJ22_RS02915
OG0000332	KUD10_RS03180	ABKJ22_RS03015
OG0000333	KUD10_RS03190	ABKJ22_RS03025
OG0000334	KUD10_RS03290	ABKJ22_RS03110
OG0000335	KUD10_RS03300	ABKJ22_RS03120
OG0000336	KUD10_RS03470	ABKJ22_RS03285
OG0000337	KUD10_RS03645	ABKJ22_RS03460
OG0000338	KUD10_RS03685	ABKJ22_RS03500
OG0000339	KUD10_RS02400	ABKJ22_RS02290
OG0000340	KUD10_RS01385	ABKJ22_RS01330
OG0000341	KUD10_RS02355	ABKJ22_RS02120
OG0000342	KUD10_RS00725	ABKJ22_RS00970
OG0000343	KUD10_RS03200	ABKJ22_RS03035
OG0000344	KUD10_RS00580	ABKJ22_RS00575
OG0000345	KUD10_RS01015	ABKJ22_RS00660
OG0000346	KUD10_RS03475	ABKJ22_RS03290
OG0000347	KUD10_RS01475	ABKJ22_RS01420
OG0000348	KUD10_RS00800	ABKJ22_RS00895
OG0000349	KUD10_RS03535	ABKJ22_RS03350
OG0000350	KUD10_RS02835	ABKJ22_RS02695
OG0000351	KUD10_RS00490	ABKJ22_RS00495
OG0000352	KUD10_RS01985	ABKJ22_RS01910
OG0000353	KUD10_RS01445	ABKJ22_RS01390
OG0000354	KUD10_RS00645	ABKJ22_RS01065
OG0000355	KUD10_RS01960	ABKJ22_RS01885
OG0000356	KUD10_RS02040	ABKJ22_RS01965
OG0000357	KUD10_RS03160	ABKJ22_RS02995
OG0000358	KUD10_RS03165	ABKJ22_RS03000
OG0000359	KUD10_RS00770	ABKJ22_RS00925
OG0000360	KUD10_RS00275	ABKJ22_RS00270
OG0000361	KUD10_RS00305	ABKJ22_RS00300
OG0000362	KUD10_RS02625	ABKJ22_RS02490
OG0000363	KUD10_RS01515	ABKJ22_RS01460
OG0000365	KUD10_RS02085	ABKJ22_RS02015
OG0000366	KUD10_RS02110	ABKJ22_RS02035
OG0000367	KUD10_RS02120	ABKJ22_RS02045
OG0000368	KUD10_RS00060	ABKJ22_RS00060
OG0000369	KUD10_RS00025	ABKJ22_RS00025
OG0000370	KUD10_RS00020	ABKJ22_RS00020
OG0000371	KUD10_RS00015	ABKJ22_RS00015
OG0000372	KUD10_RS00010	ABKJ22_RS00010
OG0000373	KUD10_RS03675	ABKJ22_RS03490
OG0000374	KUD10_RS03665	ABKJ22_RS03480
OG0000375	KUD10_RS02290	ABKJ22_RS02185
OG0000376	KUD10_RS02440	ABKJ22_RS02330
OG0000377	KUD10_RS02430	ABKJ22_RS02320
OG0000378	KUD10_RS01365	ABKJ22_RS01310
OG0000379	KUD10_RS01440	ABKJ22_RS01385
OG0000380	KUD10_RS01465	ABKJ22_RS01410
OG0000381	KUD10_RS01505	ABKJ22_RS01450
OG0000382	KUD10_RS01535	ABKJ22_RS01480
OG0000383	KUD10_RS01575	ABKJ22_RS01520
OG0000384	KUD10_RS00520	ABKJ22_RS00515
OG0000385	KUD10_RS00525	ABKJ22_RS00520
OG0000386	KUD10_RS00545	ABKJ22_RS00540
OG0000387	KUD10_RS00570	ABKJ22_RS00565
OG0000388	KUD10_RS00575	ABKJ22_RS00570
OG0000389	KUD10_RS00625	ABKJ22_RS01085
OG0000390	KUD10_RS02975	ABKJ22_RS02845
OG0000391	KUD10_RS02965	ABKJ22_RS02835
OG0000392	KUD10_RS02940	ABKJ22_RS02810
OG0000393	KUD10_RS02885	ABKJ22_RS02755
OG0000394	KUD10_RS02815	ABKJ22_RS02670
OG0000395	KUD10_RS02810	ABKJ22_RS02665
OG0000396	KUD10_RS02510	ABKJ22_RS02375
OG0000397	KUD10_RS01970	ABKJ22_RS01895
OG0000398	KUD10_RS01975	ABKJ22_RS01900
OG0000399	KUD10_RS02020	ABKJ22_RS01945
OG0000400	KUD10_RS03125	ABKJ22_RS02960
OG0000401	KUD10_RS03185	ABKJ22_RS03020
OG0000402	KUD10_RS03195	ABKJ22_RS03030
OG0000403	KUD10_RS03205	ABKJ22_RS03040
OG0000404	KUD10_RS03230	ABKJ22_RS03065
OG0000405	KUD10_RS03245	ABKJ22_RS03080
OG0000406	KUD10_RS03305	ABKJ22_RS03125
OG0000407	KUD10_RS03310	ABKJ22_RS03130
OG0000408	KUD10_RS03315	ABKJ22_RS03135
OG0000409	KUD10_RS03320	ABKJ22_RS03140
OG0000410	KUD10_RS03380	ABKJ22_RS03195
OG0000411	KUD10_RS03370	ABKJ22_RS03185
OG0000412	KUD10_RS03365	ABKJ22_RS03180
OG0000413	KUD10_RS01590	ABKJ22_RS01535
OG0000414	KUD10_RS01600	ABKJ22_RS01545
OG0000415	KUD10_RS01605	ABKJ22_RS01550
OG0000416	KUD10_RS01615	ABKJ22_RS01560
OG0000417	KUD10_RS02350	ABKJ22_RS02125
OG0000418	KUD10_RS02345	ABKJ22_RS02130
OG0000419	KUD10_RS00705	ABKJ22_RS00990
OG0000420	KUD10_RS00740	ABKJ22_RS00955
OG0000421	KUD10_RS00775	ABKJ22_RS00920
OG0000422	KUD10_RS00785	ABKJ22_RS00910
OG0000423	KUD10_RS00840	ABKJ22_RS00855
OG0000424	KUD10_RS00845	ABKJ22_RS00850
OG0000425	KUD10_RS00855	ABKJ22_RS00840
OG0000426	KUD10_RS00860	ABKJ22_RS00835
OG0000427	KUD10_RS00885	ABKJ22_RS00810
OG0000428	KUD10_RS00910	ABKJ22_RS00785
OG0000429	KUD10_RS01005	ABKJ22_RS00670
OG0000430	KUD10_RS01050	ABKJ22_RS00625
OG0000431	KUD10_RS01060	ABKJ22_RS00615
OG0000432	KUD10_RS01095	ABKJ22_RS01115
OG0000433	KUD10_RS01110	ABKJ22_RS01130
OG0000434	KUD10_RS01115	ABKJ22_RS01135
OG0000435	KUD10_RS01130	ABKJ22_RS01150
OG0000436	KUD10_RS01240	ABKJ22_RS01175
OG0000437	KUD10_RS01250	ABKJ22_RS01185
OG0000438	KUD10_RS01255	ABKJ22_RS01190
OG0000439	KUD10_RS01260	ABKJ22_RS01195
OG0000440	KUD10_RS03025	ABKJ22_RS02895
OG0000441	KUD10_RS03060	ABKJ22_RS02935
OG0000442	KUD10_RS00145	ABKJ22_RS00140
OG0000443	KUD10_RS00190	ABKJ22_RS00185
OG0000444	KUD10_RS00205	ABKJ22_RS00200
OG0000445	KUD10_RS00230	ABKJ22_RS00225
OG0000446	KUD10_RS00255	ABKJ22_RS00250
OG0000447	KUD10_RS00260	ABKJ22_RS00255
OG0000448	KUD10_RS00290	ABKJ22_RS00285
OG0000449	KUD10_RS00315	ABKJ22_RS00310
OG0000450	KUD10_RS00325	ABKJ22_RS00320
OG0000451	KUD10_RS00365	ABKJ22_RS00360
OG0000452	KUD10_RS00390	ABKJ22_RS00385
OG0000453	KUD10_RS00425	ABKJ22_RS00420
OG0000454	KUD10_RS01220	ABKJ22_RS01580
OG0000455	KUD10_RS03580	ABKJ22_RS03395
OG0000456	KUD10_RS03460	ABKJ22_RS03275
OG0000457	KUD10_RS03435	ABKJ22_RS03250
OG0000458	KUD10_RS02595	ABKJ22_RS02460
OG0000459	KUD10_RS02620	ABKJ22_RS02485
OG0000460	KUD10_RS02630	ABKJ22_RS02495
OG0000461	KUD10_RS02680	ABKJ22_RS02540
OG0000462	KUD10_RS02670	ABKJ22_RS02535
OG0000463	KUD10_RS02665	ABKJ22_RS02530
OG0000464	KUD10_RS02660	ABKJ22_RS02525
OG0000465	KUD10_RS02655	ABKJ22_RS02520
OG0000466	KUD10_RS00395	ABKJ22_RS00390
OG0000467	KUD10_RS02760	ABKJ22_RS02620
OG0000468	KUD10_RS02015	ABKJ22_RS01940
OG0000469	KUD10_RS02075	ABKJ22_RS02000
OG0000470	KUD10_RS00835	ABKJ22_RS00860
OG0000471	KUD10_RS00915	ABKJ22_RS00780
OG0000472	KUD10_RS03390	ABKJ22_RS03205
