Orthogroup	MHP_LH_genes	MHP_98_genes
OG0000110	KUD10_RS02450	GOM18_RS02525
OG0000111	KUD10_RS02445	GOM18_RS02520
OG0000112	KUD10_RS02435	GOM18_RS02510
OG0000113	KUD10_RS02415	GOM18_RS02490
OG0000114	KUD10_RS02405	GOM18_RS02480
OG0000115	KUD10_RS02395	GOM18_RS02470
OG0000116	KUD10_RS01370	GOM18_RS02855
OG0000117	KUD10_RS01375	GOM18_RS02850
OG0000118	KUD10_RS01410	GOM18_RS02815
OG0000119	KUD10_RS01415	GOM18_RS02810
OG0000120	KUD10_RS01430	GOM18_RS02795
OG0000121	KUD10_RS01455	GOM18_RS02775
OG0000122	KUD10_RS01460	GOM18_RS02770
OG0000123	KUD10_RS01480	GOM18_RS02750
OG0000124	KUD10_RS01485	GOM18_RS02745
OG0000125	KUD10_RS01490	GOM18_RS02740
OG0000126	KUD10_RS01500	GOM18_RS02730
OG0000127	KUD10_RS01510	GOM18_RS02720
OG0000128	KUD10_RS01525	GOM18_RS02705
OG0000129	KUD10_RS01530	GOM18_RS02700
OG0000130	KUD10_RS01540	GOM18_RS02690
OG0000131	KUD10_RS01570	GOM18_RS04475
OG0000132	KUD10_RS01585	GOM18_RS04470
OG0000133	KUD10_RS00535	GOM18_RS01635
OG0000134	KUD10_RS00540	GOM18_RS01640
OG0000135	KUD10_RS00555	GOM18_RS01655
OG0000136	KUD10_RS00560	GOM18_RS01660
OG0000137	KUD10_RS00600	GOM18_RS01690
OG0000138	KUD10_RS00630	GOM18_RS03470
OG0000139	KUD10_RS00660	GOM18_RS03440
OG0000140	KUD10_RS00665	GOM18_RS03435
OG0000141	KUD10_RS03005	GOM18_RS01125
OG0000142	KUD10_RS03000	GOM18_RS04380
OG0000143	KUD10_RS02980	GOM18_RS01150
OG0000144	KUD10_RS02970	GOM18_RS01160
OG0000145	KUD10_RS02960	GOM18_RS01170
OG0000146	KUD10_RS02950	GOM18_RS01180
OG0000147	KUD10_RS02945	GOM18_RS01185
OG0000148	KUD10_RS02930	GOM18_RS01200
OG0000149	KUD10_RS02920	GOM18_RS01210
OG0000150	KUD10_RS02905	GOM18_RS01225
OG0000151	KUD10_RS02860	GOM18_RS03115
OG0000152	KUD10_RS02855	GOM18_RS03110
OG0000153	KUD10_RS02850	GOM18_RS03105
OG0000154	KUD10_RS02840	GOM18_RS03095
OG0000155	KUD10_RS02805	GOM18_RS02160
OG0000156	KUD10_RS02795	GOM18_RS02150
OG0000157	KUD10_RS02790	GOM18_RS04415
OG0000158	KUD10_RS03710	GOM18_RS04410
OG0000159	KUD10_RS02545	GOM18_RS01915
OG0000160	KUD10_RS02540	GOM18_RS01910
OG0000161	KUD10_RS02535	GOM18_RS01905
OG0000162	KUD10_RS02525	GOM18_RS01895
OG0000163	KUD10_RS02520	GOM18_RS01890
OG0000164	KUD10_RS01670	GOM18_RS03635
OG0000165	KUD10_RS01990	GOM18_RS03260
OG0000166	KUD10_RS02010	GOM18_RS02185
OG0000167	KUD10_RS02025	GOM18_RS02200
OG0000168	KUD10_RS02030	GOM18_RS02205
OG0000169	KUD10_RS03115	GOM18_RS01040
OG0000170	KUD10_RS03130	GOM18_RS01025
OG0000171	KUD10_RS03140	GOM18_RS01015
OG0000172	KUD10_RS03145	GOM18_RS01010
OG0000173	KUD10_RS03150	GOM18_RS01005
OG0000174	KUD10_RS03155	GOM18_RS01000
OG0000175	KUD10_RS03170	GOM18_RS00985
OG0000176	KUD10_RS03215	GOM18_RS00935
OG0000177	KUD10_RS03220	GOM18_RS00930
OG0000178	KUD10_RS03225	GOM18_RS00925
OG0000179	KUD10_RS03235	GOM18_RS00915
OG0000180	KUD10_RS03240	GOM18_RS00910
OG0000181	KUD10_RS03285	GOM18_RS04365
OG0000182	KUD10_RS03295	GOM18_RS00860
OG0000183	KUD10_RS03330	GOM18_RS00825
OG0000184	KUD10_RS03375	GOM18_RS00780
OG0000185	KUD10_RS03360	GOM18_RS00795
OG0000186	KUD10_RS01595	GOM18_RS04465
OG0000187	KUD10_RS01610	GOM18_RS02595
OG0000188	KUD10_RS01620	GOM18_RS02585
OG0000189	KUD10_RS02365	GOM18_RS04445
OG0000190	KUD10_RS02360	GOM18_RS02440
OG0000191	KUD10_RS02340	GOM18_RS02420
OG0000192	KUD10_RS01290	GOM18_RS03170
OG0000193	KUD10_RS01275	GOM18_RS03155
OG0000194	KUD10_RS00685	GOM18_RS00120
OG0000195	KUD10_RS00690	GOM18_RS00125
OG0000196	KUD10_RS00710	GOM18_RS00145
OG0000197	KUD10_RS00715	GOM18_RS00150
OG0000198	KUD10_RS00730	GOM18_RS00165
OG0000199	KUD10_RS00735	GOM18_RS00170
OG0000200	KUD10_RS00750	GOM18_RS00185
OG0000201	KUD10_RS00760	GOM18_RS00195
OG0000202	KUD10_RS00815	GOM18_RS00250
OG0000203	KUD10_RS00820	GOM18_RS00255
OG0000204	KUD10_RS00825	GOM18_RS00260
OG0000205	KUD10_RS00830	GOM18_RS00265
OG0000206	KUD10_RS00850	GOM18_RS00285
OG0000207	KUD10_RS00865	GOM18_RS00300
OG0000208	KUD10_RS00870	GOM18_RS00305
OG0000209	KUD10_RS00875	GOM18_RS00310
OG0000210	KUD10_RS00920	GOM18_RS00360
OG0000211	KUD10_RS00930	GOM18_RS01855
OG0000212	KUD10_RS00940	GOM18_RS01845
OG0000213	KUD10_RS00945	GOM18_RS01840
OG0000214	KUD10_RS00950	GOM18_RS01835
OG0000215	KUD10_RS00955	GOM18_RS01830
OG0000216	KUD10_RS00960	GOM18_RS01825
OG0000217	KUD10_RS00965	GOM18_RS01820
OG0000218	KUD10_RS00975	GOM18_RS01810
OG0000219	KUD10_RS00980	GOM18_RS01805
OG0000220	KUD10_RS00985	GOM18_RS01800
OG0000221	KUD10_RS00990	GOM18_RS01795
OG0000222	KUD10_RS00995	GOM18_RS01790
OG0000223	KUD10_RS01000	GOM18_RS01785
OG0000224	KUD10_RS01010	GOM18_RS01775
OG0000225	KUD10_RS01020	GOM18_RS01765
OG0000226	KUD10_RS01025	GOM18_RS01760
OG0000227	KUD10_RS01030	GOM18_RS01755
OG0000228	KUD10_RS03740	GOM18_RS04580
OG0000229	KUD10_RS01040	GOM18_RS01745
OG0000230	KUD10_RS01045	GOM18_RS01740
OG0000231	KUD10_RS01055	GOM18_RS01730
OG0000232	KUD10_RS01065	GOM18_RS01720
OG0000233	KUD10_RS01090	GOM18_RS02880
OG0000234	KUD10_RS01125	GOM18_RS02915
OG0000235	KUD10_RS01135	GOM18_RS02925
OG0000236	KUD10_RS01140	GOM18_RS02930
OG0000237	KUD10_RS01230	GOM18_RS02935
OG0000238	KUD10_RS01235	GOM18_RS02940
OG0000239	KUD10_RS03015	GOM18_RS01115
OG0000240	KUD10_RS03020	GOM18_RS01110
OG0000241	KUD10_RS03030	GOM18_RS01100
OG0000242	KUD10_RS03035	GOM18_RS01095
OG0000243	KUD10_RS03040	GOM18_RS01090
OG0000244	KUD10_RS03050	GOM18_RS01080
OG0000245	KUD10_RS03055	GOM18_RS01070
OG0000246	KUD10_RS00140	GOM18_RS01250
OG0000247	KUD10_RS00150	GOM18_RS01260
OG0000248	KUD10_RS00160	GOM18_RS01270
OG0000249	KUD10_RS00165	GOM18_RS01275
OG0000250	KUD10_RS00180	GOM18_RS01290
OG0000251	KUD10_RS00210	GOM18_RS01320
OG0000252	KUD10_RS00220	GOM18_RS01330
OG0000253	KUD10_RS00225	GOM18_RS01335
OG0000254	KUD10_RS00235	GOM18_RS01345
OG0000255	KUD10_RS00240	GOM18_RS01350
OG0000256	KUD10_RS00245	GOM18_RS01355
OG0000257	KUD10_RS00270	GOM18_RS01380
OG0000258	KUD10_RS00280	GOM18_RS01390
OG0000259	KUD10_RS00310	GOM18_RS01420
OG0000260	KUD10_RS00320	GOM18_RS01430
OG0000261	KUD10_RS00330	GOM18_RS04390
OG0000262	KUD10_RS00345	GOM18_RS01455
OG0000263	KUD10_RS00360	GOM18_RS01470
OG0000264	KUD10_RS00375	GOM18_RS01485
OG0000265	KUD10_RS00385	GOM18_RS01495
OG0000266	KUD10_RS00400	GOM18_RS01510
OG0000267	KUD10_RS00415	GOM18_RS01525
OG0000268	KUD10_RS00420	GOM18_RS01530
OG0000269	KUD10_RS00435	GOM18_RS01545
OG0000270	KUD10_RS03560	GOM18_RS04280
OG0000271	KUD10_RS03555	GOM18_RS00450
OG0000272	KUD10_RS03550	GOM18_RS00445
OG0000273	KUD10_RS03545	GOM18_RS00440
OG0000274	KUD10_RS03525	GOM18_RS00420
OG0000275	KUD10_RS03520	GOM18_RS04270
OG0000276	KUD10_RS03515	GOM18_RS00410
OG0000277	KUD10_RS03505	GOM18_RS00400
OG0000278	KUD10_RS03500	GOM18_RS00395
OG0000279	KUD10_RS03490	GOM18_RS00385
OG0000280	KUD10_RS03485	GOM18_RS00380
OG0000281	KUD10_RS03480	GOM18_RS00375
OG0000282	KUD10_RS03455	GOM18_RS04310
OG0000283	KUD10_RS03450	GOM18_RS00705
OG0000284	KUD10_RS03445	GOM18_RS00710
OG0000285	KUD10_RS03440	GOM18_RS04315
OG0000286	KUD10_RS02505	GOM18_RS01875
OG0000287	KUD10_RS02600	GOM18_RS01965
OG0000288	KUD10_RS02610	GOM18_RS01975
OG0000289	KUD10_RS02615	GOM18_RS01980
OG0000290	KUD10_RS02730	GOM18_RS02090
OG0000291	KUD10_RS02720	GOM18_RS02080
OG0000292	KUD10_RS02715	GOM18_RS02075
OG0000293	KUD10_RS02710	GOM18_RS02070
OG0000294	KUD10_RS02700	GOM18_RS02060
OG0000295	KUD10_RS02695	GOM18_RS02055
OG0000296	KUD10_RS02650	GOM18_RS02015
OG0000297	KUD10_RS02645	GOM18_RS02010
OG0000298	KUD10_RS00175	GOM18_RS01285
OG0000299	KUD10_RS00195	GOM18_RS03940
OG0000300	KUD10_RS00370	GOM18_RS01480
OG0000301	KUD10_RS00405	GOM18_RS01515
OG0000302	KUD10_RS00410	GOM18_RS01520
OG0000303	KUD10_RS00565	GOM18_RS01665
OG0000304	KUD10_RS01070	GOM18_RS01710
OG0000305	KUD10_RS02955	GOM18_RS01175
OG0000306	KUD10_RS02880	GOM18_RS03130
OG0000307	KUD10_RS02845	GOM18_RS03100
OG0000308	KUD10_RS02750	GOM18_RS02110
OG0000309	KUD10_RS02685	GOM18_RS02045
OG0000310	KUD10_RS02605	GOM18_RS01970
OG0000311	KUD10_RS02565	GOM18_RS01935
OG0000312	KUD10_RS02550	GOM18_RS01920
OG0000313	KUD10_RS01660	GOM18_RS03620
OG0000314	KUD10_RS02005	GOM18_RS03245
OG0000315	KUD10_RS02035	GOM18_RS02210
OG0000316	KUD10_RS02045	GOM18_RS02220
OG0000317	KUD10_RS02140	GOM18_RS02315
OG0000318	KUD10_RS02050	GOM18_RS04425
OG0000319	KUD10_RS02295	GOM18_RS02375
OG0000320	KUD10_RS02425	GOM18_RS02500
OG0000321	KUD10_RS01405	GOM18_RS02820
OG0000322	KUD10_RS01450	GOM18_RS02780
OG0000323	KUD10_RS01580	GOM18_RS02625
OG0000324	KUD10_RS02335	GOM18_RS02415
OG0000325	KUD10_RS00695	GOM18_RS00130
OG0000326	KUD10_RS00790	GOM18_RS00225
OG0000327	KUD10_RS00795	GOM18_RS00230
OG0000328	KUD10_RS00880	GOM18_RS00315
OG0000329	KUD10_RS00900	GOM18_RS00335
OG0000330	KUD10_RS01100	GOM18_RS02890
OG0000331	KUD10_RS03045	GOM18_RS01085
OG0000332	KUD10_RS03180	GOM18_RS00975
OG0000333	KUD10_RS03190	GOM18_RS00965
OG0000334	KUD10_RS03290	GOM18_RS00865
OG0000335	KUD10_RS03300	GOM18_RS00855
OG0000336	KUD10_RS03470	GOM18_RS04265
OG0000337	KUD10_RS03645	GOM18_RS00535
OG0000338	KUD10_RS03685	GOM18_RS00575
OG0000339	KUD10_RS02400	GOM18_RS02475
OG0000340	KUD10_RS01385	GOM18_RS02840
OG0000341	KUD10_RS02355	GOM18_RS02435
OG0000342	KUD10_RS00725	GOM18_RS00160
OG0000343	KUD10_RS03200	GOM18_RS00955
OG0000344	KUD10_RS00580	GOM18_RS01680
OG0000345	KUD10_RS01015	GOM18_RS01770
OG0000346	KUD10_RS03475	GOM18_RS00370
OG0000347	KUD10_RS01475	GOM18_RS02755
OG0000348	KUD10_RS00800	GOM18_RS00235
OG0000349	KUD10_RS03535	GOM18_RS04275
OG0000350	KUD10_RS02835	GOM18_RS03090
OG0000351	KUD10_RS00490	GOM18_RS01600
OG0000352	KUD10_RS01985	GOM18_RS03265
OG0000353	KUD10_RS01445	GOM18_RS02785
OG0000354	KUD10_RS00645	GOM18_RS03455
OG0000355	KUD10_RS01960	GOM18_RS04535
OG0000356	KUD10_RS02040	GOM18_RS04420
OG0000357	KUD10_RS03160	GOM18_RS04370
OG0000358	KUD10_RS03165	GOM18_RS00990
OG0000359	KUD10_RS00770	GOM18_RS04245
OG0000360	KUD10_RS00275	GOM18_RS01385
OG0000361	KUD10_RS00305	GOM18_RS01415
OG0000362	KUD10_RS02625	GOM18_RS01990
OG0000363	KUD10_RS01515	GOM18_RS04485
OG0000364	KUD10_RS01940	GOM18_RS04185
OG0000365	KUD10_RS02085	GOM18_RS04440
OG0000366	KUD10_RS02110	GOM18_RS02285
OG0000367	KUD10_RS02120	GOM18_RS02295
OG0000368	KUD10_RS00060	GOM18_RS00640
OG0000369	KUD10_RS00025	GOM18_RS04300
OG0000370	KUD10_RS00020	GOM18_RS00600
OG0000371	KUD10_RS00015	GOM18_RS00595
OG0000372	KUD10_RS00010	GOM18_RS00590
OG0000373	KUD10_RS03675	GOM18_RS00565
OG0000374	KUD10_RS03665	GOM18_RS00555
OG0000375	KUD10_RS02290	GOM18_RS02370
OG0000376	KUD10_RS02440	GOM18_RS02515
OG0000377	KUD10_RS02430	GOM18_RS02505
OG0000378	KUD10_RS01365	GOM18_RS02860
OG0000380	KUD10_RS01465	GOM18_RS02765
OG0000381	KUD10_RS01505	GOM18_RS02725
OG0000382	KUD10_RS01535	GOM18_RS02695
OG0000383	KUD10_RS01575	GOM18_RS02630
OG0000384	KUD10_RS00520	GOM18_RS01620
OG0000385	KUD10_RS00525	GOM18_RS01625
OG0000386	KUD10_RS00545	GOM18_RS01645
OG0000387	KUD10_RS00570	GOM18_RS01670
OG0000388	KUD10_RS00575	GOM18_RS04395
OG0000389	KUD10_RS00625	GOM18_RS03480
OG0000390	KUD10_RS02975	GOM18_RS01155
OG0000391	KUD10_RS02965	GOM18_RS01165
OG0000392	KUD10_RS02940	GOM18_RS01190
OG0000393	KUD10_RS02885	GOM18_RS04515
OG0000395	KUD10_RS02810	GOM18_RS02165
OG0000396	KUD10_RS02510	GOM18_RS01880
OG0000397	KUD10_RS01970	GOM18_RS03280
OG0000398	KUD10_RS01975	GOM18_RS03275
OG0000399	KUD10_RS02020	GOM18_RS02195
OG0000400	KUD10_RS03125	GOM18_RS01030
OG0000401	KUD10_RS03185	GOM18_RS00970
OG0000402	KUD10_RS03195	GOM18_RS00960
OG0000403	KUD10_RS03205	GOM18_RS00950
OG0000404	KUD10_RS03230	GOM18_RS00920
OG0000405	KUD10_RS03245	GOM18_RS00905
OG0000406	KUD10_RS03305	GOM18_RS00850
OG0000407	KUD10_RS03310	GOM18_RS04360
OG0000408	KUD10_RS03315	GOM18_RS00840
OG0000409	KUD10_RS03320	GOM18_RS00835
OG0000410	KUD10_RS03380	GOM18_RS00775
OG0000411	KUD10_RS03370	GOM18_RS00785
OG0000412	KUD10_RS03365	GOM18_RS00790
OG0000413	KUD10_RS01590	GOM18_RS02615
OG0000414	KUD10_RS01600	GOM18_RS02605
OG0000415	KUD10_RS01605	GOM18_RS02600
OG0000416	KUD10_RS01615	GOM18_RS02590
OG0000417	KUD10_RS02350	GOM18_RS02430
OG0000418	KUD10_RS02345	GOM18_RS02425
OG0000419	KUD10_RS00705	GOM18_RS00140
OG0000420	KUD10_RS00740	GOM18_RS00175
OG0000421	KUD10_RS00775	GOM18_RS00210
OG0000422	KUD10_RS00785	GOM18_RS00220
OG0000423	KUD10_RS00840	GOM18_RS00275
OG0000424	KUD10_RS00845	GOM18_RS00280
OG0000425	KUD10_RS00855	GOM18_RS00290
OG0000426	KUD10_RS00860	GOM18_RS04250
OG0000427	KUD10_RS00885	GOM18_RS04255
OG0000428	KUD10_RS00910	GOM18_RS00345
OG0000429	KUD10_RS01005	GOM18_RS01780
OG0000430	KUD10_RS01050	GOM18_RS01735
OG0000431	KUD10_RS01060	GOM18_RS01725
OG0000432	KUD10_RS01095	GOM18_RS02885
OG0000433	KUD10_RS01110	GOM18_RS02900
OG0000434	KUD10_RS01115	GOM18_RS02905
OG0000435	KUD10_RS01130	GOM18_RS02920
OG0000436	KUD10_RS01240	GOM18_RS02945
OG0000437	KUD10_RS01250	GOM18_RS02955
OG0000438	KUD10_RS01255	GOM18_RS02960
OG0000439	KUD10_RS01260	GOM18_RS04495
OG0000440	KUD10_RS03025	GOM18_RS04375
OG0000441	KUD10_RS03060	GOM18_RS01065
OG0000442	KUD10_RS00145	GOM18_RS01255
OG0000443	KUD10_RS00190	GOM18_RS01300
OG0000444	KUD10_RS00205	GOM18_RS01315
OG0000445	KUD10_RS00230	GOM18_RS03665
OG0000446	KUD10_RS00255	GOM18_RS01365
OG0000447	KUD10_RS00260	GOM18_RS01370
OG0000448	KUD10_RS00290	GOM18_RS01400
OG0000449	KUD10_RS00315	GOM18_RS01425
OG0000450	KUD10_RS00325	GOM18_RS01435
OG0000451	KUD10_RS00365	GOM18_RS01475
OG0000452	KUD10_RS00390	GOM18_RS01500
OG0000453	KUD10_RS00425	GOM18_RS01535
OG0000454	KUD10_RS01690	GOM18_RS03540
OG0000455	KUD10_RS03580	GOM18_RS00475
OG0000456	KUD10_RS03460	GOM18_RS00695
OG0000457	KUD10_RS03435	GOM18_RS00720
OG0000458	KUD10_RS02595	GOM18_RS01960
OG0000459	KUD10_RS02620	GOM18_RS01985
OG0000460	KUD10_RS02630	GOM18_RS01995
OG0000461	KUD10_RS02680	GOM18_RS02040
OG0000462	KUD10_RS02670	GOM18_RS02035
OG0000463	KUD10_RS02665	GOM18_RS02030
OG0000464	KUD10_RS02660	GOM18_RS02025
OG0000465	KUD10_RS02655	GOM18_RS02020
OG0000466	KUD10_RS00395	GOM18_RS01505
OG0000467	KUD10_RS02760	GOM18_RS04400
OG0000468	KUD10_RS02015	GOM18_RS02190
OG0000469	KUD10_RS02075	GOM18_RS02250
OG0000470	KUD10_RS00835	GOM18_RS00270
OG0000471	KUD10_RS00915	GOM18_RS00350
OG0000472	KUD10_RS03390	GOM18_RS00765
OG0000473	KUD10_RS03565	GOM18_RS00460
OG0000474	KUD10_RS03570	GOM18_RS00465
OG0000475	KUD10_RS03575	GOM18_RS00470
OG0000476	KUD10_RS01625	GOM18_RS02580
OG0000477	KUD10_RS02705	GOM18_RS02065
OG0000478	KUD10_RS03510	GOM18_RS00405
OG0000479	KUD10_RS01400	GOM18_RS02825
OG0000480	KUD10_RS02080	GOM18_RS02255
OG0000481	KUD10_RS00810	GOM18_RS00245
OG0000482	KUD10_RS01280	GOM18_RS03160
OG0000483	KUD10_RS02125	GOM18_RS02300
OG0000484	KUD10_RS00200	GOM18_RS04385
OG0000485	KUD10_RS01245	GOM18_RS02950
OG0000486	KUD10_RS02370	GOM18_RS02450
OG0000487	KUD10_RS02055	GOM18_RS04430
OG0000488	KUD10_RS02095	GOM18_RS02270
OG0000489	KUD10_RS00050	GOM18_RS00630
OG0000490	KUD10_RS03680	GOM18_RS00570
OG0000491	KUD10_RS01420	GOM18_RS02805
OG0000492	KUD10_RS01495	GOM18_RS02735
OG0000493	KUD10_RS00585	GOM18_RS01685
OG0000494	KUD10_RS00650	GOM18_RS03450
OG0000495	KUD10_RS02910	GOM18_RS01220
OG0000496	KUD10_RS02900	GOM18_RS01230
OG0000497	KUD10_RS02895	GOM18_RS01235
OG0000498	KUD10_RS02820	GOM18_RS03070
OG0000499	KUD10_RS02785	GOM18_RS02140
OG0000500	KUD10_RS01980	GOM18_RS03270
OG0000501	KUD10_RS03135	GOM18_RS01020
OG0000502	KUD10_RS01270	GOM18_RS03150
OG0000503	KUD10_RS00755	GOM18_RS00190
OG0000504	KUD10_RS00890	GOM18_RS00325
OG0000505	KUD10_RS00925	GOM18_RS01860
OG0000506	KUD10_RS00935	GOM18_RS01850
OG0000507	KUD10_RS00970	GOM18_RS01815
OG0000508	KUD10_RS00250	GOM18_RS01360
OG0000509	KUD10_RS00285	GOM18_RS01395
OG0000510	KUD10_RS00295	GOM18_RS01405
OG0000511	KUD10_RS00430	GOM18_RS01540
OG0000512	KUD10_RS02635	GOM18_RS02000
OG0000513	KUD10_RS03495	GOM18_RS00390
OG0000514	KUD10_RS02935	GOM18_RS01195
