Orthogroup	MHP_MHP696_genes	MHP_UFV01_genes
OG0000018	DR090_RS04560	FEF30_RS04255, FEF30_RS02065, FEF30_RS02070
OG0000020	DR090_RS04405	FEF30_RS00265
OG0000020	DR090_RS04410	FEF30_RS03755
OG0000021	DR090_RS00825	FEF30_RS02170, FEF30_RS00820
OG0000022	DR090_RS02415	FEF30_RS01975
OG0000022	DR090_RS04550	FEF30_RS04290
OG0000023	DR090_RS02440	FEF30_RS01630, FEF30_RS02055
OG0000024	DR090_RS01515	FEF30_RS03120
OG0000024	DR090_RS00410	FEF30_RS01585
OG0000025	DR090_RS04555	FEF30_RS04285
OG0000025	DR090_RS02365	FEF30_RS02025
OG0000026	DR090_RS02485	FEF30_RS01680
OG0000026	DR090_RS02385	FEF30_RS02005
OG0000027	DR090_RS04475	FEF30_RS00060
OG0000027	DR090_RS04520	FEF30_RS04125
OG0000029	DR090_RS01710	FEF30_RS01390
OG0000029	DR090_RS00205	FEF30_RS00925
OG0000030	DR090_RS04480	FEF30_RS04110
OG0000030	DR090_RS04515	FEF30_RS04120
OG0000031	DR090_RS03235	FEF30_RS01920
OG0000031	DR090_RS03235	FEF30_RS02100
OG0000032	DR090_RS02225	FEF30_RS00065
OG0000033	DR090_RS02635	FEF30_RS02780
OG0000034	DR090_RS00815	FEF30_RS02525
OG0000035	DR090_RS03430	FEF30_RS03545
OG0000036	DR090_RS03080	FEF30_RS00430
OG0000036	DR090_RS04210	FEF30_RS00445
OG0000038	DR090_RS00450	FEF30_RS02160
OG0000039	DR090_RS03220	FEF30_RS01930
OG0000040	DR090_RS02020	FEF30_RS03620
OG0000041	DR090_RS03745	FEF30_RS00985
OG0000042	DR090_RS04585	FEF30_RS03315
OG0000043	DR090_RS00990	FEF30_RS02295, FEF30_RS02105
OG0000044	DR090_RS04685	FEF30_RS04460
OG0000044	DR090_RS00855	FEF30_RS02200
OG0000045	DR090_RS03215	FEF30_RS01935, FEF30_RS01940
OG0000048	DR090_RS02935	FEF30_RS02480
OG0000049	DR090_RS02075	FEF30_RS03400
OG0000050	DR090_RS02580	FEF30_RS02820
OG0000051	DR090_RS01435	FEF30_RS03030
OG0000052	DR090_RS01330	FEF30_RS00405
OG0000053	DR090_RS04575	FEF30_RS04260
OG0000054	DR090_RS02605	FEF30_RS02845
OG0000055	DR090_RS03105	FEF30_RS00450
OG0000056	DR090_RS01170	FEF30_RS00250
OG0000057	DR090_RS01695	FEF30_RS03300
OG0000060	DR090_RS03905	FEF30_RS01505
OG0000061	DR090_RS00925	FEF30_RS01900, FEF30_RS02250
OG0000062	DR090_RS01220	FEF30_RS00295
OG0000063	DR090_RS01215	FEF30_RS04165
OG0000064	DR090_RS01205	FEF30_RS00280
OG0000065	DR090_RS03030	FEF30_RS02625
OG0000066	DR090_RS02475	FEF30_RS01670
OG0000067	DR090_RS03330	FEF30_RS00835
OG0000068	DR090_RS00170	FEF30_RS00960
OG0000069	DR090_RS01590	FEF30_RS03195
OG0000070	DR090_RS02610	FEF30_RS02850
OG0000071	DR090_RS02030	FEF30_RS03610
OG0000072	DR090_RS04500	FEF30_RS04405
OG0000073	DR090_RS00125	FEF30_RS01015
OG0000074	DR090_RS04455	FEF30_RS04230
OG0000075	DR090_RS00610	FEF30_RS00655
OG0000076	DR090_RS00595	FEF30_RS00670
OG0000077	DR090_RS00505	FEF30_RS00755
OG0000078	DR090_RS02395	FEF30_RS01995
OG0000079	DR090_RS02780	FEF30_RS02935
OG0000080	DR090_RS03915	FEF30_RS02980
OG0000081	DR090_RS00615	FEF30_RS00650
OG0000082	DR090_RS04165	FEF30_RS02770
OG0000083	DR090_RS01095	FEF30_RS02400
OG0000084	DR090_RS02885	FEF30_RS02430
OG0000085	DR090_RS02890	FEF30_RS02435
OG0000086	DR090_RS02900	FEF30_RS02445
OG0000087	DR090_RS02915	FEF30_RS02460
OG0000088	DR090_RS02920	FEF30_RS02465
OG0000089	DR090_RS02930	FEF30_RS02475
OG0000090	DR090_RS01325	FEF30_RS00400
OG0000091	DR090_RS01310	FEF30_RS00385
OG0000092	DR090_RS01295	FEF30_RS00370
OG0000093	DR090_RS01290	FEF30_RS00365
OG0000094	DR090_RS01285	FEF30_RS00360
OG0000095	DR090_RS01260	FEF30_RS00335
OG0000096	DR090_RS01255	FEF30_RS00330
OG0000097	DR090_RS01235	FEF30_RS00310
OG0000098	DR090_RS01225	FEF30_RS00300
OG0000099	DR090_RS04400	FEF30_RS04160
OG0000100	DR090_RS01160	FEF30_RS00240
OG0000101	DR090_RS01155	FEF30_RS00235
OG0000102	DR090_RS02370	FEF30_RS02020
OG0000103	DR090_RS03065	FEF30_RS02590
OG0000104	DR090_RS03060	FEF30_RS02595
OG0000105	DR090_RS03045	FEF30_RS02610
OG0000106	DR090_RS03035	FEF30_RS02620
OG0000107	DR090_RS03025	FEF30_RS02630
OG0000108	DR090_RS03020	FEF30_RS02635
OG0000109	DR090_RS03015	FEF30_RS02640
OG0000110	DR090_RS02655	FEF30_RS02760
OG0000111	DR090_RS02660	FEF30_RS02755
OG0000112	DR090_RS02670	FEF30_RS02745
OG0000113	DR090_RS04615	FEF30_RS02725
OG0000114	DR090_RS03300	FEF30_RS02715
OG0000115	DR090_RS03285	FEF30_RS02705
OG0000116	DR090_RS00435	FEF30_RS01610
OG0000117	DR090_RS00440	FEF30_RS01615
OG0000118	DR090_RS02460	FEF30_RS01650
OG0000119	DR090_RS02465	FEF30_RS01655
OG0000120	DR090_RS02480	FEF30_RS01675
OG0000121	DR090_RS02505	FEF30_RS01700
OG0000122	DR090_RS02510	FEF30_RS01705
OG0000123	DR090_RS02530	FEF30_RS01725
OG0000124	DR090_RS02535	FEF30_RS01730
OG0000125	DR090_RS02540	FEF30_RS01735
OG0000126	DR090_RS02835	FEF30_RS01745
OG0000127	DR090_RS02845	FEF30_RS01755
OG0000128	DR090_RS02860	FEF30_RS01770
OG0000129	DR090_RS02865	FEF30_RS01775
OG0000130	DR090_RS02875	FEF30_RS01785
OG0000131	DR090_RS03150	FEF30_RS04265
OG0000132	DR090_RS04600	FEF30_RS04270
OG0000133	DR090_RS02690	FEF30_RS00840
OG0000134	DR090_RS02695	FEF30_RS00845
OG0000135	DR090_RS02710	FEF30_RS00860
OG0000136	DR090_RS02715	FEF30_RS00865
OG0000137	DR090_RS02755	FEF30_RS00905
OG0000138	DR090_RS00195	FEF30_RS00935
OG0000139	DR090_RS00165	FEF30_RS00965
OG0000140	DR090_RS00160	FEF30_RS00970
OG0000141	DR090_RS01705	FEF30_RS03310
OG0000142	DR090_RS04450	FEF30_RS04385
OG0000143	DR090_RS01680	FEF30_RS03285
OG0000144	DR090_RS01670	FEF30_RS03275
OG0000145	DR090_RS01660	FEF30_RS03265
OG0000146	DR090_RS01650	FEF30_RS03255
OG0000147	DR090_RS01645	FEF30_RS03250
OG0000148	DR090_RS01630	FEF30_RS03235
OG0000149	DR090_RS01620	FEF30_RS03225
OG0000150	DR090_RS01605	FEF30_RS03210
OG0000151	DR090_RS01555	FEF30_RS03160
OG0000152	DR090_RS01550	FEF30_RS03155
OG0000153	DR090_RS01545	FEF30_RS03150
OG0000154	DR090_RS01535	FEF30_RS03140
OG0000155	DR090_RS01495	FEF30_RS03100
OG0000156	DR090_RS01485	FEF30_RS03090
OG0000157	DR090_RS04440	FEF30_RS04375
OG0000158	DR090_RS04435	FEF30_RS04370
OG0000159	DR090_RS02595	FEF30_RS02835
OG0000160	DR090_RS02590	FEF30_RS02830
OG0000161	DR090_RS02585	FEF30_RS02825
OG0000162	DR090_RS02575	FEF30_RS02815
OG0000163	DR090_RS02570	FEF30_RS02810
OG0000164	DR090_RS03230	FEF30_RS01925
OG0000165	DR090_RS01015	FEF30_RS02320
OG0000166	DR090_RS01035	FEF30_RS02340
OG0000167	DR090_RS01050	FEF30_RS02355
OG0000168	DR090_RS01055	FEF30_RS02360
OG0000169	DR090_RS02070	FEF30_RS03395
OG0000170	DR090_RS02085	FEF30_RS04475
OG0000171	DR090_RS02095	FEF30_RS03420
OG0000172	DR090_RS02105	FEF30_RS03425
OG0000173	DR090_RS02110	FEF30_RS03430
OG0000174	DR090_RS02115	FEF30_RS03435
OG0000175	DR090_RS02130	FEF30_RS03450
OG0000176	DR090_RS02180	FEF30_RS03495
OG0000177	DR090_RS02185	FEF30_RS03500
OG0000178	DR090_RS02190	FEF30_RS03505
OG0000179	DR090_RS02200	FEF30_RS03515
OG0000180	DR090_RS02205	FEF30_RS03520
OG0000181	DR090_RS04655	FEF30_RS04395
OG0000182	DR090_RS03515	FEF30_RS03570
OG0000183	DR090_RS02035	FEF30_RS03605
OG0000184	DR090_RS01995	FEF30_RS00025
OG0000185	DR090_RS02010	FEF30_RS00010
OG0000186	DR090_RS04605	FEF30_RS04275
OG0000187	DR090_RS03190	FEF30_RS01855
OG0000188	DR090_RS03200	FEF30_RS01865
OG0000189	DR090_RS04625	FEF30_RS04355
OG0000190	DR090_RS03370	FEF30_RS02670
OG0000191	DR090_RS03395	FEF30_RS02650
OG0000192	DR090_RS00355	FEF30_RS01530
OG0000193	DR090_RS00340	FEF30_RS01515
OG0000194	DR090_RS00140	FEF30_RS01000
OG0000195	DR090_RS00135	FEF30_RS01005
OG0000196	DR090_RS00115	FEF30_RS01025
OG0000197	DR090_RS00110	FEF30_RS01030
OG0000198	DR090_RS00095	FEF30_RS01045
OG0000199	DR090_RS00090	FEF30_RS01050
OG0000200	DR090_RS00075	FEF30_RS01065
OG0000201	DR090_RS00065	FEF30_RS01075
OG0000202	DR090_RS00010	FEF30_RS01130
OG0000203	DR090_RS00005	FEF30_RS01135
OG0000204	DR090_RS04470	FEF30_RS01140
OG0000205	DR090_RS01955	FEF30_RS01145
OG0000206	DR090_RS01935	FEF30_RS01165
OG0000207	DR090_RS01920	FEF30_RS01180
OG0000208	DR090_RS01915	FEF30_RS01185
OG0000209	DR090_RS01910	FEF30_RS01190
OG0000210	DR090_RS01865	FEF30_RS01235
OG0000211	DR090_RS01855	FEF30_RS01245
OG0000212	DR090_RS01845	FEF30_RS01255
OG0000213	DR090_RS01840	FEF30_RS01260
OG0000214	DR090_RS01835	FEF30_RS01265
OG0000215	DR090_RS01830	FEF30_RS01270
OG0000216	DR090_RS01825	FEF30_RS01275
OG0000217	DR090_RS01820	FEF30_RS01280
OG0000218	DR090_RS01810	FEF30_RS01290
OG0000219	DR090_RS01805	FEF30_RS01295
OG0000220	DR090_RS01800	FEF30_RS01300
OG0000221	DR090_RS01795	FEF30_RS01305
OG0000222	DR090_RS01790	FEF30_RS01310
OG0000223	DR090_RS01785	FEF30_RS01315
OG0000224	DR090_RS01775	FEF30_RS01325
OG0000225	DR090_RS01765	FEF30_RS01335
OG0000226	DR090_RS01760	FEF30_RS01340
OG0000227	DR090_RS01755	FEF30_RS01345
OG0000228	DR090_RS04680	FEF30_RS04410
OG0000229	DR090_RS01745	FEF30_RS01355
OG0000230	DR090_RS01740	FEF30_RS01360
OG0000231	DR090_RS01730	FEF30_RS01370
OG0000232	DR090_RS01720	FEF30_RS01380
OG0000233	DR090_RS00225	FEF30_RS01405
OG0000234	DR090_RS00260	FEF30_RS01440
OG0000235	DR090_RS00270	FEF30_RS01450
OG0000236	DR090_RS00275	FEF30_RS01455
OG0000237	DR090_RS00280	FEF30_RS01460
OG0000238	DR090_RS00290	FEF30_RS01465
OG0000239	DR090_RS03000	FEF30_RS03320
OG0000240	DR090_RS02995	FEF30_RS03325
OG0000241	DR090_RS02985	FEF30_RS03335
OG0000242	DR090_RS02980	FEF30_RS03340
OG0000243	DR090_RS02975	FEF30_RS03345
OG0000244	DR090_RS02965	FEF30_RS03355
OG0000245	DR090_RS02955	FEF30_RS03365
OG0000246	DR090_RS03110	FEF30_RS00455
OG0000247	DR090_RS00810	FEF30_RS00465
OG0000248	DR090_RS00800	FEF30_RS00475
OG0000249	DR090_RS00795	FEF30_RS03675, FEF30_RS00480
OG0000250	DR090_RS00780	FEF30_RS00495
OG0000251	DR090_RS00745	FEF30_RS00525
OG0000252	DR090_RS00735	FEF30_RS00535
OG0000253	DR090_RS00730	FEF30_RS00540
OG0000254	DR090_RS00720	FEF30_RS00550
OG0000255	DR090_RS00710	FEF30_RS00555
OG0000256	DR090_RS00705	FEF30_RS00560
OG0000257	DR090_RS00680	FEF30_RS00585
OG0000258	DR090_RS00670	FEF30_RS00595
OG0000259	DR090_RS00640	FEF30_RS00625
OG0000260	DR090_RS00630	FEF30_RS00635
OG0000261	DR090_RS04350	FEF30_RS04195
OG0000262	DR090_RS00605	FEF30_RS00660
OG0000263	DR090_RS00590	FEF30_RS00675
OG0000264	DR090_RS00575	FEF30_RS00690
OG0000265	DR090_RS00565	FEF30_RS00700
OG0000266	DR090_RS00550	FEF30_RS00715
OG0000267	DR090_RS00535	FEF30_RS00730
OG0000268	DR090_RS00530	FEF30_RS00735
OG0000269	DR090_RS00515	FEF30_RS00750
OG0000270	DR090_RS04395	FEF30_RS04155
OG0000271	DR090_RS01125	FEF30_RS00205
OG0000272	DR090_RS01120	FEF30_RS00200
OG0000273	DR090_RS01115	FEF30_RS00195
OG0000274	DR090_RS02335	FEF30_RS00175
OG0000275	DR090_RS04540	FEF30_RS04145
OG0000276	DR090_RS02325	FEF30_RS00165
OG0000277	DR090_RS02315	FEF30_RS00155
OG0000278	DR090_RS02310	FEF30_RS00150
OG0000279	DR090_RS02300	FEF30_RS00140
OG0000280	DR090_RS02295	FEF30_RS00135
OG0000281	DR090_RS02290	FEF30_RS00130
OG0000282	DR090_RS04530	FEF30_RS04135
OG0000283	DR090_RS02260	FEF30_RS00100
OG0000284	DR090_RS02255	FEF30_RS00095
OG0000285	DR090_RS04525	FEF30_RS04130
OG0000286	DR090_RS02555	FEF30_RS02795
OG0000287	DR090_RS02820	FEF30_RS02895
OG0000288	DR090_RS02810	FEF30_RS02905
OG0000289	DR090_RS02805	FEF30_RS02910
OG0000290	DR090_RS01425	FEF30_RS03020
OG0000291	DR090_RS01415	FEF30_RS03010
OG0000292	DR090_RS01410	FEF30_RS03005
OG0000293	DR090_RS01405	FEF30_RS03000
OG0000294	DR090_RS01395	FEF30_RS02990
OG0000295	DR090_RS01390	FEF30_RS02985
OG0000296	DR090_RS02770	FEF30_RS02945
OG0000297	DR090_RS02775	FEF30_RS02940
OG0000298	DR090_RS00785	FEF30_RS00490
OG0000299	DR090_RS03800	FEF30_RS00510
OG0000300	DR090_RS00580	FEF30_RS00685
OG0000301	DR090_RS00545	FEF30_RS00720
OG0000302	DR090_RS00540	FEF30_RS00725
OG0000303	DR090_RS02720	FEF30_RS00870
OG0000304	DR090_RS01715	FEF30_RS01385
OG0000305	DR090_RS01655	FEF30_RS03260
OG0000306	DR090_RS01580	FEF30_RS03185
OG0000307	DR090_RS01540	FEF30_RS03145
OG0000308	DR090_RS01445	FEF30_RS03040
OG0000309	DR090_RS01380	FEF30_RS02975
OG0000310	DR090_RS02815	FEF30_RS02900
OG0000311	DR090_RS02615	FEF30_RS02855
OG0000312	DR090_RS02600	FEF30_RS02840
OG0000313	DR090_RS03240	FEF30_RS01915
OG0000314	DR090_RS01030	FEF30_RS02335
OG0000315	DR090_RS01060	FEF30_RS02365
OG0000316	DR090_RS01070	FEF30_RS02375
OG0000317	DR090_RS02925	FEF30_RS02470
OG0000318	DR090_RS04370	FEF30_RS04320
OG0000319	DR090_RS03050	FEF30_RS02605
OG0000320	DR090_RS02680	FEF30_RS02735
OG0000321	DR090_RS02455	FEF30_RS01645
OG0000322	DR090_RS02500	FEF30_RS01695
OG0000323	DR090_RS03160	FEF30_RS01825
OG0000324	DR090_RS03400	FEF30_RS02645
OG0000325	DR090_RS00130	FEF30_RS01010
OG0000326	DR090_RS00035	FEF30_RS01105
OG0000327	DR090_RS00030	FEF30_RS01110
OG0000328	DR090_RS01905	FEF30_RS01195
OG0000329	DR090_RS01885	FEF30_RS01215
OG0000330	DR090_RS00235	FEF30_RS01415
OG0000331	DR090_RS02970	FEF30_RS03350
OG0000332	DR090_RS02140	FEF30_RS03460
OG0000333	DR090_RS02150	FEF30_RS03470
OG0000334	DR090_RS03510	FEF30_RS03565
OG0000335	DR090_RS02065	FEF30_RS03575
OG0000336	DR090_RS04535	FEF30_RS04140
OG0000337	DR090_RS01210	FEF30_RS00285
OG0000338	DR090_RS01250	FEF30_RS00325
OG0000339	DR090_RS03290	FEF30_RS02710
OG0000340	DR090_RS03610	FEF30_RS01625
OG0000341	DR090_RS03365	FEF30_RS02665
OG0000342	DR090_RS00100	FEF30_RS01040
OG0000343	DR090_RS02160	FEF30_RS03480
OG0000344	DR090_RS02735	FEF30_RS00885
OG0000345	DR090_RS01770	FEF30_RS01330
OG0000346	DR090_RS02285	FEF30_RS00125
OG0000347	DR090_RS02525	FEF30_RS01720
OG0000348	DR090_RS00025	FEF30_RS01115
OG0000349	DR090_RS04545	FEF30_RS04150
OG0000350	DR090_RS01530	FEF30_RS03135
OG0000351	DR090_RS00455	FEF30_RS00805
OG0000352	DR090_RS01010	FEF30_RS02315
OG0000353	DR090_RS02495	FEF30_RS01690
OG0000354	DR090_RS00180	FEF30_RS00950
OG0000355	DR090_RS04360	FEF30_RS04310
OG0000356	DR090_RS04365	FEF30_RS04315
OG0000357	DR090_RS04510	FEF30_RS04390
OG0000358	DR090_RS02125	FEF30_RS03445
OG0000359	DR090_RS04320	FEF30_RS04215
OG0000360	DR090_RS00675	FEF30_RS00590
OG0000361	DR090_RS00645	FEF30_RS00620
OG0000362	DR090_RS02795	FEF30_RS02920
OG0000363	DR090_RS02850	FEF30_RS01760
OG0000364	DR090_RS00955	FEF30_RS02275
OG0000365	DR090_RS04390	FEF30_RS04335
OG0000366	DR090_RS02895	FEF30_RS02440
OG0000367	DR090_RS02905	FEF30_RS02450
OG0000368	DR090_RS01315	FEF30_RS00390
OG0000369	DR090_RS04415	FEF30_RS04170
OG0000370	DR090_RS01275	FEF30_RS00350
OG0000371	DR090_RS01270	FEF30_RS00345
OG0000372	DR090_RS01265	FEF30_RS00340
OG0000373	DR090_RS01240	FEF30_RS00315
OG0000374	DR090_RS01230	FEF30_RS00305
OG0000375	DR090_RS03055	FEF30_RS02600
OG0000376	DR090_RS02665	FEF30_RS02750
OG0000377	DR090_RS02675	FEF30_RS02740
OG0000378	DR090_RS00430	FEF30_RS01605
OG0000379	DR090_RS02490	FEF30_RS01685
OG0000380	DR090_RS02515	FEF30_RS01710
OG0000381	DR090_RS02840	FEF30_RS01750
OG0000382	DR090_RS02870	FEF30_RS01780
OG0000383	DR090_RS03155	FEF30_RS01820
OG0000384	DR090_RS03315	FEF30_RS00825
OG0000385	DR090_RS03320	FEF30_RS00830
OG0000386	DR090_RS02700	FEF30_RS00850
OG0000387	DR090_RS02725	FEF30_RS00875
OG0000388	DR090_RS04570	FEF30_RS04205
OG0000389	DR090_RS00200	FEF30_RS00930
OG0000390	DR090_RS01675	FEF30_RS03280
OG0000391	DR090_RS01665	FEF30_RS03270
OG0000392	DR090_RS01640	FEF30_RS03245
OG0000393	DR090_RS04445	FEF30_RS04380
OG0000394	DR090_RS01505	FEF30_RS03110
OG0000395	DR090_RS01500	FEF30_RS03105
OG0000396	DR090_RS02560	FEF30_RS02800
OG0000397	DR090_RS00995	FEF30_RS02300
OG0000398	DR090_RS01000	FEF30_RS02305
OG0000399	DR090_RS01045	FEF30_RS02350
OG0000400	DR090_RS02080	FEF30_RS03405
OG0000401	DR090_RS02145	FEF30_RS03465
OG0000402	DR090_RS02155	FEF30_RS03475
OG0000403	DR090_RS02165	FEF30_RS03485
OG0000404	DR090_RS02195	FEF30_RS03510
OG0000405	DR090_RS02210	FEF30_RS04480
OG0000406	DR090_RS02060	FEF30_RS03580
OG0000407	DR090_RS04505	FEF30_RS04400
OG0000408	DR090_RS02050	FEF30_RS03590
OG0000409	DR090_RS02045	FEF30_RS03595
OG0000410	DR090_RS01990	FEF30_RS00030
OG0000411	DR090_RS02000	FEF30_RS00020
OG0000412	DR090_RS02005	FEF30_RS00015
OG0000413	DR090_RS03170	FEF30_RS01835
OG0000414	DR090_RS03180	FEF30_RS01845
OG0000415	DR090_RS03185	FEF30_RS01850
OG0000416	DR090_RS03195	FEF30_RS01860
OG0000418	DR090_RS03390	FEF30_RS02655
OG0000419	DR090_RS00120	FEF30_RS01020
OG0000420	DR090_RS00085	FEF30_RS01055
OG0000421	DR090_RS00050	FEF30_RS01090
OG0000422	DR090_RS00040	FEF30_RS01100
OG0000423	DR090_RS01945	FEF30_RS01155
OG0000424	DR090_RS01940	FEF30_RS01160
OG0000425	DR090_RS01930	FEF30_RS01170
OG0000426	DR090_RS04465	FEF30_RS04220
OG0000427	DR090_RS04460	FEF30_RS04225
OG0000428	DR090_RS01875	FEF30_RS01225
OG0000429	DR090_RS01780	FEF30_RS01320
OG0000430	DR090_RS01735	FEF30_RS01365
OG0000431	DR090_RS01725	FEF30_RS01375
OG0000432	DR090_RS00230	FEF30_RS01410
OG0000433	DR090_RS00245	FEF30_RS01425
OG0000434	DR090_RS00250	FEF30_RS01430
OG0000435	DR090_RS00265	FEF30_RS01445
OG0000436	DR090_RS00295	FEF30_RS01470
OG0000437	DR090_RS00305	FEF30_RS01480
OG0000438	DR090_RS00310	FEF30_RS01485
OG0000439	DR090_RS04330	FEF30_RS04235
OG0000440	DR090_RS04580	FEF30_RS03330
OG0000441	DR090_RS02950	FEF30_RS03370
OG0000442	DR090_RS04215	FEF30_RS00460
OG0000443	DR090_RS00765	FEF30_RS00505
OG0000444	DR090_RS00750	FEF30_RS00520
OG0000445	DR090_RS00725	FEF30_RS00545
OG0000446	DR090_RS00695	FEF30_RS00570
OG0000447	DR090_RS00690	FEF30_RS00575
OG0000448	DR090_RS00660	FEF30_RS00605
OG0000449	DR090_RS00635	FEF30_RS00630
OG0000450	DR090_RS00625	FEF30_RS00640
OG0000451	DR090_RS00585	FEF30_RS00680
OG0000452	DR090_RS00560	FEF30_RS00705
OG0000453	DR090_RS00525	FEF30_RS00740
OG0000455	DR090_RS01150	FEF30_RS00230
OG0000456	DR090_RS02270	FEF30_RS00110
OG0000457	DR090_RS02245	FEF30_RS00085
OG0000458	DR090_RS02825	FEF30_RS02890
OG0000459	DR090_RS02800	FEF30_RS02915
OG0000460	DR090_RS02790	FEF30_RS02925
OG0000461	DR090_RS01375	FEF30_RS02970
OG0000462	DR090_RS01370	FEF30_RS02965
OG0000463	DR090_RS01365	FEF30_RS02960
OG0000464	DR090_RS02760	FEF30_RS02955
OG0000465	DR090_RS02765	FEF30_RS02950
OG0000466	DR090_RS00555	FEF30_RS00710
OG0000467	DR090_RS04425	FEF30_RS04360
OG0000468	DR090_RS01040	FEF30_RS02345
OG0000469	DR090_RS01100	FEF30_RS02405
OG0000470	DR090_RS03685	FEF30_RS01150
OG0000471	DR090_RS01870	FEF30_RS01230
OG0000472	DR090_RS01980	FEF30_RS00040
OG0000473	DR090_RS01135	FEF30_RS00215
OG0000474	DR090_RS01140	FEF30_RS00220
OG0000475	DR090_RS01145	FEF30_RS00225
OG0000476	DR090_RS03205	FEF30_RS01870
OG0000477	DR090_RS01400	FEF30_RS02995
OG0000478	DR090_RS02320	FEF30_RS00160
OG0000479	DR090_RS02450	FEF30_RS01640
OG0000480	DR090_RS03680	FEF30_RS02410
OG0000481	DR090_RS00015	FEF30_RS01125
OG0000482	DR090_RS00345	FEF30_RS01520
OG0000483	DR090_RS02910	FEF30_RS02455
OG0000484	DR090_RS04355	FEF30_RS04190
OG0000485	DR090_RS00300	FEF30_RS01475
OG0000486	DR090_RS03385	FEF30_RS02680
OG0000487	DR090_RS04375	FEF30_RS04325
OG0000488	DR090_RS02880	FEF30_RS02425
OG0000489	DR090_RS01305	FEF30_RS00380
OG0000490	DR090_RS01245	FEF30_RS00320
OG0000491	DR090_RS02470	FEF30_RS01660
OG0000492	DR090_RS02545	FEF30_RS01740
OG0000493	DR090_RS02740	FEF30_RS00890
OG0000494	DR090_RS00175	FEF30_RS00955
OG0000495	DR090_RS01610	FEF30_RS03215
OG0000496	DR090_RS01600	FEF30_RS03205
OG0000497	DR090_RS01595	FEF30_RS03200
OG0000498	DR090_RS01510	FEF30_RS03115
OG0000499	DR090_RS01475	FEF30_RS03080
OG0000500	DR090_RS01005	FEF30_RS02310
OG0000502	DR090_RS00335	FEF30_RS01510
OG0000503	DR090_RS00070	FEF30_RS01070
OG0000504	DR090_RS01895	FEF30_RS01205
OG0000505	DR090_RS01860	FEF30_RS01240
OG0000506	DR090_RS01850	FEF30_RS01250
OG0000507	DR090_RS01815	FEF30_RS01285
OG0000508	DR090_RS00700	FEF30_RS00565
OG0000509	DR090_RS00665	FEF30_RS00600
OG0000510	DR090_RS00655	FEF30_RS00610
OG0000511	DR090_RS00520	FEF30_RS00745
OG0000512	DR090_RS02785	FEF30_RS02930
OG0000513	DR090_RS02305	FEF30_RS00145
OG0000514	DR090_RS01635	FEF30_RS03240
OG0000515	DR090_RS00910	FEF30_RS01895, FEF30_RS01890, FEF30_RS01885
OG0000516	DR090_RS04380	FEF30_RS04330
OG0000517	DR090_RS01320	FEF30_RS00395
OG0000518	DR090_RS02135	FEF30_RS03455
OG0000519	DR090_RS00045	FEF30_RS01095
OG0000520	DR090_RS01880	FEF30_RS01220
OG0000521	DR090_RS00685	FEF30_RS00580
OG0000522	DR090_RS00650	FEF30_RS00615
OG0000523	DR090_RS02240	FEF30_RS00080
OG0000524	DR090_RS01450	FEF30_RS03045
OG0000525	DR090_RS04485	FEF30_RS04105
OG0000526	DR090_RS03810	FEF30_RS02235
OG0000527	DR090_RS00830	FEF30_RS02175
OG0000528	DR090_RS04385	FEF30_RS02395
OG0000529	DR090_RS03040	FEF30_RS02615
OG0000530	DR090_RS03305	FEF30_RS02720
OG0000531	DR090_RS02520	FEF30_RS01715
OG0000532	DR090_RS03210	FEF30_RS01945
