Orthogroup	MHP_MHP653_proteins	MHP_131B_proteins
OG0000027	WP_011206475.1	WP_020835902.1
OG0000027	WP_160615619.1	WP_404924323.1
OG0000028	WP_160615730.1	WP_404924522.1, WP_404924521.1
OG0000029	WP_160615937.1	WP_404924400.1
OG0000030	WP_240536353.1	WP_308704613.1
OG0000030	WP_160615617.1	WP_404924534.1
OG0000031	WP_011284063.1	WP_404924450.1
OG0000032	WP_308507034.1	WP_135618726.1
OG0000032	WP_308507003.1	WP_404924322.1
OG0000033	WP_160615728.1	WP_404924517.1, WP_404924520.1, WP_404924518.1
OG0000035	WP_160615978.1	WP_160588066.1
OG0000036	WP_220191312.1	WP_347952344.1
OG0000036	WP_160584828.1	WP_146379454.1
OG0000037	WP_308507036.1	WP_404924568.1
OG0000039	WP_160615671.1	WP_404924559.1
OG0000041	WP_011290019.1	WP_011290019.1
OG0000042	WP_160615609.1	WP_044272729.1
OG0000043	WP_160585024.1	WP_014579804.1
OG0000044	WP_225973034.1	WP_225973034.1
OG0000045	WP_258555923.1	WP_404924452.1
OG0000046	WP_308507046.1	WP_404924315.1
OG0000048	WP_011284150.1	WP_011284150.1
OG0000049	WP_160615595.1	WP_020835860.1
OG0000050	WP_160615890.1	WP_404924247.1
OG0000051	WP_308507043.1	WP_404924263.1
OG0000052	WP_146379447.1	WP_404924352.1
OG0000053	WP_160615665.1	WP_404924445.1
OG0000054	WP_011206291.1	WP_404924248.1
OG0000055	WP_160584826.1	WP_146379455.1
OG0000056	WP_160615642.1	WP_404924340.1
OG0000057	WP_258555814.1	WP_404924285.1
OG0000061	WP_160615544.1	WP_404924566.1
OG0000062	WP_160588098.1	WP_011206522.1
OG0000063	WP_041361715.1	WP_041361715.1
OG0000064	WP_160615736.1	WP_348571896.1
OG0000065	WP_011290219.1	WP_225972975.1
OG0000066	WP_011205965.1	WP_404913732.1
OG0000067	WP_160615951.1	WP_404924548.1
OG0000068	WP_011206103.1	WP_011206103.1
OG0000069	WP_011284269.1	WP_011206373.1
OG0000070	WP_011206292.1	WP_011206292.1
OG0000071	WP_160615899.1	WP_404924311.1
OG0000072	WP_160615897.1	WP_404924312.1
OG0000073	WP_011206093.1	WP_404912207.1
OG0000074	WP_160615806.1	WP_308704709.1
OG0000075	WP_014579568.1	WP_404924368.1
OG0000076	WP_160607908.1	WP_404924503.1
OG0000077	WP_160615512.1	WP_135618533.1
OG0000078	WP_258555939.1	WP_404924461.1
OG0000079	WP_160608044.1	WP_020835797.1
OG0000080	WP_011206314.1	WP_192894279.1
OG0000081	WP_160615521.1	WP_404924544.1
OG0000083	WP_160585593.1	WP_014579823.1
OG0000084	WP_011206222.1	WP_011284142.1
OG0000085	WP_011206223.1	WP_404924208.1
OG0000086	WP_160615566.1	WP_404924507.1
OG0000087	WP_020835732.1	WP_020835732.1
OG0000088	WP_020835733.1	WP_020835733.1
OG0000089	WP_011206231.1	WP_011206231.1
OG0000090	WP_094521535.1	WP_404924539.1
OG0000091	WP_160615746.1	WP_020835487.1
OG0000092	WP_011205847.1	WP_404924538.1
OG0000093	WP_160584856.1	WP_160584856.1
OG0000094	WP_014579519.1	WP_160606485.1
OG0000095	WP_044272251.1	WP_044272251.1
OG0000096	WP_160615742.1	WP_011206529.1
OG0000097	WP_258555934.1	WP_404924537.1
OG0000098	WP_146379769.1	WP_404924345.1
OG0000099	WP_160615967.1	WP_404924341.1
OG0000100	WP_011290432.1	WP_404924338.1
OG0000101	WP_011206510.1	WP_011206510.1
OG0000102	WP_020835678.1	WP_404924487.1
OG0000103	WP_160615871.1	WP_404924223.1
OG0000104	WP_011206239.1	WP_011206239.1
OG0000105	WP_011206242.1	WP_146379630.1
OG0000106	WP_135618884.1	WP_146379631.1
OG0000107	WP_011284169.1	WP_011284169.1
OG0000108	WP_308507045.1	WP_011206247.1
OG0000109	WP_146379632.1	WP_404924224.1
OG0000110	WP_146379648.1	WP_404924239.1
OG0000111	WP_225972982.1	WP_404924516.1
OG0000112	WP_258555931.1	WP_404924236.1
OG0000113	WP_020835765.1	WP_404924231.1
OG0000114	WP_258555964.1	WP_404923958.1
OG0000115	WP_011290245.1	WP_011290245.1
OG0000116	WP_160615716.1	WP_404924436.1
OG0000117	WP_160615714.1	WP_160590503.1
OG0000118	WP_308507037.1	WP_011290108.1
OG0000119	WP_160615708.1	WP_135618686.1
OG0000120	WP_160585676.1	WP_011284027.1
OG0000121	WP_011284032.1	WP_011284032.1
OG0000122	WP_020835643.1	WP_020835643.1
OG0000123	WP_011205954.1	WP_011205954.1
OG0000124	WP_011290118.1	WP_011290118.1
OG0000125	WP_011205952.1	WP_011205952.1
OG0000126	WP_011290120.1	WP_160585089.1
OG0000127	WP_011290122.1	WP_404924444.1
OG0000128	WP_160585820.1	WP_404924446.1
OG0000129	WP_014579732.1	WP_014579732.1
OG0000130	WP_011284046.1	WP_011284046.1
OG0000131	WP_146379566.1	WP_160588225.1
OG0000132	WP_094521636.1	WP_011205939.1
OG0000133	WP_094521764.1	WP_094521764.1
OG0000134	WP_308507044.1	WP_308507044.1
OG0000135	WP_160585148.1	WP_160585148.1
OG0000136	WP_135618546.1	WP_011206119.1
OG0000137	WP_011206113.1	WP_404924396.1
OG0000138	WP_160584793.1	WP_404924401.1
OG0000139	WP_011290017.1	WP_011290017.1
OG0000140	WP_160584795.1	WP_011206101.1
OG0000141	WP_011290345.1	WP_146379698.1
OG0000142	WP_160615645.1	WP_011284289.1
OG0000143	WP_011206391.1	WP_011206391.1
OG0000144	WP_160615647.1	WP_404924284.1
OG0000145	WP_228365394.1	WP_225972996.1
OG0000146	WP_160615649.1	WP_011206385.1
OG0000147	WP_011206384.1	WP_011206384.1
OG0000148	WP_135619012.1	WP_041361684.1
OG0000149	WP_011290331.1	WP_011290331.1
OG0000150	WP_135619006.1	WP_135619006.1
OG0000151	WP_020835828.1	WP_404924277.1
OG0000152	WP_020835827.1	WP_404924276.1
OG0000153	WP_160615699.1	WP_233688497.1
OG0000154	WP_011206345.1	WP_160587842.1
OG0000155	WP_020835820.1	WP_020835820.1
OG0000156	WP_011206335.1	WP_011206335.1
OG0000157	WP_020835818.1	WP_011206334.1
OG0000158	WP_160615687.1	WP_404924268.1
OG0000159	WP_011206289.1	WP_011206289.1
OG0000160	WP_160590318.1	WP_179221158.1
OG0000161	WP_011206287.1	WP_011206287.1
OG0000162	WP_044272532.1	WP_135619210.1
OG0000163	WP_160615892.1	WP_404924246.1
OG0000164	WP_146379571.1	WP_348572081.1
OG0000165	WP_011206200.1	WP_011206200.1
OG0000166	WP_160615554.1	WP_160590029.1
OG0000167	WP_011206207.1	WP_011206207.1
OG0000168	WP_160585173.1	WP_404924203.1
OG0000169	WP_160615597.1	WP_002557698.1
OG0000170	WP_020835862.1	WP_020835862.1
OG0000171	WP_146379717.1	WP_404924298.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_011290368.1	WP_011206425.1
OG0000174	WP_160615593.1	WP_160600929.1
OG0000175	WP_160615587.1	WP_404924532.1
OG0000176	WP_146379725.1	WP_160585271.1
OG0000177	WP_160585273.1	WP_160585273.1
OG0000178	WP_044272620.1	WP_160585275.1
OG0000179	WP_160590183.1	WP_020835880.1
OG0000180	WP_160585638.1	WP_081642895.1
OG0000181	WP_160585796.1	WP_020835888.1
OG0000182	WP_011284337.1	WP_011206453.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_160585238.1	WP_160585238.1
OG0000185	WP_020835897.1	WP_146379740.1
OG0000186	WP_020835656.1	WP_020835656.1
OG0000187	WP_011284055.1	WP_011284055.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_160615909.1	WP_160607686.1
OG0000190	WP_160615911.1	WP_011206256.1
OG0000191	WP_020835755.1	WP_020835755.1
OG0000192	WP_011205992.1	WP_160587990.1
OG0000193	WP_011283999.1	WP_094521610.1
OG0000194	WP_011290023.1	WP_011290023.1
OG0000195	WP_160615782.1	WP_094521583.1
OG0000196	WP_179695841.1	WP_020835573.1
OG0000197	WP_041361572.1	WP_404924405.1
OG0000198	WP_011283930.1	WP_011283930.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_014579644.1	WP_160588272.1
OG0000201	WP_011283934.1	WP_404924407.1
OG0000202	WP_011206073.1	WP_011290039.1
OG0000203	WP_011206072.1	WP_011206072.1
OG0000204	WP_160615804.1	WP_011206071.1
OG0000205	WP_160584811.1	WP_404924414.1
OG0000206	WP_011290044.1	WP_011290044.1
OG0000207	WP_011206063.1	WP_011206063.1
OG0000208	WP_135618591.1	WP_011290046.1
OG0000209	WP_011206061.1	WP_011206061.1
OG0000210	WP_135618604.1	WP_404924418.1
OG0000211	WP_011290054.1	WP_011290054.1
OG0000212	WP_011206048.1	WP_011206048.1
OG0000213	WP_160585195.1	WP_011283963.1
OG0000214	WP_011206047.1	WP_011206047.1
OG0000215	WP_011290055.1	WP_011290055.1
OG0000216	WP_160585193.1	WP_014579616.1
OG0000217	WP_160585731.1	WP_404924419.1
OG0000218	WP_011290058.1	WP_011290058.1
OG0000219	WP_011206041.1	WP_011206041.1
OG0000220	WP_135618616.1	WP_020835592.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_041361589.1	WP_404924420.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_160615864.1	WP_020835596.1
OG0000226	WP_011206032.1	WP_011206032.1
OG0000227	WP_011290064.1	WP_011290064.1
OG0000228	WP_160615866.1	WP_404924421.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_011206027.1	WP_011206027.1
OG0000231	WP_011206025.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_146379528.1	WP_233688672.1
OG0000234	WP_160615752.1	WP_404924425.1
OG0000235	WP_160615754.1	WP_011290078.1
OG0000236	WP_011283989.1	WP_011283989.1
OG0000237	WP_160615756.1	WP_404924426.1
OG0000238	WP_011206006.1	WP_011206006.1
OG0000239	WP_146379700.1	WP_011290347.1
OG0000240	WP_020835851.1	WP_020835851.1
OG0000241	WP_044272588.1	WP_135619036.1
OG0000242	WP_020835854.1	WP_020835854.1
OG0000243	WP_146379703.1	WP_011290352.1
OG0000244	WP_160615603.1	WP_041361690.1
OG0000245	WP_146379707.1	WP_404924288.1
OG0000246	WP_258555948.1	WP_050195463.1
OG0000247	WP_308507025.1	WP_404924356.1
OG0000248	WP_052259122.1	WP_146379774.1
OG0000249	WP_160615537.1	WP_404924357.1
OG0000250	WP_011289957.1	WP_011289957.1
OG0000251	WP_146379462.1	WP_347952354.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_160589983.1	WP_160606527.1
OG0000254	WP_160589986.1	WP_160584767.1
OG0000255	WP_014579550.1	WP_014579550.1
OG0000256	WP_011205889.1	WP_011205889.1
OG0000257	WP_011289973.1	WP_011289973.1
OG0000258	WP_011289974.1	WP_011283871.1
OG0000259	WP_220191250.1	WP_404924364.1
OG0000260	WP_146379471.1	WP_404924365.1
OG0000261	WP_160615523.1	WP_404924542.1
OG0000262	WP_135618519.1	WP_135618519.1
OG0000263	WP_011283885.1	WP_011283885.1
OG0000264	WP_011283887.1	WP_404924371.1
OG0000265	WP_044284579.1	WP_404924372.1
OG0000266	WP_011205923.1	WP_011205923.1
OG0000267	WP_146379477.1	WP_146379477.1
OG0000268	WP_160615515.1	WP_404924385.1
OG0000269	WP_011206134.1	WP_011206134.1
OG0000270	WP_160615634.1	WP_404924335.1
OG0000271	WP_160615632.1	WP_404924334.1
OG0000272	WP_146379758.1	WP_011284373.1
OG0000273	WP_011206502.1	WP_404924333.1
OG0000274	WP_160590207.1	WP_011290423.1
OG0000275	WP_308507031.1	WP_228366117.1
OG0000276	WP_160600741.1	WP_011290421.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_011206493.1	WP_160588182.1
OG0000279	WP_011290418.1	WP_404924043.1
OG0000280	WP_011206490.1	WP_011206490.1
OG0000281	WP_011290416.1	WP_014580012.1
OG0000282	WP_160615626.1	WP_404924327.1
OG0000283	WP_014580009.1	WP_160584907.1
OG0000284	WP_011206484.1	WP_011206484.1
OG0000285	WP_160615625.1	WP_404924325.1
OG0000286	WP_160615969.1	WP_146379652.1
OG0000287	WP_160585766.1	WP_011206297.1
OG0000288	WP_160615882.1	WP_011206299.1
OG0000289	WP_160615884.1	WP_404924251.1
OG0000290	WP_160590123.1	WP_011290297.1
OG0000291	WP_011206320.1	WP_011206320.1
OG0000292	WP_160615820.1	WP_404924261.1
OG0000293	WP_160615822.1	WP_404924260.1
OG0000294	WP_160615824.1	WP_404924259.1
OG0000295	WP_160615826.1	WP_404924258.1
OG0000296	WP_044272552.1	WP_404924255.1
OG0000297	WP_160608046.1	WP_146379664.1
OG0000298	WP_160615535.1	WP_160606533.1
OG0000299	WP_094521545.1	WP_094521545.1
OG0000300	WP_041361533.1	WP_041361533.1
OG0000301	WP_135618529.1	WP_135618529.1
OG0000302	WP_011205925.1	WP_011205925.1
OG0000303	WP_146379484.1	WP_146379484.1
OG0000304	WP_011283978.1	WP_220190741.1
OG0000305	WP_160590159.1	WP_404924282.1
OG0000306	WP_044272563.1	WP_146379686.1
OG0000307	WP_011206346.1	WP_404924275.1
OG0000308	WP_160607822.1	WP_020835811.1
OG0000309	WP_146379668.1	WP_011206313.1
OG0000310	WP_011206298.1	WP_011206298.1
OG0000311	WP_011206293.1	WP_011206293.1
OG0000312	WP_160585159.1	WP_041361671.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_160615552.1	WP_404924483.1
OG0000315	WP_160585171.1	WP_011290197.1
OG0000316	WP_160615557.1	WP_404924204.1
OG0000317	WP_135618864.1	WP_135618864.1
OG0000318	WP_220191255.1	WP_404924205.1
OG0000319	WP_135618880.1	WP_135618880.1
OG0000320	WP_160615720.1	WP_404924234.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_020835642.1
OG0000323	WP_146379567.1	WP_160588227.1
OG0000324	WP_094521693.1	WP_011290222.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_160615787.1	WP_404924411.1
OG0000327	WP_146379506.1	WP_160584807.1
OG0000328	WP_041361583.1	WP_041361583.1
OG0000329	WP_135618597.1	WP_225973017.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_160615605.1	WP_146379704.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_014579986.1	WP_020835889.1
OG0000335	WP_160615903.1	WP_041361699.1
OG0000336	WP_011284361.1	WP_011206488.1
OG0000337	WP_011284387.1	WP_050195472.1
OG0000338	WP_094521531.1	WP_014580051.1
OG0000339	WP_160590509.1	WP_404924230.1
OG0000340	WP_011205973.1	WP_146379551.1
OG0000341	WP_011290226.1	WP_011290226.1
OG0000342	WP_146379499.1	WP_011290029.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160615858.1	WP_404924394.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_308507030.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_225973015.1	WP_404924412.1
OG0000349	WP_094521522.1	WP_404924332.1
OG0000350	WP_258555926.1	WP_404924274.1
OG0000351	WP_308507022.1	WP_011206131.1
OG0000352	WP_160615546.1	WP_404924481.1
OG0000353	WP_160607804.1	WP_404924440.1
OG0000354	WP_308507047.1	WP_404924550.1
OG0000355	WP_220191254.1	WP_011206194.1
OG0000356	WP_308507027.1	WP_404924505.1
OG0000357	WP_308507029.1	WP_404924531.1
OG0000358	WP_160615589.1	WP_404924299.1
OG0000359	WP_308507041.1	WP_192894285.1
OG0000360	WP_225973008.1	WP_404924361.1
OG0000361	WP_160615527.1	WP_011289979.1
OG0000362	WP_011290282.1	WP_094521719.1
OG0000363	WP_308507035.1	WP_233417364.1
OG0000364	WP_160590015.1	WP_044272453.1
OG0000365	WP_160615561.1	WP_404924207.1
OG0000366	WP_160615564.1	WP_146379594.1
OG0000367	WP_220191257.1	WP_404924210.1
OG0000368	WP_011289935.1	WP_011289935.1
OG0000369	WP_011289930.1	WP_404924349.1
OG0000370	WP_044272260.1	WP_044272260.1
OG0000371	WP_160615744.1	WP_044272256.1
OG0000372	WP_160584860.1	WP_135618439.1
OG0000373	WP_160584865.1	WP_404924348.1
OG0000374	WP_160615738.1	WP_404924346.1
OG0000375	WP_160615869.1	WP_146379628.1
OG0000376	WP_146379646.1	WP_404924237.1
OG0000377	WP_160615722.1	WP_011206271.1
OG0000378	WP_160615718.1	WP_404924557.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_160588252.1	WP_404924442.1
OG0000381	WP_160615661.1	WP_404924443.1
OG0000382	WP_160590276.1	WP_404924558.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_014579586.1	WP_404924391.1
OG0000385	WP_160615953.1	WP_044272311.1
OG0000386	WP_160615852.1	WP_011290004.1
OG0000387	WP_160615854.1	WP_404924392.1
OG0000388	WP_160615856.1	WP_404924393.1
OG0000389	WP_160615931.1	WP_020835565.1
OG0000390	WP_160584967.1	WP_011290340.1
OG0000391	WP_160590161.1	WP_404924283.1
OG0000392	WP_020835840.1	WP_404924281.1
OG0000393	WP_160615659.1	WP_404924279.1
OG0000394	WP_160615695.1	WP_011284253.1
OG0000395	WP_160615693.1	WP_404924270.1
OG0000396	WP_160615894.1	WP_020835781.1
OG0000397	WP_160585022.1	WP_011206196.1
OG0000398	WP_146379611.1	WP_146379611.1
OG0000399	WP_160590031.1	WP_348571612.1
OG0000400	WP_044272610.1	WP_404924530.1
OG0000401	WP_135619070.1	WP_404924302.1
OG0000402	WP_160615583.1	WP_404924303.1
OG0000403	WP_220191264.1	WP_404924022.1
OG0000405	WP_160615579.1	WP_160585278.1
OG0000406	WP_160585802.1	WP_404924308.1
OG0000407	WP_160615901.1	WP_404924309.1
OG0000408	WP_160606868.1	WP_404924310.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_160615907.1	WP_404924318.1
OG0000411	WP_160615905.1	WP_404924317.1
OG0000412	WP_146379741.1	WP_404924316.1
OG0000413	WP_160615667.1	WP_146379568.1
OG0000414	WP_011290131.1	WP_011290131.1
OG0000415	WP_135618720.1	WP_404924448.1
OG0000416	WP_011284056.1	WP_404924449.1
OG0000417	WP_160615914.1	WP_404924514.1
OG0000418	WP_160588285.1	WP_404924512.1
OG0000419	WP_020835572.1	WP_020835572.1
OG0000420	WP_011206085.1	WP_020835574.1
OG0000421	WP_146379503.1	WP_011290034.1
OG0000422	WP_146379504.1	WP_020835580.1
OG0000423	WP_160584813.1	WP_404924415.1
OG0000424	WP_160584816.1	WP_135618587.1
OG0000425	WP_011206065.1	WP_011283949.1
OG0000426	WP_011206064.1	WP_011206064.1
OG0000427	WP_135618593.1	WP_135618593.1
OG0000429	WP_011206036.1	WP_011206036.1
OG0000430	WP_050195474.1	WP_146379523.1
OG0000431	WP_011290067.1	WP_146379524.1
OG0000432	WP_160615748.1	WP_404924424.1
OG0000433	WP_011206014.1	WP_160606761.1
OG0000434	WP_044284602.1	WP_160606763.1
OG0000435	WP_160584678.1	WP_011290077.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_160615758.1	WP_020835616.1
OG0000438	WP_160615760.1	WP_404924427.1
OG0000439	WP_160590263.1	WP_404924428.1
OG0000440	WP_160615607.1	WP_020835852.1
OG0000441	WP_011284299.1	WP_404924290.1
OG0000442	WP_160615834.1	WP_404924355.1
OG0000443	WP_044272282.1	WP_044272282.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_044284571.1	WP_404924360.1
OG0000446	WP_160615529.1	WP_135618497.1
OG0000447	WP_014579553.1	WP_044284573.1
OG0000448	WP_011289976.1	WP_404924362.1
OG0000449	WP_011289981.1	WP_348571941.1
OG0000450	WP_160615525.1	WP_404924074.1
OG0000451	WP_160615519.1	WP_404924370.1
OG0000452	WP_258555899.1	WP_011205921.1
OG0000453	WP_011289994.1	WP_404924386.1
OG0000455	WP_160590360.1	WP_404924337.1
OG0000456	WP_011206487.1	WP_011206487.1
OG0000457	WP_160615623.1	WP_404924500.1
OG0000458	WP_020835790.1	WP_020835790.1
OG0000459	WP_014579890.1	WP_404924252.1
OG0000460	WP_160615886.1	WP_404924253.1
OG0000461	WP_160615828.1	WP_404924496.1
OG0000462	WP_160615830.1	WP_011206311.1
OG0000463	WP_135618955.1	WP_011206310.1
OG0000464	WP_011206309.1	WP_011206309.1
OG0000465	WP_160585762.1	WP_404924256.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_160615679.1	WP_404924266.1
OG0000468	WP_160607658.1	WP_404924484.1
OG0000469	WP_014579824.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_135618603.1	WP_044272348.1
OG0000472	WP_160615918.1	WP_404924319.1
OG0000474	WP_160615636.1	WP_404924336.1
OG0000475	WP_160615638.1	WP_160584892.1
OG0000476	WP_011205931.1	WP_011205931.1
OG0000477	WP_160590131.1	WP_135618962.1
OG0000478	WP_160615628.1	WP_404924331.1
OG0000479	WP_020835636.1	WP_404924439.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_044272343.1	WP_044272343.1
OG0000482	WP_160585562.1	WP_404924553.1
OG0000483	WP_146379591.1	WP_404924211.1
OG0000484	WP_308507023.1	WP_404924359.1
OG0000485	WP_020835615.1	WP_020835615.1
OG0000486	WP_011290228.1	WP_011290228.1
OG0000488	WP_160615563.1	WP_020835728.1
OG0000490	WP_160615740.1	WP_011206527.1
OG0000491	WP_020835639.1	WP_160588241.1
OG0000492	WP_160615704.1	WP_146379559.1
OG0000493	WP_160585737.1	WP_404924395.1
OG0000494	WP_052269169.1	WP_404924551.1
OG0000496	WP_160615655.1	WP_011206375.1
OG0000497	WP_160615657.1	WP_014579936.1
OG0000498	WP_011290314.1	WP_011290314.1
OG0000499	WP_160615689.1	WP_020835817.1
OG0000500	WP_146379610.1	WP_146379610.1
OG0000501	WP_220191265.1	WP_404924297.1
OG0000504	WP_011283955.1	WP_404924485.1
OG0000505	WP_011290053.1	WP_146379519.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_020835590.1	WP_020835590.1
OG0000508	WP_020835512.1	WP_404924540.1
OG0000509	WP_020835518.1	WP_020835518.1
OG0000510	WP_011289977.1	WP_404924363.1
OG0000511	WP_011283896.1	WP_011206135.1
OG0000512	WP_160615888.1	WP_404924254.1
OG0000513	WP_041361708.1	WP_160585582.1
OG0000514	WP_160615651.1	WP_404924527.1
OG0000517	WP_011283834.1	WP_011283834.1
OG0000518	WP_160615585.1	WP_404924301.1
OG0000520	WP_135618599.1	WP_404924090.1
OG0000521	WP_020835515.1	WP_404924541.1
OG0000523	WP_258555910.1	WP_404924324.1
OG0000524	WP_160615677.1	WP_404924265.1
OG0000525	WP_160615921.1	WP_404924320.1
OG0000526	WP_258555903.1	WP_404924477.1
OG0000527	WP_160615963.1	WP_404924472.1
OG0000531	WP_020835645.1	WP_020835645.1
OG0000532	WP_011284067.1	WP_404924453.1, WP_404924454.1
OG0000533	WP_011206110.1	WP_404924398.1
OG0000538	WP_160615750.1	WP_020835608.1
OG0000540	WP_160615818.1	WP_404924523.1
OG0000543	WP_220191275.1	WP_044889050.1
OG0000544	WP_308507042.1	WP_404924555.1, WP_404924556.1
OG0000545	WP_160590087.1	WP_404924475.1
OG0000546	WP_258555918.1	WP_160585684.1
OG0000551	WP_146379706.1	WP_404924287.1
OG0000553	WP_160615683.1	WP_404924267.1
OG0000554	WP_160615726.1	WP_404924240.1
OG0000555	WP_308507032.1	WP_308507032.1
OG0000557	WP_011205983.1	WP_146379545.1
OG0000558	WP_160615795.1	WP_404924432.1
OG0000559	WP_020835677.1	WP_011206161.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_160584672.1	WP_011290073.1
OG0000562	WP_160585755.1	WP_146379618.1
OG0000563	WP_160585756.1	WP_160587877.1
OG0000564	WP_252862181.1	WP_041361605.1
OG0000565	WP_146379612.1	WP_011290181.1
OG0000566	WP_258555904.1	WP_404924480.1
OG0000567	WP_308507026.1	WP_404924476.1
OG0000568	WP_160615780.1	WP_044272325.1
OG0000569	WP_160615793.1	WP_404924433.1
OG0000570	WP_160601083.1	WP_011290093.1
OG0000571	WP_011205986.1	WP_011205986.1
OG0000572	WP_160615791.1	WP_160585558.1
OG0000573	WP_160615770.1	WP_404924463.1
OG0000574	WP_014579714.1	WP_014579714.1
OG0000576	WP_160585066.1	WP_011290145.1
OG0000578	WP_160615681.1	WP_160585659.1
OG0000579	WP_160585817.1	WP_146379623.1
OG0000580	WP_020835830.1	WP_041361798.1
OG0000581	WP_160585815.1	WP_404924473.1
OG0000582	WP_233688696.1	WP_404924434.1
OG0000583	WP_160615768.1	WP_404924462.1
OG0000585	WP_160615873.1	WP_146379626.1
OG0000586	WP_258555937.1	WP_404924460.1
OG0000587	WP_308507028.1	WP_258555257.1
OG0000588	WP_308507038.1	WP_404924457.1
OG0000589	WP_160615957.1	WP_002557988.1
OG0000591	WP_258555396.1	WP_258555396.1
OG0000593	WP_160615640.1	WP_404924339.1
