Orthogroup	MHP_MHP691_proteins	MHP_1257_proteins
OG0000151	WP_160608076.1	WP_020835828.1
OG0000152	WP_160585269.1	WP_020835827.1
OG0000153	WP_160608074.1	WP_011206347.1
OG0000154	WP_160587842.1	WP_011206345.1
OG0000155	WP_020835820.1	WP_020835820.1
OG0000156	WP_011206335.1	WP_348571792.1
OG0000157	WP_020835818.1	WP_020835818.1
OG0000158	WP_160607812.1	WP_348571790.1
OG0000159	WP_160590317.1	WP_011206289.1
OG0000160	WP_179221158.1	WP_348571739.1
OG0000161	WP_011206287.1	WP_348571736.1
OG0000162	WP_160608004.1	WP_348572151.1
OG0000163	WP_160607997.1	WP_348571730.1
OG0000164	WP_135618732.1	WP_348572081.1
OG0000165	WP_011206200.1	WP_011206200.1
OG0000166	WP_160590029.1	WP_160590029.1
OG0000167	WP_011206207.1	WP_011206207.1
OG0000168	WP_160585173.1	WP_135618848.1
OG0000169	WP_160607789.1	WP_002557698.1
OG0000170	WP_020835862.1	WP_020835862.1
OG0000171	WP_160585650.1	WP_011290367.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_160585649.1	WP_348571830.1
OG0000174	WP_160600929.1	WP_160600929.1
OG0000175	WP_160588054.1	WP_160585645.1
OG0000176	WP_160607777.1	WP_160607777.1
OG0000177	WP_160585273.1	WP_160585273.1
OG0000178	WP_044272620.1	WP_020835878.1
OG0000179	WP_014579979.1	WP_020835880.1
OG0000180	WP_160607773.1	WP_081642895.1
OG0000181	WP_160585796.1	WP_020835888.1
OG0000182	WP_011206453.1	WP_011206453.1
OG0000183	WP_011206459.1	WP_348571845.1
OG0000184	WP_160588140.1	WP_160585238.1
OG0000185	WP_020835897.1	WP_020835897.1
OG0000186	WP_044284745.1	WP_348572074.1
OG0000187	WP_160585781.1	WP_011284055.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_160607686.1	WP_348571642.1
OG0000190	WP_011206256.1	WP_011206256.1
OG0000191	WP_146379633.1	WP_348571650.1
OG0000192	WP_011205992.1	WP_348572133.1
OG0000193	WP_011283999.1	WP_094521610.1
OG0000194	WP_011283923.1	WP_011290023.1
OG0000195	WP_094521583.1	WP_094521583.1
OG0000196	WP_020835573.1	WP_228729168.1
OG0000197	WP_041361572.1	WP_041361572.1
OG0000198	WP_011283930.1	WP_011283930.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_146379501.1	WP_014579644.1
OG0000201	WP_011283934.1	WP_011283934.1
OG0000202	WP_011290039.1	WP_011206073.1
OG0000203	WP_011206072.1	WP_011206072.1
OG0000204	WP_160608010.1	WP_348571987.1
OG0000205	WP_160606691.1	WP_160585610.1
OG0000206	WP_011290044.1	WP_011290044.1
OG0000207	WP_011206063.1	WP_094521594.1
OG0000208	WP_160584818.1	WP_011290046.1
OG0000209	WP_011206061.1	WP_011206061.1
OG0000210	WP_135618604.1	WP_135618604.1
OG0000211	WP_011290054.1	WP_011290054.1
OG0000212	WP_011206048.1	WP_011206048.1
OG0000213	WP_160585195.1	WP_011283963.1
OG0000214	WP_160608018.1	WP_011206047.1
OG0000215	WP_160608019.1	WP_011290055.1
OG0000216	WP_160608020.1	WP_014579616.1
OG0000217	WP_160585731.1	WP_011206044.1
OG0000218	WP_011290058.1	WP_011290058.1
OG0000219	WP_020835591.1	WP_348571970.1
OG0000220	WP_135618616.1	WP_020835592.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_041361589.1	WP_041361589.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_020835596.1	WP_050195484.1
OG0000226	WP_011206032.1	WP_011206032.1
OG0000227	WP_011290064.1	WP_011290064.1
OG0000228	WP_160608021.1	WP_160608021.1
OG0000229	WP_160608022.1	WP_011206028.1
OG0000230	WP_011206027.1	WP_014579605.1
OG0000231	WP_011206025.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_011290071.1	WP_348572008.1
OG0000234	WP_160607928.1	WP_348572012.1
OG0000235	WP_160607926.1	WP_348572016.1
OG0000236	WP_011283989.1	WP_011283989.1
OG0000237	WP_160607924.1	WP_348572018.1
OG0000238	WP_011206006.1	WP_348572020.1
OG0000239	WP_011290347.1	WP_011290347.1
OG0000240	WP_020835851.1	WP_020835851.1
OG0000241	WP_160585231.1	WP_160585231.1
OG0000242	WP_160608088.1	WP_348571822.1
OG0000243	WP_160608089.1	WP_348571824.1
OG0000244	WP_160608092.1	WP_041361690.1
OG0000245	WP_011206408.1	WP_011206408.1
OG0000246	WP_050195463.1	WP_050195463.1
OG0000247	WP_160607991.1	WP_348571925.1
OG0000248	WP_160585552.1	WP_052259122.1
OG0000249	WP_160607989.1	WP_348571927.1
OG0000250	WP_011289957.1	WP_160584772.1
OG0000251	WP_160607985.1	WP_318023737.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_135618489.1	WP_135618489.1
OG0000254	WP_160607983.1	WP_348571935.1
OG0000255	WP_014579550.1	WP_014579550.1
OG0000256	WP_011205889.1	WP_011205889.1
OG0000257	WP_011289973.1	WP_011289973.1
OG0000258	WP_011289974.1	WP_011289974.1
OG0000259	WP_020835520.1	WP_348571940.1
OG0000260	WP_160607902.1	WP_094521550.1
OG0000261	WP_160607906.1	WP_348571945.1
OG0000262	WP_135618519.1	WP_041361531.1
OG0000263	WP_160585532.1	WP_160585532.1
OG0000264	WP_011283887.1	WP_011283887.1
OG0000265	WP_160607914.1	WP_179695949.1
OG0000266	WP_011205923.1	WP_011205923.1
OG0000267	WP_146379477.1	WP_044284773.1
OG0000268	WP_160584745.1	WP_011283894.1
OG0000269	WP_160608050.1	WP_011206134.1
OG0000270	WP_020835916.1	WP_348571879.1
OG0000271	WP_020835915.1	WP_348571877.1
OG0000272	WP_011284373.1	WP_011284373.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_011290423.1	WP_160590207.1
OG0000275	WP_228366117.1	WP_228366117.1
OG0000276	WP_011290421.1	WP_011290421.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_011206493.1	WP_160588182.1
OG0000279	WP_011290418.1	WP_011290418.1
OG0000280	WP_160607742.1	WP_094521520.1
OG0000281	WP_014580012.1	WP_014580012.1
OG0000282	WP_160607738.1	WP_348571870.1
OG0000283	WP_014580009.1	WP_014580009.1
OG0000284	WP_011206484.1	WP_011206484.1
OG0000285	WP_160585586.1	WP_011290413.1
OG0000286	WP_146379652.1	WP_348571727.1
OG0000287	WP_146379659.1	WP_011206297.1
OG0000288	WP_160585009.1	WP_348571747.1
OG0000289	WP_160608040.1	WP_348571749.1
OG0000290	WP_011290297.1	WP_014579908.1
OG0000291	WP_011206320.1	WP_011206320.1
OG0000292	WP_020835806.1	WP_044284681.1
OG0000293	WP_020835805.1	WP_348571776.1
OG0000294	WP_160607832.1	WP_348571770.1
OG0000295	WP_011206315.1	WP_011206315.1
OG0000296	WP_044272552.1	WP_348571761.1
OG0000297	WP_160608046.1	WP_348571759.1
OG0000298	WP_160584774.1	WP_160606533.1
OG0000299	WP_094521545.1	WP_135618482.1
OG0000300	WP_041361533.1	WP_041361533.1
OG0000301	WP_135618529.1	WP_011283891.1
OG0000302	WP_011205925.1	WP_011205925.1
OG0000303	WP_011206118.1	WP_011206118.1
OG0000304	WP_011283978.1	WP_220190741.1
OG0000305	WP_160607854.1	WP_348571807.1
OG0000306	WP_160607838.1	WP_348571801.1
OG0000307	WP_160608072.1	WP_348571795.1
OG0000308	WP_160607822.1	WP_044284683.1
OG0000309	WP_146379668.1	WP_146379668.1
OG0000310	WP_011206298.1	WP_011206298.1
OG0000311	WP_160608002.1	WP_011206293.1
OG0000312	WP_160585159.1	WP_348571741.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_160607866.1	WP_348572130.1
OG0000315	WP_160585171.1	WP_011290197.1
OG0000316	WP_160590036.1	WP_348571614.1
OG0000317	WP_146379589.1	WP_146379589.1
OG0000318	WP_220200601.1	WP_348571617.1
OG0000319	WP_160607674.1	WP_135618880.1
OG0000320	WP_160607890.1	WP_348571706.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_020835642.1
OG0000323	WP_258555552.1	WP_348572071.1
OG0000324	WP_160607680.1	WP_094521693.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_160588270.1	WP_348571989.1
OG0000327	WP_146379506.1	WP_011206076.1
OG0000328	WP_041361583.1	WP_041361583.1
OG0000329	WP_160585607.1	WP_348571982.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_160608090.1	WP_146379704.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_160607767.1	WP_020835889.1
OG0000335	WP_160585799.1	WP_348571841.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011290441.1	WP_050195472.1
OG0000338	WP_011284394.1	WP_014580051.1
OG0000339	WP_160607894.1	WP_348571695.1
OG0000340	WP_011205973.1	WP_011205973.1
OG0000341	WP_011290226.1	WP_011290226.1
OG0000342	WP_011290029.1	WP_348571995.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160590335.1	WP_348571964.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_041361706.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_225973015.1	WP_225973015.1
OG0000349	WP_160607746.1	WP_348571875.1
OG0000350	WP_258555623.1	WP_160608078.1
OG0000351	WP_160608052.1	WP_348571953.1
OG0000352	WP_160585020.1	WP_160585020.1
OG0000353	WP_160607804.1	WP_160607804.1
OG0000354	WP_308507053.1	WP_348571997.1
OG0000355	WP_011206194.1	WP_020835708.1
OG0000356	WP_308506994.1	WP_308507057.1
OG0000357	WP_228366113.1	WP_348571833.1
OG0000358	WP_160607785.1	WP_348571835.1
OG0000359	WP_308704683.1	WP_348571992.1
OG0000360	WP_225973008.1	WP_225973008.1
OG0000361	WP_011289979.1	WP_348571938.1
OG0000362	WP_011290282.1	WP_160600961.1
OG0000363	WP_308704679.1	WP_348572138.1
OG0000364	WP_160607872.1	WP_348572126.1
OG0000365	WP_160590046.1	WP_348571628.1
OG0000366	WP_146379594.1	WP_011206224.1
OG0000367	WP_220200603.1	WP_044272474.1
OG0000368	WP_011289935.1	WP_348571915.1
OG0000369	WP_011289930.1	WP_011289930.1
OG0000371	WP_146379443.1	WP_348571909.1
OG0000372	WP_160584860.1	WP_348571907.1
OG0000373	WP_160585758.1	WP_348571904.1
OG0000374	WP_160607712.1	WP_348571901.1
OG0000375	WP_011284163.1	WP_135618878.1
OG0000376	WP_146379646.1	WP_348571711.1
OG0000377	WP_160590444.1	WP_160606733.1
OG0000378	WP_011205977.1	WP_348572050.1
OG0000379	WP_011205962.1	WP_348572059.1
OG0000380	WP_160588252.1	WP_160588252.1
OG0000381	WP_160607800.1	WP_348572061.1
OG0000382	WP_160607793.1	WP_348572067.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_014579586.1	WP_041361727.1
OG0000385	WP_044272311.1	WP_348571958.1
OG0000386	WP_011206121.1	WP_348572169.1
OG0000387	WP_160608032.1	WP_348571961.1
OG0000388	WP_160585142.1	WP_348571963.1
OG0000389	WP_160608060.1	WP_011290013.1
OG0000390	WP_160590163.1	WP_160584967.1
OG0000391	WP_020835843.1	WP_044284693.1
OG0000392	WP_160607852.1	WP_160607852.1
OG0000393	WP_160607840.1	WP_348571802.1
OG0000394	WP_160608116.1	WP_011290313.1
OG0000395	WP_160608114.1	WP_348571794.1
OG0000396	WP_020835781.1	WP_348571728.1
OG0000397	WP_160585022.1	WP_011206196.1
OG0000398	WP_020835709.1	WP_020835709.1
OG0000399	WP_160590031.1	WP_348571612.1
OG0000400	WP_044272610.1	WP_044272610.1
OG0000401	WP_135619070.1	WP_135619070.1
OG0000402	WP_160607781.1	WP_020835872.1
OG0000403	WP_220191162.1	WP_220200714.1
OG0000404	WP_160607775.1	WP_348571837.1
OG0000405	WP_160585278.1	WP_348571838.1
OG0000406	WP_160585802.1	WP_348572160.1
OG0000407	WP_160607764.1	WP_348571843.1
OG0000408	WP_160607762.1	WP_011206457.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_160607965.1	WP_011206469.1
OG0000411	WP_146379742.1	WP_011290400.1
OG0000412	WP_160607967.1	WP_146379741.1
OG0000413	WP_160608098.1	WP_243216061.1
OG0000414	WP_011290131.1	WP_348572075.1
OG0000415	WP_020835657.1	WP_020835657.1
OG0000416	WP_011284056.1	WP_011284056.1
OG0000417	WP_160607684.1	WP_348571645.1
OG0000418	WP_258555520.1	WP_348571647.1
OG0000419	WP_020835572.1	WP_020835572.1
OG0000420	WP_160607977.1	WP_020835574.1
OG0000421	WP_011206080.1	WP_011290034.1
OG0000422	WP_146379504.1	WP_146379504.1
OG0000423	WP_020835585.1	WP_135618585.1
OG0000424	WP_011290043.1	WP_348571985.1
OG0000425	WP_011206065.1	WP_011206065.1
OG0000426	WP_011206064.1	WP_011206064.1
OG0000427	WP_160608008.1	WP_135618593.1
OG0000428	WP_160608006.1	WP_348571979.1
OG0000429	WP_011206036.1	WP_011206036.1
OG0000430	WP_160608023.1	WP_348571968.1
OG0000431	WP_146379524.1	WP_146379524.1
OG0000432	WP_160585570.1	WP_348572010.1
OG0000433	WP_011206014.1	WP_011206014.1
OG0000434	WP_160607932.1	WP_020835607.1
OG0000435	WP_011290077.1	WP_348572014.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_160584684.1	WP_014579672.1
OG0000438	WP_160607920.1	WP_348572022.1
OG0000439	WP_160607918.1	WP_020835619.1
OG0000440	WP_160608084.1	WP_160588325.1
OG0000441	WP_011284299.1	WP_011284299.1
OG0000442	WP_160607726.1	WP_160607726.1
OG0000443	WP_044272282.1	WP_044272282.1
OG0000444	WP_011205880.1	WP_348571931.1
OG0000445	WP_160585544.1	WP_348571933.1
OG0000446	WP_135618497.1	WP_146379467.1
OG0000447	WP_014579553.1	WP_014579553.1
OG0000448	WP_011205897.1	WP_011289976.1
OG0000449	WP_160607900.1	WP_348571941.1
OG0000450	WP_160607904.1	WP_348571943.1
OG0000451	WP_160607910.1	WP_011205913.1
OG0000452	WP_258555618.1	WP_011205921.1
OG0000453	WP_160608048.1	WP_348571949.1
OG0000454	WP_160607934.1	WP_348572077.1
OG0000455	WP_160607751.1	WP_348571882.1
OG0000456	WP_160607740.1	WP_011206487.1
OG0000457	WP_160607736.1	WP_348571868.1
OG0000458	WP_160608038.1	WP_179695977.1
OG0000459	WP_160608042.1	WP_348571752.1
OG0000460	WP_044272549.1	WP_348571755.1
OG0000461	WP_220200620.1	WP_348571769.1
OG0000462	WP_160607834.1	WP_348571766.1
OG0000463	WP_011206310.1	WP_135618955.1
OG0000464	WP_011206309.1	WP_011206309.1
OG0000465	WP_160585762.1	WP_348571763.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_160607818.1	WP_348571786.1
OG0000468	WP_160607658.1	WP_348571610.1
OG0000469	WP_014579824.1	WP_348571626.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_135618603.1	WP_348571977.1
OG0000472	WP_160607961.1	WP_348571858.1
OG0000473	WP_044272671.1	WP_044272671.1
OG0000474	WP_160585578.1	WP_348571881.1
OG0000475	WP_160607749.1	WP_160584892.1
OG0000476	WP_011205931.1	WP_014579742.1
OG0000477	WP_160607830.1	WP_348571773.1
OG0000478	WP_146379753.1	WP_146379753.1
OG0000479	WP_160607806.1	WP_348572056.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_308704684.1	WP_044272343.1
OG0000482	WP_160585562.1	WP_348572032.1
OG0000483	WP_160590070.1	WP_348571634.1
OG0000484	WP_225973007.1	WP_348571929.1
OG0000485	WP_160607922.1	WP_011206004.1
OG0000486	WP_160585249.1	WP_160588293.1
OG0000487	WP_220200602.1	WP_348571619.1
OG0000488	WP_011206221.1	WP_348571630.1
OG0000489	WP_160607714.1	WP_011205849.1
OG0000490	WP_146379773.1	WP_160606487.1
OG0000491	WP_160588241.1	WP_348572058.1
OG0000492	WP_160607802.1	WP_348572060.1
OG0000493	WP_160608034.1	WP_348571965.1
OG0000494	WP_052259108.1	WP_020835567.1
OG0000495	WP_160607844.1	WP_160607844.1
OG0000496	WP_011206375.1	WP_011206375.1
OG0000497	WP_160607842.1	WP_348571803.1
OG0000498	WP_011290314.1	WP_011290314.1
OG0000499	WP_011206333.1	WP_011284249.1
OG0000500	WP_146379610.1	WP_348572127.1
OG0000501	WP_220190663.1	WP_220190663.1
OG0000502	WP_094521609.1	WP_348572030.1
OG0000503	WP_016340193.1	WP_348571993.1
OG0000504	WP_011283955.1	WP_146379513.1
OG0000505	WP_011290053.1	WP_011290053.1
OG0000506	WP_160608017.1	WP_011206049.1
OG0000507	WP_020835590.1	WP_348571971.1
OG0000508	WP_044272682.1	WP_020835512.1
OG0000509	WP_220200635.1	WP_020835518.1
OG0000510	WP_011289977.1	WP_011289977.1
OG0000511	WP_011206135.1	WP_011206135.1
OG0000512	WP_160585006.1	WP_348571757.1
OG0000513	WP_146379751.1	WP_348571873.1
OG0000514	WP_160607850.1	WP_348571805.1
OG0000516	WP_160607660.1	WP_348571621.1
OG0000517	WP_011283834.1	WP_011283834.1
OG0000518	WP_160607783.1	WP_044272613.1
OG0000519	WP_020835579.1	WP_020835579.1
OG0000520	WP_135618599.1	WP_348571981.1
OG0000521	WP_011205893.1	WP_348571936.1
OG0000522	WP_135618505.1	WP_135618505.1
OG0000523	WP_160607734.1	WP_348571866.1
OG0000524	WP_160607820.1	WP_348571784.1
OG0000525	WP_160607959.1	WP_011290405.1
OG0000526	WP_225972970.1	WP_348572119.1
OG0000528	WP_160607662.1	WP_348571624.1
OG0000529	WP_160585770.1	WP_014579831.1
OG0000530	WP_160585298.1	WP_160585298.1
OG0000531	WP_020835645.1	WP_020835645.1
OG0000532	WP_160590479.1	WP_348572085.1
OG0000533	WP_011206110.1	WP_011206110.1
OG0000534	WP_160607912.1	WP_348571947.1
OG0000535	WP_011205848.1	WP_348571913.1
OG0000537	WP_011290028.1	WP_011290028.1
OG0000538	WP_160607930.1	WP_020835608.1
OG0000539	WP_160600661.1	WP_160585545.1
OG0000540	WP_160607828.1	WP_348571778.1
OG0000541	WP_160590426.1	WP_348572155.1
OG0000542	WP_160585533.1	WP_011289986.1
OG0000544	WP_014579703.1	WP_348572038.1
OG0000545	WP_160590087.1	WP_348572116.1
OG0000546	WP_258555624.1	WP_348571799.1, WP_348571798.1
OG0000547	WP_160607858.1	WP_348571811.1
OG0000548	WP_135618730.1	WP_347952439.1
OG0000549	WP_160607963.1	WP_348571855.1
OG0000550	WP_220200614.1	WP_220191147.1
OG0000551	WP_160608094.1	WP_011206407.1
OG0000552	WP_160607779.1	WP_348572158.1
OG0000553	WP_160607814.1	WP_348571788.1
OG0000554	WP_160607886.1	WP_348571717.1
OG0000557	WP_011205983.1	WP_146379545.1
OG0000558	WP_160608026.1	WP_020835624.1
OG0000559	WP_014579758.1	WP_020835677.1
OG0000560	WP_160607878.1	WP_011284100.1
OG0000561	WP_160584672.1	WP_094521603.1
