Orthogroup	MHP_MHP709_genes	MFC_MF30_genes
OG0000080	DR088_RS03700	DR084_RS03130
OG0000081	DR088_RS01180	DR084_RS00170
OG0000082	DR088_RS04125, DR088_RS04120	DR084_RS00895
OG0000083	DR088_RS00630	DR084_RS02845
OG0000084	DR088_RS00655	DR084_RS02690
OG0000085	DR088_RS00660	DR084_RS02695
OG0000086	DR088_RS00670	DR084_RS03665
OG0000087	DR088_RS00685	DR084_RS02720
OG0000088	DR088_RS00690	DR084_RS02725
OG0000089	DR088_RS00700	DR084_RS02735
OG0000090	DR088_RS01920	DR084_RS02370
OG0000091	DR088_RS01905	DR084_RS02355
OG0000092	DR088_RS01890	DR084_RS02340
OG0000093	DR088_RS01885	DR084_RS02335
OG0000094	DR088_RS01880	DR084_RS02330
OG0000095	DR088_RS01855	DR084_RS02305
OG0000096	DR088_RS01850	DR084_RS02300
OG0000097	DR088_RS01830	DR084_RS02280
OG0000098	DR088_RS01820	DR084_RS02270
OG0000099	DR088_RS04460	DR084_RS02520
OG0000100	DR088_RS02105	DR084_RS02510
OG0000101	DR088_RS02100	DR084_RS02505
OG0000102	DR088_RS02310	DR084_RS02495
OG0000103	DR088_RS02855	DR084_RS01780
OG0000104	DR088_RS02860	DR084_RS01785
OG0000105	DR088_RS02875	DR084_RS01800
OG0000106	DR088_RS02885	DR084_RS01810
OG0000107	DR088_RS02895	DR084_RS01820
OG0000108	DR088_RS02900	DR084_RS01825
OG0000109	DR088_RS02905	DR084_RS01830
OG0000110	DR088_RS02395	DR084_RS01835
OG0000111	DR088_RS02400	DR084_RS01840
OG0000112	DR088_RS02410	DR084_RS01850
OG0000113	DR088_RS04525	DR084_RS03550
OG0000114	DR088_RS02440	DR084_RS01875
OG0000115	DR088_RS02455	DR084_RS01885
OG0000116	DR088_RS01000	DR084_RS01895
OG0000117	DR088_RS01005	DR084_RS01900
OG0000118	DR088_RS02615	DR084_RS01930
OG0000119	DR088_RS02620	DR084_RS01935
OG0000120	DR088_RS02635	DR084_RS01950
OG0000121	DR088_RS02660	DR084_RS01975
OG0000122	DR088_RS02665	DR084_RS01980
OG0000123	DR088_RS02685	DR084_RS02000
OG0000124	DR088_RS02690	DR084_RS02005
OG0000125	DR088_RS02695	DR084_RS02010
OG0000126	DR088_RS02465	DR084_RS02020
OG0000127	DR088_RS02475	DR084_RS02030
OG0000128	DR088_RS02490	DR084_RS02760
OG0000129	DR088_RS02495	DR084_RS02765
OG0000130	DR088_RS02505	DR084_RS02775
OG0000131	DR088_RS04535	DR084_RS02805
OG0000132	DR088_RS04540	DR084_RS03675
OG0000133	DR088_RS03100	DR084_RS00350
OG0000134	DR088_RS03095	DR084_RS03455
OG0000135	DR088_RS03080	DR084_RS00370
OG0000136	DR088_RS03075	DR084_RS00375
OG0000137	DR088_RS03045	DR084_RS00405
OG0000138	DR088_RS00760	DR084_RS00430
OG0000139	DR088_RS00730	DR084_RS00460
OG0000140	DR088_RS00725	DR084_RS00465
OG0000141	DR088_RS00345	DR084_RS00490
OG0000142	DR088_RS04315	DR084_RS03470
OG0000143	DR088_RS00320	DR084_RS00520
OG0000144	DR088_RS00310	DR084_RS00530
OG0000145	DR088_RS00300	DR084_RS00540
OG0000146	DR088_RS00290	DR084_RS00550
OG0000147	DR088_RS00285	DR084_RS00555
OG0000148	DR088_RS00270	DR084_RS00570
OG0000149	DR088_RS00260	DR084_RS00580
OG0000150	DR088_RS00245	DR084_RS00595
OG0000151	DR088_RS00200	DR084_RS00645
OG0000152	DR088_RS00195	DR084_RS00650
OG0000153	DR088_RS00190	DR084_RS00655
OG0000154	DR088_RS00180	DR084_RS00665
OG0000155	DR088_RS00140	DR084_RS00685
OG0000156	DR088_RS00130	DR084_RS00700
OG0000157	DR088_RS04305	DR084_RS03475
OG0000158	DR088_RS04300	DR084_RS03480
OG0000159	DR088_RS02995	DR084_RS00950
OG0000160	DR088_RS02990	DR084_RS00955
OG0000161	DR088_RS02985	DR084_RS00960
OG0000162	DR088_RS02975	DR084_RS02975, DR084_RS00970
OG0000163	DR088_RS02970	DR084_RS00975
OG0000164	DR088_RS03330	DR084_RS03490
OG0000165	DR088_RS00550	DR084_RS01050
OG0000166	DR088_RS00570	DR084_RS01070
OG0000167	DR088_RS00585	DR084_RS01085
OG0000168	DR088_RS00590	DR084_RS01090
OG0000169	DR088_RS01385	DR084_RS02045
OG0000170	DR088_RS01400	DR084_RS02060
OG0000171	DR088_RS01410	DR084_RS02070
OG0000172	DR088_RS01420	DR084_RS02075
OG0000173	DR088_RS01425	DR084_RS02080
OG0000174	DR088_RS01430	DR084_RS02085
OG0000175	DR088_RS01445	DR084_RS02100
OG0000176	DR088_RS01495	DR084_RS02140
OG0000177	DR088_RS01500	DR084_RS02145
OG0000178	DR088_RS01505	DR084_RS02150
OG0000179	DR088_RS01515	DR084_RS02160
OG0000180	DR088_RS01520	DR084_RS02165
OG0000181	DR088_RS04610	DR084_RS03570
OG0000182	DR088_RS03500	DR084_RS02190
OG0000183	DR088_RS01985	DR084_RS02225
OG0000184	DR088_RS02025	DR084_RS02865
OG0000185	DR088_RS02010	DR084_RS02880
OG0000186	DR088_RS04545	DR084_RS01135
OG0000187	DR088_RS02575	DR084_RS01150
OG0000188	DR088_RS02585	DR084_RS01160
OG0000189	DR088_RS04560	DR084_RS03510
OG0000190	DR088_RS02935	DR084_RS01175
OG0000191	DR088_RS02915	DR084_RS01195
OG0000192	DR088_RS00920	DR084_RS01205
OG0000193	DR088_RS00905	DR084_RS01220
OG0000194	DR088_RS02840	DR084_RS01230
OG0000195	DR088_RS02835	DR084_RS01235
OG0000196	DR088_RS02815	DR084_RS03515
OG0000197	DR088_RS02810	DR084_RS01260
OG0000198	DR088_RS02795	DR084_RS01275
OG0000199	DR088_RS02790	DR084_RS01280
OG0000200	DR088_RS02775	DR084_RS01295
OG0000201	DR088_RS02765	DR084_RS01305
OG0000202	DR088_RS02710	DR084_RS01360
OG0000203	DR088_RS02705	DR084_RS01365
OG0000204	DR088_RS04410	DR084_RS01370
OG0000205	DR088_RS01790	DR084_RS01375
OG0000206	DR088_RS01770	DR084_RS01395
OG0000207	DR088_RS01755	DR084_RS01410
OG0000208	DR088_RS01750	DR084_RS01415
OG0000209	DR088_RS01745	DR084_RS01420
OG0000210	DR088_RS01700	DR084_RS01465
OG0000211	DR088_RS01690	DR084_RS01475
OG0000212	DR088_RS01680	DR084_RS01485
OG0000213	DR088_RS01675	DR084_RS01490
OG0000214	DR088_RS01670	DR084_RS01495
OG0000215	DR088_RS01665	DR084_RS01500
OG0000216	DR088_RS01660	DR084_RS01505
OG0000217	DR088_RS01655	DR084_RS01510
OG0000218	DR088_RS01645	DR084_RS01520
OG0000219	DR088_RS01640	DR084_RS01525
OG0000220	DR088_RS01635	DR084_RS01530
OG0000221	DR088_RS01630	DR084_RS01535
OG0000222	DR088_RS01625	DR084_RS01540
OG0000223	DR088_RS01620	DR084_RS01545
OG0000224	DR088_RS01610	DR084_RS01555
OG0000225	DR088_RS01600	DR084_RS01565
OG0000226	DR088_RS01595	DR084_RS01570
OG0000227	DR088_RS01590	DR084_RS01575
OG0000228	DR088_RS04640	DR084_RS03705
OG0000229	DR088_RS01580	DR084_RS01585
OG0000230	DR088_RS01575	DR084_RS01590
OG0000231	DR088_RS01565	DR084_RS01600
OG0000232	DR088_RS01555	DR084_RS01610
OG0000233	DR088_RS00790	DR084_RS01620
OG0000234	DR088_RS00825	DR084_RS01650
OG0000235	DR088_RS00835	DR084_RS01660
OG0000236	DR088_RS00840	DR084_RS01665
OG0000237	DR088_RS00845	DR084_RS01680
OG0000238	DR088_RS00855	DR084_RS01685
OG0000239	DR088_RS03185	DR084_RS01715
OG0000240	DR088_RS03190	DR084_RS01720
OG0000241	DR088_RS03200	DR084_RS01730
OG0000242	DR088_RS03205	DR084_RS01735
OG0000243	DR088_RS03210	DR084_RS01740
OG0000244	DR088_RS03220	DR084_RS01750
OG0000245	DR088_RS03230	DR084_RS01760
OG0000246	DR088_RS03555	DR084_RS02385
OG0000247	DR088_RS03610	DR084_RS02395
OG0000248	DR088_RS01365	DR084_RS02420
OG0000249	DR088_RS01360	DR084_RS02425
OG0000250	DR088_RS01345	DR084_RS00015
OG0000251	DR088_RS01310	DR084_RS00045
OG0000252	DR088_RS01300	DR084_RS00055
OG0000253	DR088_RS01295	DR084_RS00060
OG0000254	DR088_RS01285	DR084_RS00070
OG0000255	DR088_RS01275	DR084_RS00075
OG0000256	DR088_RS01270	DR084_RS00080
OG0000257	DR088_RS01245	DR084_RS00105
OG0000258	DR088_RS01235	DR084_RS00115
OG0000259	DR088_RS01205	DR084_RS00145
OG0000260	DR088_RS01195	DR084_RS00155
OG0000261	DR088_RS04380	DR084_RS03450
OG0000262	DR088_RS01170	DR084_RS00180
OG0000263	DR088_RS01155	DR084_RS00195
OG0000264	DR088_RS01140	DR084_RS00210
OG0000265	DR088_RS01130	DR084_RS00220
OG0000266	DR088_RS01115	DR084_RS00235
OG0000267	DR088_RS01100	DR084_RS00250
OG0000268	DR088_RS01095	DR084_RS00255
OG0000269	DR088_RS01080	DR084_RS00270
OG0000270	DR088_RS04455	DR084_RS03610
OG0000271	DR088_RS02070	DR084_RS02445
OG0000272	DR088_RS02065	DR084_RS02440
OG0000273	DR088_RS02060	DR084_RS02435
OG0000274	DR088_RS02160	DR084_RS02555
OG0000275	DR088_RS04480	DR084_RS03630
OG0000276	DR088_RS02170	DR084_RS02565
OG0000277	DR088_RS02180	DR084_RS03635
OG0000278	DR088_RS02185	DR084_RS02580
OG0000279	DR088_RS02195	DR084_RS02590
OG0000280	DR088_RS02200	DR084_RS02595
OG0000281	DR088_RS02205	DR084_RS02600
OG0000282	DR088_RS04490	DR084_RS02625
OG0000283	DR088_RS02235	DR084_RS02630
OG0000284	DR088_RS02240	DR084_RS02635
OG0000285	DR088_RS04495	DR084_RS03650
OG0000286	DR088_RS02955	DR084_RS00900
OG0000287	DR088_RS03170	DR084_RS00875
OG0000288	DR088_RS03160	DR084_RS00865
OG0000289	DR088_RS03155	DR084_RS00860
OG0000290	DR088_RS00070	DR084_RS00750
OG0000291	DR088_RS00060	DR084_RS00760
OG0000292	DR088_RS00055	DR084_RS00765
OG0000293	DR088_RS00050	DR084_RS00770
OG0000294	DR088_RS00040	DR084_RS00780
OG0000295	DR088_RS00035	DR084_RS00785
OG0000296	DR088_RS03120	DR084_RS00825
OG0000297	DR088_RS03125	DR084_RS00830
OG0000298	DR088_RS01350	DR084_RS00010
OG0000299	DR088_RS01325	DR084_RS00030
OG0000300	DR088_RS01145	DR084_RS00205
OG0000301	DR088_RS01110	DR084_RS00240
OG0000302	DR088_RS01105	DR084_RS00245
OG0000303	DR088_RS03070	DR084_RS00380
OG0000304	DR088_RS01550	DR084_RS00415
OG0000305	DR088_RS00295	DR084_RS00545
OG0000306	DR088_RS00220	DR084_RS00625
OG0000307	DR088_RS00185	DR084_RS00660
OG0000308	DR088_RS00090	DR084_RS00740
OG0000309	DR088_RS00025	DR084_RS00795
OG0000310	DR088_RS03165	DR084_RS00870
OG0000311	DR088_RS03015	DR084_RS00925
OG0000312	DR088_RS03000	DR084_RS00945
OG0000313	DR088_RS03340	DR084_RS00995
OG0000314	DR088_RS00565	DR084_RS01065
OG0000315	DR088_RS00595	DR084_RS01095
OG0000316	DR088_RS00605	DR084_RS01105
OG0000317	DR088_RS00695	DR084_RS02730
OG0000318	DR088_RS04330	DR084_RS03680
OG0000319	DR088_RS02870	DR084_RS01795
OG0000320	DR088_RS02420	DR084_RS01860
OG0000321	DR088_RS02610	DR084_RS01925
OG0000322	DR088_RS02655	DR084_RS01970
OG0000323	DR088_RS02545	DR084_RS02815
OG0000324	DR088_RS02910	DR084_RS01200
OG0000325	DR088_RS02830	DR084_RS01240
OG0000326	DR088_RS02735	DR084_RS01335
OG0000327	DR088_RS02730	DR084_RS01340
OG0000328	DR088_RS01740	DR084_RS01425
OG0000329	DR088_RS01720	DR084_RS01445
OG0000330	DR088_RS00800	DR084_RS01630
OG0000331	DR088_RS03215	DR084_RS01745
OG0000332	DR088_RS01455	DR084_RS02110
OG0000333	DR088_RS01465	DR084_RS02120
OG0000334	DR088_RS03505	DR084_RS02185
OG0000335	DR088_RS01955	DR084_RS03575
OG0000336	DR088_RS04485	DR084_RS03645
OG0000337	DR088_RS01805	DR084_RS02255
OG0000338	DR088_RS01845	DR084_RS02295
OG0000339	DR088_RS02450	DR084_RS01880
OG0000340	DR088_RS04665	DR084_RS01905
OG0000341	DR088_RS02930	DR084_RS01180
OG0000342	DR088_RS02800	DR084_RS01270
OG0000343	DR088_RS01475	DR084_RS02130
OG0000344	DR088_RS03055	DR084_RS00395
OG0000345	DR088_RS01605	DR084_RS01560
OG0000346	DR088_RS02210	DR084_RS03640
OG0000347	DR088_RS02680	DR084_RS01995
OG0000348	DR088_RS02725	DR084_RS03525
OG0000349	DR088_RS04475	DR084_RS02545
OG0000350	DR088_RS00175	DR084_RS02995
OG0000351	DR088_RS01020	DR084_RS00330
OG0000352	DR088_RS00545	DR084_RS01045
OG0000353	DR088_RS02650	DR084_RS01965
OG0000354	DR088_RS00745	DR084_RS00445
OG0000355	DR088_RS04320	DR084_RS03495
OG0000356	DR088_RS04325	DR084_RS03500
OG0000357	DR088_RS04390	DR084_RS03560
OG0000358	DR088_RS01440	DR084_RS02095
OG0000359	DR088_RS04555	DR084_RS03520
OG0000360	DR088_RS01240	DR084_RS00110
OG0000361	DR088_RS01210	DR084_RS00140
OG0000362	DR088_RS03145	DR084_RS00850
OG0000363	DR088_RS02480	DR084_RS02040
OG0000365	DR088_RS04350	DR084_RS03695
OG0000366	DR088_RS00665	DR084_RS02700
OG0000367	DR088_RS00675	DR084_RS02710
OG0000368	DR088_RS01910	DR084_RS02360
OG0000369	DR088_RS04415	DR084_RS03595
OG0000370	DR088_RS01870	DR084_RS02320
OG0000371	DR088_RS01865	DR084_RS02315
OG0000372	DR088_RS01860	DR084_RS02310
OG0000373	DR088_RS01835	DR084_RS02285
OG0000374	DR088_RS01825	DR084_RS02275
OG0000375	DR088_RS02865	DR084_RS01790
OG0000376	DR088_RS02405	DR084_RS01845
OG0000377	DR088_RS02415	DR084_RS01855
OG0000378	DR088_RS00995	DR084_RS01890
OG0000379	DR088_RS02645	DR084_RS01960
OG0000380	DR088_RS02670	DR084_RS01985
OG0000381	DR088_RS02470	DR084_RS02025
OG0000382	DR088_RS02500	DR084_RS02770
OG0000383	DR088_RS02540	DR084_RS02810
OG0000384	DR088_RS03375	DR084_RS00335
OG0000385	DR088_RS03380	DR084_RS00340
OG0000386	DR088_RS03090	DR084_RS00360
OG0000387	DR088_RS03065	DR084_RS00385
OG0000388	DR088_RS04570	DR084_RS03460
OG0000389	DR088_RS00765	DR084_RS00425
OG0000390	DR088_RS00315	DR084_RS00525
OG0000391	DR088_RS00305	DR084_RS00535
OG0000392	DR088_RS00280	DR084_RS00560
OG0000393	DR088_RS04310	DR084_RS00615
OG0000394	DR088_RS00150	DR084_RS00675
OG0000395	DR088_RS00145	DR084_RS00680
OG0000396	DR088_RS02960	DR084_RS00985
OG0000397	DR088_RS00530	DR084_RS01030
OG0000398	DR088_RS00535	DR084_RS01035
OG0000399	DR088_RS00580	DR084_RS01080
OG0000400	DR088_RS01395	DR084_RS02055
OG0000401	DR088_RS01460	DR084_RS02115
OG0000402	DR088_RS01470	DR084_RS02125
OG0000403	DR088_RS01480	DR084_RS02135
OG0000404	DR088_RS01510	DR084_RS03565
OG0000405	DR088_RS01525	DR084_RS02170
OG0000406	DR088_RS01960	DR084_RS02200
OG0000407	DR088_RS04425	DR084_RS03580
OG0000408	DR088_RS01970	DR084_RS02210
OG0000409	DR088_RS01975	DR084_RS02215
OG0000410	DR088_RS02030	DR084_RS02860
OG0000411	DR088_RS02020	DR084_RS02870
OG0000412	DR088_RS02015	DR084_RS02875
OG0000413	DR088_RS02555	DR084_RS01130
OG0000414	DR088_RS02565	DR084_RS01140
OG0000415	DR088_RS02570	DR084_RS01145
OG0000416	DR088_RS02580	DR084_RS01155
OG0000417	DR088_RS02925	DR084_RS01185
OG0000418	DR088_RS02920	DR084_RS01190
OG0000419	DR088_RS02820	DR084_RS01250
OG0000420	DR088_RS02785	DR084_RS01285
OG0000421	DR088_RS02750	DR084_RS01320
OG0000422	DR088_RS02740	DR084_RS01330
OG0000423	DR088_RS01780	DR084_RS01385
OG0000424	DR088_RS01775	DR084_RS01390
OG0000425	DR088_RS01765	DR084_RS01400
OG0000426	DR088_RS04405	DR084_RS03530
OG0000427	DR088_RS04400	DR084_RS03535
OG0000428	DR088_RS01710	DR084_RS01455
OG0000429	DR088_RS01615	DR084_RS01550
OG0000430	DR088_RS01570	DR084_RS01595
OG0000431	DR088_RS01560	DR084_RS01605
OG0000432	DR088_RS00795	DR084_RS01625
OG0000433	DR088_RS00810	DR084_RS01635
OG0000434	DR088_RS00815	DR084_RS01640
OG0000435	DR088_RS00830	DR084_RS01655
OG0000436	DR088_RS00860	DR084_RS01690
OG0000437	DR088_RS00870	DR084_RS01700
OG0000438	DR088_RS00875	DR084_RS03545
OG0000439	DR088_RS04360	DR084_RS01710
OG0000440	DR088_RS04575	DR084_RS01725
OG0000441	DR088_RS03240	DR084_RS01765
OG0000442	DR088_RS03560	DR084_RS02390
OG0000443	DR088_RS01330	DR084_RS00025
OG0000444	DR088_RS01315	DR084_RS00040
OG0000445	DR088_RS01290	DR084_RS00065
OG0000446	DR088_RS01260	DR084_RS00090
OG0000447	DR088_RS01255	DR084_RS00095
OG0000448	DR088_RS01225	DR084_RS00125
OG0000449	DR088_RS01200	DR084_RS00150
OG0000450	DR088_RS01190	DR084_RS00160
OG0000451	DR088_RS01150	DR084_RS00200
OG0000452	DR088_RS01125	DR084_RS00225
OG0000453	DR088_RS01090	DR084_RS00260
OG0000455	DR088_RS02095	DR084_RS03615
OG0000456	DR088_RS02225	DR084_RS02620
OG0000457	DR088_RS02250	DR084_RS02645
OG0000458	DR088_RS03175	DR084_RS00880
OG0000459	DR088_RS03150	DR084_RS00855
OG0000460	DR088_RS03140	DR084_RS00845
OG0000461	DR088_RS00020	DR084_RS00800
OG0000462	DR088_RS00015	DR084_RS00805
OG0000463	DR088_RS00010	DR084_RS00810
OG0000464	DR088_RS03110	DR084_RS00815
OG0000465	DR088_RS03115	DR084_RS00820
OG0000466	DR088_RS01120	DR084_RS00230
OG0000467	DR088_RS04290	DR084_RS03485
OG0000468	DR088_RS00575	DR084_RS01075
OG0000469	DR088_RS00635	DR084_RS02850
OG0000470	DR088_RS03670	DR084_RS01380
OG0000471	DR088_RS01705	DR084_RS01460
OG0000472	DR088_RS02040	DR084_RS02670
OG0000473	DR088_RS02080	DR084_RS02455
OG0000474	DR088_RS02085	DR084_RS02460
OG0000475	DR088_RS02090	DR084_RS02465
OG0000476	DR088_RS02590	DR084_RS02500
OG0000477	DR088_RS00045	DR084_RS00775
OG0000478	DR088_RS02175	DR084_RS02570
OG0000479	DR088_RS02605	DR084_RS01920
OG0000480	DR088_RS03655	DR084_RS03020
OG0000481	DR088_RS02715	DR084_RS01355
OG0000482	DR088_RS00910	DR084_RS01215
OG0000483	DR088_RS00680	DR084_RS02715
OG0000484	DR088_RS04385	DR084_RS03445
OG0000485	DR088_RS00865	DR084_RS01695
OG0000486	DR088_RS02945	DR084_RS01165
OG0000487	DR088_RS04335	DR084_RS03685
OG0000488	DR088_RS00650	DR084_RS02685
OG0000489	DR088_RS01900	DR084_RS02350
OG0000490	DR088_RS01840	DR084_RS02290
OG0000491	DR088_RS02625	DR084_RS01940
OG0000492	DR088_RS02700	DR084_RS02015
OG0000493	DR088_RS03050	DR084_RS00400
OG0000494	DR088_RS00740	DR084_RS00450
OG0000495	DR088_RS00250	DR084_RS00590
OG0000496	DR088_RS00240	DR084_RS00600
OG0000497	DR088_RS00235	DR084_RS00605
OG0000498	DR088_RS00155	DR084_RS00670
OG0000499	DR088_RS00120	DR084_RS00710
OG0000500	DR088_RS00540	DR084_RS01040
OG0000501	DR088_RS01405	DR084_RS02065
OG0000502	DR088_RS00900	DR084_RS01225
OG0000503	DR088_RS02770	DR084_RS01300
OG0000504	DR088_RS01730	DR084_RS01435
OG0000505	DR088_RS01695	DR084_RS01470
OG0000506	DR088_RS01685	DR084_RS01480
OG0000507	DR088_RS01650	DR084_RS01515
OG0000508	DR088_RS01265	DR084_RS00085
OG0000509	DR088_RS01230	DR084_RS00120
OG0000510	DR088_RS01220	DR084_RS00130
OG0000511	DR088_RS01085	DR084_RS00265
OG0000512	DR088_RS03135	DR084_RS00840
OG0000513	DR088_RS02190	DR084_RS02585
OG0000514	DR088_RS00275	DR084_RS00565
OG0000516	DR088_RS04340	DR084_RS03415, DR084_RS03410
OG0000517	DR088_RS01915	DR084_RS02365
OG0000518	DR088_RS01450	DR084_RS02105
OG0000519	DR088_RS02745	DR084_RS01325
OG0000520	DR088_RS01715	DR084_RS01450
OG0000521	DR088_RS01250	DR084_RS00100
OG0000522	DR088_RS01215	DR084_RS00135
OG0000523	DR088_RS02255	DR084_RS02650
OG0000524	DR088_RS00095	DR084_RS00735
OG0000525	DR088_RS04440	DR084_RS03715
OG0000528	DR088_RS04345	DR084_RS03690
OG0000529	DR088_RS02880	DR084_RS01805
OG0000530	DR088_RS02435	DR084_RS01870
OG0000531	DR088_RS02675	DR084_RS01990
OG0000533	DR088_RS00780	DR084_RS01615
OG0000534	DR088_RS01135	DR084_RS00215
OG0000535	DR088_RS04420	DR084_RS02345
OG0000536	DR088_RS02125	DR084_RS02525
OG0000537	DR088_RS02805	DR084_RS01265
OG0000538	DR088_RS00820	DR084_RS01645
OG0000539	DR088_RS01305	DR084_RS00050
OG0000540	DR088_RS00065	DR084_RS00755
OG0000541	DR088_RS00135	DR084_RS00695
OG0000542	DR088_RS01165	DR084_RS00185
OG0000547	DR088_RS00325	DR084_RS00515
OG0000548	DR088_RS03345	DR084_RS00990
OG0000549	DR088_RS04435	DR084_RS02675
OG0000550	DR088_RS02155	DR084_RS02550
OG0000551	DR088_RS03225	DR084_RS01755
OG0000555	DR088_RS03765	DR084_RS03090
OG0000602	DR088_RS00645	DR084_RS02680
