Orthogroup	MHP_MHP709_genes	MHP_KM014_genes
OG0000228	DR088_RS04640	CIB43_RS01910
OG0000229	DR088_RS01580	CIB43_RS01915
OG0000230	DR088_RS01575	CIB43_RS01920
OG0000231	DR088_RS01565	CIB43_RS01935
OG0000232	DR088_RS01555	CIB43_RS01940
OG0000233	DR088_RS00790	CIB43_RS01965
OG0000234	DR088_RS00825	CIB43_RS02000
OG0000235	DR088_RS00835	CIB43_RS02005
OG0000236	DR088_RS00840	CIB43_RS02010
OG0000237	DR088_RS00845	CIB43_RS02015
OG0000238	DR088_RS00855	CIB43_RS02025
OG0000239	DR088_RS03185	CIB43_RS03860
OG0000240	DR088_RS03190	CIB43_RS03870
OG0000241	DR088_RS03200	CIB43_RS03875
OG0000242	DR088_RS03205	CIB43_RS03880
OG0000243	DR088_RS03210	CIB43_RS03885
OG0000244	DR088_RS03220	CIB43_RS03900
OG0000245	DR088_RS03230	CIB43_RS03905
OG0000246	DR088_RS03555	CIB43_RS00845
OG0000247	DR088_RS03610	CIB43_RS00850
OG0000248	DR088_RS01365	CIB43_RS00875
OG0000250	DR088_RS01345	CIB43_RS00885
OG0000251	DR088_RS01310	CIB43_RS00925
OG0000252	DR088_RS01300	CIB43_RS00930
OG0000253	DR088_RS01295	CIB43_RS00940
OG0000254	DR088_RS01285	CIB43_RS00950
OG0000255	DR088_RS01275	CIB43_RS00955
OG0000256	DR088_RS01270	CIB43_RS00960
OG0000257	DR088_RS01245	CIB43_RS00985
OG0000258	DR088_RS01235	CIB43_RS01015
OG0000259	DR088_RS01205	CIB43_RS01030
OG0000260	DR088_RS01195	CIB43_RS01045
OG0000262	DR088_RS01170	CIB43_RS01075
OG0000263	DR088_RS01155	CIB43_RS01080
OG0000264	DR088_RS01140	CIB43_RS01100
OG0000265	DR088_RS01130	CIB43_RS01110
OG0000266	DR088_RS01115	CIB43_RS01120
OG0000267	DR088_RS01100	CIB43_RS01135
OG0000268	DR088_RS01095	CIB43_RS01305
OG0000269	DR088_RS01080	CIB43_RS01320
OG0000270	DR088_RS04455	CIB43_RS00575
OG0000271	DR088_RS02070	CIB43_RS00570
OG0000272	DR088_RS02065	CIB43_RS00565
OG0000273	DR088_RS02060	CIB43_RS00560
OG0000274	DR088_RS02160	CIB43_RS00545
OG0000275	DR088_RS04480	CIB43_RS00535
OG0000276	DR088_RS02170	CIB43_RS00530
OG0000277	DR088_RS02180	CIB43_RS00525
OG0000278	DR088_RS02185	CIB43_RS00515
OG0000279	DR088_RS02195	CIB43_RS00510
OG0000280	DR088_RS02200	CIB43_RS00500
OG0000281	DR088_RS02205	CIB43_RS00495
OG0000283	DR088_RS02235	CIB43_RS00475
OG0000284	DR088_RS02240	CIB43_RS00460
OG0000285	DR088_RS04495	CIB43_RS00455
OG0000286	DR088_RS02955	CIB43_RS03345
OG0000287	DR088_RS03170	CIB43_RS03440
OG0000288	DR088_RS03160	CIB43_RS03450
OG0000289	DR088_RS03155	CIB43_RS03455
OG0000290	DR088_RS00070	CIB43_RS03565
OG0000291	DR088_RS00060	CIB43_RS03560
OG0000292	DR088_RS00055	CIB43_RS03550
OG0000293	DR088_RS00050	CIB43_RS03545
OG0000294	DR088_RS00040	CIB43_RS03540
OG0000295	DR088_RS00035	CIB43_RS03530
OG0000296	DR088_RS03120	CIB43_RS03495
OG0000297	DR088_RS03125	CIB43_RS03485
OG0000298	DR088_RS01350	CIB43_RS00880
OG0000299	DR088_RS01325	CIB43_RS00915
OG0000300	DR088_RS01145	CIB43_RS01090
OG0000301	DR088_RS01110	CIB43_RS01125
OG0000302	DR088_RS01105	CIB43_RS01130
OG0000303	DR088_RS03070	CIB43_RS01455
OG0000304	DR088_RS01550	CIB43_RS01950
OG0000305	DR088_RS00295	CIB43_RS03795
OG0000306	DR088_RS00220	CIB43_RS03725
OG0000307	DR088_RS00185	CIB43_RS03685
OG0000308	DR088_RS00090	CIB43_RS03600
OG0000309	DR088_RS00025	CIB43_RS03520
OG0000310	DR088_RS03165	CIB43_RS03445
OG0000311	DR088_RS03015	CIB43_RS03405
OG0000312	DR088_RS03000	CIB43_RS03390
OG0000313	DR088_RS03340	CIB43_RS02485
OG0000314	DR088_RS00565	CIB43_RS02855
OG0000315	DR088_RS00595	CIB43_RS02885
OG0000316	DR088_RS00605	CIB43_RS02895
OG0000317	DR088_RS00695	CIB43_RS02985
OG0000318	DR088_RS04330	CIB43_RS02900
OG0000319	DR088_RS02870	CIB43_RS03125
OG0000320	DR088_RS02420	CIB43_RS03270
OG0000321	DR088_RS02610	CIB43_RS02200
OG0000322	DR088_RS02655	CIB43_RS02245
OG0000323	DR088_RS02545	CIB43_RS02375
OG0000324	DR088_RS02910	CIB43_RS03170
OG0000325	DR088_RS02830	CIB43_RS01570
OG0000326	DR088_RS02735	CIB43_RS01665
OG0000327	DR088_RS02730	CIB43_RS01670
OG0000328	DR088_RS01740	CIB43_RS01760
OG0000329	DR088_RS01720	CIB43_RS01775
OG0000330	DR088_RS00800	CIB43_RS01970
OG0000331	DR088_RS03215	CIB43_RS03890
OG0000332	DR088_RS01455	CIB43_RS00200
OG0000333	DR088_RS01465	CIB43_RS00210
OG0000334	DR088_RS03505	CIB43_RS00315
OG0000335	DR088_RS01955	CIB43_RS00340
OG0000336	DR088_RS04485	CIB43_RS00485
OG0000337	DR088_RS01805	CIB43_RS00655
OG0000338	DR088_RS01845	CIB43_RS00695
OG0000339	DR088_RS02450	CIB43_RS03235
OG0000340	DR088_RS04665	CIB43_RS02185
OG0000341	DR088_RS02930	CIB43_RS03190
OG0000342	DR088_RS02800	CIB43_RS01600
OG0000343	DR088_RS01475	CIB43_RS00215
OG0000344	DR088_RS03055	CIB43_RS01465
OG0000345	DR088_RS01605	CIB43_RS01890
OG0000346	DR088_RS02210	CIB43_RS00490
OG0000347	DR088_RS02680	CIB43_RS02270
OG0000348	DR088_RS02725	CIB43_RS01685
OG0000349	DR088_RS04475	CIB43_RS00550
OG0000350	DR088_RS00175	CIB43_RS03675
OG0000351	DR088_RS01020	CIB43_RS01385
OG0000352	DR088_RS00545	CIB43_RS02830
OG0000353	DR088_RS02650	CIB43_RS02240
OG0000354	DR088_RS00745	CIB43_RS01515
OG0000355	DR088_RS04320	CIB43_RS02805
OG0000356	DR088_RS04325	CIB43_RS02890
OG0000357	DR088_RS04390	CIB43_RS00175
OG0000358	DR088_RS01440	CIB43_RS00180
OG0000359	DR088_RS04555	CIB43_RS01650
OG0000360	DR088_RS01240	CIB43_RS00990
OG0000361	DR088_RS01210	CIB43_RS01020
OG0000362	DR088_RS03145	CIB43_RS03475
OG0000363	DR088_RS02480	CIB43_RS02310
OG0000364	DR088_RS00490	CIB43_RS02775
OG0000369	DR088_RS04415	CIB43_RS00725
OG0000370	DR088_RS01870	CIB43_RS00720
OG0000378	DR088_RS00995	CIB43_RS02160
OG0000379	DR088_RS02645	CIB43_RS02235
OG0000380	DR088_RS02670	CIB43_RS02260
OG0000381	DR088_RS02470	CIB43_RS02300
OG0000385	DR088_RS03380	CIB43_RS01405
OG0000389	DR088_RS00765	CIB43_RS01490
OG0000394	DR088_RS00150	CIB43_RS03660
OG0000396	DR088_RS02960	CIB43_RS03350
OG0000403	DR088_RS01480	CIB43_RS00220
OG0000404	DR088_RS01510	CIB43_RS00250
OG0000405	DR088_RS01525	CIB43_RS00265
OG0000409	DR088_RS01975	CIB43_RS00345
OG0000412	DR088_RS02015	CIB43_RS00390
OG0000417	DR088_RS02925	CIB43_RS03185
OG0000428	DR088_RS01710	CIB43_RS01785
OG0000429	DR088_RS01615	CIB43_RS01885
OG0000430	DR088_RS01570	CIB43_RS01925
OG0000434	DR088_RS00815	CIB43_RS01985
OG0000436	DR088_RS00860	CIB43_RS02030
OG0000437	DR088_RS00870	CIB43_RS02065
OG0000441	DR088_RS03240	CIB43_RS03910
OG0000451	DR088_RS01150	CIB43_RS01085
OG0000453	DR088_RS01090	CIB43_RS01315
OG0000457	DR088_RS02250	CIB43_RS00450
OG0000459	DR088_RS03150	CIB43_RS03460
OG0000463	DR088_RS00010	CIB43_RS03515
OG0000464	DR088_RS03110	CIB43_RS03500
OG0000466	DR088_RS01120	CIB43_RS01115
OG0000468	DR088_RS00575	CIB43_RS02870
OG0000471	DR088_RS01705	CIB43_RS01790
OG0000473	DR088_RS02080	CIB43_RS00580
OG0000474	DR088_RS02085	CIB43_RS00585
OG0000475	DR088_RS02090	CIB43_RS00595
OG0000482	DR088_RS00910	CIB43_RS02080
OG0000485	DR088_RS00865	CIB43_RS02035
OG0000486	DR088_RS02945	CIB43_RS03205
OG0000487	DR088_RS04335	CIB43_RS02915
OG0000488	DR088_RS00650	CIB43_RS02940
OG0000489	DR088_RS01900	CIB43_RS00750
OG0000491	DR088_RS02625	CIB43_RS02220
OG0000492	DR088_RS02700	CIB43_RS02290
OG0000495	DR088_RS00250	CIB43_RS03750
OG0000502	DR088_RS00900	CIB43_RS02070
OG0000504	DR088_RS01730	CIB43_RS01770
OG0000506	DR088_RS01685	CIB43_RS01810
OG0000508	DR088_RS01265	CIB43_RS00980
OG0000517	DR088_RS01915	CIB43_RS00765
OG0000519	DR088_RS02745	CIB43_RS01660
OG0000520	DR088_RS01715	CIB43_RS01780
OG0000523	DR088_RS02255	CIB43_RS00445
OG0000526	DR088_RS03780	CIB43_RS02720
OG0000527	DR088_RS00365	CIB43_RS02640
OG0000529	DR088_RS02880	CIB43_RS03135
OG0000530	DR088_RS02435	CIB43_RS03250
OG0000531	DR088_RS02675	CIB43_RS02265
OG0000537	DR088_RS02805	CIB43_RS01595
OG0000538	DR088_RS00820	CIB43_RS01990
OG0000544	DR088_RS04370	CIB43_RS02125
OG0000545	DR088_RS00420	CIB43_RS02715
OG0000546	DR088_RS03745	CIB43_RS03705
OG0000552	DR088_RS01485	CIB43_RS00225
OG0000553	DR088_RS04295	CIB43_RS03610
OG0000554	DR088_RS02390	CIB43_RS03295
OG0000557	DR088_RS00965	CIB43_RS02130
OG0000558	DR088_RS00935	CIB43_RS02100
OG0000559	DR088_RS02315	CIB43_RS02575
OG0000560	DR088_RS00405	CIB43_RS02680
OG0000561	DR088_RS00805	CIB43_RS01980
OG0000562	DR088_RS00410	CIB43_RS02685
OG0000563	DR088_RS00395	CIB43_RS02670
OG0000564	DR088_RS03880	CIB43_RS02155
OG0000565	DR088_RS00470	CIB43_RS02760
OG0000566	DR088_RS00455	CIB43_RS02740
OG0000568	DR088_RS02845	CIB43_RS01555
OG0000569	DR088_RS00940	CIB43_RS02105
OG0000570	DR088_RS04365	CIB43_RS02110
OG0000571	DR088_RS00950	CIB43_RS02115
OG0000572	DR088_RS00970	CIB43_RS02135
OG0000573	DR088_RS02320	CIB43_RS02570
OG0000574	DR088_RS01010	CIB43_RS02175
OG0000575	DR088_RS00925	CIB43_RS02090
OG0000576	DR088_RS02365	CIB43_RS02530
OG0000577	DR088_RS00085	CIB43_RS03580
OG0000579	DR088_RS00385	CIB43_RS02660
OG0000580	DR088_RS03750	CIB43_RS03710
OG0000581	DR088_RS00370	CIB43_RS02645
OG0000585	DR088_RS03515	CIB43_RS03105
OG0000588	DR088_RS02370	CIB43_RS02525
OG0000589	DR088_RS03680	CIB43_RS03055
OG0000592	DR088_RS00075	CIB43_RS03570
OG0000594	DR088_RS00930	CIB43_RS02095
OG0000595	DR088_RS03435	CIB43_RS03920
OG0000597	DR088_RS03445	CIB43_RS03915
OG0000601	DR088_RS00400	CIB43_RS02675
OG0000606	DR088_RS00375	CIB43_RS02655
OG0000608	DR088_RS00415	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690
OG0000609	DR088_RS00440	CIB43_RS02730
OG0000613	DR088_RS03790	CIB43_RS02785
OG0000614	DR088_RS03280	CIB43_RS03070
OG0000620	DR088_RS00480	CIB43_RS04010
