Orthogroup	MHP_MHP709_genes	MHP_MHP682_genes
OG0000039	DR088_RS03410	DR097_RS04950
OG0000040	DR088_RS02000	DR097_RS03560
OG0000041	DR088_RS03850	DR097_RS00435, DR097_RS03645
OG0000042	DR088_RS03180	DR097_RS01265
OG0000043	DR088_RS00525	DR097_RS00855
OG0000044	DR088_RS04645	DR097_RS04900
OG0000045	DR088_RS03415	DR097_RS03525
OG0000048	DR088_RS00705	DR097_RS02830
OG0000049	DR088_RS01390	DR097_RS01470
OG0000050	DR088_RS02980	DR097_RS01960
OG0000051	DR088_RS00080	DR097_RS01545
OG0000052	DR088_RS01925	DR097_RS02480
OG0000053	DR088_RS04530	DR097_RS04845
OG0000054	DR088_RS03005	DR097_RS01935
OG0000055	DR088_RS03550	DR097_RS00305
OG0000056	DR088_RS02115	DR097_RS00545
OG0000057	DR088_RS00335	DR097_RS01250
OG0000060	DR088_RS03970	DR097_RS04220, DR097_RS00425
OG0000061	DR088_RS00460	DR097_RS02500
OG0000062	DR088_RS01815	DR097_RS02590
OG0000063	DR088_RS01810	DR097_RS04735
OG0000064	DR088_RS01800	DR097_RS02605
OG0000065	DR088_RS02890	DR097_RS02745
OG0000066	DR088_RS02630	DR097_RS01675
OG0000067	DR088_RS03390	DR097_RS02405
OG0000068	DR088_RS00735	DR097_RS03055
OG0000069	DR088_RS00230	DR097_RS01725
OG0000070	DR088_RS03010	DR097_RS01930
OG0000071	DR088_RS01990	DR097_RS03575
OG0000072	DR088_RS04430	DR097_RS03580, DR097_RS04860
OG0000073	DR088_RS02825	DR097_RS01115
OG0000074	DR088_RS04395	DR097_RS04605
OG0000075	DR088_RS01175	DR097_RS00090
OG0000076	DR088_RS01160	DR097_RS00075
OG0000077	DR088_RS01070	DR097_RS03275
OG0000078	DR088_RS02335	DR097_RS01875
OG0000079	DR088_RS03130	DR097_RS02640
OG0000080	DR088_RS03700	DR097_RS04360
OG0000081	DR088_RS01180	DR097_RS00095
OG0000082	DR088_RS04120	DR097_RS02165
OG0000083	DR088_RS00630	DR097_RS00750
OG0000084	DR088_RS00655	DR097_RS03685
OG0000085	DR088_RS00660	DR097_RS02875
OG0000086	DR088_RS00670	DR097_RS02865
OG0000087	DR088_RS00685	DR097_RS02850
OG0000088	DR088_RS00690	DR097_RS02845
OG0000089	DR088_RS00700	DR097_RS02835
OG0000090	DR088_RS01920	DR097_RS02485
OG0000091	DR088_RS01905	DR097_RS02775
OG0000092	DR088_RS01890	DR097_RS02790
OG0000093	DR088_RS01885	DR097_RS02795
OG0000094	DR088_RS01880	DR097_RS02800
OG0000095	DR088_RS01855	DR097_RS03550
OG0000096	DR088_RS01850	DR097_RS03545
OG0000097	DR088_RS01830	DR097_RS02575
OG0000098	DR088_RS01820	DR097_RS02585
OG0000099	DR088_RS04460	DR097_RS00540, DR097_RS03665
OG0000100	DR088_RS02105	DR097_RS00555
OG0000101	DR088_RS02100	DR097_RS00560
OG0000102	DR088_RS02310	DR097_RS01850
OG0000103	DR088_RS02855	DR097_RS02710
OG0000104	DR088_RS02860	DR097_RS02715
OG0000105	DR088_RS02875	DR097_RS02730
OG0000106	DR088_RS02885	DR097_RS02740
OG0000107	DR088_RS02895	DR097_RS02750
OG0000108	DR088_RS02900	DR097_RS02755
OG0000109	DR088_RS02905	DR097_RS02760
OG0000110	DR088_RS02395	DR097_RS02155
OG0000111	DR088_RS02400	DR097_RS02150
OG0000112	DR088_RS02410	DR097_RS02140
OG0000113	DR088_RS04525	DR097_RS04705
OG0000114	DR088_RS02440	DR097_RS02110
OG0000115	DR088_RS02455	DR097_RS02095
OG0000116	DR088_RS01000	DR097_RS00320
OG0000117	DR088_RS01005	DR097_RS00315
OG0000118	DR088_RS02615	DR097_RS01690
OG0000119	DR088_RS02620	DR097_RS01685
OG0000120	DR088_RS02635	DR097_RS01670
OG0000121	DR088_RS02660	DR097_RS01645
OG0000122	DR088_RS02665	DR097_RS01640
OG0000123	DR088_RS02685	DR097_RS01620
OG0000124	DR088_RS02690	DR097_RS01615
OG0000125	DR088_RS02695	DR097_RS01610
OG0000126	DR088_RS02465	DR097_RS01600
OG0000127	DR088_RS02475	DR097_RS01590
OG0000128	DR088_RS02490	DR097_RS03460
OG0000129	DR088_RS02495	DR097_RS03355
OG0000130	DR088_RS02505	DR097_RS03345
OG0000131	DR088_RS04535	DR097_RS04820
OG0000132	DR088_RS04540	DR097_RS04815
OG0000133	DR088_RS03100	DR097_RS02400
OG0000134	DR088_RS03095	DR097_RS02395
OG0000135	DR088_RS03080	DR097_RS02380
OG0000136	DR088_RS03075	DR097_RS02375
OG0000137	DR088_RS03045	DR097_RS02345
OG0000138	DR088_RS00760	DR097_RS03080
OG0000139	DR088_RS00730	DR097_RS03050
OG0000140	DR088_RS00725	DR097_RS03045
OG0000141	DR088_RS00345	DR097_RS01260
OG0000142	DR088_RS04315	DR097_RS04625
OG0000143	DR088_RS00320	DR097_RS01230
OG0000144	DR088_RS00310	DR097_RS01220
OG0000145	DR088_RS00300	DR097_RS01210
OG0000146	DR088_RS00290	DR097_RS01200
OG0000147	DR088_RS00285	DR097_RS01195
OG0000148	DR088_RS00270	DR097_RS01180
OG0000149	DR088_RS00260	DR097_RS01170
OG0000150	DR088_RS00245	DR097_RS01155
OG0000151	DR088_RS00200	DR097_RS01755
OG0000152	DR088_RS00195	DR097_RS01760
OG0000153	DR088_RS00190	DR097_RS01765
OG0000154	DR088_RS00180	DR097_RS01775
OG0000155	DR088_RS00140	DR097_RS01820
OG0000156	DR088_RS00130	DR097_RS01490
OG0000157	DR088_RS04305	DR097_RS04640
OG0000158	DR088_RS04300	DR097_RS04645
OG0000159	DR088_RS02995	DR097_RS04905
OG0000160	DR088_RS02990	DR097_RS01950
OG0000161	DR088_RS02985	DR097_RS01955
OG0000162	DR088_RS02975	DR097_RS01965
OG0000163	DR088_RS02970	DR097_RS01970
OG0000164	DR088_RS03330	DR097_RS03125
OG0000165	DR088_RS00550	DR097_RS00830
OG0000166	DR088_RS00570	DR097_RS00810
OG0000167	DR088_RS00585	DR097_RS00795
OG0000168	DR088_RS00590	DR097_RS00790
OG0000169	DR088_RS01385	DR097_RS01475
OG0000170	DR088_RS01400	DR097_RS01460
OG0000171	DR088_RS01410	DR097_RS01450
OG0000172	DR088_RS01420	DR097_RS01445
OG0000173	DR088_RS01425	DR097_RS01440
OG0000174	DR088_RS01430	DR097_RS01435
OG0000175	DR088_RS01445	DR097_RS01420
OG0000176	DR088_RS01495	DR097_RS01370
OG0000177	DR088_RS01500	DR097_RS01365
OG0000178	DR088_RS01505	DR097_RS01360
OG0000179	DR088_RS01515	DR097_RS01350
OG0000180	DR088_RS01520	DR097_RS01345
OG0000181	DR088_RS04610	DR097_RS04805
OG0000182	DR088_RS03500	DR097_RS03155
OG0000183	DR088_RS01985	DR097_RS03570
OG0000184	DR088_RS02025	DR097_RS02975
OG0000185	DR088_RS02010	DR097_RS02990
OG0000186	DR088_RS04545	DR097_RS04760
OG0000187	DR088_RS02575	DR097_RS02915
OG0000188	DR088_RS02585	DR097_RS02905
OG0000189	DR088_RS04560	DR097_RS04790
OG0000190	DR088_RS02935	DR097_RS03030
OG0000191	DR088_RS02915	DR097_RS03010
OG0000192	DR088_RS00920	DR097_RS00400
OG0000193	DR088_RS00905	DR097_RS00415
OG0000194	DR088_RS02840	DR097_RS01130
OG0000195	DR088_RS02835	DR097_RS01125
OG0000196	DR088_RS02815	DR097_RS01105
OG0000197	DR088_RS02810	DR097_RS01100
OG0000198	DR088_RS02795	DR097_RS01085
OG0000199	DR088_RS02790	DR097_RS01080
OG0000200	DR088_RS02775	DR097_RS01065
OG0000201	DR088_RS02765	DR097_RS01055
OG0000202	DR088_RS02710	DR097_RS01000
OG0000203	DR088_RS02705	DR097_RS00995
OG0000204	DR088_RS04410	DR097_RS00990
OG0000205	DR088_RS01790	DR097_RS00985
OG0000206	DR088_RS01770	DR097_RS00965
OG0000207	DR088_RS01755	DR097_RS00950
OG0000208	DR088_RS01750	DR097_RS00945
OG0000209	DR088_RS01745	DR097_RS00940
OG0000210	DR088_RS01700	DR097_RS04925
OG0000211	DR088_RS01690	DR097_RS02185
OG0000212	DR088_RS01680	DR097_RS02195
OG0000213	DR088_RS01675	DR097_RS02200
OG0000214	DR088_RS01670	DR097_RS02205
OG0000215	DR088_RS01665	DR097_RS02210
OG0000216	DR088_RS01660	DR097_RS02215
OG0000217	DR088_RS01655	DR097_RS02220
OG0000218	DR088_RS01645	DR097_RS02230
OG0000219	DR088_RS01640	DR097_RS02235
OG0000220	DR088_RS01635	DR097_RS02240
OG0000221	DR088_RS01630	DR097_RS02245
OG0000222	DR088_RS01625	DR097_RS02250
OG0000223	DR088_RS01620	DR097_RS02255
OG0000224	DR088_RS01610	DR097_RS02265
OG0000225	DR088_RS01600	DR097_RS02275
OG0000226	DR088_RS01595	DR097_RS02280
OG0000227	DR088_RS01590	DR097_RS02285
OG0000228	DR088_RS04640	DR097_RS04910
OG0000229	DR088_RS01580	DR097_RS02295
OG0000230	DR088_RS01575	DR097_RS02300
OG0000231	DR088_RS01565	DR097_RS02310
OG0000232	DR088_RS01555	DR097_RS02320
OG0000233	DR088_RS00790	DR097_RS00535
OG0000234	DR088_RS00825	DR097_RS00495
OG0000235	DR088_RS00835	DR097_RS00485
OG0000236	DR088_RS00840	DR097_RS00480
OG0000237	DR088_RS00845	DR097_RS00475
OG0000238	DR088_RS00855	DR097_RS00465
OG0000239	DR088_RS03185	DR097_RS01270
OG0000240	DR088_RS03190	DR097_RS01275
OG0000241	DR088_RS03200	DR097_RS01285
OG0000242	DR088_RS03205	DR097_RS01290
OG0000243	DR088_RS03210	DR097_RS01295
OG0000244	DR088_RS03220	DR097_RS01305
OG0000245	DR088_RS03230	DR097_RS01315
OG0000246	DR088_RS03555	DR097_RS00300
OG0000247	DR088_RS03610	DR097_RS00290
OG0000248	DR088_RS01365	DR097_RS00280
OG0000249	DR088_RS01360	DR097_RS00275
OG0000250	DR088_RS01345	DR097_RS00260
OG0000251	DR088_RS01310	DR097_RS00225
OG0000252	DR088_RS01300	DR097_RS00215
OG0000253	DR088_RS01295	DR097_RS00210
OG0000254	DR088_RS01285	DR097_RS00200
OG0000255	DR088_RS01275	DR097_RS00190
OG0000256	DR088_RS01270	DR097_RS00185
OG0000257	DR088_RS01245	DR097_RS00160
OG0000258	DR088_RS01235	DR097_RS00150
OG0000259	DR088_RS01205	DR097_RS00120
OG0000260	DR088_RS01195	DR097_RS00110
OG0000261	DR088_RS04380	DR097_RS04500
OG0000262	DR088_RS01170	DR097_RS00085
OG0000263	DR088_RS01155	DR097_RS00070
OG0000264	DR088_RS01140	DR097_RS00055
OG0000265	DR088_RS01130	DR097_RS00045
OG0000266	DR088_RS01115	DR097_RS00030
OG0000267	DR088_RS01100	DR097_RS00015
OG0000268	DR088_RS01095	DR097_RS00010
OG0000269	DR088_RS01080	DR097_RS03285
OG0000270	DR088_RS04455	DR097_RS04530
OG0000271	DR088_RS02070	DR097_RS00590
OG0000272	DR088_RS02065	DR097_RS00595
OG0000273	DR088_RS02060	DR097_RS00600
OG0000274	DR088_RS02160	DR097_RS00620
OG0000275	DR088_RS04480	DR097_RS04540
OG0000276	DR088_RS02170	DR097_RS00630
OG0000277	DR088_RS02180	DR097_RS00640
OG0000278	DR088_RS02185	DR097_RS00645
OG0000279	DR088_RS02195	DR097_RS00655
OG0000280	DR088_RS02200	DR097_RS00660
OG0000281	DR088_RS02205	DR097_RS00665
OG0000282	DR088_RS04490	DR097_RS04550
OG0000283	DR088_RS02235	DR097_RS00695
OG0000284	DR088_RS02240	DR097_RS00700
OG0000285	DR088_RS04495	DR097_RS04555
OG0000286	DR088_RS02955	DR097_RS01985
OG0000287	DR088_RS03170	DR097_RS02680
OG0000288	DR088_RS03160	DR097_RS02670
OG0000289	DR088_RS03155	DR097_RS02665
OG0000290	DR088_RS00070	DR097_RS01555
OG0000291	DR088_RS00060	DR097_RS01565
OG0000292	DR088_RS00055	DR097_RS01570
OG0000293	DR088_RS00050	DR097_RS01575
OG0000294	DR088_RS00040	DR097_RS03220
OG0000295	DR088_RS00035	DR097_RS03210
OG0000296	DR088_RS03120	DR097_RS02630
OG0000297	DR088_RS03125	DR097_RS02635
OG0000298	DR088_RS01350	DR097_RS00265
OG0000299	DR088_RS01325	DR097_RS00240
OG0000300	DR088_RS01145	DR097_RS00060
OG0000301	DR088_RS01110	DR097_RS00025
OG0000302	DR088_RS01105	DR097_RS00020
OG0000303	DR088_RS03070	DR097_RS02370
OG0000304	DR088_RS01550	DR097_RS02325
OG0000305	DR088_RS00295	DR097_RS01205
OG0000306	DR088_RS00220	DR097_RS01735
OG0000307	DR088_RS00185	DR097_RS01770
OG0000308	DR088_RS00090	DR097_RS01535
OG0000309	DR088_RS00025	DR097_RS03200
OG0000310	DR088_RS03165	DR097_RS02675
OG0000311	DR088_RS03015	DR097_RS01925
OG0000312	DR088_RS03000	DR097_RS01940
OG0000313	DR088_RS03340	DR097_RS03115
OG0000314	DR088_RS00565	DR097_RS00815
OG0000315	DR088_RS00595	DR097_RS00785
OG0000316	DR088_RS00605	DR097_RS00775
OG0000317	DR088_RS00695	DR097_RS02840
OG0000318	DR088_RS04330	DR097_RS04590
OG0000319	DR088_RS02870	DR097_RS02725
OG0000320	DR088_RS02420	DR097_RS02130
OG0000321	DR088_RS02610	DR097_RS01695
OG0000322	DR088_RS02655	DR097_RS01650
OG0000323	DR088_RS02545	DR097_RS03305
OG0000324	DR088_RS02910	DR097_RS03005
OG0000325	DR088_RS02830	DR097_RS01120
OG0000326	DR088_RS02735	DR097_RS01025
OG0000327	DR088_RS02730	DR097_RS01020
OG0000328	DR088_RS01740	DR097_RS00935
OG0000329	DR088_RS01720	DR097_RS00915
OG0000330	DR088_RS00800	DR097_RS00520
OG0000331	DR088_RS03215	DR097_RS01300
OG0000332	DR088_RS01455	DR097_RS01410
OG0000333	DR088_RS01465	DR097_RS01400
OG0000334	DR088_RS03505	DR097_RS03150
OG0000335	DR088_RS01955	DR097_RS03160
OG0000336	DR088_RS04485	DR097_RS04545
OG0000337	DR088_RS01805	DR097_RS02600
OG0000338	DR088_RS01845	DR097_RS03540
OG0000339	DR088_RS02450	DR097_RS02100
OG0000340	DR088_RS04665	DR097_RS01715
OG0000341	DR088_RS02930	DR097_RS03025
OG0000342	DR088_RS02800	DR097_RS01090
OG0000343	DR088_RS01475	DR097_RS01390
OG0000344	DR088_RS03055	DR097_RS02355
OG0000345	DR088_RS01605	DR097_RS02270
OG0000346	DR088_RS02210	DR097_RS04870
OG0000347	DR088_RS02680	DR097_RS01625
OG0000348	DR088_RS02725	DR097_RS01015
OG0000349	DR088_RS04475	DR097_RS04535
OG0000350	DR088_RS00175	DR097_RS01780
OG0000351	DR088_RS01020	DR097_RS03225
OG0000352	DR088_RS00545	DR097_RS00835
OG0000353	DR088_RS02650	DR097_RS01655
OG0000354	DR088_RS00745	DR097_RS03065
OG0000355	DR088_RS04320	DR097_RS04600
OG0000356	DR088_RS04325	DR097_RS04595
OG0000357	DR088_RS04390	DR097_RS04635
OG0000358	DR088_RS01440	DR097_RS01425
OG0000359	DR088_RS04555	DR097_RS04620
OG0000360	DR088_RS01240	DR097_RS00155
OG0000361	DR088_RS01210	DR097_RS00125
OG0000362	DR088_RS03145	DR097_RS02655
OG0000363	DR088_RS02480	DR097_RS04660
OG0000364	DR088_RS00490	DR097_RS00890
OG0000365	DR088_RS04350	DR097_RS04570
OG0000366	DR088_RS00665	DR097_RS02870
OG0000367	DR088_RS00675	DR097_RS02860
OG0000368	DR088_RS01910	DR097_RS02770
OG0000369	DR088_RS04415	DR097_RS04750
OG0000370	DR088_RS01870	DR097_RS02810
OG0000371	DR088_RS01865	DR097_RS02815
OG0000372	DR088_RS01860	DR097_RS02820
OG0000373	DR088_RS01835	DR097_RS02570
OG0000374	DR088_RS01825	DR097_RS02580
OG0000375	DR088_RS02865	DR097_RS02720
OG0000376	DR088_RS02405	DR097_RS02145
OG0000377	DR088_RS02415	DR097_RS02135
OG0000378	DR088_RS00995	DR097_RS00325
OG0000379	DR088_RS02645	DR097_RS01660
OG0000380	DR088_RS02670	DR097_RS01635
OG0000381	DR088_RS02470	DR097_RS01595
OG0000382	DR088_RS02500	DR097_RS03350
OG0000383	DR088_RS02540	DR097_RS03310
OG0000384	DR088_RS03375	DR097_RS03605
OG0000385	DR088_RS03380	DR097_RS02090
OG0000386	DR088_RS03090	DR097_RS02390
OG0000387	DR088_RS03065	DR097_RS02365
OG0000388	DR088_RS04570	DR097_RS04710
OG0000389	DR088_RS00765	DR097_RS03085
OG0000390	DR088_RS00315	DR097_RS01225
OG0000391	DR088_RS00305	DR097_RS01215
OG0000392	DR088_RS00280	DR097_RS01190
OG0000393	DR088_RS04310	DR097_RS04670
OG0000394	DR088_RS00150	DR097_RS01805
OG0000395	DR088_RS00145	DR097_RS01810
OG0000396	DR088_RS02960	DR097_RS01980
OG0000397	DR088_RS00530	DR097_RS00850
OG0000398	DR088_RS00535	DR097_RS00845
OG0000399	DR088_RS00580	DR097_RS00800
OG0000400	DR088_RS01395	DR097_RS01465
OG0000401	DR088_RS01460	DR097_RS01405
OG0000402	DR088_RS01470	DR097_RS01395
OG0000403	DR088_RS01480	DR097_RS01385
OG0000404	DR088_RS01510	DR097_RS01355
OG0000405	DR088_RS01525	DR097_RS01340
OG0000406	DR088_RS01960	DR097_RS03165
OG0000407	DR088_RS04425	DR097_RS04810
OG0000408	DR088_RS01970	DR097_RS03175
OG0000410	DR088_RS02030	DR097_RS02970
OG0000411	DR088_RS02020	DR097_RS02980
OG0000412	DR088_RS02015	DR097_RS02985
OG0000413	DR088_RS02555	DR097_RS02935
OG0000414	DR088_RS02565	DR097_RS02925
OG0000415	DR088_RS02570	DR097_RS02920
OG0000416	DR088_RS02580	DR097_RS02910
OG0000417	DR088_RS02925	DR097_RS03020
OG0000418	DR088_RS02920	DR097_RS03015
OG0000419	DR088_RS02820	DR097_RS01110
OG0000420	DR088_RS02785	DR097_RS01075
OG0000421	DR088_RS02750	DR097_RS01040
OG0000422	DR088_RS02740	DR097_RS01030
OG0000423	DR088_RS01780	DR097_RS00975
OG0000424	DR088_RS01775	DR097_RS00970
OG0000425	DR088_RS01765	DR097_RS00960
OG0000426	DR088_RS04405	DR097_RS04615
OG0000427	DR088_RS04400	DR097_RS04610
OG0000428	DR088_RS01710	DR097_RS00905
OG0000429	DR088_RS01615	DR097_RS02260
OG0000430	DR088_RS01570	DR097_RS02305
OG0000431	DR088_RS01560	DR097_RS02315
OG0000432	DR088_RS00795	DR097_RS00525
OG0000433	DR088_RS00810	DR097_RS00510
OG0000434	DR088_RS00815	DR097_RS00505
OG0000435	DR088_RS00830	DR097_RS00490
OG0000436	DR088_RS00860	DR097_RS00460
OG0000437	DR088_RS00870	DR097_RS00450
OG0000438	DR088_RS00875	DR097_RS00445
OG0000439	DR088_RS04360	DR097_RS04525
OG0000440	DR088_RS04575	DR097_RS04630
OG0000441	DR088_RS03240	DR097_RS03780
OG0000442	DR088_RS03560	DR097_RS00295
OG0000443	DR088_RS01330	DR097_RS00245
OG0000444	DR088_RS01315	DR097_RS00230
OG0000445	DR088_RS01290	DR097_RS00205
OG0000446	DR088_RS01260	DR097_RS00175
OG0000447	DR088_RS01255	DR097_RS00170
OG0000448	DR088_RS01225	DR097_RS00140
OG0000449	DR088_RS01200	DR097_RS00115
OG0000450	DR088_RS01190	DR097_RS00105
OG0000451	DR088_RS01150	DR097_RS00065
OG0000452	DR088_RS01125	DR097_RS00040
OG0000455	DR088_RS02095	DR097_RS00565
OG0000456	DR088_RS02225	DR097_RS00685
OG0000457	DR088_RS02250	DR097_RS00710
OG0000458	DR088_RS03175	DR097_RS02685
OG0000459	DR088_RS03150	DR097_RS02660
OG0000460	DR088_RS03140	DR097_RS02650
OG0000461	DR088_RS00020	DR097_RS03195
OG0000462	DR088_RS00015	DR097_RS03190
OG0000463	DR088_RS00010	DR097_RS03185
OG0000464	DR088_RS03110	DR097_RS02620
OG0000465	DR088_RS03115	DR097_RS02625
OG0000466	DR088_RS01120	DR097_RS00035
OG0000467	DR088_RS04290	DR097_RS04655
OG0000468	DR088_RS00575	DR097_RS00805
OG0000469	DR088_RS00635	DR097_RS00745
OG0000470	DR088_RS03670	DR097_RS03815
OG0000472	DR088_RS02040	DR097_RS02945
OG0000473	DR088_RS02080	DR097_RS00580
OG0000474	DR088_RS02085	DR097_RS00575
OG0000475	DR088_RS02090	DR097_RS00570
OG0000476	DR088_RS02590	DR097_RS02900
OG0000477	DR088_RS00045	DR097_RS03795
OG0000478	DR088_RS02175	DR097_RS00635
OG0000479	DR088_RS02605	DR097_RS01700
OG0000480	DR088_RS03655	DR097_RS03810
OG0000481	DR088_RS02715	DR097_RS01005
OG0000482	DR088_RS00910	DR097_RS00410
OG0000483	DR088_RS00680	DR097_RS02855
OG0000484	DR088_RS04385	DR097_RS04505
OG0000485	DR088_RS00865	DR097_RS00455
OG0000486	DR088_RS02945	DR097_RS03040
OG0000487	DR088_RS04335	DR097_RS04585
OG0000489	DR088_RS01900	DR097_RS02780
OG0000490	DR088_RS01840	DR097_RS03535
OG0000491	DR088_RS02625	DR097_RS01680
OG0000492	DR088_RS02700	DR097_RS01605
OG0000493	DR088_RS03050	DR097_RS02350
OG0000494	DR088_RS00740	DR097_RS03060
OG0000495	DR088_RS00250	DR097_RS01160
OG0000496	DR088_RS00240	DR097_RS01150
OG0000497	DR088_RS00235	DR097_RS01720
OG0000498	DR088_RS00155	DR097_RS01800
OG0000499	DR088_RS00120	DR097_RS01500
OG0000500	DR088_RS00540	DR097_RS00840
OG0000501	DR088_RS01405	DR097_RS01455
OG0000502	DR088_RS00900	DR097_RS00420
OG0000503	DR088_RS02770	DR097_RS01060
OG0000504	DR088_RS01730	DR097_RS00925
OG0000505	DR088_RS01695	DR097_RS02180
OG0000506	DR088_RS01685	DR097_RS02190
OG0000507	DR088_RS01650	DR097_RS02225
OG0000508	DR088_RS01265	DR097_RS00180
OG0000509	DR088_RS01230	DR097_RS00145
OG0000510	DR088_RS01220	DR097_RS00135
OG0000511	DR088_RS01085	DR097_RS03290
OG0000512	DR088_RS03135	DR097_RS02645
OG0000513	DR088_RS02190	DR097_RS00650
OG0000514	DR088_RS00275	DR097_RS01185
OG0000515	DR088_RS00445	DR097_RS04270, DR097_RS04275
OG0000516	DR088_RS04340	DR097_RS04580
OG0000518	DR088_RS01450	DR097_RS01415
OG0000519	DR088_RS02745	DR097_RS01035
OG0000520	DR088_RS01715	DR097_RS00910
OG0000521	DR088_RS01250	DR097_RS00165
OG0000522	DR088_RS01215	DR097_RS00130
OG0000523	DR088_RS02255	DR097_RS00715
OG0000524	DR088_RS00095	DR097_RS01530
OG0000525	DR088_RS04440	DR097_RS04770
OG0000526	DR088_RS03780	DR097_RS04225, DR097_RS04230
OG0000527	DR088_RS00365	DR097_RS04395, DR097_RS04390
OG0000528	DR088_RS04345	DR097_RS04575
OG0000529	DR088_RS02880	DR097_RS02735
OG0000530	DR088_RS02435	DR097_RS02115
OG0000531	DR088_RS02675	DR097_RS01630
OG0000532	DR088_RS04600	DR097_RS03520
OG0000533	DR088_RS00780	DR097_RS03360
OG0000534	DR088_RS01135	DR097_RS00050
OG0000535	DR088_RS04420	DR097_RS04745
OG0000536	DR088_RS02125	DR097_RS03385
OG0000537	DR088_RS02805	DR097_RS01095
OG0000538	DR088_RS00820	DR097_RS00500
OG0000539	DR088_RS01305	DR097_RS00220
OG0000540	DR088_RS00065	DR097_RS01560
OG0000541	DR088_RS00135	DR097_RS01485
OG0000542	DR088_RS01165	DR097_RS00080
OG0000544	DR088_RS04370	DR097_RS04515
OG0000545	DR088_RS00420	DR097_RS02535
OG0000546	DR088_RS03745	DR097_RS01750
OG0000547	DR088_RS00325	DR097_RS04935
OG0000548	DR088_RS03345	DR097_RS03110
OG0000549	DR088_RS04435	DR097_RS04765
OG0000550	DR088_RS02155	DR097_RS00615
OG0000551	DR088_RS03225	DR097_RS01310
OG0000552	DR088_RS01485	DR097_RS01380
OG0000553	DR088_RS04295	DR097_RS04650
