Orthogroup	MHP_4284_genes	MFC_Ms42_genes
OG0000239	ABLE99_RS02835	MYF_RS02465
OG0000240	ABLE99_RS02840	MYF_RS02470
OG0000241	ABLE99_RS02850	MYF_RS02480
OG0000242	ABLE99_RS02855	MYF_RS02485
OG0000243	ABLE99_RS02860	MYF_RS02490
OG0000244	ABLE99_RS02870	MYF_RS02500
OG0000245	ABLE99_RS02880	MYF_RS02510
OG0000246	ABLE99_RS00140	MYF_RS00085
OG0000247	ABLE99_RS00150	MYF_RS00095
OG0000248	ABLE99_RS00160	MYF_RS00120
OG0000249	ABLE99_RS00165	MYF_RS00125
OG0000250	ABLE99_RS00185	MYF_RS00140
OG0000251	ABLE99_RS00210	MYF_RS00170
OG0000252	ABLE99_RS00220	MYF_RS00180
OG0000253	ABLE99_RS00225	MYF_RS00185
OG0000254	ABLE99_RS00235	MYF_RS00195
OG0000255	ABLE99_RS00240	MYF_RS00205
OG0000256	ABLE99_RS00245	MYF_RS00210
OG0000257	ABLE99_RS00270	MYF_RS00235
OG0000258	ABLE99_RS00280	MYF_RS00245
OG0000259	ABLE99_RS00310	MYF_RS00275
OG0000260	ABLE99_RS00320	MYF_RS00285
OG0000261	ABLE99_RS00330	MYF_RS00295
OG0000262	ABLE99_RS00345	MYF_RS00310
OG0000263	ABLE99_RS00360	MYF_RS00325
OG0000264	ABLE99_RS00375	MYF_RS00340
OG0000265	ABLE99_RS00385	MYF_RS00350
OG0000266	ABLE99_RS00400	MYF_RS00365
OG0000267	ABLE99_RS00415	MYF_RS00380
OG0000268	ABLE99_RS00420	MYF_RS00385
OG0000269	ABLE99_RS00435	MYF_RS00400
OG0000270	ABLE99_RS03355	MYF_RS02955
OG0000271	ABLE99_RS03350	MYF_RS02950
OG0000272	ABLE99_RS03345	MYF_RS02945
OG0000273	ABLE99_RS03340	MYF_RS02940
OG0000274	ABLE99_RS03320	MYF_RS02920
OG0000275	ABLE99_RS03315	MYF_RS02915
OG0000276	ABLE99_RS03310	MYF_RS02910
OG0000277	ABLE99_RS03300	MYF_RS02900
OG0000278	ABLE99_RS03295	MYF_RS02895
OG0000279	ABLE99_RS03285	MYF_RS02885
OG0000280	ABLE99_RS03280	MYF_RS02880
OG0000281	ABLE99_RS03275	MYF_RS03275
OG0000282	ABLE99_RS03250	MYF_RS02855
OG0000283	ABLE99_RS03245	MYF_RS02850
OG0000284	ABLE99_RS03240	MYF_RS02845
OG0000285	ABLE99_RS03235	MYF_RS02840
OG0000286	ABLE99_RS02325	MYF_RS01115
OG0000287	ABLE99_RS02415	MYF_RS01090
OG0000288	ABLE99_RS02425	MYF_RS01080
OG0000289	ABLE99_RS02430	MYF_RS01075
OG0000290	ABLE99_RS02540	MYF_RS00905
OG0000291	ABLE99_RS02530	MYF_RS00915
OG0000292	ABLE99_RS02525	MYF_RS00920
OG0000293	ABLE99_RS02520	MYF_RS00925
OG0000294	ABLE99_RS02510	MYF_RS00935
OG0000295	ABLE99_RS02505	MYF_RS00940
OG0000296	ABLE99_RS02465	MYF_RS01040
OG0000297	ABLE99_RS02460	MYF_RS01045
OG0000298	ABLE99_RS00175	MYF_RS00135
OG0000299	ABLE99_RS00195	MYF_RS00155
OG0000300	ABLE99_RS00370	MYF_RS00335
OG0000301	ABLE99_RS00405	MYF_RS00370
OG0000302	ABLE99_RS00410	MYF_RS00375
OG0000303	ABLE99_RS00555	MYF_RS00515
OG0000304	ABLE99_RS00600	MYF_RS00545
OG0000305	ABLE99_RS02775	MYF_RS00690
OG0000306	ABLE99_RS02700	MYF_RS00770
OG0000307	ABLE99_RS02660	MYF_RS00810
OG0000308	ABLE99_RS02560	MYF_RS00895
OG0000309	ABLE99_RS02495	MYF_RS01005
OG0000310	ABLE99_RS02420	MYF_RS01085
OG0000311	ABLE99_RS02385	MYF_RS01140
OG0000312	ABLE99_RS02370	MYF_RS01160
OG0000313	ABLE99_RS01550	MYF_RS01210
OG0000314	ABLE99_RS01870	MYF_RS01280
OG0000315	ABLE99_RS01900	MYF_RS01310
OG0000316	ABLE99_RS01910	MYF_RS01320
OG0000317	ABLE99_RS02005	MYF_RS01360
OG0000318	ABLE99_RS01915	MYF_RS01450
OG0000319	ABLE99_RS02065	MYF_RS01555
OG0000320	ABLE99_RS02265	MYF_RS01620
OG0000321	ABLE99_RS01300	MYF_RS01685
OG0000322	ABLE99_RS01345	MYF_RS01730
OG0000323	ABLE99_RS01475	MYF_RS01860
OG0000324	ABLE99_RS02105	MYF_RS01960
OG0000325	ABLE99_RS00975	MYF_RS02000
OG0000326	ABLE99_RS00880	MYF_RS02090
OG0000327	ABLE99_RS00875	MYF_RS02095
OG0000328	ABLE99_RS00790	MYF_RS02180
OG0000329	ABLE99_RS00770	MYF_RS02200
OG0000330	ABLE99_RS01075	MYF_RS02380
OG0000331	ABLE99_RS02865	MYF_RS02495
OG0000332	ABLE99_RS03000	MYF_RS02635
OG0000333	ABLE99_RS03010	MYF_RS02645
OG0000334	ABLE99_RS03110	MYF_RS02715
OG0000335	ABLE99_RS03120	MYF_RS02725
OG0000336	ABLE99_RS03265	MYF_RS02870
OG0000337	ABLE99_RS03435	MYF_RS03105
OG0000338	ABLE99_RS03475	MYF_RS03145
OG0000339	ABLE99_RS02240	MYF_RS01640
OG0000340	ABLE99_RS01280	MYF_RS01665
OG0000341	ABLE99_RS02125	MYF_RS01940
OG0000342	ABLE99_RS00945	MYF_RS02030
OG0000343	ABLE99_RS03020	MYF_RS02655
OG0000344	ABLE99_RS00570	MYF_RS00530
OG0000345	ABLE99_RS00655	MYF_RS02310
OG0000346	ABLE99_RS03270	MYF_RS02875
OG0000347	ABLE99_RS01370	MYF_RS01755
OG0000348	ABLE99_RS00870	MYF_RS02100
OG0000349	ABLE99_RS03330	MYF_RS02930
OG0000350	ABLE99_RS02650	MYF_RS03360
OG0000351	ABLE99_RS00490	MYF_RS00465
OG0000352	ABLE99_RS01850	MYF_RS01260
OG0000353	ABLE99_RS01340	MYF_RS01725
OG0000354	ABLE99_RS01025	MYF_RS00580
OG0000355	ABLE99_RS01825	MYF_RS01235
OG0000356	ABLE99_RS01905	MYF_RS01315
OG0000357	ABLE99_RS02980	MYF_RS02615
OG0000358	ABLE99_RS02985	MYF_RS02620
OG0000359	ABLE99_RS00900	MYF_RS02070
OG0000360	ABLE99_RS00275	MYF_RS00240
OG0000361	ABLE99_RS00305	MYF_RS00270
OG0000362	ABLE99_RS02440	MYF_RS01065
OG0000363	ABLE99_RS01410	MYF_RS01795
OG0000365	ABLE99_RS01950	MYF_RS01420
OG0000366	ABLE99_RS01975	MYF_RS01390
OG0000367	ABLE99_RS01985	MYF_RS01380
OG0000368	ABLE99_RS00060	MYF_RS00060
OG0000369	ABLE99_RS00025	MYF_RS00025
OG0000370	ABLE99_RS00020	MYF_RS00020
OG0000371	ABLE99_RS00015	MYF_RS00015
OG0000372	ABLE99_RS00010	MYF_RS00010
OG0000373	ABLE99_RS03465	MYF_RS03135
OG0000374	ABLE99_RS03455	MYF_RS03125
OG0000375	ABLE99_RS02060	MYF_RS01550
OG0000376	ABLE99_RS02280	MYF_RS01605
OG0000377	ABLE99_RS02270	MYF_RS01615
OG0000378	ABLE99_RS01260	MYF_RS01650
OG0000379	ABLE99_RS01335	MYF_RS01720
OG0000380	ABLE99_RS01360	MYF_RS01745
OG0000381	ABLE99_RS01400	MYF_RS01785
OG0000382	ABLE99_RS01430	MYF_RS01815
OG0000383	ABLE99_RS01470	MYF_RS01855
OG0000384	ABLE99_RS00510	MYF_RS00470
OG0000385	ABLE99_RS00515	MYF_RS00475
OG0000386	ABLE99_RS00535	MYF_RS00495
OG0000387	ABLE99_RS00560	MYF_RS00520
OG0000388	ABLE99_RS00565	MYF_RS00525
OG0000389	ABLE99_RS01050	MYF_RS00560
OG0000390	ABLE99_RS02795	MYF_RS00670
OG0000391	ABLE99_RS02785	MYF_RS00680
OG0000392	ABLE99_RS02760	MYF_RS00705
OG0000393	ABLE99_RS02705	MYF_RS00760
OG0000394	ABLE99_RS02625	MYF_RS00825
OG0000395	ABLE99_RS02620	MYF_RS00830
OG0000396	ABLE99_RS02330	MYF_RS01200
OG0000397	ABLE99_RS01835	MYF_RS01245
OG0000398	ABLE99_RS01840	MYF_RS01250
OG0000399	ABLE99_RS01885	MYF_RS01295
OG0000400	ABLE99_RS02945	MYF_RS02580
OG0000401	ABLE99_RS03005	MYF_RS02640
OG0000402	ABLE99_RS03015	MYF_RS02650
OG0000403	ABLE99_RS03025	MYF_RS02660
OG0000404	ABLE99_RS03055	MYF_RS02685
OG0000405	ABLE99_RS03075	MYF_RS02700
OG0000406	ABLE99_RS03125	MYF_RS02730
OG0000407	ABLE99_RS03130	MYF_RS02735
OG0000408	ABLE99_RS03135	MYF_RS02740
OG0000409	ABLE99_RS03140	MYF_RS02745
OG0000410	ABLE99_RS03170	MYF_RS02780
OG0000411	ABLE99_RS03180	MYF_RS02790
OG0000412	ABLE99_RS03185	MYF_RS02795
OG0000413	ABLE99_RS01485	MYF_RS01890
OG0000414	ABLE99_RS01495	MYF_RS01900
OG0000415	ABLE99_RS01500	MYF_RS01905
OG0000416	ABLE99_RS01510	MYF_RS01915
OG0000417	ABLE99_RS02120	MYF_RS01945
OG0000418	ABLE99_RS02115	MYF_RS01950
OG0000419	ABLE99_RS00965	MYF_RS02010
OG0000420	ABLE99_RS00930	MYF_RS02045
OG0000421	ABLE99_RS00895	MYF_RS02075
OG0000422	ABLE99_RS00885	MYF_RS02085
OG0000423	ABLE99_RS00830	MYF_RS02140
OG0000424	ABLE99_RS00825	MYF_RS02145
OG0000425	ABLE99_RS00815	MYF_RS02155
OG0000426	ABLE99_RS00810	MYF_RS02160
OG0000427	ABLE99_RS00785	MYF_RS02185
OG0000428	ABLE99_RS00760	MYF_RS02210
OG0000429	ABLE99_RS00665	MYF_RS02300
OG0000430	ABLE99_RS00620	MYF_RS02345
OG0000431	ABLE99_RS00610	MYF_RS02355
OG0000432	ABLE99_RS01070	MYF_RS02375
OG0000433	ABLE99_RS01085	MYF_RS02385
OG0000434	ABLE99_RS01090	MYF_RS02390
OG0000435	ABLE99_RS01105	MYF_RS02405
OG0000436	ABLE99_RS01130	MYF_RS02440
OG0000437	ABLE99_RS01140	MYF_RS02450
OG0000438	ABLE99_RS01145	MYF_RS02455
OG0000439	ABLE99_RS01150	MYF_RS02460
OG0000440	ABLE99_RS02845	MYF_RS02475
OG0000442	ABLE99_RS00145	MYF_RS00090
OG0000443	ABLE99_RS00190	MYF_RS00150
OG0000444	ABLE99_RS00205	MYF_RS00165
OG0000445	ABLE99_RS00230	MYF_RS00190
OG0000446	ABLE99_RS00255	MYF_RS00220
OG0000447	ABLE99_RS00260	MYF_RS00225
OG0000448	ABLE99_RS00290	MYF_RS00255
OG0000449	ABLE99_RS00315	MYF_RS00280
OG0000450	ABLE99_RS00325	MYF_RS00290
OG0000451	ABLE99_RS00365	MYF_RS00330
OG0000452	ABLE99_RS00390	MYF_RS00355
OG0000453	ABLE99_RS00425	MYF_RS00390
OG0000454	ABLE99_RS01530	MYF_RS03485
OG0000455	ABLE99_RS03375	MYF_RS02975
OG0000456	ABLE99_RS03255	MYF_RS02860
OG0000457	ABLE99_RS03230	MYF_RS02835
OG0000458	ABLE99_RS02410	MYF_RS01095
OG0000459	ABLE99_RS02435	MYF_RS01070
OG0000460	ABLE99_RS02445	MYF_RS01060
OG0000461	ABLE99_RS02490	MYF_RS01010
OG0000462	ABLE99_RS02485	MYF_RS01015
OG0000463	ABLE99_RS02480	MYF_RS01020
OG0000464	ABLE99_RS02475	MYF_RS01030
OG0000465	ABLE99_RS02470	MYF_RS01035
OG0000466	ABLE99_RS00395	MYF_RS00360
OG0000467	ABLE99_RS02570	MYF_RS03505
OG0000468	ABLE99_RS01880	MYF_RS01290
OG0000469	ABLE99_RS01940	MYF_RS01425
OG0000470	ABLE99_RS00835	MYF_RS02135
OG0000471	ABLE99_RS00755	MYF_RS02215
OG0000472	ABLE99_RS03205	MYF_RS03535
OG0000473	ABLE99_RS03360	MYF_RS02960
OG0000474	ABLE99_RS03365	MYF_RS02965
OG0000475	ABLE99_RS03370	MYF_RS02970
OG0000476	ABLE99_RS01520	MYF_RS03040
OG0000477	ABLE99_RS02515	MYF_RS00930
OG0000478	ABLE99_RS03305	MYF_RS02905
OG0000479	ABLE99_RS01295	MYF_RS01680
OG0000480	ABLE99_RS01945	MYF_RS03350
OG0000481	ABLE99_RS00860	MYF_RS02110
OG0000482	ABLE99_RS01175	MYF_RS01975
OG0000483	ABLE99_RS01990	MYF_RS01375
OG0000484	ABLE99_RS00200	MYF_RS00160
OG0000485	ABLE99_RS01135	MYF_RS02445
OG0000486	ABLE99_RS02140	MYF_RS01925
OG0000487	ABLE99_RS01920	MYF_RS01445
OG0000488	ABLE99_RS01960	MYF_RS01405
OG0000489	ABLE99_RS00050	MYF_RS00050
OG0000490	ABLE99_RS03470	MYF_RS03140
OG0000491	ABLE99_RS01315	MYF_RS01700
OG0000492	ABLE99_RS01390	MYF_RS01775
OG0000493	ABLE99_RS00575	MYF_RS00535
OG0000494	ABLE99_RS01020	MYF_RS00585
OG0000495	ABLE99_RS02730	MYF_RS00735
OG0000496	ABLE99_RS02720	MYF_RS00745
OG0000497	ABLE99_RS02715	MYF_RS00750
OG0000498	ABLE99_RS02630	MYF_RS00820
OG0000499	ABLE99_RS02595	MYF_RS00865
OG0000500	ABLE99_RS01845	MYF_RS01255
OG0000501	ABLE99_RS02955	MYF_RS02590
OG0000502	ABLE99_RS01165	MYF_RS01985
OG0000503	ABLE99_RS00915	MYF_RS02055
OG0000504	ABLE99_RS00780	MYF_RS02190
OG0000505	ABLE99_RS00745	MYF_RS02225
OG0000506	ABLE99_RS00735	MYF_RS02235
OG0000507	ABLE99_RS00700	MYF_RS02270
OG0000508	ABLE99_RS00250	MYF_RS00215
OG0000509	ABLE99_RS00285	MYF_RS00250
OG0000510	ABLE99_RS00295	MYF_RS00260
OG0000511	ABLE99_RS00430	MYF_RS00395
OG0000512	ABLE99_RS02450	MYF_RS01055
OG0000513	ABLE99_RS03290	MYF_RS02890
OG0000514	ABLE99_RS02755	MYF_RS00710
OG0000516	ABLE99_RS01925	MYF_RS01440
OG0000517	ABLE99_RS00065	MYF_RS00065
OG0000518	ABLE99_RS02995	MYF_RS02630
OG0000519	ABLE99_RS00890	MYF_RS02080
OG0000520	ABLE99_RS00765	MYF_RS02205
OG0000521	ABLE99_RS00265	MYF_RS00230
OG0000522	ABLE99_RS00300	MYF_RS00265
OG0000523	ABLE99_RS03225	MYF_RS02830
OG0000524	ABLE99_RS02565	MYF_RS00890
OG0000528	ABLE99_RS01930	MYF_RS01435
OG0000529	ABLE99_RS02075	MYF_RS01565
OG0000530	ABLE99_RS02250	MYF_RS01630
OG0000531	ABLE99_RS01365	MYF_RS01750
OG0000532	ABLE99_RS01580	MYF_RS00620
OG0000534	ABLE99_RS00380	MYF_RS00345
OG0000535	ABLE99_RS00045	MYF_RS00045
OG0000536	ABLE99_RS03405	MYF_RS03070
OG0000537	ABLE99_RS00950	MYF_RS02025
OG0000538	ABLE99_RS01095	MYF_RS02395
OG0000539	ABLE99_RS00215	MYF_RS00175
OG0000540	ABLE99_RS02535	MYF_RS00910
OG0000542	ABLE99_RS00350	MYF_RS00315
OG0000547	ABLE99_RS02810	MYF_RS00660
OG0000548	ABLE99_RS01545	MYF_RS01205
OG0000549	ABLE99_RS03200	MYF_RS02805
OG0000550	ABLE99_RS03325	MYF_RS02925
OG0000551	ABLE99_RS02875	MYF_RS02505
OG0000589	ABLE99_RS02205	MYF_RS03220
OG0000595	ABLE99_RS02890	MYF_RS02570
OG0000602	ABLE99_RS01955	MYF_RS01415
