Orthogroup	MHP_4284_genes	MHP_KM014_genes
OG0000285	ABLE99_RS03235	CIB43_RS00455
OG0000286	ABLE99_RS02325	CIB43_RS03345
OG0000287	ABLE99_RS02415	CIB43_RS03440
OG0000288	ABLE99_RS02425	CIB43_RS03450
OG0000289	ABLE99_RS02430	CIB43_RS03455
OG0000290	ABLE99_RS02540	CIB43_RS03565
OG0000291	ABLE99_RS02530	CIB43_RS03560
OG0000292	ABLE99_RS02525	CIB43_RS03550
OG0000293	ABLE99_RS02520	CIB43_RS03545
OG0000294	ABLE99_RS02510	CIB43_RS03540
OG0000295	ABLE99_RS02505	CIB43_RS03530
OG0000296	ABLE99_RS02465	CIB43_RS03495
OG0000297	ABLE99_RS02460	CIB43_RS03485
OG0000298	ABLE99_RS00175	CIB43_RS00880
OG0000299	ABLE99_RS00195	CIB43_RS00915
OG0000300	ABLE99_RS00370	CIB43_RS01090
OG0000301	ABLE99_RS00405	CIB43_RS01125
OG0000302	ABLE99_RS00410	CIB43_RS01130
OG0000303	ABLE99_RS00555	CIB43_RS01455
OG0000304	ABLE99_RS00600	CIB43_RS01950
OG0000305	ABLE99_RS02775	CIB43_RS03795
OG0000306	ABLE99_RS02700	CIB43_RS03725
OG0000307	ABLE99_RS02660	CIB43_RS03685
OG0000308	ABLE99_RS02560	CIB43_RS03600
OG0000309	ABLE99_RS02495	CIB43_RS03520
OG0000310	ABLE99_RS02420	CIB43_RS03445
OG0000311	ABLE99_RS02385	CIB43_RS03405
OG0000312	ABLE99_RS02370	CIB43_RS03390
OG0000313	ABLE99_RS01550	CIB43_RS02485
OG0000314	ABLE99_RS01870	CIB43_RS02855
OG0000315	ABLE99_RS01900	CIB43_RS02885
OG0000316	ABLE99_RS01910	CIB43_RS02895
OG0000317	ABLE99_RS02005	CIB43_RS02985
OG0000318	ABLE99_RS01915	CIB43_RS02900
OG0000319	ABLE99_RS02065	CIB43_RS03125
OG0000320	ABLE99_RS02265	CIB43_RS03270
OG0000321	ABLE99_RS01300	CIB43_RS02200
OG0000322	ABLE99_RS01345	CIB43_RS02245
OG0000323	ABLE99_RS01475	CIB43_RS02375
OG0000324	ABLE99_RS02105	CIB43_RS03170
OG0000325	ABLE99_RS00975	CIB43_RS01570
OG0000326	ABLE99_RS00880	CIB43_RS01665
OG0000327	ABLE99_RS00875	CIB43_RS01670
OG0000328	ABLE99_RS00790	CIB43_RS01760
OG0000329	ABLE99_RS00770	CIB43_RS01775
OG0000330	ABLE99_RS01075	CIB43_RS01970
OG0000331	ABLE99_RS02865	CIB43_RS03890
OG0000332	ABLE99_RS03000	CIB43_RS00200
OG0000333	ABLE99_RS03010	CIB43_RS00210
OG0000334	ABLE99_RS03110	CIB43_RS00315
OG0000335	ABLE99_RS03120	CIB43_RS00340
OG0000336	ABLE99_RS03265	CIB43_RS00485
OG0000337	ABLE99_RS03435	CIB43_RS00655
OG0000338	ABLE99_RS03475	CIB43_RS00695
OG0000339	ABLE99_RS02240	CIB43_RS03235
OG0000340	ABLE99_RS01280	CIB43_RS02185
OG0000341	ABLE99_RS02125	CIB43_RS03190
OG0000342	ABLE99_RS00945	CIB43_RS01600
OG0000343	ABLE99_RS03020	CIB43_RS00215
OG0000344	ABLE99_RS00570	CIB43_RS01465
OG0000345	ABLE99_RS00655	CIB43_RS01890
OG0000346	ABLE99_RS03270	CIB43_RS00490
OG0000347	ABLE99_RS01370	CIB43_RS02270
OG0000348	ABLE99_RS00870	CIB43_RS01685
OG0000349	ABLE99_RS03330	CIB43_RS00550
OG0000350	ABLE99_RS02650	CIB43_RS03675
OG0000351	ABLE99_RS00490	CIB43_RS01385
OG0000352	ABLE99_RS01850	CIB43_RS02830
OG0000353	ABLE99_RS01340	CIB43_RS02240
OG0000354	ABLE99_RS01025	CIB43_RS01515
OG0000355	ABLE99_RS01825	CIB43_RS02805
OG0000356	ABLE99_RS01905	CIB43_RS02890
OG0000357	ABLE99_RS02980	CIB43_RS00175
OG0000358	ABLE99_RS02985	CIB43_RS00180
OG0000359	ABLE99_RS00900	CIB43_RS01650
OG0000360	ABLE99_RS00275	CIB43_RS00990
OG0000361	ABLE99_RS00305	CIB43_RS01020
OG0000362	ABLE99_RS02440	CIB43_RS03475
OG0000363	ABLE99_RS01410	CIB43_RS02310
OG0000364	ABLE99_RS01800	CIB43_RS02775
OG0000369	ABLE99_RS00025	CIB43_RS00725
OG0000370	ABLE99_RS00020	CIB43_RS00720
OG0000378	ABLE99_RS01260	CIB43_RS02160
OG0000379	ABLE99_RS01335	CIB43_RS02235
OG0000380	ABLE99_RS01360	CIB43_RS02260
OG0000381	ABLE99_RS01400	CIB43_RS02300
OG0000385	ABLE99_RS00515	CIB43_RS01405
OG0000389	ABLE99_RS01050	CIB43_RS01490
OG0000394	ABLE99_RS02625	CIB43_RS03660
OG0000396	ABLE99_RS02330	CIB43_RS03350
OG0000403	ABLE99_RS03025	CIB43_RS00220
OG0000404	ABLE99_RS03055	CIB43_RS00250
OG0000405	ABLE99_RS03075	CIB43_RS00265
OG0000409	ABLE99_RS03140	CIB43_RS00345
OG0000412	ABLE99_RS03185	CIB43_RS00390
OG0000417	ABLE99_RS02120	CIB43_RS03185
OG0000428	ABLE99_RS00760	CIB43_RS01785
OG0000429	ABLE99_RS00665	CIB43_RS01885
OG0000430	ABLE99_RS00620	CIB43_RS01925
OG0000434	ABLE99_RS01090	CIB43_RS01985
OG0000436	ABLE99_RS01130	CIB43_RS02030
OG0000437	ABLE99_RS01140	CIB43_RS02065
OG0000451	ABLE99_RS00365	CIB43_RS01085
OG0000453	ABLE99_RS00425	CIB43_RS01315
OG0000457	ABLE99_RS03230	CIB43_RS00450
OG0000459	ABLE99_RS02435	CIB43_RS03460
OG0000463	ABLE99_RS02480	CIB43_RS03515
OG0000464	ABLE99_RS02475	CIB43_RS03500
OG0000466	ABLE99_RS00395	CIB43_RS01115
OG0000468	ABLE99_RS01880	CIB43_RS02870
OG0000471	ABLE99_RS00755	CIB43_RS01790
OG0000473	ABLE99_RS03360	CIB43_RS00580
OG0000474	ABLE99_RS03365	CIB43_RS00585
OG0000475	ABLE99_RS03370	CIB43_RS00595
OG0000482	ABLE99_RS01175	CIB43_RS02080
OG0000485	ABLE99_RS01135	CIB43_RS02035
OG0000486	ABLE99_RS02140	CIB43_RS03205
OG0000487	ABLE99_RS01920	CIB43_RS02915
OG0000488	ABLE99_RS01960	CIB43_RS02940
OG0000489	ABLE99_RS00050	CIB43_RS00750
OG0000491	ABLE99_RS01315	CIB43_RS02220
OG0000492	ABLE99_RS01390	CIB43_RS02290
OG0000495	ABLE99_RS02730	CIB43_RS03750
OG0000502	ABLE99_RS01165	CIB43_RS02070
OG0000504	ABLE99_RS00780	CIB43_RS01770
OG0000506	ABLE99_RS00735	CIB43_RS01810
OG0000508	ABLE99_RS00250	CIB43_RS00980
OG0000517	ABLE99_RS00065	CIB43_RS00765
OG0000519	ABLE99_RS00890	CIB43_RS01660
OG0000520	ABLE99_RS00765	CIB43_RS01780
OG0000523	ABLE99_RS03225	CIB43_RS00445
OG0000526	ABLE99_RS01755	CIB43_RS02720
OG0000527	ABLE99_RS01700	CIB43_RS02640
OG0000529	ABLE99_RS02075	CIB43_RS03135
OG0000530	ABLE99_RS02250	CIB43_RS03250
OG0000531	ABLE99_RS01365	CIB43_RS02265
OG0000537	ABLE99_RS00950	CIB43_RS01595
OG0000538	ABLE99_RS01095	CIB43_RS01990
OG0000544	ABLE99_RS01225	CIB43_RS02125
OG0000545	ABLE99_RS01745	CIB43_RS02715
OG0000546	ABLE99_RS02680	CIB43_RS03705
OG0000552	ABLE99_RS03030	CIB43_RS00225
OG0000553	ABLE99_RS02580	CIB43_RS03610
OG0000554	ABLE99_RS02295	CIB43_RS03295
OG0000557	ABLE99_RS01235	CIB43_RS02130
OG0000558	ABLE99_RS01205	CIB43_RS02100
OG0000559	ABLE99_RS01650	CIB43_RS02575
OG0000560	ABLE99_RS01735	CIB43_RS02680
OG0000561	ABLE99_RS01080	CIB43_RS01980
OG0000562	ABLE99_RS01740	CIB43_RS02685
OG0000563	ABLE99_RS01725	CIB43_RS02670
OG0000564	ABLE99_RS01255	CIB43_RS02155
OG0000565	ABLE99_RS01790	CIB43_RS02760
OG0000566	ABLE99_RS01775	CIB43_RS02740
OG0000568	ABLE99_RS00990	CIB43_RS01555
OG0000569	ABLE99_RS01210	CIB43_RS02105
OG0000570	ABLE99_RS01215	CIB43_RS02110
OG0000571	ABLE99_RS01220	CIB43_RS02115
OG0000572	ABLE99_RS01240	CIB43_RS02135
OG0000573	ABLE99_RS01645	CIB43_RS02570
OG0000574	ABLE99_RS01275	CIB43_RS02175
OG0000575	ABLE99_RS01195	CIB43_RS02090
OG0000576	ABLE99_RS01600	CIB43_RS02530
OG0000577	ABLE99_RS02555	CIB43_RS03580
OG0000579	ABLE99_RS01715	CIB43_RS02660
OG0000580	ABLE99_RS02685	CIB43_RS03710
OG0000581	ABLE99_RS01705	CIB43_RS02645
OG0000585	ABLE99_RS02045	CIB43_RS03105
OG0000588	ABLE99_RS01595	CIB43_RS02525
OG0000589	ABLE99_RS02205	CIB43_RS03055
OG0000592	ABLE99_RS02545	CIB43_RS03570
OG0000594	ABLE99_RS01200	CIB43_RS02095
OG0000595	ABLE99_RS02890	CIB43_RS03920
OG0000597	ABLE99_RS02885	CIB43_RS03915
OG0000601	ABLE99_RS01730	CIB43_RS02675
OG0000606	ABLE99_RS01710	CIB43_RS02655
OG0000609	ABLE99_RS01765	CIB43_RS02730
OG0000614	ABLE99_RS02180	CIB43_RS03070
OG0000624	ABLE99_RS03035	CIB43_RS00230
OG0000700	ABLE99_RS01190	CIB43_RS03985
