Orthogroup	MHP_MHP694_genes	MHP_131B_genes
OG0000168	DR099_RS01200	NB627_RS02120
OG0000169	DR099_RS03360	NB627_RS03235
OG0000170	DR099_RS02110	NB627_RS03255
OG0000171	DR099_RS02100	NB627_RS03265
OG0000172	DR099_RS02095	NB627_RS03270
OG0000173	DR099_RS02090	NB627_RS03275
OG0000174	DR099_RS02085	NB627_RS03280
OG0000175	DR099_RS02070	NB627_RS03295
OG0000176	DR099_RS02020	NB627_RS03350
OG0000177	DR099_RS02015	NB627_RS03355
OG0000178	DR099_RS02010	NB627_RS03365
OG0000179	DR099_RS02000	NB627_RS03370
OG0000180	DR099_RS01995	NB627_RS03375
OG0000181	DR099_RS04545	NB627_RS03415
OG0000182	DR099_RS02895	NB627_RS03425
OG0000183	DR099_RS02930	NB627_RS03460
OG0000184	DR099_RS02550	NB627_RS03505
OG0000185	DR099_RS02565	NB627_RS03490
OG0000186	DR099_RS04400	NB627_RS01655
OG0000187	DR099_RS01405	NB627_RS01670
OG0000188	DR099_RS01395	NB627_RS01680
OG0000189	DR099_RS04540	NB627_RS02465
OG0000190	DR099_RS02780	NB627_RS02460
OG0000191	DR099_RS02800	NB627_RS02435
OG0000192	DR099_RS03285	NB627_RS01335
OG0000193	DR099_RS03270	NB627_RS01315
OG0000194	DR099_RS01660	NB627_RS00800
OG0000195	DR099_RS01655	NB627_RS00805
OG0000196	DR099_RS01635	NB627_RS00830
OG0000197	DR099_RS01630	NB627_RS00840
OG0000198	DR099_RS01615	NB627_RS00850
OG0000199	DR099_RS01610	NB627_RS00855
OG0000200	DR099_RS01595	NB627_RS00875
OG0000201	DR099_RS01585	NB627_RS00880
OG0000202	DR099_RS01530	NB627_RS00940
OG0000203	DR099_RS01525	NB627_RS00945
OG0000204	DR099_RS04445	NB627_RS00950
OG0000205	DR099_RS01975	NB627_RS00955
OG0000206	DR099_RS01955	NB627_RS00975
OG0000207	DR099_RS01940	NB627_RS00990
OG0000208	DR099_RS01935	NB627_RS00995
OG0000209	DR099_RS01930	NB627_RS01000
OG0000210	DR099_RS01885	NB627_RS01045
OG0000211	DR099_RS01875	NB627_RS01055
OG0000212	DR099_RS01865	NB627_RS01065
OG0000213	DR099_RS01860	NB627_RS01070
OG0000214	DR099_RS01855	NB627_RS01075
OG0000215	DR099_RS01850	NB627_RS01080
OG0000216	DR099_RS01845	NB627_RS01085
OG0000217	DR099_RS01840	NB627_RS01090
OG0000218	DR099_RS01830	NB627_RS01100
OG0000219	DR099_RS01825	NB627_RS01105
OG0000220	DR099_RS01820	NB627_RS01110
OG0000221	DR099_RS01815	NB627_RS01115
OG0000222	DR099_RS01810	NB627_RS01120
OG0000223	DR099_RS01805	NB627_RS01125
OG0000224	DR099_RS01795	NB627_RS01135
OG0000225	DR099_RS01785	NB627_RS01145
OG0000226	DR099_RS01780	NB627_RS01150
OG0000227	DR099_RS01775	NB627_RS01155
OG0000228	DR099_RS04635	NB627_RS01160
OG0000229	DR099_RS01765	NB627_RS01165
OG0000230	DR099_RS01760	NB627_RS01170
OG0000231	DR099_RS01750	NB627_RS01180
OG0000232	DR099_RS01740	NB627_RS01190
OG0000233	DR099_RS02310	NB627_RS01210
OG0000234	DR099_RS02345	NB627_RS01245
OG0000235	DR099_RS02355	NB627_RS01255
OG0000236	DR099_RS02360	NB627_RS01260
OG0000237	DR099_RS02365	NB627_RS01265
OG0000238	DR099_RS02375	NB627_RS01270
OG0000239	DR099_RS03120	NB627_RS03130
OG0000240	DR099_RS03115	NB627_RS03135
OG0000241	DR099_RS03105	NB627_RS03145
OG0000242	DR099_RS03100	NB627_RS03150
OG0000243	DR099_RS03095	NB627_RS03155
OG0000244	DR099_RS04150	NB627_RS03165
OG0000245	DR099_RS03075	NB627_RS03175
OG0000246	DR099_RS03135	NB627_RS00140
OG0000247	DR099_RS00845	NB627_RS00150
OG0000248	DR099_RS00835	NB627_RS00160
OG0000249	DR099_RS00830	NB627_RS00165
OG0000250	DR099_RS00815	NB627_RS00180
OG0000251	DR099_RS00780	NB627_RS00215
OG0000252	DR099_RS00770	NB627_RS00220
OG0000253	DR099_RS00765	NB627_RS00225
OG0000254	DR099_RS00755	NB627_RS00235
OG0000255	DR099_RS00745	NB627_RS00240
OG0000256	DR099_RS00740	NB627_RS00245
OG0000257	DR099_RS00715	NB627_RS00270
OG0000258	DR099_RS00705	NB627_RS00280
OG0000259	DR099_RS00675	NB627_RS00310
OG0000260	DR099_RS00665	NB627_RS00320
OG0000261	DR099_RS04325	NB627_RS00330
OG0000262	DR099_RS00640	NB627_RS00360
OG0000263	DR099_RS00625	NB627_RS00375
OG0000264	DR099_RS00610	NB627_RS00395
OG0000265	DR099_RS00600	NB627_RS00400
OG0000266	DR099_RS02955	NB627_RS00415
OG0000267	DR099_RS02970	NB627_RS00430
OG0000268	DR099_RS02975	NB627_RS00530
OG0000269	DR099_RS02990	NB627_RS00545
OG0000270	DR099_RS04575	NB627_RS03700
OG0000271	DR099_RS03245	NB627_RS03690
OG0000272	DR099_RS03250	NB627_RS03685
OG0000273	DR099_RS03255	NB627_RS03680
OG0000274	DR099_RS02295	NB627_RS03665
OG0000275	DR099_RS04485	NB627_RS03655
OG0000276	DR099_RS02285	NB627_RS03650
OG0000277	DR099_RS02275	NB627_RS03640
OG0000278	DR099_RS02270	NB627_RS03635
OG0000279	DR099_RS02260	NB627_RS03625
OG0000280	DR099_RS02255	NB627_RS03620
OG0000281	DR099_RS02250	NB627_RS03615
OG0000282	DR099_RS04475	NB627_RS03590
OG0000283	DR099_RS02220	NB627_RS03585
OG0000284	DR099_RS02215	NB627_RS03580
OG0000285	DR099_RS04470	NB627_RS03575
OG0000286	DR099_RS02675	NB627_RS02605
OG0000287	DR099_RS00270	NB627_RS02705
OG0000288	DR099_RS00260	NB627_RS02715
OG0000289	DR099_RS00255	NB627_RS02720
OG0000290	DR099_RS00145	NB627_RS02840
OG0000291	DR099_RS00155	NB627_RS02825
OG0000292	DR099_RS00160	NB627_RS02820
OG0000293	DR099_RS00165	NB627_RS02815
OG0000294	DR099_RS00175	NB627_RS02805
OG0000295	DR099_RS00180	NB627_RS02800
OG0000296	DR099_RS00220	NB627_RS02755
OG0000297	DR099_RS00225	NB627_RS02750
OG0000298	DR099_RS00820	NB627_RS00175
OG0000299	DR099_RS00795	NB627_RS00195
OG0000300	DR099_RS00615	NB627_RS00385
OG0000301	DR099_RS02960	NB627_RS00420
OG0000302	DR099_RS02965	NB627_RS00425
OG0000303	DR099_RS02730	NB627_RS00670
OG0000304	DR099_RS01735	NB627_RS01195
OG0000305	DR099_RS01085	NB627_RS03070
OG0000306	DR099_RS01160	NB627_RS02995
OG0000307	DR099_RS00025	NB627_RS02955
OG0000308	DR099_RS00125	NB627_RS02855
OG0000309	DR099_RS00190	NB627_RS02790
OG0000310	DR099_RS00265	NB627_RS02710
OG0000311	DR099_RS02615	NB627_RS02665
OG0000312	DR099_RS02630	NB627_RS02650
OG0000313	DR099_RS01360	NB627_RS01725
OG0000314	DR099_RS00455	NB627_RS02095
OG0000315	DR099_RS01205	NB627_RS02125
OG0000316	DR099_RS01215	NB627_RS02135
OG0000317	DR099_RS01305	NB627_RS02235
OG0000318	DR099_RS04365	NB627_RS02155
OG0000319	DR099_RS02845	NB627_RS02390
OG0000320	DR099_RS02180	NB627_RS02530
OG0000321	DR099_RS00940	NB627_RS01455
OG0000322	DR099_RS00985	NB627_RS01510
OG0000323	DR099_RS01435	NB627_RS01640
OG0000324	DR099_RS02805	NB627_RS02430
OG0000325	DR099_RS01650	NB627_RS00815
OG0000326	DR099_RS01555	NB627_RS00910
OG0000327	DR099_RS01550	NB627_RS00915
OG0000328	DR099_RS01925	NB627_RS01005
OG0000329	DR099_RS01905	NB627_RS01025
OG0000330	DR099_RS02320	NB627_RS01220
OG0000331	DR099_RS03090	NB627_RS03160
OG0000332	DR099_RS02060	NB627_RS03305
OG0000333	DR099_RS02050	NB627_RS03315
OG0000334	DR099_RS02890	NB627_RS03420
OG0000335	DR099_RS02900	NB627_RS03430
OG0000336	DR099_RS04480	NB627_RS03605
OG0000337	DR099_RS00570	NB627_RS03780
OG0000338	DR099_RS00530	NB627_RS03820
OG0000339	DR099_RS03470	NB627_RS02500
OG0000340	DR099_RS00920	NB627_RS01435
OG0000341	DR099_RS02785	NB627_RS02455
OG0000342	DR099_RS01620	NB627_RS00845
OG0000343	DR099_RS02040	NB627_RS03325
OG0000344	DR099_RS02745	NB627_RS00685
OG0000345	DR099_RS01790	NB627_RS01140
OG0000346	DR099_RS04645	NB627_RS03610
OG0000347	DR099_RS01010	NB627_RS01535
OG0000348	DR099_RS01545	NB627_RS00920
OG0000349	DR099_RS04490	NB627_RS03670
OG0000350	DR099_RS00035	NB627_RS02945
OG0000351	DR099_RS04140	NB627_RS00600
OG0000352	DR099_RS00430	NB627_RS02075
OG0000353	DR099_RS00980	NB627_RS01500
OG0000354	DR099_RS01700	NB627_RS00745
OG0000355	DR099_RS04300	NB627_RS02050
OG0000356	DR099_RS04360	NB627_RS02130
OG0000357	DR099_RS04450	NB627_RS03285
OG0000358	DR099_RS02075	NB627_RS03290
OG0000359	DR099_RS04425	NB627_RS00890
OG0000360	DR099_RS00710	NB627_RS00275
OG0000361	DR099_RS00680	NB627_RS00305
OG0000362	DR099_RS00245	NB627_RS02730
OG0000363	DR099_RS04420	NB627_RS01575
OG0000364	DR099_RS00375	NB627_RS02025
OG0000365	DR099_RS04385	NB627_RS02180
OG0000366	DR099_RS01275	NB627_RS02200
OG0000367	DR099_RS01285	NB627_RS02215
OG0000368	DR099_RS00465	NB627_RS00060
OG0000369	DR099_RS04315	NB627_RS00025
OG0000370	DR099_RS00505	NB627_RS00020
OG0000371	DR099_RS00510	NB627_RS00015
OG0000372	DR099_RS00515	NB627_RS00010
OG0000373	DR099_RS00540	NB627_RS03810
OG0000374	DR099_RS00550	NB627_RS03800
OG0000375	DR099_RS02850	NB627_RS02385
OG0000376	DR099_RS02165	NB627_RS02545
OG0000377	DR099_RS02175	NB627_RS02535
OG0000378	DR099_RS00900	NB627_RS01415
OG0000379	DR099_RS00975	NB627_RS01495
OG0000380	DR099_RS01000	NB627_RS01525
OG0000381	DR099_RS01510	NB627_RS01565
OG0000382	DR099_RS01480	NB627_RS01595
OG0000383	DR099_RS01440	NB627_RS01635
OG0000384	DR099_RS02685	NB627_RS00625
OG0000385	DR099_RS02690	NB627_RS00630
OG0000386	DR099_RS02710	NB627_RS00650
OG0000387	DR099_RS02735	NB627_RS00675
OG0000388	DR099_RS04535	NB627_RS00680
OG0000389	DR099_RS01720	NB627_RS00725
OG0000390	DR099_RS01065	NB627_RS03090
OG0000391	DR099_RS01075	NB627_RS03080
OG0000392	DR099_RS01100	NB627_RS03055
OG0000393	DR099_RS04355	NB627_RS03000
OG0000394	DR099_RS00060	NB627_RS02920
OG0000395	DR099_RS00065	NB627_RS02915
OG0000396	DR099_RS02670	NB627_RS02610
OG0000397	DR099_RS00415	NB627_RS02060
OG0000398	DR099_RS00420	NB627_RS02065
OG0000399	DR099_RS01190	NB627_RS02110
OG0000400	DR099_RS02115	NB627_RS03250
OG0000401	DR099_RS02055	NB627_RS03310
OG0000402	DR099_RS02045	NB627_RS03320
OG0000403	DR099_RS02035	NB627_RS03330
OG0000405	DR099_RS01990	NB627_RS03380
OG0000406	DR099_RS02905	NB627_RS03435
OG0000407	DR099_RS04550	NB627_RS03440
OG0000408	DR099_RS02915	NB627_RS03445
OG0000409	DR099_RS02920	NB627_RS03450
OG0000410	DR099_RS02545	NB627_RS03515
OG0000411	DR099_RS02555	NB627_RS03500
OG0000412	DR099_RS02560	NB627_RS03495
OG0000413	DR099_RS01425	NB627_RS01650
OG0000414	DR099_RS01415	NB627_RS01660
OG0000415	DR099_RS01410	NB627_RS01665
OG0000416	DR099_RS01400	NB627_RS01675
OG0000417	DR099_RS02790	NB627_RS02450
OG0000418	DR099_RS02795	NB627_RS02440
OG0000419	DR099_RS01640	NB627_RS00825
OG0000420	DR099_RS01605	NB627_RS00860
OG0000421	DR099_RS01570	NB627_RS00900
OG0000422	DR099_RS01560	NB627_RS00905
OG0000423	DR099_RS01965	NB627_RS00965
OG0000424	DR099_RS01960	NB627_RS00970
OG0000425	DR099_RS01950	NB627_RS00980
OG0000426	DR099_RS04440	NB627_RS00985
OG0000427	DR099_RS04435	NB627_RS01010
OG0000429	DR099_RS01800	NB627_RS01130
OG0000430	DR099_RS01755	NB627_RS01175
OG0000431	DR099_RS01745	NB627_RS01185
OG0000432	DR099_RS02315	NB627_RS01215
OG0000433	DR099_RS02330	NB627_RS01230
OG0000434	DR099_RS02335	NB627_RS01235
OG0000435	DR099_RS02350	NB627_RS01250
OG0000436	DR099_RS02380	NB627_RS01275
OG0000437	DR099_RS02390	NB627_RS01285
OG0000438	DR099_RS02395	NB627_RS01290
OG0000439	DR099_RS04495	NB627_RS01295
OG0000440	DR099_RS04560	NB627_RS03140
OG0000441	DR099_RS03070	NB627_RS03185
OG0000442	DR099_RS03130	NB627_RS00145
OG0000443	DR099_RS00800	NB627_RS00190
OG0000444	DR099_RS00785	NB627_RS00205
OG0000445	DR099_RS00760	NB627_RS00230
OG0000446	DR099_RS00730	NB627_RS00255
OG0000447	DR099_RS00725	NB627_RS00260
OG0000448	DR099_RS00695	NB627_RS00290
OG0000449	DR099_RS00670	NB627_RS00315
OG0000450	DR099_RS00660	NB627_RS00325
OG0000451	DR099_RS00620	NB627_RS00380
OG0000452	DR099_RS02945	NB627_RS00405
OG0000453	DR099_RS02980	NB627_RS00535
OG0000455	DR099_RS03220	NB627_RS03715
OG0000456	DR099_RS02230	NB627_RS03595
OG0000457	DR099_RS02205	NB627_RS03565
OG0000458	DR099_RS00275	NB627_RS02700
OG0000459	DR099_RS00250	NB627_RS02725
OG0000460	DR099_RS00240	NB627_RS02735
OG0000461	DR099_RS00195	NB627_RS02780
OG0000462	DR099_RS00200	NB627_RS02775
OG0000463	DR099_RS00205	NB627_RS02770
OG0000464	DR099_RS00210	NB627_RS02765
OG0000465	DR099_RS00215	NB627_RS02760
OG0000466	DR099_RS02950	NB627_RS00410
OG0000467	DR099_RS04290	NB627_RS02865
OG0000469	DR099_RS01245	NB627_RS02165
OG0000470	DR099_RS03645	NB627_RS00960
OG0000471	DR099_RS01890	NB627_RS01040
OG0000472	DR099_RS02535	NB627_RS03520
OG0000474	DR099_RS03230	NB627_RS03705
OG0000475	DR099_RS03225	NB627_RS03710
OG0000476	DR099_RS01390	NB627_RS01685
OG0000477	DR099_RS00170	NB627_RS02810
OG0000478	DR099_RS02280	NB627_RS03645
OG0000479	DR099_RS00935	NB627_RS01450
OG0000480	DR099_RS03640	NB627_RS02170
OG0000481	DR099_RS01535	NB627_RS00935
OG0000482	DR099_RS03275	NB627_RS01320
OG0000483	DR099_RS01290	NB627_RS02220
OG0000484	DR099_RS04330	NB627_RS00200
OG0000485	DR099_RS02385	NB627_RS01280
OG0000486	DR099_RS02770	NB627_RS02470
OG0000488	DR099_RS01260	NB627_RS02185
OG0000490	DR099_RS00535	NB627_RS03815
OG0000491	DR099_RS00955	NB627_RS01470
OG0000492	DR099_RS01030	NB627_RS01555
OG0000493	DR099_RS02750	NB627_RS00690
OG0000494	DR099_RS01695	NB627_RS00750
OG0000496	DR099_RS01140	NB627_RS03015
OG0000497	DR099_RS01145	NB627_RS03010
OG0000498	DR099_RS00055	NB627_RS02925
OG0000499	DR099_RS00090	NB627_RS02890
OG0000500	DR099_RS00425	NB627_RS02070
OG0000501	DR099_RS02105	NB627_RS03260
OG0000504	DR099_RS01915	NB627_RS01015
OG0000505	DR099_RS01880	NB627_RS01050
OG0000506	DR099_RS01870	NB627_RS01060
OG0000507	DR099_RS01835	NB627_RS01095
OG0000508	DR099_RS00735	NB627_RS00250
OG0000509	DR099_RS00700	NB627_RS00285
OG0000510	DR099_RS00690	NB627_RS00300
OG0000511	DR099_RS02985	NB627_RS00540
OG0000512	DR099_RS00235	NB627_RS02740
OG0000513	DR099_RS02265	NB627_RS03630
OG0000514	DR099_RS01105	NB627_RS03050
OG0000517	DR099_RS00460	NB627_RS00065
OG0000518	DR099_RS02065	NB627_RS03300
OG0000520	DR099_RS01900	NB627_RS01035
OG0000521	DR099_RS00720	NB627_RS00265
OG0000523	DR099_RS02200	NB627_RS03560
OG0000524	DR099_RS00120	NB627_RS02860
OG0000525	DR099_RS04520	NB627_RS03525
OG0000527	DR099_RS03420	NB627_RS01910
OG0000531	DR099_RS01005	NB627_RS01530
OG0000532	DR099_RS04390	NB627_RS01750, NB627_RS01755
OG0000538	DR099_RS02340	NB627_RS01240
OG0000540	DR099_RS00150	NB627_RS02830
OG0000544	DR099_RS04335	NB627_RS01370
OG0000545	DR099_RS00315	NB627_RS01955
OG0000546	DR099_RS03670	NB627_RS02975
OG0000551	DR099_RS03080	NB627_RS03170
OG0000552	DR099_RS02030	NB627_RS03340
OG0000553	DR099_RS04285	NB627_RS02875
OG0000554	DR099_RS02150	NB627_RS02565
OG0000555	DR099_RS03825	NB627_RS03105
OG0000557	DR099_RS00870	NB627_RS01385
OG0000558	DR099_RS03300	NB627_RS01345
OG0000559	DR099_RS02440	NB627_RS01830
OG0000560	DR099_RS00300	NB627_RS01940
OG0000561	DR099_RS02325	NB627_RS01225
OG0000562	DR099_RS00305	NB627_RS01945
OG0000563	DR099_RS00290	NB627_RS01935
OG0000564	DR099_RS00895	NB627_RS01410
OG0000565	DR099_RS00360	NB627_RS02010
OG0000566	DR099_RS00345	NB627_RS01990
OG0000567	DR099_RS00320	NB627_RS01960
OG0000568	DR099_RS01665	NB627_RS00795
OG0000569	DR099_RS03305	NB627_RS01350
OG0000570	DR099_RS04580	NB627_RS01355
OG0000571	DR099_RS00855	NB627_RS01360
OG0000572	DR099_RS00875	NB627_RS01390
OG0000573	DR099_RS02445	NB627_RS01825
OG0000574	DR099_RS00915	NB627_RS01430
OG0000576	DR099_RS02490	NB627_RS01780
OG0000577	DR099_RS00130	NB627_RS02850
OG0000578	DR099_RS00110	NB627_RS02870
OG0000579	DR099_RS03430	NB627_RS01920
OG0000580	DR099_RS01175	NB627_RS02980
OG0000581	DR099_RS03425	NB627_RS01915
OG0000582	DR099_RS04340	NB627_RS01380
OG0000583	DR099_RS02455	NB627_RS01815
OG0000585	DR099_RS03495	NB627_RS02370
OG0000586	DR099_RS02470	NB627_RS01800
OG0000587	DR099_RS03720	NB627_RS02020
OG0000588	DR099_RS02495	NB627_RS01770
OG0000591	DR099_RS03730	NB627_RS02035
OG0000593	DR099_RS03205	NB627_RS03730
OG0000594	DR099_RS03295	NB627_RS01340
OG0000595	DR099_RS04595, DR099_RS04555	NB627_RS03195
OG0000596	DR099_RS04235, DR099_RS04245	NB627_RS01870
OG0000597	DR099_RS03065, DR099_RS03370	NB627_RS03190
OG0000598	DR099_RS03395	NB627_RS01875
OG0000599	DR099_RS03400	NB627_RS01880
OG0000604	DR099_RS03835	NB627_RS02990
OG0000607	DR099_RS03280	NB627_RS01325
OG0000608	DR099_RS00310	NB627_RS01950
OG0000611	DR099_RS03175	NB627_RS00095
OG0000612	DR099_RS03405	NB627_RS01885
