Orthogroup	MHP_MHP694_genes	MHP_ES2_genes
OG0000187	DR099_RS01405	E5E95_RS01555
OG0000188	DR099_RS01395	E5E95_RS01565
OG0000189	DR099_RS04540	E5E95_RS02415
OG0000190	DR099_RS02780	E5E95_RS02410
OG0000191	DR099_RS02800	E5E95_RS02390
OG0000192	DR099_RS03285	E5E95_RS01235
OG0000193	DR099_RS03270	E5E95_RS01225
OG0000194	DR099_RS01660	E5E95_RS00690
OG0000195	DR099_RS01655	E5E95_RS00695
OG0000196	DR099_RS01635	E5E95_RS00715
OG0000197	DR099_RS01630	E5E95_RS00720
OG0000198	DR099_RS01615	E5E95_RS00735
OG0000199	DR099_RS01610	E5E95_RS00740
OG0000200	DR099_RS01595	E5E95_RS00755
OG0000201	DR099_RS01585	E5E95_RS00765
OG0000202	DR099_RS01530	E5E95_RS00820
OG0000203	DR099_RS01525	E5E95_RS00825
OG0000204	DR099_RS04445	E5E95_RS00830
OG0000205	DR099_RS01975	E5E95_RS00835
OG0000206	DR099_RS01955	E5E95_RS00855
OG0000207	DR099_RS01940	E5E95_RS00870
OG0000208	DR099_RS01935	E5E95_RS00875
OG0000209	DR099_RS01930	E5E95_RS00880
OG0000210	DR099_RS01885	E5E95_RS00925
OG0000211	DR099_RS01875	E5E95_RS00955
OG0000212	DR099_RS01865	E5E95_RS00965
OG0000213	DR099_RS01860	E5E95_RS00970
OG0000214	DR099_RS01855	E5E95_RS00975
OG0000215	DR099_RS01850	E5E95_RS00980
OG0000216	DR099_RS01845	E5E95_RS00985
OG0000217	DR099_RS01840	E5E95_RS00995
OG0000218	DR099_RS01830	E5E95_RS01000
OG0000219	DR099_RS01825	E5E95_RS01005
OG0000220	DR099_RS01820	E5E95_RS01010
OG0000221	DR099_RS01815	E5E95_RS01015
OG0000222	DR099_RS01810	E5E95_RS01020
OG0000223	DR099_RS01805	E5E95_RS01025
OG0000224	DR099_RS01795	E5E95_RS01035
OG0000225	DR099_RS01785	E5E95_RS01045
OG0000226	DR099_RS01780	E5E95_RS01050
OG0000227	DR099_RS01775	E5E95_RS01055
OG0000228	DR099_RS04635	E5E95_RS04285
OG0000229	DR099_RS01765	E5E95_RS01065
OG0000230	DR099_RS01760	E5E95_RS01070
OG0000231	DR099_RS01750	E5E95_RS01080
OG0000232	DR099_RS01740	E5E95_RS01090
OG0000233	DR099_RS02310	E5E95_RS01110
OG0000234	DR099_RS02345	E5E95_RS01145
OG0000235	DR099_RS02355	E5E95_RS01155
OG0000236	DR099_RS02360	E5E95_RS01160
OG0000237	DR099_RS02365	E5E95_RS01165
OG0000238	DR099_RS02375	E5E95_RS01175
OG0000239	DR099_RS03120	E5E95_RS03145
OG0000240	DR099_RS03115	E5E95_RS03150
OG0000241	DR099_RS03105	E5E95_RS03160
OG0000242	DR099_RS03100	E5E95_RS03165
OG0000243	DR099_RS03095	E5E95_RS03170
OG0000244	DR099_RS04150	E5E95_RS03180
OG0000245	DR099_RS03075	E5E95_RS03190
OG0000246	DR099_RS03135	E5E95_RS00130
OG0000247	DR099_RS00845	E5E95_RS00140
OG0000248	DR099_RS00835	E5E95_RS00150
OG0000249	DR099_RS00830	E5E95_RS00155
OG0000250	DR099_RS00815	E5E95_RS00170
OG0000251	DR099_RS00780	E5E95_RS00205
OG0000252	DR099_RS00770	E5E95_RS00215
OG0000253	DR099_RS00765	E5E95_RS00220
OG0000254	DR099_RS00755	E5E95_RS00230
OG0000255	DR099_RS00745	E5E95_RS00240
OG0000256	DR099_RS00740	E5E95_RS00245
OG0000257	DR099_RS00715	E5E95_RS00270
OG0000258	DR099_RS00705	E5E95_RS00280
OG0000259	DR099_RS00675	E5E95_RS00310
OG0000260	DR099_RS00665	E5E95_RS00320
OG0000261	DR099_RS04325	E5E95_RS00330
OG0000262	DR099_RS00640	E5E95_RS00350
OG0000263	DR099_RS00625	E5E95_RS00360
OG0000264	DR099_RS00610	E5E95_RS00375
OG0000265	DR099_RS00600	E5E95_RS00385
OG0000266	DR099_RS02955	E5E95_RS00400
OG0000267	DR099_RS02970	E5E95_RS00415
OG0000268	DR099_RS02975	E5E95_RS00420
OG0000269	DR099_RS02990	E5E95_RS00435
OG0000270	DR099_RS04575	E5E95_RS03710
OG0000271	DR099_RS03245	E5E95_RS03705
OG0000272	DR099_RS03250	E5E95_RS03700
OG0000273	DR099_RS03255	E5E95_RS03695
OG0000274	DR099_RS02295	E5E95_RS03675
OG0000275	DR099_RS04485	E5E95_RS03670
OG0000276	DR099_RS02285	E5E95_RS03665
OG0000277	DR099_RS02275	E5E95_RS03655
OG0000278	DR099_RS02270	E5E95_RS03650
OG0000279	DR099_RS02260	E5E95_RS03640
OG0000280	DR099_RS02255	E5E95_RS03635
OG0000281	DR099_RS02250	E5E95_RS03630
OG0000282	DR099_RS04475	E5E95_RS03605
OG0000283	DR099_RS02220	E5E95_RS03600
OG0000284	DR099_RS02215	E5E95_RS03595
OG0000285	DR099_RS04470	E5E95_RS03590
OG0000286	DR099_RS02675	E5E95_RS04305
OG0000287	DR099_RS00270	E5E95_RS02720
OG0000288	DR099_RS00260	E5E95_RS02730
OG0000289	DR099_RS00255	E5E95_RS02735
OG0000290	DR099_RS00145	E5E95_RS02845
OG0000291	DR099_RS00155	E5E95_RS02835
OG0000292	DR099_RS00160	E5E95_RS02830
OG0000293	DR099_RS00165	E5E95_RS02825
OG0000294	DR099_RS00175	E5E95_RS02815
OG0000295	DR099_RS00180	E5E95_RS02810
OG0000296	DR099_RS00220	E5E95_RS02770
OG0000297	DR099_RS00225	E5E95_RS02765
OG0000298	DR099_RS00820	E5E95_RS00165
OG0000299	DR099_RS00795	E5E95_RS00190
OG0000300	DR099_RS00615	E5E95_RS00370
OG0000301	DR099_RS02960	E5E95_RS00405
OG0000302	DR099_RS02965	E5E95_RS00410
OG0000303	DR099_RS02730	E5E95_RS00560
OG0000304	DR099_RS01735	E5E95_RS01095
OG0000305	DR099_RS01085	E5E95_RS03080
OG0000306	DR099_RS01160	E5E95_RS03005
OG0000307	DR099_RS00025	E5E95_RS02970
OG0000308	DR099_RS00125	E5E95_RS02875
OG0000309	DR099_RS00190	E5E95_RS02800
OG0000310	DR099_RS00265	E5E95_RS02725
OG0000311	DR099_RS02615	E5E95_RS02690
OG0000312	DR099_RS02630	E5E95_RS02675
OG0000313	DR099_RS01360	E5E95_RS01620
OG0000314	DR099_RS00455	E5E95_RS02075
OG0000315	DR099_RS01205	E5E95_RS02105
OG0000316	DR099_RS01215	E5E95_RS02115
OG0000317	DR099_RS01305	E5E95_RS02205
OG0000318	DR099_RS04365	E5E95_RS02120
OG0000319	DR099_RS02845	E5E95_RS02345
OG0000320	DR099_RS02180	E5E95_RS02570
OG0000321	DR099_RS00940	E5E95_RS01350
OG0000322	DR099_RS00985	E5E95_RS01395
OG0000323	DR099_RS01435	E5E95_RS01525
OG0000324	DR099_RS02805	E5E95_RS02385
OG0000325	DR099_RS01650	E5E95_RS00700
OG0000326	DR099_RS01555	E5E95_RS00795
OG0000327	DR099_RS01550	E5E95_RS00800
OG0000328	DR099_RS01925	E5E95_RS00885
OG0000329	DR099_RS01905	E5E95_RS00905
OG0000330	DR099_RS02320	E5E95_RS01120
OG0000331	DR099_RS03090	E5E95_RS03175
OG0000332	DR099_RS02060	E5E95_RS03320
OG0000333	DR099_RS02050	E5E95_RS03330
OG0000334	DR099_RS02890	E5E95_RS03440
OG0000335	DR099_RS02900	E5E95_RS03450
OG0000336	DR099_RS04480	E5E95_RS03620
OG0000337	DR099_RS00570	E5E95_RS03795
OG0000338	DR099_RS00530	E5E95_RS03835
OG0000339	DR099_RS03470	E5E95_RS02540
OG0000340	DR099_RS00920	E5E95_RS01330
OG0000341	DR099_RS02785	E5E95_RS02405
OG0000342	DR099_RS01620	E5E95_RS00730
OG0000343	DR099_RS02040	E5E95_RS03340
OG0000344	DR099_RS02745	E5E95_RS00575
OG0000345	DR099_RS01790	E5E95_RS01040
OG0000346	DR099_RS04645	E5E95_RS03625
OG0000347	DR099_RS01010	E5E95_RS01420
OG0000348	DR099_RS01545	E5E95_RS00805
OG0000349	DR099_RS04490	E5E95_RS03685
OG0000350	DR099_RS00035	E5E95_RS02960
OG0000351	DR099_RS04140	E5E95_RS00495
OG0000352	DR099_RS00430	E5E95_RS02050
OG0000353	DR099_RS00980	E5E95_RS01390
OG0000354	DR099_RS01700	E5E95_RS00635
OG0000355	DR099_RS04300	E5E95_RS02020
OG0000356	DR099_RS04360	E5E95_RS02110
OG0000357	DR099_RS04450	E5E95_RS03300
OG0000358	DR099_RS02075	E5E95_RS03305
OG0000359	DR099_RS04425	E5E95_RS00775
OG0000360	DR099_RS00710	E5E95_RS00275
OG0000361	DR099_RS00680	E5E95_RS00305
OG0000362	DR099_RS00245	E5E95_RS02745
OG0000363	DR099_RS04420	E5E95_RS03985
OG0000364	DR099_RS00375	E5E95_RS01995
OG0000365	DR099_RS04385	E5E95_RS02150
OG0000366	DR099_RS01275	E5E95_RS02175
OG0000367	DR099_RS01285	E5E95_RS02185
OG0000368	DR099_RS00465	E5E95_RS00060
OG0000369	DR099_RS04315	E5E95_RS00025
OG0000370	DR099_RS00505	E5E95_RS00020
OG0000371	DR099_RS00510	E5E95_RS00015
OG0000372	DR099_RS00515	E5E95_RS00010
OG0000373	DR099_RS00540	E5E95_RS03825
OG0000374	DR099_RS00550	E5E95_RS03815
OG0000375	DR099_RS02850	E5E95_RS02340
OG0000376	DR099_RS02165	E5E95_RS02585
OG0000377	DR099_RS02175	E5E95_RS02575
OG0000378	DR099_RS00900	E5E95_RS01310
OG0000379	DR099_RS00975	E5E95_RS01385
OG0000380	DR099_RS01000	E5E95_RS01410
OG0000381	DR099_RS01510	E5E95_RS01450
OG0000382	DR099_RS01480	E5E95_RS01480
OG0000383	DR099_RS01440	E5E95_RS01520
OG0000384	DR099_RS02685	E5E95_RS00515
OG0000385	DR099_RS02690	E5E95_RS00520
OG0000386	DR099_RS02710	E5E95_RS00540
OG0000387	DR099_RS02735	E5E95_RS00565
OG0000388	DR099_RS04535	E5E95_RS00570
OG0000389	DR099_RS01720	E5E95_RS00615
OG0000390	DR099_RS01065	E5E95_RS03100
OG0000391	DR099_RS01075	E5E95_RS03090
OG0000392	DR099_RS01100	E5E95_RS03065
OG0000393	DR099_RS04355	E5E95_RS03010
OG0000394	DR099_RS00060	E5E95_RS02940
OG0000395	DR099_RS00065	E5E95_RS02930
OG0000397	DR099_RS00415	E5E95_RS02035
OG0000398	DR099_RS00420	E5E95_RS02040
OG0000399	DR099_RS01190	E5E95_RS02090
OG0000400	DR099_RS02115	E5E95_RS03265
OG0000401	DR099_RS02055	E5E95_RS03325
OG0000402	DR099_RS02045	E5E95_RS03335
OG0000403	DR099_RS02035	E5E95_RS03345
OG0000404	DR099_RS02005	E5E95_RS03375
OG0000405	DR099_RS01990	E5E95_RS03390
OG0000406	DR099_RS02905	E5E95_RS03455
OG0000407	DR099_RS04550	E5E95_RS03460
OG0000408	DR099_RS02915	E5E95_RS03465
OG0000409	DR099_RS02920	E5E95_RS03470
OG0000410	DR099_RS02545	E5E95_RS03530
OG0000411	DR099_RS02555	E5E95_RS03520
OG0000412	DR099_RS02560	E5E95_RS03515
OG0000413	DR099_RS01425	E5E95_RS01535
OG0000414	DR099_RS01415	E5E95_RS01545
OG0000415	DR099_RS01410	E5E95_RS01550
OG0000416	DR099_RS01400	E5E95_RS01560
OG0000417	DR099_RS02790	E5E95_RS02400
OG0000418	DR099_RS02795	E5E95_RS02395
OG0000419	DR099_RS01640	E5E95_RS00710
OG0000420	DR099_RS01605	E5E95_RS00745
OG0000421	DR099_RS01570	E5E95_RS00780
OG0000422	DR099_RS01560	E5E95_RS00790
OG0000423	DR099_RS01965	E5E95_RS00845
OG0000424	DR099_RS01960	E5E95_RS00850
OG0000425	DR099_RS01950	E5E95_RS00860
OG0000426	DR099_RS04440	E5E95_RS00865
OG0000427	DR099_RS04435	E5E95_RS00890
OG0000428	DR099_RS01895	E5E95_RS00915
OG0000429	DR099_RS01800	E5E95_RS01030
OG0000430	DR099_RS01755	E5E95_RS01075
OG0000431	DR099_RS01745	E5E95_RS01085
OG0000432	DR099_RS02315	E5E95_RS01115
OG0000433	DR099_RS02330	E5E95_RS01130
OG0000434	DR099_RS02335	E5E95_RS01135
OG0000435	DR099_RS02350	E5E95_RS01150
OG0000436	DR099_RS02380	E5E95_RS01180
OG0000437	DR099_RS02390	E5E95_RS01190
OG0000438	DR099_RS02395	E5E95_RS01195
OG0000439	DR099_RS04495	E5E95_RS01200
OG0000440	DR099_RS04560	E5E95_RS03155
OG0000441	DR099_RS03070	E5E95_RS03195
OG0000442	DR099_RS03130	E5E95_RS00135
OG0000443	DR099_RS00800	E5E95_RS00185
OG0000444	DR099_RS00785	E5E95_RS00200
OG0000445	DR099_RS00760	E5E95_RS00225
OG0000446	DR099_RS00730	E5E95_RS00255
OG0000447	DR099_RS00725	E5E95_RS00260
OG0000448	DR099_RS00695	E5E95_RS00290
OG0000449	DR099_RS00670	E5E95_RS00315
OG0000450	DR099_RS00660	E5E95_RS00325
OG0000451	DR099_RS00620	E5E95_RS00365
OG0000452	DR099_RS02945	E5E95_RS00390
OG0000453	DR099_RS02980	E5E95_RS00425
OG0000455	DR099_RS03220	E5E95_RS03730
OG0000456	DR099_RS02230	E5E95_RS03610
OG0000457	DR099_RS02205	E5E95_RS03585
OG0000458	DR099_RS00275	E5E95_RS02715
OG0000459	DR099_RS00250	E5E95_RS02740
OG0000460	DR099_RS00240	E5E95_RS02750
OG0000461	DR099_RS00195	E5E95_RS02795
OG0000462	DR099_RS00200	E5E95_RS02790
OG0000463	DR099_RS00205	E5E95_RS02785
OG0000464	DR099_RS00210	E5E95_RS02780
OG0000465	DR099_RS00215	E5E95_RS02775
OG0000466	DR099_RS02950	E5E95_RS00395
OG0000467	DR099_RS04290	E5E95_RS02880
OG0000469	DR099_RS01245	E5E95_RS02145
OG0000470	DR099_RS03645	E5E95_RS03895
OG0000471	DR099_RS01890	E5E95_RS00920
OG0000472	DR099_RS02535	E5E95_RS03540
OG0000473	DR099_RS03235	E5E95_RS03715
OG0000474	DR099_RS03230	E5E95_RS03720
OG0000475	DR099_RS03225	E5E95_RS03725
OG0000476	DR099_RS01390	E5E95_RS01570
OG0000477	DR099_RS00170	E5E95_RS02820
OG0000478	DR099_RS02280	E5E95_RS03660
OG0000479	DR099_RS00935	E5E95_RS01345
OG0000480	DR099_RS03640	E5E95_RS03865
OG0000481	DR099_RS01535	E5E95_RS00815
OG0000482	DR099_RS03275	E5E95_RS01230
OG0000483	DR099_RS01290	E5E95_RS02190
OG0000484	DR099_RS04330	E5E95_RS00195
OG0000485	DR099_RS02385	E5E95_RS01185
OG0000486	DR099_RS02770	E5E95_RS02420
OG0000487	DR099_RS04370	E5E95_RS02125
OG0000488	DR099_RS01260	E5E95_RS02160
OG0000489	DR099_RS00475	E5E95_RS00050
OG0000490	DR099_RS00535	E5E95_RS03830
OG0000491	DR099_RS00955	E5E95_RS01365
OG0000492	DR099_RS01030	E5E95_RS01440
OG0000493	DR099_RS02750	E5E95_RS00580
OG0000494	DR099_RS01695	E5E95_RS00640
OG0000495	DR099_RS01130	E5E95_RS03035
OG0000496	DR099_RS01140	E5E95_RS03025
OG0000497	DR099_RS01145	E5E95_RS03020
OG0000500	DR099_RS00425	E5E95_RS02045
OG0000501	DR099_RS02105	E5E95_RS04280, E5E95_RS04275
OG0000502	DR099_RS03265	E5E95_RS01220
OG0000503	DR099_RS01590	E5E95_RS00760
OG0000504	DR099_RS01915	E5E95_RS00895
OG0000506	DR099_RS01870	E5E95_RS00960
OG0000508	DR099_RS00735	E5E95_RS00250
OG0000509	DR099_RS00700	E5E95_RS00285
OG0000510	DR099_RS00690	E5E95_RS00295
OG0000511	DR099_RS02985	E5E95_RS00430
OG0000512	DR099_RS00235	E5E95_RS02755
OG0000513	DR099_RS02265	E5E95_RS03645
OG0000514	DR099_RS01105	E5E95_RS03060
OG0000515	DR099_RS03890	E5E95_RS01580
OG0000516	DR099_RS04375	E5E95_RS02130
OG0000517	DR099_RS00460	E5E95_RS00065
OG0000518	DR099_RS02065	E5E95_RS03315
OG0000519	DR099_RS01565	E5E95_RS00785
OG0000520	DR099_RS01900	E5E95_RS00910
OG0000521	DR099_RS00720	E5E95_RS00265
OG0000522	DR099_RS00685	E5E95_RS00300
OG0000523	DR099_RS02200	E5E95_RS03580
OG0000525	DR099_RS04520	E5E95_RS03545
OG0000527	DR099_RS03420	E5E95_RS01880
OG0000528	DR099_RS04380	E5E95_RS02135
OG0000529	DR099_RS02835	E5E95_RS02355
OG0000531	DR099_RS01005	E5E95_RS01415
OG0000532	DR099_RS04390	E5E95_RS01740
OG0000534	DR099_RS00605	E5E95_RS00380
OG0000535	DR099_RS04310	E5E95_RS00045
OG0000536	DR099_RS03325	E5E95_RS03765
OG0000537	DR099_RS01625	E5E95_RS00725
OG0000538	DR099_RS02340	E5E95_RS01140
OG0000539	DR099_RS00775	E5E95_RS00210
OG0000540	DR099_RS00150	E5E95_RS02840
OG0000541	DR099_RS00075	E5E95_RS02920
OG0000544	DR099_RS04335	E5E95_RS01270
OG0000545	DR099_RS00315	E5E95_RS01945
OG0000546	DR099_RS03670	E5E95_RS02990
OG0000547	DR099_RS01055	E5E95_RS03110
OG0000548	DR099_RS01365	E5E95_RS01615
OG0000549	DR099_RS04525	E5E95_RS03535
OG0000550	DR099_RS02300	E5E95_RS03680
OG0000552	DR099_RS02030	E5E95_RS03350
OG0000553	DR099_RS04285	E5E95_RS02890
