Orthogroup	MHP_MHP694_genes	MHP_7422_genes
OG0000194	DR099_RS01660	MHL_RS00780
OG0000195	DR099_RS01655	MHL_RS00785
OG0000196	DR099_RS01635	MHL_RS00805
OG0000197	DR099_RS01630	MHL_RS00810
OG0000198	DR099_RS01615	MHL_RS00825
OG0000199	DR099_RS01610	MHL_RS00830
OG0000200	DR099_RS01595	MHL_RS00840
OG0000201	DR099_RS01585	MHL_RS00850
OG0000202	DR099_RS01530	MHL_RS00905
OG0000203	DR099_RS01525	MHL_RS00910
OG0000204	DR099_RS04445	MHL_RS00915
OG0000205	DR099_RS01975	MHL_RS00920
OG0000206	DR099_RS01955	MHL_RS00940
OG0000207	DR099_RS01940	MHL_RS00955
OG0000208	DR099_RS01935	MHL_RS00960
OG0000209	DR099_RS01930	MHL_RS00965
OG0000210	DR099_RS01885	MHL_RS01010
OG0000211	DR099_RS01875	MHL_RS01020
OG0000212	DR099_RS01865	MHL_RS01030
OG0000213	DR099_RS01860	MHL_RS01035
OG0000214	DR099_RS01855	MHL_RS01040
OG0000215	DR099_RS01850	MHL_RS01045
OG0000216	DR099_RS01845	MHL_RS01050
OG0000217	DR099_RS01840	MHL_RS01055
OG0000218	DR099_RS01830	MHL_RS01065
OG0000219	DR099_RS01825	MHL_RS01070
OG0000220	DR099_RS01820	MHL_RS01075
OG0000221	DR099_RS01815	MHL_RS01080
OG0000222	DR099_RS01810	MHL_RS01085
OG0000223	DR099_RS01805	MHL_RS01090
OG0000224	DR099_RS01795	MHL_RS01100
OG0000225	DR099_RS01785	MHL_RS01110
OG0000226	DR099_RS01780	MHL_RS01115
OG0000227	DR099_RS01775	MHL_RS01120
OG0000228	DR099_RS04635	MHL_RS04215
OG0000229	DR099_RS01765	MHL_RS01130
OG0000230	DR099_RS01760	MHL_RS01135
OG0000231	DR099_RS01750	MHL_RS01145
OG0000232	DR099_RS01740	MHL_RS01155
OG0000233	DR099_RS02310	MHL_RS01175
OG0000234	DR099_RS02345	MHL_RS01210
OG0000235	DR099_RS02355	MHL_RS01220
OG0000236	DR099_RS02360	MHL_RS01225
OG0000237	DR099_RS02365	MHL_RS01230
OG0000238	DR099_RS02375	MHL_RS01240
OG0000239	DR099_RS03120	MHL_RS02990
OG0000240	DR099_RS03115	MHL_RS02995
OG0000241	DR099_RS03105	MHL_RS03005
OG0000242	DR099_RS03100	MHL_RS03010
OG0000243	DR099_RS03095	MHL_RS03015
OG0000244	DR099_RS04150	MHL_RS03025
OG0000245	DR099_RS03075	MHL_RS03035
OG0000246	DR099_RS03135	MHL_RS00145
OG0000247	DR099_RS00845	MHL_RS00155
OG0000248	DR099_RS00835	MHL_RS00165
OG0000249	DR099_RS00830	MHL_RS00170
OG0000250	DR099_RS00815	MHL_RS00185
OG0000251	DR099_RS00780	MHL_RS00210
OG0000252	DR099_RS00770	MHL_RS00220
OG0000253	DR099_RS00765	MHL_RS00225
OG0000254	DR099_RS00755	MHL_RS00235
OG0000255	DR099_RS00745	MHL_RS00245
OG0000256	DR099_RS00740	MHL_RS00250
OG0000257	DR099_RS00715	MHL_RS00275
OG0000258	DR099_RS00705	MHL_RS00285
OG0000259	DR099_RS00675	MHL_RS00315
OG0000260	DR099_RS00665	MHL_RS00325
OG0000261	DR099_RS04325	MHL_RS00335
OG0000262	DR099_RS00640	MHL_RS00350
OG0000263	DR099_RS00625	MHL_RS00370
OG0000264	DR099_RS00610	MHL_RS00380
OG0000265	DR099_RS00600	MHL_RS00390
OG0000266	DR099_RS02955	MHL_RS00405
OG0000267	DR099_RS02970	MHL_RS00420
OG0000268	DR099_RS02975	MHL_RS00425
OG0000269	DR099_RS02990	MHL_RS00440
OG0000270	DR099_RS04575	MHL_RS03490
OG0000271	DR099_RS03245	MHL_RS03485
OG0000272	DR099_RS03250	MHL_RS03480
OG0000273	DR099_RS03255	MHL_RS03475
OG0000274	DR099_RS02295	MHL_RS03455
OG0000275	DR099_RS04485	MHL_RS03450
OG0000276	DR099_RS02285	MHL_RS03445
OG0000277	DR099_RS02275	MHL_RS03435
OG0000278	DR099_RS02270	MHL_RS03430
OG0000279	DR099_RS02260	MHL_RS03420
OG0000280	DR099_RS02255	MHL_RS03415
OG0000281	DR099_RS02250	MHL_RS03760
OG0000282	DR099_RS04475	MHL_RS03390
OG0000283	DR099_RS02220	MHL_RS03385
OG0000284	DR099_RS02215	MHL_RS03380
OG0000285	DR099_RS04470	MHL_RS03375
OG0000286	DR099_RS02675	MHL_RS02485
OG0000287	DR099_RS00270	MHL_RS02575
OG0000288	DR099_RS00260	MHL_RS02585
OG0000289	DR099_RS00255	MHL_RS02590
OG0000290	DR099_RS00145	MHL_RS02700
OG0000291	DR099_RS00155	MHL_RS02690
OG0000292	DR099_RS00160	MHL_RS02685
OG0000293	DR099_RS00165	MHL_RS02680
OG0000294	DR099_RS00175	MHL_RS02670
OG0000295	DR099_RS00180	MHL_RS02665
OG0000296	DR099_RS00220	MHL_RS02625
OG0000297	DR099_RS00225	MHL_RS02620
OG0000298	DR099_RS00820	MHL_RS00180
OG0000299	DR099_RS00795	MHL_RS03650
OG0000300	DR099_RS00615	MHL_RS00375
OG0000301	DR099_RS02960	MHL_RS00410
OG0000302	DR099_RS02965	MHL_RS00415
OG0000303	DR099_RS02730	MHL_RS00560
OG0000304	DR099_RS01735	MHL_RS01160
OG0000305	DR099_RS01085	MHL_RS02925
OG0000306	DR099_RS01160	MHL_RS02850
OG0000307	DR099_RS00025	MHL_RS02815
OG0000308	DR099_RS00125	MHL_RS02720
OG0000309	DR099_RS00190	MHL_RS02655
OG0000310	DR099_RS00265	MHL_RS02580
OG0000311	DR099_RS02615	MHL_RS02545
OG0000312	DR099_RS02630	MHL_RS02530
OG0000313	DR099_RS01360	MHL_RS01680
OG0000314	DR099_RS00455	MHL_RS02030
OG0000315	DR099_RS01205	MHL_RS02060
OG0000316	DR099_RS01215	MHL_RS02070
OG0000317	DR099_RS01305	MHL_RS02160
OG0000318	DR099_RS04365	MHL_RS02075
OG0000319	DR099_RS02845	MHL_RS02290
OG0000320	DR099_RS02180	MHL_RS02425
OG0000321	DR099_RS00940	MHL_RS01415
OG0000322	DR099_RS00985	MHL_RS01460
OG0000323	DR099_RS01435	MHL_RS01590
OG0000324	DR099_RS02805	MHL_RS02335
OG0000325	DR099_RS01650	MHL_RS00790
OG0000326	DR099_RS01555	MHL_RS00880
OG0000327	DR099_RS01550	MHL_RS00885
OG0000328	DR099_RS01925	MHL_RS00970
OG0000329	DR099_RS01905	MHL_RS00990
OG0000330	DR099_RS02320	MHL_RS01185
OG0000331	DR099_RS03090	MHL_RS03020
OG0000332	DR099_RS02060	MHL_RS03120
OG0000333	DR099_RS02050	MHL_RS03130
OG0000334	DR099_RS02890	MHL_RS03230
OG0000335	DR099_RS02900	MHL_RS03240
OG0000336	DR099_RS04480	MHL_RS03405
OG0000337	DR099_RS00570	MHL_RS03570
OG0000338	DR099_RS00530	MHL_RS03610
OG0000339	DR099_RS03470	MHL_RS02400
OG0000340	DR099_RS00920	MHL_RS01395
OG0000341	DR099_RS02785	MHL_RS02355
OG0000342	DR099_RS01620	MHL_RS00820
OG0000343	DR099_RS02040	MHL_RS03140
OG0000344	DR099_RS02745	MHL_RS00580
OG0000345	DR099_RS01790	MHL_RS01105
OG0000346	DR099_RS04645	MHL_RS03410
OG0000347	DR099_RS01010	MHL_RS01485
OG0000348	DR099_RS01545	MHL_RS00890
OG0000349	DR099_RS04490	MHL_RS03640
OG0000350	DR099_RS00035	MHL_RS02805
OG0000351	DR099_RS04140	MHL_RS00505
OG0000352	DR099_RS00430	MHL_RS02010
OG0000353	DR099_RS00980	MHL_RS01455
OG0000354	DR099_RS01700	MHL_RS00725
OG0000355	DR099_RS04300	MHL_RS01980
OG0000356	DR099_RS04360	MHL_RS02065
OG0000357	DR099_RS04450	MHL_RS03100
OG0000358	DR099_RS02075	MHL_RS03105
OG0000359	DR099_RS04425	MHL_RS00860
OG0000360	DR099_RS00710	MHL_RS00280
OG0000361	DR099_RS00680	MHL_RS00310
OG0000362	DR099_RS00245	MHL_RS02600
OG0000363	DR099_RS04420	MHL_RS03985
OG0000364	DR099_RS00375	MHL_RS04025
OG0000365	DR099_RS04385	MHL_RS02105
OG0000366	DR099_RS01275	MHL_RS02130
OG0000367	DR099_RS01285	MHL_RS02140
OG0000368	DR099_RS00465	MHL_RS00065
OG0000369	DR099_RS04315	MHL_RS00030
OG0000370	DR099_RS00505	MHL_RS00025
OG0000371	DR099_RS00510	MHL_RS00020
OG0000372	DR099_RS00515	MHL_RS00015
OG0000373	DR099_RS00540	MHL_RS03605
OG0000374	DR099_RS00550	MHL_RS03590
OG0000375	DR099_RS02850	MHL_RS02285
OG0000376	DR099_RS02165	MHL_RS02440
OG0000377	DR099_RS02175	MHL_RS02430
OG0000378	DR099_RS00900	MHL_RS01375
OG0000379	DR099_RS00975	MHL_RS01450
OG0000380	DR099_RS01000	MHL_RS01475
OG0000381	DR099_RS01510	MHL_RS01515
OG0000382	DR099_RS01480	MHL_RS01545
OG0000383	DR099_RS01440	MHL_RS01585
OG0000384	DR099_RS02685	MHL_RS00520
OG0000386	DR099_RS02710	MHL_RS00540
OG0000387	DR099_RS02735	MHL_RS00565
OG0000388	DR099_RS04535	MHL_RS00570
OG0000389	DR099_RS01720	MHL_RS00705
OG0000390	DR099_RS01065	MHL_RS02945
OG0000391	DR099_RS01075	MHL_RS02935
OG0000392	DR099_RS01100	MHL_RS02910
OG0000393	DR099_RS04355	MHL_RS02855
OG0000394	DR099_RS00060	MHL_RS02780
OG0000395	DR099_RS00065	MHL_RS02775
OG0000396	DR099_RS02670	MHL_RS02490
OG0000397	DR099_RS00415	MHL_RS01995
OG0000398	DR099_RS00420	MHL_RS02000
OG0000399	DR099_RS01190	MHL_RS02045
OG0000400	DR099_RS02115	MHL_RS03065
OG0000401	DR099_RS02055	MHL_RS03125
OG0000402	DR099_RS02045	MHL_RS03135
OG0000403	DR099_RS02035	MHL_RS03145
OG0000404	DR099_RS02005	MHL_RS03175
OG0000405	DR099_RS01990	MHL_RS03190
OG0000406	DR099_RS02905	MHL_RS03245
OG0000407	DR099_RS04550	MHL_RS03250
OG0000408	DR099_RS02915	MHL_RS03255
OG0000409	DR099_RS02920	MHL_RS03260
OG0000410	DR099_RS02545	MHL_RS03315
OG0000411	DR099_RS02555	MHL_RS03305
OG0000412	DR099_RS02560	MHL_RS03300
OG0000413	DR099_RS01425	MHL_RS01600
OG0000414	DR099_RS01415	MHL_RS01610
OG0000415	DR099_RS01410	MHL_RS01615
OG0000416	DR099_RS01400	MHL_RS01625
OG0000417	DR099_RS02790	MHL_RS02350
OG0000418	DR099_RS02795	MHL_RS02345
OG0000419	DR099_RS01640	MHL_RS00800
OG0000420	DR099_RS01605	MHL_RS00835
OG0000421	DR099_RS01570	MHL_RS00865
OG0000422	DR099_RS01560	MHL_RS00875
OG0000423	DR099_RS01965	MHL_RS00930
OG0000424	DR099_RS01960	MHL_RS00935
OG0000425	DR099_RS01950	MHL_RS00945
OG0000426	DR099_RS04440	MHL_RS00950
OG0000427	DR099_RS04435	MHL_RS00975
OG0000428	DR099_RS01895	MHL_RS01000
OG0000429	DR099_RS01800	MHL_RS01095
OG0000430	DR099_RS01755	MHL_RS01140
OG0000431	DR099_RS01745	MHL_RS01150
OG0000432	DR099_RS02315	MHL_RS01180
OG0000433	DR099_RS02330	MHL_RS01195
OG0000434	DR099_RS02335	MHL_RS01200
OG0000435	DR099_RS02350	MHL_RS01215
OG0000436	DR099_RS02380	MHL_RS01245
OG0000437	DR099_RS02390	MHL_RS01255
OG0000438	DR099_RS02395	MHL_RS03965
OG0000439	DR099_RS04495	MHL_RS01265
OG0000440	DR099_RS04560	MHL_RS03000
OG0000441	DR099_RS03070	MHL_RS03040
OG0000442	DR099_RS03130	MHL_RS00150
OG0000443	DR099_RS00800	MHL_RS00195
OG0000444	DR099_RS00785	MHL_RS00205
OG0000445	DR099_RS00760	MHL_RS00230
OG0000446	DR099_RS00730	MHL_RS00260
OG0000447	DR099_RS00725	MHL_RS00265
OG0000448	DR099_RS00695	MHL_RS00295
OG0000449	DR099_RS00670	MHL_RS00320
OG0000450	DR099_RS00660	MHL_RS00330
OG0000452	DR099_RS02945	MHL_RS00395
OG0000453	DR099_RS02980	MHL_RS00430
OG0000455	DR099_RS03220	MHL_RS03510
OG0000456	DR099_RS02230	MHL_RS03395
OG0000457	DR099_RS02205	MHL_RS03370
OG0000458	DR099_RS00275	MHL_RS02570
OG0000459	DR099_RS00250	MHL_RS02595
OG0000460	DR099_RS00240	MHL_RS02605
OG0000461	DR099_RS00195	MHL_RS02650
OG0000462	DR099_RS00200	MHL_RS02645
OG0000463	DR099_RS00205	MHL_RS02640
OG0000464	DR099_RS00210	MHL_RS02635
OG0000465	DR099_RS00215	MHL_RS02630
OG0000466	DR099_RS02950	MHL_RS00400
OG0000467	DR099_RS04290	MHL_RS02730
OG0000469	DR099_RS01245	MHL_RS02100
OG0000470	DR099_RS03645	MHL_RS03825
OG0000471	DR099_RS01890	MHL_RS01005
OG0000472	DR099_RS02535	MHL_RS03325
OG0000473	DR099_RS03235	MHL_RS03495
OG0000474	DR099_RS03230	MHL_RS03500
OG0000475	DR099_RS03225	MHL_RS03505
OG0000476	DR099_RS01390	MHL_RS01635
OG0000477	DR099_RS00170	MHL_RS02675
OG0000478	DR099_RS02280	MHL_RS03440
OG0000479	DR099_RS00935	MHL_RS01410
OG0000480	DR099_RS03640	MHL_RS03850
OG0000481	DR099_RS01535	MHL_RS00900
OG0000482	DR099_RS03275	MHL_RS01295
OG0000483	DR099_RS01290	MHL_RS02145
OG0000484	DR099_RS04330	MHL_RS00200
OG0000485	DR099_RS02385	MHL_RS01250
OG0000486	DR099_RS02770	MHL_RS02370
OG0000487	DR099_RS04370	MHL_RS02080
OG0000488	DR099_RS01260	MHL_RS02115
OG0000489	DR099_RS00475	MHL_RS00055
OG0000491	DR099_RS00955	MHL_RS01430
OG0000492	DR099_RS01030	MHL_RS01505
OG0000494	DR099_RS01695	MHL_RS00730
OG0000495	DR099_RS01130	MHL_RS02880
OG0000496	DR099_RS01140	MHL_RS04090
OG0000497	DR099_RS01145	MHL_RS02865
OG0000498	DR099_RS00055	MHL_RS02785
OG0000499	DR099_RS00090	MHL_RS02750
OG0000500	DR099_RS00425	MHL_RS02005
OG0000501	DR099_RS02105	MHL_RS03075
OG0000502	DR099_RS03265	MHL_RS01285
OG0000503	DR099_RS01590	MHL_RS00845
OG0000504	DR099_RS01915	MHL_RS00980
OG0000505	DR099_RS01880	MHL_RS01015
OG0000506	DR099_RS01870	MHL_RS01025
OG0000507	DR099_RS01835	MHL_RS01060
OG0000508	DR099_RS00735	MHL_RS00255
OG0000509	DR099_RS00700	MHL_RS00290
OG0000510	DR099_RS00690	MHL_RS00300
OG0000511	DR099_RS02985	MHL_RS00435
OG0000512	DR099_RS00235	MHL_RS02610
OG0000513	DR099_RS02265	MHL_RS03425
OG0000514	DR099_RS01105	MHL_RS02905
OG0000515	DR099_RS03890, DR099_RS01380	MHL_RS01925
OG0000516	DR099_RS04375	MHL_RS02085
OG0000517	DR099_RS00460	MHL_RS00070
OG0000518	DR099_RS02065	MHL_RS03115
OG0000519	DR099_RS01565	MHL_RS00870
OG0000520	DR099_RS01900	MHL_RS00995
OG0000521	DR099_RS00720	MHL_RS00270
OG0000522	DR099_RS00685	MHL_RS00305
OG0000523	DR099_RS02200	MHL_RS03365
OG0000524	DR099_RS00120	MHL_RS02725
OG0000525	DR099_RS04520	MHL_RS03330
OG0000526	DR099_RS03715	MHL_RS04020
OG0000527	DR099_RS03420	MHL_RS01840
OG0000528	DR099_RS04380	MHL_RS02090
OG0000529	DR099_RS02835	MHL_RS02300
OG0000530	DR099_RS03455	MHL_RS02410
OG0000531	DR099_RS01005	MHL_RS01480
OG0000532	DR099_RS04390	MHL_RS01715
OG0000534	DR099_RS00605	MHL_RS00385
OG0000535	DR099_RS04310	MHL_RS00050
OG0000536	DR099_RS03325	MHL_RS03540
OG0000537	DR099_RS01625	MHL_RS00815
OG0000538	DR099_RS02340	MHL_RS01205
OG0000539	DR099_RS00775	MHL_RS00215
OG0000540	DR099_RS00150	MHL_RS02695
OG0000541	DR099_RS00075	MHL_RS02765
OG0000542	DR099_RS00635	MHL_RS00355
OG0000544	DR099_RS04335	MHL_RS01335
OG0000545	DR099_RS00315	MHL_RS01905
OG0000546	DR099_RS03670	MHL_RS02835
OG0000547	DR099_RS01055	MHL_RS02955
OG0000548	DR099_RS01365	MHL_RS01675
OG0000549	DR099_RS04525	MHL_RS03320
OG0000550	DR099_RS02300	MHL_RS03460
OG0000551	DR099_RS03080	MHL_RS03030
OG0000552	DR099_RS02030	MHL_RS03150
OG0000553	DR099_RS04285	MHL_RS02740
OG0000554	DR099_RS02150	MHL_RS04060
OG0000557	DR099_RS00870	MHL_RS01345
OG0000558	DR099_RS03300	MHL_RS01315
OG0000559	DR099_RS02440	MHL_RS01775
OG0000560	DR099_RS00300	MHL_RS01890
OG0000561	DR099_RS02325	MHL_RS01190
OG0000562	DR099_RS00305	MHL_RS01895
OG0000563	DR099_RS00290	MHL_RS01880
OG0000564	DR099_RS00895	MHL_RS01370
OG0000565	DR099_RS00360	MHL_RS01945
OG0000566	DR099_RS00345	MHL_RS01935
OG0000567	DR099_RS00320	MHL_RS01910
OG0000568	DR099_RS01665	MHL_RS00775
OG0000569	DR099_RS03305	MHL_RS01320
OG0000570	DR099_RS04580	MHL_RS01325
OG0000571	DR099_RS00855	MHL_RS01330
OG0000572	DR099_RS00875	MHL_RS01350
OG0000573	DR099_RS02445	MHL_RS01770
OG0000574	DR099_RS00915	MHL_RS01390
OG0000575	DR099_RS03290	MHL_RS01305
OG0000576	DR099_RS02490	MHL_RS03700
OG0000577	DR099_RS00130	MHL_RS02715
