Orthogroup	MHP_MHP653_genes	MHP_ES2_genes
OG0000116	DR096_RS01665	E5E95_RS01315
OG0000117	DR096_RS01660	E5E95_RS01320
OG0000118	DR096_RS01625	E5E95_RS01355
OG0000119	DR096_RS01620	E5E95_RS01360
OG0000120	DR096_RS01605	E5E95_RS01375
OG0000121	DR096_RS01580	E5E95_RS01400
OG0000122	DR096_RS01575	E5E95_RS01405
OG0000123	DR096_RS01555	E5E95_RS01425
OG0000124	DR096_RS01550	E5E95_RS01430
OG0000125	DR096_RS01545	E5E95_RS01435
OG0000126	DR096_RS01210	E5E95_RS01445
OG0000127	DR096_RS01220	E5E95_RS01455
OG0000128	DR096_RS01235	E5E95_RS01470
OG0000129	DR096_RS01240	E5E95_RS01475
OG0000130	DR096_RS01250	E5E95_RS01485
OG0000131	DR096_RS04595	E5E95_RS01515
OG0000132	DR096_RS04600	E5E95_RS01530
OG0000133	DR096_RS02600	E5E95_RS00530
OG0000134	DR096_RS02605	E5E95_RS00535
OG0000135	DR096_RS02620	E5E95_RS00550
OG0000136	DR096_RS02625	E5E95_RS00555
OG0000137	DR096_RS02665	E5E95_RS00585
OG0000138	DR096_RS03305	E5E95_RS00620
OG0000139	DR096_RS03275	E5E95_RS00650
OG0000140	DR096_RS03270	E5E95_RS00655
OG0000141	DR096_RS01055	E5E95_RS03135
OG0000142	DR096_RS04575	E5E95_RS03130
OG0000143	DR096_RS01085	E5E95_RS03105
OG0000144	DR096_RS01095	E5E95_RS03095
OG0000145	DR096_RS01105	E5E95_RS03085
OG0000146	DR096_RS01115	E5E95_RS03075
OG0000147	DR096_RS01120	E5E95_RS03070
OG0000148	DR096_RS01135	E5E95_RS03055
OG0000149	DR096_RS01145	E5E95_RS03045
OG0000150	DR096_RS01160	E5E95_RS03030
OG0000151	DR096_RS01530	E5E95_RS02985
OG0000152	DR096_RS01525	E5E95_RS02980
OG0000153	DR096_RS01520	E5E95_RS02975
OG0000154	DR096_RS01510	E5E95_RS02965
OG0000155	DR096_RS01470	E5E95_RS02925
OG0000156	DR096_RS01460	E5E95_RS02915
OG0000157	DR096_RS04635	E5E95_RS02910
OG0000158	DR096_RS04630	E5E95_RS02905
OG0000159	DR096_RS03005	E5E95_RS04310
OG0000160	DR096_RS03010	E5E95_RS02665
OG0000161	DR096_RS03015	E5E95_RS02660
OG0000162	DR096_RS03025	E5E95_RS02650
OG0000163	DR096_RS03030	E5E95_RS02645
OG0000164	DR096_RS01375	E5E95_RS01630
OG0000165	DR096_RS00480	E5E95_RS02055
OG0000166	DR096_RS00500	E5E95_RS02080
OG0000167	DR096_RS00515	E5E95_RS02095
OG0000168	DR096_RS00520	E5E95_RS02100
OG0000169	DR096_RS00775	E5E95_RS03255
OG0000170	DR096_RS00760	E5E95_RS03270
OG0000171	DR096_RS00750	E5E95_RS03280
OG0000172	DR096_RS00740	E5E95_RS03285
OG0000173	DR096_RS00735	E5E95_RS03290
OG0000174	DR096_RS00730	E5E95_RS03295
OG0000175	DR096_RS00715	E5E95_RS03310
OG0000176	DR096_RS00665	E5E95_RS03360
OG0000177	DR096_RS00660	E5E95_RS03365
OG0000178	DR096_RS00655	E5E95_RS03370
OG0000179	DR096_RS00645	E5E95_RS03380
OG0000180	DR096_RS00640	E5E95_RS03385
OG0000181	DR096_RS04745	E5E95_RS03435
OG0000182	DR096_RS03095	E5E95_RS03445
OG0000183	DR096_RS03060	E5E95_RS03480
OG0000184	DR096_RS03135	E5E95_RS03525
OG0000185	DR096_RS03120	E5E95_RS03510
OG0000186	DR096_RS04605	E5E95_RS01540
OG0000187	DR096_RS01320	E5E95_RS01555
OG0000188	DR096_RS01330	E5E95_RS01565
OG0000189	DR096_RS04750	E5E95_RS02415
OG0000190	DR096_RS03155	E5E95_RS02410
OG0000191	DR096_RS03175	E5E95_RS02390
OG0000192	DR096_RS02270	E5E95_RS01235
OG0000193	DR096_RS02285	E5E95_RS01225
OG0000194	DR096_RS02075	E5E95_RS00690
OG0000195	DR096_RS02080	E5E95_RS00695
OG0000196	DR096_RS02100	E5E95_RS00715
OG0000197	DR096_RS02105	E5E95_RS00720
OG0000198	DR096_RS02120	E5E95_RS00735
OG0000199	DR096_RS02125	E5E95_RS00740
OG0000200	DR096_RS02140	E5E95_RS00755
OG0000201	DR096_RS02150	E5E95_RS00765
OG0000202	DR096_RS02205	E5E95_RS00820
OG0000203	DR096_RS02215	E5E95_RS00825
OG0000204	DR096_RS04690	E5E95_RS00830
OG0000205	DR096_RS02315	E5E95_RS00835
OG0000206	DR096_RS02335	E5E95_RS00855
OG0000207	DR096_RS02350	E5E95_RS00870
OG0000208	DR096_RS02355	E5E95_RS00875
OG0000209	DR096_RS02360	E5E95_RS00880
OG0000210	DR096_RS02405	E5E95_RS00925
OG0000211	DR096_RS02680	E5E95_RS00955
OG0000212	DR096_RS02690	E5E95_RS00965
OG0000213	DR096_RS02695	E5E95_RS00970
OG0000214	DR096_RS02700	E5E95_RS00975
OG0000215	DR096_RS02705	E5E95_RS00980
OG0000216	DR096_RS02710	E5E95_RS00985
OG0000217	DR096_RS02715	E5E95_RS00995
OG0000218	DR096_RS02725	E5E95_RS01000
OG0000219	DR096_RS02730	E5E95_RS01005
OG0000220	DR096_RS02735	E5E95_RS01010
OG0000221	DR096_RS02740	E5E95_RS01015
OG0000222	DR096_RS02745	E5E95_RS01020
OG0000223	DR096_RS02750	E5E95_RS01025
OG0000224	DR096_RS02760	E5E95_RS01035
OG0000225	DR096_RS02770	E5E95_RS01045
OG0000226	DR096_RS02775	E5E95_RS01050
OG0000227	DR096_RS02780	E5E95_RS01055
OG0000228	DR096_RS04885	E5E95_RS04285
OG0000229	DR096_RS02790	E5E95_RS01065
OG0000230	DR096_RS02795	E5E95_RS01070
OG0000231	DR096_RS02805	E5E95_RS01080
OG0000232	DR096_RS02815	E5E95_RS01090
OG0000233	DR096_RS01885	E5E95_RS01110
OG0000234	DR096_RS01920	E5E95_RS01145
OG0000235	DR096_RS01930	E5E95_RS01155
OG0000236	DR096_RS01935	E5E95_RS01160
OG0000237	DR096_RS01940	E5E95_RS01165
OG0000238	DR096_RS01950	E5E95_RS01175
OG0000239	DR096_RS00850	E5E95_RS03145
OG0000240	DR096_RS00845	E5E95_RS03150
OG0000241	DR096_RS00835	E5E95_RS03160
OG0000242	DR096_RS00830	E5E95_RS03165
OG0000243	DR096_RS00825	E5E95_RS03170
OG0000244	DR096_RS00815	E5E95_RS03180
OG0000245	DR096_RS00805	E5E95_RS03190
OG0000246	DR096_RS02525	E5E95_RS00130
OG0000247	DR096_RS00365	E5E95_RS00140
OG0000248	DR096_RS00355	E5E95_RS00150
OG0000249	DR096_RS00350	E5E95_RS00155
OG0000250	DR096_RS00335	E5E95_RS00170
OG0000251	DR096_RS00300	E5E95_RS00205
OG0000252	DR096_RS00290	E5E95_RS00215
OG0000253	DR096_RS00285	E5E95_RS00220
OG0000254	DR096_RS00275	E5E95_RS00230
OG0000255	DR096_RS00265	E5E95_RS00240
OG0000256	DR096_RS00260	E5E95_RS00245
OG0000257	DR096_RS00235	E5E95_RS00270
OG0000258	DR096_RS00225	E5E95_RS00280
OG0000259	DR096_RS00195	E5E95_RS00310
OG0000260	DR096_RS00185	E5E95_RS00320
OG0000261	DR096_RS04485	E5E95_RS00330
OG0000262	DR096_RS00160	E5E95_RS00350
OG0000263	DR096_RS00145	E5E95_RS00360
OG0000264	DR096_RS00130	E5E95_RS00375
OG0000265	DR096_RS00120	E5E95_RS00385
OG0000266	DR096_RS00105	E5E95_RS00400
OG0000267	DR096_RS00090	E5E95_RS00415
OG0000268	DR096_RS00085	E5E95_RS00420
OG0000269	DR096_RS00070	E5E95_RS00435
OG0000270	DR096_RS04570	E5E95_RS03710
OG0000271	DR096_RS01000	E5E95_RS03705
OG0000272	DR096_RS00995	E5E95_RS03700
OG0000273	DR096_RS00990	E5E95_RS03695
OG0000274	DR096_RS00970	E5E95_RS03675
OG0000275	DR096_RS04560	E5E95_RS03670
OG0000276	DR096_RS00960	E5E95_RS03665
OG0000277	DR096_RS00950	E5E95_RS03655
OG0000278	DR096_RS00945	E5E95_RS03650
OG0000279	DR096_RS00935	E5E95_RS03640
OG0000280	DR096_RS00930	E5E95_RS03635
OG0000281	DR096_RS00925	E5E95_RS03630
OG0000282	DR096_RS04550	E5E95_RS03605
OG0000283	DR096_RS00895	E5E95_RS03600
OG0000284	DR096_RS00890	E5E95_RS03595
OG0000285	DR096_RS04545	E5E95_RS03590
OG0000286	DR096_RS03490	E5E95_RS04305
OG0000287	DR096_RS02920	E5E95_RS02720
OG0000288	DR096_RS02930	E5E95_RS02730
OG0000289	DR096_RS02935	E5E95_RS02735
OG0000290	DR096_RS02450	E5E95_RS02845
OG0000291	DR096_RS02460	E5E95_RS02835
OG0000292	DR096_RS02465	E5E95_RS02830
OG0000293	DR096_RS02470	E5E95_RS02825
OG0000294	DR096_RS02480	E5E95_RS02815
OG0000295	DR096_RS02485	E5E95_RS02810
OG0000296	DR096_RS02970	E5E95_RS02770
OG0000297	DR096_RS02965	E5E95_RS02765
OG0000298	DR096_RS00340	E5E95_RS00165
OG0000299	DR096_RS00315	E5E95_RS00190
OG0000300	DR096_RS00135	E5E95_RS00370
OG0000301	DR096_RS00100	E5E95_RS00405
OG0000302	DR096_RS00095	E5E95_RS00410
OG0000303	DR096_RS02630	E5E95_RS00560
OG0000304	DR096_RS02820	E5E95_RS01095
OG0000305	DR096_RS01110	E5E95_RS03080
OG0000306	DR096_RS01185	E5E95_RS03005
OG0000307	DR096_RS01515	E5E95_RS02970
OG0000308	DR096_RS02430	E5E95_RS02875
OG0000309	DR096_RS02495	E5E95_RS02800
OG0000310	DR096_RS02925	E5E95_RS02725
OG0000311	DR096_RS02985	E5E95_RS02690
OG0000312	DR096_RS03000	E5E95_RS02675
OG0000313	DR096_RS01365	E5E95_RS01620
OG0000314	DR096_RS00495	E5E95_RS02075
OG0000315	DR096_RS00525	E5E95_RS02105
OG0000316	DR096_RS00535	E5E95_RS02115
OG0000317	DR096_RS00625	E5E95_RS02205
OG0000318	DR096_RS04510	E5E95_RS02120
OG0000319	DR096_RS02875	E5E95_RS02345
OG0000320	DR096_RS01700	E5E95_RS02570
OG0000321	DR096_RS01630	E5E95_RS01350
OG0000322	DR096_RS01585	E5E95_RS01395
OG0000323	DR096_RS01290	E5E95_RS01525
OG0000324	DR096_RS03180	E5E95_RS02385
OG0000325	DR096_RS02085	E5E95_RS00700
OG0000326	DR096_RS02180	E5E95_RS00795
OG0000327	DR096_RS02185	E5E95_RS00800
OG0000328	DR096_RS02365	E5E95_RS00885
OG0000329	DR096_RS02385	E5E95_RS00905
OG0000330	DR096_RS01895	E5E95_RS01120
OG0000331	DR096_RS00820	E5E95_RS03175
OG0000332	DR096_RS00705	E5E95_RS03320
OG0000333	DR096_RS00695	E5E95_RS03330
OG0000334	DR096_RS03100	E5E95_RS03440
OG0000335	DR096_RS04740	E5E95_RS03450
OG0000336	DR096_RS04555	E5E95_RS03620
OG0000337	DR096_RS01765	E5E95_RS03795
OG0000338	DR096_RS01805	E5E95_RS03835
OG0000339	DR096_RS03250	E5E95_RS02540
OG0000340	DR096_RS01650	E5E95_RS01330
OG0000341	DR096_RS03160	E5E95_RS02405
OG0000342	DR096_RS02115	E5E95_RS00730
OG0000343	DR096_RS00685	E5E95_RS03340
OG0000344	DR096_RS02645	E5E95_RS00575
OG0000345	DR096_RS02765	E5E95_RS01040
OG0000346	DR096_RS04835	E5E95_RS03625
OG0000347	DR096_RS01560	E5E95_RS01420
OG0000348	DR096_RS02190	E5E95_RS00805
OG0000349	DR096_RS04565	E5E95_RS03685
OG0000350	DR096_RS01505	E5E95_RS02960
OG0000351	DR096_RS00010	E5E95_RS00495
OG0000352	DR096_RS00475	E5E95_RS02050
OG0000353	DR096_RS01590	E5E95_RS01390
OG0000354	DR096_RS03290	E5E95_RS00635
OG0000355	DR096_RS04500	E5E95_RS02020
OG0000356	DR096_RS04505	E5E95_RS02110
OG0000357	DR096_RS04530	E5E95_RS03300
OG0000358	DR096_RS00720	E5E95_RS03305
OG0000359	DR096_RS04670	E5E95_RS00775
OG0000360	DR096_RS00230	E5E95_RS00275
OG0000361	DR096_RS00200	E5E95_RS00305
OG0000362	DR096_RS02945	E5E95_RS02745
OG0000363	DR096_RS01225	E5E95_RS03985
OG0000364	DR096_RS00420	E5E95_RS01995
OG0000365	DR096_RS00575	E5E95_RS02150
OG0000366	DR096_RS00595	E5E95_RS02175
OG0000367	DR096_RS00605	E5E95_RS02185
OG0000368	DR096_RS01870	E5E95_RS00060
OG0000369	DR096_RS04650	E5E95_RS00025
OG0000370	DR096_RS01830	E5E95_RS00020
OG0000371	DR096_RS01825	E5E95_RS00015
OG0000372	DR096_RS01820	E5E95_RS00010
OG0000373	DR096_RS01795	E5E95_RS03825
OG0000374	DR096_RS01785	E5E95_RS03815
OG0000375	DR096_RS02880	E5E95_RS02340
OG0000376	DR096_RS01715	E5E95_RS02585
OG0000377	DR096_RS01705	E5E95_RS02575
OG0000378	DR096_RS01670	E5E95_RS01310
OG0000379	DR096_RS01595	E5E95_RS01385
OG0000380	DR096_RS01570	E5E95_RS01410
OG0000381	DR096_RS01215	E5E95_RS01450
OG0000382	DR096_RS01245	E5E95_RS01480
OG0000383	DR096_RS01285	E5E95_RS01520
OG0000384	DR096_RS03380	E5E95_RS00515
OG0000385	DR096_RS03375	E5E95_RS00520
OG0000386	DR096_RS02610	E5E95_RS00540
OG0000387	DR096_RS02635	E5E95_RS00565
OG0000388	DR096_RS04725	E5E95_RS00570
OG0000389	DR096_RS03310	E5E95_RS00615
OG0000390	DR096_RS01090	E5E95_RS03100
OG0000391	DR096_RS01100	E5E95_RS03090
OG0000392	DR096_RS01125	E5E95_RS03065
OG0000393	DR096_RS04585	E5E95_RS03010
OG0000394	DR096_RS01480	E5E95_RS02940
OG0000395	DR096_RS01475	E5E95_RS02930
OG0000397	DR096_RS00460	E5E95_RS02035
OG0000398	DR096_RS00465	E5E95_RS02040
OG0000399	DR096_RS00510	E5E95_RS02090
OG0000400	DR096_RS00765	E5E95_RS03265
OG0000401	DR096_RS00700	E5E95_RS03325
OG0000402	DR096_RS00690	E5E95_RS03335
OG0000403	DR096_RS00680	E5E95_RS03345
OG0000404	DR096_RS00650	E5E95_RS03375
OG0000405	DR096_RS00635	E5E95_RS03390
OG0000406	DR096_RS03085	E5E95_RS03455
OG0000407	DR096_RS04735	E5E95_RS03460
OG0000408	DR096_RS03075	E5E95_RS03465
OG0000409	DR096_RS03070	E5E95_RS03470
OG0000410	DR096_RS03140	E5E95_RS03530
OG0000411	DR096_RS03130	E5E95_RS03520
OG0000412	DR096_RS03125	E5E95_RS03515
OG0000413	DR096_RS01300	E5E95_RS01535
OG0000414	DR096_RS01310	E5E95_RS01545
OG0000415	DR096_RS01315	E5E95_RS01550
OG0000416	DR096_RS01325	E5E95_RS01560
OG0000417	DR096_RS03165	E5E95_RS02400
OG0000418	DR096_RS03170	E5E95_RS02395
OG0000419	DR096_RS02095	E5E95_RS00710
OG0000420	DR096_RS02130	E5E95_RS00745
OG0000421	DR096_RS02165	E5E95_RS00780
OG0000422	DR096_RS02175	E5E95_RS00790
OG0000423	DR096_RS02325	E5E95_RS00845
OG0000424	DR096_RS02330	E5E95_RS00850
OG0000425	DR096_RS02340	E5E95_RS00860
OG0000426	DR096_RS04695	E5E95_RS00865
OG0000427	DR096_RS04700	E5E95_RS00890
OG0000428	DR096_RS02395	E5E95_RS00915
OG0000429	DR096_RS02755	E5E95_RS01030
OG0000430	DR096_RS02800	E5E95_RS01075
OG0000431	DR096_RS02810	E5E95_RS01085
OG0000432	DR096_RS01890	E5E95_RS01115
OG0000433	DR096_RS01905	E5E95_RS01130
OG0000434	DR096_RS01910	E5E95_RS01135
OG0000435	DR096_RS01925	E5E95_RS01150
OG0000436	DR096_RS01955	E5E95_RS01180
OG0000437	DR096_RS01965	E5E95_RS01190
OG0000438	DR096_RS01970	E5E95_RS01195
OG0000439	DR096_RS01975	E5E95_RS01200
OG0000440	DR096_RS00840	E5E95_RS03155
OG0000441	DR096_RS00800	E5E95_RS03195
OG0000442	DR096_RS02520	E5E95_RS00135
OG0000443	DR096_RS00320	E5E95_RS00185
OG0000444	DR096_RS00305	E5E95_RS00200
OG0000445	DR096_RS00280	E5E95_RS00225
OG0000446	DR096_RS00250	E5E95_RS00255
OG0000447	DR096_RS00245	E5E95_RS00260
OG0000448	DR096_RS00215	E5E95_RS00290
OG0000449	DR096_RS00190	E5E95_RS00315
OG0000450	DR096_RS00180	E5E95_RS00325
OG0000451	DR096_RS00140	E5E95_RS00365
OG0000452	DR096_RS03845	E5E95_RS00390
OG0000453	DR096_RS00080	E5E95_RS00425
OG0000455	DR096_RS01025	E5E95_RS03730
OG0000456	DR096_RS00905	E5E95_RS03610
OG0000457	DR096_RS00880	E5E95_RS03585
OG0000458	DR096_RS02915	E5E95_RS02715
OG0000459	DR096_RS02940	E5E95_RS02740
OG0000460	DR096_RS02950	E5E95_RS02750
OG0000461	DR096_RS02500	E5E95_RS02795
OG0000462	DR096_RS02505	E5E95_RS02790
OG0000463	DR096_RS02510	E5E95_RS02785
OG0000464	DR096_RS02980	E5E95_RS02780
OG0000465	DR096_RS02975	E5E95_RS02775
OG0000466	DR096_RS00110	E5E95_RS00395
OG0000467	DR096_RS04620	E5E95_RS02880
OG0000468	DR096_RS00505	E5E95_RS02085
OG0000469	DR096_RS00565	E5E95_RS02145
OG0000470	DR096_RS03815	E5E95_RS03895
OG0000471	DR096_RS02400	E5E95_RS00920
OG0000472	DR096_RS03190	E5E95_RS03540
OG0000473	DR096_RS01010	E5E95_RS03715
OG0000474	DR096_RS01015	E5E95_RS03720
OG0000475	DR096_RS01020	E5E95_RS03725
OG0000476	DR096_RS01335	E5E95_RS01570
OG0000477	DR096_RS02475	E5E95_RS02820
OG0000478	DR096_RS00955	E5E95_RS03660
OG0000479	DR096_RS01635	E5E95_RS01345
OG0000480	DR096_RS03790	E5E95_RS03865
OG0000481	DR096_RS02200	E5E95_RS00815
OG0000482	DR096_RS02280	E5E95_RS01230
OG0000483	DR096_RS00610	E5E95_RS02190
OG0000484	DR096_RS04490	E5E95_RS00195
OG0000485	DR096_RS01960	E5E95_RS01185
OG0000486	DR096_RS03145	E5E95_RS02420
OG0000487	DR096_RS04515	E5E95_RS02125
OG0000488	DR096_RS00580	E5E95_RS02160
OG0000489	DR096_RS01860	E5E95_RS00050
OG0000490	DR096_RS01800	E5E95_RS03830
OG0000491	DR096_RS01615	E5E95_RS01365
OG0000492	DR096_RS01540	E5E95_RS01440
OG0000493	DR096_RS02650	E5E95_RS00580
OG0000494	DR096_RS03285	E5E95_RS00640
OG0000495	DR096_RS01155	E5E95_RS03035
OG0000496	DR096_RS01165	E5E95_RS03025
OG0000497	DR096_RS01170	E5E95_RS03020
OG0000500	DR096_RS00470	E5E95_RS02045
OG0000501	DR096_RS00755	E5E95_RS04280, E5E95_RS04275
OG0000502	DR096_RS02290	E5E95_RS01220
OG0000503	DR096_RS02145	E5E95_RS00760
OG0000504	DR096_RS02375	E5E95_RS00895
OG0000506	DR096_RS02685	E5E95_RS00960
OG0000508	DR096_RS00255	E5E95_RS00250
OG0000509	DR096_RS00220	E5E95_RS00285
OG0000510	DR096_RS00210	E5E95_RS00295
OG0000511	DR096_RS00075	E5E95_RS00430
OG0000512	DR096_RS02955	E5E95_RS02755
OG0000513	DR096_RS00940	E5E95_RS03645
OG0000514	DR096_RS01130	E5E95_RS03060
OG0000516	DR096_RS04520	E5E95_RS02130
OG0000517	DR096_RS01880	E5E95_RS00065
OG0000518	DR096_RS00710	E5E95_RS03315
OG0000519	DR096_RS02170	E5E95_RS00785
OG0000520	DR096_RS02390	E5E95_RS00910
OG0000521	DR096_RS00240	E5E95_RS00265
OG0000522	DR096_RS00205	E5E95_RS00300
OG0000523	DR096_RS00875	E5E95_RS03580
OG0000525	DR096_RS04760	E5E95_RS03545
OG0000526	DR096_RS03880	E5E95_RS04020
OG0000527	DR096_RS03455	E5E95_RS01880
OG0000528	DR096_RS00555	E5E95_RS02135
OG0000529	DR096_RS02865	E5E95_RS02355
OG0000531	DR096_RS01565	E5E95_RS01415
OG0000532	DR096_RS01395	E5E95_RS01740
OG0000533	DR096_RS03320	E5E95_RS00600
