Orthogroup	MHP_MHP653_genes	MHP_KM014_genes
OG0000043	DR096_RS00455	CIB43_RS00070
OG0000045	DR096_RS01390	CIB43_RS02520
OG0000048	DR096_RS03530	CIB43_RS02995
OG0000049	DR096_RS00770	CIB43_RS00150
OG0000051	DR096_RS02440	CIB43_RS03575
OG0000052	DR096_RS02830	CIB43_RS00775
OG0000053	DR096_RS04590	CIB43_RS02315
OG0000054	DR096_RS02995	CIB43_RS03395
OG0000055	DR096_RS02530	CIB43_RS00835
OG0000056	DR096_RS01045	CIB43_RS00630, CIB43_RS03960
OG0000057	DR096_RS01065	CIB43_RS03840
OG0000060	DR096_RS02295	CIB43_RS00780
OG0000061	DR096_RS00405	CIB43_RS02745
OG0000062	DR096_RS01775	CIB43_RS00675
OG0000063	DR096_RS04645	CIB43_RS00660
OG0000064	DR096_RS01760	CIB43_RS00650
OG0000065	DR096_RS02855	CIB43_RS03145
OG0000067	DR096_RS02595	CIB43_RS01410
OG0000068	DR096_RS03280	CIB43_RS01520
OG0000069	DR096_RS01175	CIB43_RS03740
OG0000070	DR096_RS02990	CIB43_RS03400
OG0000071	DR096_RS03055	CIB43_RS00360
OG0000072	DR096_RS04730	CIB43_RS00375
OG0000073	DR096_RS02090	CIB43_RS01580
OG0000075	DR096_RS00165	CIB43_RS01060
OG0000077	DR096_RS00060	CIB43_RS01330
OG0000078	DR096_RS04150, DR096_RS02015	CIB43_RS02560
OG0000079	DR096_RS02960	CIB43_RS03480
OG0000080	DR096_RS04245	CIB43_RS03525
OG0000081	DR096_RS00170	CIB43_RS01055
OG0000082	DR096_RS01735	CIB43_RS03315
OG0000083	DR096_RS00560	CIB43_RS02935
OG0000084	DR096_RS00585	CIB43_RS02955
OG0000086	DR096_RS00600	CIB43_RS02970
OG0000087	DR096_RS00615	CIB43_RS02975
OG0000088	DR096_RS00620	CIB43_RS02980
OG0000089	DR096_RS03525	CIB43_RS02990
OG0000090	DR096_RS02835	CIB43_RS00770
OG0000091	DR096_RS01865	CIB43_RS00760
OG0000092	DR096_RS01850	CIB43_RS00745
OG0000093	DR096_RS01845	CIB43_RS00735
OG0000094	DR096_RS01840	CIB43_RS00730
OG0000095	DR096_RS01815	CIB43_RS00715
OG0000096	DR096_RS01810	CIB43_RS00700
OG0000097	DR096_RS01790	CIB43_RS00690
OG0000100	DR096_RS01035	CIB43_RS00610
OG0000101	DR096_RS01030	CIB43_RS00600
OG0000102	DR096_RS02040	CIB43_RS02580
OG0000103	DR096_RS02890	CIB43_RS03110
OG0000104	DR096_RS02885	CIB43_RS03120
OG0000105	DR096_RS02870	CIB43_RS03130
OG0000106	DR096_RS02860	CIB43_RS03140
OG0000107	DR096_RS02850	CIB43_RS03150
OG0000108	DR096_RS02845	CIB43_RS03155
OG0000109	DR096_RS02840	CIB43_RS03160
OG0000110	DR096_RS01725	CIB43_RS03290
OG0000111	DR096_RS01720	CIB43_RS03285
OG0000112	DR096_RS01710	CIB43_RS03280
OG0000113	DR096_RS04785	CIB43_RS03260
OG0000114	DR096_RS03255	CIB43_RS03245
OG0000115	DR096_RS03245	CIB43_RS03230
OG0000116	DR096_RS01665	CIB43_RS02165
OG0000117	DR096_RS01660	CIB43_RS02170
OG0000118	DR096_RS01625	CIB43_RS02205
OG0000119	DR096_RS01620	CIB43_RS02210
OG0000120	DR096_RS01605	CIB43_RS02230
OG0000121	DR096_RS01580	CIB43_RS02250
OG0000122	DR096_RS01575	CIB43_RS02255
OG0000123	DR096_RS01555	CIB43_RS02275
OG0000124	DR096_RS01550	CIB43_RS02280
OG0000125	DR096_RS01545	CIB43_RS02285
OG0000126	DR096_RS01210	CIB43_RS02295
OG0000127	DR096_RS01220	CIB43_RS02305
OG0000128	DR096_RS01235	CIB43_RS02320
OG0000129	DR096_RS01240	CIB43_RS02330
OG0000130	DR096_RS01250	CIB43_RS02335
OG0000131	DR096_RS04595	CIB43_RS02370
OG0000132	DR096_RS04600	CIB43_RS02385
OG0000133	DR096_RS02600	CIB43_RS01415
OG0000134	DR096_RS02605	CIB43_RS01425
OG0000135	DR096_RS02620	CIB43_RS01435
OG0000136	DR096_RS02625	CIB43_RS01440
OG0000137	DR096_RS02665	CIB43_RS01470
OG0000138	DR096_RS03305	CIB43_RS01495
OG0000139	DR096_RS03275	CIB43_RS01525
OG0000140	DR096_RS03270	CIB43_RS01540
OG0000141	DR096_RS01055	CIB43_RS03850
OG0000142	DR096_RS04575	CIB43_RS03845
OG0000143	DR096_RS01085	CIB43_RS03835
OG0000144	DR096_RS01095	CIB43_RS03815
OG0000145	DR096_RS01105	CIB43_RS03805
OG0000146	DR096_RS01115	CIB43_RS03790
OG0000147	DR096_RS01120	CIB43_RS03785
OG0000148	DR096_RS01135	CIB43_RS03780
OG0000149	DR096_RS01145	CIB43_RS03760
OG0000150	DR096_RS01160	CIB43_RS03745
OG0000151	DR096_RS01530	CIB43_RS03700
OG0000152	DR096_RS01525	CIB43_RS03695
OG0000153	DR096_RS01520	CIB43_RS03690
OG0000154	DR096_RS01510	CIB43_RS03680
OG0000155	DR096_RS01470	CIB43_RS03645
OG0000156	DR096_RS01460	CIB43_RS03635
OG0000157	DR096_RS04635	CIB43_RS03625
OG0000158	DR096_RS04630	CIB43_RS03620
OG0000159	DR096_RS03005	CIB43_RS03385
OG0000160	DR096_RS03010	CIB43_RS03380
OG0000161	DR096_RS03015	CIB43_RS03375
OG0000163	DR096_RS03030	CIB43_RS03370
OG0000164	DR096_RS01375	CIB43_RS02495
OG0000165	DR096_RS00480	CIB43_RS02840
OG0000166	DR096_RS00500	CIB43_RS02860
OG0000167	DR096_RS00515	CIB43_RS02875
OG0000168	DR096_RS00520	CIB43_RS02880
OG0000169	DR096_RS00775	CIB43_RS00130
OG0000171	DR096_RS00750	CIB43_RS00155
OG0000172	DR096_RS00740	CIB43_RS00160
OG0000173	DR096_RS00735	CIB43_RS00165
OG0000174	DR096_RS00730	CIB43_RS00170
OG0000175	DR096_RS00715	CIB43_RS00190
OG0000176	DR096_RS00665	CIB43_RS00235
OG0000177	DR096_RS00660	CIB43_RS00240
OG0000178	DR096_RS00655	CIB43_RS00245
OG0000179	DR096_RS00645	CIB43_RS00255
OG0000180	DR096_RS00640	CIB43_RS00260
OG0000181	DR096_RS04745	CIB43_RS00310
OG0000182	DR096_RS03095	CIB43_RS00320
OG0000183	DR096_RS03060	CIB43_RS00355
OG0000184	DR096_RS03135	CIB43_RS00430
OG0000185	DR096_RS03120	CIB43_RS00380
OG0000186	DR096_RS04605	CIB43_RS02400
OG0000187	DR096_RS01320	CIB43_RS02410
OG0000188	DR096_RS01330	CIB43_RS02425
OG0000189	DR096_RS04750	CIB43_RS03200
OG0000190	DR096_RS03155	CIB43_RS03195
OG0000191	DR096_RS03175	CIB43_RS03180
OG0000192	DR096_RS02270	CIB43_RS02085
OG0000193	DR096_RS02285	CIB43_RS02075
OG0000194	DR096_RS02075	CIB43_RS01560
OG0000195	DR096_RS02080	CIB43_RS01565
OG0000196	DR096_RS02100	CIB43_RS01585
OG0000197	DR096_RS02105	CIB43_RS01590
OG0000198	DR096_RS02120	CIB43_RS01605
OG0000199	DR096_RS02125	CIB43_RS01615
OG0000200	DR096_RS02140	CIB43_RS01630
OG0000201	DR096_RS02150	CIB43_RS01635
OG0000202	DR096_RS02205	CIB43_RS01690
OG0000203	DR096_RS02215	CIB43_RS01695
OG0000204	DR096_RS04690	CIB43_RS01700
OG0000205	DR096_RS02315	CIB43_RS01705
OG0000206	DR096_RS02335	CIB43_RS01735
OG0000207	DR096_RS02350	CIB43_RS01740
OG0000208	DR096_RS02355	CIB43_RS01745
OG0000209	DR096_RS02360	CIB43_RS01750
OG0000210	DR096_RS02405	CIB43_RS01800
OG0000211	DR096_RS02680	CIB43_RS01805
OG0000212	DR096_RS02690	CIB43_RS01815
OG0000213	DR096_RS02695	CIB43_RS01820
OG0000214	DR096_RS02700	CIB43_RS01825
OG0000215	DR096_RS02705	CIB43_RS01830
OG0000216	DR096_RS02710	CIB43_RS01835
OG0000217	DR096_RS02715	CIB43_RS01845
OG0000218	DR096_RS02725	CIB43_RS01850
OG0000219	DR096_RS02730	CIB43_RS01855
OG0000220	DR096_RS02735	CIB43_RS01860
OG0000221	DR096_RS02740	CIB43_RS01865
OG0000222	DR096_RS02745	CIB43_RS01870
OG0000223	DR096_RS02750	CIB43_RS01875
OG0000225	DR096_RS02770	CIB43_RS01895
OG0000226	DR096_RS02775	CIB43_RS01900
OG0000227	DR096_RS02780	CIB43_RS01905
OG0000228	DR096_RS04885	CIB43_RS01910
OG0000229	DR096_RS02790	CIB43_RS01915
OG0000230	DR096_RS02795	CIB43_RS01920
OG0000231	DR096_RS02805	CIB43_RS01935
OG0000232	DR096_RS02815	CIB43_RS01940
OG0000233	DR096_RS01885	CIB43_RS01965
OG0000234	DR096_RS01920	CIB43_RS02000
OG0000235	DR096_RS01930	CIB43_RS02005
OG0000236	DR096_RS01935	CIB43_RS02010
OG0000237	DR096_RS01940	CIB43_RS02015
OG0000238	DR096_RS01950	CIB43_RS02025
OG0000239	DR096_RS00850	CIB43_RS03860
OG0000240	DR096_RS00845	CIB43_RS03870
OG0000241	DR096_RS00835	CIB43_RS03875
OG0000242	DR096_RS00830	CIB43_RS03880
OG0000243	DR096_RS00825	CIB43_RS03885
OG0000244	DR096_RS00815	CIB43_RS03900
OG0000245	DR096_RS00805	CIB43_RS03905
OG0000246	DR096_RS02525	CIB43_RS00845
OG0000247	DR096_RS00365	CIB43_RS00850
OG0000248	DR096_RS00355	CIB43_RS00875
OG0000250	DR096_RS00335	CIB43_RS00885
OG0000251	DR096_RS00300	CIB43_RS00925
OG0000252	DR096_RS00290	CIB43_RS00930
OG0000253	DR096_RS00285	CIB43_RS00940
OG0000254	DR096_RS00275	CIB43_RS00950
OG0000255	DR096_RS00265	CIB43_RS00955
OG0000256	DR096_RS00260	CIB43_RS00960
OG0000257	DR096_RS00235	CIB43_RS00985
OG0000258	DR096_RS00225	CIB43_RS01015
OG0000259	DR096_RS00195	CIB43_RS01030
OG0000260	DR096_RS00185	CIB43_RS01045
OG0000262	DR096_RS00160	CIB43_RS01075
OG0000263	DR096_RS00145	CIB43_RS01080
OG0000264	DR096_RS00130	CIB43_RS01100
OG0000265	DR096_RS00120	CIB43_RS01110
OG0000266	DR096_RS00105	CIB43_RS01120
OG0000267	DR096_RS00090	CIB43_RS01135
OG0000268	DR096_RS00085	CIB43_RS01305
OG0000269	DR096_RS00070	CIB43_RS01320
OG0000270	DR096_RS04570	CIB43_RS00575
OG0000271	DR096_RS01000	CIB43_RS00570
OG0000272	DR096_RS00995	CIB43_RS00565
OG0000273	DR096_RS00990	CIB43_RS00560
OG0000274	DR096_RS00970	CIB43_RS00545
OG0000275	DR096_RS04560	CIB43_RS00535
OG0000276	DR096_RS00960	CIB43_RS00530
OG0000277	DR096_RS00950	CIB43_RS00525
OG0000278	DR096_RS00945	CIB43_RS00515
OG0000279	DR096_RS00935	CIB43_RS00510
OG0000280	DR096_RS00930	CIB43_RS00500
OG0000281	DR096_RS00925	CIB43_RS00495
OG0000283	DR096_RS00895	CIB43_RS00475
OG0000284	DR096_RS00890	CIB43_RS00460
OG0000285	DR096_RS04545	CIB43_RS00455
OG0000286	DR096_RS03490	CIB43_RS03345
OG0000287	DR096_RS02920	CIB43_RS03440
OG0000288	DR096_RS02930	CIB43_RS03450
OG0000289	DR096_RS02935	CIB43_RS03455
OG0000290	DR096_RS02450	CIB43_RS03565
OG0000291	DR096_RS02460	CIB43_RS03560
OG0000292	DR096_RS02465	CIB43_RS03550
OG0000293	DR096_RS02470	CIB43_RS03545
OG0000294	DR096_RS02480	CIB43_RS03540
OG0000295	DR096_RS02485	CIB43_RS03530
OG0000296	DR096_RS02970	CIB43_RS03495
OG0000297	DR096_RS02965	CIB43_RS03485
OG0000298	DR096_RS00340	CIB43_RS00880
OG0000299	DR096_RS00315	CIB43_RS00915
OG0000300	DR096_RS00135	CIB43_RS01090
OG0000301	DR096_RS00100	CIB43_RS01125
OG0000302	DR096_RS00095	CIB43_RS01130
OG0000303	DR096_RS02630	CIB43_RS01455
OG0000304	DR096_RS02820	CIB43_RS01950
OG0000305	DR096_RS01110	CIB43_RS03795
OG0000306	DR096_RS01185	CIB43_RS03725
OG0000307	DR096_RS01515	CIB43_RS03685
OG0000308	DR096_RS02430	CIB43_RS03600
OG0000309	DR096_RS02495	CIB43_RS03520
OG0000310	DR096_RS02925	CIB43_RS03445
OG0000311	DR096_RS02985	CIB43_RS03405
OG0000312	DR096_RS03000	CIB43_RS03390
OG0000313	DR096_RS01365	CIB43_RS02485
OG0000314	DR096_RS00495	CIB43_RS02855
OG0000315	DR096_RS00525	CIB43_RS02885
OG0000316	DR096_RS00535	CIB43_RS02895
OG0000317	DR096_RS00625	CIB43_RS02985
OG0000318	DR096_RS04510	CIB43_RS02900
OG0000319	DR096_RS02875	CIB43_RS03125
OG0000320	DR096_RS01700	CIB43_RS03270
OG0000321	DR096_RS01630	CIB43_RS02200
OG0000322	DR096_RS01585	CIB43_RS02245
OG0000323	DR096_RS01290	CIB43_RS02375
OG0000324	DR096_RS03180	CIB43_RS03170
OG0000325	DR096_RS02085	CIB43_RS01570
OG0000326	DR096_RS02180	CIB43_RS01665
OG0000327	DR096_RS02185	CIB43_RS01670
OG0000328	DR096_RS02365	CIB43_RS01760
OG0000329	DR096_RS02385	CIB43_RS01775
OG0000330	DR096_RS01895	CIB43_RS01970
OG0000331	DR096_RS00820	CIB43_RS03890
OG0000332	DR096_RS00705	CIB43_RS00200
OG0000333	DR096_RS00695	CIB43_RS00210
OG0000334	DR096_RS03100	CIB43_RS00315
OG0000335	DR096_RS04740	CIB43_RS00340
OG0000336	DR096_RS04555	CIB43_RS00485
OG0000337	DR096_RS01765	CIB43_RS00655
OG0000338	DR096_RS01805	CIB43_RS00695
OG0000339	DR096_RS03250	CIB43_RS03235
OG0000340	DR096_RS01650	CIB43_RS02185
OG0000341	DR096_RS03160	CIB43_RS03190
OG0000342	DR096_RS02115	CIB43_RS01600
OG0000343	DR096_RS00685	CIB43_RS00215
OG0000344	DR096_RS02645	CIB43_RS01465
OG0000345	DR096_RS02765	CIB43_RS01890
OG0000346	DR096_RS04835	CIB43_RS00490
OG0000347	DR096_RS01560	CIB43_RS02270
OG0000348	DR096_RS02190	CIB43_RS01685
OG0000349	DR096_RS04565	CIB43_RS00550
OG0000350	DR096_RS01505	CIB43_RS03675
OG0000351	DR096_RS00010	CIB43_RS01385
OG0000352	DR096_RS00475	CIB43_RS02830
OG0000353	DR096_RS01590	CIB43_RS02240
OG0000354	DR096_RS03290	CIB43_RS01515
OG0000355	DR096_RS04500	CIB43_RS02805
OG0000356	DR096_RS04505	CIB43_RS02890
OG0000357	DR096_RS04530	CIB43_RS00175
OG0000358	DR096_RS00720	CIB43_RS00180
OG0000359	DR096_RS04670	CIB43_RS01650
OG0000360	DR096_RS00230	CIB43_RS00990
OG0000361	DR096_RS00200	CIB43_RS01020
OG0000362	DR096_RS02945	CIB43_RS03475
OG0000363	DR096_RS01225	CIB43_RS02310
OG0000369	DR096_RS04650	CIB43_RS00725
OG0000370	DR096_RS01830	CIB43_RS00720
OG0000378	DR096_RS01670	CIB43_RS02160
OG0000379	DR096_RS01595	CIB43_RS02235
OG0000380	DR096_RS01570	CIB43_RS02260
OG0000381	DR096_RS01215	CIB43_RS02300
OG0000385	DR096_RS03375	CIB43_RS01405
OG0000389	DR096_RS03310	CIB43_RS01490
OG0000394	DR096_RS01480	CIB43_RS03660
OG0000396	DR096_RS03045	CIB43_RS03350
OG0000403	DR096_RS00680	CIB43_RS00220
OG0000404	DR096_RS00650	CIB43_RS00250
OG0000405	DR096_RS00635	CIB43_RS00265
OG0000409	DR096_RS03070	CIB43_RS00345
OG0000412	DR096_RS03125	CIB43_RS00390
OG0000417	DR096_RS03165	CIB43_RS03185
OG0000428	DR096_RS02395	CIB43_RS01785
OG0000429	DR096_RS02755	CIB43_RS01885
OG0000430	DR096_RS02800	CIB43_RS01925
OG0000434	DR096_RS01910	CIB43_RS01985
OG0000436	DR096_RS01955	CIB43_RS02030
OG0000437	DR096_RS01965	CIB43_RS02065
OG0000441	DR096_RS00800	CIB43_RS03910
OG0000451	DR096_RS00140	CIB43_RS01085
OG0000453	DR096_RS00080	CIB43_RS01315
OG0000457	DR096_RS00880	CIB43_RS00450
OG0000459	DR096_RS02940	CIB43_RS03460
OG0000463	DR096_RS02510	CIB43_RS03515
OG0000464	DR096_RS02980	CIB43_RS03500
OG0000466	DR096_RS00110	CIB43_RS01115
OG0000468	DR096_RS00505	CIB43_RS02870
OG0000471	DR096_RS02400	CIB43_RS01790
OG0000473	DR096_RS01010	CIB43_RS00580
OG0000474	DR096_RS01015	CIB43_RS00585
OG0000475	DR096_RS01020	CIB43_RS00595
OG0000482	DR096_RS02280	CIB43_RS02080
OG0000485	DR096_RS01960	CIB43_RS02035
OG0000486	DR096_RS03145	CIB43_RS03205
OG0000487	DR096_RS04515	CIB43_RS02915
OG0000488	DR096_RS00580	CIB43_RS02940
OG0000489	DR096_RS01860	CIB43_RS00750
OG0000491	DR096_RS01615	CIB43_RS02220
OG0000492	DR096_RS01540	CIB43_RS02290
OG0000495	DR096_RS01155	CIB43_RS03750
OG0000502	DR096_RS02290	CIB43_RS02070
OG0000504	DR096_RS02375	CIB43_RS01770
OG0000506	DR096_RS02685	CIB43_RS01810
OG0000508	DR096_RS00255	CIB43_RS00980
OG0000517	DR096_RS01880	CIB43_RS00765
OG0000519	DR096_RS02170	CIB43_RS01660
OG0000520	DR096_RS02390	CIB43_RS01780
OG0000523	DR096_RS00875	CIB43_RS00445
OG0000526	DR096_RS03880	CIB43_RS02720
OG0000527	DR096_RS03455	CIB43_RS02640
OG0000529	DR096_RS02865	CIB43_RS03135
OG0000530	DR096_RS03260	CIB43_RS03250
OG0000531	DR096_RS01565	CIB43_RS02265
OG0000537	DR096_RS02110	CIB43_RS01595
OG0000538	DR096_RS01915	CIB43_RS01990
OG0000543	DR096_RS03760	CIB43_RS01215
OG0000544	DR096_RS04680	CIB43_RS02125
OG0000545	DR096_RS03395	CIB43_RS02715
OG0000546	DR096_RS01200, DR096_RS04090	CIB43_RS03705
OG0000553	DR096_RS04625	CIB43_RS03610
OG0000554	DR096_RS01730	CIB43_RS03295
OG0000557	DR096_RS02225	CIB43_RS02130
OG0000558	DR096_RS02255	CIB43_RS02100
OG0000559	DR096_RS02035	CIB43_RS02575
OG0000560	DR096_RS03410	CIB43_RS02680
OG0000561	DR096_RS01900	CIB43_RS01980
OG0000562	DR096_RS03405	CIB43_RS02685
OG0000563	DR096_RS03420	CIB43_RS02670
OG0000564	DR096_RS01675	CIB43_RS02155
OG0000565	DR096_RS00410	CIB43_RS02760
OG0000566	DR096_RS00400	CIB43_RS02740
OG0000568	DR096_RS02070	CIB43_RS01555
OG0000569	DR096_RS02250	CIB43_RS02105
OG0000570	DR096_RS04685	CIB43_RS02110
OG0000571	DR096_RS02240	CIB43_RS02115
OG0000572	DR096_RS02220	CIB43_RS02135
OG0000573	DR096_RS02030	CIB43_RS02570
OG0000574	DR096_RS01655	CIB43_RS02175
OG0000575	DR096_RS02265	CIB43_RS02090
OG0000576	DR096_RS01985	CIB43_RS02530
OG0000579	DR096_RS03475	CIB43_RS02660
OG0000580	DR096_RS04010	CIB43_RS03710
OG0000581	DR096_RS03460	CIB43_RS02645
OG0000585	DR096_RS02895	CIB43_RS03105
OG0000588	DR096_RS01980	CIB43_RS02525
OG0000589	DR096_RS03445	CIB43_RS03055
OG0000592	DR096_RS02445	CIB43_RS03570
OG0000594	DR096_RS02260	CIB43_RS02095
OG0000595	DR096_RS00790	CIB43_RS03920
OG0000597	DR096_RS00795	CIB43_RS03915
OG0000601	DR096_RS03415	CIB43_RS02675
OG0000606	DR096_RS03465	CIB43_RS02655
OG0000608	DR096_RS04805	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690
OG0000613	DR096_RS03890	CIB43_RS02785
OG0000614	DR096_RS03560	CIB43_RS03070
