Orthogroup	MHP_MHP653_genes	MHP_111A_genes
OG0000052	DR096_RS02830	NB623_RS00080, NB623_RS00075
OG0000053	DR096_RS04590	NB623_RS01570
OG0000054	DR096_RS02995	NB623_RS02625
OG0000055	DR096_RS02530	NB623_RS00125
OG0000056	DR096_RS01045	NB623_RS03725
OG0000057	DR096_RS01065	NB623_RS03085
OG0000061	DR096_RS00405	NB623_RS02235
OG0000062	DR096_RS01775	NB623_RS03775
OG0000063	DR096_RS04645	NB623_RS03770
OG0000064	DR096_RS01760	NB623_RS03760
OG0000065	DR096_RS02855	NB623_RS02390
OG0000066	DR096_RS01610	NB623_RS01470
OG0000068	DR096_RS03280	NB623_RS00640
OG0000069	DR096_RS01175	NB623_RS02980
OG0000070	DR096_RS02990	NB623_RS02630
OG0000071	DR096_RS03055	NB623_RS03425
OG0000072	DR096_RS04730	NB623_RS03430
OG0000073	DR096_RS02090	NB623_RS00710
OG0000074	DR096_RS04705	NB623_RS00910
OG0000075	DR096_RS00165	NB623_RS00330
OG0000076	DR096_RS00150	NB623_RS00345
OG0000077	DR096_RS00060	NB623_RS00430
OG0000078	DR096_RS04150	NB623_RS01805
OG0000079	DR096_RS02960	NB623_RS02720
OG0000080	DR096_RS04245	NB623_RS02770
OG0000081	DR096_RS00170	NB623_RS00325
OG0000083	DR096_RS00560	NB623_RS02075
OG0000084	DR096_RS00585	NB623_RS02045
OG0000085	DR096_RS00590	NB623_RS02040
OG0000086	DR096_RS00600	NB623_RS02030
OG0000087	DR096_RS00615	NB623_RS02015
OG0000088	DR096_RS00620	NB623_RS02010
OG0000089	DR096_RS03525	NB623_RS02000
OG0000090	DR096_RS02835	NB623_RS00070
OG0000091	DR096_RS01865	NB623_RS00055
OG0000092	DR096_RS01850	NB623_RS00050
OG0000093	DR096_RS01845	NB623_RS00035
OG0000094	DR096_RS01840	NB623_RS00030
OG0000095	DR096_RS01815	NB623_RS00005
OG0000096	DR096_RS01810	NB623_RS03810
OG0000097	DR096_RS01790	NB623_RS03790
OG0000098	DR096_RS01780	NB623_RS03780
OG0000099	DR096_RS03485	NB623_RS03730
OG0000100	DR096_RS01035	NB623_RS03715
OG0000101	DR096_RS01030	NB623_RS03710
OG0000102	DR096_RS02040	NB623_RS01830
OG0000103	DR096_RS02890	NB623_RS02355
OG0000104	DR096_RS02885	NB623_RS02360
OG0000105	DR096_RS02870	NB623_RS02380
OG0000106	DR096_RS02860	NB623_RS02385
OG0000107	DR096_RS02850	NB623_RS02395
OG0000108	DR096_RS02845	NB623_RS02400
OG0000109	DR096_RS02840	NB623_RS02405
OG0000110	DR096_RS01725	NB623_RS02525
OG0000111	DR096_RS01720	NB623_RS02520
OG0000112	DR096_RS01710	NB623_RS02510
OG0000113	DR096_RS04785	NB623_RS02490
OG0000114	DR096_RS03255	NB623_RS02485
OG0000115	DR096_RS03245	NB623_RS02470
OG0000116	DR096_RS01665	NB623_RS01415
OG0000117	DR096_RS01660	NB623_RS01420
OG0000118	DR096_RS01625	NB623_RS01455
OG0000119	DR096_RS01620	NB623_RS01465
OG0000120	DR096_RS01605	NB623_RS01475
OG0000121	DR096_RS01580	NB623_RS01505
OG0000122	DR096_RS01575	NB623_RS01510
OG0000123	DR096_RS01555	NB623_RS01530
OG0000124	DR096_RS01550	NB623_RS01535
OG0000125	DR096_RS01545	NB623_RS01545
OG0000126	DR096_RS01210	NB623_RS01550
OG0000127	DR096_RS01220	NB623_RS01560
OG0000128	DR096_RS01235	NB623_RS01575
OG0000129	DR096_RS01240	NB623_RS01580
OG0000130	DR096_RS01250	NB623_RS01590
OG0000131	DR096_RS04595	NB623_RS01620
OG0000132	DR096_RS04600	NB623_RS01635
OG0000133	DR096_RS02600	NB623_RS00525
OG0000134	DR096_RS02605	NB623_RS00530
OG0000135	DR096_RS02620	NB623_RS00545
OG0000136	DR096_RS02625	NB623_RS00550
OG0000137	DR096_RS02665	NB623_RS00590
OG0000138	DR096_RS03305	NB623_RS00615
OG0000139	DR096_RS03275	NB623_RS00645
OG0000140	DR096_RS03270	NB623_RS00650
OG0000141	DR096_RS01055	NB623_RS03095
OG0000142	DR096_RS04575	NB623_RS03090
OG0000143	DR096_RS01085	NB623_RS03075
OG0000144	DR096_RS01095	NB623_RS03060
OG0000145	DR096_RS01105	NB623_RS03050
OG0000146	DR096_RS01115	NB623_RS03040
OG0000147	DR096_RS01120	NB623_RS03035
OG0000148	DR096_RS01135	NB623_RS03020
OG0000149	DR096_RS01145	NB623_RS03010
OG0000150	DR096_RS01160	NB623_RS02995
OG0000151	DR096_RS01530	NB623_RS02945
OG0000152	DR096_RS01525	NB623_RS02940
OG0000153	DR096_RS01520	NB623_RS02935
OG0000154	DR096_RS01510	NB623_RS02925
OG0000155	DR096_RS01470	NB623_RS02885
OG0000156	DR096_RS01460	NB623_RS02875
OG0000157	DR096_RS04635	NB623_RS02870
OG0000158	DR096_RS04630	NB623_RS02860
OG0000159	DR096_RS03005	NB623_RS02615
OG0000160	DR096_RS03010	NB623_RS02610
OG0000161	DR096_RS03015	NB623_RS02605
OG0000162	DR096_RS03025	NB623_RS02595
OG0000163	DR096_RS03030	NB623_RS02590
OG0000164	DR096_RS01375	NB623_RS01725
OG0000165	DR096_RS00480	NB623_RS02155
OG0000166	DR096_RS00500	NB623_RS02135
OG0000167	DR096_RS00515	NB623_RS02120
OG0000168	DR096_RS00520	NB623_RS02115
OG0000169	DR096_RS00775	NB623_RS03200
OG0000170	DR096_RS00760	NB623_RS03215
OG0000171	DR096_RS00750	NB623_RS03225
OG0000172	DR096_RS00740	NB623_RS03230
OG0000173	DR096_RS00735	NB623_RS03235
OG0000174	DR096_RS00730	NB623_RS03240
OG0000175	DR096_RS00715	NB623_RS03265
OG0000176	DR096_RS00665	NB623_RS03310
OG0000177	DR096_RS00660	NB623_RS03315
OG0000178	DR096_RS00655	NB623_RS03320
OG0000179	DR096_RS00645	NB623_RS03330
OG0000180	DR096_RS00640	NB623_RS03335
OG0000181	DR096_RS04745	NB623_RS03375
OG0000182	DR096_RS03095	NB623_RS03385
OG0000183	DR096_RS03060	NB623_RS03420
OG0000184	DR096_RS03135	NB623_RS03485
OG0000185	DR096_RS03120	NB623_RS03475
OG0000186	DR096_RS04605	NB623_RS01645
OG0000187	DR096_RS01320	NB623_RS01660
OG0000188	DR096_RS01330	NB623_RS01670
OG0000189	DR096_RS04750	NB623_RS02445
OG0000190	DR096_RS03155	NB623_RS02440
OG0000191	DR096_RS03175	NB623_RS02415
OG0000192	DR096_RS02270	NB623_RS01340
OG0000193	DR096_RS02285	NB623_RS01325
OG0000194	DR096_RS02075	NB623_RS00690
OG0000195	DR096_RS02080	NB623_RS00695
OG0000196	DR096_RS02100	NB623_RS00720
OG0000197	DR096_RS02105	NB623_RS00730
OG0000198	DR096_RS02120	NB623_RS00740
OG0000199	DR096_RS02125	NB623_RS00745
OG0000200	DR096_RS02140	NB623_RS00760
OG0000201	DR096_RS02150	NB623_RS00770
OG0000202	DR096_RS02205	NB623_RS00830
OG0000203	DR096_RS02215	NB623_RS00835
OG0000204	DR096_RS04690	NB623_RS00840
OG0000205	DR096_RS02315	NB623_RS00845
OG0000206	DR096_RS02335	NB623_RS00865
OG0000207	DR096_RS02350	NB623_RS00880
OG0000208	DR096_RS02355	NB623_RS00885
OG0000209	DR096_RS02360	NB623_RS00890
OG0000210	DR096_RS02405	NB623_RS00935
OG0000211	DR096_RS02680	NB623_RS01070
OG0000212	DR096_RS02690	NB623_RS01080
OG0000213	DR096_RS02695	NB623_RS01085
OG0000214	DR096_RS02700	NB623_RS01090
OG0000215	DR096_RS02705	NB623_RS01095
OG0000216	DR096_RS02710	NB623_RS01100
OG0000217	DR096_RS02715	NB623_RS01105
OG0000218	DR096_RS02725	NB623_RS01115
OG0000219	DR096_RS02730	NB623_RS01120
OG0000220	DR096_RS02735	NB623_RS01125
OG0000221	DR096_RS02740	NB623_RS01130
OG0000222	DR096_RS02745	NB623_RS01135
OG0000223	DR096_RS02750	NB623_RS01140
OG0000224	DR096_RS02760	NB623_RS01150
OG0000225	DR096_RS02770	NB623_RS01160
OG0000226	DR096_RS02775	NB623_RS01165
OG0000227	DR096_RS02780	NB623_RS01170
OG0000228	DR096_RS04885	NB623_RS01175
OG0000229	DR096_RS02790	NB623_RS01180
OG0000230	DR096_RS02795	NB623_RS01185
OG0000231	DR096_RS02805	NB623_RS01195
OG0000232	DR096_RS02815	NB623_RS01205
OG0000233	DR096_RS01885	NB623_RS01225
OG0000234	DR096_RS01920	NB623_RS01260
OG0000235	DR096_RS01930	NB623_RS01270
OG0000236	DR096_RS01935	NB623_RS01275
OG0000237	DR096_RS01940	NB623_RS01280
OG0000238	DR096_RS01950	NB623_RS01285
OG0000239	DR096_RS00850	NB623_RS03105
OG0000240	DR096_RS00845	NB623_RS03110
OG0000241	DR096_RS00835	NB623_RS03120
OG0000242	DR096_RS00830	NB623_RS03125
OG0000243	DR096_RS00825	NB623_RS03130
OG0000244	DR096_RS00815	NB623_RS03140
OG0000245	DR096_RS00805	NB623_RS03145
OG0000246	DR096_RS02525	NB623_RS00130
OG0000247	DR096_RS00365	NB623_RS00140
OG0000248	DR096_RS00355	NB623_RS00150
OG0000249	DR096_RS00350	NB623_RS00155
OG0000250	DR096_RS00335	NB623_RS00175
OG0000251	DR096_RS00300	NB623_RS00205
OG0000252	DR096_RS00290	NB623_RS00210
OG0000253	DR096_RS00285	NB623_RS00215
OG0000254	DR096_RS00275	NB623_RS00225
OG0000255	DR096_RS00265	NB623_RS00230
OG0000256	DR096_RS00260	NB623_RS00240
OG0000257	DR096_RS00235	NB623_RS00260
OG0000258	DR096_RS00225	NB623_RS00270
OG0000259	DR096_RS00195	NB623_RS00300
OG0000260	DR096_RS00185	NB623_RS00310
OG0000261	DR096_RS04485	NB623_RS00320
OG0000262	DR096_RS00160	NB623_RS00340
OG0000263	DR096_RS00145	NB623_RS00350
OG0000264	DR096_RS00130	NB623_RS00365
OG0000265	DR096_RS00120	NB623_RS00375
OG0000266	DR096_RS00105	NB623_RS00390
OG0000267	DR096_RS00090	NB623_RS00405
OG0000268	DR096_RS00085	NB623_RS00410
OG0000269	DR096_RS00070	NB623_RS00425
OG0000270	DR096_RS04570	NB623_RS03685
OG0000271	DR096_RS01000	NB623_RS03675
OG0000272	DR096_RS00995	NB623_RS03670
OG0000273	DR096_RS00990	NB623_RS03665
OG0000274	DR096_RS00970	NB623_RS03650
OG0000275	DR096_RS04560	NB623_RS03640
OG0000276	DR096_RS00960	NB623_RS03635
OG0000277	DR096_RS00950	NB623_RS03625
OG0000278	DR096_RS00945	NB623_RS03620
OG0000279	DR096_RS00935	NB623_RS03615
OG0000280	DR096_RS00930	NB623_RS03605
OG0000281	DR096_RS00925	NB623_RS03600
OG0000282	DR096_RS04550	NB623_RS03570, NB623_RS03575
OG0000283	DR096_RS00895	NB623_RS03565
OG0000284	DR096_RS00890	NB623_RS03560
OG0000285	DR096_RS04545	NB623_RS03555
OG0000286	DR096_RS03490	NB623_RS02575
OG0000287	DR096_RS02920	NB623_RS02675
OG0000288	DR096_RS02930	NB623_RS02685
OG0000289	DR096_RS02935	NB623_RS02690
OG0000290	DR096_RS02450	NB623_RS02810
OG0000291	DR096_RS02460	NB623_RS02800
OG0000292	DR096_RS02465	NB623_RS02795
OG0000293	DR096_RS02470	NB623_RS02790
OG0000294	DR096_RS02480	NB623_RS02780
OG0000295	DR096_RS02485	NB623_RS02775
OG0000296	DR096_RS02970	NB623_RS02730
OG0000297	DR096_RS02965	NB623_RS02725
OG0000298	DR096_RS00340	NB623_RS00165
OG0000299	DR096_RS00315	NB623_RS00185
OG0000300	DR096_RS00135	NB623_RS00360
OG0000301	DR096_RS00100	NB623_RS00395
OG0000302	DR096_RS00095	NB623_RS00400
OG0000303	DR096_RS02630	NB623_RS00555
OG0000304	DR096_RS02820	NB623_RS01210
OG0000305	DR096_RS01110	NB623_RS03045
OG0000306	DR096_RS01185	NB623_RS02970
OG0000307	DR096_RS01515	NB623_RS02930
OG0000308	DR096_RS02430	NB623_RS02835
OG0000309	DR096_RS02495	NB623_RS02765
OG0000310	DR096_RS02925	NB623_RS02680
OG0000311	DR096_RS02985	NB623_RS02635
OG0000312	DR096_RS03000	NB623_RS02620
OG0000313	DR096_RS01365	NB623_RS01715
OG0000314	DR096_RS00495	NB623_RS02140
OG0000315	DR096_RS00525	NB623_RS02110
OG0000316	DR096_RS00535	NB623_RS02100
OG0000317	DR096_RS00625	NB623_RS02005
OG0000318	DR096_RS04510	NB623_RS02095
OG0000319	DR096_RS02875	NB623_RS02370
OG0000320	DR096_RS01700	NB623_RS02500
OG0000321	DR096_RS01630	NB623_RS01450
OG0000322	DR096_RS01585	NB623_RS01500
OG0000323	DR096_RS01290	NB623_RS01630
OG0000324	DR096_RS03180	NB623_RS02410
OG0000325	DR096_RS02085	NB623_RS00705
OG0000326	DR096_RS02180	NB623_RS00805
OG0000327	DR096_RS02185	NB623_RS00810
OG0000328	DR096_RS02365	NB623_RS00895
OG0000329	DR096_RS02385	NB623_RS00915
OG0000330	DR096_RS01895	NB623_RS01235
OG0000331	DR096_RS00820	NB623_RS03135
OG0000332	DR096_RS00705	NB623_RS03270
OG0000333	DR096_RS00695	NB623_RS03280
OG0000334	DR096_RS03100	NB623_RS03380
OG0000335	DR096_RS04740	NB623_RS03390
OG0000336	DR096_RS04555	NB623_RS03590
OG0000337	DR096_RS01765	NB623_RS03765
OG0000338	DR096_RS01805	NB623_RS03805
OG0000339	DR096_RS03250	NB623_RS02475
OG0000340	DR096_RS01650	NB623_RS01430
OG0000341	DR096_RS03160	NB623_RS02435
OG0000342	DR096_RS02115	NB623_RS00735
OG0000343	DR096_RS00685	NB623_RS03290
OG0000344	DR096_RS02645	NB623_RS00570
OG0000345	DR096_RS02765	NB623_RS01155
OG0000346	DR096_RS04835	NB623_RS03595
OG0000347	DR096_RS01560	NB623_RS01525
OG0000348	DR096_RS02190	NB623_RS00815
OG0000349	DR096_RS04565	NB623_RS03655
OG0000350	DR096_RS01505	NB623_RS02920
OG0000351	DR096_RS00010	NB623_RS00480
OG0000352	DR096_RS00475	NB623_RS02160
OG0000353	DR096_RS01590	NB623_RS01490
OG0000354	DR096_RS03290	NB623_RS00630
OG0000355	DR096_RS04500	NB623_RS02185
OG0000356	DR096_RS04505	NB623_RS02105
OG0000357	DR096_RS04530	NB623_RS03245
OG0000358	DR096_RS00720	NB623_RS03250
OG0000359	DR096_RS04670	NB623_RS00780
OG0000360	DR096_RS00230	NB623_RS00265
OG0000361	DR096_RS00200	NB623_RS00295
OG0000362	DR096_RS02945	NB623_RS02705
OG0000363	DR096_RS01225	NB623_RS01565
OG0000364	DR096_RS00420	NB623_RS02210
OG0000365	DR096_RS00575	NB623_RS02060
OG0000366	DR096_RS00595	NB623_RS02035
OG0000367	DR096_RS00605	NB623_RS02025
OG0000368	DR096_RS01870	NB623_RS00060
OG0000369	DR096_RS04650	NB623_RS00025
OG0000370	DR096_RS01830	NB623_RS00020
OG0000371	DR096_RS01825	NB623_RS00015
OG0000372	DR096_RS01820	NB623_RS00010
OG0000373	DR096_RS01795	NB623_RS03795
OG0000374	DR096_RS01785	NB623_RS03785
OG0000375	DR096_RS02880	NB623_RS02365
OG0000376	DR096_RS01715	NB623_RS02515
OG0000377	DR096_RS01705	NB623_RS02505
OG0000378	DR096_RS01670	NB623_RS01410
OG0000379	DR096_RS01595	NB623_RS01485
OG0000380	DR096_RS01570	NB623_RS01515
OG0000381	DR096_RS01215	NB623_RS01555
OG0000382	DR096_RS01245	NB623_RS01585
OG0000383	DR096_RS01285	NB623_RS01625
OG0000384	DR096_RS03380	NB623_RS00510
OG0000385	DR096_RS03375	NB623_RS00520
OG0000386	DR096_RS02610	NB623_RS00535
OG0000387	DR096_RS02635	NB623_RS00560
OG0000388	DR096_RS04725	NB623_RS00565
OG0000389	DR096_RS03310	NB623_RS00610
OG0000390	DR096_RS01090	NB623_RS03065
OG0000391	DR096_RS01100	NB623_RS03055
OG0000392	DR096_RS01125	NB623_RS03030
OG0000393	DR096_RS04585	NB623_RS02975
OG0000394	DR096_RS01480	NB623_RS02895
OG0000395	DR096_RS01475	NB623_RS02890
OG0000396	DR096_RS03045	NB623_RS02580
OG0000397	DR096_RS00460	NB623_RS02175
OG0000398	DR096_RS00465	NB623_RS02170
OG0000399	DR096_RS00510	NB623_RS02125
OG0000400	DR096_RS00765	NB623_RS03210
OG0000401	DR096_RS00700	NB623_RS03275
OG0000402	DR096_RS00690	NB623_RS03285
OG0000403	DR096_RS00680	NB623_RS03295
OG0000404	DR096_RS00650	NB623_RS03325
OG0000405	DR096_RS00635	NB623_RS03340
OG0000406	DR096_RS03085	NB623_RS03395
OG0000407	DR096_RS04735	NB623_RS03400
OG0000408	DR096_RS03075	NB623_RS03405
OG0000409	DR096_RS03070	NB623_RS03410
OG0000410	DR096_RS03140	NB623_RS03495
OG0000411	DR096_RS03130	NB623_RS03480
OG0000413	DR096_RS01300	NB623_RS01640
OG0000414	DR096_RS01310	NB623_RS01650
OG0000415	DR096_RS01315	NB623_RS01655
OG0000416	DR096_RS01325	NB623_RS01665
OG0000417	DR096_RS03165	NB623_RS02430
OG0000418	DR096_RS03170	NB623_RS02420
OG0000419	DR096_RS02095	NB623_RS00715
OG0000420	DR096_RS02130	NB623_RS00750
OG0000421	DR096_RS02165	NB623_RS00790
OG0000422	DR096_RS02175	NB623_RS00800
OG0000423	DR096_RS02325	NB623_RS00855
OG0000424	DR096_RS02330	NB623_RS00860
OG0000425	DR096_RS02340	NB623_RS00870
OG0000426	DR096_RS04695	NB623_RS00875
OG0000427	DR096_RS04700	NB623_RS00900
OG0000428	DR096_RS02395	NB623_RS00925
OG0000429	DR096_RS02755	NB623_RS01145
OG0000430	DR096_RS02800	NB623_RS01190
OG0000431	DR096_RS02810	NB623_RS01200
OG0000432	DR096_RS01890	NB623_RS01230
OG0000433	DR096_RS01905	NB623_RS01245
OG0000434	DR096_RS01910	NB623_RS01255
OG0000435	DR096_RS01925	NB623_RS01265
OG0000436	DR096_RS01955	NB623_RS01290
OG0000437	DR096_RS01965	NB623_RS01300
OG0000438	DR096_RS01970	NB623_RS01305
OG0000439	DR096_RS01975	NB623_RS01310
OG0000440	DR096_RS00840	NB623_RS03115
OG0000441	DR096_RS00800	NB623_RS03150
OG0000442	DR096_RS02520	NB623_RS00135
OG0000443	DR096_RS00320	NB623_RS00180
OG0000444	DR096_RS00305	NB623_RS00195
OG0000445	DR096_RS00280	NB623_RS00220
OG0000446	DR096_RS00250	NB623_RS00245
OG0000447	DR096_RS00245	NB623_RS00255
OG0000448	DR096_RS00215	NB623_RS00280
OG0000449	DR096_RS00190	NB623_RS00305
OG0000450	DR096_RS00180	NB623_RS00315
OG0000451	DR096_RS00140	NB623_RS00355
OG0000452	DR096_RS03845	NB623_RS00380
OG0000453	DR096_RS00080	NB623_RS00415
OG0000454	DR096_RS01410	NB623_RS01755
OG0000455	DR096_RS01025	NB623_RS03705
OG0000456	DR096_RS00905	NB623_RS03580
OG0000457	DR096_RS00880	NB623_RS03545
OG0000458	DR096_RS02915	NB623_RS02670
OG0000459	DR096_RS02940	NB623_RS02700
OG0000460	DR096_RS02950	NB623_RS02710
OG0000461	DR096_RS02500	NB623_RS02755
OG0000462	DR096_RS02505	NB623_RS02750
OG0000463	DR096_RS02510	NB623_RS02745
OG0000464	DR096_RS02980	NB623_RS02740
OG0000465	DR096_RS02975	NB623_RS02735
OG0000466	DR096_RS00110	NB623_RS00385
OG0000467	DR096_RS04620	NB623_RS02845
OG0000468	DR096_RS00505	NB623_RS02130
OG0000469	DR096_RS00565	NB623_RS02070
OG0000470	DR096_RS03815	NB623_RS00850
OG0000471	DR096_RS02400	NB623_RS00930
OG0000472	DR096_RS03190	NB623_RS03500
OG0000473	DR096_RS01010	NB623_RS03690
OG0000474	DR096_RS01015	NB623_RS03695
OG0000475	DR096_RS01020	NB623_RS03700
OG0000476	DR096_RS01335	NB623_RS01675
OG0000477	DR096_RS02475	NB623_RS02785
OG0000478	DR096_RS00955	NB623_RS03630
OG0000479	DR096_RS01635	NB623_RS01445
OG0000480	DR096_RS03790	NB623_RS02065
OG0000481	DR096_RS02200	NB623_RS00825
OG0000482	DR096_RS02280	NB623_RS01330
OG0000483	DR096_RS00610	NB623_RS02020
OG0000484	DR096_RS04490	NB623_RS00190
OG0000485	DR096_RS01960	NB623_RS01295
OG0000486	DR096_RS03145	NB623_RS02450
OG0000488	DR096_RS00580	NB623_RS02055
OG0000490	DR096_RS01800	NB623_RS03800
OG0000493	DR096_RS02650	NB623_RS00575
OG0000494	DR096_RS03285	NB623_RS00635
OG0000495	DR096_RS01155	NB623_RS03005
OG0000496	DR096_RS01165	NB623_RS02990
OG0000497	DR096_RS01170	NB623_RS02985
OG0000498	DR096_RS01485	NB623_RS02900
OG0000499	DR096_RS01450	NB623_RS02865
OG0000500	DR096_RS00470	NB623_RS02165
OG0000501	DR096_RS00755	NB623_RS03220
OG0000502	DR096_RS02290	NB623_RS01320
OG0000503	DR096_RS02145	NB623_RS00765
OG0000504	DR096_RS02375	NB623_RS00905
OG0000505	DR096_RS02675	NB623_RS01065
OG0000506	DR096_RS02685	NB623_RS01075
OG0000507	DR096_RS02720	NB623_RS01110
OG0000509	DR096_RS00220	NB623_RS00275
OG0000510	DR096_RS00210	NB623_RS00285
OG0000511	DR096_RS00075	NB623_RS00420
OG0000512	DR096_RS02955	NB623_RS02715
OG0000514	DR096_RS01130	NB623_RS03025
OG0000516	DR096_RS04520	NB623_RS02090
OG0000517	DR096_RS01880	NB623_RS00065
OG0000519	DR096_RS02170	NB623_RS00795
OG0000520	DR096_RS02390	NB623_RS00920
OG0000522	DR096_RS00205	NB623_RS00290
OG0000523	DR096_RS00875	NB623_RS03540
OG0000524	DR096_RS01420	NB623_RS02840
OG0000525	DR096_RS04760	NB623_RS03505
OG0000526	DR096_RS03880	NB623_RS02260
OG0000527	DR096_RS03455	NB623_RS02315
OG0000528	DR096_RS00555	NB623_RS02080
OG0000531	DR096_RS01565	NB623_RS01520
OG0000532	DR096_RS01395	NB623_RS01745
OG0000533	DR096_RS03320	NB623_RS00595
OG0000534	DR096_RS00125	NB623_RS00370
OG0000540	DR096_RS02455	NB623_RS02805
OG0000541	DR096_RS01465	NB623_RS02880
OG0000543	DR096_RS03760	NB623_RS01930
OG0000544	DR096_RS04680	NB623_RS01375
OG0000545	DR096_RS03395	NB623_RS02270
OG0000546	DR096_RS01200	NB623_RS02950
OG0000552	DR096_RS00675	NB623_RS03300
OG0000553	DR096_RS04625	NB623_RS02855
OG0000554	DR096_RS01730	NB623_RS02535
OG0000555	DR096_RS04580	NB623_RS03080
OG0000557	DR096_RS02225	NB623_RS01385
OG0000558	DR096_RS02255	NB623_RS01355
OG0000559	DR096_RS02035	NB623_RS01825
OG0000560	DR096_RS03410	NB623_RS02290
OG0000561	DR096_RS01900	NB623_RS01240
OG0000562	DR096_RS03405	NB623_RS02280
OG0000563	DR096_RS03420	NB623_RS02295
OG0000564	DR096_RS01675	NB623_RS01405
OG0000565	DR096_RS00410	NB623_RS02220
OG0000566	DR096_RS00400	NB623_RS02240
OG0000567	DR096_RS00370	NB623_RS02265
OG0000568	DR096_RS02070	NB623_RS00685
OG0000569	DR096_RS02250	NB623_RS01360
OG0000570	DR096_RS04685	NB623_RS01365
OG0000571	DR096_RS02240	NB623_RS01370
OG0000572	DR096_RS02220	NB623_RS01390
OG0000573	DR096_RS02030	NB623_RS01820
OG0000574	DR096_RS01655	NB623_RS01425
OG0000575	DR096_RS02265	NB623_RS01350
OG0000576	DR096_RS01985	NB623_RS01775
OG0000578	DR096_RS01430	NB623_RS02850
OG0000579	DR096_RS03475	NB623_RS02305
OG0000580	DR096_RS04010	NB623_RS02955
OG0000581	DR096_RS03460	NB623_RS02310
OG0000582	DR096_RS04675	NB623_RS01380
OG0000583	DR096_RS02020	NB623_RS01810
OG0000585	DR096_RS02895	NB623_RS02350
OG0000586	DR096_RS04145	NB623_RS01795
OG0000587	DR096_RS04830	NB623_RS02215
