Orthogroup	MHP_112B_genes	MHP_MHP682_genes
OG0000280	NBX26_RS03615	DR097_RS00660
OG0000281	NBX26_RS03610	DR097_RS00665
OG0000282	NBX26_RS03585	DR097_RS04550
OG0000283	NBX26_RS03580	DR097_RS00695
OG0000284	NBX26_RS03575	DR097_RS00700
OG0000285	NBX26_RS03570	DR097_RS04555
OG0000286	NBX26_RS02585	DR097_RS01985
OG0000287	NBX26_RS02680	DR097_RS02680
OG0000288	NBX26_RS02690	DR097_RS02670
OG0000289	NBX26_RS02695	DR097_RS02665
OG0000290	NBX26_RS02815	DR097_RS01555
OG0000291	NBX26_RS02800	DR097_RS01565
OG0000292	NBX26_RS02795	DR097_RS01570
OG0000293	NBX26_RS02785	DR097_RS01575
OG0000294	NBX26_RS02775	DR097_RS03220
OG0000295	NBX26_RS02770	DR097_RS03210
OG0000296	NBX26_RS02730	DR097_RS02630
OG0000297	NBX26_RS02725	DR097_RS02635
OG0000298	NBX26_RS00165	DR097_RS00265
OG0000299	NBX26_RS00190	DR097_RS00240
OG0000300	NBX26_RS00365	DR097_RS00060
OG0000301	NBX26_RS00400	DR097_RS00025
OG0000302	NBX26_RS00405	DR097_RS00020
OG0000303	NBX26_RS00560	DR097_RS02370
OG0000304	NBX26_RS01215	DR097_RS02325
OG0000305	NBX26_RS03055	DR097_RS01205
OG0000306	NBX26_RS02980	DR097_RS01735
OG0000307	NBX26_RS02940	DR097_RS01770
OG0000308	NBX26_RS02850	DR097_RS01535
OG0000309	NBX26_RS02760	DR097_RS03200
OG0000310	NBX26_RS02685	DR097_RS02675
OG0000311	NBX26_RS02645	DR097_RS01925
OG0000312	NBX26_RS02630	DR097_RS01940
OG0000313	NBX26_RS01720	DR097_RS03115
OG0000314	NBX26_RS02145	DR097_RS00815
OG0000315	NBX26_RS02115	DR097_RS00785
OG0000316	NBX26_RS02105	DR097_RS00775
OG0000317	NBX26_RS02005	DR097_RS02840
OG0000318	NBX26_RS02100	DR097_RS04590
OG0000319	NBX26_RS02380	DR097_RS02725
OG0000320	NBX26_RS02510	DR097_RS02130
OG0000321	NBX26_RS01455	DR097_RS01695
OG0000322	NBX26_RS01510	DR097_RS01650
OG0000323	NBX26_RS01640	DR097_RS03305
OG0000324	NBX26_RS02420	DR097_RS03005
OG0000325	NBX26_RS00710	DR097_RS01120
OG0000326	NBX26_RS00805	DR097_RS01025
OG0000327	NBX26_RS00810	DR097_RS01020
OG0000328	NBX26_RS00895	DR097_RS00935
OG0000329	NBX26_RS00920	DR097_RS00915
OG0000330	NBX26_RS01240	DR097_RS00520
OG0000331	NBX26_RS03145	DR097_RS01300
OG0000332	NBX26_RS03285	DR097_RS01410
OG0000333	NBX26_RS03295	DR097_RS01400
OG0000334	NBX26_RS03400	DR097_RS03150
OG0000335	NBX26_RS03410	DR097_RS03160
OG0000336	NBX26_RS03600	DR097_RS04545
OG0000337	NBX26_RS03765	DR097_RS02600
OG0000338	NBX26_RS03805	DR097_RS03540
OG0000339	NBX26_RS02485	DR097_RS02100
OG0000340	NBX26_RS01435	DR097_RS01715
OG0000341	NBX26_RS02445	DR097_RS03025
OG0000342	NBX26_RS00740	DR097_RS01090
OG0000343	NBX26_RS03305	DR097_RS01390
OG0000344	NBX26_RS00575	DR097_RS02355
OG0000345	NBX26_RS01160	DR097_RS02270
OG0000346	NBX26_RS03605	DR097_RS04870
OG0000347	NBX26_RS01535	DR097_RS01625
OG0000348	NBX26_RS00815	DR097_RS01015
OG0000349	NBX26_RS03665	DR097_RS04535
OG0000350	NBX26_RS02930	DR097_RS01780
OG0000351	NBX26_RS00485	DR097_RS03225
OG0000352	NBX26_RS02165	DR097_RS00835
OG0000353	NBX26_RS01500	DR097_RS01655
OG0000354	NBX26_RS00635	DR097_RS03065
OG0000355	NBX26_RS02190	DR097_RS04600
OG0000356	NBX26_RS02110	DR097_RS04595
OG0000357	NBX26_RS03260	DR097_RS04635
OG0000358	NBX26_RS03265	DR097_RS01425
OG0000359	NBX26_RS00785	DR097_RS04620
OG0000360	NBX26_RS00270	DR097_RS00155
OG0000361	NBX26_RS00300	DR097_RS00125
OG0000362	NBX26_RS02705	DR097_RS02655
OG0000363	NBX26_RS01575	DR097_RS04660
OG0000364	NBX26_RS02215	DR097_RS00890
OG0000365	NBX26_RS02065	DR097_RS04570
OG0000366	NBX26_RS02040	DR097_RS02870
OG0000367	NBX26_RS02025	DR097_RS02860
OG0000368	NBX26_RS00060	DR097_RS02770
OG0000369	NBX26_RS00025	DR097_RS04750
OG0000370	NBX26_RS00020	DR097_RS02810
OG0000371	NBX26_RS00015	DR097_RS02815
OG0000372	NBX26_RS00010	DR097_RS02820
OG0000373	NBX26_RS03795	DR097_RS02570
OG0000374	NBX26_RS03785	DR097_RS02580
OG0000375	NBX26_RS02375	DR097_RS02720
OG0000376	NBX26_RS02525	DR097_RS02145
OG0000377	NBX26_RS02515	DR097_RS02135
OG0000378	NBX26_RS01415	DR097_RS00325
OG0000379	NBX26_RS01495	DR097_RS01660
OG0000380	NBX26_RS01530	DR097_RS01635
OG0000381	NBX26_RS01565	DR097_RS01595
OG0000382	NBX26_RS01595	DR097_RS03350
OG0000383	NBX26_RS01635	DR097_RS03310
OG0000384	NBX26_RS00515	DR097_RS03605
OG0000385	NBX26_RS00525	DR097_RS02090
OG0000386	NBX26_RS00540	DR097_RS02390
OG0000387	NBX26_RS00565	DR097_RS02365
OG0000388	NBX26_RS00570	DR097_RS04710
OG0000389	NBX26_RS00615	DR097_RS03085
OG0000390	NBX26_RS03075	DR097_RS01225
OG0000391	NBX26_RS03065	DR097_RS01215
OG0000392	NBX26_RS03040	DR097_RS01190
OG0000393	NBX26_RS02985	DR097_RS04670
OG0000394	NBX26_RS02905	DR097_RS01805
OG0000395	NBX26_RS02900	DR097_RS01810
OG0000396	NBX26_RS02590	DR097_RS01980
OG0000397	NBX26_RS02180	DR097_RS00850
OG0000398	NBX26_RS02175	DR097_RS00845
OG0000399	NBX26_RS02130	DR097_RS00800
OG0000400	NBX26_RS03225	DR097_RS01465
OG0000401	NBX26_RS03290	DR097_RS01405
OG0000402	NBX26_RS03300	DR097_RS01395
OG0000403	NBX26_RS03310	DR097_RS01385
OG0000404	NBX26_RS03345	DR097_RS01355
OG0000405	NBX26_RS03360	DR097_RS01340
OG0000406	NBX26_RS03415	DR097_RS03165
OG0000407	NBX26_RS03420	DR097_RS04810
OG0000408	NBX26_RS03425	DR097_RS03175
OG0000410	NBX26_RS03505	DR097_RS02970
OG0000411	NBX26_RS03490	DR097_RS02980
OG0000412	NBX26_RS03485	DR097_RS02985
OG0000413	NBX26_RS01650	DR097_RS02935
OG0000414	NBX26_RS01660	DR097_RS02925
OG0000415	NBX26_RS01665	DR097_RS02920
OG0000416	NBX26_RS01675	DR097_RS02910
OG0000417	NBX26_RS02440	DR097_RS03020
OG0000418	NBX26_RS02430	DR097_RS03015
OG0000419	NBX26_RS00720	DR097_RS01110
OG0000420	NBX26_RS00755	DR097_RS01075
OG0000421	NBX26_RS00795	DR097_RS01040
OG0000422	NBX26_RS00800	DR097_RS01030
OG0000423	NBX26_RS00855	DR097_RS00975
OG0000424	NBX26_RS00860	DR097_RS00970
OG0000425	NBX26_RS00870	DR097_RS00960
OG0000426	NBX26_RS00875	DR097_RS04615
OG0000427	NBX26_RS00900	DR097_RS04610
OG0000428	NBX26_RS00925	DR097_RS00905
OG0000429	NBX26_RS01150	DR097_RS02260
OG0000430	NBX26_RS01195	DR097_RS02305
OG0000431	NBX26_RS01205	DR097_RS02315
OG0000432	NBX26_RS01235	DR097_RS00525
OG0000433	NBX26_RS01260	DR097_RS00510
OG0000435	NBX26_RS01270	DR097_RS00490
OG0000437	NBX26_RS01305	DR097_RS00450
OG0000438	NBX26_RS01310	DR097_RS00445
OG0000439	NBX26_RS01315	DR097_RS04525
OG0000440	NBX26_RS03125	DR097_RS04630
OG0000441	NBX26_RS03165	DR097_RS03780
OG0000442	NBX26_RS00135	DR097_RS00295
OG0000443	NBX26_RS00185	DR097_RS00245
OG0000444	NBX26_RS00200	DR097_RS00230
OG0000445	NBX26_RS00225	DR097_RS00205
OG0000446	NBX26_RS00250	DR097_RS00175
OG0000447	NBX26_RS00255	DR097_RS00170
OG0000448	NBX26_RS00290	DR097_RS00140
OG0000449	NBX26_RS00310	DR097_RS00115
OG0000450	NBX26_RS00320	DR097_RS00105
OG0000451	NBX26_RS00360	DR097_RS00065
OG0000452	NBX26_RS00385	DR097_RS00040
OG0000454	NBX26_RS01695	DR097_RS03090
OG0000455	NBX26_RS03710	DR097_RS00565
OG0000456	NBX26_RS03590	DR097_RS00685
OG0000457	NBX26_RS03565	DR097_RS00710
OG0000458	NBX26_RS02675	DR097_RS02685
OG0000459	NBX26_RS02700	DR097_RS02660
OG0000460	NBX26_RS02710	DR097_RS02650
OG0000461	NBX26_RS02755	DR097_RS03195
OG0000462	NBX26_RS02750	DR097_RS03190
OG0000463	NBX26_RS02745	DR097_RS03185
OG0000464	NBX26_RS02740	DR097_RS02620
OG0000465	NBX26_RS02735	DR097_RS02625
OG0000466	NBX26_RS00390	DR097_RS00035
OG0000467	NBX26_RS02855	DR097_RS04655
OG0000468	NBX26_RS02135	DR097_RS00805
OG0000469	NBX26_RS02075	DR097_RS00745
OG0000470	NBX26_RS00850	DR097_RS03815
OG0000472	NBX26_RS03515	DR097_RS02945
OG0000473	NBX26_RS03695	DR097_RS00580
OG0000474	NBX26_RS03700	DR097_RS00575
OG0000475	NBX26_RS03705	DR097_RS00570
OG0000476	NBX26_RS01685	DR097_RS02900
OG0000477	NBX26_RS02780	DR097_RS03795
OG0000478	NBX26_RS03640	DR097_RS00635
OG0000479	NBX26_RS01450	DR097_RS01700
OG0000480	NBX26_RS02070	DR097_RS03810
OG0000481	NBX26_RS00825	DR097_RS01005
OG0000482	NBX26_RS01335	DR097_RS00410
OG0000483	NBX26_RS02020	DR097_RS02855
OG0000484	NBX26_RS00195	DR097_RS04505
OG0000485	NBX26_RS01300	DR097_RS00455
OG0000486	NBX26_RS02460	DR097_RS03040
OG0000487	NBX26_RS02095	DR097_RS04585
OG0000489	NBX26_RS00050	DR097_RS02780
OG0000490	NBX26_RS03800	DR097_RS03535
OG0000492	NBX26_RS01555	DR097_RS01605
OG0000493	NBX26_RS00580	DR097_RS02350
OG0000494	NBX26_RS00640	DR097_RS03060
OG0000495	NBX26_RS03015	DR097_RS01160
OG0000496	NBX26_RS03000	DR097_RS01150
OG0000497	NBX26_RS02995	DR097_RS01720
OG0000498	NBX26_RS02910	DR097_RS01800
OG0000499	NBX26_RS02875	DR097_RS01500
OG0000500	NBX26_RS02170	DR097_RS00840
OG0000501	NBX26_RS03235	DR097_RS01455
OG0000502	NBX26_RS01325	DR097_RS00420
OG0000503	NBX26_RS00770	DR097_RS01060
OG0000504	NBX26_RS00905	DR097_RS00925
OG0000505	NBX26_RS01070	DR097_RS02180
OG0000507	NBX26_RS01115	DR097_RS02225
OG0000508	NBX26_RS00245	DR097_RS00180
OG0000511	NBX26_RS00425	DR097_RS03290
OG0000512	NBX26_RS02715	DR097_RS02645
OG0000513	NBX26_RS03625	DR097_RS00650
OG0000514	NBX26_RS03035	DR097_RS01185
OG0000515	NBX26_RS02255	DR097_RS04270, DR097_RS04275
OG0000516	NBX26_RS02090	DR097_RS04580
OG0000518	NBX26_RS03275	DR097_RS01415
OG0000521	NBX26_RS00260	DR097_RS00165
OG0000522	NBX26_RS00295	DR097_RS00130
OG0000523	NBX26_RS03560	DR097_RS00715
OG0000525	NBX26_RS03520	DR097_RS04770
OG0000526	NBX26_RS02270	DR097_RS04225
OG0000527	NBX26_RS02325	DR097_RS04395
OG0000528	NBX26_RS02085	DR097_RS04575
OG0000530	NBX26_RS02495	DR097_RS02115
OG0000532	NBX26_RS01750	DR097_RS03520
OG0000533	NBX26_RS00600	DR097_RS03360
OG0000534	NBX26_RS00375	DR097_RS00050
OG0000535	NBX26_RS00045	DR097_RS04745
OG0000536	NBX26_RS03740	DR097_RS03385
OG0000540	NBX26_RS02805	DR097_RS01560
OG0000542	NBX26_RS00345	DR097_RS00080
OG0000543	NBX26_RS01930	DR097_RS02005
OG0000544	NBX26_RS01380	DR097_RS04515
OG0000545	NBX26_RS02280	DR097_RS02535
OG0000546	NBX26_RS02960	DR097_RS01750
OG0000551	NBX26_RS03155	DR097_RS01310
OG0000552	NBX26_RS03320	DR097_RS01380
OG0000553	NBX26_RS02865	DR097_RS04650
OG0000554	NBX26_RS02545	DR097_RS02160
OG0000556	NBX26_RS01975	DR097_RS04700
OG0000557	NBX26_RS01390	DR097_RS00355
OG0000558	NBX26_RS01360	DR097_RS00385
OG0000559	NBX26_RS01830	DR097_RS01855
OG0000560	NBX26_RS02300	DR097_RS02550
OG0000561	NBX26_RS01245	DR097_RS00515
OG0000562	NBX26_RS02290	DR097_RS02545
OG0000563	NBX26_RS02305	DR097_RS02565
OG0000564	NBX26_RS01410	DR097_RS03805
