Orthogroup	MHP_112B_genes	MHP_MHP691_genes
OG0000025	NBX26_RS01795	DR087_RS04625
OG0000025	NBX26_RS01840	DR087_RS02095
OG0000026	NBX26_RS01490	DR087_RS01165
OG0000026	NBX26_RS01820	DR087_RS02075
OG0000027	NBX26_RS03535	DR087_RS04635
OG0000027	NBX26_RS03555	DR087_RS04475
OG0000028	NBX26_RS02575	DR087_RS04675
OG0000028	NBX26_RS02580	DR087_RS01670
OG0000029	NBX26_RS01225	DR087_RS02775
OG0000029	NBX26_RS00610	DR087_RS03175
OG0000030	NBX26_RS03525	DR087_RS04640
OG0000030	NBX26_RS03550	DR087_RS04470
OG0000032	NBX26_RS01700	DR087_RS03235
OG0000032	NBX26_RS03540, NBX26_RS03545	DR087_RS00575
OG0000033	NBX26_RS02570	DR087_RS04070
OG0000033	NBX26_RS02555, NBX26_RS02560	DR087_RS01675
OG0000034	NBX26_RS00985	DR087_RS03600
OG0000034	NBX26_RS00975	DR087_RS04365
OG0000035	NBX26_RS03375	DR087_RS00855
OG0000035	NBX26_RS03365	DR087_RS00865
OG0000036	NBX26_RS00120	DR087_RS00550
OG0000037	NBX26_RS01705	DR087_RS04725
OG0000039	NBX26_RS01735	DR087_RS03190
OG0000040	NBX26_RS03455	DR087_RS02165
OG0000041	NBX26_RS00670	DR087_RS03625
OG0000042	NBX26_RS03110	DR087_RS03360
OG0000043	NBX26_RS02185	DR087_RS01545
OG0000044	NBX26_RS01805	DR087_RS04800
OG0000045	NBX26_RS01745, NBX26_RS01740	DR087_RS03185
OG0000046	NBX26_RS03460	DR087_RS04655
OG0000048	NBX26_RS01920	DR087_RS00140
OG0000049	NBX26_RS03220	DR087_RS01000
OG0000050	NBX26_RS02610	DR087_RS02450
OG0000051	NBX26_RS02825	DR087_RS01275
OG0000052	NBX26_RS00080, NBX26_RS00075	DR087_RS00505
OG0000053	NBX26_RS01580	DR087_RS04540
OG0000054	NBX26_RS02635	DR087_RS02475
OG0000055	NBX26_RS00125	DR087_RS00555
OG0000056	NBX26_RS03730	DR087_RS00765
OG0000057	NBX26_RS03095	DR087_RS01485
OG0000058	NBX26_RS01995	DR087_RS00275, DR087_RS00280
OG0000060	NBX26_RS00085	DR087_RS00510
OG0000061	NBX26_RS02240	DR087_RS01595
OG0000062	NBX26_RS03775	DR087_RS00395
OG0000063	NBX26_RS03770	DR087_RS04450
OG0000064	NBX26_RS03760	DR087_RS00380
OG0000065	NBX26_RS02400	DR087_RS00215
OG0000066	NBX26_RS01480, NBX26_RS01475	DR087_RS01175
OG0000068	NBX26_RS00645	DR087_RS03140
OG0000069	NBX26_RS02990	DR087_RS01375
OG0000070	NBX26_RS02640	DR087_RS02480
OG0000071	NBX26_RS03445	DR087_RS00780
OG0000072	NBX26_RS03450	DR087_RS02175
OG0000073	NBX26_RS00715	DR087_RS02200
OG0000074	NBX26_RS00910	DR087_RS04685
OG0000075	NBX26_RS00335	DR087_RS01860
OG0000076	NBX26_RS00350	DR087_RS01875
OG0000077	NBX26_RS00435	DR087_RS03060
OG0000078	NBX26_RS01810	DR087_RS02065
OG0000079	NBX26_RS02720	DR087_RS02980
OG0000080	NBX26_RS02765	DR087_RS04005
OG0000081	NBX26_RS00330	DR087_RS01855
OG0000083	NBX26_RS02080	DR087_RS00065
OG0000084	NBX26_RS02050	DR087_RS00090
OG0000085	NBX26_RS02045	DR087_RS00095
OG0000086	NBX26_RS02030	DR087_RS00105
OG0000087	NBX26_RS02015	DR087_RS00120
OG0000088	NBX26_RS02010	DR087_RS00125
OG0000089	NBX26_RS02000	DR087_RS00135
OG0000090	NBX26_RS00070	DR087_RS00500
OG0000091	NBX26_RS00055	DR087_RS00485
OG0000092	NBX26_RS00040	DR087_RS00470
OG0000093	NBX26_RS00035	DR087_RS00465
OG0000094	NBX26_RS00030	DR087_RS00460
OG0000095	NBX26_RS00005	DR087_RS00435
OG0000096	NBX26_RS03810	DR087_RS00430
OG0000097	NBX26_RS03790	DR087_RS00410
OG0000098	NBX26_RS03780	DR087_RS00400
OG0000099	NBX26_RS03735	DR087_RS00775
OG0000100	NBX26_RS03720	DR087_RS00750
OG0000101	NBX26_RS03715	DR087_RS00745
OG0000102	NBX26_RS01835	DR087_RS02090
OG0000103	NBX26_RS02365	DR087_RS00180
OG0000104	NBX26_RS02370	DR087_RS00185
OG0000105	NBX26_RS02390	DR087_RS00200
OG0000106	NBX26_RS02395	DR087_RS00210
OG0000107	NBX26_RS02405	DR087_RS00220
OG0000108	NBX26_RS02410	DR087_RS00225
OG0000109	NBX26_RS02415	DR087_RS00230
OG0000110	NBX26_RS02535	DR087_RS01695
OG0000111	NBX26_RS02530	DR087_RS01700
OG0000112	NBX26_RS02520	DR087_RS01710
OG0000113	NBX26_RS02500	DR087_RS04610
OG0000114	NBX26_RS02490	DR087_RS01740
OG0000115	NBX26_RS02480	DR087_RS01750
OG0000116	NBX26_RS01420	DR087_RS03310
OG0000117	NBX26_RS01425	DR087_RS03305
OG0000118	NBX26_RS01460	DR087_RS01190
OG0000119	NBX26_RS01470	DR087_RS01185
OG0000120	NBX26_RS01485	DR087_RS01170
OG0000121	NBX26_RS01515	DR087_RS01145
OG0000122	NBX26_RS01520	DR087_RS01140
OG0000123	NBX26_RS01540	DR087_RS01120
OG0000124	NBX26_RS01545	DR087_RS01115
OG0000125	NBX26_RS01550	DR087_RS01110
OG0000126	NBX26_RS01560	DR087_RS01100
OG0000127	NBX26_RS01570	DR087_RS01090
OG0000128	NBX26_RS01585	DR087_RS01075
OG0000129	NBX26_RS01590	DR087_RS01070
OG0000130	NBX26_RS01600	DR087_RS01060
OG0000131	NBX26_RS01630	DR087_RS04535
OG0000132	NBX26_RS01645	DR087_RS04530
OG0000133	NBX26_RS00530	DR087_RS02865
OG0000134	NBX26_RS00535	DR087_RS02870
OG0000135	NBX26_RS00550	DR087_RS02885
OG0000136	NBX26_RS00555	DR087_RS02890
OG0000137	NBX26_RS00595	DR087_RS02930
OG0000138	NBX26_RS00620	DR087_RS03165
OG0000139	NBX26_RS00650	DR087_RS03135
OG0000140	NBX26_RS00655	DR087_RS03130
OG0000141	NBX26_RS03105	DR087_RS01495
OG0000142	NBX26_RS03100	DR087_RS04585
OG0000143	NBX26_RS03085	DR087_RS01465
OG0000144	NBX26_RS03070	DR087_RS01455
OG0000145	NBX26_RS03060	DR087_RS01445
OG0000146	NBX26_RS03050	DR087_RS01435
OG0000147	NBX26_RS03045	DR087_RS01430
OG0000148	NBX26_RS03030	DR087_RS01415
OG0000149	NBX26_RS03020	DR087_RS01405
OG0000150	NBX26_RS03005	DR087_RS01390
OG0000151	NBX26_RS02955	DR087_RS03290
OG0000152	NBX26_RS02950	DR087_RS03285
OG0000153	NBX26_RS02945	DR087_RS03280
OG0000154	NBX26_RS02935	DR087_RS03270
OG0000155	NBX26_RS02895	DR087_RS03545
OG0000156	NBX26_RS02890	DR087_RS01225
OG0000157	NBX26_RS02880	DR087_RS04555
OG0000158	NBX26_RS02870	DR087_RS04560
OG0000159	NBX26_RS02625	DR087_RS04805
OG0000160	NBX26_RS02620	DR087_RS02460
OG0000161	NBX26_RS02615	DR087_RS02455
OG0000162	NBX26_RS02605	DR087_RS02445
OG0000163	NBX26_RS02600	DR087_RS02440
OG0000164	NBX26_RS01730	DR087_RS03205
OG0000165	NBX26_RS02160	DR087_RS01520
OG0000166	NBX26_RS02140	DR087_RS00005
OG0000167	NBX26_RS02125	DR087_RS00020
OG0000168	NBX26_RS02120	DR087_RS00025
OG0000169	NBX26_RS03215	DR087_RS01010
OG0000170	NBX26_RS03230	DR087_RS00990
OG0000171	NBX26_RS03240	DR087_RS00980
OG0000172	NBX26_RS03245	DR087_RS00975
OG0000173	NBX26_RS03250	DR087_RS00970
OG0000174	NBX26_RS03255	DR087_RS00965
OG0000175	NBX26_RS03270	DR087_RS00950
OG0000176	NBX26_RS03330	DR087_RS00900
OG0000177	NBX26_RS03335	DR087_RS00895
OG0000178	NBX26_RS03340	DR087_RS00890
OG0000179	NBX26_RS03350	DR087_RS00880
OG0000180	NBX26_RS03355	DR087_RS00875
OG0000181	NBX26_RS03395	DR087_RS04520
OG0000182	NBX26_RS03405	DR087_RS00820
OG0000183	NBX26_RS03440	DR087_RS00785
OG0000184	NBX26_RS03495	DR087_RS02140
OG0000185	NBX26_RS03480	DR087_RS02155
OG0000186	NBX26_RS01655	DR087_RS04735
OG0000187	NBX26_RS01670	DR087_RS03425
OG0000188	NBX26_RS01680	DR087_RS03415
OG0000189	NBX26_RS02455	DR087_RS04425
OG0000190	NBX26_RS02450	DR087_RS00260
OG0000191	NBX26_RS02425	DR087_RS00240
OG0000192	NBX26_RS01345	DR087_RS02805
OG0000193	NBX26_RS01330	DR087_RS02790
OG0000194	NBX26_RS00695	DR087_RS02185
OG0000195	NBX26_RS00700	DR087_RS02190
OG0000196	NBX26_RS00725	DR087_RS02210
OG0000197	NBX26_RS00735	DR087_RS02215
OG0000198	NBX26_RS00745	DR087_RS02230
OG0000199	NBX26_RS00750	DR087_RS02235
OG0000200	NBX26_RS00765	DR087_RS02250
OG0000201	NBX26_RS00775	DR087_RS02260
OG0000202	NBX26_RS00830	DR087_RS02315
OG0000203	NBX26_RS00835	DR087_RS02320
OG0000204	NBX26_RS00840	DR087_RS04700
OG0000205	NBX26_RS00845	DR087_RS02610
OG0000206	NBX26_RS00865	DR087_RS02590
OG0000207	NBX26_RS00880	DR087_RS02575
OG0000208	NBX26_RS00885	DR087_RS02570
OG0000209	NBX26_RS00890	DR087_RS02565
OG0000210	NBX26_RS00935	DR087_RS02520
OG0000211	NBX26_RS01080	DR087_RS02630
OG0000212	NBX26_RS01085	DR087_RS02640
OG0000213	NBX26_RS01090	DR087_RS02645
OG0000214	NBX26_RS01095	DR087_RS02650
OG0000215	NBX26_RS01100	DR087_RS02655
OG0000216	NBX26_RS01105	DR087_RS02660
OG0000217	NBX26_RS01110	DR087_RS02665
OG0000218	NBX26_RS01120	DR087_RS02675
OG0000219	NBX26_RS01125	DR087_RS02680
OG0000220	NBX26_RS01130	DR087_RS02685
OG0000221	NBX26_RS01135	DR087_RS02690
OG0000222	NBX26_RS01140	DR087_RS02695
OG0000223	NBX26_RS01145	DR087_RS02700
OG0000224	NBX26_RS01155	DR087_RS02710
OG0000225	NBX26_RS01165	DR087_RS02720
OG0000226	NBX26_RS01170	DR087_RS02725
OG0000227	NBX26_RS01175	DR087_RS02730
OG0000228	NBX26_RS01180	DR087_RS04810
OG0000229	NBX26_RS01185	DR087_RS02740
OG0000230	NBX26_RS01190	DR087_RS02745
OG0000231	NBX26_RS01200	DR087_RS02755
OG0000232	NBX26_RS01210	DR087_RS02765
OG0000233	NBX26_RS01230	DR087_RS02010
OG0000234	NBX26_RS01265	DR087_RS01970
OG0000235	NBX26_RS01275	DR087_RS01960
OG0000236	NBX26_RS01280	DR087_RS01955
OG0000237	NBX26_RS01285	DR087_RS01950
OG0000238	NBX26_RS01295	DR087_RS01940
OG0000239	NBX26_RS03115	DR087_RS03355
OG0000240	NBX26_RS03120	DR087_RS03350
OG0000241	NBX26_RS03130	DR087_RS03340
OG0000242	NBX26_RS03135	DR087_RS03365
OG0000243	NBX26_RS03140	DR087_RS03370
OG0000244	NBX26_RS03150	DR087_RS03380
OG0000245	NBX26_RS03160	DR087_RS03390
OG0000246	NBX26_RS00130	DR087_RS00560
OG0000247	NBX26_RS00140	DR087_RS02415
OG0000248	NBX26_RS00150	DR087_RS02405
OG0000249	NBX26_RS00155	DR087_RS02400
OG0000250	NBX26_RS00180	DR087_RS02385
OG0000251	NBX26_RS00210	DR087_RS02350
OG0000252	NBX26_RS00215	DR087_RS02340
OG0000253	NBX26_RS00220	DR087_RS02335
OG0000254	NBX26_RS00230	DR087_RS02325
OG0000255	NBX26_RS00235	DR087_RS01760
OG0000256	NBX26_RS00240	DR087_RS01765
OG0000257	NBX26_RS00265	DR087_RS01790
OG0000258	NBX26_RS00280	DR087_RS01800
OG0000259	NBX26_RS00305	DR087_RS01830
OG0000260	NBX26_RS00315	DR087_RS01840
OG0000261	NBX26_RS00325	DR087_RS04615
OG0000262	NBX26_RS00340	DR087_RS01865
OG0000263	NBX26_RS00355	DR087_RS01880
OG0000264	NBX26_RS00370	DR087_RS01895
OG0000265	NBX26_RS00380	DR087_RS01910
OG0000266	NBX26_RS00395	DR087_RS03015
OG0000267	NBX26_RS00410	DR087_RS03030
OG0000268	NBX26_RS00415	DR087_RS03035
OG0000269	NBX26_RS00430	DR087_RS03050
OG0000270	NBX26_RS03690	DR087_RS04505
OG0000271	NBX26_RS03685	DR087_RS00715
OG0000272	NBX26_RS03680	DR087_RS00710
OG0000273	NBX26_RS03675	DR087_RS00705
OG0000274	NBX26_RS03660	DR087_RS00685
OG0000275	NBX26_RS03650	DR087_RS04495
OG0000276	NBX26_RS03645	DR087_RS00675
OG0000277	NBX26_RS03635	DR087_RS00665
OG0000278	NBX26_RS03630	DR087_RS00660
OG0000279	NBX26_RS03620	DR087_RS00650
OG0000280	NBX26_RS03615	DR087_RS00645
OG0000281	NBX26_RS03610	DR087_RS00640
OG0000282	NBX26_RS03585	DR087_RS04485
OG0000283	NBX26_RS03580	DR087_RS00610
OG0000284	NBX26_RS03575	DR087_RS00605
OG0000285	NBX26_RS03570	DR087_RS04480
OG0000286	NBX26_RS02585	DR087_RS02425
OG0000287	NBX26_RS02680	DR087_RS02940
OG0000288	NBX26_RS02690	DR087_RS02950
OG0000289	NBX26_RS02695	DR087_RS02955
OG0000290	NBX26_RS02815	DR087_RS01285
OG0000291	NBX26_RS02800	DR087_RS01295
OG0000292	NBX26_RS02795	DR087_RS01300
OG0000293	NBX26_RS02785	DR087_RS01305
OG0000294	NBX26_RS02775	DR087_RS01315
OG0000295	NBX26_RS02770	DR087_RS01320
OG0000296	NBX26_RS02730	DR087_RS02990
OG0000297	NBX26_RS02725	DR087_RS02985
OG0000298	NBX26_RS00165	DR087_RS02390
OG0000299	NBX26_RS00190	DR087_RS02365
OG0000300	NBX26_RS00365	DR087_RS01890
OG0000301	NBX26_RS00400	DR087_RS03020
OG0000302	NBX26_RS00405	DR087_RS03025
OG0000303	NBX26_RS00560	DR087_RS02895
OG0000304	NBX26_RS01215	DR087_RS02770
OG0000305	NBX26_RS03055	DR087_RS01440
OG0000306	NBX26_RS02980	DR087_RS01365
OG0000307	NBX26_RS02940	DR087_RS03275
OG0000308	NBX26_RS02850	DR087_RS01265
OG0000309	NBX26_RS02760	DR087_RS01330
OG0000310	NBX26_RS02685	DR087_RS02945
OG0000311	NBX26_RS02645	DR087_RS02485
OG0000312	NBX26_RS02630	DR087_RS02470
OG0000313	NBX26_RS01720	DR087_RS03215
OG0000314	NBX26_RS02145	DR087_RS01500
OG0000315	NBX26_RS02115	DR087_RS00030
OG0000316	NBX26_RS02105	DR087_RS00040
OG0000317	NBX26_RS02005	DR087_RS00130
OG0000318	NBX26_RS02100	DR087_RS04400
OG0000319	NBX26_RS02380	DR087_RS00195
OG0000320	NBX26_RS02510	DR087_RS01720
OG0000321	NBX26_RS01455	DR087_RS01195
OG0000322	NBX26_RS01510	DR087_RS01150
OG0000323	NBX26_RS01640	DR087_RS01020
OG0000324	NBX26_RS02420	DR087_RS00235
OG0000325	NBX26_RS00710	DR087_RS02195
OG0000326	NBX26_RS00805	DR087_RS02290
OG0000327	NBX26_RS00810	DR087_RS02295
OG0000328	NBX26_RS00895	DR087_RS02560
OG0000329	NBX26_RS00920	DR087_RS02540
OG0000330	NBX26_RS01240	DR087_RS01995
OG0000331	NBX26_RS03145	DR087_RS03375
OG0000332	NBX26_RS03285	DR087_RS00940
OG0000333	NBX26_RS03295	DR087_RS00930
OG0000334	NBX26_RS03400	DR087_RS00825
OG0000335	NBX26_RS03410	DR087_RS00815
OG0000336	NBX26_RS03600	DR087_RS04490
OG0000337	NBX26_RS03765	DR087_RS00385
OG0000338	NBX26_RS03805	DR087_RS00425
OG0000339	NBX26_RS02485	DR087_RS01745
OG0000340	NBX26_RS01435	DR087_RS01215
OG0000341	NBX26_RS02445	DR087_RS00255
OG0000342	NBX26_RS00740	DR087_RS02225
OG0000343	NBX26_RS03305	DR087_RS00920
OG0000344	NBX26_RS00575	DR087_RS02910
OG0000345	NBX26_RS01160	DR087_RS02715
OG0000346	NBX26_RS03605	DR087_RS00635
OG0000347	NBX26_RS01535	DR087_RS01125
OG0000348	NBX26_RS00815	DR087_RS02300
OG0000349	NBX26_RS03665	DR087_RS04500
OG0000350	NBX26_RS02930	DR087_RS03265
OG0000351	NBX26_RS00485	DR087_RS03115
OG0000352	NBX26_RS02165	DR087_RS01525
OG0000353	NBX26_RS01500	DR087_RS01155
OG0000354	NBX26_RS00635	DR087_RS03150
OG0000355	NBX26_RS02190	DR087_RS04595
OG0000356	NBX26_RS02110	DR087_RS04395
OG0000357	NBX26_RS03260	DR087_RS04525
OG0000358	NBX26_RS03265	DR087_RS00955
OG0000359	NBX26_RS00785	DR087_RS04665
OG0000360	NBX26_RS00270	DR087_RS01795
OG0000361	NBX26_RS00300	DR087_RS01825
OG0000362	NBX26_RS02705	DR087_RS02965
OG0000363	NBX26_RS01575	DR087_RS04545
OG0000364	NBX26_RS02215	DR087_RS01580
OG0000365	NBX26_RS02065	DR087_RS04420
OG0000366	NBX26_RS02040	DR087_RS00100
OG0000367	NBX26_RS02025	DR087_RS00110
OG0000368	NBX26_RS00060	DR087_RS00490
OG0000369	NBX26_RS00025	DR087_RS04455
OG0000371	NBX26_RS00015	DR087_RS04765
OG0000372	NBX26_RS00010	DR087_RS00440
OG0000373	NBX26_RS03795	DR087_RS00415
OG0000374	NBX26_RS03785	DR087_RS00405
OG0000375	NBX26_RS02375	DR087_RS00190
OG0000376	NBX26_RS02525	DR087_RS01705
OG0000377	NBX26_RS02515	DR087_RS01715
OG0000378	NBX26_RS01415	DR087_RS03315
OG0000379	NBX26_RS01495	DR087_RS01160
OG0000380	NBX26_RS01530	DR087_RS01135
OG0000381	NBX26_RS01565	DR087_RS01095
OG0000382	NBX26_RS01595	DR087_RS01065
OG0000383	NBX26_RS01635	DR087_RS01025
OG0000384	NBX26_RS00515	DR087_RS03460
OG0000385	NBX26_RS00525	DR087_RS03455
OG0000386	NBX26_RS00540	DR087_RS02875
OG0000387	NBX26_RS00565	DR087_RS02900
OG0000388	NBX26_RS00570	DR087_RS04720
OG0000389	NBX26_RS00615	DR087_RS03170
OG0000390	NBX26_RS03075	DR087_RS01460
OG0000391	NBX26_RS03065	DR087_RS01450
OG0000392	NBX26_RS03040	DR087_RS01425
OG0000393	NBX26_RS02985	DR087_RS04575
OG0000394	NBX26_RS02905	DR087_RS03560
OG0000395	NBX26_RS02900	DR087_RS03550
OG0000396	NBX26_RS02590	DR087_RS02430
OG0000397	NBX26_RS02180	DR087_RS01540
OG0000398	NBX26_RS02175	DR087_RS01535
OG0000399	NBX26_RS02130	DR087_RS00015
OG0000400	NBX26_RS03225	DR087_RS00995
OG0000401	NBX26_RS03290	DR087_RS00935
OG0000402	NBX26_RS03300	DR087_RS00925
OG0000403	NBX26_RS03310	DR087_RS00915
OG0000404	NBX26_RS03345	DR087_RS00885
OG0000405	NBX26_RS03360	DR087_RS00870
OG0000406	NBX26_RS03415	DR087_RS00810
OG0000407	NBX26_RS03420	DR087_RS04515
OG0000408	NBX26_RS03425	DR087_RS00800
OG0000409	NBX26_RS03430	DR087_RS00795
OG0000410	NBX26_RS03505	DR087_RS02135
OG0000411	NBX26_RS03490	DR087_RS02145
OG0000412	NBX26_RS03485	DR087_RS02150
OG0000413	NBX26_RS01650	DR087_RS00355
OG0000414	NBX26_RS01660	DR087_RS03435
OG0000415	NBX26_RS01665	DR087_RS03430
OG0000416	NBX26_RS01675	DR087_RS03420
OG0000417	NBX26_RS02440	DR087_RS00250
OG0000418	NBX26_RS02430	DR087_RS00245
OG0000419	NBX26_RS00720	DR087_RS02205
OG0000420	NBX26_RS00755	DR087_RS02240
OG0000421	NBX26_RS00795	DR087_RS02275
OG0000422	NBX26_RS00800	DR087_RS02285
OG0000423	NBX26_RS00855	DR087_RS02600
OG0000424	NBX26_RS00860	DR087_RS02595
OG0000425	NBX26_RS00870	DR087_RS02585
OG0000426	NBX26_RS00875	DR087_RS04695
OG0000427	NBX26_RS00900	DR087_RS04690
OG0000428	NBX26_RS00925	DR087_RS02530
OG0000429	NBX26_RS01150	DR087_RS02705
OG0000430	NBX26_RS01195	DR087_RS02750
OG0000431	NBX26_RS01205	DR087_RS02760
OG0000432	NBX26_RS01235	DR087_RS02000
OG0000433	NBX26_RS01260	DR087_RS01985
OG0000435	NBX26_RS01270	DR087_RS01965
OG0000437	NBX26_RS01305	DR087_RS01925
OG0000438	NBX26_RS01310	DR087_RS01920
OG0000439	NBX26_RS01315	DR087_RS04620
OG0000440	NBX26_RS03125	DR087_RS03345
OG0000441	NBX26_RS03165	DR087_RS03395
OG0000442	NBX26_RS00135	DR087_RS04770
OG0000443	NBX26_RS00185	DR087_RS02370
OG0000444	NBX26_RS00200	DR087_RS02355
OG0000445	NBX26_RS00225	DR087_RS02330
OG0000446	NBX26_RS00250	DR087_RS01775
OG0000447	NBX26_RS00255	DR087_RS01780
OG0000448	NBX26_RS00290	DR087_RS01810
OG0000449	NBX26_RS00310	DR087_RS01835
OG0000450	NBX26_RS00320	DR087_RS01845
OG0000451	NBX26_RS00360	DR087_RS01885
OG0000452	NBX26_RS00385	DR087_RS03005
OG0000453	NBX26_RS00420	DR087_RS03040
OG0000454	NBX26_RS01695, NBX26_RS01760	DR087_RS02015
OG0000455	NBX26_RS03710	DR087_RS00740
OG0000456	NBX26_RS03590	DR087_RS00620
OG0000457	NBX26_RS03565	DR087_RS00595
OG0000458	NBX26_RS02675	DR087_RS02935
OG0000459	NBX26_RS02700	DR087_RS02960
OG0000460	NBX26_RS02710	DR087_RS02970
OG0000461	NBX26_RS02755	DR087_RS01335
OG0000462	NBX26_RS02750	DR087_RS01340
OG0000463	NBX26_RS02745	DR087_RS01350
OG0000464	NBX26_RS02740	DR087_RS03000
OG0000465	NBX26_RS02735	DR087_RS02995
OG0000466	NBX26_RS00390	DR087_RS03010
OG0000467	NBX26_RS02855	DR087_RS04570
OG0000468	NBX26_RS02135	DR087_RS00010
OG0000469	NBX26_RS02075	DR087_RS00070
OG0000470	NBX26_RS00850	DR087_RS03755
OG0000471	NBX26_RS00930	DR087_RS02525
OG0000472	NBX26_RS03515	DR087_RS02125
OG0000473	NBX26_RS03695	DR087_RS00725
OG0000474	NBX26_RS03700	DR087_RS00730
OG0000475	NBX26_RS03705	DR087_RS00735
OG0000476	NBX26_RS01685	DR087_RS03410
OG0000477	NBX26_RS02780	DR087_RS01310
OG0000478	NBX26_RS03640	DR087_RS00670
OG0000479	NBX26_RS01450	DR087_RS01200
OG0000480	NBX26_RS02070	DR087_RS03730
OG0000481	NBX26_RS00825	DR087_RS02310
OG0000482	NBX26_RS01335	DR087_RS02795
OG0000483	NBX26_RS02020	DR087_RS00115
OG0000484	NBX26_RS00195	DR087_RS04670
OG0000485	NBX26_RS01300	DR087_RS01930
OG0000486	NBX26_RS02460	DR087_RS00270
OG0000487	NBX26_RS02095	DR087_RS04405
OG0000488	NBX26_RS02055	DR087_RS00085
OG0000489	NBX26_RS00050	DR087_RS00480
OG0000490	NBX26_RS03800	DR087_RS00420
OG0000492	NBX26_RS01555	DR087_RS01105
OG0000493	NBX26_RS00580	DR087_RS02915
OG0000494	NBX26_RS00640	DR087_RS03145
OG0000495	NBX26_RS03015	DR087_RS01395
OG0000496	NBX26_RS03000	DR087_RS01385
OG0000497	NBX26_RS02995	DR087_RS01380
OG0000498	NBX26_RS02910	DR087_RS03245
OG0000499	NBX26_RS02875	DR087_RS01235
OG0000500	NBX26_RS02170	DR087_RS01530
OG0000501	NBX26_RS03235	DR087_RS00985
OG0000502	NBX26_RS01325	DR087_RS02785
OG0000503	NBX26_RS00770	DR087_RS02255
OG0000504	NBX26_RS00905	DR087_RS02550
OG0000505	NBX26_RS01070	DR087_RS02625
OG0000507	NBX26_RS01115	DR087_RS02670
OG0000508	NBX26_RS00245	DR087_RS01770
OG0000511	NBX26_RS00425	DR087_RS03045
OG0000512	NBX26_RS02715	DR087_RS02975
OG0000513	NBX26_RS03625	DR087_RS00655
OG0000514	NBX26_RS03035	DR087_RS01420
OG0000515	NBX26_RS02255	DR087_RS01610
OG0000516	NBX26_RS02090	DR087_RS04410
OG0000517	NBX26_RS00065	DR087_RS00495
OG0000518	NBX26_RS03275	DR087_RS00945
OG0000521	NBX26_RS00260	DR087_RS01785
OG0000522	NBX26_RS00295	DR087_RS01820
OG0000523	NBX26_RS03560	DR087_RS00590
OG0000525	NBX26_RS03520	DR087_RS04645
OG0000526	NBX26_RS02270	DR087_RS04050
OG0000528	NBX26_RS02085	DR087_RS04415
OG0000530	NBX26_RS02495	DR087_RS01735
OG0000532	NBX26_RS01750	DR087_RS03180
OG0000533	NBX26_RS00600	DR087_RS03510
OG0000534	NBX26_RS00375	DR087_RS01900
OG0000535	NBX26_RS00045	DR087_RS04460
OG0000540	NBX26_RS02805	DR087_RS01290
OG0000542	NBX26_RS00345	DR087_RS01870
OG0000543	NBX26_RS01930	DR087_RS00345
OG0000544	NBX26_RS01380	DR087_RS04710
OG0000545	NBX26_RS02280	DR087_RS01630
OG0000546	NBX26_RS02960	DR087_RS04305
OG0000551	NBX26_RS03155	DR087_RS03385
OG0000552	NBX26_RS03320	DR087_RS00910
OG0000553	NBX26_RS02865	DR087_RS04565
OG0000554	NBX26_RS02545	DR087_RS01690
OG0000555	NBX26_RS03090	DR087_RS04580
OG0000556	NBX26_RS01975	DR087_RS04430
