Orthogroup	MHP_112B_genes	MHP_153B_genes
OG0000055	NBX26_RS00125	NB625_RS00135
OG0000056	NBX26_RS03730	NB625_RS03680
OG0000057	NBX26_RS03095	NB625_RS03080
OG0000058	NBX26_RS01995	NB625_RS02155
OG0000060	NBX26_RS00085	NB625_RS00080
OG0000061	NBX26_RS02240	NB625_RS01860
OG0000062	NBX26_RS03775	NB625_RS03725
OG0000063	NBX26_RS03770	NB625_RS03720
OG0000064	NBX26_RS03760	NB625_RS03710
OG0000065	NBX26_RS02400	NB625_RS02395
OG0000066	NBX26_RS01480	NB625_RS01355
OG0000068	NBX26_RS00645	NB625_RS01040
OG0000069	NBX26_RS02990	NB625_RS02975
OG0000070	NBX26_RS02640	NB625_RS02625
OG0000071	NBX26_RS03445	NB625_RS03430
OG0000072	NBX26_RS03450	NB625_RS03435
OG0000073	NBX26_RS00715	NB625_RS00980
OG0000074	NBX26_RS00910	NB625_RS00780
OG0000075	NBX26_RS00335	NB625_RS00345
OG0000076	NBX26_RS00350	NB625_RS00360
OG0000077	NBX26_RS00435	NB625_RS00445
OG0000078	NBX26_RS01810	NB625_RS01685
OG0000079	NBX26_RS02720	NB625_RS02710
OG0000080	NBX26_RS02765	NB625_RS02760
OG0000081	NBX26_RS00330	NB625_RS00340
OG0000083	NBX26_RS02080	NB625_RS02020
OG0000084	NBX26_RS02050	NB625_RS02050
OG0000085	NBX26_RS02045	NB625_RS02055
OG0000086	NBX26_RS02030	NB625_RS02160
OG0000087	NBX26_RS02015	NB625_RS02175
OG0000088	NBX26_RS02010	NB625_RS02180
OG0000089	NBX26_RS02000	NB625_RS02190
OG0000090	NBX26_RS00070	NB625_RS00070
OG0000091	NBX26_RS00055	NB625_RS00055
OG0000092	NBX26_RS00040	NB625_RS00040
OG0000093	NBX26_RS00035	NB625_RS00035
OG0000094	NBX26_RS00030	NB625_RS00030
OG0000095	NBX26_RS00005	NB625_RS00005
OG0000096	NBX26_RS03810	NB625_RS03760
OG0000097	NBX26_RS03790	NB625_RS03740
OG0000098	NBX26_RS03780	NB625_RS03730
OG0000099	NBX26_RS03735	NB625_RS03685
OG0000100	NBX26_RS03720	NB625_RS03675
OG0000101	NBX26_RS03715	NB625_RS03665
OG0000102	NBX26_RS01835	NB625_RS01710
OG0000103	NBX26_RS02365	NB625_RS02360
OG0000104	NBX26_RS02370	NB625_RS02365
OG0000105	NBX26_RS02390	NB625_RS02380
OG0000106	NBX26_RS02395	NB625_RS02390
OG0000107	NBX26_RS02405	NB625_RS02400
OG0000108	NBX26_RS02410	NB625_RS02405
OG0000109	NBX26_RS02415	NB625_RS02410
OG0000110	NBX26_RS02535	NB625_RS02530
OG0000111	NBX26_RS02530	NB625_RS02525
OG0000112	NBX26_RS02520	NB625_RS02515
OG0000113	NBX26_RS02500	NB625_RS02495
OG0000114	NBX26_RS02490	NB625_RS02485
OG0000115	NBX26_RS02480	NB625_RS02475
OG0000116	NBX26_RS01420	NB625_RS01300
OG0000117	NBX26_RS01425	NB625_RS01305
OG0000118	NBX26_RS01460	NB625_RS01340
OG0000119	NBX26_RS01470	NB625_RS01345
OG0000120	NBX26_RS01485	NB625_RS01360
OG0000121	NBX26_RS01515	NB625_RS01385
OG0000122	NBX26_RS01520	NB625_RS01390
OG0000123	NBX26_RS01540	NB625_RS01410
OG0000124	NBX26_RS01545	NB625_RS01415
OG0000125	NBX26_RS01550	NB625_RS01420
OG0000126	NBX26_RS01560	NB625_RS01430
OG0000127	NBX26_RS01570	NB625_RS01440
OG0000128	NBX26_RS01585	NB625_RS01460
OG0000129	NBX26_RS01590	NB625_RS01465
OG0000130	NBX26_RS01600	NB625_RS01475
OG0000131	NBX26_RS01630	NB625_RS01505
OG0000132	NBX26_RS01645	NB625_RS01520
OG0000133	NBX26_RS00530	NB625_RS00530
OG0000134	NBX26_RS00535	NB625_RS00535
OG0000135	NBX26_RS00550	NB625_RS00550
OG0000136	NBX26_RS00555	NB625_RS00555
OG0000137	NBX26_RS00595	NB625_RS00595
OG0000138	NBX26_RS00620	NB625_RS01065
OG0000139	NBX26_RS00650	NB625_RS01035
OG0000140	NBX26_RS00655	NB625_RS01030
OG0000141	NBX26_RS03105	NB625_RS03090
OG0000142	NBX26_RS03100	NB625_RS03085
OG0000143	NBX26_RS03085	NB625_RS03065
OG0000144	NBX26_RS03070	NB625_RS03050
OG0000145	NBX26_RS03060	NB625_RS03040
OG0000146	NBX26_RS03050	NB625_RS03030
OG0000147	NBX26_RS03045	NB625_RS03025
OG0000148	NBX26_RS03030	NB625_RS03010
OG0000149	NBX26_RS03020	NB625_RS03000
OG0000150	NBX26_RS03005	NB625_RS02985
OG0000151	NBX26_RS02955	NB625_RS02940
OG0000152	NBX26_RS02950	NB625_RS02935
OG0000153	NBX26_RS02945	NB625_RS02930
OG0000154	NBX26_RS02935	NB625_RS02920
OG0000155	NBX26_RS02895	NB625_RS02880
OG0000156	NBX26_RS02890	NB625_RS02870
OG0000157	NBX26_RS02880	NB625_RS02865
OG0000158	NBX26_RS02870	NB625_RS02855
OG0000159	NBX26_RS02625	NB625_RS02610
OG0000160	NBX26_RS02620	NB625_RS02605
OG0000161	NBX26_RS02615	NB625_RS02600
OG0000162	NBX26_RS02605	NB625_RS02590
OG0000163	NBX26_RS02600	NB625_RS02585
OG0000164	NBX26_RS01730	NB625_RS01610
OG0000165	NBX26_RS02160	NB625_RS01945
OG0000166	NBX26_RS02140	NB625_RS01960
OG0000167	NBX26_RS02125	NB625_RS01975
OG0000168	NBX26_RS02120	NB625_RS01980
OG0000169	NBX26_RS03215	NB625_RS03200
OG0000170	NBX26_RS03230	NB625_RS03215
OG0000171	NBX26_RS03240	NB625_RS03225
OG0000172	NBX26_RS03245	NB625_RS03230
OG0000173	NBX26_RS03250	NB625_RS03235
OG0000174	NBX26_RS03255	NB625_RS03240
OG0000175	NBX26_RS03270	NB625_RS03255
OG0000176	NBX26_RS03330	NB625_RS03315
OG0000177	NBX26_RS03335	NB625_RS03320
OG0000178	NBX26_RS03340	NB625_RS03330
OG0000179	NBX26_RS03350	NB625_RS03335
OG0000180	NBX26_RS03355	NB625_RS03340
OG0000181	NBX26_RS03395	NB625_RS03380
OG0000182	NBX26_RS03405	NB625_RS03390
OG0000183	NBX26_RS03440	NB625_RS03425
OG0000184	NBX26_RS03495	NB625_RS03470
OG0000185	NBX26_RS03480	NB625_RS03455
OG0000186	NBX26_RS01655	NB625_RS01530
OG0000187	NBX26_RS01670	NB625_RS01545
OG0000188	NBX26_RS01680	NB625_RS01555
OG0000189	NBX26_RS02455	NB625_RS02450
OG0000190	NBX26_RS02450	NB625_RS02445
OG0000191	NBX26_RS02425	NB625_RS02420
OG0000192	NBX26_RS01345	NB625_RS01215
OG0000193	NBX26_RS01330	NB625_RS01200
OG0000194	NBX26_RS00695	NB625_RS00995
OG0000195	NBX26_RS00700	NB625_RS00990
OG0000196	NBX26_RS00725	NB625_RS00965
OG0000197	NBX26_RS00735	NB625_RS00960
OG0000198	NBX26_RS00745	NB625_RS00945
OG0000199	NBX26_RS00750	NB625_RS00940
OG0000200	NBX26_RS00765	NB625_RS00925
OG0000201	NBX26_RS00775	NB625_RS00915
OG0000202	NBX26_RS00830	NB625_RS00860
OG0000203	NBX26_RS00835	NB625_RS00855
OG0000204	NBX26_RS00840	NB625_RS00850
OG0000205	NBX26_RS00845	NB625_RS00845
OG0000206	NBX26_RS00865	NB625_RS00825
OG0000207	NBX26_RS00880	NB625_RS00810
OG0000208	NBX26_RS00885	NB625_RS00805
OG0000209	NBX26_RS00890	NB625_RS00800
OG0000210	NBX26_RS00935	NB625_RS00755
OG0000211	NBX26_RS01080	NB625_RS00745
OG0000212	NBX26_RS01085	NB625_RS00735
OG0000213	NBX26_RS01090	NB625_RS00730
OG0000214	NBX26_RS01095	NB625_RS00725
OG0000215	NBX26_RS01100	NB625_RS00720
OG0000216	NBX26_RS01105	NB625_RS00715
OG0000217	NBX26_RS01110	NB625_RS00710
OG0000218	NBX26_RS01120	NB625_RS00700
OG0000219	NBX26_RS01125	NB625_RS00695
OG0000220	NBX26_RS01130	NB625_RS00690
OG0000221	NBX26_RS01135	NB625_RS00685
OG0000222	NBX26_RS01140	NB625_RS00680
OG0000223	NBX26_RS01145	NB625_RS00675
OG0000224	NBX26_RS01155	NB625_RS00665
OG0000225	NBX26_RS01165	NB625_RS00655
OG0000226	NBX26_RS01170	NB625_RS00650
OG0000227	NBX26_RS01175	NB625_RS00645
OG0000228	NBX26_RS01180	NB625_RS00640
OG0000229	NBX26_RS01185	NB625_RS00635
OG0000230	NBX26_RS01190	NB625_RS00630
OG0000231	NBX26_RS01200	NB625_RS00620
OG0000232	NBX26_RS01210	NB625_RS00610
OG0000233	NBX26_RS01230	NB625_RS01100
OG0000234	NBX26_RS01265	NB625_RS01135
OG0000235	NBX26_RS01275	NB625_RS01145
OG0000236	NBX26_RS01280	NB625_RS01150
OG0000237	NBX26_RS01285	NB625_RS01155
OG0000238	NBX26_RS01295	NB625_RS01160
OG0000239	NBX26_RS03115	NB625_RS03100
OG0000240	NBX26_RS03120	NB625_RS03105
OG0000241	NBX26_RS03130	NB625_RS03115
OG0000242	NBX26_RS03135	NB625_RS03120
OG0000243	NBX26_RS03140	NB625_RS03125
OG0000244	NBX26_RS03150	NB625_RS03135
OG0000245	NBX26_RS03160	NB625_RS03145
OG0000246	NBX26_RS00130	NB625_RS00145
OG0000247	NBX26_RS00140	NB625_RS00155
OG0000248	NBX26_RS00150	NB625_RS00165
OG0000249	NBX26_RS00155	NB625_RS00170
OG0000250	NBX26_RS00180	NB625_RS00185
OG0000251	NBX26_RS00210	NB625_RS00215
OG0000252	NBX26_RS00215	NB625_RS00225
OG0000253	NBX26_RS00220	NB625_RS00230
OG0000254	NBX26_RS00230	NB625_RS00240
OG0000255	NBX26_RS00235	NB625_RS00245
OG0000256	NBX26_RS00240	NB625_RS00250
OG0000257	NBX26_RS00265	NB625_RS00275
OG0000258	NBX26_RS00280	NB625_RS00285
OG0000259	NBX26_RS00305	NB625_RS00315
OG0000260	NBX26_RS00315	NB625_RS00325
OG0000261	NBX26_RS00325	NB625_RS00335
OG0000262	NBX26_RS00340	NB625_RS00350
OG0000263	NBX26_RS00355	NB625_RS00365
OG0000264	NBX26_RS00370	NB625_RS00385
OG0000265	NBX26_RS00380	NB625_RS00390
OG0000266	NBX26_RS00395	NB625_RS00405
OG0000267	NBX26_RS00410	NB625_RS00420
OG0000268	NBX26_RS00415	NB625_RS00425
OG0000269	NBX26_RS00430	NB625_RS00440
OG0000270	NBX26_RS03690	NB625_RS03640
OG0000271	NBX26_RS03685	NB625_RS03635
OG0000272	NBX26_RS03680	NB625_RS03630
OG0000273	NBX26_RS03675	NB625_RS03625
OG0000274	NBX26_RS03660	NB625_RS03610
OG0000275	NBX26_RS03650	NB625_RS03600
OG0000276	NBX26_RS03645	NB625_RS03595
OG0000277	NBX26_RS03635	NB625_RS03585
OG0000278	NBX26_RS03630	NB625_RS03580
OG0000279	NBX26_RS03620	NB625_RS03570
OG0000280	NBX26_RS03615	NB625_RS03565
OG0000281	NBX26_RS03610	NB625_RS03560
OG0000282	NBX26_RS03585	NB625_RS03535
OG0000283	NBX26_RS03580	NB625_RS03530
OG0000284	NBX26_RS03575	NB625_RS03525
OG0000285	NBX26_RS03570	NB625_RS03520
OG0000286	NBX26_RS02585	NB625_RS02570
OG0000287	NBX26_RS02680	NB625_RS02670
OG0000288	NBX26_RS02690	NB625_RS02680
OG0000289	NBX26_RS02695	NB625_RS02685
OG0000290	NBX26_RS02815	NB625_RS02800
OG0000291	NBX26_RS02800	NB625_RS02790
OG0000292	NBX26_RS02795	NB625_RS02785
OG0000293	NBX26_RS02785	NB625_RS02780
OG0000294	NBX26_RS02775	NB625_RS02770
OG0000295	NBX26_RS02770	NB625_RS02765
OG0000296	NBX26_RS02730	NB625_RS02720
OG0000297	NBX26_RS02725	NB625_RS02715
OG0000298	NBX26_RS00165	NB625_RS00180
OG0000299	NBX26_RS00190	NB625_RS00200
OG0000300	NBX26_RS00365	NB625_RS00375
OG0000301	NBX26_RS00400	NB625_RS00410
OG0000302	NBX26_RS00405	NB625_RS00415
OG0000303	NBX26_RS00560	NB625_RS00560
OG0000304	NBX26_RS01215	NB625_RS00605
OG0000305	NBX26_RS03055	NB625_RS03035
OG0000306	NBX26_RS02980	NB625_RS02960
OG0000307	NBX26_RS02940	NB625_RS02925
OG0000308	NBX26_RS02850	NB625_RS02825
OG0000309	NBX26_RS02760	NB625_RS02755
OG0000310	NBX26_RS02685	NB625_RS02675
OG0000311	NBX26_RS02645	NB625_RS02630
OG0000312	NBX26_RS02630	NB625_RS02615
OG0000313	NBX26_RS01720	NB625_RS01600
OG0000314	NBX26_RS02145	NB625_RS01955
OG0000315	NBX26_RS02115	NB625_RS01985
OG0000316	NBX26_RS02105	NB625_RS01995
OG0000317	NBX26_RS02005	NB625_RS02185
OG0000318	NBX26_RS02100	NB625_RS02000
OG0000319	NBX26_RS02380	NB625_RS02375
OG0000320	NBX26_RS02510	NB625_RS02505
OG0000321	NBX26_RS01455	NB625_RS01335
OG0000322	NBX26_RS01510	NB625_RS01380
OG0000323	NBX26_RS01640	NB625_RS01515
OG0000324	NBX26_RS02420	NB625_RS02415
OG0000325	NBX26_RS00710	NB625_RS00985
OG0000326	NBX26_RS00805	NB625_RS00885
OG0000327	NBX26_RS00810	NB625_RS00880
OG0000328	NBX26_RS00895	NB625_RS00795
OG0000329	NBX26_RS00920	NB625_RS00775
OG0000330	NBX26_RS01240	NB625_RS01110
OG0000331	NBX26_RS03145	NB625_RS03130
OG0000332	NBX26_RS03285	NB625_RS03270
OG0000333	NBX26_RS03295	NB625_RS03280
OG0000334	NBX26_RS03400	NB625_RS03385
OG0000335	NBX26_RS03410	NB625_RS03395
OG0000336	NBX26_RS03600	NB625_RS03550
OG0000337	NBX26_RS03765	NB625_RS03715
OG0000338	NBX26_RS03805	NB625_RS03755
OG0000339	NBX26_RS02485	NB625_RS02480
OG0000340	NBX26_RS01435	NB625_RS01315
OG0000341	NBX26_RS02445	NB625_RS02440
OG0000342	NBX26_RS00740	NB625_RS00955
OG0000343	NBX26_RS03305	NB625_RS03290
OG0000344	NBX26_RS00575	NB625_RS00575
OG0000345	NBX26_RS01160	NB625_RS00660
OG0000346	NBX26_RS03605	NB625_RS03555
OG0000347	NBX26_RS01535	NB625_RS01405
OG0000348	NBX26_RS00815	NB625_RS00875
OG0000349	NBX26_RS03665	NB625_RS03615
OG0000350	NBX26_RS02930	NB625_RS02915
OG0000351	NBX26_RS00485	NB625_RS00495
OG0000352	NBX26_RS02165	NB625_RS01935
OG0000353	NBX26_RS01500	NB625_RS01375
OG0000354	NBX26_RS00635	NB625_RS01050
OG0000355	NBX26_RS02190	NB625_RS01910
OG0000356	NBX26_RS02110	NB625_RS01990
OG0000357	NBX26_RS03260	NB625_RS03245
OG0000358	NBX26_RS03265	NB625_RS03250
OG0000359	NBX26_RS00785	NB625_RS00905
OG0000360	NBX26_RS00270	NB625_RS00280
OG0000361	NBX26_RS00300	NB625_RS00310
OG0000362	NBX26_RS02705	NB625_RS02695
OG0000363	NBX26_RS01575	NB625_RS01445
OG0000364	NBX26_RS02215	NB625_RS01885
OG0000365	NBX26_RS02065	NB625_RS02040
OG0000366	NBX26_RS02040	NB625_RS02060
OG0000367	NBX26_RS02025	NB625_RS02165
OG0000368	NBX26_RS00060	NB625_RS00060
OG0000369	NBX26_RS00025	NB625_RS00025
OG0000370	NBX26_RS00020	NB625_RS00020
OG0000371	NBX26_RS00015	NB625_RS00015
OG0000372	NBX26_RS00010	NB625_RS00010
OG0000373	NBX26_RS03795	NB625_RS03745
OG0000374	NBX26_RS03785	NB625_RS03735
OG0000375	NBX26_RS02375	NB625_RS02370
OG0000376	NBX26_RS02525	NB625_RS02520
OG0000377	NBX26_RS02515	NB625_RS02510
OG0000378	NBX26_RS01415	NB625_RS01295
OG0000379	NBX26_RS01495	NB625_RS01370
OG0000380	NBX26_RS01530	NB625_RS01400
OG0000381	NBX26_RS01565	NB625_RS01435
OG0000382	NBX26_RS01595	NB625_RS01470
OG0000383	NBX26_RS01635	NB625_RS01510
OG0000384	NBX26_RS00515	NB625_RS00515
OG0000385	NBX26_RS00525	NB625_RS00520
OG0000386	NBX26_RS00540	NB625_RS00540
OG0000387	NBX26_RS00565	NB625_RS00565
OG0000388	NBX26_RS00570	NB625_RS00570
OG0000389	NBX26_RS00615	NB625_RS01070
OG0000390	NBX26_RS03075	NB625_RS03055
OG0000391	NBX26_RS03065	NB625_RS03045
OG0000392	NBX26_RS03040	NB625_RS03020
OG0000393	NBX26_RS02985	NB625_RS02965
OG0000394	NBX26_RS02905	NB625_RS02895
OG0000395	NBX26_RS02900	NB625_RS02885
OG0000396	NBX26_RS02590	NB625_RS02575
OG0000397	NBX26_RS02180	NB625_RS01920
OG0000398	NBX26_RS02175	NB625_RS01925
OG0000399	NBX26_RS02130	NB625_RS01970
OG0000400	NBX26_RS03225	NB625_RS03210
OG0000401	NBX26_RS03290	NB625_RS03275
OG0000402	NBX26_RS03300	NB625_RS03285
OG0000403	NBX26_RS03310	NB625_RS03295
OG0000405	NBX26_RS03360	NB625_RS03350
OG0000406	NBX26_RS03415	NB625_RS03400
OG0000407	NBX26_RS03420	NB625_RS03405
OG0000408	NBX26_RS03425	NB625_RS03410
OG0000409	NBX26_RS03430	NB625_RS03415
OG0000410	NBX26_RS03505	NB625_RS03480
OG0000411	NBX26_RS03490	NB625_RS03465
OG0000412	NBX26_RS03485	NB625_RS03460
OG0000413	NBX26_RS01650	NB625_RS01525
OG0000414	NBX26_RS01660	NB625_RS01535
OG0000415	NBX26_RS01665	NB625_RS01540
OG0000416	NBX26_RS01675	NB625_RS01550
OG0000417	NBX26_RS02440	NB625_RS02435
OG0000418	NBX26_RS02430	NB625_RS02425
OG0000419	NBX26_RS00720	NB625_RS00970
OG0000420	NBX26_RS00755	NB625_RS00935
OG0000421	NBX26_RS00795	NB625_RS00900
OG0000422	NBX26_RS00800	NB625_RS00895
OG0000423	NBX26_RS00855	NB625_RS00835
OG0000424	NBX26_RS00860	NB625_RS00830
OG0000425	NBX26_RS00870	NB625_RS00820
OG0000426	NBX26_RS00875	NB625_RS00815
OG0000427	NBX26_RS00900	NB625_RS00790
OG0000428	NBX26_RS00925	NB625_RS00765
OG0000429	NBX26_RS01150	NB625_RS00670
OG0000430	NBX26_RS01195	NB625_RS00625
OG0000431	NBX26_RS01205	NB625_RS00615
OG0000432	NBX26_RS01235	NB625_RS01105
OG0000433	NBX26_RS01260	NB625_RS01120
OG0000435	NBX26_RS01270	NB625_RS01140
OG0000437	NBX26_RS01305	NB625_RS01175
OG0000438	NBX26_RS01310	NB625_RS01180
OG0000439	NBX26_RS01315	NB625_RS01185
OG0000440	NBX26_RS03125	NB625_RS03110
OG0000441	NBX26_RS03165	NB625_RS03150
OG0000442	NBX26_RS00135	NB625_RS00150
OG0000443	NBX26_RS00185	NB625_RS00195
OG0000444	NBX26_RS00200	NB625_RS00210
OG0000445	NBX26_RS00225	NB625_RS00235
OG0000446	NBX26_RS00250	NB625_RS00260
OG0000447	NBX26_RS00255	NB625_RS00265
OG0000448	NBX26_RS00290	NB625_RS00295
OG0000449	NBX26_RS00310	NB625_RS00320
OG0000450	NBX26_RS00320	NB625_RS00330
OG0000451	NBX26_RS00360	NB625_RS00370
OG0000452	NBX26_RS00385	NB625_RS00395
OG0000453	NBX26_RS00420	NB625_RS00430
OG0000455	NBX26_RS03710	NB625_RS03660
OG0000456	NBX26_RS03590	NB625_RS03540
OG0000457	NBX26_RS03565	NB625_RS03510
OG0000458	NBX26_RS02675	NB625_RS02665
OG0000459	NBX26_RS02700	NB625_RS02690
OG0000460	NBX26_RS02710	NB625_RS02700
OG0000461	NBX26_RS02755	NB625_RS02745
OG0000462	NBX26_RS02750	NB625_RS02740
OG0000463	NBX26_RS02745	NB625_RS02735
OG0000464	NBX26_RS02740	NB625_RS02730
OG0000465	NBX26_RS02735	NB625_RS02725
OG0000466	NBX26_RS00390	NB625_RS00400
OG0000467	NBX26_RS02855	NB625_RS02835
OG0000468	NBX26_RS02135	NB625_RS01965
OG0000469	NBX26_RS02075	NB625_RS02025
OG0000470	NBX26_RS00850	NB625_RS00840
OG0000471	NBX26_RS00930	NB625_RS00760
OG0000472	NBX26_RS03515	NB625_RS03485
OG0000473	NBX26_RS03695	NB625_RS03645
OG0000474	NBX26_RS03700	NB625_RS03650
OG0000475	NBX26_RS03705	NB625_RS03655
OG0000476	NBX26_RS01685	NB625_RS01565
OG0000477	NBX26_RS02780	NB625_RS02775
OG0000478	NBX26_RS03640	NB625_RS03590
OG0000479	NBX26_RS01450	NB625_RS01330
OG0000480	NBX26_RS02070	NB625_RS02030
OG0000481	NBX26_RS00825	NB625_RS00865
OG0000482	NBX26_RS01335	NB625_RS01205
OG0000483	NBX26_RS02020	NB625_RS02170
OG0000484	NBX26_RS00195	NB625_RS00205
OG0000485	NBX26_RS01300	NB625_RS01170
OG0000486	NBX26_RS02460	NB625_RS02455
OG0000487	NBX26_RS02095	NB625_RS02005
OG0000488	NBX26_RS02055	NB625_RS02045
OG0000489	NBX26_RS00050	NB625_RS00050
OG0000490	NBX26_RS03800	NB625_RS03750
OG0000492	NBX26_RS01555	NB625_RS01425
OG0000493	NBX26_RS00580	NB625_RS00580
OG0000494	NBX26_RS00640	NB625_RS01045
OG0000495	NBX26_RS03015	NB625_RS02990
OG0000496	NBX26_RS03000	NB625_RS02980
OG0000498	NBX26_RS02910	NB625_RS02900
OG0000499	NBX26_RS02875	NB625_RS02860
OG0000500	NBX26_RS02170	NB625_RS01930
OG0000501	NBX26_RS03235	NB625_RS03220
OG0000503	NBX26_RS00770	NB625_RS00920
OG0000504	NBX26_RS00905	NB625_RS00785
OG0000505	NBX26_RS01070	NB625_RS00750
OG0000507	NBX26_RS01115	NB625_RS00705
OG0000508	NBX26_RS00245	NB625_RS00255
OG0000511	NBX26_RS00425	NB625_RS00435
OG0000512	NBX26_RS02715	NB625_RS02705
OG0000513	NBX26_RS03625	NB625_RS03575
OG0000514	NBX26_RS03035	NB625_RS03015
OG0000515	NBX26_RS02255	NB625_RS01570, NB625_RS01840
OG0000516	NBX26_RS02090	NB625_RS02015
OG0000517	NBX26_RS00065	NB625_RS00065
OG0000518	NBX26_RS03275	NB625_RS03260
OG0000521	NBX26_RS00260	NB625_RS00270
OG0000522	NBX26_RS00295	NB625_RS00305
OG0000525	NBX26_RS03520	NB625_RS03490
OG0000526	NBX26_RS02270	NB625_RS01825
OG0000527	NBX26_RS02325	NB625_RS01765
OG0000530	NBX26_RS02495	NB625_RS02490
OG0000532	NBX26_RS01750	NB625_RS01625
OG0000533	NBX26_RS00600	NB625_RS01090
OG0000535	NBX26_RS00045	NB625_RS00045
OG0000536	NBX26_RS03740	NB625_RS03690
