Orthogroup	MHP_MHP694_genes	MHP_KM014_genes
OG0000121	DR099_RS00990	CIB43_RS02250
OG0000122	DR099_RS00995	CIB43_RS02255
OG0000123	DR099_RS01015	CIB43_RS02275
OG0000124	DR099_RS01020	CIB43_RS02280
OG0000125	DR099_RS01025	CIB43_RS02285
OG0000126	DR099_RS01515	CIB43_RS02295
OG0000127	DR099_RS01505	CIB43_RS02305
OG0000128	DR099_RS01490	CIB43_RS02320
OG0000129	DR099_RS01485	CIB43_RS02330
OG0000130	DR099_RS01475	CIB43_RS02335
OG0000131	DR099_RS04410	CIB43_RS02370
OG0000132	DR099_RS04405	CIB43_RS02385
OG0000133	DR099_RS02700	CIB43_RS01415
OG0000134	DR099_RS02705	CIB43_RS01425
OG0000135	DR099_RS02720	CIB43_RS01435
OG0000136	DR099_RS02725	CIB43_RS01440
OG0000137	DR099_RS02765	CIB43_RS01470
OG0000138	DR099_RS01715	CIB43_RS01495
OG0000139	DR099_RS01685	CIB43_RS01525
OG0000140	DR099_RS01680	CIB43_RS01540
OG0000141	DR099_RS01035	CIB43_RS03850
OG0000142	DR099_RS04350	CIB43_RS03845
OG0000143	DR099_RS01060	CIB43_RS03835
OG0000144	DR099_RS01070	CIB43_RS03815
OG0000145	DR099_RS01080	CIB43_RS03805
OG0000146	DR099_RS01090	CIB43_RS03790
OG0000147	DR099_RS01095	CIB43_RS03785
OG0000148	DR099_RS01110	CIB43_RS03780
OG0000149	DR099_RS01120	CIB43_RS03760
OG0000150	DR099_RS01135	CIB43_RS03745
OG0000151	DR099_RS00010	CIB43_RS03700
OG0000152	DR099_RS00015	CIB43_RS03695
OG0000153	DR099_RS00020	CIB43_RS03690
OG0000154	DR099_RS00030	CIB43_RS03680
OG0000155	DR099_RS00070	CIB43_RS03645
OG0000156	DR099_RS00080	CIB43_RS03635
OG0000157	DR099_RS04275	CIB43_RS03625
OG0000158	DR099_RS04280	CIB43_RS03620
OG0000159	DR099_RS02635	CIB43_RS03385
OG0000160	DR099_RS02640	CIB43_RS03380
OG0000161	DR099_RS02645	CIB43_RS03375
OG0000163	DR099_RS02660	CIB43_RS03370
OG0000164	DR099_RS01350	CIB43_RS02495
OG0000165	DR099_RS00435	CIB43_RS02840
OG0000166	DR099_RS01185	CIB43_RS02860
OG0000167	DR099_RS01195	CIB43_RS02875
OG0000168	DR099_RS01200	CIB43_RS02880
OG0000169	DR099_RS03360	CIB43_RS00130
OG0000171	DR099_RS02100	CIB43_RS00155
OG0000172	DR099_RS02095	CIB43_RS00160
OG0000173	DR099_RS02090	CIB43_RS00165
OG0000174	DR099_RS02085	CIB43_RS00170
OG0000175	DR099_RS02070	CIB43_RS00190
OG0000176	DR099_RS02020	CIB43_RS00235
OG0000177	DR099_RS02015	CIB43_RS00240
OG0000178	DR099_RS02010	CIB43_RS00245
OG0000179	DR099_RS02000	CIB43_RS00255
OG0000180	DR099_RS01995	CIB43_RS00260
OG0000181	DR099_RS04545	CIB43_RS00310
OG0000182	DR099_RS02895	CIB43_RS00320
OG0000183	DR099_RS02930	CIB43_RS00355
OG0000184	DR099_RS02550	CIB43_RS00430
OG0000185	DR099_RS02565	CIB43_RS00380
OG0000186	DR099_RS04400	CIB43_RS02400
OG0000187	DR099_RS01405	CIB43_RS02410
OG0000188	DR099_RS01395	CIB43_RS02425
OG0000189	DR099_RS04540	CIB43_RS03200
OG0000190	DR099_RS02780	CIB43_RS03195
OG0000191	DR099_RS02800	CIB43_RS03180
OG0000192	DR099_RS03285	CIB43_RS02085
OG0000193	DR099_RS03270	CIB43_RS02075
OG0000194	DR099_RS01660	CIB43_RS01560
OG0000195	DR099_RS01655	CIB43_RS01565
OG0000196	DR099_RS01635	CIB43_RS01585
OG0000197	DR099_RS01630	CIB43_RS01590
OG0000198	DR099_RS01615	CIB43_RS01605
OG0000199	DR099_RS01610	CIB43_RS01615
OG0000200	DR099_RS01595	CIB43_RS01630
OG0000201	DR099_RS01585	CIB43_RS01635
OG0000202	DR099_RS01530	CIB43_RS01690
OG0000203	DR099_RS01525	CIB43_RS01695
OG0000204	DR099_RS04445	CIB43_RS01700
OG0000205	DR099_RS01975	CIB43_RS01705
OG0000206	DR099_RS01955	CIB43_RS01735
OG0000207	DR099_RS01940	CIB43_RS01740
OG0000208	DR099_RS01935	CIB43_RS01745
OG0000209	DR099_RS01930	CIB43_RS01750
OG0000210	DR099_RS01885	CIB43_RS01800
OG0000211	DR099_RS01875	CIB43_RS01805
OG0000212	DR099_RS01865	CIB43_RS01815
OG0000213	DR099_RS01860	CIB43_RS01820
OG0000214	DR099_RS01855	CIB43_RS01825
OG0000215	DR099_RS01850	CIB43_RS01830
OG0000216	DR099_RS01845	CIB43_RS01835
OG0000217	DR099_RS01840	CIB43_RS01845
OG0000218	DR099_RS01830	CIB43_RS01850
OG0000219	DR099_RS01825	CIB43_RS01855
OG0000220	DR099_RS01820	CIB43_RS01860
OG0000221	DR099_RS01815	CIB43_RS01865
OG0000222	DR099_RS01810	CIB43_RS01870
OG0000223	DR099_RS01805	CIB43_RS01875
OG0000225	DR099_RS01785	CIB43_RS01895
OG0000226	DR099_RS01780	CIB43_RS01900
OG0000227	DR099_RS01775	CIB43_RS01905
OG0000228	DR099_RS04635	CIB43_RS01910
OG0000229	DR099_RS01765	CIB43_RS01915
OG0000230	DR099_RS01760	CIB43_RS01920
OG0000231	DR099_RS01750	CIB43_RS01935
OG0000232	DR099_RS01740	CIB43_RS01940
OG0000233	DR099_RS02310	CIB43_RS01965
OG0000234	DR099_RS02345	CIB43_RS02000
OG0000235	DR099_RS02355	CIB43_RS02005
OG0000236	DR099_RS02360	CIB43_RS02010
OG0000237	DR099_RS02365	CIB43_RS02015
OG0000238	DR099_RS02375	CIB43_RS02025
OG0000239	DR099_RS03120	CIB43_RS03860
OG0000240	DR099_RS03115	CIB43_RS03870
OG0000241	DR099_RS03105	CIB43_RS03875
OG0000242	DR099_RS03100	CIB43_RS03880
OG0000243	DR099_RS03095	CIB43_RS03885
OG0000244	DR099_RS04150	CIB43_RS03900
OG0000245	DR099_RS03075	CIB43_RS03905
OG0000246	DR099_RS03135	CIB43_RS00845
OG0000247	DR099_RS00845	CIB43_RS00850
OG0000248	DR099_RS00835	CIB43_RS00875
OG0000250	DR099_RS00815	CIB43_RS00885
OG0000251	DR099_RS00780	CIB43_RS00925
OG0000252	DR099_RS00770	CIB43_RS00930
OG0000253	DR099_RS00765	CIB43_RS00940
OG0000254	DR099_RS00755	CIB43_RS00950
OG0000255	DR099_RS00745	CIB43_RS00955
OG0000256	DR099_RS00740	CIB43_RS00960
OG0000257	DR099_RS00715	CIB43_RS00985
OG0000258	DR099_RS00705	CIB43_RS01015
OG0000259	DR099_RS00675	CIB43_RS01030
OG0000260	DR099_RS00665	CIB43_RS01045
OG0000262	DR099_RS00640	CIB43_RS01075
OG0000263	DR099_RS00625	CIB43_RS01080
OG0000264	DR099_RS00610	CIB43_RS01100
OG0000265	DR099_RS00600	CIB43_RS01110
OG0000266	DR099_RS02955	CIB43_RS01120
OG0000267	DR099_RS02970	CIB43_RS01135
OG0000268	DR099_RS02975	CIB43_RS01305
OG0000269	DR099_RS02990	CIB43_RS01320
OG0000270	DR099_RS04575	CIB43_RS00575
OG0000271	DR099_RS03245	CIB43_RS00570
OG0000272	DR099_RS03250	CIB43_RS00565
OG0000273	DR099_RS03255	CIB43_RS00560
OG0000274	DR099_RS02295	CIB43_RS00545
OG0000275	DR099_RS04485	CIB43_RS00535
OG0000276	DR099_RS02285	CIB43_RS00530
OG0000277	DR099_RS02275	CIB43_RS00525
OG0000278	DR099_RS02270	CIB43_RS00515
OG0000279	DR099_RS02260	CIB43_RS00510
OG0000280	DR099_RS02255	CIB43_RS00500
OG0000281	DR099_RS02250	CIB43_RS00495
OG0000283	DR099_RS02220	CIB43_RS00475
OG0000284	DR099_RS02215	CIB43_RS00460
OG0000285	DR099_RS04470	CIB43_RS00455
OG0000286	DR099_RS02675	CIB43_RS03345
OG0000287	DR099_RS00270	CIB43_RS03440
OG0000288	DR099_RS00260	CIB43_RS03450
OG0000289	DR099_RS00255	CIB43_RS03455
OG0000290	DR099_RS00145	CIB43_RS03565
OG0000291	DR099_RS00155	CIB43_RS03560
OG0000292	DR099_RS00160	CIB43_RS03550
OG0000293	DR099_RS00165	CIB43_RS03545
OG0000294	DR099_RS00175	CIB43_RS03540
OG0000295	DR099_RS00180	CIB43_RS03530
OG0000296	DR099_RS00220	CIB43_RS03495
OG0000297	DR099_RS00225	CIB43_RS03485
OG0000298	DR099_RS00820	CIB43_RS00880
OG0000299	DR099_RS00795	CIB43_RS00915
OG0000300	DR099_RS00615	CIB43_RS01090
OG0000301	DR099_RS02960	CIB43_RS01125
OG0000302	DR099_RS02965	CIB43_RS01130
OG0000303	DR099_RS02730	CIB43_RS01455
OG0000304	DR099_RS01735	CIB43_RS01950
OG0000305	DR099_RS01085	CIB43_RS03795
OG0000306	DR099_RS01160	CIB43_RS03725
OG0000307	DR099_RS00025	CIB43_RS03685
OG0000308	DR099_RS00125	CIB43_RS03600
OG0000309	DR099_RS00190	CIB43_RS03520
OG0000310	DR099_RS00265	CIB43_RS03445
OG0000311	DR099_RS02615	CIB43_RS03405
OG0000312	DR099_RS02630	CIB43_RS03390
OG0000313	DR099_RS01360	CIB43_RS02485
OG0000314	DR099_RS00455	CIB43_RS02855
OG0000315	DR099_RS01205	CIB43_RS02885
OG0000316	DR099_RS01215	CIB43_RS02895
OG0000317	DR099_RS01305	CIB43_RS02985
OG0000318	DR099_RS04365	CIB43_RS02900
OG0000319	DR099_RS02845	CIB43_RS03125
OG0000320	DR099_RS02180	CIB43_RS03270
OG0000321	DR099_RS00940	CIB43_RS02200
OG0000322	DR099_RS00985	CIB43_RS02245
OG0000323	DR099_RS01435	CIB43_RS02375
OG0000324	DR099_RS02805	CIB43_RS03170
OG0000325	DR099_RS01650	CIB43_RS01570
OG0000326	DR099_RS01555	CIB43_RS01665
OG0000327	DR099_RS01550	CIB43_RS01670
OG0000328	DR099_RS01925	CIB43_RS01760
OG0000329	DR099_RS01905	CIB43_RS01775
OG0000330	DR099_RS02320	CIB43_RS01970
OG0000331	DR099_RS03090	CIB43_RS03890
OG0000332	DR099_RS02060	CIB43_RS00200
OG0000333	DR099_RS02050	CIB43_RS00210
OG0000334	DR099_RS02890	CIB43_RS00315
OG0000335	DR099_RS02900	CIB43_RS00340
OG0000336	DR099_RS04480	CIB43_RS00485
OG0000337	DR099_RS00570	CIB43_RS00655
OG0000338	DR099_RS00530	CIB43_RS00695
OG0000339	DR099_RS03470	CIB43_RS03235
OG0000340	DR099_RS00920	CIB43_RS02185
OG0000341	DR099_RS02785	CIB43_RS03190
OG0000342	DR099_RS01620	CIB43_RS01600
OG0000343	DR099_RS02040	CIB43_RS00215
OG0000344	DR099_RS02745	CIB43_RS01465
OG0000345	DR099_RS01790	CIB43_RS01890
OG0000346	DR099_RS04645	CIB43_RS00490
OG0000347	DR099_RS01010	CIB43_RS02270
OG0000348	DR099_RS01545	CIB43_RS01685
OG0000349	DR099_RS04490	CIB43_RS00550
OG0000350	DR099_RS00035	CIB43_RS03675
OG0000351	DR099_RS04140	CIB43_RS01385
OG0000352	DR099_RS00430	CIB43_RS02830
OG0000353	DR099_RS00980	CIB43_RS02240
OG0000354	DR099_RS01700	CIB43_RS01515
OG0000355	DR099_RS04300	CIB43_RS02805
OG0000356	DR099_RS04360	CIB43_RS02890
OG0000357	DR099_RS04450	CIB43_RS00175
OG0000358	DR099_RS02075	CIB43_RS00180
OG0000359	DR099_RS04425	CIB43_RS01650
OG0000360	DR099_RS00710	CIB43_RS00990
OG0000361	DR099_RS00680	CIB43_RS01020
OG0000362	DR099_RS00245	CIB43_RS03475
OG0000363	DR099_RS04420	CIB43_RS02310
OG0000369	DR099_RS04315	CIB43_RS00725
OG0000370	DR099_RS00505	CIB43_RS00720
OG0000378	DR099_RS00900	CIB43_RS02160
OG0000379	DR099_RS00975	CIB43_RS02235
OG0000380	DR099_RS01000	CIB43_RS02260
OG0000381	DR099_RS01510	CIB43_RS02300
OG0000385	DR099_RS02690	CIB43_RS01405
OG0000389	DR099_RS01720	CIB43_RS01490
OG0000394	DR099_RS00060	CIB43_RS03660
OG0000396	DR099_RS02670	CIB43_RS03350
OG0000403	DR099_RS02035	CIB43_RS00220
OG0000404	DR099_RS02005	CIB43_RS00250
OG0000405	DR099_RS01990	CIB43_RS00265
OG0000409	DR099_RS02920	CIB43_RS00345
OG0000412	DR099_RS02560	CIB43_RS00390
OG0000417	DR099_RS02790	CIB43_RS03185
OG0000428	DR099_RS01895	CIB43_RS01785
OG0000429	DR099_RS01800	CIB43_RS01885
OG0000430	DR099_RS01755	CIB43_RS01925
OG0000434	DR099_RS02335	CIB43_RS01985
OG0000436	DR099_RS02380	CIB43_RS02030
OG0000437	DR099_RS02390	CIB43_RS02065
OG0000441	DR099_RS03070	CIB43_RS03910
OG0000451	DR099_RS00620	CIB43_RS01085
OG0000453	DR099_RS02980	CIB43_RS01315
OG0000457	DR099_RS02205	CIB43_RS00450
OG0000459	DR099_RS00250	CIB43_RS03460
OG0000463	DR099_RS00205	CIB43_RS03515
OG0000464	DR099_RS00210	CIB43_RS03500
OG0000466	DR099_RS02950	CIB43_RS01115
OG0000471	DR099_RS01890	CIB43_RS01790
OG0000473	DR099_RS03235	CIB43_RS00580
OG0000474	DR099_RS03230	CIB43_RS00585
OG0000475	DR099_RS03225	CIB43_RS00595
OG0000482	DR099_RS03275	CIB43_RS02080
OG0000485	DR099_RS02385	CIB43_RS02035
OG0000486	DR099_RS02770	CIB43_RS03205
OG0000487	DR099_RS04370	CIB43_RS02915
OG0000488	DR099_RS01260	CIB43_RS02940
OG0000489	DR099_RS00475	CIB43_RS00750
OG0000491	DR099_RS00955	CIB43_RS02220
OG0000492	DR099_RS01030	CIB43_RS02290
OG0000495	DR099_RS01130	CIB43_RS03750
OG0000502	DR099_RS03265	CIB43_RS02070
OG0000504	DR099_RS01915	CIB43_RS01770
OG0000506	DR099_RS01870	CIB43_RS01810
OG0000508	DR099_RS00735	CIB43_RS00980
OG0000517	DR099_RS00460	CIB43_RS00765
OG0000519	DR099_RS01565	CIB43_RS01660
OG0000520	DR099_RS01900	CIB43_RS01780
OG0000523	DR099_RS02200	CIB43_RS00445
OG0000526	DR099_RS03715	CIB43_RS02720
OG0000527	DR099_RS03420	CIB43_RS02640
OG0000529	DR099_RS02835	CIB43_RS03135
OG0000530	DR099_RS03455	CIB43_RS03250
OG0000531	DR099_RS01005	CIB43_RS02265
OG0000537	DR099_RS01625	CIB43_RS01595
OG0000538	DR099_RS02340	CIB43_RS01990
OG0000544	DR099_RS04335	CIB43_RS02125
OG0000545	DR099_RS00315	CIB43_RS02715
OG0000546	DR099_RS03670	CIB43_RS03705
OG0000552	DR099_RS02030	CIB43_RS00225
OG0000553	DR099_RS04285	CIB43_RS03610
OG0000554	DR099_RS02150	CIB43_RS03295
OG0000557	DR099_RS00870	CIB43_RS02130
OG0000558	DR099_RS03300	CIB43_RS02100
OG0000559	DR099_RS02440	CIB43_RS02575
OG0000560	DR099_RS00300	CIB43_RS02680
OG0000561	DR099_RS02325	CIB43_RS01980
OG0000562	DR099_RS00305	CIB43_RS02685
OG0000563	DR099_RS00290	CIB43_RS02670
OG0000564	DR099_RS00895	CIB43_RS02155
OG0000565	DR099_RS00360	CIB43_RS02760
OG0000566	DR099_RS00345	CIB43_RS02740
OG0000568	DR099_RS01665	CIB43_RS01555
OG0000569	DR099_RS03305	CIB43_RS02105
OG0000570	DR099_RS04580	CIB43_RS02110
OG0000571	DR099_RS00855	CIB43_RS02115
OG0000572	DR099_RS00875	CIB43_RS02135
OG0000573	DR099_RS02445	CIB43_RS02570
OG0000574	DR099_RS00915	CIB43_RS02175
OG0000575	DR099_RS03290	CIB43_RS02090
OG0000576	DR099_RS02490	CIB43_RS02530
OG0000577	DR099_RS00130	CIB43_RS03580
OG0000579	DR099_RS03430	CIB43_RS02660
OG0000580	DR099_RS01175	CIB43_RS03710
OG0000581	DR099_RS03425	CIB43_RS02645
OG0000585	DR099_RS03495	CIB43_RS03105
OG0000588	DR099_RS02495	CIB43_RS02525
OG0000592	DR099_RS00140	CIB43_RS03570
OG0000594	DR099_RS03295	CIB43_RS02095
OG0000595	DR099_RS04595, DR099_RS04555	CIB43_RS03920
OG0000597	DR099_RS03065, DR099_RS03370	CIB43_RS03915
OG0000601	DR099_RS00295	CIB43_RS02675
OG0000608	DR099_RS00310	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690
OG0000609	DR099_RS00330	CIB43_RS02730
OG0000624	DR099_RS02025	CIB43_RS00230
