Orthogroup	MHP_MHP699_protein	MFC_MF18_protein
OG0000137	WP_135618686.1	WP_160593469.1
OG0000138	WP_020835639.1	WP_002557542.1
OG0000139	WP_011205965.1	WP_002557543.1
OG0000140	WP_011284027.1	WP_160581189.1
OG0000141	WP_020835640.1	WP_160581190.1
OG0000142	WP_011284032.1	WP_160583971.1
OG0000143	WP_020835643.1	WP_002557549.1
OG0000144	WP_020835645.1	WP_002557551.1
OG0000145	WP_011205954.1	WP_160581199.1
OG0000146	WP_011290118.1	WP_160593536.1
OG0000147	WP_011205952.1	WP_160581203.1
OG0000148	WP_160585089.1	WP_002557557.1
OG0000149	WP_160585091.1	WP_160593534.1
OG0000150	WP_011290122.1	WP_160593532.1
OG0000151	WP_160585093.1	WP_160593530.1
OG0000152	WP_160585095.1	WP_160593528.1
OG0000153	WP_014579732.1	WP_002557563.1
OG0000154	WP_160585097.1	WP_160581461.1
OG0000155	WP_011284046.1	WP_160593526.1
OG0000156	WP_160585099.1	WP_002557566.1
OG0000157	WP_014579735.1	WP_002557567.1
OG0000158	WP_094521636.1	WP_160584038.1
OG0000159	WP_041361727.1	WP_160581005.1
OG0000160	WP_160585150.1	WP_160583697.1
OG0000161	WP_014579589.1	WP_002557574.1
OG0000162	WP_228365407.1	WP_160583695.1
OG0000163	WP_011290004.1	WP_002557576.1
OG0000164	WP_160585148.1	WP_002557577.1
OG0000165	WP_011206119.1	WP_002557578.1
OG0000166	WP_160585144.1	WP_160583691.1
OG0000167	WP_160585142.1	WP_160593359.1
OG0000168	WP_011206113.1	WP_160583687.1
OG0000169	WP_160584791.1	WP_002557589.1
OG0000170	WP_160584793.1	WP_160580868.1
OG0000171	WP_011290017.1	WP_160583681.1
OG0000172	WP_160584795.1	WP_160583679.1
OG0000173	WP_160584965.1	WP_002557602.1
OG0000174	WP_011284289.1	WP_002557603.1
OG0000175	WP_020835845.1	WP_160580878.1
OG0000176	WP_011206391.1	WP_160593367.1
OG0000177	WP_160584967.1	WP_160583674.1
OG0000178	WP_160584969.1	WP_002557609.1
OG0000179	WP_020835843.1	WP_160583673.1
OG0000180	WP_011206385.1	WP_002557613.1
OG0000181	WP_011206384.1	WP_002557614.1
OG0000182	WP_160584971.1	WP_160593369.1
OG0000183	WP_135619012.1	WP_160583667.1
OG0000184	WP_011290331.1	WP_002557620.1
OG0000185	WP_160584976.1	WP_160580902.1
OG0000186	WP_135619008.1	WP_160580903.1
OG0000187	WP_160584978.1	WP_002557623.1
OG0000188	WP_160584982.1	WP_160583663.1
OG0000189	WP_135618994.1	WP_160580918.1
OG0000190	WP_280996773.1	WP_160583657.1
OG0000191	WP_160585267.1	WP_160580922.1
OG0000192	WP_160585263.1	WP_002557638.1
OG0000193	WP_160585121.1	WP_160583653.1
OG0000194	WP_160585119.1	WP_002557642.1
OG0000195	WP_146379681.1	WP_160583649.1
OG0000196	WP_011206335.1	WP_160583648.1
OG0000197	WP_020835818.1	WP_160583646.1
OG0000198	WP_160585117.1	WP_160583643.1
OG0000199	WP_011206289.1	WP_002557667.1
OG0000200	WP_179221158.1	WP_002557668.1
OG0000201	WP_011206287.1	WP_160593407.1
OG0000202	WP_160585290.1	WP_160581410.1
OG0000203	WP_011284063.1	WP_160584009.1
OG0000204	WP_135618732.1	WP_160593411.1
OG0000205	WP_160585024.1	WP_160581416.1
OG0000206	WP_160585022.1	WP_160584011.1
OG0000207	WP_146379611.1	WP_160593513.1
OG0000208	WP_146379610.1	WP_160593515.1
OG0000209	WP_011206200.1	WP_002557684.1
OG0000210	WP_160585013.1	WP_002557689.1
OG0000211	WP_160585175.1	WP_220190081.1
OG0000212	WP_011206207.1	WP_160581429.1
OG0000213	WP_160585173.1	WP_160584058.1
OG0000214	WP_044272610.1	WP_002557703.1
OG0000215	WP_160584923.1	WP_160581256.1
OG0000216	WP_160584925.1	WP_160583901.1
OG0000217	WP_011290368.1	WP_002557708.1
OG0000218	WP_160584927.1	WP_160583903.1
OG0000219	WP_160584933.1	WP_160583907.1
OG0000220	WP_135619070.1	WP_160581263.1
OG0000221	WP_020835872.1	WP_160581265.1
OG0000222	WP_160585271.1	WP_160593449.1
OG0000223	WP_160585273.1	WP_160581270.1
OG0000224	WP_160585275.1	WP_002557721.1
OG0000225	WP_160585277.1	WP_039387689.1
OG0000226	WP_020835880.1	WP_160581274.1
OG0000227	WP_081642895.1	WP_002557725.1
OG0000228	WP_160585278.1	WP_002557726.1
OG0000229	WP_020835888.1	WP_039387691.1
OG0000230	WP_160585211.1	WP_002557729.1
OG0000231	WP_160585215.1	WP_002557731.1
OG0000232	WP_160585217.1	WP_160583916.1
OG0000233	WP_011206457.1	WP_002557733.1
OG0000234	WP_011206458.1	WP_002557734.1
OG0000235	WP_011206459.1	WP_002557735.1
OG0000236	WP_160585221.1	WP_160593453.1
OG0000237	WP_011206469.1	WP_002557739.1
OG0000238	WP_160585238.1	WP_160584044.1
OG0000239	WP_011290400.1	WP_160584046.1
OG0000240	WP_011290399.1	WP_002557742.1
OG0000241	WP_020835897.1	WP_160584048.1
OG0000242	WP_160585258.1	WP_160593511.1
OG0000243	WP_160585101.1	WP_002557749.1
OG0000244	WP_160585103.1	WP_160583995.1
OG0000245	WP_011284053.1	WP_002557751.1
OG0000246	WP_160585105.1	WP_002557752.1
OG0000247	WP_011284055.1	WP_002557753.1
OG0000248	WP_160585107.1	WP_002557754.1
OG0000249	WP_011205932.1	WP_002557755.1
OG0000250	WP_160585247.1	WP_160593473.1
OG0000251	WP_011206256.1	WP_002557757.1
OG0000252	WP_160585242.1	WP_220190413.1
OG0000253	WP_020835755.1	WP_255454511.1
OG0000254	WP_160584698.1	WP_002557763.1
OG0000255	WP_160584694.1	WP_002557766.1
OG0000256	WP_160584692.1	WP_160593475.1
OG0000257	WP_011290023.1	WP_002557768.1
OG0000258	WP_094521583.1	WP_002557769.1
OG0000259	WP_160584799.1	WP_039387630.1
OG0000260	WP_020835572.1	WP_002557773.1
OG0000261	WP_228729168.1	WP_160581303.1
OG0000262	WP_160584800.1	WP_160593477.1
OG0000263	WP_011283930.1	WP_002557778.1
OG0000264	WP_011206086.1	WP_002557779.1
OG0000265	WP_020835574.1	WP_002557780.1
OG0000266	WP_020835575.1	WP_002557781.1
OG0000267	WP_020835576.1	WP_002557782.1
OG0000268	WP_011283934.1	WP_002557783.1
OG0000269	WP_011290034.1	WP_002557784.1
OG0000270	WP_160584803.1	WP_002557785.1
OG0000271	WP_146379504.1	WP_160581307.1
OG0000272	WP_160584809.1	WP_160593482.1
OG0000273	WP_011206072.1	WP_160583979.1
OG0000274	WP_011206071.1	WP_160593422.1
OG0000275	WP_160584811.1	WP_160593424.1
OG0000276	WP_160584813.1	WP_002557796.1
OG0000277	WP_160584816.1	WP_160583849.1
OG0000278	WP_011290044.1	WP_002557798.1
OG0000279	WP_011206065.1	WP_160583851.1
OG0000280	WP_011206064.1	WP_308507107.1
OG0000281	WP_011206063.1	WP_160583853.1
OG0000282	WP_160584818.1	WP_002557802.1
OG0000283	WP_011206061.1	WP_002557803.1
OG0000284	WP_011206054.1	WP_160583859.1
OG0000285	WP_160584820.1	WP_160581347.1
OG0000286	WP_011290054.1	WP_002557813.1
OG0000287	WP_011206049.1	WP_002557814.1
OG0000288	WP_011206048.1	WP_002557815.1
OG0000289	WP_160585195.1	WP_002557816.1
OG0000290	WP_011206047.1	WP_002557817.1
OG0000291	WP_160585193.1	WP_160581343.1
OG0000292	WP_011206044.1	WP_160583863.1
OG0000293	WP_011290058.1	WP_160581339.1
OG0000294	WP_220190714.1	WP_160583865.1
OG0000295	WP_135618616.1	WP_002557824.1
OG0000296	WP_011206039.1	WP_002557825.1
OG0000297	WP_011206038.1	WP_002557826.1
OG0000298	WP_041361589.1	WP_002557827.1
OG0000299	WP_044284599.1	WP_002557831.1
OG0000300	WP_011206032.1	WP_160593426.1
OG0000301	WP_160585189.1	WP_002557833.1
OG0000302	WP_160585187.1	WP_002557834.1
OG0000303	WP_011206028.1	WP_002557835.1
OG0000304	WP_160585185.1	WP_002557836.1
OG0000305	WP_011290066.1	WP_002557837.1
OG0000306	WP_160585183.1	WP_160581334.1
OG0000307	WP_011283976.1	WP_002557839.1
OG0000308	WP_014579601.1	WP_002557840.1
OG0000309	WP_160584666.1	WP_002557842.1
OG0000310	WP_160584668.1	WP_160583869.1
OG0000311	WP_011206014.1	WP_002557845.1
OG0000312	WP_160584674.1	WP_160583871.1
OG0000313	WP_160584676.1	WP_318026338.1
OG0000314	WP_160584678.1	WP_160593430.1
OG0000315	WP_160584680.1	WP_002557850.1
OG0000316	WP_011283989.1	WP_160581215.1
OG0000317	WP_160584682.1	WP_160593437.1
OG0000318	WP_011206006.1	WP_002557856.1
OG0000319	WP_011206005.1	WP_002557857.1
OG0000320	WP_160584684.1	WP_160581219.1
OG0000321	WP_160584686.1	WP_160593439.1
OG0000322	WP_160584688.1	WP_160583885.1
OG0000323	WP_011290347.1	WP_160583887.1
OG0000324	WP_160585227.1	WP_160583889.1
OG0000325	WP_160585229.1	WP_160593441.1
OG0000326	WP_160585231.1	WP_002557866.1
OG0000327	WP_160585233.1	WP_160583893.1
OG0000328	WP_011290352.1	WP_002557868.1
OG0000329	WP_041361690.1	WP_002557870.1
OG0000330	WP_011206408.1	WP_002557872.1
OG0000331	WP_011284299.1	WP_160583926.1
OG0000332	WP_258555948.1	WP_002557875.1
OG0000333	WP_280996517.1	WP_002557876.1
OG0000334	WP_160584780.1	WP_160593344.1
OG0000335	WP_020835500.1	WP_160583745.1
OG0000336	WP_160584776.1	WP_160583739.1
OG0000337	WP_160584772.1	WP_002557886.1
OG0000338	WP_044272282.1	WP_002557888.1
OG0000339	WP_011205880.1	WP_002557890.1
OG0000340	WP_020835507.1	WP_002557891.1
OG0000341	WP_011289963.1	WP_002557892.1
OG0000342	WP_011205883.1	WP_160581051.1
OG0000343	WP_160584769.1	WP_160583733.1
OG0000344	WP_044284571.1	WP_002557895.1
OG0000345	WP_160584767.1	WP_160583731.1
OG0000346	WP_014579550.1	WP_002557898.1
OG0000347	WP_011205889.1	WP_002557899.1
OG0000348	WP_044272682.1	WP_002557900.1
OG0000349	WP_135618497.1	WP_002557901.1
OG0000350	WP_160584765.1	WP_160583729.1
OG0000351	WP_020835515.1	WP_160583727.1
OG0000352	WP_011289973.1	WP_160583725.1
OG0000353	WP_011289974.1	WP_002557905.1
OG0000354	WP_020835518.1	WP_220190183.1
OG0000355	WP_011289976.1	WP_160581042.1
OG0000356	WP_011289977.1	WP_002557908.1
OG0000357	WP_135618505.1	WP_002557909.1
OG0000358	WP_020835520.1	WP_160583721.1
OG0000359	WP_160584763.1	WP_002557912.1
OG0000360	WP_011289982.1	WP_002557913.1
OG0000361	WP_160584761.1	WP_160583715.1
OG0000362	WP_160584760.1	WP_160593354.1
OG0000363	WP_135618519.1	WP_160583709.1
OG0000364	WP_160584756.1	WP_160593357.1
OG0000365	WP_160584754.1	WP_002557922.1
OG0000366	WP_160584751.1	WP_160581017.1
OG0000367	WP_044284579.1	WP_002557927.1
OG0000368	WP_160584747.1	WP_002557928.1
OG0000369	WP_011205923.1	WP_002557930.1
OG0000370	WP_044284773.1	WP_160581015.1
OG0000371	WP_160584745.1	WP_160581013.1
OG0000372	WP_011206135.1	WP_002557935.1
OG0000373	WP_160584741.1	WP_160583703.1
OG0000374	WP_160584890.1	WP_160583788.1
OG0000375	WP_020835916.1	WP_160593486.1
OG0000376	WP_160584898.1	WP_002557946.1
OG0000377	WP_011284373.1	WP_002557947.1
OG0000378	WP_011206502.1	WP_002557948.1
OG0000379	WP_220190660.1	WP_002557950.1
OG0000380	WP_160584902.1	WP_160583796.1
OG0000381	WP_228366117.1	WP_160581377.1
OG0000382	WP_011290421.1	WP_160593503.1
OG0000383	WP_011206494.1	WP_160581382.1
OG0000384	WP_011290418.1	WP_002557959.1
OG0000385	WP_094521520.1	WP_002557960.1
OG0000386	WP_014580012.1	WP_002557961.1
OG0000387	WP_011206487.1	WP_160583804.1
OG0000388	WP_160584906.1	WP_160593507.1
OG0000389	WP_160584907.1	WP_002557965.1
OG0000390	WP_011206484.1	WP_002557966.1
OG0000391	WP_160584909.1	WP_160583808.1
OG0000392	WP_160584911.1	WP_160583810.1
OG0000393	WP_044272526.1	WP_002557972.1
OG0000394	WP_160585011.1	WP_160593397.1
OG0000395	WP_160585009.1	WP_002557980.1
OG0000396	WP_160585008.1	WP_160583616.1
OG0000397	WP_044272549.1	WP_002557984.1
OG0000398	WP_160584996.1	WP_002558003.1
OG0000399	WP_011206320.1	WP_160593389.1
OG0000400	WP_044272553.1	WP_160583633.1
OG0000401	WP_160584999.1	WP_160583631.1
OG0000402	WP_160585001.1	WP_160583629.1
OG0000403	WP_011206315.1	WP_160580958.1
OG0000404	WP_160585002.1	WP_160583627.1
OG0000405	WP_011284228.1	WP_160583626.1
OG0000406	WP_160585004.1	WP_002558017.1
OG0000407	WP_041361673.1	WP_160593391.1
OG0000408	WP_160585005.1	WP_160593393.1
OG0000409	WP_160584774.1	WP_160593350.1
OG0000410	WP_094521545.1	WP_039387487.1
OG0000411	WP_041361533.1	WP_039387496.1
OG0000412	WP_011283891.1	WP_039387501.1
OG0000413	WP_011205925.1	WP_039387504.1
OG0000414	WP_160585146.1	WP_160580856.1
OG0000415	WP_220190741.1	WP_160580864.1
OG0000416	WP_135619020.1	WP_160580890.1
OG0000417	WP_160585265.1	WP_160593378.1
OG0000418	WP_160585113.1	WP_308507106.1
OG0000419	WP_160584992.1	WP_160583637.1
OG0000420	WP_011206313.1	WP_160580960.1
OG0000421	WP_011206298.1	WP_160593395.1
OG0000422	WP_011206293.1	WP_039387548.1
OG0000423	WP_011206141.1	WP_039387554.1
OG0000424	WP_160585015.1	WP_160593518.1
OG0000425	WP_160585171.1	WP_160581431.1
OG0000426	WP_160585167.1	WP_160581432.1
OG0000427	WP_160585126.1	WP_160581441.1
OG0000428	WP_014579824.1	WP_039387592.1
OG0000429	WP_220190711.1	WP_160593540.1
OG0000430	WP_135618880.1	WP_236681771.1
OG0000431	WP_160585076.1	WP_160583953.1
OG0000432	WP_011205969.1	WP_160583967.1
OG0000433	WP_160584725.1	WP_039387613.1
OG0000434	WP_041361746.1	WP_039387619.1
OG0000435	WP_094521693.1	WP_160581297.1
OG0000436	WP_011206094.1	WP_039387628.1
OG0000437	WP_160584805.1	WP_039387636.1
OG0000438	WP_160584807.1	WP_160581309.1
OG0000439	WP_011206069.1	WP_039387641.1
OG0000440	WP_041361583.1	WP_039387644.1
OG0000441	WP_225973017.1	WP_160583857.1
OG0000442	WP_135618603.1	WP_039387651.1
OG0000443	WP_160584670.1	WP_160593428.1
OG0000444	WP_160585235.1	WP_039387665.1
OG0000445	WP_011290372.1	WP_039387681.1
OG0000446	WP_011206433.1	WP_039387683.1
OG0000447	WP_160585209.1	WP_039387693.1
OG0000448	WP_160585213.1	WP_160593451.1
OG0000449	WP_011206488.1	WP_039387704.1
OG0000450	WP_041361708.1	WP_160593505.1
OG0000451	WP_160584896.1	WP_039387713.1
OG0000452	WP_160585109.1	WP_039387719.1
OG0000453	WP_011290441.1	WP_160581112.1
OG0000454	WP_160584861.1	WP_039387723.1
OG0000455	WP_160585000.1	WP_039387750.1
OG0000456	WP_011284150.1	WP_160593522.1
OG0000457	WP_160585300.1	WP_160593467.1
OG0000458	WP_146379551.1	WP_039387777.1
OG0000459	WP_160585246.1	WP_039387782.1
OG0000460	WP_011290029.1	WP_039387785.1
OG0000461	WP_011206435.1	WP_039387808.1
OG0000462	WP_011284367.1	WP_160583800.1
OG0000463	WP_160584722.1	WP_160583965.1
OG0000464	WP_160585140.1	WP_160583688.1
OG0000465	WP_014579611.1	WP_051054304.1
OG0000466	WP_232039558.1	WP_051054328.1
OG0000467	WP_160584884.1	WP_160593493.1
OG0000468	WP_011205955.1	WP_081605280.1
OG0000469	WP_240536364.1	WP_308507114.1
OG0000470	WP_160584974.1	WP_160593373.1
OG0000471	WP_094521522.1	WP_155897264.1
OG0000472	WP_011206218.1	WP_169742226.1
OG0000473	WP_228729169.1	WP_308507115.1
OG0000474	WP_146379684.1	WP_220190179.1
OG0000475	WP_160584739.1	WP_220190182.1
OG0000476	WP_160585020.1	WP_220190084.1
OG0000477	WP_160585128.1	WP_255454526.1
OG0000478	WP_160584724.1	WP_308507110.1
OG0000479	WP_225973014.1	WP_220190180.1
OG0000480	WP_011206194.1	WP_308507104.1
OG0000481	WP_308506994.1	WP_308507120.1
OG0000482	WP_011206427.1	WP_002557710.1
OG0000483	WP_160584929.1	WP_160583905.1
OG0000484	WP_225973007.1	WP_308507103.1
OG0000485	WP_225973008.1	WP_231237879.1
OG0000486	WP_011289979.1	WP_255454451.1
OG0000487	WP_011290282.1	WP_255454460.1
OG0000488	WP_160584921.1	WP_258556255.1
OG0000489	WP_269076322.1	WP_334296055.1
OG0000491	WP_011283834.1	WP_002557466.1
OG0000492	WP_011289930.1	WP_160583756.1
OG0000493	WP_044272260.1	WP_002557476.1
OG0000494	WP_160584863.1	WP_002557481.1
OG0000495	WP_160584874.1	WP_160583771.1
OG0000496	WP_160585298.1	WP_160593464.1
OG0000497	WP_011205962.1	WP_002557546.1
OG0000500	WP_044272311.1	WP_160580848.1
OG0000501	WP_160585138.1	WP_160580862.1
OG0000502	WP_052269169.1	WP_160583682.1
OG0000503	WP_225972997.1	WP_255454458.1
OG0000504	WP_160584980.1	WP_160593374.1
OG0000505	WP_011290314.1	WP_002557639.1
OG0000506	WP_160585123.1	WP_002557640.1
OG0000507	WP_020835817.1	WP_160593382.1
OG0000508	WP_160585153.1	WP_002557673.1
OG0000509	WP_220190663.1	WP_160593447.1
OG0000510	WP_187145658.1	WP_160583910.1
OG0000512	WP_160585244.1	WP_160583991.1
OG0000513	WP_146379514.1	WP_160581350.1
OG0000514	WP_011290053.1	WP_160581345.1
OG0000515	WP_160585191.1	WP_002557821.1
OG0000516	WP_011290062.1	WP_160581337.1
OG0000517	WP_011289986.1	WP_160581026.1
OG0000518	WP_160584753.1	WP_160581019.1
OG0000519	WP_160584749.1	WP_002557926.1
OG0000520	WP_160584743.1	WP_002557934.1
OG0000522	WP_160584915.1	WP_160593509.1
OG0000523	WP_160584917.1	WP_160583816.1
OG0000524	WP_160585007.1	WP_160580973.1
OG0000525	WP_160585006.1	WP_160583622.1
OG0000526	WP_160585003.1	WP_002558014.1
OG0000527	WP_011206309.1	WP_002558016.1
OG0000528	WP_011205922.1	WP_039387498.1
OG0000529	WP_160585111.1	WP_220190397.1
OG0000530	WP_160585177.1	WP_039387564.1
OG0000531	WP_160584894.1	WP_039387714.1
OG0000532	WP_160584892.1	WP_220190185.1
OG0000533	WP_160584696.1	WP_334296058.1
OG0000534	WP_020835615.1	WP_039387661.1
OG0000535	WP_160584973.1	WP_160593371.1
OG0000536	WP_160585249.1	WP_255454510.1
OG0000537	WP_160584789.1	WP_160593361.1
OG0000539	WP_011283955.1	WP_160583855.1
OG0000540	WP_160585255.1	WP_160583818.1
OG0000543	WP_160584784.1	WP_160581332.1
OG0000546	WP_160585237.1	WP_258556254.1
OG0000555	WP_160585040.1	WP_160593348.1
OG0000556	WP_011206170.1	WP_039387482.1
OG0000563	WP_280996637.1	WP_160593346.1
OG0000605	WP_160585311.1	WP_160593538.1
OG0000619	WP_160585313.1	WP_002557988.1
OG0000620	WP_280996804.1	WP_011284157.1
OG0000624	WP_160585327.1	WP_160593445.1
OG0000625	WP_002557992.1	WP_002557992.1
OG0000630	WP_160585308.1	WP_002557993.1
