Orthogroup	MFC_MF22_genes	MHP_TB1_genes
OG0000141	DR094_RS00475	B5M19_RS01330
OG0000142	DR094_RS03550	B5M19_RS01335
OG0000143	DR094_RS00445	B5M19_RS01360
OG0000144	DR094_RS00435	B5M19_RS01370
OG0000145	DR094_RS00425	B5M19_RS01380
OG0000146	DR094_RS00415	B5M19_RS01390
OG0000147	DR094_RS00410	B5M19_RS01395
OG0000148	DR094_RS00395	B5M19_RS01410
OG0000149	DR094_RS00385	B5M19_RS01420
OG0000150	DR094_RS00370	B5M19_RS04180
OG0000151	DR094_RS00315	B5M19_RS02540
OG0000152	DR094_RS00310	B5M19_RS02535
OG0000153	DR094_RS00305	B5M19_RS02530
OG0000154	DR094_RS00295	B5M19_RS02520
OG0000155	DR094_RS00275	B5M19_RS02480
OG0000156	DR094_RS00260	B5M19_RS00860
OG0000157	DR094_RS03545	B5M19_RS00865
OG0000158	DR094_RS03540	B5M19_RS04580
OG0000159	DR094_RS00020	B5M19_RS02810
OG0000160	DR094_RS00015	B5M19_RS02815
OG0000161	DR094_RS00010	B5M19_RS02820
OG0000162	DR094_RS02560	B5M19_RS02830
OG0000163	DR094_RS02565	B5M19_RS02835
OG0000164	DR094_RS03770	B5M19_RS04495
OG0000165	DR094_RS02890	B5M19_RS00760
OG0000166	DR094_RS02910	B5M19_RS00785
OG0000167	DR094_RS02925	B5M19_RS00800
OG0000168	DR094_RS02930	B5M19_RS00805
OG0000169	DR094_RS01830	B5M19_RS01450
OG0000170	DR094_RS01845	B5M19_RS01465
OG0000171	DR094_RS01855	B5M19_RS01475
OG0000172	DR094_RS01860	B5M19_RS01480
OG0000173	DR094_RS01865	B5M19_RS01490
OG0000174	DR094_RS01870	B5M19_RS01495
OG0000175	DR094_RS01885	B5M19_RS01510
OG0000176	DR094_RS01925	B5M19_RS01560
OG0000177	DR094_RS01930	B5M19_RS01565
OG0000178	DR094_RS01935	B5M19_RS04200
OG0000179	DR094_RS01945	B5M19_RS01580
OG0000180	DR094_RS01950	B5M19_RS01585
OG0000181	DR094_RS03710	B5M19_RS03045
OG0000182	DR094_RS01975	B5M19_RS03035
OG0000183	DR094_RS02010	B5M19_RS03000
OG0000184	DR094_RS02865	B5M19_RS03105
OG0000185	DR094_RS02880	B5M19_RS03120
OG0000186	DR094_RS02535	B5M19_RS03550
OG0000187	DR094_RS02520	B5M19_RS03535
OG0000188	DR094_RS02510	B5M19_RS03525
OG0000189	DR094_RS03755	B5M19_RS03210
OG0000190	DR094_RS02495	B5M19_RS03215
OG0000191	DR094_RS02475	B5M19_RS03235
OG0000192	DR094_RS02465	B5M19_RS03675
OG0000193	DR094_RS02450	B5M19_RS02360
OG0000194	DR094_RS02440	B5M19_RS01855
OG0000195	DR094_RS02435	B5M19_RS01850
OG0000196	DR094_RS03750	B5M19_RS01830
OG0000197	DR094_RS02410	B5M19_RS01825
OG0000198	DR094_RS02395	B5M19_RS01810
OG0000199	DR094_RS02390	B5M19_RS01805
OG0000200	DR094_RS02375	B5M19_RS01790
OG0000201	DR094_RS02365	B5M19_RS01780
OG0000202	DR094_RS02310	B5M19_RS01725
OG0000203	DR094_RS02305	B5M19_RS01720
OG0000204	DR094_RS03670	B5M19_RS01715
OG0000205	DR094_RS01420	B5M19_RS01710
OG0000206	DR094_RS01440	B5M19_RS01690
OG0000207	DR094_RS01455	B5M19_RS01675
OG0000208	DR094_RS01460	B5M19_RS01670
OG0000209	DR094_RS01465	B5M19_RS01665
OG0000210	DR094_RS01510	B5M19_RS01620
OG0000211	DR094_RS01520	B5M19_RS03415
OG0000212	DR094_RS01530	B5M19_RS03405
OG0000213	DR094_RS01535	B5M19_RS03400
OG0000214	DR094_RS01540	B5M19_RS03395
OG0000215	DR094_RS01545	B5M19_RS03390
OG0000216	DR094_RS01550	B5M19_RS03385
OG0000217	DR094_RS01555	B5M19_RS03380
OG0000218	DR094_RS03690	B5M19_RS03370
OG0000219	DR094_RS01570	B5M19_RS03365
OG0000220	DR094_RS01575	B5M19_RS03360
OG0000221	DR094_RS01580	B5M19_RS03355
OG0000222	DR094_RS01585	B5M19_RS03350
OG0000223	DR094_RS01590	B5M19_RS03345
OG0000224	DR094_RS01600	B5M19_RS03130
OG0000225	DR094_RS01610	B5M19_RS03140
OG0000226	DR094_RS01615	B5M19_RS03145
OG0000227	DR094_RS01620	B5M19_RS03150
OG0000228	DR094_RS03855	B5M19_RS04630
OG0000229	DR094_RS01630	B5M19_RS03160
OG0000230	DR094_RS01635	B5M19_RS03165
OG0000231	DR094_RS01645	B5M19_RS03175
OG0000232	DR094_RS01655	B5M19_RS03185
OG0000233	DR094_RS01665	B5M19_RS02225
OG0000234	DR094_RS01695	B5M19_RS04335
OG0000235	DR094_RS01705	B5M19_RS02175
OG0000236	DR094_RS01710	B5M19_RS02170
OG0000237	DR094_RS01730	B5M19_RS02165
OG0000238	DR094_RS01735	B5M19_RS02155
OG0000239	DR094_RS01765	B5M19_RS01315
OG0000240	DR094_RS01770	B5M19_RS01310
OG0000241	DR094_RS01780	B5M19_RS01300
OG0000242	DR094_RS01785	B5M19_RS04160
OG0000243	DR094_RS01790	B5M19_RS01290
OG0000244	DR094_RS01800	B5M19_RS01280
OG0000245	DR094_RS01810	B5M19_RS01270
OG0000246	DR094_RS01005	B5M19_RS00050
OG0000247	DR094_RS00995	B5M19_RS00060
OG0000248	DR094_RS00970	B5M19_RS00070
OG0000249	DR094_RS00965	B5M19_RS00075
OG0000250	DR094_RS00950	B5M19_RS03880
OG0000251	DR094_RS00920	B5M19_RS00125
OG0000252	DR094_RS00910	B5M19_RS00135
OG0000253	DR094_RS00905	B5M19_RS00140
OG0000254	DR094_RS00895	B5M19_RS00150
OG0000255	DR094_RS00890	B5M19_RS00160
OG0000256	DR094_RS00885	B5M19_RS00165
OG0000257	DR094_RS00860	B5M19_RS00190
OG0000258	DR094_RS00850	B5M19_RS04020
OG0000259	DR094_RS00820	B5M19_RS00230
OG0000260	DR094_RS00810	B5M19_RS00240
OG0000261	DR094_RS03570	B5M19_RS00250
OG0000262	DR094_RS00785	B5M19_RS00270
OG0000263	DR094_RS00770	B5M19_RS00285
OG0000264	DR094_RS00755	B5M19_RS04030
OG0000265	DR094_RS00745	B5M19_RS00315
OG0000266	DR094_RS00730	B5M19_RS00335
OG0000267	DR094_RS00715	B5M19_RS04035
OG0000268	DR094_RS00710	B5M19_RS00355
OG0000269	DR094_RS00695	B5M19_RS03680
OG0000270	DR094_RS03620	B5M19_RS00415
OG0000271	DR094_RS01250	B5M19_RS00420
OG0000272	DR094_RS01255	B5M19_RS00425
OG0000273	DR094_RS01260	B5M19_RS00430
OG0000274	DR094_RS01280	B5M19_RS00450
OG0000275	DR094_RS03625	B5M19_RS00455
OG0000276	DR094_RS01290	B5M19_RS00460
OG0000277	DR094_RS03630	B5M19_RS00470
OG0000278	DR094_RS01305	B5M19_RS00475
OG0000279	DR094_RS01315	B5M19_RS00485
OG0000280	DR094_RS01320	B5M19_RS00490
OG0000281	DR094_RS01325	B5M19_RS00495
OG0000282	DR094_RS01350	B5M19_RS00520
OG0000283	DR094_RS01355	B5M19_RS00525
OG0000284	DR094_RS01360	B5M19_RS00530
OG0000285	DR094_RS03645	B5M19_RS00535
OG0000286	DR094_RS00065	B5M19_RS02850
OG0000287	DR094_RS00090	B5M19_RS01050
OG0000288	DR094_RS00100	B5M19_RS01040
OG0000289	DR094_RS00105	B5M19_RS01035
OG0000290	DR094_RS00215	B5M19_RS04120
OG0000291	DR094_RS03090	B5M19_RS00935
OG0000292	DR094_RS00200	B5M19_RS00940
OG0000293	DR094_RS00195	B5M19_RS00945
OG0000294	DR094_RS00185	B5M19_RS00955
OG0000295	DR094_RS00180	B5M19_RS00960
OG0000296	DR094_RS00140	B5M19_RS01000
OG0000297	DR094_RS00135	B5M19_RS01005
OG0000298	DR094_RS00955	B5M19_RS00085
OG0000299	DR094_RS00935	B5M19_RS00110
OG0000300	DR094_RS00760	B5M19_RS00300
OG0000301	DR094_RS00725	B5M19_RS00340
OG0000302	DR094_RS00720	B5M19_RS00345
OG0000303	DR094_RS00585	B5M19_RS02410
OG0000304	DR094_RS00550	B5M19_RS03190
OG0000305	DR094_RS00420	B5M19_RS01385
OG0000306	DR094_RS00340	B5M19_RS02560
OG0000307	DR094_RS00300	B5M19_RS02525
OG0000308	DR094_RS00225	B5M19_RS00905
OG0000309	DR094_RS00170	B5M19_RS00970
OG0000310	DR094_RS00095	B5M19_RS01045
OG0000311	DR094_RS00045	B5M19_RS02790
OG0000312	DR094_RS00025	B5M19_RS02805
OG0000313	DR094_RS02585	B5M19_RS03300
OG0000314	DR094_RS02905	B5M19_RS00780
OG0000315	DR094_RS02935	B5M19_RS00810
OG0000316	DR094_RS02945	B5M19_RS00820
OG0000317	DR094_RS02685	B5M19_RS02720
OG0000318	DR094_RS03800	B5M19_RS00825
OG0000319	DR094_RS02055	B5M19_RS02945
OG0000320	DR094_RS02120	B5M19_RS04425
OG0000321	DR094_RS02185	B5M19_RS01240
OG0000322	DR094_RS02230	B5M19_RS01195
OG0000323	DR094_RS02805	B5M19_RS01065
OG0000324	DR094_RS02470	B5M19_RS03240
OG0000325	DR094_RS02430	B5M19_RS01845
OG0000326	DR094_RS02335	B5M19_RS01750
OG0000327	DR094_RS02330	B5M19_RS01745
OG0000328	DR094_RS01470	B5M19_RS01660
OG0000329	DR094_RS01490	B5M19_RS01640
OG0000330	DR094_RS01675	B5M19_RS02210
OG0000331	DR094_RS01795	B5M19_RS01285
OG0000332	DR094_RS01895	B5M19_RS01520
OG0000333	DR094_RS01905	B5M19_RS01530
OG0000334	DR094_RS01970	B5M19_RS03040
OG0000335	DR094_RS03715	B5M19_RS03030
OG0000336	DR094_RS03640	B5M19_RS00505
OG0000337	DR094_RS01135	B5M19_RS01985
OG0000338	DR094_RS01095	B5M19_RS01940
OG0000339	DR094_RS02140	B5M19_RS03615
OG0000340	DR094_RS02165	B5M19_RS02565
OG0000341	DR094_RS02490	B5M19_RS03220
OG0000342	DR094_RS02400	B5M19_RS01815
OG0000343	DR094_RS01915	B5M19_RS04195
OG0000344	DR094_RS00570	B5M19_RS02425
OG0000345	DR094_RS01605	B5M19_RS03135
OG0000346	DR094_RS03635	B5M19_RS04590
OG0000347	DR094_RS02255	B5M19_RS01170
OG0000348	DR094_RS03740	B5M19_RS01740
OG0000349	DR094_RS01270	B5M19_RS00440
OG0000350	DR094_RS00335	B5M19_RS02515
OG0000351	DR094_RS00635	B5M19_RS03490
OG0000352	DR094_RS02885	B5M19_RS00755
OG0000353	DR094_RS02225	B5M19_RS01200
OG0000354	DR094_RS00520	B5M19_RS03080
OG0000355	DR094_RS03775	B5M19_RS00725
OG0000356	DR094_RS03825	B5M19_RS00815
OG0000357	DR094_RS03700	B5M19_RS01500
OG0000358	DR094_RS01880	B5M19_RS01505
OG0000359	DR094_RS03745	B5M19_RS01770
OG0000360	DR094_RS00855	B5M19_RS00195
OG0000361	DR094_RS00825	B5M19_RS00225
OG0000362	DR094_RS00115	B5M19_RS01025
OG0000363	DR094_RS02300	B5M19_RS01125
OG0000365	DR094_RS03785	B5M19_RS02775
OG0000366	DR094_RS02655	B5M19_RS02750
OG0000367	DR094_RS02665	B5M19_RS02740
OG0000368	DR094_RS01030	B5M19_RS04270
OG0000369	DR094_RS03585	B5M19_RS01910
OG0000370	DR094_RS01070	B5M19_RS01915
OG0000371	DR094_RS01075	B5M19_RS01920
OG0000372	DR094_RS01080	B5M19_RS01925
OG0000373	DR094_RS01105	B5M19_RS01950
OG0000374	DR094_RS01115	B5M19_RS01960
OG0000375	DR094_RS02050	B5M19_RS02950
OG0000376	DR094_RS02105	B5M19_RS02670
OG0000377	DR094_RS02115	B5M19_RS02680
OG0000378	DR094_RS02150	B5M19_RS02585
OG0000379	DR094_RS02220	B5M19_RS01205
OG0000380	DR094_RS02245	B5M19_RS01180
OG0000381	DR094_RS02285	B5M19_RS01140
OG0000382	DR094_RS02760	B5M19_RS01105
OG0000383	DR094_RS02800	B5M19_RS01070
OG0000384	DR094_RS00630	B5M19_RS02365
OG0000385	DR094_RS00625	B5M19_RS02370
OG0000386	DR094_RS00605	B5M19_RS02390
OG0000387	DR094_RS00580	B5M19_RS02415
OG0000388	DR094_RS03560	B5M19_RS02420
OG0000389	DR094_RS00540	B5M19_RS03095
OG0000390	DR094_RS00440	B5M19_RS01365
OG0000391	DR094_RS00430	B5M19_RS01375
OG0000392	DR094_RS00405	B5M19_RS01400
OG0000393	DR094_RS00350	B5M19_RS03515
OG0000394	DR094_RS00285	B5M19_RS02490
OG0000395	DR094_RS00280	B5M19_RS02485
OG0000396	DR094_RS02575	B5M19_RS02845
OG0000397	DR094_RS02620	B5M19_RS00740
OG0000398	DR094_RS02625	B5M19_RS00745
OG0000399	DR094_RS02920	B5M19_RS00795
OG0000400	DR094_RS01840	B5M19_RS01460
OG0000401	DR094_RS01900	B5M19_RS01525
OG0000402	DR094_RS01910	B5M19_RS01535
OG0000404	DR094_RS03705	B5M19_RS04205
OG0000405	DR094_RS01955	B5M19_RS01590
OG0000406	DR094_RS01985	B5M19_RS03025
OG0000407	DR094_RS03720	B5M19_RS03020
OG0000408	DR094_RS01995	B5M19_RS03015
OG0000409	DR094_RS02000	B5M19_RS03010
OG0000410	DR094_RS02860	B5M19_RS03100
OG0000411	DR094_RS02870	B5M19_RS03110
OG0000412	DR094_RS02875	B5M19_RS03115
OG0000413	DR094_RS02540	B5M19_RS03555
OG0000414	DR094_RS02530	B5M19_RS03545
OG0000415	DR094_RS02525	B5M19_RS03540
OG0000416	DR094_RS02515	B5M19_RS03530
OG0000417	DR094_RS02485	B5M19_RS03225
OG0000418	DR094_RS02480	B5M19_RS03230
OG0000419	DR094_RS02420	B5M19_RS01835
OG0000420	DR094_RS02385	B5M19_RS01800
OG0000421	DR094_RS02350	B5M19_RS01765
OG0000422	DR094_RS02340	B5M19_RS01755
OG0000423	DR094_RS01430	B5M19_RS01700
OG0000424	DR094_RS01435	B5M19_RS01695
OG0000425	DR094_RS01445	B5M19_RS01685
OG0000426	DR094_RS03675	B5M19_RS01680
OG0000427	DR094_RS03680	B5M19_RS01655
OG0000428	DR094_RS01500	B5M19_RS01630
OG0000430	DR094_RS01640	B5M19_RS03170
OG0000431	DR094_RS01650	B5M19_RS03180
OG0000432	DR094_RS01670	B5M19_RS04345
OG0000433	DR094_RS01680	B5M19_RS02200
OG0000434	DR094_RS01685	B5M19_RS02195
OG0000435	DR094_RS01700	B5M19_RS02180
OG0000436	DR094_RS01740	B5M19_RS02150
OG0000437	DR094_RS01750	B5M19_RS02140
OG0000438	DR094_RS03695	B5M19_RS02135
OG0000439	DR094_RS01760	B5M19_RS02130
OG0000440	DR094_RS01775	B5M19_RS04165
OG0000441	DR094_RS01815	B5M19_RS01265
OG0000442	DR094_RS01000	B5M19_RS00055
OG0000443	DR094_RS00940	B5M19_RS00105
OG0000444	DR094_RS00925	B5M19_RS00120
OG0000445	DR094_RS00900	B5M19_RS00145
OG0000446	DR094_RS00875	B5M19_RS00175
OG0000447	DR094_RS00870	B5M19_RS00180
OG0000448	DR094_RS00840	B5M19_RS00210
OG0000449	DR094_RS00815	B5M19_RS00235
OG0000450	DR094_RS00805	B5M19_RS00245
OG0000451	DR094_RS00765	B5M19_RS00295
OG0000452	DR094_RS00740	B5M19_RS00330
OG0000453	DR094_RS00705	B5M19_RS04040
OG0000455	DR094_RS03615	B5M19_RS00395
OG0000456	DR094_RS01345	B5M19_RS00515
OG0000457	DR094_RS01370	B5M19_RS00540
OG0000458	DR094_RS00085	B5M19_RS01055
OG0000459	DR094_RS00110	B5M19_RS01030
OG0000460	DR094_RS00120	B5M19_RS01020
OG0000461	DR094_RS00165	B5M19_RS04125
OG0000462	DR094_RS00160	B5M19_RS00980
OG0000463	DR094_RS00155	B5M19_RS04130
OG0000464	DR094_RS00150	B5M19_RS00990
OG0000465	DR094_RS00145	B5M19_RS00995
OG0000467	DR094_RS03535	B5M19_RS00895
OG0000468	DR094_RS02915	B5M19_RS00790
OG0000469	DR094_RS02710	B5M19_RS00850
OG0000470	DR094_RS01425	B5M19_RS03910
OG0000471	DR094_RS01505	B5M19_RS01625
OG0000472	DR094_RS01405	B5M19_RS00580
OG0000473	DR094_RS01240	B5M19_RS00410
OG0000474	DR094_RS01235	B5M19_RS00405
OG0000475	DR094_RS01230	B5M19_RS00400
OG0000476	DR094_RS01195	B5M19_RS03280
OG0000477	DR094_RS00190	B5M19_RS00950
OG0000478	DR094_RS01295	B5M19_RS00465
OG0000479	DR094_RS02180	B5M19_RS04145
OG0000480	DR094_RS03065	B5M19_RS03895
OG0000481	DR094_RS02315	B5M19_RS01730
OG0000482	DR094_RS02455	B5M19_RS03730
OG0000483	DR094_RS02670	B5M19_RS02735
OG0000484	DR094_RS03575	B5M19_RS00115
OG0000485	DR094_RS01745	B5M19_RS02145
OG0000486	DR094_RS02505	B5M19_RS03205
OG0000487	DR094_RS03795	B5M19_RS00830
OG0000488	DR094_RS02640	B5M19_RS02770
OG0000489	DR094_RS01040	B5M19_RS01885
OG0000490	DR094_RS01100	B5M19_RS01945
OG0000491	DR094_RS02200	B5M19_RS01225
OG0000492	DR094_RS02275	B5M19_RS04140
OG0000493	DR094_RS00565	B5M19_RS02430
OG0000494	DR094_RS00515	B5M19_RS03075
OG0000495	DR094_RS00375	B5M19_RS01430
OG0000497	DR094_RS00360	B5M19_RS01445
OG0000498	DR094_RS00290	B5M19_RS02495
OG0000499	DR094_RS00250	B5M19_RS00870
OG0000500	DR094_RS02630	B5M19_RS00750
OG0000501	DR094_RS01850	B5M19_RS01470
OG0000502	DR094_RS02445	B5M19_RS02350
OG0000503	DR094_RS02370	B5M19_RS04250
OG0000504	DR094_RS01480	B5M19_RS01650
OG0000505	DR094_RS01515	B5M19_RS03420
OG0000506	DR094_RS01525	B5M19_RS03410
OG0000507	DR094_RS01560	B5M19_RS03375
OG0000508	DR094_RS00880	B5M19_RS00170
OG0000509	DR094_RS00845	B5M19_RS00205
OG0000510	DR094_RS00835	B5M19_RS00215
OG0000511	DR094_RS00700	B5M19_RS03685
OG0000512	DR094_RS00125	B5M19_RS01015
OG0000513	DR094_RS01310	B5M19_RS00480
OG0000514	DR094_RS00400	B5M19_RS01405
OG0000516	DR094_RS02725	B5M19_RS00835
OG0000517	DR094_RS01025	B5M19_RS01870
OG0000518	DR094_RS01890	B5M19_RS01515
OG0000519	DR094_RS02345	B5M19_RS01760
OG0000520	DR094_RS01495	B5M19_RS01635
OG0000521	DR094_RS00865	B5M19_RS00185
OG0000522	DR094_RS00830	B5M19_RS00220
OG0000523	DR094_RS01375	B5M19_RS00545
OG0000524	DR094_RS00230	B5M19_RS00900
OG0000525	DR094_RS03660	B5M19_RS00575
OG0000528	DR094_RS03790	B5M19_RS00840
OG0000529	DR094_RS02065	B5M19_RS02935
OG0000530	DR094_RS02130	B5M19_RS02705
OG0000531	DR094_RS02250	B5M19_RS01175
OG0000533	DR094_RS01660	B5M19_RS04515
OG0000535	DR094_RS01045	B5M19_RS04610
OG0000536	DR094_RS01170	B5M19_RS00365
OG0000537	DR094_RS02405	B5M19_RS01820
OG0000538	DR094_RS01690	B5M19_RS04340
OG0000539	DR094_RS00915	B5M19_RS00130
OG0000541	DR094_RS00265	B5M19_RS00855
OG0000542	DR094_RS00780	B5M19_RS00275
OG0000547	DR094_RS00450	B5M19_RS01355
OG0000548	DR094_RS02580	B5M19_RS03295
OG0000549	DR094_RS03665	B5M19_RS00585
OG0000550	DR094_RS01275	B5M19_RS04055
OG0000551	DR094_RS01805	B5M19_RS01275
OG0000555	DR094_RS03120	B5M19_RS01350
OG0000596	DR094_RS00980	B5M19_RS02110
OG0000598	DR094_RS00985	B5M19_RS02115
OG0000599	DR094_RS00990	B5M19_RS02120
