Orthogroup	MHP_7448_genes	MHP_KM014_genes
OG0000126	MHP7448_RS01445	CIB43_RS02295
OG0000127	MHP7448_RS01455	CIB43_RS02305
OG0000128	MHP7448_RS01470	CIB43_RS02320
OG0000129	MHP7448_RS01475	CIB43_RS02330
OG0000130	MHP7448_RS01485	CIB43_RS02335
OG0000131	MHP7448_RS01515	CIB43_RS02370
OG0000132	MHP7448_RS01530	CIB43_RS02385
OG0000133	MHP7448_RS00530	CIB43_RS01415
OG0000134	MHP7448_RS00535	CIB43_RS01425
OG0000135	MHP7448_RS00550	CIB43_RS01435
OG0000136	MHP7448_RS00555	CIB43_RS01440
OG0000137	MHP7448_RS00590	CIB43_RS01470
OG0000138	MHP7448_RS00630	CIB43_RS01495
OG0000139	MHP7448_RS00660	CIB43_RS01525
OG0000140	MHP7448_RS00665	CIB43_RS01540
OG0000141	MHP7448_RS02960	CIB43_RS03850
OG0000142	MHP7448_RS02955	CIB43_RS03845
OG0000143	MHP7448_RS02930	CIB43_RS03835
OG0000144	MHP7448_RS02920	CIB43_RS03815
OG0000145	MHP7448_RS02910	CIB43_RS03805
OG0000146	MHP7448_RS02900	CIB43_RS03790
OG0000147	MHP7448_RS02895	CIB43_RS03785
OG0000148	MHP7448_RS02880	CIB43_RS03780
OG0000149	MHP7448_RS02870	CIB43_RS03760
OG0000150	MHP7448_RS02850	CIB43_RS03745
OG0000151	MHP7448_RS02805	CIB43_RS03700
OG0000152	MHP7448_RS02800	CIB43_RS03695
OG0000153	MHP7448_RS02795	CIB43_RS03690
OG0000154	MHP7448_RS02785	CIB43_RS03680
OG0000155	MHP7448_RS02745	CIB43_RS03645
OG0000156	MHP7448_RS02735	CIB43_RS03635
OG0000157	MHP7448_RS02730	CIB43_RS03625
OG0000158	MHP7448_RS04110	CIB43_RS03620
OG0000159	MHP7448_RS02485	CIB43_RS03385
OG0000160	MHP7448_RS02480	CIB43_RS03380
OG0000161	MHP7448_RS02475	CIB43_RS03375
OG0000163	MHP7448_RS02460	CIB43_RS03370
OG0000164	MHP7448_RS01625	CIB43_RS02495
OG0000165	MHP7448_RS01960	CIB43_RS02840
OG0000166	MHP7448_RS01980	CIB43_RS02860
OG0000167	MHP7448_RS01995	CIB43_RS02875
OG0000168	MHP7448_RS02000	CIB43_RS02880
OG0000169	MHP7448_RS03080	CIB43_RS00130
OG0000171	MHP7448_RS03105	CIB43_RS00155
OG0000172	MHP7448_RS03115	CIB43_RS00160
OG0000173	MHP7448_RS03120	CIB43_RS00165
OG0000174	MHP7448_RS03125	CIB43_RS00170
OG0000175	MHP7448_RS03140	CIB43_RS00190
OG0000176	MHP7448_RS03190	CIB43_RS00235
OG0000177	MHP7448_RS03195	CIB43_RS00240
OG0000178	MHP7448_RS03200	CIB43_RS00245
OG0000179	MHP7448_RS03210	CIB43_RS00255
OG0000180	MHP7448_RS03215	CIB43_RS00260
OG0000181	MHP7448_RS03255	CIB43_RS00310
OG0000182	MHP7448_RS03265	CIB43_RS00320
OG0000183	MHP7448_RS03300	CIB43_RS00355
OG0000184	MHP7448_RS03345	CIB43_RS00430
OG0000185	MHP7448_RS03330	CIB43_RS00380
OG0000186	MHP7448_RS01540	CIB43_RS02400
OG0000187	MHP7448_RS01555	CIB43_RS02410
OG0000188	MHP7448_RS01565	CIB43_RS02425
OG0000189	MHP7448_RS02230	CIB43_RS03200
OG0000190	MHP7448_RS02225	CIB43_RS03195
OG0000191	MHP7448_RS02205	CIB43_RS03180
OG0000192	MHP7448_RS01230	CIB43_RS02085
OG0000193	MHP7448_RS01210	CIB43_RS02075
OG0000194	MHP7448_RS00700	CIB43_RS01560
OG0000195	MHP7448_RS00705	CIB43_RS01565
OG0000196	MHP7448_RS00725	CIB43_RS01585
OG0000197	MHP7448_RS00730	CIB43_RS01590
OG0000198	MHP7448_RS00745	CIB43_RS01605
OG0000199	MHP7448_RS00750	CIB43_RS01615
OG0000200	MHP7448_RS00760	CIB43_RS01630
OG0000201	MHP7448_RS00770	CIB43_RS01635
OG0000202	MHP7448_RS00825	CIB43_RS01690
OG0000203	MHP7448_RS00830	CIB43_RS01695
OG0000204	MHP7448_RS00835	CIB43_RS01700
OG0000205	MHP7448_RS00840	CIB43_RS01705
OG0000206	MHP7448_RS00860	CIB43_RS01735
OG0000207	MHP7448_RS00875	CIB43_RS01740
OG0000208	MHP7448_RS00880	CIB43_RS01745
OG0000209	MHP7448_RS00885	CIB43_RS01750
OG0000210	MHP7448_RS00930	CIB43_RS01800
OG0000211	MHP7448_RS00940	CIB43_RS01805
OG0000212	MHP7448_RS00950	CIB43_RS01815
OG0000213	MHP7448_RS00955	CIB43_RS01820
OG0000214	MHP7448_RS00960	CIB43_RS01825
OG0000215	MHP7448_RS00965	CIB43_RS01830
OG0000216	MHP7448_RS00970	CIB43_RS01835
OG0000217	MHP7448_RS00975	CIB43_RS01845
OG0000218	MHP7448_RS00985	CIB43_RS01850
OG0000219	MHP7448_RS00990	CIB43_RS01855
OG0000220	MHP7448_RS00995	CIB43_RS01860
OG0000221	MHP7448_RS01000	CIB43_RS01865
OG0000222	MHP7448_RS01005	CIB43_RS01870
OG0000223	MHP7448_RS01010	CIB43_RS01875
OG0000225	MHP7448_RS01030	CIB43_RS01895
OG0000226	MHP7448_RS01035	CIB43_RS01900
OG0000227	MHP7448_RS01040	CIB43_RS01905
OG0000228	MHP7448_RS04115	CIB43_RS01910
OG0000229	MHP7448_RS01050	CIB43_RS01915
OG0000230	MHP7448_RS01055	CIB43_RS01920
OG0000231	MHP7448_RS01065	CIB43_RS01935
OG0000232	MHP7448_RS01075	CIB43_RS01940
OG0000233	MHP7448_RS01095	CIB43_RS01965
OG0000234	MHP7448_RS01130	CIB43_RS02000
OG0000235	MHP7448_RS01140	CIB43_RS02005
OG0000236	MHP7448_RS01145	CIB43_RS02010
OG0000237	MHP7448_RS01150	CIB43_RS02015
OG0000238	MHP7448_RS01160	CIB43_RS02025
OG0000239	MHP7448_RS02970	CIB43_RS03860
OG0000240	MHP7448_RS02975	CIB43_RS03870
OG0000241	MHP7448_RS02985	CIB43_RS03875
OG0000242	MHP7448_RS02990	CIB43_RS03880
OG0000243	MHP7448_RS02995	CIB43_RS03885
OG0000244	MHP7448_RS03005	CIB43_RS03900
OG0000245	MHP7448_RS04055	CIB43_RS03905
OG0000246	MHP7448_RS00140	CIB43_RS00845
OG0000247	MHP7448_RS00150	CIB43_RS00850
OG0000248	MHP7448_RS00160	CIB43_RS00875
OG0000250	MHP7448_RS00180	CIB43_RS00885
OG0000251	MHP7448_RS00205	CIB43_RS00925
OG0000252	MHP7448_RS00215	CIB43_RS00930
OG0000253	MHP7448_RS00220	CIB43_RS00940
OG0000254	MHP7448_RS00230	CIB43_RS00950
OG0000255	MHP7448_RS00240	CIB43_RS00955
OG0000256	MHP7448_RS00245	CIB43_RS00960
OG0000257	MHP7448_RS00270	CIB43_RS00985
OG0000258	MHP7448_RS00280	CIB43_RS01015
OG0000259	MHP7448_RS00310	CIB43_RS01030
OG0000260	MHP7448_RS00320	CIB43_RS01045
OG0000262	MHP7448_RS00345	CIB43_RS01075
OG0000263	MHP7448_RS00360	CIB43_RS01080
OG0000264	MHP7448_RS00375	CIB43_RS01100
OG0000265	MHP7448_RS00385	CIB43_RS01110
OG0000266	MHP7448_RS00400	CIB43_RS01120
OG0000267	MHP7448_RS00415	CIB43_RS01135
OG0000268	MHP7448_RS00420	CIB43_RS01305
OG0000269	MHP7448_RS00435	CIB43_RS01320
OG0000270	MHP7448_RS03525	CIB43_RS00575
OG0000271	MHP7448_RS03520	CIB43_RS00570
OG0000272	MHP7448_RS03515	CIB43_RS00565
OG0000273	MHP7448_RS03510	CIB43_RS00560
OG0000274	MHP7448_RS03490	CIB43_RS00545
OG0000275	MHP7448_RS03485	CIB43_RS00535
OG0000276	MHP7448_RS03480	CIB43_RS00530
OG0000277	MHP7448_RS03470	CIB43_RS00525
OG0000278	MHP7448_RS03465	CIB43_RS00515
OG0000279	MHP7448_RS03455	CIB43_RS00510
OG0000280	MHP7448_RS03450	CIB43_RS00500
OG0000281	MHP7448_RS03795	CIB43_RS00495
OG0000283	MHP7448_RS03415	CIB43_RS00475
OG0000284	MHP7448_RS03410	CIB43_RS00460
OG0000285	MHP7448_RS03405	CIB43_RS00455
OG0000286	MHP7448_RS02445	CIB43_RS03345
OG0000287	MHP7448_RS02540	CIB43_RS03440
OG0000288	MHP7448_RS02550	CIB43_RS03450
OG0000289	MHP7448_RS02555	CIB43_RS03455
OG0000290	MHP7448_RS02665	CIB43_RS03565
OG0000291	MHP7448_RS02655	CIB43_RS03560
OG0000292	MHP7448_RS02650	CIB43_RS03550
OG0000293	MHP7448_RS02645	CIB43_RS03545
OG0000294	MHP7448_RS02635	CIB43_RS03540
OG0000295	MHP7448_RS02630	CIB43_RS03530
OG0000296	MHP7448_RS02590	CIB43_RS03495
OG0000297	MHP7448_RS02585	CIB43_RS03485
OG0000298	MHP7448_RS00175	CIB43_RS00880
OG0000299	MHP7448_RS03685	CIB43_RS00915
OG0000300	MHP7448_RS00370	CIB43_RS01090
OG0000301	MHP7448_RS00405	CIB43_RS01125
OG0000302	MHP7448_RS00410	CIB43_RS01130
OG0000303	MHP7448_RS00560	CIB43_RS01455
OG0000304	MHP7448_RS01080	CIB43_RS01950
OG0000305	MHP7448_RS02905	CIB43_RS03795
OG0000306	MHP7448_RS02825	CIB43_RS03725
OG0000307	MHP7448_RS02790	CIB43_RS03685
OG0000308	MHP7448_RS02685	CIB43_RS03600
OG0000309	MHP7448_RS02620	CIB43_RS03520
OG0000310	MHP7448_RS02545	CIB43_RS03445
OG0000311	MHP7448_RS02505	CIB43_RS03405
OG0000312	MHP7448_RS02490	CIB43_RS03390
OG0000313	MHP7448_RS01615	CIB43_RS02485
OG0000314	MHP7448_RS01975	CIB43_RS02855
OG0000315	MHP7448_RS02005	CIB43_RS02885
OG0000316	MHP7448_RS02015	CIB43_RS02895
OG0000317	MHP7448_RS02105	CIB43_RS02985
OG0000318	MHP7448_RS02020	CIB43_RS02900
OG0000319	MHP7448_RS02160	CIB43_RS03125
OG0000320	MHP7448_RS02385	CIB43_RS03270
OG0000321	MHP7448_RS01350	CIB43_RS02200
OG0000322	MHP7448_RS01395	CIB43_RS02245
OG0000323	MHP7448_RS01525	CIB43_RS02375
OG0000324	MHP7448_RS02200	CIB43_RS03170
OG0000325	MHP7448_RS00710	CIB43_RS01570
OG0000326	MHP7448_RS00800	CIB43_RS01665
OG0000327	MHP7448_RS00805	CIB43_RS01670
OG0000328	MHP7448_RS00890	CIB43_RS01760
OG0000329	MHP7448_RS00910	CIB43_RS01775
OG0000330	MHP7448_RS01105	CIB43_RS01970
OG0000331	MHP7448_RS03000	CIB43_RS03890
OG0000332	MHP7448_RS03150	CIB43_RS00200
OG0000333	MHP7448_RS03160	CIB43_RS00210
OG0000334	MHP7448_RS03260	CIB43_RS00315
OG0000335	MHP7448_RS03270	CIB43_RS00340
OG0000336	MHP7448_RS03440	CIB43_RS00485
OG0000337	MHP7448_RS03605	CIB43_RS00655
OG0000338	MHP7448_RS03650	CIB43_RS00695
OG0000339	MHP7448_RS02360	CIB43_RS03235
OG0000340	MHP7448_RS01330	CIB43_RS02185
OG0000341	MHP7448_RS02220	CIB43_RS03190
OG0000342	MHP7448_RS00740	CIB43_RS01600
OG0000343	MHP7448_RS03170	CIB43_RS00215
OG0000344	MHP7448_RS00575	CIB43_RS01465
OG0000345	MHP7448_RS01025	CIB43_RS01890
OG0000346	MHP7448_RS04140	CIB43_RS00490
OG0000347	MHP7448_RS01420	CIB43_RS02270
OG0000348	MHP7448_RS00810	CIB43_RS01685
OG0000349	MHP7448_RS03500	CIB43_RS00550
OG0000350	MHP7448_RS03675	CIB43_RS03675
OG0000351	MHP7448_RS00495	CIB43_RS01385
OG0000352	MHP7448_RS01955	CIB43_RS02830
OG0000353	MHP7448_RS01390	CIB43_RS02240
OG0000354	MHP7448_RS00645	CIB43_RS01515
OG0000355	MHP7448_RS01925	CIB43_RS02805
OG0000356	MHP7448_RS02010	CIB43_RS02890
OG0000357	MHP7448_RS03130	CIB43_RS00175
OG0000358	MHP7448_RS03135	CIB43_RS00180
OG0000359	MHP7448_RS00780	CIB43_RS01650
OG0000360	MHP7448_RS00275	CIB43_RS00990
OG0000361	MHP7448_RS00305	CIB43_RS01020
OG0000362	MHP7448_RS02565	CIB43_RS03475
OG0000363	MHP7448_RS01460	CIB43_RS02310
OG0000364	MHP7448_RS01905	CIB43_RS02775
OG0000369	MHP7448_RS00025	CIB43_RS00725
OG0000370	MHP7448_RS00020	CIB43_RS00720
OG0000378	MHP7448_RS01310	CIB43_RS02160
OG0000379	MHP7448_RS01385	CIB43_RS02235
OG0000380	MHP7448_RS01410	CIB43_RS02260
OG0000381	MHP7448_RS01450	CIB43_RS02300
OG0000385	MHP7448_RS00520	CIB43_RS01405
OG0000389	MHP7448_RS00615	CIB43_RS01490
OG0000394	MHP7448_RS02755	CIB43_RS03660
OG0000396	MHP7448_RS02450	CIB43_RS03350
OG0000403	MHP7448_RS03175	CIB43_RS00220
OG0000404	MHP7448_RS03205	CIB43_RS00250
OG0000405	MHP7448_RS03220	CIB43_RS00265
OG0000409	MHP7448_RS03290	CIB43_RS00345
OG0000412	MHP7448_RS03335	CIB43_RS00390
OG0000417	MHP7448_RS02215	CIB43_RS03185
OG0000428	MHP7448_RS00920	CIB43_RS01785
OG0000429	MHP7448_RS01015	CIB43_RS01885
OG0000430	MHP7448_RS01060	CIB43_RS01925
OG0000434	MHP7448_RS01120	CIB43_RS01985
OG0000436	MHP7448_RS01165	CIB43_RS02030
OG0000437	MHP7448_RS01175	CIB43_RS02065
OG0000441	MHP7448_RS03020	CIB43_RS03910
OG0000451	MHP7448_RS00365	CIB43_RS01085
OG0000453	MHP7448_RS00425	CIB43_RS01315
OG0000457	MHP7448_RS03400	CIB43_RS00450
OG0000459	MHP7448_RS02560	CIB43_RS03460
OG0000464	MHP7448_RS04135	CIB43_RS03500
OG0000466	MHP7448_RS00395	CIB43_RS01115
OG0000468	MHP7448_RS01985	CIB43_RS02870
OG0000471	MHP7448_RS00925	CIB43_RS01790
OG0000473	MHP7448_RS03530	CIB43_RS00580
OG0000474	MHP7448_RS03535	CIB43_RS00585
OG0000475	MHP7448_RS03540	CIB43_RS00595
OG0000482	MHP7448_RS01215	CIB43_RS02080
OG0000485	MHP7448_RS01170	CIB43_RS02035
OG0000486	MHP7448_RS02235	CIB43_RS03205
OG0000487	MHP7448_RS02025	CIB43_RS02915
OG0000488	MHP7448_RS02060	CIB43_RS02940
OG0000489	MHP7448_RS00050	CIB43_RS00750
OG0000491	MHP7448_RS01365	CIB43_RS02220
OG0000492	MHP7448_RS01440	CIB43_RS02290
OG0000495	MHP7448_RS02855	CIB43_RS03750
OG0000502	MHP7448_RS01205	CIB43_RS02070
OG0000504	MHP7448_RS00900	CIB43_RS01770
OG0000506	MHP7448_RS00945	CIB43_RS01810
OG0000508	MHP7448_RS00250	CIB43_RS00980
OG0000517	MHP7448_RS00065	CIB43_RS00765
OG0000519	MHP7448_RS00790	CIB43_RS01660
OG0000520	MHP7448_RS00915	CIB43_RS01780
OG0000523	MHP7448_RS03395	CIB43_RS00445
OG0000526	MHP7448_RS03985	CIB43_RS02720
OG0000527	MHP7448_RS01795	CIB43_RS02640
OG0000529	MHP7448_RS02170	CIB43_RS03135
OG0000530	MHP7448_RS02370	CIB43_RS03250
OG0000531	MHP7448_RS01415	CIB43_RS02265
OG0000537	MHP7448_RS00735	CIB43_RS01595
OG0000538	MHP7448_RS01125	CIB43_RS01990
OG0000543	MHP7448_RS01585	CIB43_RS01215
OG0000544	MHP7448_RS01265	CIB43_RS02125
OG0000545	MHP7448_RS01860	CIB43_RS02715
OG0000546	MHP7448_RS02810	CIB43_RS03705
OG0000552	MHP7448_RS03180	CIB43_RS00225
OG0000553	MHP7448_RS02710	CIB43_RS03610
OG0000554	MHP7448_RS02415	CIB43_RS03295
OG0000556	MHP7448_RS02330	CIB43_RS01290
OG0000557	MHP7448_RS01275	CIB43_RS02130
OG0000558	MHP7448_RS01245	CIB43_RS02100
OG0000559	MHP7448_RS01715	CIB43_RS02575
OG0000560	MHP7448_RS01845	CIB43_RS02680
OG0000561	MHP7448_RS01110	CIB43_RS01980
OG0000562	MHP7448_RS01850	CIB43_RS02685
OG0000563	MHP7448_RS01835	CIB43_RS02670
OG0000564	MHP7448_RS03960	CIB43_RS02155
OG0000565	MHP7448_RS01900	CIB43_RS02760
OG0000566	MHP7448_RS01890	CIB43_RS02740
OG0000568	MHP7448_RS00695	CIB43_RS01555
OG0000569	MHP7448_RS01250	CIB43_RS02105
OG0000570	MHP7448_RS01255	CIB43_RS02110
OG0000571	MHP7448_RS01260	CIB43_RS02115
OG0000572	MHP7448_RS01280	CIB43_RS02135
OG0000573	MHP7448_RS01710	CIB43_RS02570
OG0000574	MHP7448_RS01325	CIB43_RS02175
OG0000575	MHP7448_RS01235	CIB43_RS02090
OG0000576	MHP7448_RS03735	CIB43_RS02530
OG0000577	MHP7448_RS02680	CIB43_RS03580
OG0000579	MHP7448_RS01805	CIB43_RS02660
OG0000580	MHP7448_RS02815	CIB43_RS03710
OG0000581	MHP7448_RS01800	CIB43_RS02645
OG0000584	MHP7448_RS02280, MHP7448_RS04015	CIB43_RS01255
OG0000588	MHP7448_RS01670	CIB43_RS02525
OG0000590	MHP7448_RS02270	CIB43_RS00030
OG0000592	MHP7448_RS02670	CIB43_RS03570
OG0000594	MHP7448_RS01240	CIB43_RS02095
OG0000595	MHP7448_RS03030	CIB43_RS03920
OG0000597	MHP7448_RS03025	CIB43_RS03915
OG0000600	MHP7448_RS02285	CIB43_RS01175, CIB43_RS00040
OG0000601	MHP7448_RS01840	CIB43_RS02675
OG0000603	MHP7448_RS02300	CIB43_RS00060
OG0000606	MHP7448_RS01815	CIB43_RS02655
OG0000608	MHP7448_RS03865	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690
OG0000609	MHP7448_RS03875	CIB43_RS02730
OG0000613	MHP7448_RS01910	CIB43_RS02785
OG0000620	MHP7448_RS03820	CIB43_RS04010
OG0000628	MHP7448_RS02340	CIB43_RS00090
OG0000629	MHP7448_RS03905	CIB43_RS00015
OG0000630	MHP7448_RS02350	CIB43_RS00100
OG0000631	MHP7448_RS02345	CIB43_RS00095
