Orthogroup	MHP_7448_genes	MHP_154B_genes
OG0000057	MHP7448_RS02950	NB624_RS03080
OG0000058	MHP7448_RS02335	NB624_RS02160
OG0000059	MHP7448_RS02325, MHP7448_RS02320	NB624_RS02130
OG0000060	MHP7448_RS00080	NB624_RS00080
OG0000062	MHP7448_RS03615	NB624_RS03725
OG0000063	MHP7448_RS03610	NB624_RS03720
OG0000064	MHP7448_RS03600	NB624_RS03710
OG0000065	MHP7448_RS02180	NB624_RS02385
OG0000066	MHP7448_RS01370	NB624_RS01345
OG0000067	MHP7448_RS00525	NB624_RS00520
OG0000068	MHP7448_RS00655	NB624_RS01035
OG0000069	MHP7448_RS02835	NB624_RS02975
OG0000070	MHP7448_RS02500	NB624_RS02625
OG0000071	MHP7448_RS03305	NB624_RS03430
OG0000072	MHP7448_RS03310	NB624_RS03435
OG0000073	MHP7448_RS00715	NB624_RS00975
OG0000074	MHP7448_RS03660	NB624_RS00775
OG0000075	MHP7448_RS00340	NB624_RS00340
OG0000077	MHP7448_RS00445	NB624_RS00440
OG0000078	MHP7448_RS01695	NB624_RS01680
OG0000079	MHP7448_RS02580	NB624_RS02715
OG0000080	MHP7448_RS03915	NB624_RS02770
OG0000081	MHP7448_RS00335	NB624_RS00335
OG0000083	MHP7448_RS02040	NB624_RS02025
OG0000084	MHP7448_RS02065	NB624_RS02055
OG0000085	MHP7448_RS02070	NB624_RS02060
OG0000086	MHP7448_RS02080	NB624_RS02170
OG0000087	MHP7448_RS02095	NB624_RS02185
OG0000088	MHP7448_RS02100	NB624_RS02190
OG0000089	MHP7448_RS02110	NB624_RS02200
OG0000090	MHP7448_RS00070	NB624_RS00070
OG0000091	MHP7448_RS00055	NB624_RS00055
OG0000092	MHP7448_RS00040	NB624_RS00045
OG0000093	MHP7448_RS00035	NB624_RS00035
OG0000094	MHP7448_RS00030	NB624_RS00030
OG0000095	MHP7448_RS00005	NB624_RS00005
OG0000096	MHP7448_RS03655	NB624_RS03760
OG0000097	MHP7448_RS03635	NB624_RS03740
OG0000098	MHP7448_RS03620	NB624_RS03730
OG0000099	MHP7448_RS03570	NB624_RS03680
OG0000100	MHP7448_RS03555	NB624_RS03670
OG0000101	MHP7448_RS03550	NB624_RS03660
OG0000102	MHP7448_RS01720	NB624_RS01705
OG0000103	MHP7448_RS02145	NB624_RS02350
OG0000104	MHP7448_RS02150	NB624_RS02355
OG0000105	MHP7448_RS02165	NB624_RS02370
OG0000106	MHP7448_RS02175	NB624_RS02380
OG0000107	MHP7448_RS02185	NB624_RS02390
OG0000108	MHP7448_RS02190	NB624_RS02395
OG0000109	MHP7448_RS02195	NB624_RS02400
OG0000110	MHP7448_RS02410	NB624_RS02525
OG0000111	MHP7448_RS02405	NB624_RS02520
OG0000112	MHP7448_RS02395	NB624_RS02510
OG0000113	MHP7448_RS02375	NB624_RS02490
OG0000114	MHP7448_RS02365	NB624_RS02485
OG0000115	MHP7448_RS02355	NB624_RS02470
OG0000116	MHP7448_RS01315	NB624_RS01290
OG0000117	MHP7448_RS01320	NB624_RS01295
OG0000118	MHP7448_RS01355	NB624_RS01330
OG0000119	MHP7448_RS01360	NB624_RS01335
OG0000120	MHP7448_RS01375	NB624_RS01350
OG0000121	MHP7448_RS01400	NB624_RS01375
OG0000122	MHP7448_RS01405	NB624_RS01380
OG0000123	MHP7448_RS01425	NB624_RS01400
OG0000124	MHP7448_RS01430	NB624_RS01405
OG0000125	MHP7448_RS01435	NB624_RS01410
OG0000126	MHP7448_RS01445	NB624_RS01420
OG0000127	MHP7448_RS01455	NB624_RS01430
OG0000128	MHP7448_RS01470	NB624_RS01445
OG0000129	MHP7448_RS01475	NB624_RS01450
OG0000130	MHP7448_RS01485	NB624_RS01460
OG0000131	MHP7448_RS01515	NB624_RS01490
OG0000132	MHP7448_RS01530	NB624_RS01505
OG0000133	MHP7448_RS00530	NB624_RS00525
OG0000134	MHP7448_RS00535	NB624_RS00530
OG0000135	MHP7448_RS00550	NB624_RS00545
OG0000136	MHP7448_RS00555	NB624_RS00550
OG0000137	MHP7448_RS00590	NB624_RS00580
OG0000138	MHP7448_RS00630	NB624_RS01060
OG0000139	MHP7448_RS00660	NB624_RS01030
OG0000140	MHP7448_RS00665	NB624_RS01025
OG0000141	MHP7448_RS02960	NB624_RS03090
OG0000142	MHP7448_RS02955	NB624_RS03085
OG0000143	MHP7448_RS02930	NB624_RS03070
OG0000144	MHP7448_RS02920	NB624_RS03055
OG0000145	MHP7448_RS02910	NB624_RS03045
OG0000146	MHP7448_RS02900	NB624_RS03035
OG0000147	MHP7448_RS02895	NB624_RS03030
OG0000148	MHP7448_RS02880	NB624_RS03015
OG0000149	MHP7448_RS02870	NB624_RS03005
OG0000150	MHP7448_RS02850	NB624_RS02990
OG0000151	MHP7448_RS02805	NB624_RS02945
OG0000152	MHP7448_RS02800	NB624_RS02940
OG0000153	MHP7448_RS02795	NB624_RS02935
OG0000154	MHP7448_RS02785	NB624_RS02925
OG0000155	MHP7448_RS02745	NB624_RS02885
OG0000156	MHP7448_RS02735	NB624_RS02880
OG0000157	MHP7448_RS02730	NB624_RS02870
OG0000158	MHP7448_RS04110	NB624_RS02860
OG0000159	MHP7448_RS02485	NB624_RS02610
OG0000160	MHP7448_RS02480	NB624_RS02605
OG0000161	MHP7448_RS02475	NB624_RS02600
OG0000162	MHP7448_RS02465	NB624_RS02590
OG0000163	MHP7448_RS02460	NB624_RS02585
OG0000164	MHP7448_RS01625	NB624_RS01600
OG0000165	MHP7448_RS01960	NB624_RS01945
OG0000166	MHP7448_RS01980	NB624_RS01965
OG0000167	MHP7448_RS01995	NB624_RS01980
OG0000168	MHP7448_RS02000	NB624_RS01985
OG0000169	MHP7448_RS03080	NB624_RS03205
OG0000170	MHP7448_RS03095	NB624_RS03220
OG0000171	MHP7448_RS03105	NB624_RS03230
OG0000172	MHP7448_RS03115	NB624_RS03235
OG0000173	MHP7448_RS03120	NB624_RS03240
OG0000174	MHP7448_RS03125	NB624_RS03245
OG0000175	MHP7448_RS03140	NB624_RS03265
OG0000176	MHP7448_RS03190	NB624_RS03315
OG0000177	MHP7448_RS03195	NB624_RS03320
OG0000178	MHP7448_RS03200	NB624_RS03325
OG0000179	MHP7448_RS03210	NB624_RS03335
OG0000180	MHP7448_RS03215	NB624_RS03340
OG0000181	MHP7448_RS03255	NB624_RS03380
OG0000182	MHP7448_RS03265	NB624_RS03390
OG0000183	MHP7448_RS03300	NB624_RS03425
OG0000184	MHP7448_RS03345	NB624_RS03470
OG0000185	MHP7448_RS03330	NB624_RS03455
OG0000186	MHP7448_RS01540	NB624_RS01515
OG0000187	MHP7448_RS01555	NB624_RS01530
OG0000188	MHP7448_RS01565	NB624_RS01540
OG0000189	MHP7448_RS02230	NB624_RS02440
OG0000190	MHP7448_RS02225	NB624_RS02435
OG0000191	MHP7448_RS02205	NB624_RS02410
OG0000192	MHP7448_RS01230	NB624_RS01205
OG0000193	MHP7448_RS01210	NB624_RS01195
OG0000194	MHP7448_RS00700	NB624_RS00990
OG0000195	MHP7448_RS00705	NB624_RS00985
OG0000196	MHP7448_RS00725	NB624_RS00960
OG0000197	MHP7448_RS00730	NB624_RS00955
OG0000198	MHP7448_RS00745	NB624_RS00940
OG0000199	MHP7448_RS00750	NB624_RS00935
OG0000200	MHP7448_RS00760	NB624_RS00920
OG0000201	MHP7448_RS00770	NB624_RS00910
OG0000202	MHP7448_RS00825	NB624_RS00855
OG0000203	MHP7448_RS00830	NB624_RS00850
OG0000204	MHP7448_RS00835	NB624_RS00845
OG0000205	MHP7448_RS00840	NB624_RS00840
OG0000206	MHP7448_RS00860	NB624_RS00820
OG0000207	MHP7448_RS00875	NB624_RS00805
OG0000208	MHP7448_RS00880	NB624_RS00800
OG0000209	MHP7448_RS00885	NB624_RS00795
OG0000210	MHP7448_RS00930	NB624_RS00750
OG0000211	MHP7448_RS00940	NB624_RS00740
OG0000212	MHP7448_RS00950	NB624_RS00730
OG0000213	MHP7448_RS00955	NB624_RS00725
OG0000214	MHP7448_RS00960	NB624_RS00720
OG0000215	MHP7448_RS00965	NB624_RS00715
OG0000216	MHP7448_RS00970	NB624_RS00710
OG0000217	MHP7448_RS00975	NB624_RS00705
OG0000218	MHP7448_RS00985	NB624_RS00695
OG0000219	MHP7448_RS00990	NB624_RS00690
OG0000220	MHP7448_RS00995	NB624_RS00685
OG0000221	MHP7448_RS01000	NB624_RS00680
OG0000222	MHP7448_RS01005	NB624_RS00675
OG0000223	MHP7448_RS01010	NB624_RS00670
OG0000224	MHP7448_RS01020	NB624_RS00660
OG0000225	MHP7448_RS01030	NB624_RS00650
OG0000226	MHP7448_RS01035	NB624_RS00645
OG0000227	MHP7448_RS01040	NB624_RS00640
OG0000228	MHP7448_RS04115	NB624_RS00635
OG0000229	MHP7448_RS01050	NB624_RS00630
OG0000230	MHP7448_RS01055	NB624_RS00625
OG0000231	MHP7448_RS01065	NB624_RS00615
OG0000232	MHP7448_RS01075	NB624_RS00605
OG0000233	MHP7448_RS01095	NB624_RS01095
OG0000234	MHP7448_RS01130	NB624_RS01130
OG0000235	MHP7448_RS01140	NB624_RS01140
OG0000236	MHP7448_RS01145	NB624_RS01145
OG0000237	MHP7448_RS01150	NB624_RS01150
OG0000238	MHP7448_RS01160	NB624_RS01155
OG0000239	MHP7448_RS02970	NB624_RS03100
OG0000240	MHP7448_RS02975	NB624_RS03105
OG0000241	MHP7448_RS02985	NB624_RS03115
OG0000242	MHP7448_RS02990	NB624_RS03120
OG0000243	MHP7448_RS02995	NB624_RS03125
OG0000244	MHP7448_RS03005	NB624_RS03135
OG0000245	MHP7448_RS04055	NB624_RS03145
OG0000246	MHP7448_RS00140	NB624_RS00140
OG0000247	MHP7448_RS00150	NB624_RS00150
OG0000248	MHP7448_RS00160	NB624_RS00160
OG0000249	MHP7448_RS00165	NB624_RS00165
OG0000250	MHP7448_RS00180	NB624_RS00180
OG0000251	MHP7448_RS00205	NB624_RS00210
OG0000252	MHP7448_RS00215	NB624_RS00220
OG0000253	MHP7448_RS00220	NB624_RS00225
OG0000254	MHP7448_RS00230	NB624_RS00235
OG0000255	MHP7448_RS00240	NB624_RS00240
OG0000256	MHP7448_RS00245	NB624_RS00245
OG0000257	MHP7448_RS00270	NB624_RS00270
OG0000258	MHP7448_RS00280	NB624_RS00280
OG0000259	MHP7448_RS00310	NB624_RS00310
OG0000260	MHP7448_RS00320	NB624_RS00320
OG0000261	MHP7448_RS00330	NB624_RS00330
OG0000262	MHP7448_RS00345	NB624_RS00350
OG0000263	MHP7448_RS00360	NB624_RS00360
OG0000264	MHP7448_RS00375	NB624_RS00375
OG0000265	MHP7448_RS00385	NB624_RS00385
OG0000266	MHP7448_RS00400	NB624_RS00400
OG0000267	MHP7448_RS00415	NB624_RS00415
OG0000268	MHP7448_RS00420	NB624_RS00420
OG0000269	MHP7448_RS00435	NB624_RS00435
OG0000270	MHP7448_RS03525	NB624_RS03635
OG0000271	MHP7448_RS03520	NB624_RS03630
OG0000272	MHP7448_RS03515	NB624_RS03625
OG0000273	MHP7448_RS03510	NB624_RS03620
OG0000274	MHP7448_RS03490	NB624_RS03605
OG0000275	MHP7448_RS03485	NB624_RS03595
OG0000276	MHP7448_RS03480	NB624_RS03590
OG0000277	MHP7448_RS03470	NB624_RS03580
OG0000278	MHP7448_RS03465	NB624_RS03575
OG0000279	MHP7448_RS03455	NB624_RS03565
OG0000280	MHP7448_RS03450	NB624_RS03560
OG0000281	MHP7448_RS03795	NB624_RS03555
OG0000282	MHP7448_RS03420	NB624_RS03530
OG0000283	MHP7448_RS03415	NB624_RS03525
OG0000284	MHP7448_RS03410	NB624_RS03520
OG0000285	MHP7448_RS03405	NB624_RS03515
OG0000286	MHP7448_RS02445	NB624_RS02570
OG0000287	MHP7448_RS02540	NB624_RS02675
OG0000288	MHP7448_RS02550	NB624_RS02685
OG0000289	MHP7448_RS02555	NB624_RS02690
OG0000290	MHP7448_RS02665	NB624_RS02815
OG0000291	MHP7448_RS02655	NB624_RS02800
OG0000292	MHP7448_RS02650	NB624_RS02795
OG0000293	MHP7448_RS02645	NB624_RS02790
OG0000294	MHP7448_RS02635	NB624_RS02780
OG0000295	MHP7448_RS02630	NB624_RS02775
OG0000296	MHP7448_RS02590	NB624_RS02725
OG0000297	MHP7448_RS02585	NB624_RS02720
OG0000298	MHP7448_RS00175	NB624_RS00175
OG0000299	MHP7448_RS03685	NB624_RS00195
OG0000300	MHP7448_RS00370	NB624_RS00370
OG0000301	MHP7448_RS00405	NB624_RS00405
OG0000302	MHP7448_RS00410	NB624_RS00410
OG0000303	MHP7448_RS00560	NB624_RS00555
OG0000304	MHP7448_RS01080	NB624_RS00600
OG0000305	MHP7448_RS02905	NB624_RS03040
OG0000306	MHP7448_RS02825	NB624_RS02965
OG0000307	MHP7448_RS02790	NB624_RS02930
OG0000308	MHP7448_RS02685	NB624_RS02835
OG0000309	MHP7448_RS02620	NB624_RS02765
OG0000310	MHP7448_RS02545	NB624_RS02680
OG0000311	MHP7448_RS02505	NB624_RS02630
OG0000312	MHP7448_RS02490	NB624_RS02615
OG0000313	MHP7448_RS01615	NB624_RS01590
OG0000314	MHP7448_RS01975	NB624_RS01960
OG0000315	MHP7448_RS02005	NB624_RS01990
OG0000316	MHP7448_RS02015	NB624_RS02000
OG0000317	MHP7448_RS02105	NB624_RS02195
OG0000318	MHP7448_RS02020	NB624_RS02005
OG0000319	MHP7448_RS02160	NB624_RS02365
OG0000320	MHP7448_RS02385	NB624_RS02500
OG0000321	MHP7448_RS01350	NB624_RS01325
OG0000322	MHP7448_RS01395	NB624_RS01370
OG0000323	MHP7448_RS01525	NB624_RS01500
OG0000324	MHP7448_RS02200	NB624_RS02405
OG0000325	MHP7448_RS00710	NB624_RS00980
OG0000326	MHP7448_RS00800	NB624_RS00880
OG0000327	MHP7448_RS00805	NB624_RS00875
OG0000328	MHP7448_RS00890	NB624_RS00790
OG0000329	MHP7448_RS00910	NB624_RS00770
OG0000330	MHP7448_RS01105	NB624_RS01105
OG0000331	MHP7448_RS03000	NB624_RS03130
OG0000332	MHP7448_RS03150	NB624_RS03270
OG0000333	MHP7448_RS03160	NB624_RS03280
OG0000334	MHP7448_RS03260	NB624_RS03385
OG0000335	MHP7448_RS03270	NB624_RS03395
OG0000336	MHP7448_RS03440	NB624_RS03545
OG0000337	MHP7448_RS03605	NB624_RS03715
OG0000338	MHP7448_RS03650	NB624_RS03755
OG0000339	MHP7448_RS02360	NB624_RS02475
OG0000340	MHP7448_RS01330	NB624_RS01305
OG0000341	MHP7448_RS02220	NB624_RS02430
OG0000342	MHP7448_RS00740	NB624_RS00945
OG0000343	MHP7448_RS03170	NB624_RS03290
OG0000344	MHP7448_RS00575	NB624_RS00570
OG0000345	MHP7448_RS01025	NB624_RS00655
OG0000346	MHP7448_RS04140	NB624_RS03550
OG0000347	MHP7448_RS01420	NB624_RS01395
OG0000348	MHP7448_RS00810	NB624_RS00870
OG0000349	MHP7448_RS03500	NB624_RS03610
OG0000350	MHP7448_RS03675	NB624_RS02920
OG0000351	MHP7448_RS00495	NB624_RS00490
OG0000352	MHP7448_RS01955	NB624_RS01940
OG0000353	MHP7448_RS01390	NB624_RS01365
OG0000354	MHP7448_RS00645	NB624_RS01045
OG0000355	MHP7448_RS01925	NB624_RS01915
OG0000356	MHP7448_RS02010	NB624_RS01995
OG0000357	MHP7448_RS03130	NB624_RS03250
OG0000358	MHP7448_RS03135	NB624_RS03255
OG0000359	MHP7448_RS00780	NB624_RS00900
OG0000360	MHP7448_RS00275	NB624_RS00275
OG0000361	MHP7448_RS00305	NB624_RS00305
OG0000362	MHP7448_RS02565	NB624_RS02700
OG0000363	MHP7448_RS01460	NB624_RS01435
OG0000364	MHP7448_RS01905	NB624_RS01890
OG0000365	MHP7448_RS02050	NB624_RS02040
OG0000366	MHP7448_RS02075	NB624_RS02065
OG0000367	MHP7448_RS02085	NB624_RS02175
OG0000368	MHP7448_RS00060	NB624_RS00060
OG0000369	MHP7448_RS00025	NB624_RS00025
OG0000370	MHP7448_RS00020	NB624_RS00020
OG0000371	MHP7448_RS00015	NB624_RS00015
OG0000372	MHP7448_RS00010	NB624_RS00010
OG0000373	MHP7448_RS03640	NB624_RS03745
OG0000374	MHP7448_RS03625	NB624_RS03735
OG0000375	MHP7448_RS02155	NB624_RS02360
OG0000376	MHP7448_RS02400	NB624_RS02515
OG0000377	MHP7448_RS02390	NB624_RS02505
OG0000378	MHP7448_RS01310	NB624_RS01285
OG0000379	MHP7448_RS01385	NB624_RS01360
OG0000380	MHP7448_RS01410	NB624_RS01390
OG0000381	MHP7448_RS01450	NB624_RS01425
OG0000382	MHP7448_RS01480	NB624_RS01455
OG0000383	MHP7448_RS01520	NB624_RS01495
OG0000384	MHP7448_RS00515	NB624_RS00510
OG0000385	MHP7448_RS00520	NB624_RS00515
OG0000386	MHP7448_RS00540	NB624_RS00535
OG0000387	MHP7448_RS00565	NB624_RS00560
OG0000388	MHP7448_RS00570	NB624_RS00565
OG0000389	MHP7448_RS00615	NB624_RS01065
OG0000390	MHP7448_RS02925	NB624_RS03060
OG0000391	MHP7448_RS02915	NB624_RS03050
OG0000392	MHP7448_RS02890	NB624_RS03025
OG0000393	MHP7448_RS02830	NB624_RS02970
OG0000394	MHP7448_RS02755	NB624_RS02900
OG0000395	MHP7448_RS02750	NB624_RS02890
OG0000396	MHP7448_RS02450	NB624_RS02575
OG0000397	MHP7448_RS01940	NB624_RS01925
OG0000398	MHP7448_RS01945	NB624_RS01930
OG0000399	MHP7448_RS01990	NB624_RS01975
OG0000400	MHP7448_RS03090	NB624_RS03215
OG0000401	MHP7448_RS03155	NB624_RS03275
OG0000402	MHP7448_RS03165	NB624_RS03285
OG0000403	MHP7448_RS03175	NB624_RS03295
OG0000404	MHP7448_RS03205	NB624_RS03330
OG0000405	MHP7448_RS03220	NB624_RS03350
OG0000406	MHP7448_RS03275	NB624_RS03400
OG0000407	MHP7448_RS03280	NB624_RS03405
OG0000408	MHP7448_RS03285	NB624_RS03410
OG0000409	MHP7448_RS03290	NB624_RS03415
OG0000410	MHP7448_RS03350	NB624_RS03480
OG0000411	MHP7448_RS03340	NB624_RS03465
OG0000412	MHP7448_RS03335	NB624_RS03460
OG0000413	MHP7448_RS01535	NB624_RS01510
OG0000414	MHP7448_RS01545	NB624_RS01520
OG0000415	MHP7448_RS01550	NB624_RS01525
OG0000416	MHP7448_RS01560	NB624_RS01535
OG0000417	MHP7448_RS02215	NB624_RS02425
OG0000418	MHP7448_RS02210	NB624_RS02415
OG0000419	MHP7448_RS00720	NB624_RS00965
OG0000420	MHP7448_RS00755	NB624_RS00930
OG0000421	MHP7448_RS00785	NB624_RS00895
OG0000422	MHP7448_RS00795	NB624_RS00885
OG0000423	MHP7448_RS00850	NB624_RS00830
OG0000424	MHP7448_RS00855	NB624_RS00825
OG0000425	MHP7448_RS00865	NB624_RS00815
OG0000426	MHP7448_RS00870	NB624_RS00810
OG0000427	MHP7448_RS00895	NB624_RS00785
OG0000428	MHP7448_RS00920	NB624_RS00760
OG0000429	MHP7448_RS01015	NB624_RS00665
OG0000430	MHP7448_RS01060	NB624_RS00620
OG0000431	MHP7448_RS01070	NB624_RS00610
OG0000432	MHP7448_RS01100	NB624_RS01100
OG0000433	MHP7448_RS01115	NB624_RS01115
OG0000434	MHP7448_RS01120	NB624_RS01125
OG0000435	MHP7448_RS01135	NB624_RS01135
OG0000436	MHP7448_RS01165	NB624_RS01160
OG0000437	MHP7448_RS01175	NB624_RS01170
OG0000438	MHP7448_RS01180	NB624_RS01175
OG0000439	MHP7448_RS01185	NB624_RS01180
OG0000440	MHP7448_RS02980	NB624_RS03110
OG0000441	MHP7448_RS03020	NB624_RS03150
OG0000442	MHP7448_RS00145	NB624_RS00145
OG0000443	MHP7448_RS00190	NB624_RS00190
OG0000444	MHP7448_RS00200	NB624_RS00205
OG0000445	MHP7448_RS00225	NB624_RS00230
OG0000446	MHP7448_RS00255	NB624_RS00255
OG0000447	MHP7448_RS00260	NB624_RS00260
OG0000448	MHP7448_RS00290	NB624_RS00290
OG0000449	MHP7448_RS00315	NB624_RS00315
OG0000450	MHP7448_RS00325	NB624_RS00325
OG0000451	MHP7448_RS00365	NB624_RS00365
OG0000452	MHP7448_RS00390	NB624_RS00390
OG0000453	MHP7448_RS00425	NB624_RS00425
OG0000455	MHP7448_RS03545	NB624_RS03655
OG0000456	MHP7448_RS03425	NB624_RS03535
OG0000457	MHP7448_RS03400	NB624_RS03510
OG0000458	MHP7448_RS02535	NB624_RS02670
OG0000459	MHP7448_RS02560	NB624_RS02695
OG0000460	MHP7448_RS02570	NB624_RS02705
OG0000461	MHP7448_RS02615	NB624_RS02755
OG0000462	MHP7448_RS02610	NB624_RS02750
OG0000464	MHP7448_RS04135	NB624_RS02740
OG0000465	MHP7448_RS02595	NB624_RS02735
OG0000466	MHP7448_RS00395	NB624_RS00395
OG0000467	MHP7448_RS02700	NB624_RS02845
OG0000468	MHP7448_RS01985	NB624_RS01970
OG0000469	MHP7448_RS02045	NB624_RS02030
OG0000470	MHP7448_RS03850	NB624_RS00835
OG0000471	MHP7448_RS00925	NB624_RS00755
OG0000472	MHP7448_RS03360	NB624_RS03485
OG0000473	MHP7448_RS03530	NB624_RS03640
OG0000474	MHP7448_RS03535	NB624_RS03645
OG0000475	MHP7448_RS03540	NB624_RS03650
OG0000476	MHP7448_RS01570	NB624_RS01550
OG0000477	MHP7448_RS02640	NB624_RS02785
OG0000478	MHP7448_RS03475	NB624_RS03585
OG0000479	MHP7448_RS01345	NB624_RS01320
OG0000480	MHP7448_RS03895	NB624_RS02035
OG0000481	MHP7448_RS00820	NB624_RS00860
OG0000482	MHP7448_RS01215	NB624_RS01200
OG0000483	MHP7448_RS02090	NB624_RS02180
OG0000484	MHP7448_RS00195	NB624_RS00200
OG0000485	MHP7448_RS01170	NB624_RS01165
OG0000486	MHP7448_RS02235	NB624_RS02445
OG0000487	MHP7448_RS02025	NB624_RS02015
OG0000488	MHP7448_RS02060	NB624_RS02050
OG0000489	MHP7448_RS00050	NB624_RS00050
OG0000490	MHP7448_RS03645	NB624_RS03750
OG0000491	MHP7448_RS01365	NB624_RS01340
OG0000492	MHP7448_RS01440	NB624_RS01415
OG0000493	MHP7448_RS00580	NB624_RS00575
OG0000494	MHP7448_RS00650	NB624_RS01040
OG0000495	MHP7448_RS02855	NB624_RS02995
OG0000496	MHP7448_RS02845	NB624_RS02985
OG0000497	MHP7448_RS02840	NB624_RS02980
OG0000498	MHP7448_RS02760	NB624_RS02905
OG0000499	MHP7448_RS02725	NB624_RS02865
OG0000500	MHP7448_RS01950	NB624_RS01935
OG0000501	MHP7448_RS03100	NB624_RS03225
OG0000502	MHP7448_RS01205	NB624_RS01190
OG0000503	MHP7448_RS00765	NB624_RS00915
OG0000504	MHP7448_RS00900	NB624_RS00780
OG0000505	MHP7448_RS00935	NB624_RS00745
OG0000506	MHP7448_RS00945	NB624_RS00735
OG0000507	MHP7448_RS00980	NB624_RS00700
OG0000508	MHP7448_RS00250	NB624_RS00250
OG0000509	MHP7448_RS00285	NB624_RS00285
