Orthogroup	MHP_7448_genes	MHP_LH_genes
OG0000062	MHP7448_RS03615	KUD10_RS03655
OG0000063	MHP7448_RS03610	KUD10_RS03650
OG0000064	MHP7448_RS03600	KUD10_RS03640
OG0000065	MHP7448_RS02180	KUD10_RS02315
OG0000066	MHP7448_RS01370	KUD10_RS01425
OG0000067	MHP7448_RS00525	KUD10_RS00530
OG0000068	MHP7448_RS00655	KUD10_RS00655
OG0000069	MHP7448_RS02835	KUD10_RS02890
OG0000070	MHP7448_RS02500	KUD10_RS02560
OG0000071	MHP7448_RS03305	KUD10_RS03335
OG0000072	MHP7448_RS03310	KUD10_RS03340
OG0000073	MHP7448_RS00715	KUD10_RS00700
OG0000074	MHP7448_RS03660	KUD10_RS00895
OG0000075	MHP7448_RS00340	KUD10_RS00340
OG0000076	MHP7448_RS00355	KUD10_RS00355
OG0000077	MHP7448_RS00445	KUD10_RS00440
OG0000079	MHP7448_RS02580	KUD10_RS02640
OG0000080	MHP7448_RS03915	KUD10_RS02690
OG0000081	MHP7448_RS00335	KUD10_RS00335
OG0000082	MHP7448_RS02425	KUD10_RS02460
OG0000083	MHP7448_RS02040	KUD10_RS02070
OG0000084	MHP7448_RS02065	KUD10_RS02100
OG0000085	MHP7448_RS02070	KUD10_RS02105
OG0000086	MHP7448_RS02080	KUD10_RS02115
OG0000087	MHP7448_RS02095	KUD10_RS02130
OG0000088	MHP7448_RS02100	KUD10_RS02135
OG0000089	MHP7448_RS02110	KUD10_RS02145
OG0000090	MHP7448_RS00070	KUD10_RS00070
OG0000091	MHP7448_RS00055	KUD10_RS00055
OG0000092	MHP7448_RS00040	KUD10_RS00040
OG0000093	MHP7448_RS00035	KUD10_RS00035
OG0000094	MHP7448_RS00030	KUD10_RS00030
OG0000095	MHP7448_RS00005	KUD10_RS00005
OG0000096	MHP7448_RS03655	KUD10_RS03690
OG0000097	MHP7448_RS03635	KUD10_RS03670
OG0000099	MHP7448_RS03570	KUD10_RS03610
OG0000100	MHP7448_RS03555	KUD10_RS03590
OG0000101	MHP7448_RS03550	KUD10_RS03585
OG0000102	MHP7448_RS01720	KUD10_RS01765
OG0000103	MHP7448_RS02145	KUD10_RS02280
OG0000104	MHP7448_RS02150	KUD10_RS02285
OG0000105	MHP7448_RS02165	KUD10_RS02300
OG0000106	MHP7448_RS02175	KUD10_RS02310
OG0000107	MHP7448_RS02185	KUD10_RS02320
OG0000108	MHP7448_RS02190	KUD10_RS02325
OG0000109	MHP7448_RS02195	KUD10_RS02330
OG0000110	MHP7448_RS02410	KUD10_RS02450
OG0000111	MHP7448_RS02405	KUD10_RS02445
OG0000112	MHP7448_RS02395	KUD10_RS02435
OG0000113	MHP7448_RS02375	KUD10_RS02415
OG0000114	MHP7448_RS02365	KUD10_RS02405
OG0000115	MHP7448_RS02355	KUD10_RS02395
OG0000116	MHP7448_RS01315	KUD10_RS01370
OG0000117	MHP7448_RS01320	KUD10_RS01375
OG0000118	MHP7448_RS01355	KUD10_RS01410
OG0000119	MHP7448_RS01360	KUD10_RS01415
OG0000120	MHP7448_RS01375	KUD10_RS01430
OG0000121	MHP7448_RS01400	KUD10_RS01455
OG0000122	MHP7448_RS01405	KUD10_RS01460
OG0000123	MHP7448_RS01425	KUD10_RS01480
OG0000124	MHP7448_RS01430	KUD10_RS01485
OG0000125	MHP7448_RS01435	KUD10_RS01490
OG0000126	MHP7448_RS01445	KUD10_RS01500
OG0000127	MHP7448_RS01455	KUD10_RS01510
OG0000128	MHP7448_RS01470	KUD10_RS01525
OG0000129	MHP7448_RS01475	KUD10_RS01530
OG0000130	MHP7448_RS01485	KUD10_RS01540
OG0000131	MHP7448_RS01515	KUD10_RS01570
OG0000132	MHP7448_RS01530	KUD10_RS01585
OG0000133	MHP7448_RS00530	KUD10_RS00535
OG0000134	MHP7448_RS00535	KUD10_RS00540
OG0000135	MHP7448_RS00550	KUD10_RS00555
OG0000136	MHP7448_RS00555	KUD10_RS00560
OG0000137	MHP7448_RS00590	KUD10_RS00600
OG0000138	MHP7448_RS00630	KUD10_RS00630
OG0000139	MHP7448_RS00660	KUD10_RS00660
OG0000140	MHP7448_RS00665	KUD10_RS00665
OG0000141	MHP7448_RS02960	KUD10_RS03005
OG0000142	MHP7448_RS02955	KUD10_RS03000
OG0000143	MHP7448_RS02930	KUD10_RS02980
OG0000144	MHP7448_RS02920	KUD10_RS02970
OG0000145	MHP7448_RS02910	KUD10_RS02960
OG0000146	MHP7448_RS02900	KUD10_RS02950
OG0000147	MHP7448_RS02895	KUD10_RS02945
OG0000148	MHP7448_RS02880	KUD10_RS02930
OG0000149	MHP7448_RS02870	KUD10_RS02920
OG0000150	MHP7448_RS02850	KUD10_RS02905
OG0000151	MHP7448_RS02805	KUD10_RS02860
OG0000152	MHP7448_RS02800	KUD10_RS02855
OG0000153	MHP7448_RS02795	KUD10_RS02850
OG0000154	MHP7448_RS02785	KUD10_RS02840
OG0000155	MHP7448_RS02745	KUD10_RS02805
OG0000156	MHP7448_RS02735	KUD10_RS02795
OG0000157	MHP7448_RS02730	KUD10_RS02790
OG0000158	MHP7448_RS04110	KUD10_RS03710
OG0000159	MHP7448_RS02485	KUD10_RS02545
OG0000160	MHP7448_RS02480	KUD10_RS02540
OG0000161	MHP7448_RS02475	KUD10_RS02535
OG0000162	MHP7448_RS02465	KUD10_RS02525
OG0000163	MHP7448_RS02460	KUD10_RS02520
OG0000164	MHP7448_RS01625	KUD10_RS01670
OG0000165	MHP7448_RS01960	KUD10_RS01990
OG0000166	MHP7448_RS01980	KUD10_RS02010
OG0000167	MHP7448_RS01995	KUD10_RS02025
OG0000168	MHP7448_RS02000	KUD10_RS02030
OG0000169	MHP7448_RS03080	KUD10_RS03115
OG0000170	MHP7448_RS03095	KUD10_RS03130
OG0000171	MHP7448_RS03105	KUD10_RS03140
OG0000172	MHP7448_RS03115	KUD10_RS03145
OG0000173	MHP7448_RS03120	KUD10_RS03150
OG0000174	MHP7448_RS03125	KUD10_RS03155
OG0000175	MHP7448_RS03140	KUD10_RS03170
OG0000176	MHP7448_RS03190	KUD10_RS03215
OG0000177	MHP7448_RS03195	KUD10_RS03220
OG0000178	MHP7448_RS03200	KUD10_RS03225
OG0000179	MHP7448_RS03210	KUD10_RS03235
OG0000180	MHP7448_RS03215	KUD10_RS03240
OG0000181	MHP7448_RS03255	KUD10_RS03285
OG0000182	MHP7448_RS03265	KUD10_RS03295
OG0000183	MHP7448_RS03300	KUD10_RS03330
OG0000184	MHP7448_RS03345	KUD10_RS03375
OG0000185	MHP7448_RS03330	KUD10_RS03360
OG0000186	MHP7448_RS01540	KUD10_RS01595
OG0000187	MHP7448_RS01555	KUD10_RS01610
OG0000188	MHP7448_RS01565	KUD10_RS01620
OG0000189	MHP7448_RS02230	KUD10_RS02365
OG0000190	MHP7448_RS02225	KUD10_RS02360
OG0000191	MHP7448_RS02205	KUD10_RS02340
OG0000192	MHP7448_RS01230	KUD10_RS01290
OG0000193	MHP7448_RS01210	KUD10_RS01275
OG0000194	MHP7448_RS00700	KUD10_RS00685
OG0000195	MHP7448_RS00705	KUD10_RS00690
OG0000196	MHP7448_RS00725	KUD10_RS00710
OG0000197	MHP7448_RS00730	KUD10_RS00715
OG0000198	MHP7448_RS00745	KUD10_RS00730
OG0000199	MHP7448_RS00750	KUD10_RS00735
OG0000200	MHP7448_RS00760	KUD10_RS00750
OG0000201	MHP7448_RS00770	KUD10_RS00760
OG0000202	MHP7448_RS00825	KUD10_RS00815
OG0000203	MHP7448_RS00830	KUD10_RS00820
OG0000204	MHP7448_RS00835	KUD10_RS00825
OG0000205	MHP7448_RS00840	KUD10_RS00830
OG0000206	MHP7448_RS00860	KUD10_RS00850
OG0000207	MHP7448_RS00875	KUD10_RS00865
OG0000208	MHP7448_RS00880	KUD10_RS00870
OG0000209	MHP7448_RS00885	KUD10_RS00875
OG0000210	MHP7448_RS00930	KUD10_RS00920
OG0000211	MHP7448_RS00940	KUD10_RS00930
OG0000212	MHP7448_RS00950	KUD10_RS00940
OG0000213	MHP7448_RS00955	KUD10_RS00945
OG0000214	MHP7448_RS00960	KUD10_RS00950
OG0000215	MHP7448_RS00965	KUD10_RS00955
OG0000216	MHP7448_RS00970	KUD10_RS00960
OG0000217	MHP7448_RS00975	KUD10_RS00965
OG0000218	MHP7448_RS00985	KUD10_RS00975
OG0000219	MHP7448_RS00990	KUD10_RS00980
OG0000220	MHP7448_RS00995	KUD10_RS00985
OG0000221	MHP7448_RS01000	KUD10_RS00990
OG0000222	MHP7448_RS01005	KUD10_RS00995
OG0000223	MHP7448_RS01010	KUD10_RS01000
OG0000224	MHP7448_RS01020	KUD10_RS01010
OG0000225	MHP7448_RS01030	KUD10_RS01020
OG0000226	MHP7448_RS01035	KUD10_RS01025
OG0000227	MHP7448_RS01040	KUD10_RS01030
OG0000228	MHP7448_RS04115	KUD10_RS03740
OG0000229	MHP7448_RS01050	KUD10_RS01040
OG0000230	MHP7448_RS01055	KUD10_RS01045
OG0000231	MHP7448_RS01065	KUD10_RS01055
OG0000232	MHP7448_RS01075	KUD10_RS01065
OG0000233	MHP7448_RS01095	KUD10_RS01090
OG0000234	MHP7448_RS01130	KUD10_RS01125
OG0000235	MHP7448_RS01140	KUD10_RS01135
OG0000236	MHP7448_RS01145	KUD10_RS01140
OG0000237	MHP7448_RS01150	KUD10_RS01230
OG0000238	MHP7448_RS01160	KUD10_RS01235
OG0000239	MHP7448_RS02970	KUD10_RS03015
OG0000240	MHP7448_RS02975	KUD10_RS03020
OG0000241	MHP7448_RS02985	KUD10_RS03030
OG0000242	MHP7448_RS02990	KUD10_RS03035
OG0000243	MHP7448_RS02995	KUD10_RS03040
OG0000244	MHP7448_RS03005	KUD10_RS03050
OG0000245	MHP7448_RS04055	KUD10_RS03055
OG0000246	MHP7448_RS00140	KUD10_RS00140
OG0000247	MHP7448_RS00150	KUD10_RS00150
OG0000248	MHP7448_RS00160	KUD10_RS00160
OG0000249	MHP7448_RS00165	KUD10_RS00165
OG0000250	MHP7448_RS00180	KUD10_RS00180
OG0000251	MHP7448_RS00205	KUD10_RS00210
OG0000252	MHP7448_RS00215	KUD10_RS00220
OG0000253	MHP7448_RS00220	KUD10_RS00225
OG0000254	MHP7448_RS00230	KUD10_RS00235
OG0000255	MHP7448_RS00240	KUD10_RS00240
OG0000256	MHP7448_RS00245	KUD10_RS00245
OG0000257	MHP7448_RS00270	KUD10_RS00270
OG0000258	MHP7448_RS00280	KUD10_RS00280
OG0000259	MHP7448_RS00310	KUD10_RS00310
OG0000260	MHP7448_RS00320	KUD10_RS00320
OG0000261	MHP7448_RS00330	KUD10_RS00330
OG0000262	MHP7448_RS00345	KUD10_RS00345
OG0000263	MHP7448_RS00360	KUD10_RS00360
OG0000264	MHP7448_RS00375	KUD10_RS00375
OG0000265	MHP7448_RS00385	KUD10_RS00385
OG0000266	MHP7448_RS00400	KUD10_RS00400
OG0000267	MHP7448_RS00415	KUD10_RS00415
OG0000268	MHP7448_RS00420	KUD10_RS00420
OG0000269	MHP7448_RS00435	KUD10_RS00435
OG0000270	MHP7448_RS03525	KUD10_RS03560
OG0000271	MHP7448_RS03520	KUD10_RS03555
OG0000272	MHP7448_RS03515	KUD10_RS03550
OG0000273	MHP7448_RS03510	KUD10_RS03545
OG0000274	MHP7448_RS03490	KUD10_RS03525
OG0000275	MHP7448_RS03485	KUD10_RS03520
OG0000276	MHP7448_RS03480	KUD10_RS03515
OG0000277	MHP7448_RS03470	KUD10_RS03505
OG0000278	MHP7448_RS03465	KUD10_RS03500
OG0000279	MHP7448_RS03455	KUD10_RS03490
OG0000280	MHP7448_RS03450	KUD10_RS03485
OG0000281	MHP7448_RS03795	KUD10_RS03480
OG0000282	MHP7448_RS03420	KUD10_RS03455
OG0000283	MHP7448_RS03415	KUD10_RS03450
OG0000284	MHP7448_RS03410	KUD10_RS03445
OG0000285	MHP7448_RS03405	KUD10_RS03440
OG0000286	MHP7448_RS02445	KUD10_RS02505
OG0000287	MHP7448_RS02540	KUD10_RS02600
OG0000288	MHP7448_RS02550	KUD10_RS02610
OG0000289	MHP7448_RS02555	KUD10_RS02615
OG0000290	MHP7448_RS02665	KUD10_RS02730
OG0000291	MHP7448_RS02655	KUD10_RS02720
OG0000292	MHP7448_RS02650	KUD10_RS02715
OG0000293	MHP7448_RS02645	KUD10_RS02710
OG0000294	MHP7448_RS02635	KUD10_RS02700
OG0000295	MHP7448_RS02630	KUD10_RS02695
OG0000296	MHP7448_RS02590	KUD10_RS02650
OG0000297	MHP7448_RS02585	KUD10_RS02645
OG0000298	MHP7448_RS00175	KUD10_RS00175
OG0000299	MHP7448_RS03685	KUD10_RS00195
OG0000300	MHP7448_RS00370	KUD10_RS00370
OG0000301	MHP7448_RS00405	KUD10_RS00405
OG0000302	MHP7448_RS00410	KUD10_RS00410
OG0000303	MHP7448_RS00560	KUD10_RS00565
OG0000304	MHP7448_RS01080	KUD10_RS01070
OG0000305	MHP7448_RS02905	KUD10_RS02955
OG0000306	MHP7448_RS02825	KUD10_RS02880
OG0000307	MHP7448_RS02790	KUD10_RS02845
OG0000308	MHP7448_RS02685	KUD10_RS02750
OG0000309	MHP7448_RS02620	KUD10_RS02685
OG0000310	MHP7448_RS02545	KUD10_RS02605
OG0000311	MHP7448_RS02505	KUD10_RS02565
OG0000312	MHP7448_RS02490	KUD10_RS02550
OG0000313	MHP7448_RS01615	KUD10_RS01660
OG0000314	MHP7448_RS01975	KUD10_RS02005
OG0000315	MHP7448_RS02005	KUD10_RS02035
OG0000316	MHP7448_RS02015	KUD10_RS02045
OG0000317	MHP7448_RS02105	KUD10_RS02140
OG0000318	MHP7448_RS02020	KUD10_RS02050
OG0000319	MHP7448_RS02160	KUD10_RS02295
OG0000320	MHP7448_RS02385	KUD10_RS02425
OG0000321	MHP7448_RS01350	KUD10_RS01405
OG0000322	MHP7448_RS01395	KUD10_RS01450
OG0000323	MHP7448_RS01525	KUD10_RS01580
OG0000324	MHP7448_RS02200	KUD10_RS02335
OG0000325	MHP7448_RS00710	KUD10_RS00695
OG0000326	MHP7448_RS00800	KUD10_RS00790
OG0000327	MHP7448_RS00805	KUD10_RS00795
OG0000328	MHP7448_RS00890	KUD10_RS00880
OG0000329	MHP7448_RS00910	KUD10_RS00900
OG0000330	MHP7448_RS01105	KUD10_RS01100
OG0000331	MHP7448_RS03000	KUD10_RS03045
OG0000332	MHP7448_RS03150	KUD10_RS03180
OG0000333	MHP7448_RS03160	KUD10_RS03190
OG0000334	MHP7448_RS03260	KUD10_RS03290
OG0000335	MHP7448_RS03270	KUD10_RS03300
OG0000336	MHP7448_RS03440	KUD10_RS03470
OG0000337	MHP7448_RS03605	KUD10_RS03645
OG0000338	MHP7448_RS03650	KUD10_RS03685
OG0000339	MHP7448_RS02360	KUD10_RS02400
OG0000340	MHP7448_RS01330	KUD10_RS01385
OG0000341	MHP7448_RS02220	KUD10_RS02355
OG0000342	MHP7448_RS00740	KUD10_RS00725
OG0000343	MHP7448_RS03170	KUD10_RS03200
OG0000344	MHP7448_RS00575	KUD10_RS00580
OG0000345	MHP7448_RS01025	KUD10_RS01015
OG0000346	MHP7448_RS04140	KUD10_RS03475
OG0000347	MHP7448_RS01420	KUD10_RS01475
OG0000348	MHP7448_RS00810	KUD10_RS00800
OG0000349	MHP7448_RS03500	KUD10_RS03535
OG0000350	MHP7448_RS03675	KUD10_RS02835
OG0000351	MHP7448_RS00495	KUD10_RS00490
OG0000352	MHP7448_RS01955	KUD10_RS01985
OG0000353	MHP7448_RS01390	KUD10_RS01445
OG0000354	MHP7448_RS00645	KUD10_RS00645
OG0000355	MHP7448_RS01925	KUD10_RS01960
OG0000356	MHP7448_RS02010	KUD10_RS02040
OG0000357	MHP7448_RS03130	KUD10_RS03160
OG0000358	MHP7448_RS03135	KUD10_RS03165
OG0000359	MHP7448_RS00780	KUD10_RS00770
OG0000360	MHP7448_RS00275	KUD10_RS00275
OG0000361	MHP7448_RS00305	KUD10_RS00305
OG0000362	MHP7448_RS02565	KUD10_RS02625
OG0000363	MHP7448_RS01460	KUD10_RS01515
OG0000364	MHP7448_RS01905	KUD10_RS01940
OG0000365	MHP7448_RS02050	KUD10_RS02085
OG0000366	MHP7448_RS02075	KUD10_RS02110
OG0000367	MHP7448_RS02085	KUD10_RS02120
OG0000368	MHP7448_RS00060	KUD10_RS00060
OG0000369	MHP7448_RS00025	KUD10_RS00025
OG0000370	MHP7448_RS00020	KUD10_RS00020
OG0000371	MHP7448_RS00015	KUD10_RS00015
OG0000372	MHP7448_RS00010	KUD10_RS00010
OG0000373	MHP7448_RS03640	KUD10_RS03675
OG0000374	MHP7448_RS03625	KUD10_RS03665
OG0000375	MHP7448_RS02155	KUD10_RS02290
OG0000376	MHP7448_RS02400	KUD10_RS02440
OG0000377	MHP7448_RS02390	KUD10_RS02430
OG0000378	MHP7448_RS01310	KUD10_RS01365
OG0000379	MHP7448_RS01385	KUD10_RS01440
OG0000380	MHP7448_RS01410	KUD10_RS01465
OG0000381	MHP7448_RS01450	KUD10_RS01505
OG0000382	MHP7448_RS01480	KUD10_RS01535
OG0000383	MHP7448_RS01520	KUD10_RS01575
OG0000384	MHP7448_RS00515	KUD10_RS00520
OG0000385	MHP7448_RS00520	KUD10_RS00525
OG0000386	MHP7448_RS00540	KUD10_RS00545
OG0000387	MHP7448_RS00565	KUD10_RS00570
OG0000388	MHP7448_RS00570	KUD10_RS00575
OG0000389	MHP7448_RS00615	KUD10_RS00625
OG0000390	MHP7448_RS02925	KUD10_RS02975
OG0000391	MHP7448_RS02915	KUD10_RS02965
OG0000392	MHP7448_RS02890	KUD10_RS02940
OG0000393	MHP7448_RS02830	KUD10_RS02885
OG0000394	MHP7448_RS02755	KUD10_RS02815
OG0000395	MHP7448_RS02750	KUD10_RS02810
OG0000396	MHP7448_RS02450	KUD10_RS02510
OG0000397	MHP7448_RS01940	KUD10_RS01970
OG0000398	MHP7448_RS01945	KUD10_RS01975
OG0000399	MHP7448_RS01990	KUD10_RS02020
OG0000400	MHP7448_RS03090	KUD10_RS03125
OG0000401	MHP7448_RS03155	KUD10_RS03185
OG0000402	MHP7448_RS03165	KUD10_RS03195
OG0000403	MHP7448_RS03175	KUD10_RS03205
OG0000404	MHP7448_RS03205	KUD10_RS03230
OG0000405	MHP7448_RS03220	KUD10_RS03245
OG0000406	MHP7448_RS03275	KUD10_RS03305
OG0000407	MHP7448_RS03280	KUD10_RS03310
OG0000408	MHP7448_RS03285	KUD10_RS03315
OG0000409	MHP7448_RS03290	KUD10_RS03320
OG0000410	MHP7448_RS03350	KUD10_RS03380
OG0000411	MHP7448_RS03340	KUD10_RS03370
OG0000412	MHP7448_RS03335	KUD10_RS03365
OG0000413	MHP7448_RS01535	KUD10_RS01590
OG0000414	MHP7448_RS01545	KUD10_RS01600
OG0000415	MHP7448_RS01550	KUD10_RS01605
OG0000416	MHP7448_RS01560	KUD10_RS01615
OG0000417	MHP7448_RS02215	KUD10_RS02350
OG0000418	MHP7448_RS02210	KUD10_RS02345
OG0000419	MHP7448_RS00720	KUD10_RS00705
OG0000420	MHP7448_RS00755	KUD10_RS00740
OG0000421	MHP7448_RS00785	KUD10_RS00775
OG0000422	MHP7448_RS00795	KUD10_RS00785
OG0000423	MHP7448_RS00850	KUD10_RS00840
OG0000424	MHP7448_RS00855	KUD10_RS00845
OG0000425	MHP7448_RS00865	KUD10_RS00855
OG0000426	MHP7448_RS00870	KUD10_RS00860
OG0000427	MHP7448_RS00895	KUD10_RS00885
OG0000428	MHP7448_RS00920	KUD10_RS00910
OG0000429	MHP7448_RS01015	KUD10_RS01005
OG0000430	MHP7448_RS01060	KUD10_RS01050
OG0000431	MHP7448_RS01070	KUD10_RS01060
OG0000432	MHP7448_RS01100	KUD10_RS01095
OG0000433	MHP7448_RS01115	KUD10_RS01110
OG0000434	MHP7448_RS01120	KUD10_RS01115
OG0000435	MHP7448_RS01135	KUD10_RS01130
OG0000436	MHP7448_RS01165	KUD10_RS01240
OG0000437	MHP7448_RS01175	KUD10_RS01250
OG0000438	MHP7448_RS01180	KUD10_RS01255
OG0000439	MHP7448_RS01185	KUD10_RS01260
OG0000440	MHP7448_RS02980	KUD10_RS03025
OG0000441	MHP7448_RS03020	KUD10_RS03060
OG0000442	MHP7448_RS00145	KUD10_RS00145
OG0000443	MHP7448_RS00190	KUD10_RS00190
OG0000444	MHP7448_RS00200	KUD10_RS00205
OG0000445	MHP7448_RS00225	KUD10_RS00230
OG0000446	MHP7448_RS00255	KUD10_RS00255
OG0000447	MHP7448_RS00260	KUD10_RS00260
OG0000448	MHP7448_RS00290	KUD10_RS00290
OG0000449	MHP7448_RS00315	KUD10_RS00315
OG0000450	MHP7448_RS00325	KUD10_RS00325
OG0000451	MHP7448_RS00365	KUD10_RS00365
OG0000452	MHP7448_RS00390	KUD10_RS00390
OG0000453	MHP7448_RS00425	KUD10_RS00425
OG0000454	MHP7448_RS01580	KUD10_RS01220
OG0000455	MHP7448_RS03545	KUD10_RS03580
OG0000456	MHP7448_RS03425	KUD10_RS03460
OG0000457	MHP7448_RS03400	KUD10_RS03435
OG0000458	MHP7448_RS02535	KUD10_RS02595
OG0000459	MHP7448_RS02560	KUD10_RS02620
OG0000460	MHP7448_RS02570	KUD10_RS02630
OG0000461	MHP7448_RS02615	KUD10_RS02680
OG0000462	MHP7448_RS02610	KUD10_RS02670
OG0000464	MHP7448_RS04135	KUD10_RS02660
OG0000465	MHP7448_RS02595	KUD10_RS02655
OG0000466	MHP7448_RS00395	KUD10_RS00395
OG0000467	MHP7448_RS02700	KUD10_RS02760
OG0000468	MHP7448_RS01985	KUD10_RS02015
OG0000469	MHP7448_RS02045	KUD10_RS02075
OG0000470	MHP7448_RS03850	KUD10_RS00835
OG0000471	MHP7448_RS00925	KUD10_RS00915
OG0000472	MHP7448_RS03360	KUD10_RS03390
OG0000473	MHP7448_RS03530	KUD10_RS03565
OG0000474	MHP7448_RS03535	KUD10_RS03570
OG0000475	MHP7448_RS03540	KUD10_RS03575
OG0000476	MHP7448_RS01570	KUD10_RS01625
OG0000477	MHP7448_RS02640	KUD10_RS02705
OG0000478	MHP7448_RS03475	KUD10_RS03510
OG0000479	MHP7448_RS01345	KUD10_RS01400
OG0000480	MHP7448_RS03895	KUD10_RS02080
OG0000481	MHP7448_RS00820	KUD10_RS00810
OG0000482	MHP7448_RS01215	KUD10_RS01280
OG0000483	MHP7448_RS02090	KUD10_RS02125
OG0000484	MHP7448_RS00195	KUD10_RS00200
OG0000485	MHP7448_RS01170	KUD10_RS01245
OG0000486	MHP7448_RS02235	KUD10_RS02370
OG0000487	MHP7448_RS02025	KUD10_RS02055
OG0000488	MHP7448_RS02060	KUD10_RS02095
OG0000489	MHP7448_RS00050	KUD10_RS00050
OG0000490	MHP7448_RS03645	KUD10_RS03680
OG0000491	MHP7448_RS01365	KUD10_RS01420
