Orthogroup	MHP_154B_genes	MFC_MF29_genes
OG0000087	NB624_RS02185	DR095_RS02850
OG0000088	NB624_RS02190	DR095_RS02845
OG0000089	NB624_RS02200	DR095_RS02835
OG0000090	NB624_RS00070	DR095_RS01045
OG0000091	NB624_RS00055	DR095_RS01060
OG0000092	NB624_RS00045	DR095_RS01075
OG0000093	NB624_RS00035	DR095_RS01080
OG0000094	NB624_RS00030	DR095_RS01085
OG0000095	NB624_RS00005	DR095_RS01110
OG0000096	NB624_RS03760	DR095_RS01115
OG0000097	NB624_RS03740	DR095_RS01135
OG0000098	NB624_RS03730	DR095_RS01145
OG0000099	NB624_RS03680	DR095_RS01200
OG0000100	NB624_RS03670	DR095_RS01210
OG0000101	NB624_RS03660	DR095_RS01215
OG0000102	NB624_RS01705	DR095_RS01225
OG0000103	NB624_RS02350	DR095_RS01275
OG0000104	NB624_RS02355	DR095_RS01280
OG0000105	NB624_RS02370	DR095_RS01295
OG0000106	NB624_RS02380	DR095_RS01305
OG0000107	NB624_RS02390	DR095_RS01315
OG0000108	NB624_RS02395	DR095_RS01320
OG0000109	NB624_RS02400	DR095_RS01325
OG0000110	NB624_RS02525	DR095_RS01330
OG0000111	NB624_RS02520	DR095_RS01335
OG0000112	NB624_RS02510	DR095_RS01345
OG0000113	NB624_RS02490	DR095_RS03830
OG0000114	NB624_RS02485	DR095_RS01370
OG0000115	NB624_RS02470	DR095_RS01380
OG0000116	NB624_RS01290	DR095_RS01390
OG0000117	NB624_RS01295	DR095_RS01395
OG0000118	NB624_RS01330	DR095_RS01425
OG0000119	NB624_RS01335	DR095_RS01430
OG0000120	NB624_RS01350	DR095_RS01445
OG0000121	NB624_RS01375	DR095_RS01470
OG0000122	NB624_RS01380	DR095_RS01475
OG0000123	NB624_RS01400	DR095_RS01495
OG0000124	NB624_RS01405	DR095_RS01500
OG0000125	NB624_RS01410	DR095_RS01505
OG0000126	NB624_RS01420	DR095_RS01515
OG0000127	NB624_RS01430	DR095_RS01525
OG0000128	NB624_RS01445	DR095_RS02900
OG0000129	NB624_RS01450	DR095_RS02905
OG0000130	NB624_RS01460	DR095_RS02915
OG0000131	NB624_RS01490	DR095_RS02945
OG0000132	NB624_RS01505	DR095_RS04000
OG0000133	NB624_RS00525	DR095_RS00015
OG0000134	NB624_RS00530	DR095_RS03750
OG0000135	NB624_RS00545	DR095_RS00035
OG0000136	NB624_RS00550	DR095_RS00040
OG0000137	NB624_RS00580	DR095_RS00070
OG0000138	NB624_RS01060	DR095_RS00095
OG0000139	NB624_RS01030	DR095_RS00125
OG0000140	NB624_RS01025	DR095_RS00130
OG0000141	NB624_RS03090	DR095_RS00155
OG0000142	NB624_RS03085	DR095_RS03765
OG0000143	NB624_RS03070	DR095_RS00185
OG0000144	NB624_RS03055	DR095_RS00195
OG0000145	NB624_RS03045	DR095_RS00205
OG0000146	NB624_RS03035	DR095_RS00215
OG0000147	NB624_RS03030	DR095_RS00220
OG0000148	NB624_RS03015	DR095_RS00235
OG0000149	NB624_RS03005	DR095_RS00245
OG0000150	NB624_RS02990	DR095_RS00260
OG0000151	NB624_RS02945	DR095_RS00315
OG0000152	NB624_RS02940	DR095_RS00320
OG0000153	NB624_RS02935	DR095_RS00325
OG0000154	NB624_RS02925	DR095_RS00335
OG0000155	NB624_RS02885	DR095_RS00355
OG0000156	NB624_RS02880	DR095_RS00390
OG0000157	NB624_RS02870	DR095_RS03780
OG0000158	NB624_RS02860	DR095_RS03785
OG0000159	NB624_RS02610	DR095_RS00635
OG0000160	NB624_RS02605	DR095_RS00640
OG0000161	NB624_RS02600	DR095_RS00650
OG0000162	NB624_RS02590	DR095_RS02680
OG0000163	NB624_RS02585	DR095_RS02685
OG0000164	NB624_RS01600	DR095_RS03975
OG0000165	NB624_RS01945	DR095_RS02760
OG0000166	NB624_RS01965	DR095_RS02780
OG0000167	NB624_RS01980	DR095_RS02795
OG0000168	NB624_RS01985	DR095_RS02800
OG0000169	NB624_RS03205	DR095_RS01750
OG0000170	NB624_RS03220	DR095_RS01765
OG0000171	NB624_RS03230	DR095_RS01775
OG0000172	NB624_RS03235	DR095_RS01780
OG0000173	NB624_RS03240	DR095_RS01785
OG0000174	NB624_RS03245	DR095_RS01790
OG0000175	NB624_RS03265	DR095_RS01805
OG0000176	NB624_RS03315	DR095_RS01845
OG0000177	NB624_RS03320	DR095_RS01850
OG0000178	NB624_RS03325	DR095_RS01855
OG0000179	NB624_RS03335	DR095_RS01865
OG0000180	NB624_RS03340	DR095_RS01870
OG0000181	NB624_RS03380	DR095_RS03870
OG0000182	NB624_RS03390	DR095_RS01895
OG0000183	NB624_RS03425	DR095_RS01930
OG0000184	NB624_RS03470	DR095_RS02970
OG0000185	NB624_RS03455	DR095_RS02985
OG0000186	NB624_RS01515	DR095_RS01970
OG0000187	NB624_RS01530	DR095_RS01985
OG0000188	NB624_RS01540	DR095_RS01995
OG0000189	NB624_RS02440	DR095_RS03890
OG0000190	NB624_RS02435	DR095_RS02010
OG0000191	NB624_RS02410	DR095_RS02030
OG0000192	NB624_RS01205	DR095_RS02040
OG0000193	NB624_RS01195	DR095_RS02055
OG0000194	NB624_RS00990	DR095_RS02065
OG0000195	NB624_RS00985	DR095_RS02070
OG0000196	NB624_RS00960	DR095_RS03895
OG0000197	NB624_RS00955	DR095_RS02095
OG0000198	NB624_RS00940	DR095_RS02110
OG0000199	NB624_RS00935	DR095_RS02115
OG0000200	NB624_RS00920	DR095_RS02130
OG0000201	NB624_RS00910	DR095_RS02140
OG0000202	NB624_RS00855	DR095_RS02195
OG0000203	NB624_RS00850	DR095_RS02200
OG0000204	NB624_RS00845	DR095_RS03925
OG0000205	NB624_RS00840	DR095_RS02490
OG0000206	NB624_RS00820	DR095_RS02470
OG0000207	NB624_RS00805	DR095_RS02455
OG0000208	NB624_RS00800	DR095_RS02450
OG0000209	NB624_RS00795	DR095_RS02445
OG0000210	NB624_RS00750	DR095_RS02400
OG0000211	NB624_RS00740	DR095_RS02390
OG0000212	NB624_RS00730	DR095_RS02380
OG0000213	NB624_RS00725	DR095_RS02375
OG0000214	NB624_RS00720	DR095_RS02370
OG0000215	NB624_RS00715	DR095_RS02365
OG0000216	NB624_RS00710	DR095_RS02360
OG0000217	NB624_RS00705	DR095_RS02355
OG0000218	NB624_RS00695	DR095_RS03910
OG0000219	NB624_RS00690	DR095_RS02340
OG0000220	NB624_RS00685	DR095_RS02335
OG0000221	NB624_RS00680	DR095_RS02330
OG0000222	NB624_RS00675	DR095_RS02325
OG0000223	NB624_RS00670	DR095_RS02320
OG0000224	NB624_RS00660	DR095_RS02310
OG0000225	NB624_RS00650	DR095_RS02300
OG0000226	NB624_RS00645	DR095_RS02295
OG0000227	NB624_RS00640	DR095_RS02290
OG0000228	NB624_RS00635	DR095_RS04045
OG0000229	NB624_RS00630	DR095_RS02280
OG0000230	NB624_RS00625	DR095_RS02275
OG0000231	NB624_RS00615	DR095_RS02265
OG0000232	NB624_RS00605	DR095_RS02255
OG0000233	NB624_RS01095	DR095_RS02245
OG0000234	NB624_RS01130	DR095_RS02215
OG0000235	NB624_RS01140	DR095_RS02205
OG0000236	NB624_RS01145	DR095_RS01540
OG0000237	NB624_RS01150	DR095_RS01560
OG0000238	NB624_RS01155	DR095_RS01565
OG0000239	NB624_RS03100	DR095_RS01595
OG0000240	NB624_RS03105	DR095_RS01600
OG0000241	NB624_RS03115	DR095_RS01705
OG0000242	NB624_RS03120	DR095_RS01710
OG0000243	NB624_RS03125	DR095_RS01715
OG0000244	NB624_RS03135	DR095_RS01725
OG0000245	NB624_RS03145	DR095_RS01735
OG0000246	NB624_RS00140	DR095_RS01030
OG0000247	NB624_RS00150	DR095_RS01020
OG0000248	NB624_RS00160	DR095_RS00995
OG0000249	NB624_RS00165	DR095_RS00990
OG0000250	NB624_RS00180	DR095_RS00975
OG0000251	NB624_RS00210	DR095_RS00945
OG0000252	NB624_RS00220	DR095_RS00935
OG0000253	NB624_RS00225	DR095_RS00930
OG0000254	NB624_RS00235	DR095_RS00920
OG0000255	NB624_RS00240	DR095_RS00915
OG0000256	NB624_RS00245	DR095_RS00910
OG0000257	NB624_RS00270	DR095_RS00885
OG0000258	NB624_RS00280	DR095_RS00875
OG0000259	NB624_RS00310	DR095_RS00845
OG0000260	NB624_RS00320	DR095_RS00835
OG0000261	NB624_RS00330	DR095_RS03795
OG0000262	NB624_RS00350	DR095_RS00810
OG0000263	NB624_RS00360	DR095_RS00795
OG0000264	NB624_RS00375	DR095_RS00780
OG0000265	NB624_RS00385	DR095_RS00770
OG0000266	NB624_RS00400	DR095_RS00755
OG0000267	NB624_RS00415	DR095_RS00740
OG0000268	NB624_RS00420	DR095_RS00735
OG0000269	NB624_RS00435	DR095_RS00720
OG0000270	NB624_RS03635	DR095_RS03930
OG0000271	NB624_RS03630	DR095_RS02520
OG0000272	NB624_RS03625	DR095_RS02525
OG0000273	NB624_RS03620	DR095_RS02530
OG0000274	NB624_RS03605	DR095_RS02550
OG0000275	NB624_RS03595	DR095_RS03935
OG0000276	NB624_RS03590	DR095_RS02560
OG0000277	NB624_RS03580	DR095_RS03940
OG0000278	NB624_RS03575	DR095_RS02575
OG0000279	NB624_RS03565	DR095_RS02585
OG0000280	NB624_RS03560	DR095_RS02590
OG0000281	NB624_RS03555	DR095_RS02595
OG0000282	NB624_RS03530	DR095_RS02620
OG0000283	NB624_RS03525	DR095_RS02625
OG0000284	NB624_RS03520	DR095_RS02630
OG0000285	NB624_RS03515	DR095_RS03955
OG0000286	NB624_RS02570	DR095_RS00590
OG0000287	NB624_RS02675	DR095_RS00565
OG0000288	NB624_RS02685	DR095_RS00555
OG0000289	NB624_RS02690	DR095_RS00550
OG0000290	NB624_RS02815	DR095_RS03370
OG0000291	NB624_RS02800	DR095_RS00450
OG0000292	NB624_RS02795	DR095_RS00455
OG0000293	NB624_RS02790	DR095_RS00460
OG0000294	NB624_RS02780	DR095_RS00470
OG0000295	NB624_RS02775	DR095_RS00475
OG0000296	NB624_RS02725	DR095_RS00515
OG0000297	NB624_RS02720	DR095_RS00520
OG0000298	NB624_RS00175	DR095_RS00980
OG0000299	NB624_RS00195	DR095_RS00960
OG0000300	NB624_RS00370	DR095_RS00785
OG0000301	NB624_RS00405	DR095_RS00750
OG0000302	NB624_RS00410	DR095_RS00745
OG0000303	NB624_RS00555	DR095_RS00045
OG0000304	NB624_RS00600	DR095_RS00080
OG0000305	NB624_RS03040	DR095_RS00210
OG0000306	NB624_RS02965	DR095_RS00290
OG0000307	NB624_RS02930	DR095_RS00330
OG0000308	NB624_RS02835	DR095_RS00430
OG0000309	NB624_RS02765	DR095_RS00485
OG0000310	NB624_RS02680	DR095_RS00560
OG0000311	NB624_RS02630	DR095_RS00610
OG0000312	NB624_RS02615	DR095_RS00630
OG0000313	NB624_RS01590	DR095_RS02705
OG0000314	NB624_RS01960	DR095_RS02775
OG0000315	NB624_RS01990	DR095_RS02805
OG0000316	NB624_RS02000	DR095_RS02815
OG0000317	NB624_RS02195	DR095_RS02840
OG0000318	NB624_RS02005	DR095_RS04005
OG0000319	NB624_RS02365	DR095_RS01290
OG0000320	NB624_RS02500	DR095_RS01355
OG0000321	NB624_RS01325	DR095_RS01420
OG0000322	NB624_RS01370	DR095_RS01465
OG0000323	NB624_RS01500	DR095_RS02955
OG0000324	NB624_RS02405	DR095_RS02035
OG0000325	NB624_RS00980	DR095_RS02075
OG0000326	NB624_RS00880	DR095_RS02170
OG0000327	NB624_RS00875	DR095_RS02175
OG0000328	NB624_RS00790	DR095_RS02440
OG0000329	NB624_RS00770	DR095_RS02420
OG0000330	NB624_RS01105	DR095_RS02235
OG0000331	NB624_RS03130	DR095_RS01720
OG0000332	NB624_RS03270	DR095_RS01815
OG0000333	NB624_RS03280	DR095_RS01825
OG0000334	NB624_RS03385	DR095_RS01890
OG0000335	NB624_RS03395	DR095_RS03875
OG0000336	NB624_RS03545	DR095_RS03950
OG0000337	NB624_RS03715	DR095_RS01160
OG0000338	NB624_RS03755	DR095_RS01120
OG0000339	NB624_RS02475	DR095_RS01375
OG0000340	NB624_RS01305	DR095_RS01400
OG0000341	NB624_RS02430	DR095_RS02015
OG0000342	NB624_RS00945	DR095_RS02105
OG0000343	NB624_RS03290	DR095_RS01835
OG0000344	NB624_RS00570	DR095_RS00060
OG0000345	NB624_RS00655	DR095_RS02305
OG0000346	NB624_RS03550	DR095_RS03945
OG0000347	NB624_RS01395	DR095_RS01490
OG0000348	NB624_RS00870	DR095_RS03905
OG0000349	NB624_RS03610	DR095_RS02540
OG0000350	NB624_RS02920	DR095_RS00295
OG0000351	NB624_RS00490	DR095_RS00660
OG0000352	NB624_RS01940	DR095_RS02755
OG0000353	NB624_RS01365	DR095_RS01460
OG0000354	NB624_RS01045	DR095_RS00110
OG0000355	NB624_RS01915	DR095_RS03980
OG0000356	NB624_RS01995	DR095_RS03985
OG0000357	NB624_RS03250	DR095_RS03860
OG0000358	NB624_RS03255	DR095_RS01800
OG0000359	NB624_RS00900	DR095_RS03900
OG0000360	NB624_RS00275	DR095_RS00880
OG0000361	NB624_RS00305	DR095_RS00850
OG0000362	NB624_RS02700	DR095_RS00540
OG0000363	NB624_RS01435	DR095_RS01530
OG0000365	NB624_RS02040	DR095_RS04025
OG0000366	NB624_RS02065	DR095_RS02870
OG0000367	NB624_RS02175	DR095_RS02860
OG0000368	NB624_RS00060	DR095_RS01055
OG0000369	NB624_RS00025	DR095_RS03410
OG0000370	NB624_RS00020	DR095_RS01095
OG0000371	NB624_RS00015	DR095_RS01100
OG0000372	NB624_RS00010	DR095_RS01105
OG0000373	NB624_RS03745	DR095_RS01130
OG0000374	NB624_RS03735	DR095_RS01140
OG0000375	NB624_RS02360	DR095_RS01285
OG0000376	NB624_RS02515	DR095_RS01340
OG0000377	NB624_RS02505	DR095_RS01350
OG0000378	NB624_RS01285	DR095_RS01385
OG0000379	NB624_RS01360	DR095_RS01455
OG0000380	NB624_RS01390	DR095_RS01480
OG0000381	NB624_RS01425	DR095_RS01520
OG0000382	NB624_RS01455	DR095_RS02910
OG0000383	NB624_RS01495	DR095_RS02950
OG0000384	NB624_RS00510	DR095_RS00655
OG0000385	NB624_RS00515	DR095_RS00005
OG0000386	NB624_RS00535	DR095_RS00025
OG0000387	NB624_RS00560	DR095_RS00050
OG0000388	NB624_RS00565	DR095_RS03755
OG0000389	NB624_RS01065	DR095_RS00090
OG0000390	NB624_RS03060	DR095_RS00190
OG0000391	NB624_RS03050	DR095_RS00200
OG0000392	NB624_RS03025	DR095_RS00225
OG0000393	NB624_RS02970	DR095_RS00280
OG0000394	NB624_RS02900	DR095_RS00345
OG0000395	NB624_RS02890	DR095_RS00350
OG0000396	NB624_RS02575	DR095_RS02695
OG0000397	NB624_RS01925	DR095_RS02740
OG0000398	NB624_RS01930	DR095_RS02745
OG0000399	NB624_RS01975	DR095_RS02790
OG0000400	NB624_RS03215	DR095_RS01760
OG0000401	NB624_RS03275	DR095_RS01820
OG0000402	NB624_RS03285	DR095_RS01830
OG0000403	NB624_RS03295	DR095_RS01840
OG0000404	NB624_RS03330	DR095_RS03865
OG0000405	NB624_RS03350	DR095_RS01875
OG0000406	NB624_RS03400	DR095_RS01905
OG0000407	NB624_RS03405	DR095_RS03880
OG0000408	NB624_RS03410	DR095_RS01915
OG0000409	NB624_RS03415	DR095_RS01920
OG0000410	NB624_RS03480	DR095_RS02965
OG0000411	NB624_RS03465	DR095_RS02975
OG0000412	NB624_RS03460	DR095_RS02980
OG0000413	NB624_RS01510	DR095_RS01965
OG0000414	NB624_RS01520	DR095_RS01975
OG0000415	NB624_RS01525	DR095_RS01980
OG0000416	NB624_RS01535	DR095_RS01990
OG0000417	NB624_RS02425	DR095_RS02020
OG0000418	NB624_RS02415	DR095_RS02025
OG0000419	NB624_RS00965	DR095_RS02085
OG0000420	NB624_RS00930	DR095_RS02120
OG0000421	NB624_RS00895	DR095_RS02155
OG0000422	NB624_RS00885	DR095_RS02165
OG0000423	NB624_RS00830	DR095_RS02480
OG0000424	NB624_RS00825	DR095_RS02475
OG0000425	NB624_RS00815	DR095_RS02465
OG0000426	NB624_RS00810	DR095_RS03585
OG0000427	NB624_RS00785	DR095_RS03920
OG0000428	NB624_RS00760	DR095_RS02410
OG0000429	NB624_RS00665	DR095_RS02315
OG0000430	NB624_RS00620	DR095_RS02270
OG0000431	NB624_RS00610	DR095_RS02260
OG0000432	NB624_RS01100	DR095_RS02240
OG0000433	NB624_RS01115	DR095_RS02230
OG0000434	NB624_RS01125	DR095_RS02225
OG0000435	NB624_RS01135	DR095_RS02210
OG0000436	NB624_RS01160	DR095_RS01570
OG0000437	NB624_RS01170	DR095_RS01580
OG0000438	NB624_RS01175	DR095_RS03840
OG0000439	NB624_RS01180	DR095_RS01590
OG0000440	NB624_RS03110	DR095_RS03855
OG0000441	NB624_RS03150	DR095_RS01745
OG0000442	NB624_RS00145	DR095_RS01025
OG0000443	NB624_RS00190	DR095_RS00965
OG0000444	NB624_RS00205	DR095_RS00950
OG0000445	NB624_RS00230	DR095_RS00925
OG0000446	NB624_RS00255	DR095_RS00900
OG0000447	NB624_RS00260	DR095_RS00895
OG0000448	NB624_RS00290	DR095_RS00865
OG0000449	NB624_RS00315	DR095_RS00840
OG0000450	NB624_RS00325	DR095_RS00830
OG0000451	NB624_RS00365	DR095_RS00790
OG0000452	NB624_RS00390	DR095_RS00765
OG0000453	NB624_RS00425	DR095_RS00730
OG0000455	NB624_RS03655	DR095_RS03825
OG0000456	NB624_RS03535	DR095_RS02615
OG0000457	NB624_RS03510	DR095_RS02640
OG0000458	NB624_RS02670	DR095_RS00570
OG0000459	NB624_RS02695	DR095_RS00545
OG0000460	NB624_RS02705	DR095_RS00535
OG0000461	NB624_RS02755	DR095_RS00490
OG0000462	NB624_RS02750	DR095_RS00495
OG0000463	NB624_RS02745	DR095_RS00500
OG0000464	NB624_RS02740	DR095_RS00505
OG0000465	NB624_RS02735	DR095_RS00510
OG0000466	NB624_RS00395	DR095_RS00760
OG0000467	NB624_RS02845	DR095_RS03790
OG0000468	NB624_RS01970	DR095_RS02785
OG0000469	NB624_RS02030	DR095_RS03050
OG0000470	NB624_RS00835	DR095_RS02485
OG0000471	NB624_RS00755	DR095_RS02405
OG0000472	NB624_RS03485	DR095_RS02665
OG0000473	NB624_RS03640	DR095_RS02510
OG0000474	NB624_RS03645	DR095_RS02505
OG0000475	NB624_RS03650	DR095_RS02500
OG0000476	NB624_RS01550	DR095_RS01220
OG0000477	NB624_RS02785	DR095_RS00465
OG0000478	NB624_RS03585	DR095_RS02565
OG0000479	NB624_RS01320	DR095_RS01415
OG0000480	NB624_RS02035	DR095_RS03245
OG0000481	NB624_RS00860	DR095_RS02190
OG0000482	NB624_RS01200	DR095_RS02050
OG0000483	NB624_RS02180	DR095_RS02855
OG0000484	NB624_RS00200	DR095_RS03800
OG0000485	NB624_RS01165	DR095_RS01575
OG0000486	NB624_RS02445	DR095_RS02000
OG0000487	NB624_RS02015	DR095_RS04010
OG0000488	NB624_RS02050	DR095_RS02885
OG0000489	NB624_RS00050	DR095_RS01065
OG0000490	NB624_RS03750	DR095_RS01125
OG0000491	NB624_RS01340	DR095_RS01435
OG0000492	NB624_RS01415	DR095_RS01510
OG0000493	NB624_RS00575	DR095_RS00065
OG0000494	NB624_RS01040	DR095_RS00115
OG0000495	NB624_RS02995	DR095_RS00255
OG0000496	NB624_RS02985	DR095_RS00265
OG0000497	NB624_RS02980	DR095_RS00270
OG0000498	NB624_RS02905	DR095_RS00340
OG0000499	NB624_RS02865	DR095_RS00400
OG0000500	NB624_RS01935	DR095_RS02750
OG0000501	NB624_RS03225	DR095_RS01770
OG0000502	NB624_RS01190	DR095_RS02060
OG0000503	NB624_RS00915	DR095_RS02135
OG0000504	NB624_RS00780	DR095_RS02430
OG0000505	NB624_RS00745	DR095_RS02395
OG0000506	NB624_RS00735	DR095_RS02385
OG0000507	NB624_RS00700	DR095_RS02350
OG0000508	NB624_RS00250	DR095_RS00905
OG0000509	NB624_RS00285	DR095_RS00870
OG0000510	NB624_RS00295	DR095_RS00860
OG0000511	NB624_RS00430	DR095_RS00725
OG0000512	NB624_RS02710	DR095_RS00530
OG0000513	NB624_RS03570	DR095_RS02580
OG0000514	NB624_RS03020	DR095_RS00230
OG0000517	NB624_RS00065	DR095_RS01050
OG0000519	NB624_RS00890	DR095_RS02160
OG0000520	NB624_RS00765	DR095_RS02415
OG0000521	NB624_RS00265	DR095_RS00890
OG0000522	NB624_RS00300	DR095_RS00855
OG0000524	NB624_RS02840	DR095_RS00425
OG0000525	NB624_RS03490	DR095_RS04060
OG0000528	NB624_RS02020	DR095_RS03010
OG0000529	NB624_RS02375	DR095_RS01300
OG0000533	NB624_RS01085	DR095_RS02250
OG0000534	NB624_RS00380	DR095_RS00775
OG0000536	NB624_RS03685	DR095_RS01195
OG0000537	NB624_RS00950	DR095_RS02100
OG0000539	NB624_RS00215	DR095_RS00940
OG0000551	NB624_RS03140	DR095_RS01730
OG0000555	NB624_RS03075	DR095_RS03315
OG0000556	NB624_RS02135	DR095_RS03845
OG0000584	NB624_RS02100	DR095_RS01670
OG0000585	NB624_RS02345	DR095_RS03450
OG0000589	NB624_RS02255	DR095_RS03040
OG0000597	NB624_RS03160	DR095_RS00365
OG0000600	NB624_RS02105	DR095_RS01665
OG0000602	NB624_RS02045	DR095_RS02890
OG0000605	NB624_RS02115	DR095_RS01645
OG0000632	NB624_RS01735	DR095_RS03775
