Orthogroup	MHP_168L_genes	MHP_MHP679_genes
OG0000026	MHP168L_RS01455	DR086_RS01970
OG0000026	MHP168L_RS01750	DR086_RS01615
OG0000027	MHP168L_RS03825	DR086_RS05030
OG0000027	MHP168L_RS03345	DR086_RS04870
OG0000029	MHP168L_RS00580	DR086_RS02730
OG0000030	MHP168L_RS03325	DR086_RS05025
OG0000030	MHP168L_RS03340	DR086_RS04875
OG0000031	MHP168L_RS03575, MHP168L_RS01215	DR086_RS00745
OG0000032	MHP168L_RS03335	DR086_RS03870
OG0000036	MHP168L_RS00110	DR086_RS03265
OG0000037	MHP168L_RS01845	DR086_RS03325
OG0000039	MHP168L_RS01815	DR086_RS03295
OG0000040	MHP168L_RS03275	DR086_RS02360
OG0000041	MHP168L_RS00985	DR086_RS03635
OG0000041	MHP168L_RS03925	DR086_RS02480
OG0000042	MHP168L_RS02970	DR086_RS02970
OG0000043	MHP168L_RS01210	DR086_RS00415
OG0000044	MHP168L_RS04140	DR086_RS05095
OG0000045	MHP168L_RS01810	DR086_RS03290
OG0000046	MHP168L_RS03280	DR086_RS04940
OG0000047	MHP168L_RS03540, MHP168L_RS01680, MHP168L_RS01235	DR086_RS00730
OG0000048	MHP168L_RS02210	DR086_RS00610
OG0000049	MHP168L_RS03050	DR086_RS01430
OG0000050	MHP168L_RS02475	DR086_RS02195
OG0000051	MHP168L_RS04035, MHP168L_RS02685	DR086_RS00855
OG0000052	MHP168L_RS00075	DR086_RS01150
OG0000053	MHP168L_RS01540	DR086_RS04905
OG0000054	MHP168L_RS02500	DR086_RS02170
OG0000055	MHP168L_RS00115	DR086_RS03270
OG0000056	MHP168L_RS03515	DR086_RS02455
OG0000057	MHP168L_RS02955	DR086_RS01130
OG0000058	MHP168L_RS01190	DR086_RS00765
OG0000059	MHP168L_RS01205	DR086_RS04120
OG0000062	MHP168L_RS03630	DR086_RS01260
OG0000063	MHP168L_RS03625	DR086_RS04835
OG0000064	MHP168L_RS03615	DR086_RS01275
OG0000065	MHP168L_RS04005, MHP168L_RS04000	DR086_RS02080
OG0000066	MHP168L_RS01445	DR086_RS01980
OG0000067	MHP168L_RS00510	DR086_RS02240
OG0000068	MHP168L_RS04135	DR086_RS01570
OG0000069	MHP168L_RS02845	DR086_RS01025
OG0000070	MHP168L_RS02505	DR086_RS02165
OG0000071	MHP168L_RS03265	DR086_RS02350
OG0000072	MHP168L_RS03270	DR086_RS04935
OG0000073	MHP168L_RS00955	DR086_RS03040
OG0000074	MHP168L_RS00765	DR086_RS04990
OG0000075	MHP168L_RS00320	DR086_RS03840, DR086_RS00210
OG0000076	MHP168L_RS00335	DR086_RS00225
OG0000077	MHP168L_RS00425	DR086_RS00315
OG0000078	MHP168L_RS01760	DR086_RS01625
OG0000079	MHP168L_RS02590	DR086_RS00950
OG0000080	MHP168L_RS03895	DR086_RS04145
OG0000081	MHP168L_RS00315	DR086_RS00205
OG0000082	MHP168L_RS04020	DR086_RS03110
OG0000083	MHP168L_RS02110	DR086_RS00520
OG0000084	MHP168L_RS02265	DR086_RS00545
OG0000085	MHP168L_RS02260	DR086_RS00550
OG0000086	MHP168L_RS02250	DR086_RS00560
OG0000087	MHP168L_RS02235	DR086_RS00575
OG0000088	MHP168L_RS02230	DR086_RS00580
OG0000089	MHP168L_RS02215	DR086_RS00590
OG0000090	MHP168L_RS00070	DR086_RS01155
OG0000091	MHP168L_RS00055	DR086_RS01170
OG0000092	MHP168L_RS00040	DR086_RS01185
OG0000093	MHP168L_RS00035	DR086_RS01190
OG0000094	MHP168L_RS00030	DR086_RS01195
OG0000095	MHP168L_RS00005	DR086_RS01220
OG0000096	MHP168L_RS03665	DR086_RS01225
OG0000097	MHP168L_RS03645	DR086_RS01245
OG0000098	MHP168L_RS03635	DR086_RS01255
OG0000099	MHP168L_RS03520	DR086_RS04950
OG0000100	MHP168L_RS03505	DR086_RS02445
OG0000101	MHP168L_RS03500	DR086_RS02440
OG0000102	MHP168L_RS01735	DR086_RS01600
OG0000103	MHP168L_RS02175	DR086_RS02115
OG0000104	MHP168L_RS02170	DR086_RS02110
OG0000105	MHP168L_RS02155	DR086_RS02095
OG0000106	MHP168L_RS02145	DR086_RS02085
OG0000107	MHP168L_RS02135	DR086_RS02075
OG0000108	MHP168L_RS02130	DR086_RS02070
OG0000109	MHP168L_RS02125	DR086_RS02065
OG0000110	MHP168L_RS02410	DR086_RS03120
OG0000111	MHP168L_RS02405	DR086_RS03125
OG0000112	MHP168L_RS02395	DR086_RS03135
OG0000113	MHP168L_RS02375	DR086_RS05050
OG0000114	MHP168L_RS02365	DR086_RS03455
OG0000115	MHP168L_RS02350	DR086_RS03475
OG0000116	MHP168L_RS01385	DR086_RS03410
OG0000117	MHP168L_RS01390	DR086_RS03405
OG0000118	MHP168L_RS01430	DR086_RS01995
OG0000119	MHP168L_RS01435	DR086_RS01990
OG0000120	MHP168L_RS01450	DR086_RS01975
OG0000121	MHP168L_RS01475	DR086_RS01950
OG0000122	MHP168L_RS01480	DR086_RS01945
OG0000123	MHP168L_RS01500	DR086_RS01925
OG0000124	MHP168L_RS01505	DR086_RS01920
OG0000125	MHP168L_RS01510	DR086_RS01915
OG0000126	MHP168L_RS01520	DR086_RS01900
OG0000127	MHP168L_RS01530	DR086_RS01890
OG0000128	MHP168L_RS01545	DR086_RS01875
OG0000129	MHP168L_RS01550	DR086_RS01870
OG0000130	MHP168L_RS01560	DR086_RS01860
OG0000131	MHP168L_RS01590	DR086_RS01830
OG0000132	MHP168L_RS01605	DR086_RS04900
OG0000133	MHP168L_RS00515	DR086_RS02245
OG0000134	MHP168L_RS00520	DR086_RS02250
OG0000135	MHP168L_RS00535	DR086_RS02265
OG0000136	MHP168L_RS00540	DR086_RS02270
OG0000137	MHP168L_RS00575	DR086_RS02310
OG0000138	MHP168L_RS01030	DR086_RS02775
OG0000139	MHP168L_RS01005	DR086_RS02745
OG0000140	MHP168L_RS01000	DR086_RS02740
OG0000141	MHP168L_RS02965	DR086_RS03720
OG0000142	MHP168L_RS02960	DR086_RS04820
OG0000143	MHP168L_RS02935	DR086_RS01115
OG0000144	MHP168L_RS02925	DR086_RS01105
OG0000145	MHP168L_RS02915	DR086_RS01095
OG0000146	MHP168L_RS02905	DR086_RS01085
OG0000147	MHP168L_RS02900	DR086_RS01080
OG0000148	MHP168L_RS02885	DR086_RS01065
OG0000149	MHP168L_RS02875	DR086_RS01055
OG0000150	MHP168L_RS02860	DR086_RS01040
OG0000151	MHP168L_RS02815	DR086_RS03230
OG0000152	MHP168L_RS02810	DR086_RS03225
OG0000153	MHP168L_RS02805	DR086_RS03220
OG0000154	MHP168L_RS02795	DR086_RS03210
OG0000155	MHP168L_RS02755	DR086_RS03005
OG0000156	MHP168L_RS02745	DR086_RS02995
OG0000157	MHP168L_RS02740	DR086_RS05005
OG0000158	MHP168L_RS04120	DR086_RS05000
OG0000159	MHP168L_RS04145	DR086_RS05100
OG0000160	MHP168L_RS02485	DR086_RS02185
OG0000161	MHP168L_RS02480	DR086_RS02190
OG0000162	MHP168L_RS02470	DR086_RS02200
OG0000163	MHP168L_RS02465	DR086_RS02205
OG0000164	MHP168L_RS01825	DR086_RS03305
OG0000165	MHP168L_RS02030	DR086_RS00440
OG0000166	MHP168L_RS02050	DR086_RS00460
OG0000167	MHP168L_RS02065	DR086_RS00475
OG0000168	MHP168L_RS02070	DR086_RS00480
OG0000169	MHP168L_RS03045	DR086_RS01435
OG0000170	MHP168L_RS03060	DR086_RS01420
OG0000171	MHP168L_RS03070	DR086_RS01410
OG0000172	MHP168L_RS03075	DR086_RS01405
OG0000173	MHP168L_RS03080	DR086_RS01400
OG0000174	MHP168L_RS03085	DR086_RS01395
OG0000175	MHP168L_RS03100	DR086_RS01380
OG0000176	MHP168L_RS03150	DR086_RS01330
OG0000177	MHP168L_RS03155	DR086_RS01325
OG0000178	MHP168L_RS03160	DR086_RS01320
OG0000179	MHP168L_RS03170	DR086_RS01310
OG0000180	MHP168L_RS03175	DR086_RS01305
OG0000181	MHP168L_RS03215	DR086_RS05065
OG0000182	MHP168L_RS03225	DR086_RS03535
OG0000183	MHP168L_RS03260	DR086_RS02345
OG0000184	MHP168L_RS03300	DR086_RS02390
OG0000185	MHP168L_RS03285	DR086_RS02375
OG0000186	MHP168L_RS01615	DR086_RS04895
OG0000187	MHP168L_RS01630	DR086_RS01790
OG0000188	MHP168L_RS01640	DR086_RS01780
OG0000189	MHP168L_RS02320	DR086_RS04920
OG0000190	MHP168L_RS02315	DR086_RS02035
OG0000191	MHP168L_RS02295	DR086_RS02055
OG0000192	MHP168L_RS01300	DR086_RS02515
OG0000193	MHP168L_RS01290	DR086_RS02500
OG0000194	MHP168L_RS00970	DR086_RS03025
OG0000195	MHP168L_RS00965	DR086_RS03030
OG0000196	MHP168L_RS00945	DR086_RS03050
OG0000197	MHP168L_RS00940	DR086_RS03055
OG0000198	MHP168L_RS00925	DR086_RS03070
OG0000199	MHP168L_RS00920	DR086_RS03075
OG0000200	MHP168L_RS00910	DR086_RS03090
OG0000201	MHP168L_RS00900	DR086_RS03100
OG0000202	MHP168L_RS00845	DR086_RS03345
OG0000203	MHP168L_RS00840	DR086_RS03340
OG0000204	MHP168L_RS00835	DR086_RS04975
OG0000205	MHP168L_RS00830	DR086_RS02805
OG0000206	MHP168L_RS00810	DR086_RS02825
OG0000207	MHP168L_RS00795	DR086_RS02840
OG0000208	MHP168L_RS00790	DR086_RS02845
OG0000209	MHP168L_RS00785	DR086_RS02850
OG0000210	MHP168L_RS00735	DR086_RS02895
OG0000211	MHP168L_RS00720	DR086_RS02580
OG0000212	MHP168L_RS00710	DR086_RS02590
OG0000213	MHP168L_RS03705	DR086_RS02595
OG0000214	MHP168L_RS00705	DR086_RS02600
OG0000215	MHP168L_RS00700	DR086_RS02605
OG0000216	MHP168L_RS00695	DR086_RS02610
OG0000217	MHP168L_RS00690	DR086_RS02615
OG0000218	MHP168L_RS00680	DR086_RS02625
OG0000219	MHP168L_RS00675	DR086_RS02630
OG0000220	MHP168L_RS00670	DR086_RS02635
OG0000221	MHP168L_RS00665	DR086_RS02640
OG0000222	MHP168L_RS00660	DR086_RS02645
OG0000223	MHP168L_RS00655	DR086_RS02650
OG0000224	MHP168L_RS00645	DR086_RS02660
OG0000225	MHP168L_RS00635	DR086_RS02670
OG0000226	MHP168L_RS00630	DR086_RS02675
OG0000227	MHP168L_RS00625	DR086_RS02680
OG0000228	MHP168L_RS04125	DR086_RS05105
OG0000229	MHP168L_RS00615	DR086_RS02690
OG0000230	MHP168L_RS00610	DR086_RS02695
OG0000231	MHP168L_RS00600	DR086_RS02705
OG0000232	MHP168L_RS00590	DR086_RS02715
OG0000233	MHP168L_RS01075	DR086_RS01680
OG0000234	MHP168L_RS01110	DR086_RS01715
OG0000235	MHP168L_RS01120	DR086_RS01725
OG0000236	MHP168L_RS01125	DR086_RS01730
OG0000237	MHP168L_RS01130	DR086_RS01735
OG0000238	MHP168L_RS01140	DR086_RS01745
OG0000239	MHP168L_RS02975	DR086_RS02960
OG0000240	MHP168L_RS02980	DR086_RS02955
OG0000241	MHP168L_RS02990	DR086_RS02945
OG0000242	MHP168L_RS02995	DR086_RS02940
OG0000243	MHP168L_RS03000	DR086_RS02935
OG0000244	MHP168L_RS03010	DR086_RS02925
OG0000245	MHP168L_RS03020	DR086_RS02915
OG0000246	MHP168L_RS00120	DR086_RS03275
OG0000247	MHP168L_RS00130	DR086_RS00010
OG0000248	MHP168L_RS00140	DR086_RS00020
OG0000249	MHP168L_RS00145	DR086_RS00025
OG0000250	MHP168L_RS00160	DR086_RS00040
OG0000251	MHP168L_RS00185	DR086_RS00075
OG0000252	MHP168L_RS00195	DR086_RS00085
OG0000253	MHP168L_RS00200	DR086_RS00090
OG0000254	MHP168L_RS00210	DR086_RS00100
OG0000255	MHP168L_RS00220	DR086_RS00110
OG0000256	MHP168L_RS00225	DR086_RS00115
OG0000257	MHP168L_RS00250	DR086_RS00140
OG0000258	MHP168L_RS00260	DR086_RS00150
OG0000259	MHP168L_RS00290	DR086_RS00180
OG0000260	MHP168L_RS00300	DR086_RS00190
OG0000261	MHP168L_RS00310	DR086_RS04745
OG0000262	MHP168L_RS00325	DR086_RS00215
OG0000263	MHP168L_RS00340	DR086_RS00230
OG0000264	MHP168L_RS00355	DR086_RS00245
OG0000265	MHP168L_RS00365	DR086_RS00255
OG0000266	MHP168L_RS00380	DR086_RS00270
OG0000267	MHP168L_RS00395	DR086_RS00285
OG0000268	MHP168L_RS00400	DR086_RS00290
OG0000269	MHP168L_RS00415	DR086_RS00305
OG0000270	MHP168L_RS03475	DR086_RS04945
OG0000271	MHP168L_RS03470	DR086_RS02410
OG0000272	MHP168L_RS03465	DR086_RS02405
OG0000273	MHP168L_RS03460	DR086_RS02400
OG0000274	MHP168L_RS03440	DR086_RS01450
OG0000275	MHP168L_RS03435	DR086_RS04850
OG0000276	MHP168L_RS03430	DR086_RS01460
OG0000277	MHP168L_RS03420	DR086_RS01470
OG0000278	MHP168L_RS03415	DR086_RS01475
OG0000279	MHP168L_RS03405	DR086_RS01485
OG0000280	MHP168L_RS03400	DR086_RS01490
OG0000281	MHP168L_RS03780	DR086_RS01495
OG0000282	MHP168L_RS03375	DR086_RS04860
OG0000283	MHP168L_RS03370	DR086_RS01525
OG0000284	MHP168L_RS03365	DR086_RS01530
OG0000285	MHP168L_RS03360	DR086_RS04865
OG0000286	MHP168L_RS02450	DR086_RS02220
OG0000287	MHP168L_RS02550	DR086_RS00990
OG0000288	MHP168L_RS02560	DR086_RS00980
OG0000289	MHP168L_RS02565	DR086_RS00975
OG0000290	MHP168L_RS02675	DR086_RS00865
OG0000291	MHP168L_RS02665	DR086_RS00875
OG0000292	MHP168L_RS02660	DR086_RS00880
OG0000293	MHP168L_RS02655	DR086_RS00885
OG0000294	MHP168L_RS02645	DR086_RS00895
OG0000295	MHP168L_RS02640	DR086_RS00900
OG0000296	MHP168L_RS02600	DR086_RS00940
OG0000297	MHP168L_RS02595	DR086_RS00945
OG0000298	MHP168L_RS00155	DR086_RS00035
OG0000299	MHP168L_RS03690	DR086_RS00060
OG0000300	MHP168L_RS00350	DR086_RS00240
OG0000301	MHP168L_RS00385	DR086_RS00275
OG0000302	MHP168L_RS00390	DR086_RS00280
OG0000303	MHP168L_RS00545	DR086_RS02275
OG0000304	MHP168L_RS00585	DR086_RS02725
OG0000305	MHP168L_RS02910	DR086_RS01090
OG0000306	MHP168L_RS02835	DR086_RS01015
OG0000307	MHP168L_RS02800	DR086_RS03215
OG0000308	MHP168L_RS02700	DR086_RS00845
OG0000309	MHP168L_RS02630	DR086_RS00910
OG0000310	MHP168L_RS02555	DR086_RS00985
OG0000311	MHP168L_RS02510	DR086_RS02160
OG0000312	MHP168L_RS02495	DR086_RS02175
OG0000313	MHP168L_RS01835	DR086_RS03315
OG0000314	MHP168L_RS02045	DR086_RS00455
OG0000315	MHP168L_RS02075	DR086_RS00485
OG0000316	MHP168L_RS02085	DR086_RS00495
OG0000317	MHP168L_RS02225	DR086_RS00585
OG0000318	MHP168L_RS02090	DR086_RS04760
OG0000319	MHP168L_RS02160	DR086_RS02100
OG0000320	MHP168L_RS02385	DR086_RS03145
OG0000321	MHP168L_RS01425	DR086_RS02000
OG0000322	MHP168L_RS01470	DR086_RS01955
OG0000323	MHP168L_RS01600	DR086_RS01820
OG0000324	MHP168L_RS02290	DR086_RS02060
OG0000325	MHP168L_RS00960	DR086_RS03035
OG0000326	MHP168L_RS00870	DR086_RS03370
OG0000327	MHP168L_RS00865	DR086_RS03365
OG0000328	MHP168L_RS00780	DR086_RS02855
OG0000329	MHP168L_RS00755	DR086_RS02875
OG0000330	MHP168L_RS01085	DR086_RS01690
OG0000331	MHP168L_RS03005	DR086_RS02930
OG0000332	MHP168L_RS03110	DR086_RS01370
OG0000333	MHP168L_RS03120	DR086_RS01360
OG0000334	MHP168L_RS03220	DR086_RS03540
OG0000335	MHP168L_RS03230	DR086_RS02315
OG0000336	MHP168L_RS03390	DR086_RS04855
OG0000337	MHP168L_RS03620	DR086_RS01270
OG0000338	MHP168L_RS03660	DR086_RS01230
OG0000339	MHP168L_RS02355	DR086_RS03465
OG0000340	MHP168L_RS01400	DR086_RS02020
OG0000341	MHP168L_RS02310	DR086_RS02040
OG0000342	MHP168L_RS00930	DR086_RS03065
OG0000343	MHP168L_RS03130	DR086_RS01350
OG0000344	MHP168L_RS00560	DR086_RS02290
OG0000345	MHP168L_RS00640	DR086_RS02665
OG0000346	MHP168L_RS03395	DR086_RS05090
OG0000347	MHP168L_RS01495	DR086_RS01930
OG0000348	MHP168L_RS00860	DR086_RS03360
OG0000349	MHP168L_RS03450	DR086_RS04845
OG0000350	MHP168L_RS02790	DR086_RS03205
OG0000351	MHP168L_RS00475	DR086_RS00370
OG0000352	MHP168L_RS02025	DR086_RS00435
OG0000353	MHP168L_RS01465	DR086_RS01960
OG0000354	MHP168L_RS01015	DR086_RS02760
OG0000355	MHP168L_RS01995	DR086_RS04750
OG0000356	MHP168L_RS02080	DR086_RS04755
OG0000357	MHP168L_RS03090	DR086_RS04840
OG0000358	MHP168L_RS03095	DR086_RS01385
OG0000359	MHP168L_RS00890	DR086_RS05045
OG0000360	MHP168L_RS00255	DR086_RS00145
OG0000361	MHP168L_RS00285	DR086_RS00175
OG0000362	MHP168L_RS02575	DR086_RS00965
OG0000363	MHP168L_RS03960	DR086_RS04910
OG0000364	MHP168L_RS01970	DR086_RS00380
OG0000365	MHP168L_RS02280	DR086_RS00535
OG0000366	MHP168L_RS02255	DR086_RS00555
OG0000367	MHP168L_RS02245	DR086_RS00565
OG0000368	MHP168L_RS00060	DR086_RS01165
OG0000369	MHP168L_RS00025	DR086_RS04830
OG0000370	MHP168L_RS00020	DR086_RS01205
OG0000371	MHP168L_RS00015	DR086_RS01210
OG0000372	MHP168L_RS00010	DR086_RS01215
OG0000373	MHP168L_RS03650	DR086_RS01240
OG0000374	MHP168L_RS03640	DR086_RS01250
OG0000375	MHP168L_RS02165	DR086_RS02105
OG0000376	MHP168L_RS02400	DR086_RS03130
OG0000377	MHP168L_RS02390	DR086_RS03140
OG0000378	MHP168L_RS01380	DR086_RS03415
OG0000379	MHP168L_RS01460	DR086_RS01965
OG0000380	MHP168L_RS01485	DR086_RS01940
OG0000381	MHP168L_RS01525	DR086_RS01895
OG0000382	MHP168L_RS01555	DR086_RS01865
OG0000383	MHP168L_RS01595	DR086_RS01825
OG0000384	MHP168L_RS00500	DR086_RS02230
OG0000385	MHP168L_RS00505	DR086_RS02235
OG0000386	MHP168L_RS00525	DR086_RS02255
OG0000387	MHP168L_RS00550	DR086_RS02280
OG0000388	MHP168L_RS00555	DR086_RS04925
OG0000389	MHP168L_RS01035	DR086_RS02785
OG0000390	MHP168L_RS02930	DR086_RS01110
OG0000391	MHP168L_RS02920	DR086_RS01100
OG0000392	MHP168L_RS02895	DR086_RS01075
OG0000393	MHP168L_RS02840	DR086_RS04815
OG0000394	MHP168L_RS02765	DR086_RS03645
OG0000395	MHP168L_RS02760	DR086_RS03015
OG0000396	MHP168L_RS02455	DR086_RS02215
OG0000397	MHP168L_RS02010	DR086_RS00420
OG0000398	MHP168L_RS02015	DR086_RS00425
OG0000399	MHP168L_RS02060	DR086_RS00470
OG0000400	MHP168L_RS03055	DR086_RS01425
OG0000401	MHP168L_RS03115	DR086_RS01365
OG0000402	MHP168L_RS03125	DR086_RS01355
OG0000403	MHP168L_RS03135	DR086_RS01345
OG0000404	MHP168L_RS03165	DR086_RS01315
OG0000405	MHP168L_RS03180	DR086_RS01300
OG0000406	MHP168L_RS03235	DR086_RS02320
OG0000407	MHP168L_RS03240	DR086_RS04930
OG0000408	MHP168L_RS03245	DR086_RS02330
OG0000409	MHP168L_RS03250	DR086_RS02335
OG0000410	MHP168L_RS03305	DR086_RS02395
OG0000411	MHP168L_RS03295	DR086_RS02385
OG0000412	MHP168L_RS03290	DR086_RS02380
OG0000413	MHP168L_RS01610	DR086_RS01810
OG0000414	MHP168L_RS01620	DR086_RS01800
OG0000415	MHP168L_RS01625	DR086_RS01795
OG0000416	MHP168L_RS01635	DR086_RS01785
OG0000417	MHP168L_RS02305	DR086_RS02045
OG0000418	MHP168L_RS02300	DR086_RS02050
OG0000419	MHP168L_RS00950	DR086_RS03045
OG0000420	MHP168L_RS00915	DR086_RS03080
OG0000421	MHP168L_RS00885	DR086_RS03385
OG0000422	MHP168L_RS00875	DR086_RS03375
OG0000423	MHP168L_RS00820	DR086_RS02815
OG0000424	MHP168L_RS00815	DR086_RS02820
OG0000425	MHP168L_RS00805	DR086_RS02830
OG0000426	MHP168L_RS00800	DR086_RS04980
OG0000427	MHP168L_RS00775	DR086_RS04985
OG0000428	MHP168L_RS00745	DR086_RS02885
OG0000429	MHP168L_RS00650	DR086_RS02655
OG0000430	MHP168L_RS00605	DR086_RS02700
OG0000431	MHP168L_RS00595	DR086_RS02710
OG0000432	MHP168L_RS01080	DR086_RS01685
OG0000433	MHP168L_RS01095	DR086_RS01700
OG0000434	MHP168L_RS01100	DR086_RS01705
OG0000435	MHP168L_RS01115	DR086_RS01720
OG0000436	MHP168L_RS01145	DR086_RS01750
OG0000437	MHP168L_RS01155	DR086_RS01760
OG0000438	MHP168L_RS01160	DR086_RS01765
OG0000439	MHP168L_RS01165	DR086_RS01770
OG0000440	MHP168L_RS02985	DR086_RS02950
OG0000441	MHP168L_RS03025	DR086_RS02910
OG0000442	MHP168L_RS00125	DR086_RS03280
OG0000443	MHP168L_RS00170	DR086_RS00055
OG0000444	MHP168L_RS00180	DR086_RS00070
OG0000445	MHP168L_RS00205	DR086_RS00095
OG0000446	MHP168L_RS00235	DR086_RS00125
OG0000447	MHP168L_RS00240	DR086_RS00130
OG0000448	MHP168L_RS00270	DR086_RS00160
OG0000449	MHP168L_RS00295	DR086_RS00185
OG0000450	MHP168L_RS00305	DR086_RS00195
OG0000451	MHP168L_RS00345	DR086_RS00235
OG0000452	MHP168L_RS00370	DR086_RS00260
OG0000453	MHP168L_RS00405	DR086_RS00295
OG0000454	MHP168L_RS01800	DR086_RS01670
OG0000455	MHP168L_RS03495	DR086_RS02435
OG0000456	MHP168L_RS03380	DR086_RS01515
OG0000457	MHP168L_RS03355	DR086_RS01540
OG0000458	MHP168L_RS02545	DR086_RS03680
OG0000459	MHP168L_RS02570	DR086_RS00970
OG0000460	MHP168L_RS02580	DR086_RS00960
OG0000461	MHP168L_RS02625	DR086_RS00915
OG0000462	MHP168L_RS02620	DR086_RS00920
OG0000463	MHP168L_RS02615	DR086_RS00925
OG0000464	MHP168L_RS02610	DR086_RS00930
OG0000465	MHP168L_RS02605	DR086_RS00935
OG0000466	MHP168L_RS00375	DR086_RS00265
OG0000467	MHP168L_RS02710	DR086_RS04810
OG0000468	MHP168L_RS02055	DR086_RS00465
OG0000469	MHP168L_RS02115	DR086_RS00525
OG0000470	MHP168L_RS03850	DR086_RS03975
OG0000471	MHP168L_RS00740	DR086_RS02890
OG0000472	MHP168L_RS03315	DR086_RS03165
OG0000473	MHP168L_RS03485	DR086_RS02420
OG0000475	MHP168L_RS03490	DR086_RS02430
OG0000476	MHP168L_RS01645	DR086_RS01775
OG0000477	MHP168L_RS02650	DR086_RS00890
OG0000478	MHP168L_RS03425	DR086_RS01465
OG0000479	MHP168L_RS01420	DR086_RS02005
OG0000480	MHP168L_RS03885	DR086_RS03935
OG0000481	MHP168L_RS00850	DR086_RS03350
OG0000482	MHP168L_RS01295	DR086_RS02505
OG0000483	MHP168L_RS02240	DR086_RS00570
OG0000484	MHP168L_RS00175	DR086_RS04740
OG0000485	MHP168L_RS01150	DR086_RS01755
OG0000486	MHP168L_RS02325	DR086_RS02025
OG0000487	MHP168L_RS02095	DR086_RS04765
OG0000488	MHP168L_RS02270	DR086_RS00540
OG0000489	MHP168L_RS00050	DR086_RS01175
OG0000490	MHP168L_RS03655	DR086_RS01235
OG0000491	MHP168L_RS01440	DR086_RS01985
OG0000492	MHP168L_RS01515	DR086_RS01910
OG0000493	MHP168L_RS00565	DR086_RS02295
OG0000495	MHP168L_RS02865	DR086_RS01045
OG0000496	MHP168L_RS02855	DR086_RS01035
OG0000497	MHP168L_RS02850	DR086_RS01030
OG0000498	MHP168L_RS02770	DR086_RS03185
OG0000499	MHP168L_RS02735	DR086_RS02985
OG0000500	MHP168L_RS02020	DR086_RS00430
OG0000501	MHP168L_RS03065	DR086_RS01415
OG0000502	MHP168L_RS01285	DR086_RS02495
OG0000503	MHP168L_RS00905	DR086_RS03095
OG0000505	MHP168L_RS00725	DR086_RS02575
OG0000506	MHP168L_RS00715	DR086_RS02585
OG0000507	MHP168L_RS00685	DR086_RS02620
OG0000508	MHP168L_RS00230	DR086_RS00120
OG0000509	MHP168L_RS00265	DR086_RS00155
OG0000510	MHP168L_RS00275	DR086_RS00165
OG0000511	MHP168L_RS00410	DR086_RS00300
OG0000512	MHP168L_RS02585	DR086_RS00955
OG0000513	MHP168L_RS03410	DR086_RS01480
OG0000514	MHP168L_RS02890	DR086_RS01070
OG0000516	MHP168L_RS02100	DR086_RS04770
OG0000517	MHP168L_RS00065	DR086_RS01160
OG0000518	MHP168L_RS03105	DR086_RS01375
OG0000519	MHP168L_RS00880	DR086_RS03380
OG0000520	MHP168L_RS00750	DR086_RS02880
OG0000521	MHP168L_RS00245	DR086_RS00135
OG0000522	MHP168L_RS00280	DR086_RS00170
OG0000523	MHP168L_RS03350	DR086_RS01545
OG0000524	MHP168L_RS02705	DR086_RS00840
