Orthogroup	MHP_MHP682_genes	MFC_MF30_genes
OG0000127	DR097_RS01590	DR084_RS02030
OG0000128	DR097_RS03460	DR084_RS02760
OG0000129	DR097_RS03355	DR084_RS02765
OG0000130	DR097_RS03345	DR084_RS02775
OG0000131	DR097_RS04820	DR084_RS02805
OG0000132	DR097_RS04815	DR084_RS03675
OG0000133	DR097_RS02400	DR084_RS00350
OG0000134	DR097_RS02395	DR084_RS03455
OG0000135	DR097_RS02380	DR084_RS00370
OG0000136	DR097_RS02375	DR084_RS00375
OG0000137	DR097_RS02345	DR084_RS00405
OG0000138	DR097_RS03080	DR084_RS00430
OG0000139	DR097_RS03050	DR084_RS00460
OG0000140	DR097_RS03045	DR084_RS00465
OG0000141	DR097_RS01260	DR084_RS00490
OG0000142	DR097_RS04625	DR084_RS03470
OG0000143	DR097_RS01230	DR084_RS00520
OG0000144	DR097_RS01220	DR084_RS00530
OG0000145	DR097_RS01210	DR084_RS00540
OG0000146	DR097_RS01200	DR084_RS00550
OG0000147	DR097_RS01195	DR084_RS00555
OG0000148	DR097_RS01180	DR084_RS00570
OG0000149	DR097_RS01170	DR084_RS00580
OG0000150	DR097_RS01155	DR084_RS00595
OG0000151	DR097_RS01755	DR084_RS00645
OG0000152	DR097_RS01760	DR084_RS00650
OG0000153	DR097_RS01765	DR084_RS00655
OG0000154	DR097_RS01775	DR084_RS00665
OG0000155	DR097_RS01820	DR084_RS00685
OG0000156	DR097_RS01490	DR084_RS00700
OG0000157	DR097_RS04640	DR084_RS03475
OG0000158	DR097_RS04645	DR084_RS03480
OG0000159	DR097_RS04905	DR084_RS00950
OG0000160	DR097_RS01950	DR084_RS00955
OG0000161	DR097_RS01955	DR084_RS00960
OG0000162	DR097_RS01965	DR084_RS02975, DR084_RS00970
OG0000163	DR097_RS01970	DR084_RS00975
OG0000164	DR097_RS03125	DR084_RS03490
OG0000165	DR097_RS00830	DR084_RS01050
OG0000166	DR097_RS00810	DR084_RS01070
OG0000167	DR097_RS00795	DR084_RS01085
OG0000168	DR097_RS00790	DR084_RS01090
OG0000169	DR097_RS01475	DR084_RS02045
OG0000170	DR097_RS01460	DR084_RS02060
OG0000171	DR097_RS01450	DR084_RS02070
OG0000172	DR097_RS01445	DR084_RS02075
OG0000173	DR097_RS01440	DR084_RS02080
OG0000174	DR097_RS01435	DR084_RS02085
OG0000175	DR097_RS01420	DR084_RS02100
OG0000176	DR097_RS01370	DR084_RS02140
OG0000177	DR097_RS01365	DR084_RS02145
OG0000178	DR097_RS01360	DR084_RS02150
OG0000179	DR097_RS01350	DR084_RS02160
OG0000180	DR097_RS01345	DR084_RS02165
OG0000181	DR097_RS04805	DR084_RS03570
OG0000182	DR097_RS03155	DR084_RS02190
OG0000183	DR097_RS03570	DR084_RS02225
OG0000184	DR097_RS02975	DR084_RS02865
OG0000185	DR097_RS02990	DR084_RS02880
OG0000186	DR097_RS04760	DR084_RS01135
OG0000187	DR097_RS02915	DR084_RS01150
OG0000188	DR097_RS02905	DR084_RS01160
OG0000189	DR097_RS04790	DR084_RS03510
OG0000190	DR097_RS03030	DR084_RS01175
OG0000191	DR097_RS03010	DR084_RS01195
OG0000192	DR097_RS00400	DR084_RS01205
OG0000193	DR097_RS00415	DR084_RS01220
OG0000194	DR097_RS01130	DR084_RS01230
OG0000195	DR097_RS01125	DR084_RS01235
OG0000196	DR097_RS01105	DR084_RS03515
OG0000197	DR097_RS01100	DR084_RS01260
OG0000198	DR097_RS01085	DR084_RS01275
OG0000199	DR097_RS01080	DR084_RS01280
OG0000200	DR097_RS01065	DR084_RS01295
OG0000201	DR097_RS01055	DR084_RS01305
OG0000202	DR097_RS01000	DR084_RS01360
OG0000203	DR097_RS00995	DR084_RS01365
OG0000204	DR097_RS00990	DR084_RS01370
OG0000205	DR097_RS00985	DR084_RS01375
OG0000206	DR097_RS00965	DR084_RS01395
OG0000207	DR097_RS00950	DR084_RS01410
OG0000208	DR097_RS00945	DR084_RS01415
OG0000209	DR097_RS00940	DR084_RS01420
OG0000210	DR097_RS04925	DR084_RS01465
OG0000211	DR097_RS02185	DR084_RS01475
OG0000212	DR097_RS02195	DR084_RS01485
OG0000213	DR097_RS02200	DR084_RS01490
OG0000214	DR097_RS02205	DR084_RS01495
OG0000215	DR097_RS02210	DR084_RS01500
OG0000216	DR097_RS02215	DR084_RS01505
OG0000217	DR097_RS02220	DR084_RS01510
OG0000218	DR097_RS02230	DR084_RS01520
OG0000219	DR097_RS02235	DR084_RS01525
OG0000220	DR097_RS02240	DR084_RS01530
OG0000221	DR097_RS02245	DR084_RS01535
OG0000222	DR097_RS02250	DR084_RS01540
OG0000223	DR097_RS02255	DR084_RS01545
OG0000224	DR097_RS02265	DR084_RS01555
OG0000225	DR097_RS02275	DR084_RS01565
OG0000226	DR097_RS02280	DR084_RS01570
OG0000227	DR097_RS02285	DR084_RS01575
OG0000228	DR097_RS04910	DR084_RS03705
OG0000229	DR097_RS02295	DR084_RS01585
OG0000230	DR097_RS02300	DR084_RS01590
OG0000231	DR097_RS02310	DR084_RS01600
OG0000232	DR097_RS02320	DR084_RS01610
OG0000233	DR097_RS00535	DR084_RS01620
OG0000234	DR097_RS00495	DR084_RS01650
OG0000235	DR097_RS00485	DR084_RS01660
OG0000236	DR097_RS00480	DR084_RS01665
OG0000237	DR097_RS00475	DR084_RS01680
OG0000238	DR097_RS00465	DR084_RS01685
OG0000239	DR097_RS01270	DR084_RS01715
OG0000240	DR097_RS01275	DR084_RS01720
OG0000241	DR097_RS01285	DR084_RS01730
OG0000242	DR097_RS01290	DR084_RS01735
OG0000243	DR097_RS01295	DR084_RS01740
OG0000244	DR097_RS01305	DR084_RS01750
OG0000245	DR097_RS01315	DR084_RS01760
OG0000246	DR097_RS00300	DR084_RS02385
OG0000247	DR097_RS00290	DR084_RS02395
OG0000248	DR097_RS00280	DR084_RS02420
OG0000249	DR097_RS00275	DR084_RS02425
OG0000250	DR097_RS00260	DR084_RS00015
OG0000251	DR097_RS00225	DR084_RS00045
OG0000252	DR097_RS00215	DR084_RS00055
OG0000253	DR097_RS00210	DR084_RS00060
OG0000254	DR097_RS00200	DR084_RS00070
OG0000255	DR097_RS00190	DR084_RS00075
OG0000256	DR097_RS00185	DR084_RS00080
OG0000257	DR097_RS00160	DR084_RS00105
OG0000258	DR097_RS00150	DR084_RS00115
OG0000259	DR097_RS00120	DR084_RS00145
OG0000260	DR097_RS00110	DR084_RS00155
OG0000261	DR097_RS04500	DR084_RS03450
OG0000262	DR097_RS00085	DR084_RS00180
OG0000263	DR097_RS00070	DR084_RS00195
OG0000264	DR097_RS00055	DR084_RS00210
OG0000265	DR097_RS00045	DR084_RS00220
OG0000266	DR097_RS00030	DR084_RS00235
OG0000267	DR097_RS00015	DR084_RS00250
OG0000268	DR097_RS00010	DR084_RS00255
OG0000269	DR097_RS03285	DR084_RS00270
OG0000270	DR097_RS04530	DR084_RS03610
OG0000271	DR097_RS00590	DR084_RS02445
OG0000272	DR097_RS00595	DR084_RS02440
OG0000273	DR097_RS00600	DR084_RS02435
OG0000274	DR097_RS00620	DR084_RS02555
OG0000275	DR097_RS04540	DR084_RS03630
OG0000276	DR097_RS00630	DR084_RS02565
OG0000277	DR097_RS00640	DR084_RS03635
OG0000278	DR097_RS00645	DR084_RS02580
OG0000279	DR097_RS00655	DR084_RS02590
OG0000280	DR097_RS00660	DR084_RS02595
OG0000281	DR097_RS00665	DR084_RS02600
OG0000282	DR097_RS04550	DR084_RS02625
OG0000283	DR097_RS00695	DR084_RS02630
OG0000284	DR097_RS00700	DR084_RS02635
OG0000285	DR097_RS04555	DR084_RS03650
OG0000286	DR097_RS01985	DR084_RS00900
OG0000287	DR097_RS02680	DR084_RS00875
OG0000288	DR097_RS02670	DR084_RS00865
OG0000289	DR097_RS02665	DR084_RS00860
OG0000290	DR097_RS01555	DR084_RS00750
OG0000291	DR097_RS01565	DR084_RS00760
OG0000292	DR097_RS01570	DR084_RS00765
OG0000293	DR097_RS01575	DR084_RS00770
OG0000294	DR097_RS03220	DR084_RS00780
OG0000295	DR097_RS03210	DR084_RS00785
OG0000296	DR097_RS02630	DR084_RS00825
OG0000297	DR097_RS02635	DR084_RS00830
OG0000298	DR097_RS00265	DR084_RS00010
OG0000299	DR097_RS00240	DR084_RS00030
OG0000300	DR097_RS00060	DR084_RS00205
OG0000301	DR097_RS00025	DR084_RS00240
OG0000302	DR097_RS00020	DR084_RS00245
OG0000303	DR097_RS02370	DR084_RS00380
OG0000304	DR097_RS02325	DR084_RS00415
OG0000305	DR097_RS01205	DR084_RS00545
OG0000306	DR097_RS01735	DR084_RS00625
OG0000307	DR097_RS01770	DR084_RS00660
OG0000308	DR097_RS01535	DR084_RS00740
OG0000309	DR097_RS03200	DR084_RS00795
OG0000310	DR097_RS02675	DR084_RS00870
OG0000311	DR097_RS01925	DR084_RS00925
OG0000312	DR097_RS01940	DR084_RS00945
OG0000313	DR097_RS03115	DR084_RS00995
OG0000314	DR097_RS00815	DR084_RS01065
OG0000315	DR097_RS00785	DR084_RS01095
OG0000316	DR097_RS00775	DR084_RS01105
OG0000317	DR097_RS02840	DR084_RS02730
OG0000318	DR097_RS04590	DR084_RS03680
OG0000319	DR097_RS02725	DR084_RS01795
OG0000320	DR097_RS02130	DR084_RS01860
OG0000321	DR097_RS01695	DR084_RS01925
OG0000322	DR097_RS01650	DR084_RS01970
OG0000323	DR097_RS03305	DR084_RS02815
OG0000324	DR097_RS03005	DR084_RS01200
OG0000325	DR097_RS01120	DR084_RS01240
OG0000326	DR097_RS01025	DR084_RS01335
OG0000327	DR097_RS01020	DR084_RS01340
OG0000328	DR097_RS00935	DR084_RS01425
OG0000329	DR097_RS00915	DR084_RS01445
OG0000330	DR097_RS00520	DR084_RS01630
OG0000331	DR097_RS01300	DR084_RS01745
OG0000332	DR097_RS01410	DR084_RS02110
OG0000333	DR097_RS01400	DR084_RS02120
OG0000334	DR097_RS03150	DR084_RS02185
OG0000335	DR097_RS03160	DR084_RS03575
OG0000336	DR097_RS04545	DR084_RS03645
OG0000337	DR097_RS02600	DR084_RS02255
OG0000338	DR097_RS03540	DR084_RS02295
OG0000339	DR097_RS02100	DR084_RS01880
OG0000340	DR097_RS01715	DR084_RS01905
OG0000341	DR097_RS03025	DR084_RS01180
OG0000342	DR097_RS01090	DR084_RS01270
OG0000343	DR097_RS01390	DR084_RS02130
OG0000344	DR097_RS02355	DR084_RS00395
OG0000345	DR097_RS02270	DR084_RS01560
OG0000346	DR097_RS04870	DR084_RS03640
OG0000347	DR097_RS01625	DR084_RS01995
OG0000348	DR097_RS01015	DR084_RS03525
OG0000349	DR097_RS04535	DR084_RS02545
OG0000350	DR097_RS01780	DR084_RS02995
OG0000351	DR097_RS03225	DR084_RS00330
OG0000352	DR097_RS00835	DR084_RS01045
OG0000353	DR097_RS01655	DR084_RS01965
OG0000354	DR097_RS03065	DR084_RS00445
OG0000355	DR097_RS04600	DR084_RS03495
OG0000356	DR097_RS04595	DR084_RS03500
OG0000357	DR097_RS04635	DR084_RS03560
OG0000358	DR097_RS01425	DR084_RS02095
OG0000359	DR097_RS04620	DR084_RS03520
OG0000360	DR097_RS00155	DR084_RS00110
OG0000361	DR097_RS00125	DR084_RS00140
OG0000362	DR097_RS02655	DR084_RS00850
OG0000363	DR097_RS04660	DR084_RS02040
OG0000365	DR097_RS04570	DR084_RS03695
OG0000366	DR097_RS02870	DR084_RS02700
OG0000367	DR097_RS02860	DR084_RS02710
OG0000368	DR097_RS02770	DR084_RS02360
OG0000369	DR097_RS04750	DR084_RS03595
OG0000370	DR097_RS02810	DR084_RS02320
OG0000371	DR097_RS02815	DR084_RS02315
OG0000372	DR097_RS02820	DR084_RS02310
OG0000373	DR097_RS02570	DR084_RS02285
OG0000374	DR097_RS02580	DR084_RS02275
OG0000375	DR097_RS02720	DR084_RS01790
OG0000376	DR097_RS02145	DR084_RS01845
OG0000377	DR097_RS02135	DR084_RS01855
OG0000378	DR097_RS00325	DR084_RS01890
OG0000379	DR097_RS01660	DR084_RS01960
OG0000380	DR097_RS01635	DR084_RS01985
OG0000381	DR097_RS01595	DR084_RS02025
OG0000382	DR097_RS03350	DR084_RS02770
OG0000383	DR097_RS03310	DR084_RS02810
OG0000384	DR097_RS03605	DR084_RS00335
OG0000385	DR097_RS02090	DR084_RS00340
OG0000386	DR097_RS02390	DR084_RS00360
OG0000387	DR097_RS02365	DR084_RS00385
OG0000388	DR097_RS04710	DR084_RS03460
OG0000389	DR097_RS03085	DR084_RS00425
OG0000390	DR097_RS01225	DR084_RS00525
OG0000391	DR097_RS01215	DR084_RS00535
OG0000392	DR097_RS01190	DR084_RS00560
OG0000393	DR097_RS04670	DR084_RS00615
OG0000394	DR097_RS01805	DR084_RS00675
OG0000395	DR097_RS01810	DR084_RS00680
OG0000396	DR097_RS01980	DR084_RS00985
OG0000397	DR097_RS00850	DR084_RS01030
OG0000398	DR097_RS00845	DR084_RS01035
OG0000399	DR097_RS00800	DR084_RS01080
OG0000400	DR097_RS01465	DR084_RS02055
OG0000401	DR097_RS01405	DR084_RS02115
OG0000402	DR097_RS01395	DR084_RS02125
OG0000403	DR097_RS01385	DR084_RS02135
OG0000404	DR097_RS01355	DR084_RS03565
OG0000405	DR097_RS01340	DR084_RS02170
OG0000406	DR097_RS03165	DR084_RS02200
OG0000407	DR097_RS04810	DR084_RS03580
OG0000408	DR097_RS03175	DR084_RS02210
OG0000410	DR097_RS02970	DR084_RS02860
OG0000411	DR097_RS02980	DR084_RS02870
OG0000412	DR097_RS02985	DR084_RS02875
OG0000413	DR097_RS02935	DR084_RS01130
OG0000414	DR097_RS02925	DR084_RS01140
OG0000415	DR097_RS02920	DR084_RS01145
OG0000416	DR097_RS02910	DR084_RS01155
OG0000417	DR097_RS03020	DR084_RS01185
OG0000418	DR097_RS03015	DR084_RS01190
OG0000419	DR097_RS01110	DR084_RS01250
OG0000420	DR097_RS01075	DR084_RS01285
OG0000421	DR097_RS01040	DR084_RS01320
OG0000422	DR097_RS01030	DR084_RS01330
OG0000423	DR097_RS00975	DR084_RS01385
OG0000424	DR097_RS00970	DR084_RS01390
OG0000425	DR097_RS00960	DR084_RS01400
OG0000426	DR097_RS04615	DR084_RS03530
OG0000427	DR097_RS04610	DR084_RS03535
OG0000428	DR097_RS00905	DR084_RS01455
OG0000429	DR097_RS02260	DR084_RS01550
OG0000430	DR097_RS02305	DR084_RS01595
OG0000431	DR097_RS02315	DR084_RS01605
OG0000432	DR097_RS00525	DR084_RS01625
OG0000433	DR097_RS00510	DR084_RS01635
OG0000434	DR097_RS00505	DR084_RS01640
OG0000435	DR097_RS00490	DR084_RS01655
OG0000436	DR097_RS00460	DR084_RS01690
OG0000437	DR097_RS00450	DR084_RS01700
OG0000438	DR097_RS00445	DR084_RS03545
OG0000439	DR097_RS04525	DR084_RS01710
OG0000440	DR097_RS04630	DR084_RS01725
OG0000441	DR097_RS03780	DR084_RS01765
OG0000442	DR097_RS00295	DR084_RS02390
OG0000443	DR097_RS00245	DR084_RS00025
OG0000444	DR097_RS00230	DR084_RS00040
OG0000445	DR097_RS00205	DR084_RS00065
OG0000446	DR097_RS00175	DR084_RS00090
OG0000447	DR097_RS00170	DR084_RS00095
OG0000448	DR097_RS00140	DR084_RS00125
OG0000449	DR097_RS00115	DR084_RS00150
OG0000450	DR097_RS00105	DR084_RS00160
OG0000451	DR097_RS00065	DR084_RS00200
OG0000452	DR097_RS00040	DR084_RS00225
OG0000455	DR097_RS00565	DR084_RS03615
OG0000456	DR097_RS00685	DR084_RS02620
OG0000457	DR097_RS00710	DR084_RS02645
OG0000458	DR097_RS02685	DR084_RS00880
OG0000459	DR097_RS02660	DR084_RS00855
OG0000460	DR097_RS02650	DR084_RS00845
OG0000461	DR097_RS03195	DR084_RS00800
OG0000462	DR097_RS03190	DR084_RS00805
OG0000463	DR097_RS03185	DR084_RS00810
OG0000464	DR097_RS02620	DR084_RS00815
OG0000465	DR097_RS02625	DR084_RS00820
OG0000466	DR097_RS00035	DR084_RS00230
OG0000467	DR097_RS04655	DR084_RS03485
OG0000468	DR097_RS00805	DR084_RS01075
OG0000469	DR097_RS00745	DR084_RS02850
OG0000470	DR097_RS03815	DR084_RS01380
OG0000472	DR097_RS02945	DR084_RS02670
OG0000473	DR097_RS00580	DR084_RS02455
OG0000474	DR097_RS00575	DR084_RS02460
OG0000475	DR097_RS00570	DR084_RS02465
OG0000476	DR097_RS02900	DR084_RS02500
OG0000477	DR097_RS03795	DR084_RS00775
OG0000478	DR097_RS00635	DR084_RS02570
OG0000479	DR097_RS01700	DR084_RS01920
OG0000480	DR097_RS03810	DR084_RS03020
OG0000481	DR097_RS01005	DR084_RS01355
OG0000482	DR097_RS00410	DR084_RS01215
OG0000483	DR097_RS02855	DR084_RS02715
OG0000484	DR097_RS04505	DR084_RS03445
OG0000485	DR097_RS00455	DR084_RS01695
OG0000486	DR097_RS03040	DR084_RS01165
OG0000487	DR097_RS04585	DR084_RS03685
OG0000489	DR097_RS02780	DR084_RS02350
OG0000490	DR097_RS03535	DR084_RS02290
OG0000491	DR097_RS01680	DR084_RS01940
OG0000492	DR097_RS01605	DR084_RS02015
OG0000493	DR097_RS02350	DR084_RS00400
OG0000494	DR097_RS03060	DR084_RS00450
OG0000495	DR097_RS01160	DR084_RS00590
OG0000496	DR097_RS01150	DR084_RS00600
OG0000497	DR097_RS01720	DR084_RS00605
OG0000498	DR097_RS01800	DR084_RS00670
OG0000499	DR097_RS01500	DR084_RS00710
OG0000500	DR097_RS00840	DR084_RS01040
OG0000501	DR097_RS01455	DR084_RS02065
OG0000502	DR097_RS00420	DR084_RS01225
OG0000503	DR097_RS01060	DR084_RS01300
OG0000504	DR097_RS00925	DR084_RS01435
OG0000505	DR097_RS02180	DR084_RS01470
OG0000506	DR097_RS02190	DR084_RS01480
OG0000507	DR097_RS02225	DR084_RS01515
OG0000508	DR097_RS00180	DR084_RS00085
OG0000509	DR097_RS00145	DR084_RS00120
OG0000510	DR097_RS00135	DR084_RS00130
OG0000511	DR097_RS03290	DR084_RS00265
OG0000512	DR097_RS02645	DR084_RS00840
OG0000513	DR097_RS00650	DR084_RS02585
OG0000514	DR097_RS01185	DR084_RS00565
OG0000516	DR097_RS04580	DR084_RS03415, DR084_RS03410
OG0000518	DR097_RS01415	DR084_RS02105
OG0000519	DR097_RS01035	DR084_RS01325
OG0000520	DR097_RS00910	DR084_RS01450
OG0000521	DR097_RS00165	DR084_RS00100
OG0000522	DR097_RS00130	DR084_RS00135
OG0000523	DR097_RS00715	DR084_RS02650
OG0000524	DR097_RS01530	DR084_RS00735
OG0000525	DR097_RS04770	DR084_RS03715
OG0000528	DR097_RS04575	DR084_RS03690
OG0000529	DR097_RS02735	DR084_RS01805
OG0000530	DR097_RS02115	DR084_RS01870
OG0000531	DR097_RS01630	DR084_RS01990
OG0000533	DR097_RS03360	DR084_RS01615
OG0000534	DR097_RS00050	DR084_RS00215
OG0000535	DR097_RS04745	DR084_RS02345
OG0000536	DR097_RS03385	DR084_RS02525
OG0000537	DR097_RS01095	DR084_RS01265
OG0000538	DR097_RS00500	DR084_RS01645
OG0000539	DR097_RS00220	DR084_RS00050
OG0000540	DR097_RS01560	DR084_RS00755
OG0000541	DR097_RS01485	DR084_RS00695
OG0000542	DR097_RS00080	DR084_RS00185
OG0000547	DR097_RS04935	DR084_RS00515
OG0000548	DR097_RS03110	DR084_RS00990
OG0000549	DR097_RS04765	DR084_RS02675
OG0000550	DR097_RS00615	DR084_RS02550
OG0000551	DR097_RS01310	DR084_RS01755
