Orthogroup	MHP_MHP682_genes	MHP_ES2L_genes
OG0000030	DR097_RS04565	HZK19_RS03400
OG0000031	DR097_RS02075	HZK19_RS03025
OG0000032	DR097_RS04795	HZK19_RS01545
OG0000032	DR097_RS00730	HZK19_RS03395
OG0000033	DR097_RS02885	HZK19_RS03815
OG0000034	DR097_RS03640	HZK19_RS03770
OG0000034	DR097_RS04475	HZK19_RS03775
OG0000035	DR097_RS04085	HZK19_RS03225
OG0000036	DR097_RS02435	HZK19_RS00100
OG0000036	DR097_RS02415	HZK19_RS03705, HZK19_RS03710
OG0000037	DR097_RS04800	HZK19_RS01555
OG0000037	DR097_RS03100	HZK19_RS01550
OG0000039	DR097_RS04950	HZK19_RS01580
OG0000040	DR097_RS03560	HZK19_RS03325
OG0000042	DR097_RS01265	HZK19_RS02900
OG0000043	DR097_RS00855	HZK19_RS01875
OG0000044	DR097_RS04900	HZK19_RS03955
OG0000045	DR097_RS03525	HZK19_RS01585
OG0000046	DR097_RS04785	HZK19_RS03335
OG0000048	DR097_RS02830	HZK19_RS02065
OG0000049	DR097_RS01470	HZK19_RS02995
OG0000050	DR097_RS01960	HZK19_RS02415
OG0000051	DR097_RS01545	HZK19_RS02620
OG0000052	DR097_RS02480	HZK19_RS00075
OG0000053	DR097_RS04845	HZK19_RS01415
OG0000054	DR097_RS01935	HZK19_RS02440
OG0000055	DR097_RS00305	HZK19_RS00120
OG0000056	DR097_RS00545	HZK19_RS03580
OG0000057	DR097_RS01250	HZK19_RS02885
OG0000058	DR097_RS02085	HZK19_RS03015
OG0000058	DR097_RS02080	HZK19_RS03020
OG0000059	DR097_RS02070	HZK19_RS03855
OG0000060	DR097_RS00425	HZK19_RS00080
OG0000061	DR097_RS02500	HZK19_RS01820
OG0000062	DR097_RS02590	HZK19_RS03630
OG0000063	DR097_RS04735	HZK19_RS03625
OG0000064	DR097_RS02605	HZK19_RS03615
OG0000065	DR097_RS02745	HZK19_RS02220
OG0000066	DR097_RS01675	HZK19_RS01320
OG0000067	DR097_RS02405	HZK19_RS00515
OG0000068	DR097_RS03055	HZK19_RS00635
OG0000069	DR097_RS01725	HZK19_RS02780
OG0000070	DR097_RS01930	HZK19_RS02445
OG0000071	DR097_RS03575	HZK19_RS03315
OG0000072	DR097_RS03580, DR097_RS04860	HZK19_RS03320
OG0000073	DR097_RS01115	HZK19_RS00680
OG0000074	DR097_RS04605	HZK19_RS00875
OG0000075	DR097_RS00090	HZK19_RS00325
OG0000076	DR097_RS00075	HZK19_RS00340
OG0000077	DR097_RS03275	HZK19_RS00425
OG0000078	DR097_RS01875	HZK19_RS01645
OG0000079	DR097_RS02640	HZK19_RS02525
OG0000080	DR097_RS04360	HZK19_RS02570
OG0000081	DR097_RS00095	HZK19_RS00320
OG0000082	DR097_RS02165	HZK19_RS02365
OG0000083	DR097_RS00750	HZK19_RS01985
OG0000084	DR097_RS03685	HZK19_RS02015
OG0000085	DR097_RS02875	HZK19_RS02020
OG0000086	DR097_RS02865	HZK19_RS02030
OG0000087	DR097_RS02850	HZK19_RS02045
OG0000088	DR097_RS02845	HZK19_RS02050
OG0000089	DR097_RS02835	HZK19_RS02060
OG0000090	DR097_RS02485	HZK19_RS00070
OG0000091	DR097_RS02775	HZK19_RS00055
OG0000092	DR097_RS02790	HZK19_RS00040
OG0000093	DR097_RS02795	HZK19_RS00035
OG0000094	DR097_RS02800	HZK19_RS00030
OG0000095	DR097_RS03550	HZK19_RS00005
OG0000096	DR097_RS03545	HZK19_RS03665
OG0000097	DR097_RS02575	HZK19_RS03645
OG0000098	DR097_RS02585	HZK19_RS03635
OG0000099	DR097_RS03665	HZK19_RS03585
OG0000100	DR097_RS00555	HZK19_RS03570
OG0000101	DR097_RS00560	HZK19_RS03565
OG0000102	DR097_RS01850	HZK19_RS01675
OG0000103	DR097_RS02710	HZK19_RS02185
OG0000104	DR097_RS02715	HZK19_RS02190
OG0000105	DR097_RS02730	HZK19_RS02205
OG0000106	DR097_RS02740	HZK19_RS02215
OG0000107	DR097_RS02750	HZK19_RS02225
OG0000108	DR097_RS02755	HZK19_RS02230
OG0000109	DR097_RS02760	HZK19_RS02235
OG0000110	DR097_RS02155	HZK19_RS02355
OG0000111	DR097_RS02150	HZK19_RS02350
OG0000112	DR097_RS02140	HZK19_RS02340
OG0000113	DR097_RS04705	HZK19_RS02320
OG0000114	DR097_RS02110	HZK19_RS02310
OG0000115	DR097_RS02095	HZK19_RS02300
OG0000116	DR097_RS00320	HZK19_RS01265
OG0000117	DR097_RS00315	HZK19_RS01270
OG0000118	DR097_RS01690	HZK19_RS01305
OG0000119	DR097_RS01685	HZK19_RS01310
OG0000120	DR097_RS01670	HZK19_RS01325
OG0000121	DR097_RS01645	HZK19_RS01350
OG0000122	DR097_RS01640	HZK19_RS01355
OG0000123	DR097_RS01620	HZK19_RS01375
OG0000124	DR097_RS01615	HZK19_RS01380
OG0000125	DR097_RS01610	HZK19_RS01385
OG0000126	DR097_RS01600	HZK19_RS01395
OG0000127	DR097_RS01590	HZK19_RS01405
OG0000128	DR097_RS03460	HZK19_RS01420
OG0000129	DR097_RS03355	HZK19_RS01425
OG0000130	DR097_RS03345	HZK19_RS01435
OG0000131	DR097_RS04820	HZK19_RS01465
OG0000132	DR097_RS04815	HZK19_RS01480
OG0000133	DR097_RS02400	HZK19_RS00520
OG0000134	DR097_RS02395	HZK19_RS00525
OG0000135	DR097_RS02380	HZK19_RS00540
OG0000136	DR097_RS02375	HZK19_RS00545
OG0000137	DR097_RS02345	HZK19_RS00575
OG0000138	DR097_RS03080	HZK19_RS00610
OG0000139	DR097_RS03050	HZK19_RS00640
OG0000140	DR097_RS03045	HZK19_RS00645
OG0000141	DR097_RS01260	HZK19_RS02895
OG0000142	DR097_RS04625	HZK19_RS02890
OG0000143	DR097_RS01230	HZK19_RS02870
OG0000144	DR097_RS01220	HZK19_RS02860
OG0000145	DR097_RS01210	HZK19_RS02850
OG0000146	DR097_RS01200	HZK19_RS02840
OG0000147	DR097_RS01195	HZK19_RS02835
OG0000148	DR097_RS01180	HZK19_RS02820
OG0000149	DR097_RS01170	HZK19_RS02810
OG0000150	DR097_RS01155	HZK19_RS02795
OG0000151	DR097_RS01755	HZK19_RS02750
OG0000152	DR097_RS01760	HZK19_RS02745
OG0000153	DR097_RS01765	HZK19_RS02740
OG0000154	DR097_RS01775	HZK19_RS02730
OG0000155	DR097_RS01820	HZK19_RS02690
OG0000156	DR097_RS01490	HZK19_RS02680
OG0000157	DR097_RS04640	HZK19_RS02675
OG0000158	DR097_RS04645	HZK19_RS03895
OG0000159	DR097_RS04905	HZK19_RS03970
OG0000160	DR097_RS01950	HZK19_RS02425
OG0000161	DR097_RS01955	HZK19_RS02420
OG0000162	DR097_RS01965	HZK19_RS02410
OG0000163	DR097_RS01970	HZK19_RS02405
OG0000164	DR097_RS03125	HZK19_RS01575
OG0000165	DR097_RS00830	HZK19_RS01905
OG0000166	DR097_RS00810	HZK19_RS01925
OG0000167	DR097_RS00795	HZK19_RS01940
OG0000168	DR097_RS00790	HZK19_RS01945
OG0000169	DR097_RS01475	HZK19_RS02990
OG0000170	DR097_RS01460	HZK19_RS03005
OG0000171	DR097_RS01450	HZK19_RS03110
OG0000172	DR097_RS01445	HZK19_RS03115
OG0000173	DR097_RS01440	HZK19_RS03120
OG0000174	DR097_RS01435	HZK19_RS03125
OG0000175	DR097_RS01420	HZK19_RS03140
OG0000176	DR097_RS01370	HZK19_RS03190
OG0000177	DR097_RS01365	HZK19_RS03195
OG0000178	DR097_RS01360	HZK19_RS03200
OG0000179	DR097_RS01350	HZK19_RS03210
OG0000180	DR097_RS01345	HZK19_RS03215
OG0000181	DR097_RS04805	HZK19_RS03265
OG0000182	DR097_RS03155	HZK19_RS03275
OG0000183	DR097_RS03570	HZK19_RS03310
OG0000184	DR097_RS02975	HZK19_RS03355
OG0000185	DR097_RS02990	HZK19_RS03340
OG0000186	DR097_RS04760	HZK19_RS01490
OG0000187	DR097_RS02915	HZK19_RS01505
OG0000188	DR097_RS02905	HZK19_RS01515
OG0000189	DR097_RS04790	HZK19_RS02270
OG0000190	DR097_RS03030	HZK19_RS02265
OG0000191	DR097_RS03010	HZK19_RS02245
OG0000192	DR097_RS00400	HZK19_RS01180
OG0000193	DR097_RS00415	HZK19_RS01175
OG0000194	DR097_RS01130	HZK19_RS00665
OG0000195	DR097_RS01125	HZK19_RS00670
OG0000196	DR097_RS01105	HZK19_RS00690
OG0000197	DR097_RS01100	HZK19_RS00695
OG0000198	DR097_RS01085	HZK19_RS00710
OG0000199	DR097_RS01080	HZK19_RS00715
OG0000200	DR097_RS01065	HZK19_RS00730
OG0000201	DR097_RS01055	HZK19_RS00740
OG0000202	DR097_RS01000	HZK19_RS00795
OG0000203	DR097_RS00995	HZK19_RS00800
OG0000204	DR097_RS00990	HZK19_RS00805
OG0000205	DR097_RS00985	HZK19_RS00810
OG0000206	DR097_RS00965	HZK19_RS00830
OG0000207	DR097_RS00950	HZK19_RS00845
OG0000208	DR097_RS00945	HZK19_RS00850
OG0000209	DR097_RS00940	HZK19_RS00855
OG0000210	DR097_RS04925	HZK19_RS00900
OG0000211	DR097_RS02185	HZK19_RS00910
OG0000212	DR097_RS02195	HZK19_RS00920
OG0000213	DR097_RS02200	HZK19_RS00925
OG0000214	DR097_RS02205	HZK19_RS00930
OG0000215	DR097_RS02210	HZK19_RS00935
OG0000216	DR097_RS02215	HZK19_RS00940
OG0000217	DR097_RS02220	HZK19_RS00945
OG0000218	DR097_RS02230	HZK19_RS00955
OG0000219	DR097_RS02235	HZK19_RS00960
OG0000220	DR097_RS02240	HZK19_RS00965
OG0000221	DR097_RS02245	HZK19_RS00970
OG0000222	DR097_RS02250	HZK19_RS00975
OG0000223	DR097_RS02255	HZK19_RS00980
OG0000224	DR097_RS02265	HZK19_RS00990
OG0000225	DR097_RS02275	HZK19_RS01000
OG0000226	DR097_RS02280	HZK19_RS01005
OG0000227	DR097_RS02285	HZK19_RS01010
OG0000228	DR097_RS04910	HZK19_RS03950
OG0000229	DR097_RS02295	HZK19_RS01020
OG0000230	DR097_RS02300	HZK19_RS01025
OG0000231	DR097_RS02310	HZK19_RS01035
OG0000232	DR097_RS02320	HZK19_RS01045
OG0000233	DR097_RS00535	HZK19_RS01070
OG0000234	DR097_RS00495	HZK19_RS01105
OG0000235	DR097_RS00485	HZK19_RS01115
OG0000236	DR097_RS00480	HZK19_RS01120
OG0000237	DR097_RS00475	HZK19_RS01125
OG0000238	DR097_RS00465	HZK19_RS01130
OG0000239	DR097_RS01270	HZK19_RS02905
OG0000240	DR097_RS01275	HZK19_RS02910
OG0000241	DR097_RS01285	HZK19_RS02920
OG0000242	DR097_RS01290	HZK19_RS02925
OG0000243	DR097_RS01295	HZK19_RS02930
OG0000244	DR097_RS01305	HZK19_RS02940
OG0000245	DR097_RS01315	HZK19_RS02950
OG0000246	DR097_RS00300	HZK19_RS00125
OG0000247	DR097_RS00290	HZK19_RS00135
OG0000248	DR097_RS00280	HZK19_RS00145
OG0000249	DR097_RS00275	HZK19_RS00150
OG0000250	DR097_RS00260	HZK19_RS00165
OG0000251	DR097_RS00225	HZK19_RS00195
OG0000252	DR097_RS00215	HZK19_RS00205
OG0000253	DR097_RS00210	HZK19_RS00210
OG0000254	DR097_RS00200	HZK19_RS00220
OG0000255	DR097_RS00190	HZK19_RS00225
OG0000256	DR097_RS00185	HZK19_RS00230
OG0000257	DR097_RS00160	HZK19_RS00255
OG0000258	DR097_RS00150	HZK19_RS00265
OG0000259	DR097_RS00120	HZK19_RS00295
OG0000260	DR097_RS00110	HZK19_RS00305
OG0000261	DR097_RS04500	HZK19_RS00315
OG0000262	DR097_RS00085	HZK19_RS00330
OG0000263	DR097_RS00070	HZK19_RS00345
OG0000264	DR097_RS00055	HZK19_RS00360
OG0000265	DR097_RS00045	HZK19_RS00370
OG0000266	DR097_RS00030	HZK19_RS00385
OG0000267	DR097_RS00015	HZK19_RS00400
OG0000268	DR097_RS00010	HZK19_RS00405
OG0000269	DR097_RS03285	HZK19_RS00420
OG0000270	DR097_RS04530	HZK19_RS03540
OG0000271	DR097_RS00590	HZK19_RS03535
OG0000272	DR097_RS00595	HZK19_RS03530
OG0000273	DR097_RS00600	HZK19_RS03525
OG0000274	DR097_RS00620	HZK19_RS03505
OG0000275	DR097_RS04540	HZK19_RS03500
OG0000276	DR097_RS00630	HZK19_RS03495
OG0000277	DR097_RS00640	HZK19_RS03485
OG0000278	DR097_RS00645	HZK19_RS03480
OG0000279	DR097_RS00655	HZK19_RS03470
OG0000280	DR097_RS00660	HZK19_RS03465
OG0000281	DR097_RS00665	HZK19_RS03460
OG0000282	DR097_RS04550	HZK19_RS03435
OG0000283	DR097_RS00695	HZK19_RS03430
OG0000284	DR097_RS00700	HZK19_RS03425
OG0000285	DR097_RS04555	HZK19_RS03420
OG0000286	DR097_RS01985	HZK19_RS02390
OG0000287	DR097_RS02680	HZK19_RS02485
OG0000288	DR097_RS02670	HZK19_RS02495
OG0000289	DR097_RS02665	HZK19_RS02500
OG0000290	DR097_RS01555	HZK19_RS02610
OG0000291	DR097_RS01565	HZK19_RS02600
OG0000292	DR097_RS01570	HZK19_RS02595
OG0000293	DR097_RS01575	HZK19_RS02590
OG0000294	DR097_RS03220	HZK19_RS02580
OG0000295	DR097_RS03210	HZK19_RS02575
OG0000296	DR097_RS02630	HZK19_RS02535
OG0000297	DR097_RS02635	HZK19_RS02530
OG0000298	DR097_RS00265	HZK19_RS00160
OG0000299	DR097_RS00240	HZK19_RS00180
OG0000300	DR097_RS00060	HZK19_RS00355
OG0000301	DR097_RS00025	HZK19_RS00390
OG0000302	DR097_RS00020	HZK19_RS00395
OG0000303	DR097_RS02370	HZK19_RS00550
OG0000304	DR097_RS02325	HZK19_RS01055
OG0000305	DR097_RS01205	HZK19_RS02845
OG0000306	DR097_RS01735	HZK19_RS02770
OG0000307	DR097_RS01770	HZK19_RS02735
OG0000308	DR097_RS01535	HZK19_RS02635
OG0000309	DR097_RS03200	HZK19_RS02565
OG0000310	DR097_RS02675	HZK19_RS02490
OG0000311	DR097_RS01925	HZK19_RS02450
OG0000312	DR097_RS01940	HZK19_RS02435
OG0000313	DR097_RS03115	HZK19_RS01565
OG0000314	DR097_RS00815	HZK19_RS01920
OG0000315	DR097_RS00785	HZK19_RS01950
OG0000316	DR097_RS00775	HZK19_RS01960
OG0000317	DR097_RS02840	HZK19_RS02055
OG0000318	DR097_RS04590	HZK19_RS01965
OG0000319	DR097_RS02725	HZK19_RS02200
OG0000320	DR097_RS02130	HZK19_RS02330
OG0000321	DR097_RS01695	HZK19_RS01300
OG0000322	DR097_RS01650	HZK19_RS01345
OG0000323	DR097_RS03305	HZK19_RS01475
OG0000324	DR097_RS03005	HZK19_RS02240
OG0000325	DR097_RS01120	HZK19_RS00675
OG0000326	DR097_RS01025	HZK19_RS00770
OG0000327	DR097_RS01020	HZK19_RS00775
OG0000328	DR097_RS00935	HZK19_RS00860
OG0000329	DR097_RS00915	HZK19_RS00880
OG0000330	DR097_RS00520	HZK19_RS01080
OG0000331	DR097_RS01300	HZK19_RS02935
OG0000332	DR097_RS01410	HZK19_RS03150
OG0000333	DR097_RS01400	HZK19_RS03160
OG0000334	DR097_RS03150	HZK19_RS03270
OG0000335	DR097_RS03160	HZK19_RS03280
OG0000336	DR097_RS04545	HZK19_RS03450
OG0000337	DR097_RS02600	HZK19_RS03620
OG0000338	DR097_RS03540	HZK19_RS03660
OG0000339	DR097_RS02100	HZK19_RS02305
OG0000340	DR097_RS01715	HZK19_RS01280
OG0000341	DR097_RS03025	HZK19_RS02260
OG0000342	DR097_RS01090	HZK19_RS00705
OG0000343	DR097_RS01390	HZK19_RS03170
OG0000344	DR097_RS02355	HZK19_RS00565
OG0000345	DR097_RS02270	HZK19_RS00995
OG0000346	DR097_RS04870	HZK19_RS03455
OG0000347	DR097_RS01625	HZK19_RS01370
OG0000348	DR097_RS01015	HZK19_RS00780
OG0000349	DR097_RS04535	HZK19_RS03515
OG0000350	DR097_RS01780	HZK19_RS02725
OG0000351	DR097_RS03225	HZK19_RS00480
OG0000352	DR097_RS00835	HZK19_RS01895
OG0000353	DR097_RS01655	HZK19_RS01340
OG0000354	DR097_RS03065	HZK19_RS00625
OG0000355	DR097_RS04600	HZK19_RS01870
OG0000356	DR097_RS04595	HZK19_RS01955
OG0000357	DR097_RS04635	HZK19_RS03130
OG0000358	DR097_RS01425	HZK19_RS03135
OG0000359	DR097_RS04620	HZK19_RS00750
OG0000360	DR097_RS00155	HZK19_RS00260
OG0000361	DR097_RS00125	HZK19_RS00290
OG0000362	DR097_RS02655	HZK19_RS02510
OG0000363	DR097_RS04660	HZK19_RS03730
OG0000364	DR097_RS00890	HZK19_RS03760, HZK19_RS01855
OG0000365	DR097_RS04570	HZK19_RS02000
OG0000366	DR097_RS02870	HZK19_RS02025
OG0000367	DR097_RS02860	HZK19_RS02035
OG0000368	DR097_RS02770	HZK19_RS00060
OG0000369	DR097_RS04750	HZK19_RS00025
OG0000370	DR097_RS02810	HZK19_RS00020
OG0000371	DR097_RS02815	HZK19_RS00015
OG0000372	DR097_RS02820	HZK19_RS00010
OG0000373	DR097_RS02570	HZK19_RS03650
OG0000374	DR097_RS02580	HZK19_RS03640
OG0000375	DR097_RS02720	HZK19_RS02195
OG0000376	DR097_RS02145	HZK19_RS02345
OG0000377	DR097_RS02135	HZK19_RS02335
OG0000378	DR097_RS00325	HZK19_RS01260
OG0000379	DR097_RS01660	HZK19_RS01335
OG0000380	DR097_RS01635	HZK19_RS01360
OG0000381	DR097_RS01595	HZK19_RS01400
OG0000382	DR097_RS03350	HZK19_RS01430
OG0000383	DR097_RS03310	HZK19_RS01470
OG0000384	DR097_RS03605	HZK19_RS00505
OG0000385	DR097_RS02090	HZK19_RS00510
OG0000386	DR097_RS02390	HZK19_RS00530
OG0000387	DR097_RS02365	HZK19_RS00555
OG0000388	DR097_RS04710	HZK19_RS00560
OG0000389	DR097_RS03085	HZK19_RS00605
OG0000390	DR097_RS01225	HZK19_RS02865
OG0000391	DR097_RS01215	HZK19_RS02855
OG0000392	DR097_RS01190	HZK19_RS02830
OG0000393	DR097_RS04670	HZK19_RS02775
OG0000394	DR097_RS01805	HZK19_RS02700
OG0000395	DR097_RS01810	HZK19_RS02695
OG0000396	DR097_RS01980	HZK19_RS02395
OG0000397	DR097_RS00850	HZK19_RS01880
OG0000398	DR097_RS00845	HZK19_RS01885
OG0000399	DR097_RS00800	HZK19_RS01935
OG0000400	DR097_RS01465	HZK19_RS03000
OG0000401	DR097_RS01405	HZK19_RS03155
OG0000402	DR097_RS01395	HZK19_RS03165
OG0000403	DR097_RS01385	HZK19_RS03175
OG0000404	DR097_RS01355	HZK19_RS03205
OG0000405	DR097_RS01340	HZK19_RS03220
OG0000406	DR097_RS03165	HZK19_RS03285
OG0000407	DR097_RS04810	HZK19_RS03290
OG0000408	DR097_RS03175	HZK19_RS03295
OG0000410	DR097_RS02970	HZK19_RS03360
OG0000411	DR097_RS02980	HZK19_RS03350
OG0000412	DR097_RS02985	HZK19_RS03345
OG0000413	DR097_RS02935	HZK19_RS01485
OG0000414	DR097_RS02925	HZK19_RS01495
OG0000415	DR097_RS02920	HZK19_RS01500
OG0000416	DR097_RS02910	HZK19_RS01510
OG0000417	DR097_RS03020	HZK19_RS02255
OG0000418	DR097_RS03015	HZK19_RS02250
OG0000419	DR097_RS01110	HZK19_RS00685
OG0000420	DR097_RS01075	HZK19_RS00720
OG0000421	DR097_RS01040	HZK19_RS00755
OG0000422	DR097_RS01030	HZK19_RS00765
OG0000423	DR097_RS00975	HZK19_RS00820
OG0000424	DR097_RS00970	HZK19_RS00825
OG0000425	DR097_RS00960	HZK19_RS00835
OG0000426	DR097_RS04615	HZK19_RS00840
OG0000427	DR097_RS04610	HZK19_RS00865
OG0000428	DR097_RS00905	HZK19_RS00890
OG0000429	DR097_RS02260	HZK19_RS00985
OG0000430	DR097_RS02305	HZK19_RS01030
OG0000431	DR097_RS02315	HZK19_RS01040
OG0000432	DR097_RS00525	HZK19_RS01075
OG0000433	DR097_RS00510	HZK19_RS01090
OG0000434	DR097_RS00505	HZK19_RS01095
OG0000435	DR097_RS00490	HZK19_RS01110
OG0000436	DR097_RS00460	HZK19_RS01135
OG0000437	DR097_RS00450	HZK19_RS01145
OG0000438	DR097_RS00445	HZK19_RS01150
OG0000439	DR097_RS04525	HZK19_RS01155
OG0000440	DR097_RS04630	HZK19_RS02915
OG0000441	DR097_RS03780	HZK19_RS02955
OG0000442	DR097_RS00295	HZK19_RS00130
OG0000443	DR097_RS00245	HZK19_RS00175
OG0000444	DR097_RS00230	HZK19_RS00190
OG0000445	DR097_RS00205	HZK19_RS00215
OG0000446	DR097_RS00175	HZK19_RS00240
OG0000447	DR097_RS00170	HZK19_RS00245
OG0000448	DR097_RS00140	HZK19_RS00275
OG0000449	DR097_RS00115	HZK19_RS00300
OG0000450	DR097_RS00105	HZK19_RS00310
OG0000451	DR097_RS00065	HZK19_RS00350
OG0000452	DR097_RS00040	HZK19_RS00375
OG0000454	DR097_RS03090	HZK19_RS03100
OG0000455	DR097_RS00565	HZK19_RS03560
OG0000456	DR097_RS00685	HZK19_RS03440
OG0000457	DR097_RS00710	HZK19_RS03415
OG0000458	DR097_RS02685	HZK19_RS02480
OG0000459	DR097_RS02660	HZK19_RS02505
OG0000460	DR097_RS02650	HZK19_RS02520
OG0000461	DR097_RS03195	HZK19_RS02560
OG0000462	DR097_RS03190	HZK19_RS02555
OG0000463	DR097_RS03185	HZK19_RS02550
OG0000465	DR097_RS02625	HZK19_RS02545
OG0000466	DR097_RS00035	HZK19_RS00380
OG0000467	DR097_RS04655	HZK19_RS02645
OG0000468	DR097_RS00805	HZK19_RS01930
OG0000469	DR097_RS00745	HZK19_RS01990
OG0000470	DR097_RS03815	HZK19_RS00815
OG0000472	DR097_RS02945	HZK19_RS03370
OG0000473	DR097_RS00580	HZK19_RS03545
OG0000474	DR097_RS00575	HZK19_RS03550
OG0000475	DR097_RS00570	HZK19_RS03555
OG0000476	DR097_RS02900	HZK19_RS01520
OG0000477	DR097_RS03795	HZK19_RS02585
OG0000478	DR097_RS00635	HZK19_RS03490
OG0000479	DR097_RS01700	HZK19_RS01295
OG0000480	DR097_RS03810	HZK19_RS01995
OG0000481	DR097_RS01005	HZK19_RS00790
OG0000483	DR097_RS02855	HZK19_RS02040
OG0000484	DR097_RS04505	HZK19_RS00185
OG0000485	DR097_RS00455	HZK19_RS01140
OG0000486	DR097_RS03040	HZK19_RS02275
OG0000487	DR097_RS04585	HZK19_RS01970
OG0000489	DR097_RS02780	HZK19_RS00050
OG0000490	DR097_RS03535	HZK19_RS03655
OG0000491	DR097_RS01680	HZK19_RS01315
OG0000492	DR097_RS01605	HZK19_RS01390
OG0000493	DR097_RS02350	HZK19_RS00570
OG0000494	DR097_RS03060	HZK19_RS00630
OG0000495	DR097_RS01160	HZK19_RS02800
OG0000496	DR097_RS01150	HZK19_RS02790
OG0000497	DR097_RS01720	HZK19_RS02785
OG0000498	DR097_RS01800	HZK19_RS02705
OG0000499	DR097_RS01500	HZK19_RS02670
OG0000500	DR097_RS00840	HZK19_RS01890
OG0000501	DR097_RS01455	HZK19_RS03010
OG0000502	DR097_RS00420	HZK19_RS01165
OG0000503	DR097_RS01060	HZK19_RS00735
OG0000504	DR097_RS00925	HZK19_RS00870
OG0000505	DR097_RS02180	HZK19_RS00905
OG0000506	DR097_RS02190	HZK19_RS00915
OG0000507	DR097_RS02225	HZK19_RS00950
OG0000508	DR097_RS00180	HZK19_RS00235
OG0000509	DR097_RS00145	HZK19_RS00270
OG0000510	DR097_RS00135	HZK19_RS00280
OG0000511	DR097_RS03290	HZK19_RS00415
OG0000513	DR097_RS00650	HZK19_RS03475
OG0000514	DR097_RS01185	HZK19_RS02825
OG0000515	DR097_RS04270, DR097_RS04275	HZK19_RS01530
OG0000516	DR097_RS04580	HZK19_RS01975
OG0000518	DR097_RS01415	HZK19_RS03145
OG0000519	DR097_RS01035	HZK19_RS00760
OG0000520	DR097_RS00910	HZK19_RS00885
OG0000521	DR097_RS00165	HZK19_RS00250
OG0000522	DR097_RS00130	HZK19_RS00285
OG0000523	DR097_RS00715	HZK19_RS03410
OG0000524	DR097_RS01530	HZK19_RS02640
OG0000525	DR097_RS04770	HZK19_RS03375
OG0000526	DR097_RS04225	HZK19_RS03755
OG0000527	DR097_RS04395	HZK19_RS01730
OG0000528	DR097_RS04575	HZK19_RS01980
OG0000529	DR097_RS02735	HZK19_RS02210
OG0000530	DR097_RS02115	HZK19_RS02315
OG0000531	DR097_RS01630	HZK19_RS01365
OG0000532	DR097_RS03520	HZK19_RS01590
OG0000533	DR097_RS03360	HZK19_RS00590
OG0000534	DR097_RS00050	HZK19_RS00365
