Orthogroup	MHP_98_genes	MFC_Ms42_genes
OG0000086	GOM18_RS02290	MYF_RS01385
OG0000087	GOM18_RS02305	MYF_RS01370
OG0000088	GOM18_RS02310	MYF_RS01365
OG0000089	GOM18_RS02320	MYF_RS01355
OG0000090	GOM18_RS00650	MYF_RS00070
OG0000091	GOM18_RS00635	MYF_RS00055
OG0000092	GOM18_RS00620	MYF_RS00040
OG0000093	GOM18_RS00615	MYF_RS00035
OG0000094	GOM18_RS00610	MYF_RS00030
OG0000095	GOM18_RS00585	MYF_RS00005
OG0000096	GOM18_RS00580	MYF_RS03150
OG0000097	GOM18_RS00560	MYF_RS03130
OG0000098	GOM18_RS00550	MYF_RS03120
OG0000099	GOM18_RS04285	MYF_RS03065
OG0000100	GOM18_RS00485	MYF_RS03050
OG0000101	GOM18_RS00480	MYF_RS03045
OG0000102	GOM18_RS02995	MYF_RS03035
OG0000103	GOM18_RS02360	MYF_RS01540
OG0000104	GOM18_RS02365	MYF_RS01545
OG0000105	GOM18_RS02380	MYF_RS01560
OG0000106	GOM18_RS02390	MYF_RS01570
OG0000107	GOM18_RS02400	MYF_RS01580
OG0000108	GOM18_RS02405	MYF_RS01585
OG0000109	GOM18_RS02410	MYF_RS01590
OG0000110	GOM18_RS02525	MYF_RS01595
OG0000111	GOM18_RS02520	MYF_RS01600
OG0000112	GOM18_RS02510	MYF_RS01610
OG0000113	GOM18_RS02490	MYF_RS01625
OG0000114	GOM18_RS02480	MYF_RS01635
OG0000115	GOM18_RS02470	MYF_RS01645
OG0000116	GOM18_RS02855	MYF_RS01655
OG0000117	GOM18_RS02850	MYF_RS01660
OG0000118	GOM18_RS02815	MYF_RS01690
OG0000119	GOM18_RS02810	MYF_RS01695
OG0000120	GOM18_RS02795	MYF_RS01710
OG0000121	GOM18_RS02775	MYF_RS01735
OG0000122	GOM18_RS02770	MYF_RS01740
OG0000123	GOM18_RS02750	MYF_RS01760
OG0000124	GOM18_RS02745	MYF_RS01765
OG0000125	GOM18_RS02740	MYF_RS01770
OG0000126	GOM18_RS02730	MYF_RS01780
OG0000127	GOM18_RS02720	MYF_RS01790
OG0000128	GOM18_RS02705	MYF_RS01805
OG0000129	GOM18_RS02700	MYF_RS01810
OG0000130	GOM18_RS02690	MYF_RS01820
OG0000131	GOM18_RS04475	MYF_RS01850
OG0000132	GOM18_RS04470	MYF_RS01865
OG0000133	GOM18_RS01635	MYF_RS00485
OG0000134	GOM18_RS01640	MYF_RS00490
OG0000135	GOM18_RS01655	MYF_RS00505
OG0000136	GOM18_RS01660	MYF_RS00510
OG0000137	GOM18_RS01690	MYF_RS00540
OG0000138	GOM18_RS03470	MYF_RS00565
OG0000139	GOM18_RS03440	MYF_RS00595
OG0000140	GOM18_RS03435	MYF_RS00600
OG0000141	GOM18_RS01125	MYF_RS00635
OG0000142	GOM18_RS04380	MYF_RS00640
OG0000143	GOM18_RS01150	MYF_RS00665
OG0000144	GOM18_RS01160	MYF_RS00675
OG0000145	GOM18_RS01170	MYF_RS00685
OG0000146	GOM18_RS01180	MYF_RS00695
OG0000147	GOM18_RS01185	MYF_RS00700
OG0000148	GOM18_RS01200	MYF_RS00715
OG0000149	GOM18_RS01210	MYF_RS00725
OG0000150	GOM18_RS01225	MYF_RS00740
OG0000151	GOM18_RS03115	MYF_RS00795
OG0000152	GOM18_RS03110	MYF_RS00800
OG0000153	GOM18_RS03105	MYF_RS00805
OG0000154	GOM18_RS03095	MYF_RS00815
OG0000155	GOM18_RS02160	MYF_RS00835
OG0000156	GOM18_RS02150	MYF_RS00855
OG0000157	GOM18_RS04415	MYF_RS00860
OG0000158	GOM18_RS04410	MYF_RS00870
OG0000159	GOM18_RS01915	MYF_RS01165
OG0000160	GOM18_RS01910	MYF_RS01170
OG0000161	GOM18_RS01905	MYF_RS01175
OG0000162	GOM18_RS01895	MYF_RS01185
OG0000163	GOM18_RS01890	MYF_RS01190
OG0000164	GOM18_RS03635	MYF_RS01220
OG0000165	GOM18_RS03260	MYF_RS01265
OG0000166	GOM18_RS02185	MYF_RS01285
OG0000167	GOM18_RS02200	MYF_RS01300
OG0000168	GOM18_RS02205	MYF_RS01305
OG0000169	GOM18_RS01040	MYF_RS02560
OG0000170	GOM18_RS01025	MYF_RS02585
OG0000171	GOM18_RS01015	MYF_RS02595
OG0000172	GOM18_RS01010	MYF_RS02600
OG0000173	GOM18_RS01005	MYF_RS02605
OG0000174	GOM18_RS01000	MYF_RS02610
OG0000175	GOM18_RS00985	MYF_RS02625
OG0000176	GOM18_RS00935	MYF_RS02670
OG0000177	GOM18_RS00930	MYF_RS02675
OG0000178	GOM18_RS00925	MYF_RS02680
OG0000179	GOM18_RS00915	MYF_RS02690
OG0000180	GOM18_RS00910	MYF_RS02695
OG0000181	GOM18_RS04365	MYF_RS02710
OG0000182	GOM18_RS00860	MYF_RS02720
OG0000183	GOM18_RS00825	MYF_RS02755
OG0000184	GOM18_RS00780	MYF_RS02785
OG0000185	GOM18_RS00795	MYF_RS02800
OG0000186	GOM18_RS04465	MYF_RS01895
OG0000187	GOM18_RS02595	MYF_RS01910
OG0000188	GOM18_RS02585	MYF_RS01920
OG0000189	GOM18_RS04445	MYF_RS01930
OG0000190	GOM18_RS02440	MYF_RS01935
OG0000191	GOM18_RS02420	MYF_RS01955
OG0000192	GOM18_RS03170	MYF_RS01965
OG0000193	GOM18_RS03155	MYF_RS01980
OG0000194	GOM18_RS00120	MYF_RS01990
OG0000195	GOM18_RS00125	MYF_RS01995
OG0000196	GOM18_RS00145	MYF_RS02015
OG0000197	GOM18_RS00150	MYF_RS02020
OG0000198	GOM18_RS00165	MYF_RS02035
OG0000199	GOM18_RS00170	MYF_RS02040
OG0000200	GOM18_RS00185	MYF_RS02050
OG0000201	GOM18_RS00195	MYF_RS02060
OG0000202	GOM18_RS00250	MYF_RS02115
OG0000203	GOM18_RS00255	MYF_RS02120
OG0000204	GOM18_RS00260	MYF_RS02125
OG0000205	GOM18_RS00265	MYF_RS02130
OG0000206	GOM18_RS00285	MYF_RS02150
OG0000207	GOM18_RS00300	MYF_RS02165
OG0000208	GOM18_RS00305	MYF_RS02170
OG0000209	GOM18_RS00310	MYF_RS02175
OG0000210	GOM18_RS00360	MYF_RS02220
OG0000211	GOM18_RS01855	MYF_RS02230
OG0000212	GOM18_RS01845	MYF_RS02240
OG0000213	GOM18_RS01840	MYF_RS02245
OG0000214	GOM18_RS01835	MYF_RS02250
OG0000215	GOM18_RS01830	MYF_RS02255
OG0000216	GOM18_RS01825	MYF_RS02260
OG0000217	GOM18_RS01820	MYF_RS02265
OG0000218	GOM18_RS01810	MYF_RS02275
OG0000219	GOM18_RS01805	MYF_RS02280
OG0000220	GOM18_RS01800	MYF_RS02285
OG0000221	GOM18_RS01795	MYF_RS02290
OG0000222	GOM18_RS01790	MYF_RS03240
OG0000223	GOM18_RS01785	MYF_RS02295
OG0000224	GOM18_RS01775	MYF_RS02305
OG0000225	GOM18_RS01765	MYF_RS02315
OG0000226	GOM18_RS01760	MYF_RS02320
OG0000227	GOM18_RS01755	MYF_RS02325
OG0000228	GOM18_RS04580	MYF_RS03530
OG0000229	GOM18_RS01745	MYF_RS02335
OG0000230	GOM18_RS01740	MYF_RS02340
OG0000231	GOM18_RS01730	MYF_RS02350
OG0000232	GOM18_RS01720	MYF_RS02360
OG0000233	GOM18_RS02880	MYF_RS02370
OG0000234	GOM18_RS02915	MYF_RS02400
OG0000235	GOM18_RS02925	MYF_RS02410
OG0000236	GOM18_RS02930	MYF_RS02415
OG0000237	GOM18_RS02935	MYF_RS02430
OG0000238	GOM18_RS02940	MYF_RS02435
OG0000239	GOM18_RS01115	MYF_RS02465
OG0000240	GOM18_RS01110	MYF_RS02470
OG0000241	GOM18_RS01100	MYF_RS02480
OG0000242	GOM18_RS01095	MYF_RS02485
OG0000243	GOM18_RS01090	MYF_RS02490
OG0000244	GOM18_RS01080	MYF_RS02500
OG0000245	GOM18_RS01070	MYF_RS02510
OG0000246	GOM18_RS01250	MYF_RS00085
OG0000247	GOM18_RS01260	MYF_RS00095
OG0000248	GOM18_RS01270	MYF_RS00120
OG0000249	GOM18_RS01275	MYF_RS00125
OG0000250	GOM18_RS01290	MYF_RS00140
OG0000251	GOM18_RS01320	MYF_RS00170
OG0000252	GOM18_RS01330	MYF_RS00180
OG0000253	GOM18_RS01335	MYF_RS00185
OG0000254	GOM18_RS01345	MYF_RS00195
OG0000255	GOM18_RS01350	MYF_RS00205
OG0000256	GOM18_RS01355	MYF_RS00210
OG0000257	GOM18_RS01380	MYF_RS00235
OG0000258	GOM18_RS01390	MYF_RS00245
OG0000259	GOM18_RS01420	MYF_RS00275
OG0000260	GOM18_RS01430	MYF_RS00285
OG0000261	GOM18_RS04390	MYF_RS00295
OG0000262	GOM18_RS01455	MYF_RS00310
OG0000263	GOM18_RS01470	MYF_RS00325
OG0000264	GOM18_RS01485	MYF_RS00340
OG0000265	GOM18_RS01495	MYF_RS00350
OG0000266	GOM18_RS01510	MYF_RS00365
OG0000267	GOM18_RS01525	MYF_RS00380
OG0000268	GOM18_RS01530	MYF_RS00385
OG0000269	GOM18_RS01545	MYF_RS00400
OG0000270	GOM18_RS04280	MYF_RS02955
OG0000271	GOM18_RS00450	MYF_RS02950
OG0000272	GOM18_RS00445	MYF_RS02945
OG0000273	GOM18_RS00440	MYF_RS02940
OG0000274	GOM18_RS00420	MYF_RS02920
OG0000275	GOM18_RS04270	MYF_RS02915
OG0000276	GOM18_RS00410	MYF_RS02910
OG0000277	GOM18_RS00400	MYF_RS02900
OG0000278	GOM18_RS00395	MYF_RS02895
OG0000279	GOM18_RS00385	MYF_RS02885
OG0000280	GOM18_RS00380	MYF_RS02880
OG0000281	GOM18_RS00375	MYF_RS03275
OG0000282	GOM18_RS04310	MYF_RS02855
OG0000283	GOM18_RS00705	MYF_RS02850
OG0000284	GOM18_RS00710	MYF_RS02845
OG0000285	GOM18_RS04315	MYF_RS02840
OG0000286	GOM18_RS01875	MYF_RS01115
OG0000287	GOM18_RS01965	MYF_RS01090
OG0000288	GOM18_RS01975	MYF_RS01080
OG0000289	GOM18_RS01980	MYF_RS01075
OG0000290	GOM18_RS02090	MYF_RS00905
OG0000291	GOM18_RS02080	MYF_RS00915
OG0000292	GOM18_RS02075	MYF_RS00920
OG0000293	GOM18_RS02070	MYF_RS00925
OG0000294	GOM18_RS02060	MYF_RS00935
OG0000295	GOM18_RS02055	MYF_RS00940
OG0000296	GOM18_RS02015	MYF_RS01040
OG0000297	GOM18_RS02010	MYF_RS01045
OG0000298	GOM18_RS01285	MYF_RS00135
OG0000299	GOM18_RS03940	MYF_RS00155
OG0000300	GOM18_RS01480	MYF_RS00335
OG0000301	GOM18_RS01515	MYF_RS00370
OG0000302	GOM18_RS01520	MYF_RS00375
OG0000303	GOM18_RS01665	MYF_RS00515
OG0000304	GOM18_RS01710	MYF_RS00545
OG0000305	GOM18_RS01175	MYF_RS00690
OG0000306	GOM18_RS03130	MYF_RS00770
OG0000307	GOM18_RS03100	MYF_RS00810
OG0000308	GOM18_RS02110	MYF_RS00895
OG0000309	GOM18_RS02045	MYF_RS01005
OG0000310	GOM18_RS01970	MYF_RS01085
OG0000311	GOM18_RS01935	MYF_RS01140
OG0000312	GOM18_RS01920	MYF_RS01160
OG0000313	GOM18_RS03620	MYF_RS01210
OG0000314	GOM18_RS03245	MYF_RS01280
OG0000315	GOM18_RS02210	MYF_RS01310
OG0000316	GOM18_RS02220	MYF_RS01320
OG0000317	GOM18_RS02315	MYF_RS01360
OG0000318	GOM18_RS04425	MYF_RS01450
OG0000319	GOM18_RS02375	MYF_RS01555
OG0000320	GOM18_RS02500	MYF_RS01620
OG0000321	GOM18_RS02820	MYF_RS01685
OG0000322	GOM18_RS02780	MYF_RS01730
OG0000323	GOM18_RS02625	MYF_RS01860
OG0000324	GOM18_RS02415	MYF_RS01960
OG0000325	GOM18_RS00130	MYF_RS02000
OG0000326	GOM18_RS00225	MYF_RS02090
OG0000327	GOM18_RS00230	MYF_RS02095
OG0000328	GOM18_RS00315	MYF_RS02180
OG0000329	GOM18_RS00335	MYF_RS02200
OG0000330	GOM18_RS02890	MYF_RS02380
OG0000331	GOM18_RS01085	MYF_RS02495
OG0000332	GOM18_RS00975	MYF_RS02635
OG0000333	GOM18_RS00965	MYF_RS02645
OG0000334	GOM18_RS00865	MYF_RS02715
OG0000335	GOM18_RS00855	MYF_RS02725
OG0000336	GOM18_RS04265	MYF_RS02870
OG0000337	GOM18_RS00535	MYF_RS03105
OG0000338	GOM18_RS00575	MYF_RS03145
OG0000339	GOM18_RS02475	MYF_RS01640
OG0000340	GOM18_RS02840	MYF_RS01665
OG0000341	GOM18_RS02435	MYF_RS01940
OG0000342	GOM18_RS00160	MYF_RS02030
OG0000343	GOM18_RS00955	MYF_RS02655
OG0000344	GOM18_RS01680	MYF_RS00530
OG0000345	GOM18_RS01770	MYF_RS02310
OG0000346	GOM18_RS00370	MYF_RS02875
OG0000347	GOM18_RS02755	MYF_RS01755
OG0000348	GOM18_RS00235	MYF_RS02100
OG0000349	GOM18_RS04275	MYF_RS02930
OG0000350	GOM18_RS03090	MYF_RS03360
OG0000351	GOM18_RS01600	MYF_RS00465
OG0000352	GOM18_RS03265	MYF_RS01260
OG0000353	GOM18_RS02785	MYF_RS01725
OG0000354	GOM18_RS03455	MYF_RS00580
OG0000355	GOM18_RS04535	MYF_RS01235
OG0000356	GOM18_RS04420	MYF_RS01315
OG0000357	GOM18_RS04370	MYF_RS02615
OG0000358	GOM18_RS00990	MYF_RS02620
OG0000359	GOM18_RS04245	MYF_RS02070
OG0000360	GOM18_RS01385	MYF_RS00240
OG0000361	GOM18_RS01415	MYF_RS00270
OG0000362	GOM18_RS01990	MYF_RS01065
OG0000363	GOM18_RS04485	MYF_RS01795
OG0000365	GOM18_RS04440	MYF_RS01420
OG0000366	GOM18_RS02285	MYF_RS01390
OG0000367	GOM18_RS02295	MYF_RS01380
OG0000368	GOM18_RS00640	MYF_RS00060
OG0000369	GOM18_RS04300	MYF_RS00025
OG0000370	GOM18_RS00600	MYF_RS00020
OG0000371	GOM18_RS00595	MYF_RS00015
OG0000372	GOM18_RS00590	MYF_RS00010
OG0000373	GOM18_RS00565	MYF_RS03135
OG0000374	GOM18_RS00555	MYF_RS03125
OG0000375	GOM18_RS02370	MYF_RS01550
OG0000376	GOM18_RS02515	MYF_RS01605
OG0000377	GOM18_RS02505	MYF_RS01615
OG0000378	GOM18_RS02860	MYF_RS01650
OG0000380	GOM18_RS02765	MYF_RS01745
OG0000381	GOM18_RS02725	MYF_RS01785
OG0000382	GOM18_RS02695	MYF_RS01815
OG0000383	GOM18_RS02630	MYF_RS01855
OG0000384	GOM18_RS01620	MYF_RS00470
OG0000385	GOM18_RS01625	MYF_RS00475
OG0000386	GOM18_RS01645	MYF_RS00495
OG0000387	GOM18_RS01670	MYF_RS00520
OG0000388	GOM18_RS04395	MYF_RS00525
OG0000389	GOM18_RS03480	MYF_RS00560
OG0000390	GOM18_RS01155	MYF_RS00670
OG0000391	GOM18_RS01165	MYF_RS00680
OG0000392	GOM18_RS01190	MYF_RS00705
OG0000393	GOM18_RS04515	MYF_RS00760
OG0000395	GOM18_RS02165	MYF_RS00830
OG0000396	GOM18_RS01880	MYF_RS01200
OG0000397	GOM18_RS03280	MYF_RS01245
OG0000398	GOM18_RS03275	MYF_RS01250
OG0000399	GOM18_RS02195	MYF_RS01295
OG0000400	GOM18_RS01030	MYF_RS02580
OG0000401	GOM18_RS00970	MYF_RS02640
OG0000402	GOM18_RS00960	MYF_RS02650
OG0000403	GOM18_RS00950	MYF_RS02660
OG0000404	GOM18_RS00920	MYF_RS02685
OG0000405	GOM18_RS00905	MYF_RS02700
OG0000406	GOM18_RS00850	MYF_RS02730
OG0000407	GOM18_RS04360	MYF_RS02735
OG0000408	GOM18_RS00840	MYF_RS02740
OG0000409	GOM18_RS00835	MYF_RS02745
OG0000410	GOM18_RS00775	MYF_RS02780
OG0000411	GOM18_RS00785	MYF_RS02790
OG0000412	GOM18_RS00790	MYF_RS02795
OG0000413	GOM18_RS02615	MYF_RS01890
OG0000414	GOM18_RS02605	MYF_RS01900
OG0000415	GOM18_RS02600	MYF_RS01905
OG0000416	GOM18_RS02590	MYF_RS01915
OG0000417	GOM18_RS02430	MYF_RS01945
OG0000418	GOM18_RS02425	MYF_RS01950
OG0000419	GOM18_RS00140	MYF_RS02010
OG0000420	GOM18_RS00175	MYF_RS02045
OG0000421	GOM18_RS00210	MYF_RS02075
OG0000422	GOM18_RS00220	MYF_RS02085
OG0000423	GOM18_RS00275	MYF_RS02140
OG0000424	GOM18_RS00280	MYF_RS02145
OG0000425	GOM18_RS00290	MYF_RS02155
OG0000426	GOM18_RS04250	MYF_RS02160
OG0000427	GOM18_RS04255	MYF_RS02185
OG0000428	GOM18_RS00345	MYF_RS02210
OG0000429	GOM18_RS01780	MYF_RS02300
OG0000430	GOM18_RS01735	MYF_RS02345
OG0000431	GOM18_RS01725	MYF_RS02355
OG0000432	GOM18_RS02885	MYF_RS02375
OG0000433	GOM18_RS02900	MYF_RS02385
OG0000434	GOM18_RS02905	MYF_RS02390
OG0000435	GOM18_RS02920	MYF_RS02405
OG0000436	GOM18_RS02945	MYF_RS02440
OG0000437	GOM18_RS02955	MYF_RS02450
OG0000438	GOM18_RS02960	MYF_RS02455
OG0000439	GOM18_RS04495	MYF_RS02460
OG0000440	GOM18_RS04375	MYF_RS02475
OG0000441	GOM18_RS01065	MYF_RS02515
OG0000442	GOM18_RS01255	MYF_RS00090
OG0000443	GOM18_RS01300	MYF_RS00150
OG0000444	GOM18_RS01315	MYF_RS00165
OG0000445	GOM18_RS03665	MYF_RS00190
OG0000446	GOM18_RS01365	MYF_RS00220
OG0000447	GOM18_RS01370	MYF_RS00225
OG0000448	GOM18_RS01400	MYF_RS00255
OG0000449	GOM18_RS01425	MYF_RS00280
OG0000450	GOM18_RS01435	MYF_RS00290
OG0000451	GOM18_RS01475	MYF_RS00330
OG0000452	GOM18_RS01500	MYF_RS00355
OG0000453	GOM18_RS01535	MYF_RS00390
OG0000455	GOM18_RS00475	MYF_RS02975
OG0000456	GOM18_RS00695	MYF_RS02860
OG0000457	GOM18_RS00720	MYF_RS02835
OG0000458	GOM18_RS01960	MYF_RS01095
OG0000459	GOM18_RS01985	MYF_RS01070
OG0000460	GOM18_RS01995	MYF_RS01060
OG0000461	GOM18_RS02040	MYF_RS01010
OG0000462	GOM18_RS02035	MYF_RS01015
OG0000463	GOM18_RS02030	MYF_RS01020
OG0000464	GOM18_RS02025	MYF_RS01030
OG0000465	GOM18_RS02020	MYF_RS01035
OG0000466	GOM18_RS01505	MYF_RS00360
OG0000467	GOM18_RS04400	MYF_RS03505
OG0000468	GOM18_RS02190	MYF_RS01290
OG0000469	GOM18_RS02250	MYF_RS01425
OG0000470	GOM18_RS00270	MYF_RS02135
OG0000471	GOM18_RS00350	MYF_RS02215
OG0000472	GOM18_RS00765	MYF_RS03535
OG0000473	GOM18_RS00460	MYF_RS02960
OG0000474	GOM18_RS00465	MYF_RS02965
OG0000475	GOM18_RS00470	MYF_RS02970
OG0000476	GOM18_RS02580	MYF_RS03040
OG0000477	GOM18_RS02065	MYF_RS00930
OG0000478	GOM18_RS00405	MYF_RS02905
OG0000479	GOM18_RS02825	MYF_RS01680
OG0000480	GOM18_RS02255	MYF_RS03350
OG0000481	GOM18_RS00245	MYF_RS02110
OG0000482	GOM18_RS03160	MYF_RS01975
OG0000483	GOM18_RS02300	MYF_RS01375
OG0000484	GOM18_RS04385	MYF_RS00160
OG0000485	GOM18_RS02950	MYF_RS02445
OG0000486	GOM18_RS02450	MYF_RS01925
OG0000487	GOM18_RS04430	MYF_RS01445
OG0000488	GOM18_RS02270	MYF_RS01405
OG0000489	GOM18_RS00630	MYF_RS00050
OG0000490	GOM18_RS00570	MYF_RS03140
OG0000491	GOM18_RS02805	MYF_RS01700
OG0000492	GOM18_RS02735	MYF_RS01775
OG0000493	GOM18_RS01685	MYF_RS00535
OG0000494	GOM18_RS03450	MYF_RS00585
OG0000495	GOM18_RS01220	MYF_RS00735
OG0000496	GOM18_RS01230	MYF_RS00745
OG0000497	GOM18_RS01235	MYF_RS00750
OG0000498	GOM18_RS03070	MYF_RS00820
OG0000499	GOM18_RS02140	MYF_RS00865
OG0000500	GOM18_RS03270	MYF_RS01255
OG0000501	GOM18_RS01020	MYF_RS02590
OG0000502	GOM18_RS03150	MYF_RS01985
OG0000503	GOM18_RS00190	MYF_RS02055
OG0000504	GOM18_RS00325	MYF_RS02190
OG0000505	GOM18_RS01860	MYF_RS02225
OG0000506	GOM18_RS01850	MYF_RS02235
OG0000507	GOM18_RS01815	MYF_RS02270
OG0000508	GOM18_RS01360	MYF_RS00215
OG0000509	GOM18_RS01395	MYF_RS00250
OG0000510	GOM18_RS01405	MYF_RS00260
OG0000511	GOM18_RS01540	MYF_RS00395
OG0000512	GOM18_RS02000	MYF_RS01055
OG0000513	GOM18_RS00390	MYF_RS02890
OG0000514	GOM18_RS01195	MYF_RS00710
OG0000516	GOM18_RS04435	MYF_RS01440
OG0000517	GOM18_RS00645	MYF_RS00065
OG0000518	GOM18_RS00980	MYF_RS02630
OG0000519	GOM18_RS00215	MYF_RS02080
OG0000520	GOM18_RS00340	MYF_RS02205
OG0000521	GOM18_RS01375	MYF_RS00230
OG0000522	GOM18_RS01410	MYF_RS00265
OG0000523	GOM18_RS00725	MYF_RS02830
OG0000524	GOM18_RS02115	MYF_RS00890
OG0000528	GOM18_RS02240	MYF_RS01435
OG0000529	GOM18_RS02385	MYF_RS01565
OG0000530	GOM18_RS02485	MYF_RS01630
OG0000531	GOM18_RS02760	MYF_RS01750
OG0000532	GOM18_RS03550	MYF_RS00620
OG0000534	GOM18_RS01490	MYF_RS00345
OG0000535	GOM18_RS04305	MYF_RS00045
OG0000536	GOM18_RS00505	MYF_RS03070
OG0000537	GOM18_RS00155	MYF_RS02025
OG0000538	GOM18_RS02910	MYF_RS02395
OG0000539	GOM18_RS01325	MYF_RS00175
OG0000540	GOM18_RS02085	MYF_RS00910
OG0000541	GOM18_RS02155	MYF_RS00850
OG0000542	GOM18_RS01460	MYF_RS00315
OG0000547	GOM18_RS01145	MYF_RS00660
OG0000548	GOM18_RS03615	MYF_RS01205
OG0000549	GOM18_RS04350	MYF_RS02805
OG0000550	GOM18_RS00425	MYF_RS02925
OG0000551	GOM18_RS01075	MYF_RS02505
OG0000555	GOM18_RS03930	MYF_RS03410
OG0000595	GOM18_RS01055	MYF_RS02570
OG0000602	GOM18_RS02265	MYF_RS01415
