Orthogroup	MHP_98_genes	MFC_MF30_genes
OG0000081	GOM18_RS01445	DR084_RS00170
OG0000082	GOM18_RS02535	DR084_RS00895
OG0000083	GOM18_RS02245	DR084_RS02845
OG0000084	GOM18_RS02275	DR084_RS02690
OG0000085	GOM18_RS02280	DR084_RS02695
OG0000086	GOM18_RS02290	DR084_RS03665
OG0000087	GOM18_RS02305	DR084_RS02720
OG0000088	GOM18_RS02310	DR084_RS02725
OG0000089	GOM18_RS02320	DR084_RS02735
OG0000090	GOM18_RS00650	DR084_RS02370
OG0000091	GOM18_RS00635	DR084_RS02355
OG0000092	GOM18_RS00620	DR084_RS02340
OG0000093	GOM18_RS00615	DR084_RS02335
OG0000094	GOM18_RS00610	DR084_RS02330
OG0000095	GOM18_RS00585	DR084_RS02305
OG0000096	GOM18_RS00580	DR084_RS02300
OG0000097	GOM18_RS00560	DR084_RS02280
OG0000098	GOM18_RS00550	DR084_RS02270
OG0000099	GOM18_RS04285	DR084_RS02520
OG0000100	GOM18_RS00485	DR084_RS02510
OG0000101	GOM18_RS00480	DR084_RS02505
OG0000102	GOM18_RS02995	DR084_RS02495
OG0000103	GOM18_RS02360	DR084_RS01780
OG0000104	GOM18_RS02365	DR084_RS01785
OG0000105	GOM18_RS02380	DR084_RS01800
OG0000106	GOM18_RS02390	DR084_RS01810
OG0000107	GOM18_RS02400	DR084_RS01820
OG0000108	GOM18_RS02405	DR084_RS01825
OG0000109	GOM18_RS02410	DR084_RS01830
OG0000110	GOM18_RS02525	DR084_RS01835
OG0000111	GOM18_RS02520	DR084_RS01840
OG0000112	GOM18_RS02510	DR084_RS01850
OG0000113	GOM18_RS02490	DR084_RS03550
OG0000114	GOM18_RS02480	DR084_RS01875
OG0000115	GOM18_RS02470	DR084_RS01885
OG0000116	GOM18_RS02855	DR084_RS01895
OG0000117	GOM18_RS02850	DR084_RS01900
OG0000118	GOM18_RS02815	DR084_RS01930
OG0000119	GOM18_RS02810	DR084_RS01935
OG0000120	GOM18_RS02795	DR084_RS01950
OG0000121	GOM18_RS02775	DR084_RS01975
OG0000122	GOM18_RS02770	DR084_RS01980
OG0000123	GOM18_RS02750	DR084_RS02000
OG0000124	GOM18_RS02745	DR084_RS02005
OG0000125	GOM18_RS02740	DR084_RS02010
OG0000126	GOM18_RS02730	DR084_RS02020
OG0000127	GOM18_RS02720	DR084_RS02030
OG0000128	GOM18_RS02705	DR084_RS02760
OG0000129	GOM18_RS02700	DR084_RS02765
OG0000130	GOM18_RS02690	DR084_RS02775
OG0000131	GOM18_RS04475	DR084_RS02805
OG0000132	GOM18_RS04470	DR084_RS03675
OG0000133	GOM18_RS01635	DR084_RS00350
OG0000134	GOM18_RS01640	DR084_RS03455
OG0000135	GOM18_RS01655	DR084_RS00370
OG0000136	GOM18_RS01660	DR084_RS00375
OG0000137	GOM18_RS01690	DR084_RS00405
OG0000138	GOM18_RS03470	DR084_RS00430
OG0000139	GOM18_RS03440	DR084_RS00460
OG0000140	GOM18_RS03435	DR084_RS00465
OG0000141	GOM18_RS01125	DR084_RS00490
OG0000142	GOM18_RS04380	DR084_RS03470
OG0000143	GOM18_RS01150	DR084_RS00520
OG0000144	GOM18_RS01160	DR084_RS00530
OG0000145	GOM18_RS01170	DR084_RS00540
OG0000146	GOM18_RS01180	DR084_RS00550
OG0000147	GOM18_RS01185	DR084_RS00555
OG0000148	GOM18_RS01200	DR084_RS00570
OG0000149	GOM18_RS01210	DR084_RS00580
OG0000150	GOM18_RS01225	DR084_RS00595
OG0000151	GOM18_RS03115	DR084_RS00645
OG0000152	GOM18_RS03110	DR084_RS00650
OG0000153	GOM18_RS03105	DR084_RS00655
OG0000154	GOM18_RS03095	DR084_RS00665
OG0000155	GOM18_RS02160	DR084_RS00685
OG0000156	GOM18_RS02150	DR084_RS00700
OG0000157	GOM18_RS04415	DR084_RS03475
OG0000158	GOM18_RS04410	DR084_RS03480
OG0000159	GOM18_RS01915	DR084_RS00950
OG0000160	GOM18_RS01910	DR084_RS00955
OG0000161	GOM18_RS01905	DR084_RS00960
OG0000162	GOM18_RS01895	DR084_RS02975, DR084_RS00970
OG0000163	GOM18_RS01890	DR084_RS00975
OG0000164	GOM18_RS03635	DR084_RS03490
OG0000165	GOM18_RS03260	DR084_RS01050
OG0000166	GOM18_RS02185	DR084_RS01070
OG0000167	GOM18_RS02200	DR084_RS01085
OG0000168	GOM18_RS02205	DR084_RS01090
OG0000169	GOM18_RS01040	DR084_RS02045
OG0000170	GOM18_RS01025	DR084_RS02060
OG0000171	GOM18_RS01015	DR084_RS02070
OG0000172	GOM18_RS01010	DR084_RS02075
OG0000173	GOM18_RS01005	DR084_RS02080
OG0000174	GOM18_RS01000	DR084_RS02085
OG0000175	GOM18_RS00985	DR084_RS02100
OG0000176	GOM18_RS00935	DR084_RS02140
OG0000177	GOM18_RS00930	DR084_RS02145
OG0000178	GOM18_RS00925	DR084_RS02150
OG0000179	GOM18_RS00915	DR084_RS02160
OG0000180	GOM18_RS00910	DR084_RS02165
OG0000181	GOM18_RS04365	DR084_RS03570
OG0000182	GOM18_RS00860	DR084_RS02190
OG0000183	GOM18_RS00825	DR084_RS02225
OG0000184	GOM18_RS00780	DR084_RS02865
OG0000185	GOM18_RS00795	DR084_RS02880
OG0000186	GOM18_RS04465	DR084_RS01135
OG0000187	GOM18_RS02595	DR084_RS01150
OG0000188	GOM18_RS02585	DR084_RS01160
OG0000189	GOM18_RS04445	DR084_RS03510
OG0000190	GOM18_RS02440	DR084_RS01175
OG0000191	GOM18_RS02420	DR084_RS01195
OG0000192	GOM18_RS03170	DR084_RS01205
OG0000193	GOM18_RS03155	DR084_RS01220
OG0000194	GOM18_RS00120	DR084_RS01230
OG0000195	GOM18_RS00125	DR084_RS01235
OG0000196	GOM18_RS00145	DR084_RS03515
OG0000197	GOM18_RS00150	DR084_RS01260
OG0000198	GOM18_RS00165	DR084_RS01275
OG0000199	GOM18_RS00170	DR084_RS01280
OG0000200	GOM18_RS00185	DR084_RS01295
OG0000201	GOM18_RS00195	DR084_RS01305
OG0000202	GOM18_RS00250	DR084_RS01360
OG0000203	GOM18_RS00255	DR084_RS01365
OG0000204	GOM18_RS00260	DR084_RS01370
OG0000205	GOM18_RS00265	DR084_RS01375
OG0000206	GOM18_RS00285	DR084_RS01395
OG0000207	GOM18_RS00300	DR084_RS01410
OG0000208	GOM18_RS00305	DR084_RS01415
OG0000209	GOM18_RS00310	DR084_RS01420
OG0000210	GOM18_RS00360	DR084_RS01465
OG0000211	GOM18_RS01855	DR084_RS01475
OG0000212	GOM18_RS01845	DR084_RS01485
OG0000213	GOM18_RS01840	DR084_RS01490
OG0000214	GOM18_RS01835	DR084_RS01495
OG0000215	GOM18_RS01830	DR084_RS01500
OG0000216	GOM18_RS01825	DR084_RS01505
OG0000217	GOM18_RS01820	DR084_RS01510
OG0000218	GOM18_RS01810	DR084_RS01520
OG0000219	GOM18_RS01805	DR084_RS01525
OG0000220	GOM18_RS01800	DR084_RS01530
OG0000221	GOM18_RS01795	DR084_RS01535
OG0000222	GOM18_RS01790	DR084_RS01540
OG0000223	GOM18_RS01785	DR084_RS01545
OG0000224	GOM18_RS01775	DR084_RS01555
OG0000225	GOM18_RS01765	DR084_RS01565
OG0000226	GOM18_RS01760	DR084_RS01570
OG0000227	GOM18_RS01755	DR084_RS01575
OG0000228	GOM18_RS04580	DR084_RS03705
OG0000229	GOM18_RS01745	DR084_RS01585
OG0000230	GOM18_RS01740	DR084_RS01590
OG0000231	GOM18_RS01730	DR084_RS01600
OG0000232	GOM18_RS01720	DR084_RS01610
OG0000233	GOM18_RS02880	DR084_RS01620
OG0000234	GOM18_RS02915	DR084_RS01650
OG0000235	GOM18_RS02925	DR084_RS01660
OG0000236	GOM18_RS02930	DR084_RS01665
OG0000237	GOM18_RS02935	DR084_RS01680
OG0000238	GOM18_RS02940	DR084_RS01685
OG0000239	GOM18_RS01115	DR084_RS01715
OG0000240	GOM18_RS01110	DR084_RS01720
OG0000241	GOM18_RS01100	DR084_RS01730
OG0000242	GOM18_RS01095	DR084_RS01735
OG0000243	GOM18_RS01090	DR084_RS01740
OG0000244	GOM18_RS01080	DR084_RS01750
OG0000245	GOM18_RS01070	DR084_RS01760
OG0000246	GOM18_RS01250	DR084_RS02385
OG0000247	GOM18_RS01260	DR084_RS02395
OG0000248	GOM18_RS01270	DR084_RS02420
OG0000249	GOM18_RS01275	DR084_RS02425
OG0000250	GOM18_RS01290	DR084_RS00015
OG0000251	GOM18_RS01320	DR084_RS00045
OG0000252	GOM18_RS01330	DR084_RS00055
OG0000253	GOM18_RS01335	DR084_RS00060
OG0000254	GOM18_RS01345	DR084_RS00070
OG0000255	GOM18_RS01350	DR084_RS00075
OG0000256	GOM18_RS01355	DR084_RS00080
OG0000257	GOM18_RS01380	DR084_RS00105
OG0000258	GOM18_RS01390	DR084_RS00115
OG0000259	GOM18_RS01420	DR084_RS00145
OG0000260	GOM18_RS01430	DR084_RS00155
OG0000261	GOM18_RS04390	DR084_RS03450
OG0000262	GOM18_RS01455	DR084_RS00180
OG0000263	GOM18_RS01470	DR084_RS00195
OG0000264	GOM18_RS01485	DR084_RS00210
OG0000265	GOM18_RS01495	DR084_RS00220
OG0000266	GOM18_RS01510	DR084_RS00235
OG0000267	GOM18_RS01525	DR084_RS00250
OG0000268	GOM18_RS01530	DR084_RS00255
OG0000269	GOM18_RS01545	DR084_RS00270
OG0000270	GOM18_RS04280	DR084_RS03610
OG0000271	GOM18_RS00450	DR084_RS02445
OG0000272	GOM18_RS00445	DR084_RS02440
OG0000273	GOM18_RS00440	DR084_RS02435
OG0000274	GOM18_RS00420	DR084_RS02555
OG0000275	GOM18_RS04270	DR084_RS03630
OG0000276	GOM18_RS00410	DR084_RS02565
OG0000277	GOM18_RS00400	DR084_RS03635
OG0000278	GOM18_RS00395	DR084_RS02580
OG0000279	GOM18_RS00385	DR084_RS02590
OG0000280	GOM18_RS00380	DR084_RS02595
OG0000281	GOM18_RS00375	DR084_RS02600
OG0000282	GOM18_RS04310	DR084_RS02625
OG0000283	GOM18_RS00705	DR084_RS02630
OG0000284	GOM18_RS00710	DR084_RS02635
OG0000285	GOM18_RS04315	DR084_RS03650
OG0000286	GOM18_RS01875	DR084_RS00900
OG0000287	GOM18_RS01965	DR084_RS00875
OG0000288	GOM18_RS01975	DR084_RS00865
OG0000289	GOM18_RS01980	DR084_RS00860
OG0000290	GOM18_RS02090	DR084_RS00750
OG0000291	GOM18_RS02080	DR084_RS00760
OG0000292	GOM18_RS02075	DR084_RS00765
OG0000293	GOM18_RS02070	DR084_RS00770
OG0000294	GOM18_RS02060	DR084_RS00780
OG0000295	GOM18_RS02055	DR084_RS00785
OG0000296	GOM18_RS02015	DR084_RS00825
OG0000297	GOM18_RS02010	DR084_RS00830
OG0000298	GOM18_RS01285	DR084_RS00010
OG0000299	GOM18_RS03940	DR084_RS00030
OG0000300	GOM18_RS01480	DR084_RS00205
OG0000301	GOM18_RS01515	DR084_RS00240
OG0000302	GOM18_RS01520	DR084_RS00245
OG0000303	GOM18_RS01665	DR084_RS00380
OG0000304	GOM18_RS01710	DR084_RS00415
OG0000305	GOM18_RS01175	DR084_RS00545
OG0000306	GOM18_RS03130	DR084_RS00625
OG0000307	GOM18_RS03100	DR084_RS00660
OG0000308	GOM18_RS02110	DR084_RS00740
OG0000309	GOM18_RS02045	DR084_RS00795
OG0000310	GOM18_RS01970	DR084_RS00870
OG0000311	GOM18_RS01935	DR084_RS00925
OG0000312	GOM18_RS01920	DR084_RS00945
OG0000313	GOM18_RS03620	DR084_RS00995
OG0000314	GOM18_RS03245	DR084_RS01065
OG0000315	GOM18_RS02210	DR084_RS01095
OG0000316	GOM18_RS02220	DR084_RS01105
OG0000317	GOM18_RS02315	DR084_RS02730
OG0000318	GOM18_RS04425	DR084_RS03680
OG0000319	GOM18_RS02375	DR084_RS01795
OG0000320	GOM18_RS02500	DR084_RS01860
OG0000321	GOM18_RS02820	DR084_RS01925
OG0000322	GOM18_RS02780	DR084_RS01970
OG0000323	GOM18_RS02625	DR084_RS02815
OG0000324	GOM18_RS02415	DR084_RS01200
OG0000325	GOM18_RS00130	DR084_RS01240
OG0000326	GOM18_RS00225	DR084_RS01335
OG0000327	GOM18_RS00230	DR084_RS01340
OG0000328	GOM18_RS00315	DR084_RS01425
OG0000329	GOM18_RS00335	DR084_RS01445
OG0000330	GOM18_RS02890	DR084_RS01630
OG0000331	GOM18_RS01085	DR084_RS01745
OG0000332	GOM18_RS00975	DR084_RS02110
OG0000333	GOM18_RS00965	DR084_RS02120
OG0000334	GOM18_RS00865	DR084_RS02185
OG0000335	GOM18_RS00855	DR084_RS03575
OG0000336	GOM18_RS04265	DR084_RS03645
OG0000337	GOM18_RS00535	DR084_RS02255
OG0000338	GOM18_RS00575	DR084_RS02295
OG0000339	GOM18_RS02475	DR084_RS01880
OG0000340	GOM18_RS02840	DR084_RS01905
OG0000341	GOM18_RS02435	DR084_RS01180
OG0000342	GOM18_RS00160	DR084_RS01270
OG0000343	GOM18_RS00955	DR084_RS02130
OG0000344	GOM18_RS01680	DR084_RS00395
OG0000345	GOM18_RS01770	DR084_RS01560
OG0000346	GOM18_RS00370	DR084_RS03640
OG0000347	GOM18_RS02755	DR084_RS01995
OG0000348	GOM18_RS00235	DR084_RS03525
OG0000349	GOM18_RS04275	DR084_RS02545
OG0000350	GOM18_RS03090	DR084_RS02995
OG0000351	GOM18_RS01600	DR084_RS00330
OG0000352	GOM18_RS03265	DR084_RS01045
OG0000353	GOM18_RS02785	DR084_RS01965
OG0000354	GOM18_RS03455	DR084_RS00445
OG0000355	GOM18_RS04535	DR084_RS03495
OG0000356	GOM18_RS04420	DR084_RS03500
OG0000357	GOM18_RS04370	DR084_RS03560
OG0000358	GOM18_RS00990	DR084_RS02095
OG0000359	GOM18_RS04245	DR084_RS03520
OG0000360	GOM18_RS01385	DR084_RS00110
OG0000361	GOM18_RS01415	DR084_RS00140
OG0000362	GOM18_RS01990	DR084_RS00850
OG0000363	GOM18_RS04485	DR084_RS02040
OG0000365	GOM18_RS04440	DR084_RS03695
OG0000366	GOM18_RS02285	DR084_RS02700
OG0000367	GOM18_RS02295	DR084_RS02710
OG0000368	GOM18_RS00640	DR084_RS02360
OG0000369	GOM18_RS04300	DR084_RS03595
OG0000370	GOM18_RS00600	DR084_RS02320
OG0000371	GOM18_RS00595	DR084_RS02315
OG0000372	GOM18_RS00590	DR084_RS02310
OG0000373	GOM18_RS00565	DR084_RS02285
OG0000374	GOM18_RS00555	DR084_RS02275
OG0000375	GOM18_RS02370	DR084_RS01790
OG0000376	GOM18_RS02515	DR084_RS01845
OG0000377	GOM18_RS02505	DR084_RS01855
OG0000378	GOM18_RS02860	DR084_RS01890
OG0000380	GOM18_RS02765	DR084_RS01985
OG0000381	GOM18_RS02725	DR084_RS02025
OG0000382	GOM18_RS02695	DR084_RS02770
OG0000383	GOM18_RS02630	DR084_RS02810
OG0000384	GOM18_RS01620	DR084_RS00335
OG0000385	GOM18_RS01625	DR084_RS00340
OG0000386	GOM18_RS01645	DR084_RS00360
OG0000387	GOM18_RS01670	DR084_RS00385
OG0000388	GOM18_RS04395	DR084_RS03460
OG0000389	GOM18_RS03480	DR084_RS00425
OG0000390	GOM18_RS01155	DR084_RS00525
OG0000391	GOM18_RS01165	DR084_RS00535
OG0000392	GOM18_RS01190	DR084_RS00560
OG0000393	GOM18_RS04515	DR084_RS00615
OG0000395	GOM18_RS02165	DR084_RS00680
OG0000396	GOM18_RS01880	DR084_RS00985
OG0000397	GOM18_RS03280	DR084_RS01030
OG0000398	GOM18_RS03275	DR084_RS01035
OG0000399	GOM18_RS02195	DR084_RS01080
OG0000400	GOM18_RS01030	DR084_RS02055
OG0000401	GOM18_RS00970	DR084_RS02115
OG0000402	GOM18_RS00960	DR084_RS02125
OG0000403	GOM18_RS00950	DR084_RS02135
OG0000404	GOM18_RS00920	DR084_RS03565
OG0000405	GOM18_RS00905	DR084_RS02170
OG0000406	GOM18_RS00850	DR084_RS02200
OG0000407	GOM18_RS04360	DR084_RS03580
OG0000408	GOM18_RS00840	DR084_RS02210
OG0000409	GOM18_RS00835	DR084_RS02215
OG0000410	GOM18_RS00775	DR084_RS02860
OG0000411	GOM18_RS00785	DR084_RS02870
OG0000412	GOM18_RS00790	DR084_RS02875
OG0000413	GOM18_RS02615	DR084_RS01130
OG0000414	GOM18_RS02605	DR084_RS01140
OG0000415	GOM18_RS02600	DR084_RS01145
OG0000416	GOM18_RS02590	DR084_RS01155
OG0000417	GOM18_RS02430	DR084_RS01185
OG0000418	GOM18_RS02425	DR084_RS01190
OG0000419	GOM18_RS00140	DR084_RS01250
OG0000420	GOM18_RS00175	DR084_RS01285
OG0000421	GOM18_RS00210	DR084_RS01320
OG0000422	GOM18_RS00220	DR084_RS01330
OG0000423	GOM18_RS00275	DR084_RS01385
OG0000424	GOM18_RS00280	DR084_RS01390
OG0000425	GOM18_RS00290	DR084_RS01400
OG0000426	GOM18_RS04250	DR084_RS03530
OG0000427	GOM18_RS04255	DR084_RS03535
OG0000428	GOM18_RS00345	DR084_RS01455
OG0000429	GOM18_RS01780	DR084_RS01550
OG0000430	GOM18_RS01735	DR084_RS01595
OG0000431	GOM18_RS01725	DR084_RS01605
OG0000432	GOM18_RS02885	DR084_RS01625
OG0000433	GOM18_RS02900	DR084_RS01635
OG0000434	GOM18_RS02905	DR084_RS01640
OG0000435	GOM18_RS02920	DR084_RS01655
OG0000436	GOM18_RS02945	DR084_RS01690
OG0000437	GOM18_RS02955	DR084_RS01700
OG0000438	GOM18_RS02960	DR084_RS03545
OG0000439	GOM18_RS04495	DR084_RS01710
OG0000440	GOM18_RS04375	DR084_RS01725
OG0000441	GOM18_RS01065	DR084_RS01765
OG0000442	GOM18_RS01255	DR084_RS02390
OG0000443	GOM18_RS01300	DR084_RS00025
OG0000444	GOM18_RS01315	DR084_RS00040
OG0000445	GOM18_RS03665	DR084_RS00065
OG0000446	GOM18_RS01365	DR084_RS00090
OG0000447	GOM18_RS01370	DR084_RS00095
OG0000448	GOM18_RS01400	DR084_RS00125
OG0000449	GOM18_RS01425	DR084_RS00150
OG0000450	GOM18_RS01435	DR084_RS00160
OG0000451	GOM18_RS01475	DR084_RS00200
OG0000452	GOM18_RS01500	DR084_RS00225
OG0000453	GOM18_RS01535	DR084_RS00260
OG0000455	GOM18_RS00475	DR084_RS03615
OG0000456	GOM18_RS00695	DR084_RS02620
OG0000457	GOM18_RS00720	DR084_RS02645
OG0000458	GOM18_RS01960	DR084_RS00880
OG0000459	GOM18_RS01985	DR084_RS00855
OG0000460	GOM18_RS01995	DR084_RS00845
OG0000461	GOM18_RS02040	DR084_RS00800
OG0000462	GOM18_RS02035	DR084_RS00805
OG0000463	GOM18_RS02030	DR084_RS00810
OG0000464	GOM18_RS02025	DR084_RS00815
OG0000465	GOM18_RS02020	DR084_RS00820
OG0000466	GOM18_RS01505	DR084_RS00230
OG0000467	GOM18_RS04400	DR084_RS03485
OG0000468	GOM18_RS02190	DR084_RS01075
OG0000469	GOM18_RS02250	DR084_RS02850
OG0000470	GOM18_RS00270	DR084_RS01380
OG0000471	GOM18_RS00350	DR084_RS01460
OG0000472	GOM18_RS00765	DR084_RS02670
OG0000473	GOM18_RS00460	DR084_RS02455
OG0000474	GOM18_RS00465	DR084_RS02460
OG0000475	GOM18_RS00470	DR084_RS02465
OG0000476	GOM18_RS02580	DR084_RS02500
OG0000477	GOM18_RS02065	DR084_RS00775
OG0000478	GOM18_RS00405	DR084_RS02570
OG0000479	GOM18_RS02825	DR084_RS01920
OG0000480	GOM18_RS02255	DR084_RS03020
OG0000481	GOM18_RS00245	DR084_RS01355
OG0000482	GOM18_RS03160	DR084_RS01215
OG0000483	GOM18_RS02300	DR084_RS02715
OG0000484	GOM18_RS04385	DR084_RS03445
OG0000485	GOM18_RS02950	DR084_RS01695
OG0000486	GOM18_RS02450	DR084_RS01165
OG0000487	GOM18_RS04430	DR084_RS03685
OG0000488	GOM18_RS02270	DR084_RS02685
OG0000489	GOM18_RS00630	DR084_RS02350
OG0000490	GOM18_RS00570	DR084_RS02290
OG0000491	GOM18_RS02805	DR084_RS01940
OG0000492	GOM18_RS02735	DR084_RS02015
OG0000493	GOM18_RS01685	DR084_RS00400
OG0000494	GOM18_RS03450	DR084_RS00450
OG0000495	GOM18_RS01220	DR084_RS00590
OG0000496	GOM18_RS01230	DR084_RS00600
OG0000497	GOM18_RS01235	DR084_RS00605
OG0000498	GOM18_RS03070	DR084_RS00670
OG0000499	GOM18_RS02140	DR084_RS00710
OG0000500	GOM18_RS03270	DR084_RS01040
OG0000501	GOM18_RS01020	DR084_RS02065
OG0000502	GOM18_RS03150	DR084_RS01225
OG0000503	GOM18_RS00190	DR084_RS01300
OG0000504	GOM18_RS00325	DR084_RS01435
OG0000505	GOM18_RS01860	DR084_RS01470
OG0000506	GOM18_RS01850	DR084_RS01480
OG0000507	GOM18_RS01815	DR084_RS01515
OG0000508	GOM18_RS01360	DR084_RS00085
OG0000509	GOM18_RS01395	DR084_RS00120
OG0000510	GOM18_RS01405	DR084_RS00130
OG0000511	GOM18_RS01540	DR084_RS00265
OG0000512	GOM18_RS02000	DR084_RS00840
OG0000513	GOM18_RS00390	DR084_RS02585
OG0000514	GOM18_RS01195	DR084_RS00565
OG0000516	GOM18_RS04435	DR084_RS03415, DR084_RS03410
OG0000517	GOM18_RS00645	DR084_RS02365
OG0000518	GOM18_RS00980	DR084_RS02105
OG0000519	GOM18_RS00215	DR084_RS01325
OG0000520	GOM18_RS00340	DR084_RS01450
OG0000521	GOM18_RS01375	DR084_RS00100
OG0000522	GOM18_RS01410	DR084_RS00135
OG0000523	GOM18_RS00725	DR084_RS02650
OG0000524	GOM18_RS02115	DR084_RS00735
OG0000525	GOM18_RS04345	DR084_RS03715
OG0000528	GOM18_RS02240	DR084_RS03690
OG0000529	GOM18_RS02385	DR084_RS01805
OG0000530	GOM18_RS02485	DR084_RS01870
OG0000531	GOM18_RS02760	DR084_RS01990
OG0000534	GOM18_RS01490	DR084_RS00215
OG0000535	GOM18_RS04305	DR084_RS02345
OG0000536	GOM18_RS00505	DR084_RS02525
OG0000537	GOM18_RS00155	DR084_RS01265
OG0000538	GOM18_RS02910	DR084_RS01645
OG0000539	GOM18_RS01325	DR084_RS00050
OG0000540	GOM18_RS02085	DR084_RS00755
OG0000541	GOM18_RS02155	DR084_RS00695
OG0000542	GOM18_RS01460	DR084_RS00185
OG0000547	GOM18_RS01145	DR084_RS00515
OG0000548	GOM18_RS03615	DR084_RS00990
OG0000549	GOM18_RS04350	DR084_RS02675
OG0000550	GOM18_RS00425	DR084_RS02550
OG0000551	GOM18_RS01075	DR084_RS01755
OG0000555	GOM18_RS03930	DR084_RS03090
OG0000602	GOM18_RS02265	DR084_RS02680
