Orthogroup	MHP_98_genes	MHP_UFV01_genes
OG0000040	GOM18_RS00810	FEF30_RS03620
OG0000041	GOM18_RS00100	FEF30_RS00985
OG0000042	GOM18_RS01120	FEF30_RS03315
OG0000043	GOM18_RS03285	FEF30_RS02295, FEF30_RS02105
OG0000044	GOM18_RS04585	FEF30_RS04460
OG0000045	GOM18_RS03555	FEF30_RS01935, FEF30_RS01940
OG0000046	GOM18_RS03880, GOM18_RS03875	FEF30_RS04495
OG0000048	GOM18_RS02325	FEF30_RS02480
OG0000049	GOM18_RS01035	FEF30_RS03400
OG0000050	GOM18_RS01900	FEF30_RS02820
OG0000051	GOM18_RS02100	FEF30_RS03030
OG0000052	GOM18_RS00655	FEF30_RS00405
OG0000053	GOM18_RS04480	FEF30_RS04260
OG0000054	GOM18_RS01925	FEF30_RS02845
OG0000055	GOM18_RS01245	FEF30_RS00450
OG0000056	GOM18_RS00495	FEF30_RS00250
OG0000057	GOM18_RS01135	FEF30_RS03300
OG0000058	GOM18_RS00090	FEF30_RS02120
OG0000059	GOM18_RS03660	FEF30_RS02110
OG0000061	GOM18_RS03350	FEF30_RS01900
OG0000062	GOM18_RS00545	FEF30_RS00295
OG0000063	GOM18_RS04295	FEF30_RS04165
OG0000064	GOM18_RS00530	FEF30_RS00280
OG0000065	GOM18_RS02395	FEF30_RS02625
OG0000066	GOM18_RS02800	FEF30_RS01670
OG0000067	GOM18_RS01630	FEF30_RS00835
OG0000068	GOM18_RS03445	FEF30_RS00960
OG0000069	GOM18_RS01240, GOM18_RS03140	FEF30_RS03195
OG0000070	GOM18_RS01930	FEF30_RS02850
OG0000071	GOM18_RS00820	FEF30_RS03610
OG0000072	GOM18_RS04355	FEF30_RS04405
OG0000073	GOM18_RS00135	FEF30_RS01015
OG0000074	GOM18_RS04260	FEF30_RS04230
OG0000076	GOM18_RS01465	FEF30_RS00670
OG0000077	GOM18_RS01550	FEF30_RS00755
OG0000078	GOM18_RS03020	FEF30_RS01995
OG0000079	GOM18_RS02005	FEF30_RS02935
OG0000080	GOM18_RS03980	FEF30_RS02980
OG0000081	GOM18_RS01445	FEF30_RS00650
OG0000083	GOM18_RS02245	FEF30_RS02400
OG0000084	GOM18_RS02275	FEF30_RS02430
OG0000085	GOM18_RS02280	FEF30_RS02435
OG0000086	GOM18_RS02290	FEF30_RS02445
OG0000087	GOM18_RS02305	FEF30_RS02460
OG0000088	GOM18_RS02310	FEF30_RS02465
OG0000089	GOM18_RS02320	FEF30_RS02475
OG0000090	GOM18_RS00650	FEF30_RS00400
OG0000091	GOM18_RS00635	FEF30_RS00385
OG0000092	GOM18_RS00620	FEF30_RS00370
OG0000093	GOM18_RS00615	FEF30_RS00365
OG0000094	GOM18_RS00610	FEF30_RS00360
OG0000095	GOM18_RS00585	FEF30_RS00335
OG0000096	GOM18_RS00580	FEF30_RS00330
OG0000097	GOM18_RS00560	FEF30_RS00310
OG0000098	GOM18_RS00550	FEF30_RS00300
OG0000099	GOM18_RS04285	FEF30_RS04160
OG0000100	GOM18_RS00485	FEF30_RS00240
OG0000101	GOM18_RS00480	FEF30_RS00235
OG0000102	GOM18_RS02995	FEF30_RS02020
OG0000103	GOM18_RS02360	FEF30_RS02590
OG0000104	GOM18_RS02365	FEF30_RS02595
OG0000105	GOM18_RS02380	FEF30_RS02610
OG0000106	GOM18_RS02390	FEF30_RS02620
OG0000107	GOM18_RS02400	FEF30_RS02630
OG0000108	GOM18_RS02405	FEF30_RS02635
OG0000109	GOM18_RS02410	FEF30_RS02640
OG0000110	GOM18_RS02525	FEF30_RS02760
OG0000111	GOM18_RS02520	FEF30_RS02755
OG0000112	GOM18_RS02510	FEF30_RS02745
OG0000113	GOM18_RS02490	FEF30_RS02725
OG0000114	GOM18_RS02480	FEF30_RS02715
OG0000115	GOM18_RS02470	FEF30_RS02705
OG0000116	GOM18_RS02855	FEF30_RS01610
OG0000117	GOM18_RS02850	FEF30_RS01615
OG0000118	GOM18_RS02815	FEF30_RS01650
OG0000119	GOM18_RS02810	FEF30_RS01655
OG0000120	GOM18_RS02795	FEF30_RS01675
OG0000121	GOM18_RS02775	FEF30_RS01700
OG0000122	GOM18_RS02770	FEF30_RS01705
OG0000123	GOM18_RS02750	FEF30_RS01725
OG0000124	GOM18_RS02745	FEF30_RS01730
OG0000125	GOM18_RS02740	FEF30_RS01735
OG0000126	GOM18_RS02730	FEF30_RS01745
OG0000127	GOM18_RS02720	FEF30_RS01755
OG0000128	GOM18_RS02705	FEF30_RS01770
OG0000129	GOM18_RS02700	FEF30_RS01775
OG0000130	GOM18_RS02690	FEF30_RS01785
OG0000131	GOM18_RS04475	FEF30_RS04265
OG0000132	GOM18_RS04470	FEF30_RS04270
OG0000133	GOM18_RS01635	FEF30_RS00840
OG0000134	GOM18_RS01640	FEF30_RS00845
OG0000135	GOM18_RS01655	FEF30_RS00860
OG0000136	GOM18_RS01660	FEF30_RS00865
OG0000137	GOM18_RS01690	FEF30_RS00905
OG0000138	GOM18_RS03470	FEF30_RS00935
OG0000139	GOM18_RS03440	FEF30_RS00965
OG0000140	GOM18_RS03435	FEF30_RS00970
OG0000141	GOM18_RS01125	FEF30_RS03310
OG0000142	GOM18_RS04380	FEF30_RS04385
OG0000143	GOM18_RS01150	FEF30_RS03285
OG0000144	GOM18_RS01160	FEF30_RS03275
OG0000145	GOM18_RS01170	FEF30_RS03265
OG0000146	GOM18_RS01180	FEF30_RS03255
OG0000147	GOM18_RS01185	FEF30_RS03250
OG0000148	GOM18_RS01200	FEF30_RS03235
OG0000149	GOM18_RS01210	FEF30_RS03225
OG0000150	GOM18_RS01225	FEF30_RS03210
OG0000151	GOM18_RS03115	FEF30_RS03160
OG0000152	GOM18_RS03110	FEF30_RS03155
OG0000153	GOM18_RS03105	FEF30_RS03150
OG0000154	GOM18_RS03095	FEF30_RS03140
OG0000155	GOM18_RS02160	FEF30_RS03100
OG0000156	GOM18_RS02150	FEF30_RS03090
OG0000157	GOM18_RS04415	FEF30_RS04375
OG0000158	GOM18_RS04410	FEF30_RS04370
OG0000159	GOM18_RS01915	FEF30_RS02835
OG0000160	GOM18_RS01910	FEF30_RS02830
OG0000161	GOM18_RS01905	FEF30_RS02825
OG0000162	GOM18_RS01895	FEF30_RS02815
OG0000163	GOM18_RS01890	FEF30_RS02810
OG0000164	GOM18_RS03635	FEF30_RS01925
OG0000165	GOM18_RS03260	FEF30_RS02320
OG0000166	GOM18_RS02185	FEF30_RS02340
OG0000167	GOM18_RS02200	FEF30_RS02355
OG0000168	GOM18_RS02205	FEF30_RS02360
OG0000169	GOM18_RS01040	FEF30_RS03395
OG0000170	GOM18_RS01025	FEF30_RS04475
OG0000171	GOM18_RS01015	FEF30_RS03420
OG0000172	GOM18_RS01010	FEF30_RS03425
OG0000173	GOM18_RS01005	FEF30_RS03430
OG0000174	GOM18_RS01000	FEF30_RS03435
OG0000175	GOM18_RS00985	FEF30_RS03450
OG0000176	GOM18_RS00935	FEF30_RS03495
OG0000177	GOM18_RS00930	FEF30_RS03500
OG0000178	GOM18_RS00925	FEF30_RS03505
OG0000179	GOM18_RS00915	FEF30_RS03515
OG0000180	GOM18_RS00910	FEF30_RS03520
OG0000181	GOM18_RS04365	FEF30_RS04395
OG0000182	GOM18_RS00860	FEF30_RS03570
OG0000183	GOM18_RS00825	FEF30_RS03605
OG0000184	GOM18_RS00780	FEF30_RS00025
OG0000185	GOM18_RS00795	FEF30_RS00010
OG0000186	GOM18_RS04465	FEF30_RS04275
OG0000187	GOM18_RS02595	FEF30_RS01855
OG0000188	GOM18_RS02585	FEF30_RS01865
OG0000189	GOM18_RS04445	FEF30_RS04355
OG0000190	GOM18_RS02440	FEF30_RS02670
OG0000191	GOM18_RS02420	FEF30_RS02650
OG0000192	GOM18_RS03170	FEF30_RS01530
OG0000193	GOM18_RS03155	FEF30_RS01515
OG0000194	GOM18_RS00120	FEF30_RS01000
OG0000195	GOM18_RS00125	FEF30_RS01005
OG0000196	GOM18_RS00145	FEF30_RS01025
OG0000197	GOM18_RS00150	FEF30_RS01030
OG0000198	GOM18_RS00165	FEF30_RS01045
OG0000199	GOM18_RS00170	FEF30_RS01050
OG0000200	GOM18_RS00185	FEF30_RS01065
OG0000201	GOM18_RS00195	FEF30_RS01075
OG0000202	GOM18_RS00250	FEF30_RS01130
OG0000203	GOM18_RS00255	FEF30_RS01135
OG0000204	GOM18_RS00260	FEF30_RS01140
OG0000205	GOM18_RS00265	FEF30_RS01145
OG0000206	GOM18_RS00285	FEF30_RS01165
OG0000207	GOM18_RS00300	FEF30_RS01180
OG0000208	GOM18_RS00305	FEF30_RS01185
OG0000209	GOM18_RS00310	FEF30_RS01190
OG0000210	GOM18_RS00360	FEF30_RS01235
OG0000211	GOM18_RS01855	FEF30_RS01245
OG0000212	GOM18_RS01845	FEF30_RS01255
OG0000213	GOM18_RS01840	FEF30_RS01260
OG0000214	GOM18_RS01835	FEF30_RS01265
OG0000215	GOM18_RS01830	FEF30_RS01270
OG0000216	GOM18_RS01825	FEF30_RS01275
OG0000217	GOM18_RS01820	FEF30_RS01280
OG0000218	GOM18_RS01810	FEF30_RS01290
OG0000219	GOM18_RS01805	FEF30_RS01295
OG0000220	GOM18_RS01800	FEF30_RS01300
OG0000221	GOM18_RS01795	FEF30_RS01305
OG0000222	GOM18_RS01790	FEF30_RS01310
OG0000223	GOM18_RS01785	FEF30_RS01315
OG0000224	GOM18_RS01775	FEF30_RS01325
OG0000225	GOM18_RS01765	FEF30_RS01335
OG0000226	GOM18_RS01760	FEF30_RS01340
OG0000227	GOM18_RS01755	FEF30_RS01345
OG0000228	GOM18_RS04580	FEF30_RS04410
OG0000229	GOM18_RS01745	FEF30_RS01355
OG0000230	GOM18_RS01740	FEF30_RS01360
OG0000231	GOM18_RS01730	FEF30_RS01370
OG0000232	GOM18_RS01720	FEF30_RS01380
OG0000233	GOM18_RS02880	FEF30_RS01405
OG0000234	GOM18_RS02915	FEF30_RS01440
OG0000235	GOM18_RS02925	FEF30_RS01450
OG0000236	GOM18_RS02930	FEF30_RS01455
OG0000237	GOM18_RS02935	FEF30_RS01460
OG0000238	GOM18_RS02940	FEF30_RS01465
OG0000239	GOM18_RS01115	FEF30_RS03320
OG0000240	GOM18_RS01110	FEF30_RS03325
OG0000241	GOM18_RS01100	FEF30_RS03335
OG0000242	GOM18_RS01095	FEF30_RS03340
OG0000243	GOM18_RS01090	FEF30_RS03345
OG0000244	GOM18_RS01080	FEF30_RS03355
OG0000245	GOM18_RS01070	FEF30_RS03365
OG0000246	GOM18_RS01250	FEF30_RS00455
OG0000247	GOM18_RS01260	FEF30_RS00465
OG0000248	GOM18_RS01270	FEF30_RS00475
OG0000249	GOM18_RS01275	FEF30_RS03675, FEF30_RS00480
OG0000250	GOM18_RS01290	FEF30_RS00495
OG0000251	GOM18_RS01320	FEF30_RS00525
OG0000252	GOM18_RS01330	FEF30_RS00535
OG0000253	GOM18_RS01335	FEF30_RS00540
OG0000254	GOM18_RS01345	FEF30_RS00550
OG0000255	GOM18_RS01350	FEF30_RS00555
OG0000256	GOM18_RS01355	FEF30_RS00560
OG0000257	GOM18_RS01380	FEF30_RS00585
OG0000258	GOM18_RS01390	FEF30_RS00595
OG0000259	GOM18_RS01420	FEF30_RS00625
OG0000260	GOM18_RS01430	FEF30_RS00635
OG0000261	GOM18_RS04390	FEF30_RS04195
OG0000262	GOM18_RS01455	FEF30_RS00660
OG0000263	GOM18_RS01470	FEF30_RS00675
OG0000264	GOM18_RS01485	FEF30_RS00690
OG0000265	GOM18_RS01495	FEF30_RS00700
OG0000266	GOM18_RS01510	FEF30_RS00715
OG0000267	GOM18_RS01525	FEF30_RS00730
OG0000268	GOM18_RS01530	FEF30_RS00735
OG0000269	GOM18_RS01545	FEF30_RS00750
OG0000270	GOM18_RS04280	FEF30_RS04155
OG0000271	GOM18_RS00450	FEF30_RS00205
OG0000272	GOM18_RS00445	FEF30_RS00200
OG0000273	GOM18_RS00440	FEF30_RS00195
OG0000274	GOM18_RS00420	FEF30_RS00175
OG0000275	GOM18_RS04270	FEF30_RS04145
OG0000276	GOM18_RS00410	FEF30_RS00165
OG0000277	GOM18_RS00400	FEF30_RS00155
OG0000278	GOM18_RS00395	FEF30_RS00150
OG0000279	GOM18_RS00385	FEF30_RS00140
OG0000280	GOM18_RS00380	FEF30_RS00135
OG0000281	GOM18_RS00375	FEF30_RS00130
OG0000282	GOM18_RS04310	FEF30_RS04135
OG0000283	GOM18_RS00705	FEF30_RS00100
OG0000284	GOM18_RS00710	FEF30_RS00095
OG0000285	GOM18_RS04315	FEF30_RS04130
OG0000286	GOM18_RS01875	FEF30_RS02795
OG0000287	GOM18_RS01965	FEF30_RS02895
OG0000288	GOM18_RS01975	FEF30_RS02905
OG0000289	GOM18_RS01980	FEF30_RS02910
OG0000290	GOM18_RS02090	FEF30_RS03020
OG0000291	GOM18_RS02080	FEF30_RS03010
OG0000292	GOM18_RS02075	FEF30_RS03005
OG0000293	GOM18_RS02070	FEF30_RS03000
OG0000294	GOM18_RS02060	FEF30_RS02990
OG0000295	GOM18_RS02055	FEF30_RS02985
OG0000296	GOM18_RS02015	FEF30_RS02945
OG0000297	GOM18_RS02010	FEF30_RS02940
OG0000298	GOM18_RS01285	FEF30_RS00490
OG0000299	GOM18_RS03940	FEF30_RS00510
OG0000300	GOM18_RS01480	FEF30_RS00685
OG0000301	GOM18_RS01515	FEF30_RS00720
OG0000302	GOM18_RS01520	FEF30_RS00725
OG0000303	GOM18_RS01665	FEF30_RS00870
OG0000304	GOM18_RS01710	FEF30_RS01385
OG0000305	GOM18_RS01175	FEF30_RS03260
OG0000306	GOM18_RS03130	FEF30_RS03185
OG0000307	GOM18_RS03100	FEF30_RS03145
OG0000308	GOM18_RS02110	FEF30_RS03040
OG0000309	GOM18_RS02045	FEF30_RS02975
OG0000310	GOM18_RS01970	FEF30_RS02900
OG0000311	GOM18_RS01935	FEF30_RS02855
OG0000312	GOM18_RS01920	FEF30_RS02840
OG0000313	GOM18_RS03620	FEF30_RS01915
OG0000314	GOM18_RS03245	FEF30_RS02335
OG0000315	GOM18_RS02210	FEF30_RS02365
OG0000316	GOM18_RS02220	FEF30_RS02375
OG0000317	GOM18_RS02315	FEF30_RS02470
OG0000318	GOM18_RS04425	FEF30_RS04320
OG0000319	GOM18_RS02375	FEF30_RS02605
OG0000320	GOM18_RS02500	FEF30_RS02735
OG0000321	GOM18_RS02820	FEF30_RS01645
OG0000322	GOM18_RS02780	FEF30_RS01695
OG0000323	GOM18_RS02625	FEF30_RS01825
OG0000324	GOM18_RS02415	FEF30_RS02645
OG0000325	GOM18_RS00130	FEF30_RS01010
OG0000326	GOM18_RS00225	FEF30_RS01105
OG0000327	GOM18_RS00230	FEF30_RS01110
OG0000328	GOM18_RS00315	FEF30_RS01195
OG0000329	GOM18_RS00335	FEF30_RS01215
OG0000330	GOM18_RS02890	FEF30_RS01415
OG0000331	GOM18_RS01085	FEF30_RS03350
OG0000332	GOM18_RS00975	FEF30_RS03460
OG0000333	GOM18_RS00965	FEF30_RS03470
OG0000334	GOM18_RS00865	FEF30_RS03565
OG0000335	GOM18_RS00855	FEF30_RS03575
OG0000336	GOM18_RS04265	FEF30_RS04140
OG0000337	GOM18_RS00535	FEF30_RS00285
OG0000338	GOM18_RS00575	FEF30_RS00325
OG0000339	GOM18_RS02475	FEF30_RS02710
OG0000340	GOM18_RS02840	FEF30_RS01625
OG0000341	GOM18_RS02435	FEF30_RS02665
OG0000342	GOM18_RS00160	FEF30_RS01040
OG0000343	GOM18_RS00955	FEF30_RS03480
OG0000344	GOM18_RS01680	FEF30_RS00885
OG0000345	GOM18_RS01770	FEF30_RS01330
OG0000346	GOM18_RS00370	FEF30_RS00125
OG0000347	GOM18_RS02755	FEF30_RS01720
OG0000348	GOM18_RS00235	FEF30_RS01115
OG0000349	GOM18_RS04275	FEF30_RS04150
OG0000350	GOM18_RS03090	FEF30_RS03135
OG0000351	GOM18_RS01600	FEF30_RS00805
OG0000352	GOM18_RS03265	FEF30_RS02315
OG0000353	GOM18_RS02785	FEF30_RS01690
OG0000354	GOM18_RS03455	FEF30_RS00950
OG0000355	GOM18_RS04535	FEF30_RS04310
OG0000356	GOM18_RS04420	FEF30_RS04315
OG0000357	GOM18_RS04370	FEF30_RS04390
OG0000358	GOM18_RS00990	FEF30_RS03445
OG0000359	GOM18_RS04245	FEF30_RS04215
OG0000360	GOM18_RS01385	FEF30_RS00590
OG0000361	GOM18_RS01415	FEF30_RS00620
OG0000362	GOM18_RS01990	FEF30_RS02920
OG0000363	GOM18_RS04485	FEF30_RS01760
OG0000364	GOM18_RS04185	FEF30_RS02275
OG0000365	GOM18_RS04440	FEF30_RS04335
OG0000366	GOM18_RS02285	FEF30_RS02440
OG0000367	GOM18_RS02295	FEF30_RS02450
OG0000368	GOM18_RS00640	FEF30_RS00390
OG0000369	GOM18_RS04300	FEF30_RS04170
OG0000370	GOM18_RS00600	FEF30_RS00350
OG0000371	GOM18_RS00595	FEF30_RS00345
OG0000372	GOM18_RS00590	FEF30_RS00340
OG0000373	GOM18_RS00565	FEF30_RS00315
OG0000374	GOM18_RS00555	FEF30_RS00305
OG0000375	GOM18_RS02370	FEF30_RS02600
OG0000376	GOM18_RS02515	FEF30_RS02750
OG0000377	GOM18_RS02505	FEF30_RS02740
OG0000378	GOM18_RS02860	FEF30_RS01605
OG0000380	GOM18_RS02765	FEF30_RS01710
OG0000381	GOM18_RS02725	FEF30_RS01750
OG0000382	GOM18_RS02695	FEF30_RS01780
OG0000383	GOM18_RS02630	FEF30_RS01820
OG0000384	GOM18_RS01620	FEF30_RS00825
OG0000385	GOM18_RS01625	FEF30_RS00830
OG0000386	GOM18_RS01645	FEF30_RS00850
OG0000387	GOM18_RS01670	FEF30_RS00875
OG0000388	GOM18_RS04395	FEF30_RS04205
OG0000389	GOM18_RS03480	FEF30_RS00930
OG0000390	GOM18_RS01155	FEF30_RS03280
OG0000391	GOM18_RS01165	FEF30_RS03270
OG0000392	GOM18_RS01190	FEF30_RS03245
OG0000393	GOM18_RS04515	FEF30_RS04380
OG0000395	GOM18_RS02165	FEF30_RS03105
OG0000396	GOM18_RS01880	FEF30_RS02800
OG0000397	GOM18_RS03280	FEF30_RS02300
OG0000398	GOM18_RS03275	FEF30_RS02305
OG0000399	GOM18_RS02195	FEF30_RS02350
OG0000400	GOM18_RS01030	FEF30_RS03405
OG0000401	GOM18_RS00970	FEF30_RS03465
OG0000402	GOM18_RS00960	FEF30_RS03475
OG0000403	GOM18_RS00950	FEF30_RS03485
OG0000404	GOM18_RS00920	FEF30_RS03510
OG0000405	GOM18_RS00905	FEF30_RS04480
OG0000406	GOM18_RS00850	FEF30_RS03580
OG0000407	GOM18_RS04360	FEF30_RS04400
OG0000408	GOM18_RS00840	FEF30_RS03590
OG0000409	GOM18_RS00835	FEF30_RS03595
OG0000410	GOM18_RS00775	FEF30_RS00030
OG0000411	GOM18_RS00785	FEF30_RS00020
OG0000412	GOM18_RS00790	FEF30_RS00015
OG0000413	GOM18_RS02615	FEF30_RS01835
OG0000414	GOM18_RS02605	FEF30_RS01845
OG0000415	GOM18_RS02600	FEF30_RS01850
OG0000416	GOM18_RS02590	FEF30_RS01860
OG0000417	GOM18_RS02430	FEF30_RS02660
OG0000418	GOM18_RS02425	FEF30_RS02655
OG0000419	GOM18_RS00140	FEF30_RS01020
OG0000420	GOM18_RS00175	FEF30_RS01055
OG0000421	GOM18_RS00210	FEF30_RS01090
OG0000422	GOM18_RS00220	FEF30_RS01100
OG0000423	GOM18_RS00275	FEF30_RS01155
OG0000424	GOM18_RS00280	FEF30_RS01160
OG0000425	GOM18_RS00290	FEF30_RS01170
OG0000426	GOM18_RS04250	FEF30_RS04220
OG0000427	GOM18_RS04255	FEF30_RS04225
OG0000428	GOM18_RS00345	FEF30_RS01225
OG0000429	GOM18_RS01780	FEF30_RS01320
OG0000430	GOM18_RS01735	FEF30_RS01365
OG0000431	GOM18_RS01725	FEF30_RS01375
OG0000432	GOM18_RS02885	FEF30_RS01410
OG0000433	GOM18_RS02900	FEF30_RS01425
OG0000434	GOM18_RS02905	FEF30_RS01430
OG0000435	GOM18_RS02920	FEF30_RS01445
OG0000436	GOM18_RS02945	FEF30_RS01470
OG0000437	GOM18_RS02955	FEF30_RS01480
OG0000438	GOM18_RS02960	FEF30_RS01485
OG0000439	GOM18_RS04495	FEF30_RS04235
OG0000440	GOM18_RS04375	FEF30_RS03330
OG0000441	GOM18_RS01065	FEF30_RS03370
OG0000442	GOM18_RS01255	FEF30_RS00460
OG0000443	GOM18_RS01300	FEF30_RS00505
OG0000444	GOM18_RS01315	FEF30_RS00520
OG0000445	GOM18_RS03665	FEF30_RS00545
OG0000446	GOM18_RS01365	FEF30_RS00570
OG0000447	GOM18_RS01370	FEF30_RS00575
OG0000448	GOM18_RS01400	FEF30_RS00605
OG0000449	GOM18_RS01425	FEF30_RS00630
OG0000450	GOM18_RS01435	FEF30_RS00640
OG0000451	GOM18_RS01475	FEF30_RS00680
OG0000452	GOM18_RS01500	FEF30_RS00705
OG0000453	GOM18_RS01535	FEF30_RS00740
OG0000455	GOM18_RS00475	FEF30_RS00230
OG0000456	GOM18_RS00695	FEF30_RS00110
OG0000457	GOM18_RS00720	FEF30_RS00085
OG0000458	GOM18_RS01960	FEF30_RS02890
OG0000459	GOM18_RS01985	FEF30_RS02915
OG0000460	GOM18_RS01995	FEF30_RS02925
OG0000461	GOM18_RS02040	FEF30_RS02970
OG0000462	GOM18_RS02035	FEF30_RS02965
OG0000463	GOM18_RS02030	FEF30_RS02960
OG0000464	GOM18_RS02025	FEF30_RS02955
OG0000465	GOM18_RS02020	FEF30_RS02950
OG0000466	GOM18_RS01505	FEF30_RS00710
OG0000467	GOM18_RS04400	FEF30_RS04360
OG0000468	GOM18_RS02190	FEF30_RS02345
OG0000469	GOM18_RS02250	FEF30_RS02405
OG0000470	GOM18_RS00270	FEF30_RS01150
OG0000471	GOM18_RS00350	FEF30_RS01230
OG0000472	GOM18_RS00765	FEF30_RS00040
OG0000473	GOM18_RS00460	FEF30_RS00215
OG0000474	GOM18_RS00465	FEF30_RS00220
OG0000475	GOM18_RS00470	FEF30_RS00225
OG0000476	GOM18_RS02580	FEF30_RS01870
OG0000477	GOM18_RS02065	FEF30_RS02995
OG0000478	GOM18_RS00405	FEF30_RS00160
OG0000479	GOM18_RS02825	FEF30_RS01640
OG0000480	GOM18_RS02255	FEF30_RS02410
OG0000481	GOM18_RS00245	FEF30_RS01125
OG0000482	GOM18_RS03160	FEF30_RS01520
OG0000483	GOM18_RS02300	FEF30_RS02455
OG0000484	GOM18_RS04385	FEF30_RS04190
OG0000485	GOM18_RS02950	FEF30_RS01475
OG0000486	GOM18_RS02450	FEF30_RS02680
OG0000487	GOM18_RS04430	FEF30_RS04325
OG0000488	GOM18_RS02270	FEF30_RS02425
OG0000489	GOM18_RS00630	FEF30_RS00380
OG0000490	GOM18_RS00570	FEF30_RS00320
OG0000491	GOM18_RS02805	FEF30_RS01660
OG0000492	GOM18_RS02735	FEF30_RS01740
OG0000493	GOM18_RS01685	FEF30_RS00890
OG0000494	GOM18_RS03450	FEF30_RS00955
OG0000495	GOM18_RS01220	FEF30_RS03215
OG0000496	GOM18_RS01230	FEF30_RS03205
OG0000497	GOM18_RS01235	FEF30_RS03200
OG0000498	GOM18_RS03070	FEF30_RS03115
OG0000499	GOM18_RS02140	FEF30_RS03080
OG0000500	GOM18_RS03270	FEF30_RS02310
OG0000502	GOM18_RS03150	FEF30_RS01510
OG0000503	GOM18_RS00190	FEF30_RS01070
OG0000504	GOM18_RS00325	FEF30_RS01205
OG0000505	GOM18_RS01860	FEF30_RS01240
OG0000506	GOM18_RS01850	FEF30_RS01250
OG0000507	GOM18_RS01815	FEF30_RS01285
OG0000508	GOM18_RS01360	FEF30_RS00565
OG0000509	GOM18_RS01395	FEF30_RS00600
OG0000510	GOM18_RS01405	FEF30_RS00610
OG0000511	GOM18_RS01540	FEF30_RS00745
OG0000512	GOM18_RS02000	FEF30_RS02930
OG0000513	GOM18_RS00390	FEF30_RS00145
OG0000514	GOM18_RS01195	FEF30_RS03240
OG0000515	GOM18_RS02570	FEF30_RS01895, FEF30_RS01890, FEF30_RS01885
OG0000516	GOM18_RS04435	FEF30_RS04330
OG0000517	GOM18_RS00645	FEF30_RS00395
OG0000518	GOM18_RS00980	FEF30_RS03455
OG0000519	GOM18_RS00215	FEF30_RS01095
OG0000520	GOM18_RS00340	FEF30_RS01220
