Orthogroup	MHP_98_genes	MHP_ES2_genes
OG0000073	GOM18_RS00135	E5E95_RS00705
OG0000074	GOM18_RS04260	E5E95_RS00900
OG0000075	GOM18_RS01450	E5E95_RS00340
OG0000076	GOM18_RS01465	E5E95_RS00355
OG0000077	GOM18_RS01550	E5E95_RS00445
OG0000079	GOM18_RS02005	E5E95_RS02760
OG0000080	GOM18_RS03980	E5E95_RS03935
OG0000081	GOM18_RS01445	E5E95_RS00335
OG0000083	GOM18_RS02245	E5E95_RS02140
OG0000084	GOM18_RS02275	E5E95_RS02165
OG0000085	GOM18_RS02280	E5E95_RS02170
OG0000086	GOM18_RS02290	E5E95_RS02180
OG0000087	GOM18_RS02305	E5E95_RS02195
OG0000088	GOM18_RS02310	E5E95_RS02200
OG0000089	GOM18_RS02320	E5E95_RS02210
OG0000090	GOM18_RS00650	E5E95_RS00070
OG0000091	GOM18_RS00635	E5E95_RS00055
OG0000092	GOM18_RS00620	E5E95_RS00040
OG0000093	GOM18_RS00615	E5E95_RS00035
OG0000094	GOM18_RS00610	E5E95_RS00030
OG0000095	GOM18_RS00585	E5E95_RS00005
OG0000096	GOM18_RS00580	E5E95_RS03840
OG0000097	GOM18_RS00560	E5E95_RS03820
OG0000098	GOM18_RS00550	E5E95_RS03810
OG0000099	GOM18_RS04285	E5E95_RS03760
OG0000100	GOM18_RS00485	E5E95_RS03740
OG0000101	GOM18_RS00480	E5E95_RS03735
OG0000102	GOM18_RS02995	E5E95_RS01815
OG0000103	GOM18_RS02360	E5E95_RS02330
OG0000104	GOM18_RS02365	E5E95_RS02335
OG0000105	GOM18_RS02380	E5E95_RS02350
OG0000106	GOM18_RS02390	E5E95_RS02360
OG0000107	GOM18_RS02400	E5E95_RS02370
OG0000108	GOM18_RS02405	E5E95_RS02375
OG0000109	GOM18_RS02410	E5E95_RS02380
OG0000110	GOM18_RS02525	E5E95_RS02595
OG0000111	GOM18_RS02520	E5E95_RS02590
OG0000112	GOM18_RS02510	E5E95_RS02580
OG0000113	GOM18_RS02490	E5E95_RS02560
OG0000114	GOM18_RS02480	E5E95_RS04300
OG0000115	GOM18_RS02470	E5E95_RS02535
OG0000116	GOM18_RS02855	E5E95_RS01315
OG0000117	GOM18_RS02850	E5E95_RS01320
OG0000118	GOM18_RS02815	E5E95_RS01355
OG0000119	GOM18_RS02810	E5E95_RS01360
OG0000120	GOM18_RS02795	E5E95_RS01375
OG0000121	GOM18_RS02775	E5E95_RS01400
OG0000122	GOM18_RS02770	E5E95_RS01405
OG0000123	GOM18_RS02750	E5E95_RS01425
OG0000124	GOM18_RS02745	E5E95_RS01430
OG0000125	GOM18_RS02740	E5E95_RS01435
OG0000126	GOM18_RS02730	E5E95_RS01445
OG0000127	GOM18_RS02720	E5E95_RS01455
OG0000128	GOM18_RS02705	E5E95_RS01470
OG0000129	GOM18_RS02700	E5E95_RS01475
OG0000130	GOM18_RS02690	E5E95_RS01485
OG0000131	GOM18_RS04475	E5E95_RS01515
OG0000132	GOM18_RS04470	E5E95_RS01530
OG0000133	GOM18_RS01635	E5E95_RS00530
OG0000134	GOM18_RS01640	E5E95_RS00535
OG0000135	GOM18_RS01655	E5E95_RS00550
OG0000136	GOM18_RS01660	E5E95_RS00555
OG0000137	GOM18_RS01690	E5E95_RS00585
OG0000138	GOM18_RS03470	E5E95_RS00620
OG0000139	GOM18_RS03440	E5E95_RS00650
OG0000140	GOM18_RS03435	E5E95_RS00655
OG0000141	GOM18_RS01125	E5E95_RS03135
OG0000142	GOM18_RS04380	E5E95_RS03130
OG0000143	GOM18_RS01150	E5E95_RS03105
OG0000144	GOM18_RS01160	E5E95_RS03095
OG0000145	GOM18_RS01170	E5E95_RS03085
OG0000146	GOM18_RS01180	E5E95_RS03075
OG0000147	GOM18_RS01185	E5E95_RS03070
OG0000148	GOM18_RS01200	E5E95_RS03055
OG0000149	GOM18_RS01210	E5E95_RS03045
OG0000150	GOM18_RS01225	E5E95_RS03030
OG0000151	GOM18_RS03115	E5E95_RS02985
OG0000152	GOM18_RS03110	E5E95_RS02980
OG0000153	GOM18_RS03105	E5E95_RS02975
OG0000154	GOM18_RS03095	E5E95_RS02965
OG0000155	GOM18_RS02160	E5E95_RS02925
OG0000156	GOM18_RS02150	E5E95_RS02915
OG0000157	GOM18_RS04415	E5E95_RS02910
OG0000158	GOM18_RS04410	E5E95_RS02905
OG0000159	GOM18_RS01915	E5E95_RS04310
OG0000160	GOM18_RS01910	E5E95_RS02665
OG0000161	GOM18_RS01905	E5E95_RS02660
OG0000162	GOM18_RS01895	E5E95_RS02650
OG0000163	GOM18_RS01890	E5E95_RS02645
OG0000164	GOM18_RS03635	E5E95_RS01630
OG0000165	GOM18_RS03260	E5E95_RS02055
OG0000166	GOM18_RS02185	E5E95_RS02080
OG0000167	GOM18_RS02200	E5E95_RS02095
OG0000168	GOM18_RS02205	E5E95_RS02100
OG0000169	GOM18_RS01040	E5E95_RS03255
OG0000170	GOM18_RS01025	E5E95_RS03270
OG0000171	GOM18_RS01015	E5E95_RS03280
OG0000172	GOM18_RS01010	E5E95_RS03285
OG0000173	GOM18_RS01005	E5E95_RS03290
OG0000174	GOM18_RS01000	E5E95_RS03295
OG0000175	GOM18_RS00985	E5E95_RS03310
OG0000176	GOM18_RS00935	E5E95_RS03360
OG0000177	GOM18_RS00930	E5E95_RS03365
OG0000178	GOM18_RS00925	E5E95_RS03370
OG0000179	GOM18_RS00915	E5E95_RS03380
OG0000180	GOM18_RS00910	E5E95_RS03385
OG0000181	GOM18_RS04365	E5E95_RS03435
OG0000182	GOM18_RS00860	E5E95_RS03445
OG0000183	GOM18_RS00825	E5E95_RS03480
OG0000184	GOM18_RS00780	E5E95_RS03525
OG0000185	GOM18_RS00795	E5E95_RS03510
OG0000186	GOM18_RS04465	E5E95_RS01540
OG0000187	GOM18_RS02595	E5E95_RS01555
OG0000188	GOM18_RS02585	E5E95_RS01565
OG0000189	GOM18_RS04445	E5E95_RS02415
OG0000190	GOM18_RS02440	E5E95_RS02410
OG0000191	GOM18_RS02420	E5E95_RS02390
OG0000192	GOM18_RS03170	E5E95_RS01235
OG0000193	GOM18_RS03155	E5E95_RS01225
OG0000194	GOM18_RS00120	E5E95_RS00690
OG0000195	GOM18_RS00125	E5E95_RS00695
OG0000196	GOM18_RS00145	E5E95_RS00715
OG0000197	GOM18_RS00150	E5E95_RS00720
OG0000198	GOM18_RS00165	E5E95_RS00735
OG0000199	GOM18_RS00170	E5E95_RS00740
OG0000200	GOM18_RS00185	E5E95_RS00755
OG0000201	GOM18_RS00195	E5E95_RS00765
OG0000202	GOM18_RS00250	E5E95_RS00820
OG0000203	GOM18_RS00255	E5E95_RS00825
OG0000204	GOM18_RS00260	E5E95_RS00830
OG0000205	GOM18_RS00265	E5E95_RS00835
OG0000206	GOM18_RS00285	E5E95_RS00855
OG0000207	GOM18_RS00300	E5E95_RS00870
OG0000208	GOM18_RS00305	E5E95_RS00875
OG0000209	GOM18_RS00310	E5E95_RS00880
OG0000210	GOM18_RS00360	E5E95_RS00925
OG0000211	GOM18_RS01855	E5E95_RS00955
OG0000212	GOM18_RS01845	E5E95_RS00965
OG0000213	GOM18_RS01840	E5E95_RS00970
OG0000214	GOM18_RS01835	E5E95_RS00975
OG0000215	GOM18_RS01830	E5E95_RS00980
OG0000216	GOM18_RS01825	E5E95_RS00985
OG0000217	GOM18_RS01820	E5E95_RS00995
OG0000218	GOM18_RS01810	E5E95_RS01000
OG0000219	GOM18_RS01805	E5E95_RS01005
OG0000220	GOM18_RS01800	E5E95_RS01010
OG0000221	GOM18_RS01795	E5E95_RS01015
OG0000222	GOM18_RS01790	E5E95_RS01020
OG0000223	GOM18_RS01785	E5E95_RS01025
OG0000224	GOM18_RS01775	E5E95_RS01035
OG0000225	GOM18_RS01765	E5E95_RS01045
OG0000226	GOM18_RS01760	E5E95_RS01050
OG0000227	GOM18_RS01755	E5E95_RS01055
OG0000228	GOM18_RS04580	E5E95_RS04285
OG0000229	GOM18_RS01745	E5E95_RS01065
OG0000230	GOM18_RS01740	E5E95_RS01070
OG0000231	GOM18_RS01730	E5E95_RS01080
OG0000232	GOM18_RS01720	E5E95_RS01090
OG0000233	GOM18_RS02880	E5E95_RS01110
OG0000234	GOM18_RS02915	E5E95_RS01145
OG0000235	GOM18_RS02925	E5E95_RS01155
OG0000236	GOM18_RS02930	E5E95_RS01160
OG0000237	GOM18_RS02935	E5E95_RS01165
OG0000238	GOM18_RS02940	E5E95_RS01175
OG0000239	GOM18_RS01115	E5E95_RS03145
OG0000240	GOM18_RS01110	E5E95_RS03150
OG0000241	GOM18_RS01100	E5E95_RS03160
OG0000242	GOM18_RS01095	E5E95_RS03165
OG0000243	GOM18_RS01090	E5E95_RS03170
OG0000244	GOM18_RS01080	E5E95_RS03180
OG0000245	GOM18_RS01070	E5E95_RS03190
OG0000246	GOM18_RS01250	E5E95_RS00130
OG0000247	GOM18_RS01260	E5E95_RS00140
OG0000248	GOM18_RS01270	E5E95_RS00150
OG0000249	GOM18_RS01275	E5E95_RS00155
OG0000250	GOM18_RS01290	E5E95_RS00170
OG0000251	GOM18_RS01320	E5E95_RS00205
OG0000252	GOM18_RS01330	E5E95_RS00215
OG0000253	GOM18_RS01335	E5E95_RS00220
OG0000254	GOM18_RS01345	E5E95_RS00230
OG0000255	GOM18_RS01350	E5E95_RS00240
OG0000256	GOM18_RS01355	E5E95_RS00245
OG0000257	GOM18_RS01380	E5E95_RS00270
OG0000258	GOM18_RS01390	E5E95_RS00280
OG0000259	GOM18_RS01420	E5E95_RS00310
OG0000260	GOM18_RS01430	E5E95_RS00320
OG0000261	GOM18_RS04390	E5E95_RS00330
OG0000262	GOM18_RS01455	E5E95_RS00350
OG0000263	GOM18_RS01470	E5E95_RS00360
OG0000264	GOM18_RS01485	E5E95_RS00375
OG0000265	GOM18_RS01495	E5E95_RS00385
OG0000266	GOM18_RS01510	E5E95_RS00400
OG0000267	GOM18_RS01525	E5E95_RS00415
OG0000268	GOM18_RS01530	E5E95_RS00420
OG0000269	GOM18_RS01545	E5E95_RS00435
OG0000270	GOM18_RS04280	E5E95_RS03710
OG0000271	GOM18_RS00450	E5E95_RS03705
OG0000272	GOM18_RS00445	E5E95_RS03700
OG0000273	GOM18_RS00440	E5E95_RS03695
OG0000274	GOM18_RS00420	E5E95_RS03675
OG0000275	GOM18_RS04270	E5E95_RS03670
OG0000276	GOM18_RS00410	E5E95_RS03665
OG0000277	GOM18_RS00400	E5E95_RS03655
OG0000278	GOM18_RS00395	E5E95_RS03650
OG0000279	GOM18_RS00385	E5E95_RS03640
OG0000280	GOM18_RS00380	E5E95_RS03635
OG0000281	GOM18_RS00375	E5E95_RS03630
OG0000282	GOM18_RS04310	E5E95_RS03605
OG0000283	GOM18_RS00705	E5E95_RS03600
OG0000284	GOM18_RS00710	E5E95_RS03595
OG0000285	GOM18_RS04315	E5E95_RS03590
OG0000286	GOM18_RS01875	E5E95_RS04305
OG0000287	GOM18_RS01965	E5E95_RS02720
OG0000288	GOM18_RS01975	E5E95_RS02730
OG0000289	GOM18_RS01980	E5E95_RS02735
OG0000290	GOM18_RS02090	E5E95_RS02845
OG0000291	GOM18_RS02080	E5E95_RS02835
OG0000292	GOM18_RS02075	E5E95_RS02830
OG0000293	GOM18_RS02070	E5E95_RS02825
OG0000294	GOM18_RS02060	E5E95_RS02815
OG0000295	GOM18_RS02055	E5E95_RS02810
OG0000296	GOM18_RS02015	E5E95_RS02770
OG0000297	GOM18_RS02010	E5E95_RS02765
OG0000298	GOM18_RS01285	E5E95_RS00165
OG0000299	GOM18_RS03940	E5E95_RS00190
OG0000300	GOM18_RS01480	E5E95_RS00370
OG0000301	GOM18_RS01515	E5E95_RS00405
OG0000302	GOM18_RS01520	E5E95_RS00410
OG0000303	GOM18_RS01665	E5E95_RS00560
OG0000304	GOM18_RS01710	E5E95_RS01095
OG0000305	GOM18_RS01175	E5E95_RS03080
OG0000306	GOM18_RS03130	E5E95_RS03005
OG0000307	GOM18_RS03100	E5E95_RS02970
OG0000308	GOM18_RS02110	E5E95_RS02875
OG0000309	GOM18_RS02045	E5E95_RS02800
OG0000310	GOM18_RS01970	E5E95_RS02725
OG0000311	GOM18_RS01935	E5E95_RS02690
OG0000312	GOM18_RS01920	E5E95_RS02675
OG0000313	GOM18_RS03620	E5E95_RS01620
OG0000314	GOM18_RS03245	E5E95_RS02075
OG0000315	GOM18_RS02210	E5E95_RS02105
OG0000316	GOM18_RS02220	E5E95_RS02115
OG0000317	GOM18_RS02315	E5E95_RS02205
OG0000318	GOM18_RS04425	E5E95_RS02120
OG0000319	GOM18_RS02375	E5E95_RS02345
OG0000320	GOM18_RS02500	E5E95_RS02570
OG0000321	GOM18_RS02820	E5E95_RS01350
OG0000322	GOM18_RS02780	E5E95_RS01395
OG0000323	GOM18_RS02625	E5E95_RS01525
OG0000324	GOM18_RS02415	E5E95_RS02385
OG0000325	GOM18_RS00130	E5E95_RS00700
OG0000326	GOM18_RS00225	E5E95_RS00795
OG0000327	GOM18_RS00230	E5E95_RS00800
OG0000328	GOM18_RS00315	E5E95_RS00885
OG0000329	GOM18_RS00335	E5E95_RS00905
OG0000330	GOM18_RS02890	E5E95_RS01120
OG0000331	GOM18_RS01085	E5E95_RS03175
OG0000332	GOM18_RS00975	E5E95_RS03320
OG0000333	GOM18_RS00965	E5E95_RS03330
OG0000334	GOM18_RS00865	E5E95_RS03440
OG0000335	GOM18_RS00855	E5E95_RS03450
OG0000336	GOM18_RS04265	E5E95_RS03620
OG0000337	GOM18_RS00535	E5E95_RS03795
OG0000338	GOM18_RS00575	E5E95_RS03835
OG0000339	GOM18_RS02475	E5E95_RS02540
OG0000340	GOM18_RS02840	E5E95_RS01330
OG0000341	GOM18_RS02435	E5E95_RS02405
OG0000342	GOM18_RS00160	E5E95_RS00730
OG0000343	GOM18_RS00955	E5E95_RS03340
OG0000344	GOM18_RS01680	E5E95_RS00575
OG0000345	GOM18_RS01770	E5E95_RS01040
OG0000346	GOM18_RS00370	E5E95_RS03625
OG0000347	GOM18_RS02755	E5E95_RS01420
OG0000348	GOM18_RS00235	E5E95_RS00805
OG0000349	GOM18_RS04275	E5E95_RS03685
OG0000350	GOM18_RS03090	E5E95_RS02960
OG0000351	GOM18_RS01600	E5E95_RS00495
OG0000352	GOM18_RS03265	E5E95_RS02050
OG0000353	GOM18_RS02785	E5E95_RS01390
OG0000354	GOM18_RS03455	E5E95_RS00635
OG0000355	GOM18_RS04535	E5E95_RS02020
OG0000356	GOM18_RS04420	E5E95_RS02110
OG0000357	GOM18_RS04370	E5E95_RS03300
OG0000358	GOM18_RS00990	E5E95_RS03305
OG0000359	GOM18_RS04245	E5E95_RS00775
OG0000360	GOM18_RS01385	E5E95_RS00275
OG0000361	GOM18_RS01415	E5E95_RS00305
OG0000362	GOM18_RS01990	E5E95_RS02745
OG0000363	GOM18_RS04485	E5E95_RS03985
OG0000364	GOM18_RS04185	E5E95_RS01995
OG0000365	GOM18_RS04440	E5E95_RS02150
OG0000366	GOM18_RS02285	E5E95_RS02175
OG0000367	GOM18_RS02295	E5E95_RS02185
OG0000368	GOM18_RS00640	E5E95_RS00060
OG0000369	GOM18_RS04300	E5E95_RS00025
OG0000370	GOM18_RS00600	E5E95_RS00020
OG0000371	GOM18_RS00595	E5E95_RS00015
OG0000372	GOM18_RS00590	E5E95_RS00010
OG0000373	GOM18_RS00565	E5E95_RS03825
OG0000374	GOM18_RS00555	E5E95_RS03815
OG0000375	GOM18_RS02370	E5E95_RS02340
OG0000376	GOM18_RS02515	E5E95_RS02585
OG0000377	GOM18_RS02505	E5E95_RS02575
OG0000378	GOM18_RS02860	E5E95_RS01310
OG0000380	GOM18_RS02765	E5E95_RS01410
OG0000381	GOM18_RS02725	E5E95_RS01450
OG0000382	GOM18_RS02695	E5E95_RS01480
OG0000383	GOM18_RS02630	E5E95_RS01520
OG0000384	GOM18_RS01620	E5E95_RS00515
OG0000385	GOM18_RS01625	E5E95_RS00520
OG0000386	GOM18_RS01645	E5E95_RS00540
OG0000387	GOM18_RS01670	E5E95_RS00565
OG0000388	GOM18_RS04395	E5E95_RS00570
OG0000389	GOM18_RS03480	E5E95_RS00615
OG0000390	GOM18_RS01155	E5E95_RS03100
OG0000391	GOM18_RS01165	E5E95_RS03090
OG0000392	GOM18_RS01190	E5E95_RS03065
OG0000393	GOM18_RS04515	E5E95_RS03010
OG0000395	GOM18_RS02165	E5E95_RS02930
OG0000397	GOM18_RS03280	E5E95_RS02035
OG0000398	GOM18_RS03275	E5E95_RS02040
OG0000399	GOM18_RS02195	E5E95_RS02090
OG0000400	GOM18_RS01030	E5E95_RS03265
OG0000401	GOM18_RS00970	E5E95_RS03325
OG0000402	GOM18_RS00960	E5E95_RS03335
OG0000403	GOM18_RS00950	E5E95_RS03345
OG0000404	GOM18_RS00920	E5E95_RS03375
OG0000405	GOM18_RS00905	E5E95_RS03390
OG0000406	GOM18_RS00850	E5E95_RS03455
OG0000407	GOM18_RS04360	E5E95_RS03460
OG0000408	GOM18_RS00840	E5E95_RS03465
OG0000409	GOM18_RS00835	E5E95_RS03470
OG0000410	GOM18_RS00775	E5E95_RS03530
OG0000411	GOM18_RS00785	E5E95_RS03520
OG0000412	GOM18_RS00790	E5E95_RS03515
OG0000413	GOM18_RS02615	E5E95_RS01535
OG0000414	GOM18_RS02605	E5E95_RS01545
OG0000415	GOM18_RS02600	E5E95_RS01550
OG0000416	GOM18_RS02590	E5E95_RS01560
OG0000417	GOM18_RS02430	E5E95_RS02400
OG0000418	GOM18_RS02425	E5E95_RS02395
OG0000419	GOM18_RS00140	E5E95_RS00710
OG0000420	GOM18_RS00175	E5E95_RS00745
OG0000421	GOM18_RS00210	E5E95_RS00780
OG0000422	GOM18_RS00220	E5E95_RS00790
OG0000423	GOM18_RS00275	E5E95_RS00845
OG0000424	GOM18_RS00280	E5E95_RS00850
OG0000425	GOM18_RS00290	E5E95_RS00860
OG0000426	GOM18_RS04250	E5E95_RS00865
OG0000427	GOM18_RS04255	E5E95_RS00890
OG0000428	GOM18_RS00345	E5E95_RS00915
OG0000429	GOM18_RS01780	E5E95_RS01030
OG0000430	GOM18_RS01735	E5E95_RS01075
OG0000431	GOM18_RS01725	E5E95_RS01085
OG0000432	GOM18_RS02885	E5E95_RS01115
OG0000433	GOM18_RS02900	E5E95_RS01130
OG0000434	GOM18_RS02905	E5E95_RS01135
OG0000435	GOM18_RS02920	E5E95_RS01150
OG0000436	GOM18_RS02945	E5E95_RS01180
OG0000437	GOM18_RS02955	E5E95_RS01190
OG0000438	GOM18_RS02960	E5E95_RS01195
OG0000439	GOM18_RS04495	E5E95_RS01200
OG0000440	GOM18_RS04375	E5E95_RS03155
OG0000441	GOM18_RS01065	E5E95_RS03195
OG0000442	GOM18_RS01255	E5E95_RS00135
OG0000443	GOM18_RS01300	E5E95_RS00185
OG0000444	GOM18_RS01315	E5E95_RS00200
OG0000445	GOM18_RS03665	E5E95_RS00225
OG0000446	GOM18_RS01365	E5E95_RS00255
OG0000447	GOM18_RS01370	E5E95_RS00260
OG0000448	GOM18_RS01400	E5E95_RS00290
OG0000449	GOM18_RS01425	E5E95_RS00315
OG0000450	GOM18_RS01435	E5E95_RS00325
OG0000451	GOM18_RS01475	E5E95_RS00365
OG0000452	GOM18_RS01500	E5E95_RS00390
OG0000453	GOM18_RS01535	E5E95_RS00425
OG0000455	GOM18_RS00475	E5E95_RS03730
OG0000456	GOM18_RS00695	E5E95_RS03610
OG0000457	GOM18_RS00720	E5E95_RS03585
OG0000458	GOM18_RS01960	E5E95_RS02715
OG0000459	GOM18_RS01985	E5E95_RS02740
OG0000460	GOM18_RS01995	E5E95_RS02750
OG0000461	GOM18_RS02040	E5E95_RS02795
OG0000462	GOM18_RS02035	E5E95_RS02790
OG0000463	GOM18_RS02030	E5E95_RS02785
OG0000464	GOM18_RS02025	E5E95_RS02780
OG0000465	GOM18_RS02020	E5E95_RS02775
OG0000466	GOM18_RS01505	E5E95_RS00395
OG0000467	GOM18_RS04400	E5E95_RS02880
OG0000468	GOM18_RS02190	E5E95_RS02085
OG0000469	GOM18_RS02250	E5E95_RS02145
OG0000470	GOM18_RS00270	E5E95_RS03895
OG0000471	GOM18_RS00350	E5E95_RS00920
OG0000472	GOM18_RS00765	E5E95_RS03540
OG0000473	GOM18_RS00460	E5E95_RS03715
OG0000474	GOM18_RS00465	E5E95_RS03720
OG0000475	GOM18_RS00470	E5E95_RS03725
OG0000476	GOM18_RS02580	E5E95_RS01570
OG0000477	GOM18_RS02065	E5E95_RS02820
OG0000478	GOM18_RS00405	E5E95_RS03660
OG0000479	GOM18_RS02825	E5E95_RS01345
OG0000480	GOM18_RS02255	E5E95_RS03865
OG0000481	GOM18_RS00245	E5E95_RS00815
OG0000482	GOM18_RS03160	E5E95_RS01230
OG0000483	GOM18_RS02300	E5E95_RS02190
OG0000484	GOM18_RS04385	E5E95_RS00195
OG0000485	GOM18_RS02950	E5E95_RS01185
OG0000486	GOM18_RS02450	E5E95_RS02420
OG0000487	GOM18_RS04430	E5E95_RS02125
OG0000488	GOM18_RS02270	E5E95_RS02160
OG0000489	GOM18_RS00630	E5E95_RS00050
OG0000490	GOM18_RS00570	E5E95_RS03830
OG0000491	GOM18_RS02805	E5E95_RS01365
OG0000492	GOM18_RS02735	E5E95_RS01440
OG0000493	GOM18_RS01685	E5E95_RS00580
OG0000494	GOM18_RS03450	E5E95_RS00640
OG0000495	GOM18_RS01220	E5E95_RS03035
OG0000496	GOM18_RS01230	E5E95_RS03025
OG0000497	GOM18_RS01235	E5E95_RS03020
OG0000500	GOM18_RS03270	E5E95_RS02045
OG0000501	GOM18_RS01020	E5E95_RS04280, E5E95_RS04275
OG0000502	GOM18_RS03150	E5E95_RS01220
OG0000503	GOM18_RS00190	E5E95_RS00760
OG0000504	GOM18_RS00325	E5E95_RS00895
OG0000506	GOM18_RS01850	E5E95_RS00960
OG0000508	GOM18_RS01360	E5E95_RS00250
OG0000509	GOM18_RS01395	E5E95_RS00285
OG0000510	GOM18_RS01405	E5E95_RS00295
OG0000511	GOM18_RS01540	E5E95_RS00430
