Orthogroup	MHP_98_genes	MHP_KM014_genes
OG0000030	GOM18_RS04325	CIB43_RS00435
OG0000031	GOM18_RS00085	CIB43_RS01295
OG0000035	GOM18_RS00885	CIB43_RS00280
OG0000035	GOM18_RS00900	CIB43_RS00270
OG0000036	GOM18_RS03585	CIB43_RS00815
OG0000037	GOM18_RS04545	CIB43_RS02465
OG0000038	GOM18_RS03510, GOM18_RS03645	CIB43_RS02625
OG0000039	GOM18_RS03565	CIB43_RS02500
OG0000041	GOM18_RS00100	CIB43_RS03980
OG0000042	GOM18_RS01120	CIB43_RS03855
OG0000043	GOM18_RS03285	CIB43_RS02825
OG0000043	GOM18_RS03285	CIB43_RS00070
OG0000045	GOM18_RS03555	CIB43_RS02520
OG0000048	GOM18_RS02325	CIB43_RS02995
OG0000049	GOM18_RS01035	CIB43_RS00150
OG0000051	GOM18_RS02100	CIB43_RS03575
OG0000052	GOM18_RS00655	CIB43_RS00775
OG0000053	GOM18_RS04480	CIB43_RS02315
OG0000054	GOM18_RS01925	CIB43_RS03395
OG0000055	GOM18_RS01245	CIB43_RS00835
OG0000056	GOM18_RS00495	CIB43_RS00630, CIB43_RS03960
OG0000057	GOM18_RS01135	CIB43_RS03840
OG0000058	GOM18_RS00090	CIB43_RS01140, CIB43_RS01145, CIB43_RS00085
OG0000059	GOM18_RS03660	CIB43_RS00080, CIB43_RS01165
OG0000060	GOM18_RS03800	CIB43_RS00780
OG0000061	GOM18_RS03350	CIB43_RS02745
OG0000062	GOM18_RS00545	CIB43_RS00675
OG0000063	GOM18_RS04295	CIB43_RS00660
OG0000064	GOM18_RS00530	CIB43_RS00650
OG0000065	GOM18_RS02395	CIB43_RS03145
OG0000068	GOM18_RS03445	CIB43_RS01520
OG0000069	GOM18_RS01240, GOM18_RS03140	CIB43_RS03740
OG0000070	GOM18_RS01930	CIB43_RS03400
OG0000071	GOM18_RS00820	CIB43_RS00360
OG0000072	GOM18_RS04355	CIB43_RS00375
OG0000073	GOM18_RS00135	CIB43_RS01580
OG0000075	GOM18_RS01450	CIB43_RS01060
OG0000077	GOM18_RS01550	CIB43_RS01330
OG0000078	GOM18_RS03020	CIB43_RS02560
OG0000079	GOM18_RS02005	CIB43_RS03480
OG0000080	GOM18_RS03980	CIB43_RS03525
OG0000081	GOM18_RS01445	CIB43_RS01055
OG0000083	GOM18_RS02245	CIB43_RS02935
OG0000084	GOM18_RS02275	CIB43_RS02955
OG0000086	GOM18_RS02290	CIB43_RS02970
OG0000087	GOM18_RS02305	CIB43_RS02975
OG0000088	GOM18_RS02310	CIB43_RS02980
OG0000089	GOM18_RS02320	CIB43_RS02990
OG0000090	GOM18_RS00650	CIB43_RS00770
OG0000091	GOM18_RS00635	CIB43_RS00760
OG0000092	GOM18_RS00620	CIB43_RS00745
OG0000093	GOM18_RS00615	CIB43_RS00735
OG0000094	GOM18_RS00610	CIB43_RS00730
OG0000095	GOM18_RS00585	CIB43_RS00715
OG0000096	GOM18_RS00580	CIB43_RS00700
OG0000097	GOM18_RS00560	CIB43_RS00690
OG0000100	GOM18_RS00485	CIB43_RS00610
OG0000101	GOM18_RS00480	CIB43_RS00600
OG0000102	GOM18_RS02995	CIB43_RS02580
OG0000103	GOM18_RS02360	CIB43_RS03110
OG0000104	GOM18_RS02365	CIB43_RS03120
OG0000105	GOM18_RS02380	CIB43_RS03130
OG0000106	GOM18_RS02390	CIB43_RS03140
OG0000107	GOM18_RS02400	CIB43_RS03150
OG0000108	GOM18_RS02405	CIB43_RS03155
OG0000109	GOM18_RS02410	CIB43_RS03160
OG0000110	GOM18_RS02525	CIB43_RS03290
OG0000111	GOM18_RS02520	CIB43_RS03285
OG0000112	GOM18_RS02510	CIB43_RS03280
OG0000113	GOM18_RS02490	CIB43_RS03260
OG0000114	GOM18_RS02480	CIB43_RS03245
OG0000115	GOM18_RS02470	CIB43_RS03230
OG0000116	GOM18_RS02855	CIB43_RS02165
OG0000117	GOM18_RS02850	CIB43_RS02170
OG0000118	GOM18_RS02815	CIB43_RS02205
OG0000119	GOM18_RS02810	CIB43_RS02210
OG0000120	GOM18_RS02795	CIB43_RS02230
OG0000121	GOM18_RS02775	CIB43_RS02250
OG0000122	GOM18_RS02770	CIB43_RS02255
OG0000123	GOM18_RS02750	CIB43_RS02275
OG0000124	GOM18_RS02745	CIB43_RS02280
OG0000125	GOM18_RS02740	CIB43_RS02285
OG0000126	GOM18_RS02730	CIB43_RS02295
OG0000127	GOM18_RS02720	CIB43_RS02305
OG0000128	GOM18_RS02705	CIB43_RS02320
OG0000129	GOM18_RS02700	CIB43_RS02330
OG0000130	GOM18_RS02690	CIB43_RS02335
OG0000131	GOM18_RS04475	CIB43_RS02370
OG0000132	GOM18_RS04470	CIB43_RS02385
OG0000133	GOM18_RS01635	CIB43_RS01415
OG0000134	GOM18_RS01640	CIB43_RS01425
OG0000135	GOM18_RS01655	CIB43_RS01435
OG0000136	GOM18_RS01660	CIB43_RS01440
OG0000137	GOM18_RS01690	CIB43_RS01470
OG0000138	GOM18_RS03470	CIB43_RS01495
OG0000139	GOM18_RS03440	CIB43_RS01525
OG0000140	GOM18_RS03435	CIB43_RS01540
OG0000141	GOM18_RS01125	CIB43_RS03850
OG0000142	GOM18_RS04380	CIB43_RS03845
OG0000143	GOM18_RS01150	CIB43_RS03835
OG0000144	GOM18_RS01160	CIB43_RS03815
OG0000145	GOM18_RS01170	CIB43_RS03805
OG0000146	GOM18_RS01180	CIB43_RS03790
OG0000147	GOM18_RS01185	CIB43_RS03785
OG0000148	GOM18_RS01200	CIB43_RS03780
OG0000149	GOM18_RS01210	CIB43_RS03760
OG0000150	GOM18_RS01225	CIB43_RS03745
OG0000151	GOM18_RS03115	CIB43_RS03700
OG0000152	GOM18_RS03110	CIB43_RS03695
OG0000153	GOM18_RS03105	CIB43_RS03690
OG0000154	GOM18_RS03095	CIB43_RS03680
OG0000155	GOM18_RS02160	CIB43_RS03645
OG0000156	GOM18_RS02150	CIB43_RS03635
OG0000157	GOM18_RS04415	CIB43_RS03625
OG0000158	GOM18_RS04410	CIB43_RS03620
OG0000159	GOM18_RS01915	CIB43_RS03385
OG0000160	GOM18_RS01910	CIB43_RS03380
OG0000161	GOM18_RS01905	CIB43_RS03375
OG0000163	GOM18_RS01890	CIB43_RS03370
OG0000164	GOM18_RS03635	CIB43_RS02495
OG0000165	GOM18_RS03260	CIB43_RS02840
OG0000166	GOM18_RS02185	CIB43_RS02860
OG0000167	GOM18_RS02200	CIB43_RS02875
OG0000168	GOM18_RS02205	CIB43_RS02880
OG0000169	GOM18_RS01040	CIB43_RS00130
OG0000171	GOM18_RS01015	CIB43_RS00155
OG0000172	GOM18_RS01010	CIB43_RS00160
OG0000173	GOM18_RS01005	CIB43_RS00165
OG0000174	GOM18_RS01000	CIB43_RS00170
OG0000175	GOM18_RS00985	CIB43_RS00190
OG0000176	GOM18_RS00935	CIB43_RS00235
OG0000177	GOM18_RS00930	CIB43_RS00240
OG0000178	GOM18_RS00925	CIB43_RS00245
OG0000179	GOM18_RS00915	CIB43_RS00255
OG0000180	GOM18_RS00910	CIB43_RS00260
OG0000181	GOM18_RS04365	CIB43_RS00310
OG0000182	GOM18_RS00860	CIB43_RS00320
OG0000183	GOM18_RS00825	CIB43_RS00355
OG0000184	GOM18_RS00780	CIB43_RS00430
OG0000185	GOM18_RS00795	CIB43_RS00380
OG0000186	GOM18_RS04465	CIB43_RS02400
OG0000187	GOM18_RS02595	CIB43_RS02410
OG0000188	GOM18_RS02585	CIB43_RS02425
OG0000189	GOM18_RS04445	CIB43_RS03200
OG0000190	GOM18_RS02440	CIB43_RS03195
OG0000191	GOM18_RS02420	CIB43_RS03180
OG0000192	GOM18_RS03170	CIB43_RS02085
OG0000193	GOM18_RS03155	CIB43_RS02075
OG0000194	GOM18_RS00120	CIB43_RS01560
OG0000195	GOM18_RS00125	CIB43_RS01565
OG0000196	GOM18_RS00145	CIB43_RS01585
OG0000197	GOM18_RS00150	CIB43_RS01590
OG0000198	GOM18_RS00165	CIB43_RS01605
OG0000199	GOM18_RS00170	CIB43_RS01615
OG0000200	GOM18_RS00185	CIB43_RS01630
OG0000201	GOM18_RS00195	CIB43_RS01635
OG0000202	GOM18_RS00250	CIB43_RS01690
OG0000203	GOM18_RS00255	CIB43_RS01695
OG0000204	GOM18_RS00260	CIB43_RS01700
OG0000205	GOM18_RS00265	CIB43_RS01705
OG0000206	GOM18_RS00285	CIB43_RS01735
OG0000207	GOM18_RS00300	CIB43_RS01740
OG0000208	GOM18_RS00305	CIB43_RS01745
OG0000209	GOM18_RS00310	CIB43_RS01750
OG0000210	GOM18_RS00360	CIB43_RS01800
OG0000211	GOM18_RS01855	CIB43_RS01805
OG0000212	GOM18_RS01845	CIB43_RS01815
OG0000213	GOM18_RS01840	CIB43_RS01820
OG0000214	GOM18_RS01835	CIB43_RS01825
OG0000215	GOM18_RS01830	CIB43_RS01830
OG0000216	GOM18_RS01825	CIB43_RS01835
OG0000217	GOM18_RS01820	CIB43_RS01845
OG0000218	GOM18_RS01810	CIB43_RS01850
OG0000219	GOM18_RS01805	CIB43_RS01855
OG0000220	GOM18_RS01800	CIB43_RS01860
OG0000221	GOM18_RS01795	CIB43_RS01865
OG0000222	GOM18_RS01790	CIB43_RS01870
OG0000223	GOM18_RS01785	CIB43_RS01875
OG0000225	GOM18_RS01765	CIB43_RS01895
OG0000226	GOM18_RS01760	CIB43_RS01900
OG0000227	GOM18_RS01755	CIB43_RS01905
OG0000228	GOM18_RS04580	CIB43_RS01910
OG0000229	GOM18_RS01745	CIB43_RS01915
OG0000230	GOM18_RS01740	CIB43_RS01920
OG0000231	GOM18_RS01730	CIB43_RS01935
OG0000232	GOM18_RS01720	CIB43_RS01940
OG0000233	GOM18_RS02880	CIB43_RS01965
OG0000234	GOM18_RS02915	CIB43_RS02000
OG0000235	GOM18_RS02925	CIB43_RS02005
OG0000236	GOM18_RS02930	CIB43_RS02010
OG0000237	GOM18_RS02935	CIB43_RS02015
OG0000238	GOM18_RS02940	CIB43_RS02025
OG0000239	GOM18_RS01115	CIB43_RS03860
OG0000240	GOM18_RS01110	CIB43_RS03870
OG0000241	GOM18_RS01100	CIB43_RS03875
OG0000242	GOM18_RS01095	CIB43_RS03880
OG0000243	GOM18_RS01090	CIB43_RS03885
OG0000244	GOM18_RS01080	CIB43_RS03900
OG0000245	GOM18_RS01070	CIB43_RS03905
OG0000246	GOM18_RS01250	CIB43_RS00845
OG0000247	GOM18_RS01260	CIB43_RS00850
OG0000248	GOM18_RS01270	CIB43_RS00875
OG0000250	GOM18_RS01290	CIB43_RS00885
OG0000251	GOM18_RS01320	CIB43_RS00925
OG0000252	GOM18_RS01330	CIB43_RS00930
OG0000253	GOM18_RS01335	CIB43_RS00940
OG0000254	GOM18_RS01345	CIB43_RS00950
OG0000255	GOM18_RS01350	CIB43_RS00955
OG0000256	GOM18_RS01355	CIB43_RS00960
OG0000257	GOM18_RS01380	CIB43_RS00985
OG0000258	GOM18_RS01390	CIB43_RS01015
OG0000259	GOM18_RS01420	CIB43_RS01030
OG0000260	GOM18_RS01430	CIB43_RS01045
OG0000262	GOM18_RS01455	CIB43_RS01075
OG0000263	GOM18_RS01470	CIB43_RS01080
OG0000264	GOM18_RS01485	CIB43_RS01100
OG0000265	GOM18_RS01495	CIB43_RS01110
OG0000266	GOM18_RS01510	CIB43_RS01120
OG0000267	GOM18_RS01525	CIB43_RS01135
OG0000268	GOM18_RS01530	CIB43_RS01305
OG0000269	GOM18_RS01545	CIB43_RS01320
OG0000270	GOM18_RS04280	CIB43_RS00575
OG0000271	GOM18_RS00450	CIB43_RS00570
OG0000272	GOM18_RS00445	CIB43_RS00565
OG0000273	GOM18_RS00440	CIB43_RS00560
OG0000274	GOM18_RS00420	CIB43_RS00545
OG0000275	GOM18_RS04270	CIB43_RS00535
OG0000276	GOM18_RS00410	CIB43_RS00530
OG0000277	GOM18_RS00400	CIB43_RS00525
OG0000278	GOM18_RS00395	CIB43_RS00515
OG0000279	GOM18_RS00385	CIB43_RS00510
OG0000280	GOM18_RS00380	CIB43_RS00500
OG0000281	GOM18_RS00375	CIB43_RS00495
OG0000283	GOM18_RS00705	CIB43_RS00475
OG0000284	GOM18_RS00710	CIB43_RS00460
OG0000285	GOM18_RS04315	CIB43_RS00455
OG0000286	GOM18_RS01875	CIB43_RS03345
OG0000287	GOM18_RS01965	CIB43_RS03440
OG0000288	GOM18_RS01975	CIB43_RS03450
OG0000289	GOM18_RS01980	CIB43_RS03455
OG0000290	GOM18_RS02090	CIB43_RS03565
OG0000291	GOM18_RS02080	CIB43_RS03560
OG0000292	GOM18_RS02075	CIB43_RS03550
OG0000293	GOM18_RS02070	CIB43_RS03545
OG0000294	GOM18_RS02060	CIB43_RS03540
OG0000295	GOM18_RS02055	CIB43_RS03530
OG0000296	GOM18_RS02015	CIB43_RS03495
OG0000297	GOM18_RS02010	CIB43_RS03485
OG0000298	GOM18_RS01285	CIB43_RS00880
OG0000299	GOM18_RS03940	CIB43_RS00915
OG0000300	GOM18_RS01480	CIB43_RS01090
OG0000301	GOM18_RS01515	CIB43_RS01125
OG0000302	GOM18_RS01520	CIB43_RS01130
OG0000303	GOM18_RS01665	CIB43_RS01455
OG0000304	GOM18_RS01710	CIB43_RS01950
OG0000305	GOM18_RS01175	CIB43_RS03795
OG0000306	GOM18_RS03130	CIB43_RS03725
OG0000307	GOM18_RS03100	CIB43_RS03685
OG0000308	GOM18_RS02110	CIB43_RS03600
OG0000309	GOM18_RS02045	CIB43_RS03520
OG0000310	GOM18_RS01970	CIB43_RS03445
OG0000311	GOM18_RS01935	CIB43_RS03405
OG0000312	GOM18_RS01920	CIB43_RS03390
OG0000313	GOM18_RS03620	CIB43_RS02485
OG0000314	GOM18_RS03245	CIB43_RS02855
OG0000315	GOM18_RS02210	CIB43_RS02885
OG0000316	GOM18_RS02220	CIB43_RS02895
OG0000317	GOM18_RS02315	CIB43_RS02985
OG0000318	GOM18_RS04425	CIB43_RS02900
OG0000319	GOM18_RS02375	CIB43_RS03125
OG0000320	GOM18_RS02500	CIB43_RS03270
OG0000321	GOM18_RS02820	CIB43_RS02200
OG0000322	GOM18_RS02780	CIB43_RS02245
OG0000323	GOM18_RS02625	CIB43_RS02375
OG0000324	GOM18_RS02415	CIB43_RS03170
OG0000325	GOM18_RS00130	CIB43_RS01570
OG0000326	GOM18_RS00225	CIB43_RS01665
OG0000327	GOM18_RS00230	CIB43_RS01670
OG0000328	GOM18_RS00315	CIB43_RS01760
OG0000329	GOM18_RS00335	CIB43_RS01775
OG0000330	GOM18_RS02890	CIB43_RS01970
OG0000331	GOM18_RS01085	CIB43_RS03890
OG0000332	GOM18_RS00975	CIB43_RS00200
OG0000333	GOM18_RS00965	CIB43_RS00210
OG0000334	GOM18_RS00865	CIB43_RS00315
OG0000335	GOM18_RS00855	CIB43_RS00340
OG0000336	GOM18_RS04265	CIB43_RS00485
OG0000337	GOM18_RS00535	CIB43_RS00655
OG0000338	GOM18_RS00575	CIB43_RS00695
OG0000339	GOM18_RS02475	CIB43_RS03235
OG0000340	GOM18_RS02840	CIB43_RS02185
OG0000341	GOM18_RS02435	CIB43_RS03190
OG0000342	GOM18_RS00160	CIB43_RS01600
OG0000343	GOM18_RS00955	CIB43_RS00215
OG0000344	GOM18_RS01680	CIB43_RS01465
OG0000345	GOM18_RS01770	CIB43_RS01890
OG0000346	GOM18_RS00370	CIB43_RS00490
OG0000347	GOM18_RS02755	CIB43_RS02270
OG0000348	GOM18_RS00235	CIB43_RS01685
OG0000349	GOM18_RS04275	CIB43_RS00550
OG0000350	GOM18_RS03090	CIB43_RS03675
OG0000351	GOM18_RS01600	CIB43_RS01385
OG0000352	GOM18_RS03265	CIB43_RS02830
OG0000353	GOM18_RS02785	CIB43_RS02240
OG0000354	GOM18_RS03455	CIB43_RS01515
OG0000355	GOM18_RS04535	CIB43_RS02805
OG0000356	GOM18_RS04420	CIB43_RS02890
OG0000357	GOM18_RS04370	CIB43_RS00175
OG0000358	GOM18_RS00990	CIB43_RS00180
OG0000359	GOM18_RS04245	CIB43_RS01650
OG0000360	GOM18_RS01385	CIB43_RS00990
OG0000361	GOM18_RS01415	CIB43_RS01020
OG0000362	GOM18_RS01990	CIB43_RS03475
OG0000363	GOM18_RS04485	CIB43_RS02310
OG0000364	GOM18_RS04185	CIB43_RS02775
OG0000369	GOM18_RS04300	CIB43_RS00725
OG0000370	GOM18_RS00600	CIB43_RS00720
OG0000378	GOM18_RS02860	CIB43_RS02160
OG0000380	GOM18_RS02765	CIB43_RS02260
OG0000381	GOM18_RS02725	CIB43_RS02300
OG0000385	GOM18_RS01625	CIB43_RS01405
OG0000389	GOM18_RS03480	CIB43_RS01490
OG0000396	GOM18_RS01880	CIB43_RS03350
OG0000403	GOM18_RS00950	CIB43_RS00220
OG0000404	GOM18_RS00920	CIB43_RS00250
OG0000405	GOM18_RS00905	CIB43_RS00265
OG0000409	GOM18_RS00835	CIB43_RS00345
OG0000412	GOM18_RS00790	CIB43_RS00390
OG0000417	GOM18_RS02430	CIB43_RS03185
OG0000428	GOM18_RS00345	CIB43_RS01785
OG0000429	GOM18_RS01780	CIB43_RS01885
OG0000430	GOM18_RS01735	CIB43_RS01925
OG0000434	GOM18_RS02905	CIB43_RS01985
OG0000436	GOM18_RS02945	CIB43_RS02030
OG0000437	GOM18_RS02955	CIB43_RS02065
OG0000441	GOM18_RS01065	CIB43_RS03910
OG0000451	GOM18_RS01475	CIB43_RS01085
OG0000453	GOM18_RS01535	CIB43_RS01315
OG0000457	GOM18_RS00720	CIB43_RS00450
OG0000459	GOM18_RS01985	CIB43_RS03460
OG0000463	GOM18_RS02030	CIB43_RS03515
OG0000464	GOM18_RS02025	CIB43_RS03500
OG0000466	GOM18_RS01505	CIB43_RS01115
OG0000468	GOM18_RS02190	CIB43_RS02870
OG0000471	GOM18_RS00350	CIB43_RS01790
OG0000473	GOM18_RS00460	CIB43_RS00580
OG0000474	GOM18_RS00465	CIB43_RS00585
OG0000475	GOM18_RS00470	CIB43_RS00595
OG0000482	GOM18_RS03160	CIB43_RS02080
OG0000485	GOM18_RS02950	CIB43_RS02035
OG0000486	GOM18_RS02450	CIB43_RS03205
OG0000487	GOM18_RS04430	CIB43_RS02915
OG0000488	GOM18_RS02270	CIB43_RS02940
OG0000489	GOM18_RS00630	CIB43_RS00750
OG0000491	GOM18_RS02805	CIB43_RS02220
OG0000492	GOM18_RS02735	CIB43_RS02290
OG0000495	GOM18_RS01220	CIB43_RS03750
OG0000502	GOM18_RS03150	CIB43_RS02070
OG0000504	GOM18_RS00325	CIB43_RS01770
OG0000506	GOM18_RS01850	CIB43_RS01810
OG0000508	GOM18_RS01360	CIB43_RS00980
OG0000517	GOM18_RS00645	CIB43_RS00765
OG0000519	GOM18_RS00215	CIB43_RS01660
OG0000520	GOM18_RS00340	CIB43_RS01780
OG0000523	GOM18_RS00725	CIB43_RS00445
OG0000526	GOM18_RS04200	CIB43_RS02720
OG0000527	GOM18_RS03490	CIB43_RS02640
OG0000529	GOM18_RS02385	CIB43_RS03135
OG0000530	GOM18_RS02485	CIB43_RS03250
OG0000531	GOM18_RS02760	CIB43_RS02265
OG0000537	GOM18_RS00155	CIB43_RS01595
OG0000538	GOM18_RS02910	CIB43_RS01990
OG0000543	GOM18_RS00010	CIB43_RS01215
OG0000544	GOM18_RS04525	CIB43_RS02125
OG0000545	GOM18_RS03390	CIB43_RS02715
OG0000546	GOM18_RS03120	CIB43_RS03705
OG0000553	GOM18_RS04405	CIB43_RS03610
OG0000554	GOM18_RS02530	CIB43_RS03295
OG0000556	GOM18_RS00075	CIB43_RS01290
OG0000557	GOM18_RS03215	CIB43_RS02130
OG0000558	GOM18_RS03185	CIB43_RS02100
OG0000559	GOM18_RS03000	CIB43_RS02575
OG0000560	GOM18_RS03405	CIB43_RS02680
OG0000561	GOM18_RS02895	CIB43_RS01980
OG0000562	GOM18_RS03400	CIB43_RS02685
OG0000563	GOM18_RS03415	CIB43_RS02670
OG0000564	GOM18_RS02875	CIB43_RS02155
OG0000565	GOM18_RS03330	CIB43_RS02760
OG0000566	GOM18_RS03355	CIB43_RS02740
OG0000568	GOM18_RS00115	CIB43_RS01555
OG0000569	GOM18_RS03190	CIB43_RS02105
OG0000570	GOM18_RS04520	CIB43_RS02110
OG0000571	GOM18_RS03200	CIB43_RS02115
OG0000572	GOM18_RS03220	CIB43_RS02135
OG0000573	GOM18_RS03005	CIB43_RS02570
OG0000574	GOM18_RS02845	CIB43_RS02175
OG0000575	GOM18_RS03175	CIB43_RS02090
OG0000576	GOM18_RS03050	CIB43_RS02530
OG0000577	GOM18_RS02105	CIB43_RS03580
OG0000579	GOM18_RS03500	CIB43_RS02660
OG0000581	GOM18_RS03495	CIB43_RS02645
OG0000584	GOM18_RS00040	CIB43_RS01255
OG0000585	GOM18_RS02355	CIB43_RS03105
OG0000588	GOM18_RS03055	CIB43_RS02525
OG0000590	GOM18_RS00030	CIB43_RS01190
OG0000592	GOM18_RS03985	CIB43_RS03570
OG0000594	GOM18_RS03180	CIB43_RS02095
OG0000595	GOM18_RS01055	CIB43_RS03920
OG0000597	GOM18_RS01060	CIB43_RS03915
OG0000600	GOM18_RS00045	CIB43_RS01175, CIB43_RS00040, CIB43_RS01260
OG0000601	GOM18_RS03410	CIB43_RS02675
OG0000603	GOM18_RS00050	CIB43_RS01270
OG0000608	GOM18_RS03395	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690
OG0000609	GOM18_RS03365	CIB43_RS02730
OG0000613	GOM18_RS04180	CIB43_RS02785
OG0000616	GOM18_RS00065	CIB43_RS01280
OG0000620	GOM18_RS04195	CIB43_RS04010
