Orthogroup	MHP_1257_genes	MHP_KM014_genes
OG0000150	ABKJ22_RS02775	CIB43_RS03745
OG0000151	ABKJ22_RS02720	CIB43_RS03700
OG0000152	ABKJ22_RS02715	CIB43_RS03695
OG0000153	ABKJ22_RS02710	CIB43_RS03690
OG0000154	ABKJ22_RS02700	CIB43_RS03680
OG0000155	ABKJ22_RS02660	CIB43_RS03645
OG0000156	ABKJ22_RS02650	CIB43_RS03635
OG0000157	ABKJ22_RS02645	CIB43_RS03625
OG0000158	ABKJ22_RS02635	CIB43_RS03620
OG0000159	ABKJ22_RS02410	CIB43_RS03385
OG0000160	ABKJ22_RS02405	CIB43_RS03380
OG0000161	ABKJ22_RS02400	CIB43_RS03375
OG0000163	ABKJ22_RS02385	CIB43_RS03370
OG0000164	ABKJ22_RS01610	CIB43_RS02495
OG0000165	ABKJ22_RS01915	CIB43_RS02840
OG0000166	ABKJ22_RS01935	CIB43_RS02860
OG0000167	ABKJ22_RS01950	CIB43_RS02875
OG0000168	ABKJ22_RS01955	CIB43_RS02880
OG0000169	ABKJ22_RS02950	CIB43_RS00130
OG0000171	ABKJ22_RS02975	CIB43_RS00155
OG0000172	ABKJ22_RS02980	CIB43_RS00160
OG0000173	ABKJ22_RS02985	CIB43_RS00165
OG0000174	ABKJ22_RS02990	CIB43_RS00170
OG0000175	ABKJ22_RS03005	CIB43_RS00190
OG0000176	ABKJ22_RS03050	CIB43_RS00235
OG0000177	ABKJ22_RS03055	CIB43_RS00240
OG0000178	ABKJ22_RS03060	CIB43_RS00245
OG0000179	ABKJ22_RS03070	CIB43_RS00255
OG0000180	ABKJ22_RS03075	CIB43_RS00260
OG0000181	ABKJ22_RS03105	CIB43_RS00310
OG0000182	ABKJ22_RS03115	CIB43_RS00320
OG0000183	ABKJ22_RS03150	CIB43_RS00355
OG0000184	ABKJ22_RS03190	CIB43_RS00430
OG0000185	ABKJ22_RS03175	CIB43_RS00380
OG0000186	ABKJ22_RS01540	CIB43_RS02400
OG0000187	ABKJ22_RS01555	CIB43_RS02410
OG0000188	ABKJ22_RS01565	CIB43_RS02425
OG0000189	ABKJ22_RS02110	CIB43_RS03200
OG0000190	ABKJ22_RS02115	CIB43_RS03195
OG0000191	ABKJ22_RS02135	CIB43_RS03180
OG0000192	ABKJ22_RS01230	CIB43_RS02085
OG0000193	ABKJ22_RS01220	CIB43_RS02075
OG0000194	ABKJ22_RS01010	CIB43_RS01560
OG0000195	ABKJ22_RS01005	CIB43_RS01565
OG0000196	ABKJ22_RS00985	CIB43_RS01585
OG0000197	ABKJ22_RS00980	CIB43_RS01590
OG0000198	ABKJ22_RS00965	CIB43_RS01605
OG0000199	ABKJ22_RS00960	CIB43_RS01615
OG0000200	ABKJ22_RS00945	CIB43_RS01630
OG0000201	ABKJ22_RS00935	CIB43_RS01635
OG0000202	ABKJ22_RS00880	CIB43_RS01690
OG0000203	ABKJ22_RS00875	CIB43_RS01695
OG0000204	ABKJ22_RS00870	CIB43_RS01700
OG0000205	ABKJ22_RS00865	CIB43_RS01705
OG0000206	ABKJ22_RS00845	CIB43_RS01735
OG0000207	ABKJ22_RS00830	CIB43_RS01740
OG0000208	ABKJ22_RS00825	CIB43_RS01745
OG0000209	ABKJ22_RS00820	CIB43_RS01750
OG0000210	ABKJ22_RS00775	CIB43_RS01800
OG0000211	ABKJ22_RS00745	CIB43_RS01805
OG0000212	ABKJ22_RS00735	CIB43_RS01815
OG0000213	ABKJ22_RS00730	CIB43_RS01820
OG0000214	ABKJ22_RS00725	CIB43_RS01825
OG0000215	ABKJ22_RS00720	CIB43_RS01830
OG0000216	ABKJ22_RS00715	CIB43_RS01835
OG0000217	ABKJ22_RS00710	CIB43_RS01845
OG0000218	ABKJ22_RS00700	CIB43_RS01850
OG0000219	ABKJ22_RS00695	CIB43_RS01855
OG0000220	ABKJ22_RS00690	CIB43_RS01860
OG0000221	ABKJ22_RS00685	CIB43_RS01865
OG0000222	ABKJ22_RS00680	CIB43_RS01870
OG0000223	ABKJ22_RS00675	CIB43_RS01875
OG0000225	ABKJ22_RS00655	CIB43_RS01895
OG0000226	ABKJ22_RS00650	CIB43_RS01900
OG0000227	ABKJ22_RS00645	CIB43_RS01905
OG0000228	ABKJ22_RS00640	CIB43_RS01910
OG0000229	ABKJ22_RS00635	CIB43_RS01915
OG0000230	ABKJ22_RS00630	CIB43_RS01920
OG0000231	ABKJ22_RS00620	CIB43_RS01935
OG0000232	ABKJ22_RS00610	CIB43_RS01940
OG0000233	ABKJ22_RS01110	CIB43_RS01965
OG0000234	ABKJ22_RS01145	CIB43_RS02000
OG0000235	ABKJ22_RS01155	CIB43_RS02005
OG0000236	ABKJ22_RS01160	CIB43_RS02010
OG0000237	ABKJ22_RS01165	CIB43_RS02015
OG0000238	ABKJ22_RS01170	CIB43_RS02025
OG0000239	ABKJ22_RS02885	CIB43_RS03860
OG0000240	ABKJ22_RS02890	CIB43_RS03870
OG0000241	ABKJ22_RS02900	CIB43_RS03875
OG0000242	ABKJ22_RS02905	CIB43_RS03880
OG0000243	ABKJ22_RS02910	CIB43_RS03885
OG0000244	ABKJ22_RS02920	CIB43_RS03900
OG0000245	ABKJ22_RS02930	CIB43_RS03905
OG0000246	ABKJ22_RS00135	CIB43_RS00845
OG0000247	ABKJ22_RS00145	CIB43_RS00850
OG0000248	ABKJ22_RS00155	CIB43_RS00875
OG0000250	ABKJ22_RS00175	CIB43_RS00885
OG0000251	ABKJ22_RS00205	CIB43_RS00925
OG0000252	ABKJ22_RS00215	CIB43_RS00930
OG0000253	ABKJ22_RS00220	CIB43_RS00940
OG0000254	ABKJ22_RS00230	CIB43_RS00950
OG0000255	ABKJ22_RS00235	CIB43_RS00955
OG0000256	ABKJ22_RS00240	CIB43_RS00960
OG0000257	ABKJ22_RS00265	CIB43_RS00985
OG0000258	ABKJ22_RS00275	CIB43_RS01015
OG0000259	ABKJ22_RS00305	CIB43_RS01030
OG0000260	ABKJ22_RS00315	CIB43_RS01045
OG0000262	ABKJ22_RS00340	CIB43_RS01075
OG0000263	ABKJ22_RS00355	CIB43_RS01080
OG0000264	ABKJ22_RS00370	CIB43_RS01100
OG0000265	ABKJ22_RS00380	CIB43_RS01110
OG0000266	ABKJ22_RS00395	CIB43_RS01120
OG0000267	ABKJ22_RS00410	CIB43_RS01135
OG0000268	ABKJ22_RS00415	CIB43_RS01305
OG0000269	ABKJ22_RS00440	CIB43_RS01320
OG0000270	ABKJ22_RS03375	CIB43_RS00575
OG0000271	ABKJ22_RS03370	CIB43_RS00570
OG0000272	ABKJ22_RS03365	CIB43_RS00565
OG0000273	ABKJ22_RS03360	CIB43_RS00560
OG0000274	ABKJ22_RS03340	CIB43_RS00545
OG0000275	ABKJ22_RS03335	CIB43_RS00535
OG0000276	ABKJ22_RS03330	CIB43_RS00530
OG0000277	ABKJ22_RS03320	CIB43_RS00525
OG0000278	ABKJ22_RS03315	CIB43_RS00515
OG0000279	ABKJ22_RS03305	CIB43_RS00510
OG0000280	ABKJ22_RS03300	CIB43_RS00500
OG0000281	ABKJ22_RS03295	CIB43_RS00495
OG0000283	ABKJ22_RS03265	CIB43_RS00475
OG0000284	ABKJ22_RS03260	CIB43_RS00460
OG0000285	ABKJ22_RS03255	CIB43_RS00455
OG0000286	ABKJ22_RS02370	CIB43_RS03345
OG0000287	ABKJ22_RS02465	CIB43_RS03440
OG0000288	ABKJ22_RS02475	CIB43_RS03450
OG0000289	ABKJ22_RS02480	CIB43_RS03455
OG0000290	ABKJ22_RS02590	CIB43_RS03565
OG0000291	ABKJ22_RS02580	CIB43_RS03560
OG0000292	ABKJ22_RS02575	CIB43_RS03550
OG0000293	ABKJ22_RS02570	CIB43_RS03545
OG0000294	ABKJ22_RS02560	CIB43_RS03540
OG0000295	ABKJ22_RS02555	CIB43_RS03530
OG0000296	ABKJ22_RS02515	CIB43_RS03495
OG0000297	ABKJ22_RS02510	CIB43_RS03485
OG0000298	ABKJ22_RS00170	CIB43_RS00880
OG0000299	ABKJ22_RS00190	CIB43_RS00915
OG0000300	ABKJ22_RS00365	CIB43_RS01090
OG0000301	ABKJ22_RS00400	CIB43_RS01125
OG0000302	ABKJ22_RS00405	CIB43_RS01130
OG0000303	ABKJ22_RS00560	CIB43_RS01455
OG0000304	ABKJ22_RS00605	CIB43_RS01950
OG0000305	ABKJ22_RS02825	CIB43_RS03795
OG0000306	ABKJ22_RS02745	CIB43_RS03725
OG0000307	ABKJ22_RS02705	CIB43_RS03685
OG0000308	ABKJ22_RS02610	CIB43_RS03600
OG0000309	ABKJ22_RS02545	CIB43_RS03520
OG0000310	ABKJ22_RS02470	CIB43_RS03445
OG0000311	ABKJ22_RS02430	CIB43_RS03405
OG0000312	ABKJ22_RS02415	CIB43_RS03390
OG0000313	ABKJ22_RS01600	CIB43_RS02485
OG0000314	ABKJ22_RS01930	CIB43_RS02855
OG0000315	ABKJ22_RS01960	CIB43_RS02885
OG0000316	ABKJ22_RS01970	CIB43_RS02895
OG0000317	ABKJ22_RS02065	CIB43_RS02985
OG0000318	ABKJ22_RS01975	CIB43_RS02900
OG0000319	ABKJ22_RS02180	CIB43_RS03125
OG0000320	ABKJ22_RS02315	CIB43_RS03270
OG0000321	ABKJ22_RS01350	CIB43_RS02200
OG0000322	ABKJ22_RS01395	CIB43_RS02245
OG0000323	ABKJ22_RS01525	CIB43_RS02375
OG0000324	ABKJ22_RS02140	CIB43_RS03170
OG0000325	ABKJ22_RS01000	CIB43_RS01570
OG0000326	ABKJ22_RS00905	CIB43_RS01665
OG0000327	ABKJ22_RS00900	CIB43_RS01670
OG0000328	ABKJ22_RS00815	CIB43_RS01760
OG0000329	ABKJ22_RS00795	CIB43_RS01775
OG0000330	ABKJ22_RS01120	CIB43_RS01970
OG0000331	ABKJ22_RS02915	CIB43_RS03890
OG0000332	ABKJ22_RS03015	CIB43_RS00200
OG0000333	ABKJ22_RS03025	CIB43_RS00210
OG0000334	ABKJ22_RS03110	CIB43_RS00315
OG0000335	ABKJ22_RS03120	CIB43_RS00340
OG0000336	ABKJ22_RS03285	CIB43_RS00485
OG0000337	ABKJ22_RS03460	CIB43_RS00655
OG0000338	ABKJ22_RS03500	CIB43_RS00695
OG0000339	ABKJ22_RS02290	CIB43_RS03235
OG0000340	ABKJ22_RS01330	CIB43_RS02185
OG0000341	ABKJ22_RS02120	CIB43_RS03190
OG0000342	ABKJ22_RS00970	CIB43_RS01600
OG0000343	ABKJ22_RS03035	CIB43_RS00215
OG0000344	ABKJ22_RS00575	CIB43_RS01465
OG0000345	ABKJ22_RS00660	CIB43_RS01890
OG0000346	ABKJ22_RS03290	CIB43_RS00490
OG0000347	ABKJ22_RS01420	CIB43_RS02270
OG0000348	ABKJ22_RS00895	CIB43_RS01685
OG0000349	ABKJ22_RS03350	CIB43_RS00550
OG0000350	ABKJ22_RS02695	CIB43_RS03675
OG0000351	ABKJ22_RS00495	CIB43_RS01385
OG0000352	ABKJ22_RS01910	CIB43_RS02830
OG0000353	ABKJ22_RS01390	CIB43_RS02240
OG0000354	ABKJ22_RS01065	CIB43_RS01515
OG0000355	ABKJ22_RS01885	CIB43_RS02805
OG0000356	ABKJ22_RS01965	CIB43_RS02890
OG0000357	ABKJ22_RS02995	CIB43_RS00175
OG0000358	ABKJ22_RS03000	CIB43_RS00180
OG0000359	ABKJ22_RS00925	CIB43_RS01650
OG0000360	ABKJ22_RS00270	CIB43_RS00990
OG0000361	ABKJ22_RS00300	CIB43_RS01020
OG0000362	ABKJ22_RS02490	CIB43_RS03475
OG0000363	ABKJ22_RS01460	CIB43_RS02310
OG0000369	ABKJ22_RS00025	CIB43_RS00725
OG0000370	ABKJ22_RS00020	CIB43_RS00720
OG0000378	ABKJ22_RS01310	CIB43_RS02160
OG0000379	ABKJ22_RS01385	CIB43_RS02235
OG0000380	ABKJ22_RS01410	CIB43_RS02260
OG0000381	ABKJ22_RS01450	CIB43_RS02300
OG0000385	ABKJ22_RS00520	CIB43_RS01405
OG0000389	ABKJ22_RS01085	CIB43_RS01490
OG0000394	ABKJ22_RS02670	CIB43_RS03660
OG0000396	ABKJ22_RS02375	CIB43_RS03350
OG0000403	ABKJ22_RS03040	CIB43_RS00220
OG0000404	ABKJ22_RS03065	CIB43_RS00250
OG0000405	ABKJ22_RS03080	CIB43_RS00265
OG0000409	ABKJ22_RS03140	CIB43_RS00345
OG0000412	ABKJ22_RS03180	CIB43_RS00390
OG0000417	ABKJ22_RS02125	CIB43_RS03185
OG0000428	ABKJ22_RS00785	CIB43_RS01785
OG0000429	ABKJ22_RS00670	CIB43_RS01885
OG0000430	ABKJ22_RS00625	CIB43_RS01925
OG0000434	ABKJ22_RS01135	CIB43_RS01985
OG0000436	ABKJ22_RS01175	CIB43_RS02030
OG0000437	ABKJ22_RS01185	CIB43_RS02065
OG0000441	ABKJ22_RS02935	CIB43_RS03910
OG0000451	ABKJ22_RS00360	CIB43_RS01085
OG0000453	ABKJ22_RS00420	CIB43_RS01315
OG0000457	ABKJ22_RS03250	CIB43_RS00450
OG0000459	ABKJ22_RS02485	CIB43_RS03460
OG0000463	ABKJ22_RS02530	CIB43_RS03515
OG0000464	ABKJ22_RS02525	CIB43_RS03500
OG0000466	ABKJ22_RS00390	CIB43_RS01115
OG0000468	ABKJ22_RS01940	CIB43_RS02870
OG0000471	ABKJ22_RS00780	CIB43_RS01790
OG0000473	ABKJ22_RS03380	CIB43_RS00580
OG0000474	ABKJ22_RS03385	CIB43_RS00585
OG0000475	ABKJ22_RS03390	CIB43_RS00595
OG0000482	ABKJ22_RS01225	CIB43_RS02080
OG0000485	ABKJ22_RS01180	CIB43_RS02035
OG0000486	ABKJ22_RS02105	CIB43_RS03205
OG0000487	ABKJ22_RS01980	CIB43_RS02915
OG0000488	ABKJ22_RS02020	CIB43_RS02940
OG0000489	ABKJ22_RS00050	CIB43_RS00750
OG0000491	ABKJ22_RS01365	CIB43_RS02220
OG0000492	ABKJ22_RS01440	CIB43_RS02290
OG0000495	ABKJ22_RS02780	CIB43_RS03750
OG0000502	ABKJ22_RS01215	CIB43_RS02070
OG0000504	ABKJ22_RS00805	CIB43_RS01770
OG0000506	ABKJ22_RS00740	CIB43_RS01810
OG0000508	ABKJ22_RS00245	CIB43_RS00980
OG0000517	ABKJ22_RS00065	CIB43_RS00765
OG0000519	ABKJ22_RS00915	CIB43_RS01660
OG0000520	ABKJ22_RS00790	CIB43_RS01780
OG0000523	ABKJ22_RS03245	CIB43_RS00445
OG0000526	ABKJ22_RS01820	CIB43_RS02720
OG0000527	ABKJ22_RS01745	CIB43_RS02640
OG0000529	ABKJ22_RS02170	CIB43_RS03135
OG0000530	ABKJ22_RS02300	CIB43_RS03250
OG0000531	ABKJ22_RS01415	CIB43_RS02265
OG0000537	ABKJ22_RS00975	CIB43_RS01595
OG0000538	ABKJ22_RS01140	CIB43_RS01990
OG0000544	ABKJ22_RS01265	CIB43_RS02125
OG0000545	ABKJ22_RS01810	CIB43_RS02715
OG0000546	ABKJ22_RS02730, ABKJ22_RS02725	CIB43_RS03705
OG0000552	ABKJ22_RS03045	CIB43_RS00225
OG0000553	ABKJ22_RS02630	CIB43_RS03610
OG0000554	ABKJ22_RS02345	CIB43_RS03295
OG0000557	ABKJ22_RS01275	CIB43_RS02130
OG0000558	ABKJ22_RS01245	CIB43_RS02100
OG0000559	ABKJ22_RS01695	CIB43_RS02575
OG0000560	ABKJ22_RS01795	CIB43_RS02680
OG0000561	ABKJ22_RS01125	CIB43_RS01980
OG0000562	ABKJ22_RS01800	CIB43_RS02685
OG0000563	ABKJ22_RS01785	CIB43_RS02670
OG0000564	ABKJ22_RS01305	CIB43_RS02155
OG0000565	ABKJ22_RS01850	CIB43_RS02760
OG0000566	ABKJ22_RS01840	CIB43_RS02740
OG0000568	ABKJ22_RS01015	CIB43_RS01555
OG0000569	ABKJ22_RS01250	CIB43_RS02105
OG0000570	ABKJ22_RS01255	CIB43_RS02110
OG0000571	ABKJ22_RS01260	CIB43_RS02115
OG0000572	ABKJ22_RS01280	CIB43_RS02135
OG0000573	ABKJ22_RS01690	CIB43_RS02570
OG0000574	ABKJ22_RS01325	CIB43_RS02175
OG0000575	ABKJ22_RS01235	CIB43_RS02090
OG0000576	ABKJ22_RS01650	CIB43_RS02530
OG0000577	ABKJ22_RS02605	CIB43_RS03580
OG0000579	ABKJ22_RS01760	CIB43_RS02660
OG0000580	ABKJ22_RS02735	CIB43_RS03710
OG0000581	ABKJ22_RS01750	CIB43_RS02645
OG0000585	ABKJ22_RS02200	CIB43_RS03105
OG0000588	ABKJ22_RS01640	CIB43_RS02525
OG0000589	ABKJ22_RS02245	CIB43_RS03055
OG0000592	ABKJ22_RS02595	CIB43_RS03570
OG0000594	ABKJ22_RS01240	CIB43_RS02095
OG0000601	ABKJ22_RS01790	CIB43_RS02675
OG0000608	ABKJ22_RS01805	CIB43_RS02700, CIB43_RS02695, CIB43_RS02705, CIB43_RS02690
OG0000609	ABKJ22_RS01830	CIB43_RS02730
OG0000613	ABKJ22_RS01865	CIB43_RS02785
